0	Index      	 *	Score 	Summary	Detail	
1	41226 33522	 * 	199.16	ACR|4VULN|1AART|1DMG|2CDMG	167aVULN|278LWND|3RCR|4AART|57CDMG|7BPWR|9DMG
23	41212 15351	   	185.03	ACR|2VULN|2DMG|1AART|2ZMB|1DUR	17VULN|2LWND|3RCR|4NUKE|57ZMB|67DMG|7BPWR|8ERES|9DUR|aAART
24	43212 15351	   	184.93	ACR|2DMG|2VULN|1AART|2ZMB|1DUR	17VULN|2LEGI|3RCR|4NUKE|57ZMB|67DMG|7BPWR|8ERES|9DUR|aAART
25	41212 15132	   	184.74	ACR|4VULN|2DMG|2ZMB	179aVULN|2LWND|3RCR|4NUKE|57ZMB|67DMG|7BPWR|8LHND
26	41212 15512	   	184.74	ACR|4VULN|2DMG|2ZMB	178aVULN|2LWND|3RCR|4NUKE|57ZMB|67DMG|7BPWR|9LHND
27	43212 15132	   	184.64	ACR|4VULN|2DMG|2ZMB	179aVULN|2LEGI|3RCR|4NUKE|57ZMB|67DMG|7BPWR|8LHND
28	43212 15512	   	184.64	ACR|4VULN|2DMG|2ZMB	178aVULN|2LEGI|3RCR|4NUKE|57ZMB|67DMG|7BPWR|9LHND
29	41242 25223	 * 	184.53	ACR|4VULN|3ZMB|1AART	178aVULN|2LWND|3RCR|457ZMB|67LHND|7BPWR|9AART
30	43242 15223	   	184.43	ACR|4VULN|3ZMB|1AART	178aVULN|2LEGI|3RCR|457ZMB|67LWND|7BPWR|9AART
31	41226 32223	   	183.59	ACR|4VULN|1AART|1CDMG|1ZMB	169aVULN|2LWND|3RCR|4AART|5CDMG|7ZMB|8LIT
32	43226 32223	   	183.49	ACR|4VULN|1AART|1CDMG|1ZMB	169aVULN|2LEGI|3RCR|4AART|5CDMG|7ZMB|8LIT
33	41224 33322	 * 	183.21	ACR|5VULN|2AART	1678aVULN|2LWND|3RCR|49AART|5LHND
34	41224 36312	   	183.21	ACR|5VULN|2AART	1689aVULN|2LWND|3RCR|47AART|5LHND
35	41231 15235	   	183.10	ACR|2VULN|2DMG|1AART|2DUR|1ASPD	17VULN|24LWND|3RCR|57DUR|67DMG|7BPWR|8DUST|9AART|aASPD
36	41231 15533	 * 	182.94	ACR|3VULN|2DMG|3DUR|1ZMB	178VULN|24LWND|3RCR|579DUR|67DMG|7BPWR|aZMB
37	43226 32432	   	182.64	ACR|3VULN|1AART|2CDMG|1ZMB|1DUR	168VULN|2LEGI|3RCR|4AART|5aCDMG|7ZMB|9DUR
38	46111 13612	   	182.62	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	18VULN|29DMG|3BEXP|4AART|5RCR|6RPLT|7ASPD|aCDMG
39	41223 36311	   	182.62	ACR|4VULN|2AART|2DUR	1689VULN|2LWND|3RCR|47AART|5aDUR
40	41231 15132	   	182.22	ACR|4VULN|2DMG|2DUR	179aVULN|24LWND|3RCR|57DUR|67DMG|7BPWR|8LHND
41	41231 15512	   	182.22	ACR|4VULN|2DMG|2DUR	178aVULN|24LWND|3RCR|57DUR|67DMG|7BPWR|9LHND
42	61223 65132	   	182.22	ACR|4VULN|2DMG|2DUR	17DUR|2LWND|3RCR|4DMSP|57DMG|679aVULN|7BPWR|8LHND
43	43226 33532	   	181.84	ACR|3VULN|1AART|3CDMG|1ZMB	167VULN|2LEGI|3RCR|4AART|57aCDMG|7BPWR|8LWND|9ZMB
44	43243 26311	   	181.54	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	189VULN|2LEGI|3RCR|4ZMB|5DMSP|6AART|7DMG|aDUR
45	33116 62223	 * 	181.46	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1DMSP|2LIT|3aAART|4DMG|5CDMG|6RCR|79VULN|8DUR
46	43244 21312	   	181.37	ACR|5VULN|1AART|1ZMB	1589aVULN|2LEGI|3RCR|4ZMB|6AART|7TLV
47	43214 24312	   	181.37	ACR|5VULN|1AART|1ZMB	1589aVULN|2LEGI|3RCR|4NUKE|6AART|7ZMB
48	41223 36531	 * 	181.28	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	16VULN|2LWND|3RCR|47AART|5DUR|8FEWX|9DMG|aCDMG
49	43242 26321	   	181.19	ACR|2VULN|2AART|1DMG|2ZMB|1DUR	18VULN|2LEGI|3RCR|45ZMB|69AART|7DMG|aDUR
50	41223 36231	   	181.18	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	16VULN|2LWND|3RCR|47AART|5DUR|8DUST|9DMG|aCDMG
51	46111 41311	   	181.04	ACR|4VULN|1AART|1DMG|1DUR	1689VULN|2DMG|3BEXP|4AART|5RCR|7TLV|aDUR
52	41226 32243	 * 	180.94	ACR|3VULN|2AART|1CDMG|1ZMB	16aVULN|2LWND|3RCR|49AART|5CDMG|7ZMB|8LIT
53	41226 13233	   	180.84	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1aVULN|2LWND|3RCR|4AART|5CDMG|6ZMB|7DUR|8RPLT|9DMG
54	43226 32243	   	180.84	ACR|3VULN|2AART|1CDMG|1ZMB	16aVULN|2LEGI|3RCR|49AART|5CDMG|7ZMB|8LIT
55	43226 13233	   	180.74	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1aVULN|2LEGI|3RCR|4AART|5CDMG|6ZMB|7DUR|8RPLT|9DMG
56	46111 13622	   	180.69	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	189VULN|2DMG|3BEXP|4AART|5RCR|6RPLT|7ASPD|aCDMG
57	43244 33312	   	180.27	ACR|5VULN|1AART|1ZMB	1569aVULN|2LEGI|3RCR|4ZMB|7MLV|8AART
58	43244 31312	   	180.17	ACR|5VULN|1AART|1ZMB	1569aVULN|2LEGI|3RCR|4ZMB|7ERES|8AART
59	43244 21322	   	179.99	ACR|4VULN|2AART|1ZMB	158aVULN|2LEGI|3RCR|4ZMB|69AART|7TLV
60	43244 22131	   	179.99	ACR|4VULN|2AART|1ZMB	157aVULN|2LEGI|3RCR|4ZMB|69AART|8DUST
61	43214 24322	   	179.99	ACR|4VULN|2AART|1ZMB	158aVULN|2LEGI|3RCR|4NUKE|69AART|7ZMB
62	41233 15131	   	179.69	ACR|3VULN|2DMG|1AART	17aVULN|24LWND|3RCR|578LHND|67DMG|7BPWR|9AART
63	41233 15532	   	179.69	ACR|3VULN|2DMG|1AART	178VULN|24LWND|3RCR|57LHND|67DMG|7BPWR|9AART|aBEXP
64	41233 15533	   	179.69	ACR|3VULN|2DMG|1AART	178VULN|24LWND|3RCR|57LHND|67DMG|7BPWR|9AART|aCGEN
65	41226 33112	   	179.10	ACR|4VULN|1AART|2CDMG	167aVULN|279LWND|3RCR|4AART|57CDMG|7BPWR|8CGEN
66	41226 33511	   	179.10	ACR|4VULN|1AART|2CDMG	1679VULN|278LWND|3RCR|4AART|57CDMG|7BPWR|aLIT
67	41226 33512	   	179.10	ACR|4VULN|1AART|2CDMG	1679VULN|278LWND|3RCR|4AART|57CDMG|7BPWR|aCGEN
68	41226 33533	   	179.10	ACR|4VULN|1AART|2CDMG	167aVULN|278LWND|3RCR|4AART|57CDMG|7BPWR|9RPLT
69	41231 15363	 * 	179.02	ACR|3DMG|2VULN|2DUR|1ZMB	17VULN|24LWND|3RCR|57DUR|679DMG|7BPWR|8ERES|aZMB
70	41226 33324	   	179.00	ACR|4VULN|1AART|2CDMG	167aVULN|279LWND|3RCR|4AART|57CDMG|7BPWR|8DLOT
71	43226 33133	   	178.90	ACR|4VULN|1AART|2CDMG	167aVULN|2LEGI|3RCR|4AART|57CDMG|7BPWR|8CGEN|9LIT
72	41226 33316	   	178.90	ACR|4VULN|1AART|2CDMG	167aVULN|27LWND|3RCR|4AART|57CDMG|7BPWR|8DLOT|9CANHEL
73	43244 33322	   	178.89	ACR|4VULN|2AART|1ZMB	156aVULN|2LEGI|3RCR|4ZMB|7MLV|89AART
74	43244 31322	   	178.79	ACR|4VULN|2AART|1ZMB	156aVULN|2LEGI|3RCR|4ZMB|7ERES|89AART
75	33116 62423	 * 	178.73	DCR|3VULN|1AART|1DMG|1CDMG	1DMSP|2LIT|3AART|4DMG|5CDMG|6RCR|79aVULN|8LWND
76	41223 35143	   	178.70	ACR|5VULN|1AART|1DUR	1689aVULN|2LWND|3RCR|4AART|5DUR|7LIT
77	41224 33311	   	178.70	ACR|5VULN|1AART|1DUR	16789VULN|2LWND|3RCR|4AART|5LHND|aDUR
78	43226 33316	   	178.70	ACR|4VULN|1AART|2CDMG	167aVULN|2LEGI|3RCR|4AART|57CDMG|7BPWR|8DLOT|9CANHEL
79	41223 36533	   	178.63	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	16VULN|2LWND|3RCR|47AART|5DUR|8FEWX|9DMG|aZMB
80	41224 33631	   	178.55	ACR|3VULN|1AART|1DMG|1CDMG	167VULN|2LWND|3RCR|4AART|5LHND|8FEWX|9DMG|aCDMG
81	41223 36233	   	178.53	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	16VULN|2LWND|3RCR|47AART|5DUR|8DUST|9DMG|aZMB
82	33115 62141	 * 	178.46	DCR|2AART|2VULN|2DMG	1DMSP|2LIT|38AART|45DMG|6RCR|7RMIN|9aVULN
83	43242 26313	   	178.45	ACR|3VULN|1AART|1DMG|2ZMB	189VULN|2LEGI|3RCR|45ZMB|6AART|7DMG|aRPLT
84	43242 26331	   	178.45	ACR|3VULN|1AART|1DMG|2ZMB	18aVULN|2LEGI|3RCR|45ZMB|6AART|7DMG|9CGEN
85	41221 36111	   	178.45	ACR|3VULN|1AART|1DMG|1CDMG	17aVULN|2LWND|3RCR|4AART|5CANSTR|6CDMG|8DMG|9LHND
86	41221 36131	   	178.45	ACR|3VULN|1AART|1DMG|1CDMG	17aVULN|2LWND|3RCR|4AART|5CANSTR|6CDMG|8DMG|9BEXP
87	41221 36161	   	178.45	ACR|3VULN|1AART|1DMG|1CDMG	179VULN|2LWND|3RCR|4AART|5CANSTR|6CDMG|8DMG|aFEWX
88	41221 36162	   	178.45	ACR|3VULN|1AART|1DMG|1CDMG	179VULN|2LWND|3RCR|4AART|5CANSTR|6CDMG|8DMG|aLIT
89	41224 33231	   	178.45	ACR|3VULN|1AART|1DMG|1CDMG	167VULN|2LWND|3RCR|4AART|5LHND|8DUST|9DMG|aCDMG
90	43221 36111	   	178.35	ACR|3VULN|1AART|1DMG|1CDMG	17aVULN|2LEGI|3RCR|4AART|5CANSTR|6CDMG|8DMG|9LHND
91	43221 36121	   	178.35	ACR|3VULN|1AART|1DMG|1CDMG	17aVULN|2LEGI|3RCR|4AART|5CANSTR|6CDMG|8DMG|9LWND
92	41221 36151	   	178.35	ACR|3VULN|1AART|1DMG|1CDMG	17aVULN|2LWND|3RCR|4AART|5CANSTR|6CDMG|8DMG|9LEGI
93	41221 36163	   	178.35	ACR|3VULN|1AART|1DMG|1CDMG	179VULN|2LWND|3RCR|4AART|5CANSTR|6CDMG|8DMG|aTLV
94	62313 43333	   	178.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2RPLT|3CDMG|4AART|5LHND|6aVULN|7RCR|8ZMB|9DMG
95	41212 15311	   	177.99	ACR|2VULN|2DMG|1AART|2ZMB	17VULN|2LWND|3RCR|4NUKE|57ZMB|67DMG|7BPWR|8ERES|9DUST|aAART
96	43212 15311	   	177.89	ACR|2DMG|2VULN|1AART|2ZMB	17VULN|2LEGI|3RCR|4NUKE|57ZMB|67DMG|7BPWR|8ERES|9DUST|aAART
97	41233 15134	   	177.68	ACR|2VULN|2DMG|1AART|1CDMG	17VULN|24LWND|3RCR|578LHND|67DMG|7BPWR|9AART|aCDMG
98	41212 15533	   	177.58	ACR|3VULN|2DMG|2ZMB|1DUR	178VULN|2aLWND|3RCR|4NUKE|57ZMB|67DMG|7BPWR|9DUR
99	43212 15533	   	177.48	ACR|3VULN|2DMG|2ZMB|1DUR	178VULN|2LEGI|3RCR|4NUKE|57ZMB|67DMG|7BPWR|9DUR|aLWND
100	43243 26321	   	177.33	ACR|2VULN|2AART|1DMG|1ZMB|1DUR	18VULN|2LEGI|3RCR|4ZMB|5DMSP|69AART|7DMG|aDUR
101	41223 36312	   	177.32	ACR|4VULN|2AART|1DUR	1689VULN|2LWND|3RCR|47AART|5DUR|aCGEN
102	41223 36313	   	177.32	ACR|4VULN|2AART|1DUR	1689VULN|2LWND|3RCR|47AART|5DUR|aRPLT
103	41223 36314	   	177.32	ACR|4VULN|2AART|1DUR	1689VULN|2LWND|3RCR|47AART|5DUR|aLHND
104	41223 36315	   	177.32	ACR|4VULN|2AART|1DUR	1689VULN|2LWND|3RCR|47AART|5DUR|aFEWX
105	41223 36331	   	177.32	ACR|4VULN|2AART|1DUR	168aVULN|2LWND|3RCR|47AART|5DUR|9CGEN
106	41223 36351	   	177.32	ACR|4VULN|2AART|1DUR	168aVULN|2LWND|3RCR|47AART|5DUR|9RMIN
107	41223 36361	   	177.32	ACR|4VULN|2AART|1DUR	168aVULN|2LWND|3RCR|47AART|5DUR|9MLV
108	41224 33321	   	177.32	ACR|4VULN|2AART|1DUR	1678VULN|2LWND|3RCR|49AART|5LHND|aDUR
109	41224 36311	   	177.32	ACR|4VULN|2AART|1DUR	1689VULN|2LWND|3RCR|47AART|5LHND|aDUR
110	41223 36316	   	177.22	ACR|4VULN|2AART|1DUR	1689VULN|2LWND|3RCR|47AART|5DUR|aMBVNT
111	41233 15413	   	177.08	ACR|2VULN|2DMG|1AART|1CDMG	17VULN|24LWND|3RCR|57LHND|67DMG|7BPWR|8LIT|9CDMG|aAART
112	41213 15413	   	176.98	ACR|2VULN|2DMG|1AART|1CDMG	17VULN|2LWND|3RCR|4NUKE|57CGEN|67DMG|7BPWR|8LIT|9CDMG|aAART
113	43213 15413	   	176.88	ACR|2VULN|2DMG|1AART|1CDMG	17VULN|2LEGI|3RCR|4NUKE|57CGEN|67DMG|7BPWR|8LIT|9CDMG|aAART
114	41223 36334	   	176.87	ACR|3VULN|2AART|1CDMG|1DUR	168VULN|2LWND|3RCR|47AART|5DUR|9CGEN|aCDMG
115	41213 15532	   	176.82	ACR|4VULN|2DMG|1DUR	178aVULN|2LWND|3RCR|4NUKE|57CGEN|67DMG|7BPWR|9DUR
116	41226 13511	 * 	176.80	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB|1DUR	1VULN|2LWND|3RCR|4AART|5CDMG|6ZMB|7DUR|8aASPD|9DMG
117	43242 22431	   	176.78	ACR|3VULN|2AART|2ZMB|1DUR	17aVULN|2LEGI|3RCR|45ZMB|69AART|8DUR
118	41223 33411	   	176.77	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	16VULN|2LWND|3RCR|4AART|5DUR|7BEXP|8CDMG|9DMG|aASPD
119	41224 31411	   	176.77	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	16VULN|2LWND|3RCR|4AART|5LHND|7DUR|8CDMG|9DMG|aASPD
120	41223 36343	   	176.77	ACR|3VULN|2AART|1CDMG|1DUR	168VULN|2LWND|3RCR|47AART|5DUR|9DUST|aCDMG
121	43213 15532	   	176.72	ACR|4VULN|2DMG|1DUR	178aVULN|2LEGI|3RCR|4NUKE|57CGEN|67DMG|7BPWR|9DUR
122	43226 13511	   	176.70	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB|1DUR	1VULN|2LEGI|3RCR|4AART|5CDMG|6ZMB|7DUR|8aASPD|9DMG
123	41223 32411	   	176.67	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	16VULN|2LWND|3RCR|4AART|5DUR|7DUST|8CDMG|9DMG|aASPD
124	33115 62163	 * 	176.53	DCR|3DMG|2AART|1VULN	1DMSP|2LIT|38AART|459DMG|6RCR|7RMIN|aVULN
125	43223 31325	   	176.43	ACR|2VULN|1AART|1DMG|2ZMB|2DUR	19VULN|2LEGI|3RCR|4AART|59DUR|6CGEN|7LHND|89ZMB|9BPWR|aDMG
126	43223 33325	   	176.43	ACR|2VULN|1AART|1DMG|2ZMB|2DUR	19VULN|2LEGI|3RCR|4AART|59DUR|6CGEN|7BEXP|89ZMB|9BPWR|aDMG
127	41226 32221	   	176.43	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	169VULN|2LWND|3RCR|4AART|5CDMG|7ZMB|8LIT|aDUR
128	41226 33343	 * 	176.35	ACR|3VULN|2AART|2CDMG	167VULN|27LWND|3RCR|49AART|57CDMG|7BPWR|8DLOT|aCGEN
129	43223 16325	   	176.33	ACR|2VULN|1AART|1DMG|2ZMB|2DUR	19VULN|2LEGI|3RCR|4AART|59DUR|6LWND|7ERES|89ZMB|9BPWR|aDMG
130	43242 24333	 * 	176.33	ACR|2VULN|3ZMB|1AART|1DMG	1aVULN|2LEGI|3RCR|457ZMB|6AART|8RMIN|9DMG
131	43226 32221	   	176.33	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	169VULN|2LEGI|3RCR|4AART|5CDMG|7ZMB|8LIT|aDUR
132	43226 32431	   	176.33	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	168VULN|2LEGI|3RCR|4AART|5CDMG|7ZMB|9DUR|aCGEN
133	41221 62521	   	176.33	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	19aVULN|2LWND|3RCR|4AART|5CANSTR|6DUR|7ZMB|8CDMG
134	33116 61222	 * 	176.33	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1DMSP|2LIT|3AART|4DMG|57CDMG|6RCR|8aVULN|9ASPD
135	41221 13411	   	176.25	ACR|3VULN|2AART|2CDMG	179VULN|29LWND|3RCR|4aAART|57CANSTR|67SNIHEL|79BPWR|89CDMG
136	43226 33123	   	176.25	ACR|3VULN|2AART|2CDMG	167VULN|2LEGI|3RCR|49AART|57CDMG|7BPWR|8aCGEN
137	43226 33125	   	176.25	ACR|3VULN|2AART|2CDMG	167VULN|2LEGI|3RCR|49AART|57CDMG|7BPWR|8CGEN|aLHND
138	43226 33126	   	176.25	ACR|3VULN|2AART|2CDMG	167VULN|2LEGI|3RCR|49AART|57CDMG|7BPWR|8CGEN|aFEWX
139	41226 33341	   	176.25	ACR|3VULN|2AART|2CDMG	167VULN|27LWND|3RCR|49AART|57CDMG|7BPWR|8DLOT|aNUKE
140	41226 33342	   	176.25	ACR|3VULN|2AART|2CDMG	167VULN|27LWND|3RCR|49AART|57CDMG|7BPWR|8DLOT|aDUST
141	43226 32433	   	176.23	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	168VULN|2LEGI|3RCR|4AART|5CDMG|7ZMB|9DUR|aDUST
142	43221 62521	   	176.23	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	19aVULN|2LEGI|3RCR|4AART|5CANSTR|6DUR|7ZMB|8CDMG
143	41231 15232	   	176.17	ACR|2VULN|2DMG|1AART|2DUR	17VULN|24LWND|3RCR|57DUR|67DMG|7BPWR|8DUST|9AART|aCGEN
144	41231 15236	   	176.17	ACR|2VULN|2DMG|1AART|2DUR	17VULN|24LWND|3RCR|57DUR|67DMG|7BPWR|8DUST|9AART|aBELT
145	61223 65232	   	176.17	ACR|2VULN|2DMG|1AART|2DUR	17DUR|2LWND|3RCR|4DMSP|57DMG|67VULN|7BPWR|8DUST|9AART|aCGEN
146	43226 33121	   	176.15	ACR|3VULN|2AART|2CDMG	167VULN|2LEGI|3RCR|49AART|57CDMG|7BPWR|8CGEN|aDUST
147	43226 33122	   	176.15	ACR|3VULN|2AART|2CDMG	167VULN|2LEGI|3RCR|49AART|57CDMG|7BPWR|8CGEN|aERES
148	43226 33124	   	176.15	ACR|3VULN|2AART|2CDMG	167VULN|2LEGI|3RCR|49AART|57CDMG|7BPWR|8CGEN|aTLV
149	43226 33343	   	176.15	ACR|3VULN|2AART|2CDMG	167VULN|2LEGI|3RCR|49AART|57CDMG|7BPWR|8DLOT|aCGEN
150	43226 33341	   	176.05	ACR|3VULN|2AART|2CDMG	167VULN|2LEGI|3RCR|49AART|57CDMG|7BPWR|8DLOT|aNUKE
151	43226 33342	   	176.05	ACR|3VULN|2AART|2CDMG	167VULN|2LEGI|3RCR|49AART|57CDMG|7BPWR|8DLOT|aDUST
152	66111 41333	   	176.04	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1DUR|29DMG|3BEXP|4AART|5RCR|6VULN|7LHND|8ZMB|aCDMG
153	66211 41333	   	176.04	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1DUR|29DMG|3LWND|4AART|5RCR|6VULN|7LHND|8ZMB|aCDMG
154	41233 16531	   	176.00	ACR|4VULN|1AART|1DMG	178aVULN|24LWND|3RCR|5LHND|6DMG|9AART
155	43221 33165	   	175.95	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1aVULN|2LEGI|3RCR|4AART|5CANSTR|67CDMG|8DMG|9ASPD
156	66611 31333	   	175.94	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1DUR|29DMG|3VULN|4AART|5RCR|6LEGI|7LHND|8ZMB|aCDMG
157	43214 22431	   	175.92	ACR|4VULN|2AART|1DUR	157aVULN|2LEGI|3RCR|4NUKE|69AART|8DUR
158	41224 33633	   	175.90	ACR|3VULN|1AART|1DMG|1ZMB	167VULN|2LWND|3RCR|4AART|5LHND|8FEWX|9DMG|aZMB
159	43226 33531	   	175.80	ACR|3VULN|1AART|2CDMG|1ZMB	167VULN|2LEGI|3RCR|4AART|57CDMG|7BPWR|8LWND|9ZMB|aCGEN
160	41224 33233	   	175.80	ACR|3VULN|1AART|1DMG|1ZMB	167VULN|2LWND|3RCR|4AART|5LHND|8DUST|9DMG|aZMB
161	41226 32422	   	175.80	ACR|3VULN|1AART|2CDMG|1ZMB	168VULN|2LWND|3RCR|4AART|5aCDMG|7ZMB|9BEXP
162	41226 32433	   	175.80	ACR|3VULN|1AART|2CDMG|1ZMB	168VULN|2LWND|3RCR|4AART|5aCDMG|7ZMB|9RPLT
163	43226 32412	   	175.70	ACR|3VULN|1AART|2CDMG|1ZMB	168VULN|2LEGI|3RCR|4AART|5aCDMG|7ZMB|9LWND
164	43226 33533	   	175.70	ACR|3VULN|1AART|2CDMG|1ZMB	167VULN|2LEGI|3RCR|4AART|57CDMG|7BPWR|8LWND|9ZMB|aDUST
165	46111 12612	   	175.68	ACR|2VULN|2DMG|1AART|1CDMG	18VULN|29DMG|3BEXP|4AART|5RCR|6RPLT|7RMIN|aCDMG
166	46111 15212	   	175.68	ACR|2VULN|2DMG|1AART|1CDMG	17VULN|29DMG|3BEXP|4AART|5RCR|6RPLT|8CGEN|aCDMG
167	63223 65231	   	175.67	ACR|2VULN|2DMG|1AART|2DUR	17DUR|2LHND|3RCR|4DMSP|57DMG|67VULN|7BPWR|8BEXP|9CGEN|aAART
168	46111 43233	   	175.58	ACR|2VULN|2DMG|1AART|1CDMG	16VULN|29DMG|3BEXP|4AART|5RCR|7LWND|8TLV|aCDMG
169	41212 15151	   	175.57	ACR|2VULN|2DMG|2ZMB|1CDMG|1DUR	17VULN|2LWND|3RCR|4NUKE|57ZMB|67DMG|7BPWR|8LHND|9DUR|aCDMG
170	41212 15411	   	175.57	ACR|2VULN|2DMG|2ZMB|1CDMG|1ASPD	17VULN|2LWND|3RCR|4NUKE|57ZMB|67DMG|7BPWR|8LIT|9CDMG|aASPD
171	41231 15221	   	175.57	ACR|2VULN|2DMG|1AART|2DUR	17VULN|24LWND|3RCR|57DUR|67DMG|7BPWR|8DUST|9RMIN|aAART
172	61223 65221	   	175.57	ACR|2VULN|2DMG|1AART|2DUR	17DUR|2LWND|3RCR|4DMSP|57DMG|67VULN|7BPWR|8DUST|9RMIN|aAART
173	43244 21311	   	175.48	ACR|4VULN|1AART|1ZMB|1DUR	1589VULN|2LEGI|3RCR|4ZMB|6AART|7TLV|aDUR
174	43214 24311	   	175.48	ACR|4VULN|1AART|1ZMB|1DUR	1589VULN|2LEGI|3RCR|4NUKE|6AART|7ZMB|aDUR
175	43212 15151	   	175.47	ACR|2VULN|2DMG|2ZMB|1CDMG|1DUR	17VULN|2LEGI|3RCR|4NUKE|57ZMB|67DMG|7BPWR|8LHND|9DUR|aCDMG
