0	Index      	 *	Score 	Summary	Detail	
1	21152 62336	 * 	234.56	DCR|4VULN|3DMG|2CDMG	179aVULN|2RPLT|357ERES|47aDMG|6RCR|7aBPWR|8aCDMG
32	32734 62612	   	224.38	DCR|2VULN|2ASPD|1AART|1DMG|1CDMG|1DUR	1MBVNT|23VULN|4DUR|5CDMG|6DMG|7RCR|8AART|9aASPD
33	33453 72711	   	224.36	DCR|4VULN|3ASPD|2CDMG	1MBVNT|257ASPD|3aCDMG|47aTLV|679aVULN|7aBPWR|8RCR
34	53161 61213	 * 	223.71	DCR|4VULN|3ASPD|1MDPS	1RMIN|2379VULN|49LIT|589ASPD|6RCR|9BPWR|aMDPS
35	53361 61213	   	223.71	DCR|4VULN|3ASPD|1MDPS	1RMIN|2379VULN|39BPWR|49LIT|589ASPD|6RCR|aMDPS
36	32212 63872	 * 	223.37	DCR|3VULN|2ASPD|1AART|2CDMG	1MBVNT|24aVULN|3RPLT|5ERES|6RCR|7aCDMG|8AART|9aASPD|aBPWR
37	32311 14318	   	222.26	DCR|4VULN|2ASPD|1DMG|1ZMB	1MBVNT|2478VULN|37ASPD|57LWND|6RCR|7BPWR|9DMG|aZMB
38	33111 14318	   	222.26	DCR|4VULN|2ASPD|1DMG|1ZMB	1MBVNT|27ASPD|3478VULN|57LWND|6RCR|7BPWR|9DMG|aZMB
39	33431 82543	 * 	221.82	DCR|2VULN|2DMG|2ASPD|2CDMG|1DUR	1MBVNT|27ASPD|37CDMG|4aVULN|5BEXP|67DMG|7BPWR|8DUR|9RCR
40	24216 13124	 * 	221.70	DCR|4VULN|2DMG|1MDPS|2DUR	1478VULN|25MLV|37DUR|67DMG|7BPWR|9RCR|aMDPS
41	26115 13124	   	221.70	DCR|4VULN|2DMG|1MDPS|2DUR	1478VULN|25DUR|37CGEN|67DMG|7BPWR|9RCR|aMDPS
42	26633 13124	   	221.70	DCR|4VULN|2DMG|1MDPS|2DUR	1378VULN|24DUR|57CGEN|67DMG|7BPWR|9RCR|aMDPS
43	33431 61158	 * 	221.68	DCR|3VULN|1AART|1ASPD|1DMG|1CDMG	1MBVNT|2ASPD|3CDMG|49aVULN|5BEXP|6RCR|7AART|8DMG
44	32315 27213	   	221.57	DCR|3VULN|2ASPD|1AART|2CDMG|1AAC	1MBVNT|24aVULN|3aASPD|5AART|6AAC|7RCVC|8RCR|9aCDMG|aBPWR
45	33115 27213	   	221.57	DCR|3VULN|2ASPD|1AART|2CDMG|1AAC	1MBVNT|2aASPD|34aVULN|5AART|6AAC|7RCVC|8RCR|9aCDMG|aBPWR
46	23236 56132	 * 	220.51	ACR|3VULN|2DMG|1MDPS|1AART|2CDMG|1ASPD	159VULN|29CDMG|3RCR|4MDPS|6CANSTR|7ASPD|89DMG|9BPWR|aAART
47	32311 14313	   	220.23	DCR|4VULN|2ASPD|1DMG|1DUR	1MBVNT|2478VULN|37ASPD|57LWND|6RCR|7BPWR|9DMG|aDUR
48	33111 14313	   	220.23	DCR|4VULN|2ASPD|1DMG|1DUR	1MBVNT|27ASPD|3478VULN|57LWND|6RCR|7BPWR|9DMG|aDUR
49	33483 72714	 * 	220.01	DCR|3VULN|3ASPD|1MDPS|1CDMG	1MBVNT|257ASPD|3CDMG|47MLV|679VULN|7BPWR|8RCR|aMDPS
50	33423 72732	 * 	219.84	DCR|3ASPD|2VULN|1MDPS|2CDMG|1AAC|1ZMB	1MBVNT|257ASPD|37CDMG|4AAC|67VULN|7BPWR|8RCR|9ZMB|aMDPS
51	33258 27213	 * 	219.82	DCR|2VULN|2AART|2ASPD|2CDMG|1AAC	1MBVNT|2aASPD|34AART|5aVULN|6AAC|7RCVC|8RCR|9aCDMG|aBPWR
52	33453 72714	   	219.81	DCR|3VULN|3ASPD|1MDPS|1CDMG	1MBVNT|257ASPD|3CDMG|47TLV|679VULN|7BPWR|8RCR|aMDPS
53	22115 14141	   	219.78	DCR|3VULN|1AART|1ASPD|1DMG|1CDMG	145VULN|2LWND|3CGEN|6DMG|7RCR|8ASPD|9AART|aCDMG
54	35327 34182	 * 	219.77	DCR|3VULN|3ASPD|3CDMG	1MBVNT|27FEWX|357ASPD|457CDMG|57BPWR|6RCR|89aVULN
55	36327 34182	   	219.77	DCR|3VULN|3ASPD|3CDMG	1MBVNT|27LWND|357ASPD|457CDMG|57BPWR|6RCR|89aVULN
56	33244 13534	 * 	219.51	DCR|2VULN|2DMG|2ASPD|1AART|1AAC	1MBVNT|2aASPD|3AART|4LIT|5DMSP|6RCR|7aDMG|8aVULN|9AAC|aBPWR
57	23333 32643	 * 	219.50	DCR|4VULN|2ASPD|3CDMG	167aVULN|237CDMG|47ASPD|5RCVC|7BPWR|8BELT|9RCR
58	23324 46132	   	219.28	DCR|2VULN|1MDPS|2DMG|3CDMG|1ASPD	19VULN|239CDMG|4SPLREG|5MDPS|6RCR|7ASPD|89DMG|9BPWR|aBEXP
59	23336 15136	 * 	219.22	DCR|3VULN|2AART|2CDMG|1ASPD	18aVULN|23CDMG|4ASPD|5LIT|67AART|9RCR
60	21152 62324	   	219.21	DCR|3VULN|2DMG|1AART|1CDMG	17aVULN|2RPLT|357ERES|47DMG|6RCR|7BPWR|8CDMG|9AART
61	14231 12524	 * 	219.21	DCR|3ASPD|2DMG|3CDMG|1VULN	148ASPD|2RMIN|358CDMG|6RCR|78DMG|8BPWR|9BEXP|aVULN
62	14231 12534	   	219.21	DCR|3ASPD|2DMG|3CDMG|1VULN	148ASPD|2RMIN|358CDMG|6RCR|78DMG|8BPWR|9LHND|aVULN
63	14231 12541	   	219.21	DCR|3ASPD|2DMG|3CDMG|1VULN	148ASPD|2RMIN|358CDMG|6RCR|78DMG|8BPWR|9CGEN|aVULN
64	14231 12562	   	219.21	DCR|3ASPD|2DMG|3CDMG|1VULN	148ASPD|2RMIN|358CDMG|6RCR|78DMG|8BPWR|9AME|aVULN
65	23324 43132	 * 	219.19	DCR|2VULN|1MDPS|2ASPD|1AART|2CDMG|2SPLREG	19VULN|23CDMG|49SPLREG|5MDPS|6RCR|7RMIN|89ASPD|9BPWR|aAART
66	23324 46131	   	219.18	DCR|2VULN|2DMG|1MDPS|3CDMG|1ASPD	19VULN|239CDMG|4SPLREG|5MDPS|6RCR|7ASPD|89DMG|9BPWR|aDUST
67	32311 14331	 * 	219.04	DCR|5VULN|3ASPD	1MBVNT|2478aVULN|379ASPD|57LWND|6RCR|7BPWR
68	33111 14331	   	219.04	DCR|5VULN|3ASPD	1MBVNT|279ASPD|3478aVULN|57LWND|6RCR|7BPWR
69	13233 32522	   	218.91	DCR|3ASPD|2VULN|1MDPS|2DMG|1CDMG	167ASPD|2MDPS|3CDMG|47VULN|57DMG|7BPWR|8ERES|9RCR|aCGEN
70	13233 32523	   	218.91	DCR|3ASPD|2VULN|1MDPS|2DMG|1CDMG	167ASPD|2MDPS|3CDMG|47VULN|57DMG|7BPWR|8ERES|9RCR|aBEXP
71	13233 32524	   	218.91	DCR|3ASPD|2VULN|2DMG|1MDPS|1CDMG	167ASPD|2MDPS|3CDMG|47VULN|57DMG|7BPWR|8ERES|9RCR|aLHND
72	13233 32526	   	218.91	DCR|3ASPD|2VULN|1MDPS|2DMG|1CDMG	167ASPD|2MDPS|3CDMG|47VULN|57DMG|7BPWR|8ERES|9RCR|aAME
73	33423 72716	   	218.85	DCR|3VULN|3ASPD|2CDMG|1AAC|1ZMB	1MBVNT|257ASPD|37CDMG|4AAC|679VULN|7BPWR|8RCR|aZMB
74	13233 32521	   	218.81	DCR|3ASPD|2VULN|1MDPS|2DMG|1CDMG	167ASPD|2MDPS|3CDMG|47VULN|57DMG|7BPWR|8ERES|9RCR|aDUST
75	32311 14312	   	218.70	DCR|4VULN|2ASPD|1DMG|1AAC	1MBVNT|2478VULN|37ASPD|57LWND|6RCR|7BPWR|9DMG|aAAC
76	33111 14312	   	218.70	DCR|4VULN|2ASPD|1DMG|1AAC	1MBVNT|27ASPD|3478VULN|57LWND|6RCR|7BPWR|9DMG|aAAC
77	33437 12534	   	218.66	DCR|3VULN|3ASPD|1CDMG|1ZMB	1MBVNT|29aASPD|3CDMG|49aVULN|5SPLREG|6ZMB|79aLWND|8RCR|9aBPWR
78	32311 14664	 * 	218.62	DCR|3VULN|1MDPS|2ASPD|1AART	1MBVNT|247VULN|37ASPD|57LWND|6RCR|7BPWR|8CGEN|9AART|aMDPS
79	33111 14664	   	218.62	DCR|3VULN|1MDPS|2ASPD|1AART	1MBVNT|27ASPD|347VULN|57LWND|6RCR|7BPWR|8CGEN|9AART|aMDPS
80	15116 11213	 * 	218.49	DCR|3VULN|3ASPD|2DMG	189ASPD|29DUST|347VULN|5LIT|69DMG|9BPWR|aRCR
81	21412 82541	   	218.43	DCR|4VULN|3DMG|2DUR	147aVULN|2RPLT|3MBVNT|57ERES|67aDMG|7aBPWR|8aDUR|9RCR
82	32212 82541	   	218.43	DCR|4VULN|3DMG|2DUR	1MBVNT|247aVULN|3RPLT|57ERES|67aDMG|7aBPWR|8aDUR|9RCR
83	23324 46122	 * 	218.22	DCR|2VULN|1MDPS|1AART|2CDMG|1ASPD|1DMG	19VULN|23CDMG|4SPLREG|5MDPS|6RCR|7ASPD|8DMG|aAART
84	33431 61128	   	218.07	DCR|2VULN|2ASPD|1AART|1DMG|1CDMG	1MBVNT|2aASPD|3CDMG|4aVULN|5BEXP|6RCR|7AART|8DMG|9aERES|aBPWR
85	33431 61152	   	218.07	DCR|2VULN|2ASPD|1AART|1DMG|1CDMG	1MBVNT|2aASPD|3CDMG|49VULN|5BEXP|6RCR|7AART|8DMG
86	26214 62611	   	217.59	DCR|2VULN|1AART|2CDMG|1ASPD|1DMG|1DUR	14VULN|2DUR|3MBVNT|5aCDMG|6DMG|7RCR|8AART|9ASPD
87	32434 62611	   	217.59	DCR|2VULN|1AART|2CDMG|1ASPD|1DMG|1DUR	1MBVNT|23VULN|3BPWR|4DUR|5aCDMG|6DMG|7RCR|8AART|9ASPD
88	32734 62611	   	217.59	DCR|2VULN|1AART|2CDMG|1ASPD|1DMG|1DUR	1MBVNT|23VULN|4DUR|5aCDMG|6DMG|7RCR|8AART|9ASPD
89	23333 32216	   	217.50	DCR|4VULN|2ASPD|3CDMG	1678VULN|237CDMG|47ASPD|5RCVC|7BPWR|9BELT|aRCR
90	21486 31411	   	217.09	DCR|3ASPD|2VULN|2DMG|1ZMB	1aVULN|2RPLT|3MBVNT|46aASPD|5ZMB|7RCR|8CGEN|9aDMG|aBPWR
91	32286 31411	   	217.09	DCR|3ASPD|2VULN|2DMG|1ZMB	1MBVNT|2aVULN|3RPLT|46aASPD|5ZMB|7RCR|8CGEN|9aDMG|aBPWR
92	32286 31611	   	217.09	DCR|3ASPD|2VULN|2DMG|1ZMB	1MBVNT|2aVULN|3RPLT|46aASPD|5ZMB|7RCR|8AME|9aDMG|aBPWR
93	33736 31411	   	217.09	DCR|3ASPD|2VULN|2DMG|1ZMB	1MBVNT|26aASPD|3RPLT|4aVULN|5ZMB|7RCR|8CGEN|9aDMG|aBPWR
94	33736 31611	   	217.09	DCR|3ASPD|2VULN|2DMG|1ZMB	1MBVNT|26aASPD|3RPLT|4aVULN|5ZMB|7RCR|8AME|9aDMG|aBPWR
95	33431 82542	 * 	217.09	DCR|3DMG|2ASPD|1VULN|2CDMG|1DUR	1MBVNT|27ASPD|37CDMG|4VULN|5BEXP|67aDMG|7BPWR|8DUR|9RCR
96	13233 32465	   	217.01	DCR|3ASPD|2VULN|2DMG|1MDPS|1CDMG	167ASPD|2MDPS|3CDMG|47VULN|57DMG|7BPWR|8LWND|9FEWX|aRCR
97	33423 72717	   	216.82	DCR|3VULN|3ASPD|2CDMG|1AAC|1DUR	1MBVNT|257ASPD|37CDMG|4AAC|679VULN|7BPWR|8RCR|aDUR
98	13311 43253	 * 	216.56	DCR|1SPLARM|2VULN|1MDPS|2ASPD|1AART|2DUR	17ASPD|2MDPS|37DUR|4CGEN|5ERES|67VULN|7BPWR|8SPLARM|9AART|aRCR
99	14232 42513	   	216.39	DCR|3ASPD|2DMG|1VULN|2CDMG|1ZMB	148ASPD|2RMIN|38CDMG|5ERES|6ZMB|78DMG|8BPWR|9RCR|aVULN
100	23421 41161	 * 	216.16	DCR|2VULN|2DMG|3CDMG|1AART	19VULN|249CDMG|35LWND|6RCR|7LIT|89DMG|9BPWR|aAART
101	22214 62612	   	216.07	DCR|2VULN|2ASPD|1AART|1DMG|1CDMG	14VULN|2LWND|3MBVNT|5CDMG|6DMG|7RCR|8AART|9aASPD
102	32474 62612	   	216.07	DCR|2VULN|2ASPD|1AART|1DMG|1CDMG	1MBVNT|23VULN|3BPWR|4LWND|5CDMG|6DMG|7RCR|8AART|9aASPD
103	32514 62612	   	216.07	DCR|2VULN|2ASPD|1AART|1DMG|1CDMG	1MBVNT|24VULN|3LHND|5CDMG|6DMG|7RCR|8AART|9aASPD
104	32311 14662	   	216.04	DCR|3VULN|2ASPD|1AART|1CDMG	1MBVNT|247VULN|37ASPD|57LWND|6RCR|7BPWR|8CGEN|9AART|aCDMG
105	33111 14662	   	216.04	DCR|3VULN|2ASPD|1AART|1CDMG	1MBVNT|27ASPD|347VULN|57LWND|6RCR|7BPWR|8CGEN|9AART|aCDMG
106	32311 14562	   	215.94	DCR|3VULN|2ASPD|1AART|1CDMG|1AAC	1MBVNT|247VULN|37ASPD|57LWND|6RCR|7BPWR|8AAC|9AART|aCDMG
107	32311 14762	   	215.94	DCR|3VULN|2ASPD|1AART|1CDMG	1MBVNT|247VULN|37ASPD|57LWND|6RCR|7BPWR|8TLV|9AART|aCDMG
108	33111 14562	   	215.94	DCR|3VULN|2ASPD|1AART|1CDMG|1AAC	1MBVNT|27ASPD|347VULN|57LWND|6RCR|7BPWR|8AAC|9AART|aCDMG
109	33111 14762	   	215.94	DCR|3VULN|2ASPD|1AART|1CDMG	1MBVNT|27ASPD|347VULN|57LWND|6RCR|7BPWR|8TLV|9AART|aCDMG
110	32115 82472	 * 	215.85	DCR|3VULN|2ASPD|1AART|1DMG	1MBVNT|24aVULN|3aCGEN|5AART|6DMG|7LHND|8RCR|9aASPD|aBPWR
111	23224 62151	 * 	215.79	ACR|4VULN|3CDMG|1ASPD|1DMG|2DUR	167aVULN|247CDMG|3RCR|57DUR|7BPWR|8ASPD|9DMG
112	33421 57534	   	215.67	DCR|3VULN|3ASPD|3CDMG|1AAC	1MBVNT|29aASPD|39aCDMG|4AAC|5LWND|6BASARM|79aVULN|8RCR|9aBPWR
113	33423 72714	   	215.57	DCR|3VULN|3ASPD|3CDMG|1AAC	1MBVNT|257ASPD|37aCDMG|4AAC|679VULN|7BPWR|8RCR
114	33244 17274	 * 	215.48	DCR|2DMG|2ASPD|1AART|1VULN|1CDMG	1MBVNT|2aASPD|3AART|4aLIT|5DMSP|6RCR|7CDMG|8VULN|9aDMG|aBPWR
115	23425 42332	   	215.25	DCR|4VULN|3CDMG|1ASPD|1AAC	1578VULN|247CDMG|37LWND|6RCR|7BPWR|9ASPD|aAAC
116	21433 58414	 * 	215.22	DCR|3VULN|2DMG|1AART|1ASPD	178VULN|2RPLT|3MBVNT|4AART|57BEXP|67DMG|7BPWR|9ASPD|aRCR
117	32233 58414	   	215.22	DCR|3VULN|2DMG|1AART|1ASPD	1MBVNT|278VULN|3RPLT|4AART|57BEXP|67DMG|7BPWR|9ASPD|aRCR
118	31342 58142	 * 	214.84	DCR|3DMG|2VULN|1MDPS|2CDMG|1ASPD	1MBVNT|2MDPS|3aCDMG|48aDMG|5ASPD|6FEWX|7aVULN|9RCR|aBPWR
119	33437 81532	   	214.70	DCR|2VULN|2ASPD|1AART|1CDMG|2ZMB	1MBVNT|29ASPD|3CDMG|49VULN|5SPLREG|6FEWX|79ZMB|8RCR|9BPWR|aAART
120	23324 43135	 * 	214.66	DCR|2MDPS|2VULN|2ASPD|2CDMG|2SPLREG	19VULN|23CDMG|49SPLREG|5aMDPS|6RCR|7RMIN|89ASPD|9BPWR
121	16115 14221	 * 	214.61	DCR|3VULN|1ASPD|1DMG|3DUR|1CDMG	1ASPD|259DUR|348VULN|6DMG|7RCR|aCDMG
122	26631 34221	   	214.61	DCR|3VULN|1ASPD|1DMG|3DUR|1CDMG	138VULN|249DUR|5DMG|6ASPD|7RCR|aCDMG
123	33437 31532	   	214.60	DCR|2VULN|2ASPD|1AART|1CDMG|2ZMB	1MBVNT|29ASPD|3CDMG|49VULN|5SPLREG|6DUST|79ZMB|8RCR|9BPWR|aAART
124	32342 42542	   	214.56	DCR|2VULN|2ASPD|2CDMG|1DMG|1ZMB|1DUR	1MBVNT|27VULN|37ASPD|4FEWX|5ZMB|67CDMG|7BPWR|8DUR|9RCR|aDMG
125	32382 42542	   	214.56	DCR|2VULN|2ASPD|2CDMG|1DMG|1ZMB|1DUR	1MBVNT|27VULN|37ASPD|4ZMB|5FEWX|67CDMG|7BPWR|8DUR|9RCR|aDMG
126	32387 42542	   	214.56	DCR|2VULN|2ASPD|2CDMG|1DMG|1ZMB|1DUR	1MBVNT|27VULN|37ASPD|4ZMB|5BEXP|67CDMG|7BPWR|8DUR|9RCR|aDMG
127	33142 42542	   	214.56	DCR|2VULN|2ASPD|2CDMG|1DMG|1ZMB|1DUR	1MBVNT|27ASPD|37VULN|4FEWX|5ZMB|67CDMG|7BPWR|8DUR|9RCR|aDMG
128	33182 42542	   	214.56	DCR|2VULN|2ASPD|2CDMG|1DMG|1ZMB|1DUR	1MBVNT|27ASPD|37VULN|4ZMB|5FEWX|67CDMG|7BPWR|8DUR|9RCR|aDMG
129	33187 42542	   	214.56	DCR|2VULN|2ASPD|2CDMG|1DMG|1ZMB|1DUR	1MBVNT|27ASPD|37VULN|4ZMB|5BEXP|67CDMG|7BPWR|8DUR|9RCR|aDMG
130	32322 42542	   	214.46	DCR|2VULN|2ASPD|2CDMG|1DMG|1ZMB|1DUR	1MBVNT|27VULN|37ASPD|4DUST|5ZMB|67CDMG|7BPWR|8DUR|9RCR|aDMG
131	33122 42542	   	214.46	DCR|2VULN|2ASPD|2CDMG|1DMG|1ZMB|1DUR	1MBVNT|27ASPD|37VULN|4DUST|5ZMB|67CDMG|7BPWR|8DUR|9RCR|aDMG
132	32316 82144	   	214.42	DCR|4VULN|2ASPD|1CDMG|1DUR	1MBVNT|249aVULN|39ASPD|5DUR|6CDMG|7RCR|89LWND|9BPWR
133	33116 82144	   	214.42	DCR|4VULN|2ASPD|1CDMG|1DUR	1MBVNT|29ASPD|349aVULN|5DUR|6CDMG|7RCR|89LWND|9BPWR
134	23123 52562	   	214.33	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1VULN|2CDMG|3ERES|4ZMB|5aASPD|6DUR|7RCR|8AART|9DMG
135	23124 52512	   	214.33	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1VULN|2CDMG|3ERES|4ZMB|5DUR|6DMG|7RCR|8AART|9aASPD
136	33463 27448	   	214.27	DCR|2VULN|2ASPD|1AART|1DMG|1CDMG	1MBVNT|2aASPD|3CDMG|4aBEXP|5AART|6DMG|7CGEN|8RCR|9aVULN|aBPWR
137	33463 22448	   	214.17	DCR|2VULN|2ASPD|1AART|1DMG|1CDMG	1MBVNT|2aASPD|3CDMG|4aBEXP|5AART|6DMG|7ERES|8RCR|9aVULN|aBPWR
138	33464 54532	   	214.17	DCR|2VULN|2ASPD|1AART|1DMG|1CDMG	1MBVNT|29ASPD|3CDMG|49BEXP|5DMG|6BASARM|79VULN|8RCR|9BPWR|aAART
139	33463 23752	   	214.07	DCR|2VULN|2ASPD|1AART|1DMG|1CDMG	1MBVNT|2aASPD|3CDMG|4BEXP|5AART|6DMG|79VULN|8RCR
140	33111 11382	   	213.66	DCR|3VULN|2DMG|2ASPD	1MBVNT|2aASPD|34aVULN|5LWND|6RCR|7FEWX|8RPLT|9aDMG|aBPWR
141	32311 11382	   	213.66	DCR|3VULN|2DMG|2ASPD	1MBVNT|24aVULN|3aASPD|5LWND|6RCR|7FEWX|8RPLT|9aDMG|aBPWR
142	33811 46243	   	213.61	DCR|2VULN|2DMG|2ASPD|1AART	1MBVNT|28ASPD|38DMG|4MLV|5LWND|6RPLT|78VULN|8BPWR|9RCR|aAART
143	25214 17834	   	213.56	DCR|3VULN|2DMG|2ASPD|1AAC	14aVULN|29FEWX|3MBVNT|5AAC|6RCR|7aASPD|8aDMG|aBPWR
144	32424 17834	   	213.56	DCR|3VULN|2DMG|2ASPD|1AAC	1MBVNT|23aVULN|3aBPWR|49FEWX|5AAC|6RCR|7aASPD|8aDMG
145	32724 17834	   	213.56	DCR|3VULN|2DMG|2ASPD|1AAC	1MBVNT|23aVULN|49FEWX|5AAC|6RCR|7aASPD|8aDMG|aBPWR
146	33826 46243	   	213.51	DCR|2VULN|2DMG|2ASPD|1AART	1MBVNT|28ASPD|38DMG|4LHND|5TLV|6RPLT|78VULN|8BPWR|9RCR|aAART
147	32311 14214	   	213.48	DCR|3VULN|1MDPS|2ASPD|1ZMB|1DUR	1MBVNT|247VULN|37ASPD|57LWND|6RCR|7BPWR|8DUR|9ZMB|aMDPS
148	33111 14214	   	213.48	DCR|3VULN|1MDPS|2ASPD|1ZMB|1DUR	1MBVNT|27ASPD|347VULN|57LWND|6RCR|7BPWR|8DUR|9ZMB|aMDPS
149	32212 67711	   	213.46	DCR|3VULN|2DMG|2ASPD|1AAC	1MBVNT|24aVULN|3RPLT|5ERES|6RCR|7aASPD|8AAC|9aDMG|aBPWR
150	32212 68811	   	213.46	DCR|3VULN|2DMG|2ASPD|1AAC	1MBVNT|24aVULN|3RPLT|5ERES|6RCR|7AAC|8aASPD|9aDMG|aBPWR
151	32311 17315	   	213.46	DCR|3VULN|2DMG|2ASPD	1MBVNT|248VULN|37ASPD|5LWND|6RCR|9aDMG
152	33111 17315	   	213.46	DCR|3VULN|2DMG|2ASPD	1MBVNT|27ASPD|348VULN|5LWND|6RCR|9aDMG
153	31333 58142	 * 	213.41	DCR|2VULN|2DMG|1MDPS|2ASPD|2CDMG	1MBVNT|2MDPS|3aCDMG|4aASPD|58DMG|6FEWX|7aVULN|9RCR|aBPWR
154	32318 17315	   	213.36	DCR|3VULN|2DMG|2ASPD	1MBVNT|248VULN|37ASPD|5LEGI|6RCR|9aDMG
