0	Index      	 *	Score 	Summary	Detail	
1	52616 21132	 * 	209.56	ACR|3VULN|2AART|1ASPD|1DMG|1CDMG	17AART|258VULN|3FEWX|4RCR|6CDMG|9DMG|aASPD
38	52531 13532	   	199.69	DCR|3VULN|2ASPD|1AART	1AART|27aVULN|3BELT|47LIT|57ERES|6RCR|7BPWR|89ASPD
39	52432 11232	 * 	199.38	DCR|2VULN|2AART|1MDPS|1DMG|1DUR	14AART|28VULN|3DUR|5LHND|6RPLT|7RCR|9DMG|aMDPS
40	52435 11232	   	199.38	DCR|2VULN|2AART|1MDPS|1DMG|1DUR	14AART|28VULN|3DUR|5BEXP|6RPLT|7RCR|9DMG|aMDPS
41	52633 11232	   	199.38	DCR|2VULN|2AART|1MDPS|1DMG|1DUR	14AART|28VULN|3FEWX|5DUR|6RPLT|7RCR|9DMG|aMDPS
42	52426 11232	   	199.25	DCR|2VULN|1AART|1ASPD|1DMG|2DUR	1AART|28VULN|3aDUR|4MLV|5ASPD|6RPLT|7RCR|9DMG
43	31133 47351	 * 	199.19	DCR|2VULN|2DMG|1AART|1ASPD	12BEXP|3aDMG|4AART|5MBVNT|67VULN|8ASPD|9RCR
44	52354 23122	   	198.88	DCR|3VULN|1AART|2CDMG|2DUR	1AART|278VULN|39RCVC|4LWND|57DUR|67CDMG|7BPWR|aRCR
45	52364 23122	   	198.88	DCR|3VULN|1AART|2CDMG|2DUR	1AART|278VULN|39RCVC|4LHND|57DUR|67CDMG|7BPWR|aRCR
46	52433 22153	   	198.81	DCR|2VULN|2AART|1ASPD|1ZMB|1DUR	14AART|2aVULN|3DUR|5RCVC|6LIT|7ASPD|8ZMB|9RCR
47	53453 23121	 * 	198.52	DCR|1SPLARM|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR	1AART|2AAC|3LEGI|4SPLARM|5DMG|6DUR|79VULN|8CDMG|aRCR
48	52531 13533	   	198.11	DCR|2VULN|2ASPD|1AART|1CDMG	1AART|27VULN|3BELT|47LIT|57ERES|6RCR|7BPWR|89ASPD|aCDMG
49	52632 11351	   	197.96	DCR|2VULN|2AART|1ASPD|1CDMG	14AART|2aVULN|3FEWX|5LHND|6RPLT|7RCR|8ASPD|9CDMG
50	52416 21132	   	197.81	ACR|3VULN|2AART|1ASPD|1CDMG|1DUR	17AART|258VULN|3DUR|4RCR|6CDMG|9MLV|aASPD
51	53256 31232	 * 	197.54	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1AAC	19AART|2AAC|3BELT|4DMG|5CDMG|6VULN|7RCR|8CGEN|aASPD
52	53256 31332	   	197.44	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1AAC	19AART|2AAC|3BELT|4DMG|5CDMG|6VULN|7RCR|8ERES|aASPD
53	53112 53312	   	197.06	DCR|3VULN|2AART|2CDMG|1AAC	14AART|2AAC|37CDMG|57ERES|678VULN|7BPWR|9FEWX|aRCR
54	53112 53322	   	197.06	DCR|3VULN|2AART|2CDMG|1AAC	14AART|2AAC|37CDMG|57ERES|678VULN|7BPWR|9LHND|aRCR
55	53112 53362	   	196.96	DCR|3VULN|2AART|2CDMG|1AAC	14AART|2AAC|37CDMG|57ERES|678VULN|7BPWR|9DUST|aRCR
56	52624 11313	 * 	196.13	DCR|2VULN|2AART|2ASPD	19AART|2aVULN|3aFEWX|4MLV|5CGEN|6RPLT|7RCR|8aASPD|aBPWR
57	31133 47354	 * 	195.82	DCR|2VULN|2ASPD|1AART|1DMG	12BEXP|3DMG|4AART|5MBVNT|67VULN|8aASPD|9RCR
58	52633 11316	 * 	195.28	DCR|3AART|2VULN|1ASPD|1DUR	149AART|2aVULN|3FEWX|5DUR|6RPLT|7RCR|8ASPD
59	52312 23353	   	195.14	DCR|2VULN|2CDMG|1AART|1DMG|1DUR	1AART|27VULN|3RCVC|4DUR|57LHND|67CDMG|7BPWR|8DMG|9LIT|aRCR
60	52432 23431	   	195.08	DCR|2VULN|2AART|2CDMG|2DUR	14AART|27VULN|38DUR|57LHND|67CDMG|7BPWR|9RCR|aFEWX
61	52432 23432	   	195.08	DCR|2VULN|2AART|2CDMG|2DUR	14AART|27VULN|38DUR|57aLHND|67CDMG|7BPWR|9RCR
62	52432 23433	   	194.98	DCR|2VULN|2AART|2CDMG|2DUR	14AART|27VULN|38DUR|57LHND|67CDMG|7BPWR|9RCR|aMSLREG
63	52116 11232	   	194.96	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1AART|28VULN|3ERES|4FEWX|5ASPD|6RPLT|7RCR|9DMG|aMDPS
64	52126 11232	   	194.96	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1AART|28VULN|3ERES|4BEXP|5ASPD|6RPLT|7RCR|9DMG|aMDPS
65	52216 11232	   	194.96	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1AART|28VULN|3TLV|4FEWX|5ASPD|6RPLT|7RCR|9DMG|aMDPS
66	52226 11232	   	194.96	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1AART|28VULN|3TLV|4BEXP|5ASPD|6RPLT|7RCR|9DMG|aMDPS
67	52312 23131	   	194.90	DCR|3VULN|1AART|2CDMG|1DUR	1AART|278VULN|3RCVC|4DUR|57LHND|67CDMG|7BPWR|9RCR|aFEWX
68	52312 23132	   	194.90	DCR|3VULN|1AART|2CDMG|1DUR	1AART|278VULN|3RCVC|4DUR|57aLHND|67CDMG|7BPWR|9RCR
69	52312 23134	   	194.90	DCR|3VULN|1AART|2CDMG|1DUR	1AART|278VULN|3RCVC|4DUR|57LHND|67CDMG|7BPWR|9RCR|aAME
70	52312 23136	   	194.90	DCR|3VULN|1AART|2CDMG|1DUR	1AART|278VULN|3RCVC|4DUR|57LHND|67CDMG|7BPWR|9RCR|aSPLJET
71	52136 11232	   	194.86	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1AART|28VULN|3ERES|4DUST|5ASPD|6RPLT|7RCR|9DMG|aMDPS
72	52236 11232	   	194.86	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1AART|28VULN|3TLV|4DUST|5ASPD|6RPLT|7RCR|9DMG|aMDPS
73	52312 23133	   	194.80	DCR|3VULN|1AART|2CDMG|1DUR	1AART|278VULN|3RCVC|4DUR|57LHND|67CDMG|7BPWR|9RCR|aMSLREG
74	52312 23135	   	194.80	DCR|3VULN|1AART|2CDMG|1DUR	1AART|278VULN|3RCVC|4DUR|57LHND|67CDMG|7BPWR|9RCR|aTLV
75	52426 11231	   	194.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1AART|28VULN|3DUR|4aMLV|5ASPD|6RPLT|7RCR|9DMG
76	52626 11232	   	194.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1AART|28VULN|3FEWX|4MLV|5ASPD|6RPLT|7RCR|9DMG|aDUR
77	52166 11231	   	193.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1AART|28VULN|3ERES|4DUR|5ASPD|6RPLT|7RCR|9DMG|aMLV
78	52166 11233	   	193.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1AART|28VULN|3ERES|4DUR|5ASPD|6RPLT|7RCR|9DMG|aCGEN
79	52266 11231	   	193.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1AART|28VULN|3TLV|4DUR|5ASPD|6RPLT|7RCR|9DMG|aMLV
80	52266 11233	   	193.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1AART|28VULN|3TLV|4DUR|5ASPD|6RPLT|7RCR|9DMG|aCGEN
81	52426 11233	   	193.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1AART|28VULN|3DUR|4MLV|5ASPD|6RPLT|7RCR|9DMG|aDUST
82	52432 23422	   	193.83	DCR|2VULN|2AART|2CDMG|2DUR	14AART|27VULN|38DUR|57LHND|67CDMG|7BPWR|9RCVC|aRCR
83	12615 23114	   	193.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1LWND|2DUST|3VULN|4LIT|5CDMG|6RCR|7AART|8ASPD|9DMG|aZMB
84	52312 23122	   	193.63	DCR|3VULN|1AART|2CDMG|1DUR	1AART|278VULN|39RCVC|4DUR|57LHND|67CDMG|7BPWR|aRCR
85	52166 11212	   	193.54	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB|1DUR	1AART|28VULN|3ERES|4DUR|5ASPD|6RPLT|7RCR|9ZMB|aMDPS
86	52266 11212	   	193.54	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB|1DUR	1AART|28VULN|3TLV|4DUR|5ASPD|6RPLT|7RCR|9ZMB|aMDPS
87	52312 11351	   	193.51	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1AART|2aVULN|3RCVC|4DUR|5LHND|6RPLT|7RCR|8ASPD|9CDMG
88	52315 11351	   	193.51	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1AART|2aVULN|3RCVC|4DUR|5BEXP|6RPLT|7RCR|8ASPD|9CDMG
89	52333 11351	   	193.51	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1AART|2aVULN|3RCVC|4BEXP|5DUR|6RPLT|7RCR|8ASPD|9CDMG
90	55213 12252	   	193.45	DCR|1SPLARM|2VULN|1AART|1DMG|2DUR	1AART|2RCVC|34DUR|5BELT|6SPLARM|7aVULN|8DMG|9RCR
91	31133 47764	   	193.38	DCR|2VULN|2DMG|1AART|1CDMG	12BEXP|38DMG|4AART|5MBVNT|67VULN|9CDMG|aRCR
92	52432 11234	   	193.36	DCR|2VULN|2AART|1DMG|1AAC|1DUR	14AART|28VULN|3DUR|5LHND|6RPLT|7RCR|9DMG|aAAC
93	52633 11234	   	193.36	DCR|2VULN|2AART|1DMG|1AAC|1DUR	14AART|28VULN|3FEWX|5DUR|6RPLT|7RCR|9DMG|aAAC
94	52312 42352	   	193.32	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1AART|26VULN|3RCVC|4DUR|5LHND|7DMG|8FEWX|9RCR|aASPD
95	52332 42252	   	193.32	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1AART|26VULN|3RCVC|4BEXP|5LHND|7DMG|8DUR|9RCR|aASPD
96	52433 62244	   	193.30	DCR|2AART|1VULN|1ASPD|1DMG|2DUR	14AART|2VULN|36DUR|5RCVC|7DMG|8MBVNT|9RCR|aASPD
97	52212 65212	   	193.16	DCR|2VULN|2AART|1ASPD|2DUR	15AART|26VULN|3TLV|4FEWX|7ASPD|8RCR|9aDUR
98	52222 65212	   	193.16	DCR|2VULN|2AART|1ASPD|2DUR	15AART|26VULN|3TLV|4BEXP|7ASPD|8RCR|9aDUR
99	52426 11332	   	193.09	DCR|2ASPD|1VULN|1AART|1DMG|2DUR	1AART|2VULN|3aDUR|4MLV|58ASPD|6RPLT|7RCR|9DMG
100	52432 23622	   	193.08	DCR|2VULN|2AART|2CDMG|2DUR	14AART|27VULN|39DUR|57LHND|67CDMG|7BPWR|8FEWX|aRCR
101	52232 65212	   	193.06	DCR|2VULN|2AART|1ASPD|2DUR	15AART|26VULN|3TLV|4DUST|7ASPD|8RCR|9aDUR
102	52312 23632	   	192.90	DCR|3VULN|1AART|2CDMG|1DUR	1AART|279VULN|3RCVC|4DUR|57LHND|67CDMG|7BPWR|8FEWX|aRCR
103	53363 23131	 * 	192.89	DCR|1SPLARM|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	1AART|2AAC|3MBVNT|4SPLARM|5DMG|6DUR|7VULN|8CDMG|9RCR|aASPD
104	52432 21152	   	192.88	DCR|2VULN|2AART|2CDMG|2DUR	14AART|28VULN|37DUR|5LHND|69CDMG|aRCR
105	52633 23152	   	192.88	DCR|2VULN|2AART|2CDMG|2DUR	14AART|28VULN|3FEWX|57DUR|69CDMG|aRCR
106	52434 12244	   	192.88	DCR|2AART|1VULN|1ASPD|1DMG|2DUR	14AART|2VULN|35DUR|6RCVC|7DMG|8MBVNT|9RCR|aASPD
107	53252 13433	 * 	192.78	DCR|2VULN|1MDPS|2DMG|1AART|2SPLREG|1AAC	1AART|2AAC|3BELT|4aDMG|5CGEN|6aVULN|7MDPS|8aSPLREG|9RCR|aBPWR
108	52166 11332	 * 	192.38	DCR|1MDPS|2ASPD|1VULN|1AART|1DMG|1DUR	1AART|2VULN|3ERES|4DUR|58ASPD|6RPLT|7RCR|9DMG|aMDPS
109	52266 11332	   	192.38	DCR|1MDPS|2ASPD|1VULN|1AART|1DMG|1DUR	1AART|2VULN|3TLV|4DUR|58ASPD|6RPLT|7RCR|9DMG|aMDPS
110	52416 21122	 * 	192.35	ACR|3VULN|2AART|1MDPS|1CDMG|2DUR	17AART|258VULN|39DUR|4RCR|6CDMG|aMDPS
111	51161 21351	   	192.22	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1AART|2RPLT|3FEWX|4aVULN|5ZMB|6MLV|7RCR|8ASPD|9CDMG
112	51361 21351	   	192.22	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1AART|2RPLT|3BEXP|4aVULN|5ZMB|6MLV|7RCR|8ASPD|9CDMG
113	51161 61331	   	192.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1AART|2RPLT|3FEWX|4aVULN|5ZMB|6ERES|7RCR|8ASPD|9CDMG
114	51361 61331	   	192.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1AART|2RPLT|3BEXP|4aVULN|5ZMB|6ERES|7RCR|8ASPD|9CDMG
115	31133 47358	   	191.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	12BEXP|3DMG|4AART|5MBVNT|67VULN|8ASPD|9RCR|aZMB
116	31133 47264	   	191.86	DCR|2VULN|2AART|1DMG|1CDMG	12BEXP|3DMG|48AART|5MBVNT|67VULN|9CDMG|aRCR
117	31343 47264	   	191.86	DCR|2VULN|2AART|1ASPD|1CDMG	12BEXP|38AART|4ASPD|5MBVNT|67VULN|9CDMG|aRCR
118	52341 61211	   	191.51	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1AART|2aVULN|3RCVC|4ASPD|5RPLT|6CDMG|7LHND|8RCR|9DUR
119	52633 22235	 * 	191.47	DCR|3AART|2VULN|1CDMG|1DUR	149AART|2aVULN|3FEWX|5DUR|6CDMG|7RCR|8AME
120	52633 22335	   	191.47	DCR|3AART|2VULN|1CDMG|1DUR	149AART|2aVULN|3FEWX|5DUR|6CDMG|7RCR|8CGEN
121	52341 62211	   	191.41	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1AART|2aVULN|3RCVC|4ASPD|5RPLT|6CDMG|7DUST|8RCR|9DUR
122	21633 22426	   	191.13	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	1FEWX|2BEXP|34AART|59DUR|6CDMG|7RCR|8DMG|aVULN
123	52633 22421	   	191.13	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	14AART|2VULN|3FEWX|59DUR|6CDMG|7RCR|8DMG|aMLV
124	52633 22422	   	191.13	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	14AART|2VULN|3FEWX|59DUR|6CDMG|7RCR|8DMG|aCGEN
125	52632 11232	   	191.08	DCR|2VULN|2AART|1MDPS|1DMG	14AART|28VULN|3FEWX|5LHND|6RPLT|7RCR|9DMG|aMDPS
126	52633 22423	   	191.03	DCR|2AART|1VULN|1DMG|1CDMG|2DUR|1MSE	14AART|2VULN|3FEWX|59DUR|6CDMG|7RCR|8DMG|aMSE
127	52331 65212	   	190.83	DCR|2VULN|1AART|1ASPD|2DUR|1ZMB	1AART|26VULN|3RCVC|4BEXP|5ZMB|7ASPD|8RCR|9aDUR
128	52633 22412	 * 	190.52	DCR|2AART|1MDPS|1VULN|1DMG|1CDMG|1DUR	14AART|2VULN|3FEWX|5DUR|6CDMG|7RCR|8DMG|9LHND|aMDPS
129	52633 22632	   	190.52	DCR|2AART|1MDPS|1VULN|1DMG|1CDMG|1DUR	14AART|2VULN|3FEWX|5DUR|6CDMG|7RCR|8BEXP|9DMG|aMDPS
130	52633 25132	   	190.44	DCR|2VULN|2AART|1CDMG|1ZMB|1DUR	14AART|29VULN|3FEWX|5DUR|6CDMG|7ZMB|8ERES|aRCR
131	52432 22631	   	190.12	DCR|2AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	14AART|2VULN|3DUR|5LHND|6CDMG|7ZMB|8CANSTR|9ASPD|aRCR
132	52166 11131	   	190.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1AART|2aVULN|3ERES|4DUR|5ASPD|6RPLT|7RCR|8AME|9CDMG
133	52433 12244	   	190.03	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	14AART|2VULN|3DUR|56RCVC|7DMG|8MBVNT|9RCR|aASPD
134	52432 11231	   	190.02	DCR|2VULN|2AART|1DMG|1DUR	14AART|28VULN|3DUR|5LHND|6RPLT|7RCR|9DMG|aMLV
135	52432 11233	   	190.02	DCR|2VULN|2AART|1DMG|1DUR	14AART|28VULN|3DUR|5LHND|6RPLT|7RCR|9DMG|aCGEN
136	52432 11235	   	190.02	DCR|2VULN|2AART|1DMG|1DUR	14AART|28VULN|3DUR|5LHND|6RPLT|7RCR|9DMG|aFEWX
137	52432 11241	   	190.02	DCR|2VULN|2AART|1DMG|1DUR	14AART|28VULN|3DUR|5LHND|6RPLT|7RCR|9LWND|aDMG
138	52432 11242	   	190.02	DCR|2VULN|2AART|1ASPD|1DUR	14AART|28VULN|3DUR|5LHND|6RPLT|7RCR|9LWND|aASPD
139	52432 11335	   	190.02	DCR|2VULN|2AART|1ASPD|1DUR	14AART|2aVULN|3DUR|5LHND|6RPLT|7RCR|8ASPD|9MLV
140	52435 11231	   	190.02	DCR|2VULN|2AART|1DMG|1DUR	14AART|28VULN|3DUR|5BEXP|6RPLT|7RCR|9DMG|aMLV
141	52435 11233	   	190.02	DCR|2VULN|2AART|1DMG|1DUR	14AART|28VULN|3DUR|5BEXP|6RPLT|7RCR|9DMG|aCGEN
142	52633 11231	   	190.02	DCR|2VULN|2AART|1DMG|1DUR	14AART|28VULN|3FEWX|5DUR|6RPLT|7RCR|9DMG|aMLV
143	52633 11233	   	190.02	DCR|2VULN|2AART|1DMG|1DUR	14AART|28VULN|3FEWX|5DUR|6RPLT|7RCR|9DMG|aCGEN
144	52633 11235	   	190.02	DCR|2VULN|2AART|1DMG|1DUR	14AART|28VULN|3aFEWX|5DUR|6RPLT|7RCR|9DMG
145	52633 11236	   	190.02	DCR|2VULN|2AART|1DMG|1DUR	14AART|28VULN|3FEWX|5DUR|6RPLT|7RCR|9DMG|aRMIN
146	52633 11241	   	190.02	DCR|2VULN|2AART|1DMG|1DUR	14AART|28VULN|3FEWX|5DUR|6RPLT|7RCR|9LWND|aDMG
147	52633 11242	   	190.02	DCR|2VULN|2AART|1ASPD|1DUR	14AART|28VULN|3FEWX|5DUR|6RPLT|7RCR|9LWND|aASPD
148	52633 11335	   	190.02	DCR|2VULN|2AART|1ASPD|1DUR	14AART|2aVULN|3FEWX|5DUR|6RPLT|7RCR|8ASPD|9MLV
149	31632 13352	   	190.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	12BEXP|34VULN|5DMG|6DUR|7LWND|8AART|9RCR|aASPD
150	52426 12221	   	190.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1AART|28VULN|3DUR|4MLV|5ASPD|6RPLT|7LHND|9RCR|aDMG
151	52426 12222	 * 	190.01	DCR|2VULN|1AART|1ASPD|1NUKE|1DUR	1AART|28VULN|3DUR|4MLV|5ASPD|6RPLT|7LHND|9RCR|aNUKE
152	52426 13221	   	190.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1AART|28VULN|3DUR|4MLV|5ASPD|6RPLT|7FEWX|9RCR|aDMG
153	52426 13222	   	190.01	DCR|2VULN|1AART|1ASPD|1NUKE|1DUR	1AART|28VULN|3DUR|4MLV|5ASPD|6RPLT|7FEWX|9RCR|aNUKE
154	31343 47364	   	190.01	DCR|2VULN|2ASPD|1AART|1CDMG	12BEXP|3AART|48ASPD|5MBVNT|67VULN|9CDMG|aRCR
155	52212 65223	   	189.95	DCR|2VULN|2AART|1ASPD|1ZMB	15AART|26VULN|3TLV|4FEWX|7ASPD|8RCR|9CGEN|aZMB
156	52432 11236	   	189.92	DCR|2VULN|2AART|1DMG|1DUR	14AART|28VULN|3DUR|5LHND|6RPLT|7RCR|9DMG|aERES
157	52432 11325	   	189.92	DCR|2VULN|2AART|1ASPD|1DUR	14AART|2aVULN|3DUR|5LHND|6RPLT|7RCR|8ASPD|9ERES
158	52633 11325	   	189.92	DCR|2VULN|2AART|1ASPD|1DUR	14AART|2aVULN|3FEWX|5DUR|6RPLT|7RCR|8ASPD|9ERES
159	31133 47357	   	189.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	12BEXP|3DMG|4AART|5MBVNT|67VULN|8ASPD|9RCR|aDUR
160	52116 14221	   	189.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1AART|28VULN|3ERES|4FEWX|5ASPD|6RPLT|7DUR|9RCR|aDMG
161	52116 14222	   	189.91	DCR|2VULN|1AART|1ASPD|1NUKE|1DUR	1AART|28VULN|3ERES|4FEWX|5ASPD|6RPLT|7DUR|9RCR|aNUKE
162	52126 14221	   	189.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1AART|28VULN|3ERES|4BEXP|5ASPD|6RPLT|7DUR|9RCR|aDMG
