0	Index      	 *	Score 	Summary	Detail	
1	51351 31361	 * 	213.01	ACR|3DMG|2VULN|1AART|1CDMG|1ASPD|1DUR	1RCR|2ASPD|358DMG|4CDMG|6aVULN|7AART|9DUR
19	56153 31331	   	199.14	ACR|3VULN|2DMG|1AART|1CDMG	1RCR|236VULN|3BPWR|4CDMG|5FEWX|7AART|8aDMG|9BEXP
20	51331 31361	   	199.12	ACR|3DMG|2VULN|1AART|1ASPD|1DUR|1SELL	1RCR|2ASPD|358DMG|4SELL|6aVULN|7AART|9DUR
21	15625 22114	   	197.66	ACR|3VULN|2DMG|1AART|1DUR|1ASPD	189VULN|2RCR|3DUR|49DMG|5MBVNT|6AART|79FEWX|9BPWR|aASPD
22	15625 23114	   	197.66	ACR|3VULN|2DMG|1AART|1DUR|1ASPD	189VULN|2RCR|3DUR|49DMG|5MBVNT|6AART|79BEXP|9BPWR|aASPD
23	51351 31216	   	197.36	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD|1DUR	1RCR|2ASPD|35DMG|4CDMG|69VULN|7AART|8LIT|aDUR
24	15625 24314	   	196.87	ACR|2VULN|2DMG|1AART|2ZMB|1DUR|1ASPD	19VULN|2RCR|3DUR|49DMG|5MBVNT|6AART|7RMIN|89ZMB|9BPWR|aASPD
25	15153 31224	   	196.74	ACR|3VULN|2DMG|1AART|1CDMG	136VULN|2RCR|3BPWR|4CDMG|5FEWX|7AART|8LIT|9aDMG
26	15153 31314	   	196.74	ACR|3VULN|2DMG|1AART|1CDMG	136VULN|2RCR|3BPWR|4CDMG|5FEWX|7AART|8aDMG|9LIT
27	15153 31331	   	196.74	ACR|3VULN|2DMG|1AART|1CDMG	136VULN|2RCR|3BPWR|4CDMG|5FEWX|7AART|8aDMG|9BEXP
28	15153 31361	   	196.74	ACR|3VULN|2DMG|1AART|1CDMG	136VULN|2RCR|3BPWR|4CDMG|5FEWX|7AART|8aDMG|9LHND
29	51351 31215	 * 	196.73	ACR|2VULN|2DMG|1AART|2CDMG|1ASPD	1RCR|2ASPD|35DMG|4aCDMG|69VULN|7AART|8LIT
30	56621 21222	   	195.92	ACR|3VULN|2DMG|1AART|2DUR	1RCR|268VULN|39DUR|47DMG|5DMSP|aAART
31	56153 31222	   	195.65	ACR|4VULN|1AART|1DMG|1CDMG	1RCR|236aVULN|3BPWR|4CDMG|5FEWX|7AART|8LIT|9DMG
32	56153 31312	   	195.65	ACR|4VULN|1AART|1DMG|1CDMG	1RCR|236aVULN|3BPWR|4CDMG|5FEWX|7AART|8DMG|9LIT
33	51351 31363	   	195.43	ACR|3DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1RCR|2ASPD|358DMG|4CDMG|6VULN|7AART|9DUR|aLHND
34	51351 31421	   	195.43	ACR|3DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1RCR|2ASPD|35aDMG|4CDMG|6VULN|7AART|8DUR|9MLV
35	51351 31431	   	195.43	ACR|3DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1RCR|2ASPD|35aDMG|4CDMG|6VULN|7AART|8DUR|9CGEN
36	15524 21232	   	195.39	ACR|4VULN|2DMG|1AART	1568VULN|2RCR|39LWND|47DMG|aAART
37	51351 31362	   	195.33	ACR|3DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1RCR|2ASPD|358DMG|4CDMG|6VULN|7AART|9DUR|aBASICY
38	51331 31366	   	195.18	ACR|3DMG|1AART|1VULN|1CDMG|1ASPD|1DUR|1SELL	1RCR|2ASPD|358DMG|4SELL|6VULN|7AART|9DUR|aCDMG
39	56521 21111	   	195.18	ACR|3VULN|1AART|1DMG|1CDMG|2DUR	1RCR|289VULN|39LWND|4DMG|5AART|6FEWX|79DUR|9BPWR|aCDMG
40	15624 21231	 * 	194.68	ACR|4VULN|3DMG|1DUR	1568VULN|2RCR|3DUR|47aDMG|9SNIHEL
41	56623 22111	   	194.58	ACR|3VULN|1AART|1DMG|1CDMG|2DUR	1RCR|289VULN|39DUR|4DMG|5BEXP|6AART|79FEWX|9BPWR|aCDMG
42	15623 21431	   	193.92	ACR|2VULN|2DMG|1AART|1CDMG|2DUR	19VULN|2RCR|37DUR|4aDMG|5BEXP|6AART|8CDMG
43	15621 21222	   	193.52	ACR|3VULN|2DMG|1AART|2DUR	168VULN|2RCR|39DUR|47DMG|5DMSP|aAART
44	15153 31222	   	193.25	ACR|4VULN|1AART|1DMG|1CDMG	136aVULN|2RCR|3BPWR|4CDMG|5FEWX|7AART|8LIT|9DMG
45	15153 31312	   	193.25	ACR|4VULN|1AART|1DMG|1CDMG	136aVULN|2RCR|3BPWR|4CDMG|5FEWX|7AART|8DMG|9LIT
46	15155 31222	   	193.25	ACR|4VULN|1AART|1DMG|1CDMG	136aVULN|2RCR|3BPWR|4CDMG|5BEXP|7AART|8LIT|9DMG
47	15155 31312	   	193.25	ACR|4VULN|1AART|1DMG|1CDMG	136aVULN|2RCR|3BPWR|4CDMG|5BEXP|7AART|8DMG|9LIT
48	15521 21116	   	193.23	ACR|4VULN|1AART|1DMG|2DUR	189aVULN|2RCR|39LWND|4DMG|5AART|6FEWX|79DUR|9BPWR
49	15153 31421	   	193.03	ACR|3VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	136VULN|2RCR|3BPWR|4CDMG|5FEWX|7AART|8DUR|9ASPD|aDMG
50	15521 21111	   	192.78	ACR|3VULN|1AART|1DMG|1CDMG|2DUR	189VULN|2RCR|39LWND|4DMG|5AART|6FEWX|79DUR|9BPWR|aCDMG
51	15623 22116	   	192.63	ACR|4VULN|1AART|1DMG|2DUR	189aVULN|2RCR|39DUR|4DMG|5BEXP|6AART|79FEWX|9BPWR
52	51331 31365	   	192.54	ACR|3DMG|1AART|1VULN|1ZMB|1ASPD|1DUR|1SELL	1RCR|2ASPD|358DMG|4SELL|6VULN|7AART|9DUR|aZMB
53	51341 32114	   	192.53	ACR|4VULN|2DMG|1ZMB|1ASPD	1RCR|2ASPD|35DMG|4BEXP|6789VULN|aZMB
54	15623 22111	   	192.18	ACR|3VULN|1AART|1DMG|1CDMG|2DUR	189VULN|2RCR|39DUR|4DMG|5BEXP|6AART|79FEWX|9BPWR|aCDMG
55	51331 31311	   	192.18	ACR|3DMG|2VULN|1AART|1ASPD|1SELL	1RCR|2ASPD|358DMG|4SELL|6aVULN|7AART|9BEXP
56	51331 31331	   	192.18	ACR|3DMG|2VULN|1AART|1ASPD|1SELL	1RCR|2ASPD|358DMG|4SELL|6aVULN|7AART|9FEWX
57	51331 31341	   	192.18	ACR|3DMG|2VULN|1AART|1ASPD|1SELL	1RCR|2ASPD|358DMG|4SELL|6aVULN|7AART|9LWND
58	51331 31321	   	192.08	ACR|3DMG|2VULN|1AART|1ASPD|1SELL	1RCR|2ASPD|358DMG|4SELL|6aVULN|7AART|9DUST
59	51341 32122	   	192.08	ACR|3VULN|2DMG|1CDMG|1ZMB|1ASPD	1RCR|2ASPD|35DMG|4BEXP|678VULN|9ZMB|aCDMG
60	56521 21131	   	191.62	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1RCR|28VULN|3LWND|49DMG|5AART|6FEWX|7DUR|aCDMG
61	15521 21136	   	191.23	ACR|3VULN|2DMG|1AART|1DUR	18aVULN|2RCR|3LWND|49DMG|5AART|6FEWX|7DUR
62	51351 31411	   	190.78	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1RCR|2ASPD|35DMG|4CDMG|6VULN|7AART|8DUR|9FEWX|aZMB
63	15625 22113	   	190.73	ACR|3VULN|2DMG|1AART|1DUR	189VULN|2RCR|3DUR|49DMG|5MBVNT|6AART|79FEWX|9BPWR|aLIT
64	15625 23113	   	190.73	ACR|3VULN|2DMG|1AART|1DUR	189VULN|2RCR|3DUR|49DMG|5MBVNT|6AART|79BEXP|9BPWR|aLIT
65	15521 21412	   	190.63	ACR|2VULN|2DMG|1AART|2ZMB|1DUR	1aVULN|2RCR|3LWND|4aDMG|5AART|6FEWX|7DUR|8aZMB|9RPLT|aBPWR
66	56225 21113	 * 	190.53	ACR|3VULN|3DMG|1AART|2DUR|1MSE	1RCR|289VULN|3MSE|49aDMG|5MBVNT|6AART|79DUR|9BPWR
67	15153 31351	 * 	190.50	ACR|3VULN|2AART|1DMG|1CDMG	136VULN|2RCR|3BPWR|4CDMG|5FEWX|79AART|8DMG|aERES
68	15153 31353	   	190.50	ACR|3VULN|2AART|1DMG|1CDMG	136VULN|2RCR|3BPWR|4CDMG|5FEWX|79AART|8DMG|aNUKE
69	51351 31211	   	190.42	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1RCR|2ASPD|35DMG|4CDMG|69VULN|7AART|8LIT|aLWND
70	51351 31212	   	190.42	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1RCR|2ASPD|35DMG|4CDMG|69VULN|7AART|8aLIT
71	56131 21111	 * 	190.41	ACR|5VULN|1DMG|1CDMG|1ASPD	1RCR|23689VULN|3BPWR|4BEXP|5ASPD|7DMG|aCDMG
72	15651 12212	 * 	190.38	ACR|3VULN|2AART|2CDMG|2DUR	19aVULN|2RCR|39DUR|4TLV|57AART|6LIT|89CDMG|9BPWR
73	51351 31213	   	190.32	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1RCR|2ASPD|35DMG|4CDMG|69VULN|7AART|8LIT|aERES
74	51351 31222	   	190.32	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1RCR|2ASPD|35DMG|4CDMG|6aVULN|7AART|8LIT|9NUKE
75	51351 31232	   	190.32	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1RCR|2ASPD|35DMG|4CDMG|6aVULN|7AART|8LIT|9TLV
76	51331 31215	   	190.18	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD|1SELL	1RCR|2ASPD|35DMG|4SELL|69VULN|7AART|8LIT|aCDMG
77	15624 21311	   	190.13	ACR|4VULN|2DMG|1ZMB|1DUR	1569VULN|2RCR|3DUR|47DMG|8ZMB|aCGEN
78	15624 21312	   	190.13	ACR|4VULN|2DMG|1ZMB|1DUR	1569VULN|2RCR|3DUR|47DMG|8ZMB|aRCVC
79	15624 21313	   	190.13	ACR|4VULN|2DMG|1ZMB|1DUR	1569VULN|2RCR|3DUR|47DMG|8ZMB|aLWND
80	15622 32611	   	190.09	ACR|3VULN|3DMG|3DUR	189VULN|2RCR|389DUR|468DMG|5RMIN|7BELT|89BPWR|aCGEN
81	15622 32613	   	190.09	ACR|3VULN|3DMG|3DUR	189VULN|2RCR|389DUR|468DMG|5RMIN|7BELT|89BPWR|aLWND
82	15625 24313	   	189.93	ACR|2VULN|2DMG|1AART|2ZMB|1DUR	19VULN|2RCR|3DUR|49DMG|5MBVNT|6AART|7RMIN|89ZMB|9BPWR|aLIT
83	15135 31326	   	189.91	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	136VULN|2RCR|3BPWR|4BEXP|5SELL|7AART|8DMG|9CDMG|aZMB
84	51351 34212	   	189.82	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1RCR|2ASPD|35DMG|4CDMG|6aVULN|7CGEN|8AART|9LIT
85	51352 12142	   	189.69	ACR|3DMG|3CDMG|1VULN|2ASPD|1DUR	1RCR|28ASPD|368DMG|468CDMG|5RMIN|68BPWR|7BELT|9DUR|aVULN
86	15621 21315	   	189.68	ACR|3VULN|2DMG|1CDMG|1ZMB|1DUR	169VULN|2RCR|3DUR|47DMG|5DMSP|8ZMB|aCDMG
87	52314 32612	   	189.59	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2BASICY|367VULN|4DMSP|5AART|8DMG|9ASPD|aCDMG
88	15521 21131	   	189.22	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	18VULN|2RCR|3LWND|49DMG|5AART|6FEWX|7DUR|aCDMG
89	51355 32331	   	188.98	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1RCR|2ASPD|3DMG|4CDMG|5BEXP|67VULN|8DUR|9ZMB|aAART
90	51345 32331	   	188.98	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1RCR|2ASPD|3DMG|4BEXP|5CDMG|67VULN|8DUR|9ZMB|aAART
91	51325 32231	   	188.88	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1RCR|2ASPD|3DMG|4DUST|5CDMG|67VULN|8DUR|9ZMB|aAART
92	51351 36131	   	188.88	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1RCR|2ASPD|35DMG|4CDMG|6VULN|7DUR|8DUST|9ZMB|aAART
93	15521 11243	   	188.80	ACR|2VULN|2DMG|1AART|2CDMG	19VULN|2RCR|39LWND|4aDMG|5AART|6LIT|7DMSP|89CDMG|9BPWR
94	15521 13243	   	188.80	ACR|2VULN|2DMG|1AART|2CDMG	19VULN|2RCR|39LWND|4aDMG|5AART|6LIT|79CDMG|8DMSP|9BPWR
95	51351 36311	   	188.65	ACR|2VULN|2DMG|1CDMG|2DUR|1ZMB|1ASPD	1RCR|2ASPD|35DMG|4CDMG|6aVULN|78DUR|9ZMB
96	15623 23431	   	188.62	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	19VULN|2RCR|3DUR|4aDMG|57BEXP|6AART|8CDMG
97	56131 21122	   	188.59	ACR|4VULN|1DMG|1CDMG|1ZMB|1ASPD	1RCR|2368VULN|3BPWR|4BEXP|5ASPD|7DMG|9ZMB|aCDMG
98	56225 21111	   	188.52	ACR|3VULN|2DMG|1AART|1CDMG|2DUR|1MSE	1RCR|289VULN|3MSE|49DMG|5MBVNT|6AART|79DUR|9BPWR|aCDMG
99	15625 22131	   	188.52	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	18VULN|2RCR|3DUR|49DMG|5MBVNT|6AART|7FEWX|aCDMG
100	15625 23131	   	188.52	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	18VULN|2RCR|3DUR|49DMG|5MBVNT|6AART|7BEXP|aCDMG
101	51351 31313	   	188.49	ACR|3DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2ASPD|358DMG|4CDMG|6VULN|7AART|9BEXP|aLHND
102	51351 31333	   	188.49	ACR|3DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2ASPD|358DMG|4CDMG|6VULN|7AART|9FEWX|aLHND
103	51351 31343	   	188.49	ACR|3DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2ASPD|358DMG|4CDMG|6VULN|7AART|9LWND|aLHND
104	51351 31353	   	188.49	ACR|3DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2ASPD|358DMG|4CDMG|6VULN|7AART|9CGEN|aFEWX
105	51351 61311	   	188.49	ACR|3DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2ASPD|358DMG|4CDMG|6LHND|7AART|9BEXP|aVULN
106	51351 61331	   	188.49	ACR|3DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2ASPD|358DMG|4CDMG|6LHND|7AART|9FEWX|aVULN
107	56112 13531	   	188.49	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1RCR|239VULN|3BPWR|4CGEN|5CDMG|6LWND|7AART|8DUR|aDMG
108	51341 32112	   	188.46	ACR|4VULN|2DMG|1ASPD|1DUR	1RCR|2ASPD|35DMG|4BEXP|6789VULN|aDUR
109	51351 31312	   	188.39	ACR|3DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2ASPD|358DMG|4CDMG|6VULN|7AART|9BEXP|aBASICY
110	51351 31314	   	188.39	ACR|3DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2ASPD|358DMG|4CDMG|6VULN|7AART|9BEXP|aERES
111	51351 31323	   	188.39	ACR|3DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2ASPD|358DMG|4CDMG|6VULN|7AART|9DUST|aLHND
112	51351 31332	   	188.39	ACR|3DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2ASPD|358DMG|4CDMG|6VULN|7AART|9FEWX|aBASICY
113	51351 31334	   	188.39	ACR|3DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2ASPD|358DMG|4CDMG|6VULN|7AART|9FEWX|aERES
114	51351 31342	   	188.39	ACR|3DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2ASPD|358DMG|4CDMG|6VULN|7AART|9LWND|aBASICY
115	51351 31351	   	188.39	ACR|3DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2ASPD|358DMG|4CDMG|6VULN|7AART|9CGEN|aDUST
116	51351 61321	   	188.39	ACR|3DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2ASPD|358DMG|4CDMG|6LHND|7AART|9DUST|aVULN
117	56522 13311	   	188.37	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1RCR|2aVULN|3LWND|48DMG|5RPLT|6AART|7DUR|9ZMB
118	51351 31322	   	188.29	ACR|3DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2ASPD|358DMG|4CDMG|6VULN|7AART|9DUST|aBASICY
119	51351 31324	   	188.29	ACR|3DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2ASPD|358DMG|4CDMG|6VULN|7AART|9DUST|aERES
120	51322 31384	 * 	188.29	ACR|3DMG|1AART|2CDMG|2ASPD|1DUR	1RCR|2aASPD|36aDMG|4DUST|5MBVNT|7AART|8DUR|9aCDMG|aBPWR
121	51351 31316	   	188.24	ACR|3DMG|1AART|1VULN|1CDMG|1ASPD|1SELL	1RCR|2ASPD|358DMG|4CDMG|6VULN|7AART|9BEXP|aSELL
122	51351 31336	   	188.24	ACR|3DMG|1AART|1VULN|1CDMG|1ASPD|1SELL	1RCR|2ASPD|358DMG|4CDMG|6VULN|7AART|9FEWX|aSELL
123	51331 31316	   	188.24	ACR|3DMG|1AART|1VULN|1CDMG|1ASPD|1SELL	1RCR|2ASPD|358DMG|4SELL|6VULN|7AART|9BEXP|aCDMG
124	51331 31336	   	188.24	ACR|3DMG|1AART|1VULN|1CDMG|1ASPD|1SELL	1RCR|2ASPD|358DMG|4SELL|6VULN|7AART|9FEWX|aCDMG
125	51331 31346	   	188.24	ACR|3DMG|1AART|1VULN|1CDMG|1ASPD|1SELL	1RCR|2ASPD|358DMG|4SELL|6VULN|7AART|9LWND|aCDMG
126	15621 21116	   	188.23	ACR|3DMG|2VULN|1AART|1DUR	16VULN|2RCR|3DUR|478DMG|5DMSP|9RMIN|aAART
127	51351 31326	   	188.14	ACR|3DMG|1AART|1VULN|1CDMG|1ASPD|1SELL	1RCR|2ASPD|358DMG|4CDMG|6VULN|7AART|9DUST|aSELL
128	51331 31326	   	188.14	ACR|3DMG|1AART|1VULN|1CDMG|1ASPD|1SELL	1RCR|2ASPD|358DMG|4SELL|6VULN|7AART|9DUST|aCDMG
129	56112 13222	 * 	188.14	ACR|4VULN|3CDMG|1AART	1RCR|238aVULN|38BPWR|4CGEN|589CDMG|68LWND|7AART
130	56112 63222	   	188.14	ACR|4VULN|3CDMG|1AART	1RCR|238aVULN|38BPWR|4CGEN|589CDMG|68LHND|7AART
131	15225 21113	 * 	188.13	ACR|3VULN|3DMG|1AART|2DUR|1MSE	189VULN|2RCR|3MSE|49aDMG|5MBVNT|6AART|79DUR|9BPWR
132	56112 13213	   	188.06	ACR|3VULN|1AART|1DMG|2CDMG	1RCR|238VULN|38BPWR|4CGEN|58CDMG|68LWND|7AART|9LIT|aDMG
133	56112 13231	   	188.06	ACR|3VULN|1AART|1DMG|2CDMG	1RCR|238VULN|38BPWR|4CGEN|58CDMG|68LWND|7AART|9BEXP|aDMG
134	56112 13241	   	188.06	ACR|3VULN|1AART|1DMG|2CDMG	1RCR|238VULN|38BPWR|4CGEN|58CDMG|68LWND|7AART|9FEWX|aDMG
135	56112 63231	   	188.06	ACR|3VULN|1AART|1DMG|2CDMG	1RCR|238VULN|38BPWR|4CGEN|58CDMG|68LHND|7AART|9BEXP|aDMG
136	51334 12122	 * 	188.03	ACR|3DMG|3ZMB|1AART|2ASPD|1SELL	1RCR|28ASPD|368DMG|4SELL|568ZMB|68BPWR|7BELT|9LIT|aAART
137	15131 21111	   	188.01	ACR|5VULN|1DMG|1CDMG|1ASPD	13689VULN|2RCR|3BPWR|4BEXP|5ASPD|7DMG|aCDMG
138	51351 36231	   	187.91	ACR|3VULN|2DMG|1CDMG|1DUR|1ASPD	1RCR|2ASPD|35DMG|4CDMG|69aVULN|7DUR|8TLV
139	51351 34231	   	187.89	ACR|3DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2ASPD|35aDMG|4CDMG|6VULN|7CGEN|8AART|9LHND
140	51351 34221	   	187.79	ACR|3DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2ASPD|35aDMG|4CDMG|6VULN|7CGEN|8AART|9MBVNT
141	56153 31321	   	187.76	ACR|3VULN|1AART|1DMG|2CDMG	1RCR|236VULN|3BPWR|49CDMG|5FEWX|7AART|8DMG|aERES
142	56153 31323	   	187.76	ACR|3VULN|1AART|1DMG|2CDMG	1RCR|236VULN|3BPWR|49CDMG|5FEWX|7AART|8DMG|aNUKE
143	56112 23242	 * 	187.69	ACR|3VULN|3CDMG|1AART|2ZMB	1RCR|23aVULN|3aBPWR|46CGEN|57aCDMG|8aZMB|9AART
144	15154 21111	 * 	187.39	ACR|5VULN|1DMG|2CDMG	13689VULN|2RCR|3BPWR|4aCDMG|5RPLT|7DMG
145	52314 32623	   	187.39	ACR|3VULN|2AART|1DMG|1ASPD	1RCR|2BASICY|367VULN|4DMSP|59AART|8DMG|aASPD
146	15153 31423	   	187.07	ACR|4VULN|1AART|1CDMG|1DUR|1ASPD	136aVULN|2RCR|3BPWR|4CDMG|5FEWX|7AART|8DUR|9ASPD
147	15521 11242	   	186.86	ACR|3VULN|1AART|1DMG|2CDMG	19aVULN|2RCR|39LWND|4DMG|5AART|6LIT|7DMSP|89CDMG|9BPWR
148	15521 13242	   	186.86	ACR|3VULN|1AART|1DMG|2CDMG	19aVULN|2RCR|39LWND|4DMG|5AART|6LIT|79CDMG|8DMSP|9BPWR
149	15225 21117	   	186.57	ACR|4VULN|2DMG|1AART|2DUR|1MSE	189aVULN|2RCR|3MSE|49DMG|5MBVNT|6AART|79DUR|9BPWR
150	56623 22132	   	186.44	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1RCR|28aVULN|3DUR|4DMG|5BEXP|6AART|7FEWX|9ZMB
151	15131 21122	   	186.19	ACR|4VULN|1DMG|1CDMG|1ZMB|1ASPD	1368VULN|2RCR|3BPWR|4BEXP|5ASPD|7DMG|9ZMB|aCDMG
152	15622 32621	   	186.17	ACR|3VULN|3DMG|2DUR	18aVULN|2RCR|38DUR|468DMG|5RMIN|7BELT|8BPWR|9LHND
153	15622 32631	   	186.17	ACR|3VULN|3DMG|2DUR	18aVULN|2RCR|38DUR|468DMG|5RMIN|7BELT|8BPWR|9BEXP
154	15225 21111	   	186.12	ACR|3VULN|2DMG|1AART|1CDMG|2DUR|1MSE	189VULN|2RCR|3MSE|49DMG|5MBVNT|6AART|79DUR|9BPWR|aCDMG
155	15153 31335	   	186.09	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	136VULN|2RCR|3BPWR|4CDMG|5FEWX|7AART|8DMG|9BEXP|aASPD
156	15112 13531	   	186.09	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	139VULN|2RCR|3BPWR|4CGEN|5CDMG|6LWND|7AART|8DUR|aDMG
157	15112 63531	   	186.09	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	139VULN|2RCR|3BPWR|4CGEN|5CDMG|6LHND|7AART|8DUR|aDMG
158	15522 13311	   	185.97	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1aVULN|2RCR|3LWND|48DMG|5RPLT|6AART|7DUR|9ZMB
159	15622 62132	   	185.94	ACR|4VULN|1AART|1DMG|1DUR	179aVULN|2RCR|3DUR|4DMG|5RMIN|6LIT|8AART
160	15112 13222	   	185.74	ACR|4VULN|3CDMG|1AART	138aVULN|2RCR|38BPWR|4CGEN|589CDMG|68LWND|7AART
161	15112 63222	   	185.74	ACR|4VULN|3CDMG|1AART	138aVULN|2RCR|38BPWR|4CGEN|589CDMG|68LHND|7AART
162	15336 42714	   	185.70	ACR|2VULN|2DMG|1AART|2CDMG	19VULN|2RCR|3RPLT|4LHND|5MBVNT|69CDMG|79DMG|8BELT|9BPWR|aAART
