0	Index      	 *	Score 	Summary	Detail	
1	31133 13245	 * 	201.52	DCR|3VULN|3ZMB|1AART|1DMG|1CDMG	18aZMB|2CDMG|38aVULN|4FEWX|5DMG|68aBEXP|7RCR|8aBPWR|9AART
25	13351 36412	   	192.63	ACR|3DMG|2VULN|1AART|1DUR	1RCR|2aLHND|36aDMG|4LWND|5DUR|7AART|8aVULN|9RMIN|aBPWR
26	11211 64331	   	192.60	ACR|3VULN|3CDMG|1AART|1DMG	1RCR|2ERES|357CDMG|468VULN|9AART|aDMG
27	12211 64331	   	192.60	ACR|3VULN|3CDMG|1AART|1DMG	1RCR|2TLV|357CDMG|468VULN|9AART|aDMG
28	16213 32524	 * 	192.49	ACR|3VULN|3DMG|1CDMG	1RCR|2aMLV|3CDMG|49aVULN|58aDMG|6RCVC|7RMIN|aBPWR
29	11213 32524	   	192.29	ACR|3VULN|3DMG|1CDMG	1RCR|2aERES|3CDMG|49aVULN|58aDMG|6RCVC|7RMIN|aBPWR
30	14223 56223	 * 	192.04	ACR|4VULN|2DMG|1FLTHEA	1RCR|2RCVC|3689VULN|4LEGI|58LHND|78DMG|8BPWR|aFLTHEA
31	13351 33312	   	192.03	ACR|3DMG|2VULN|1AART|1DUR	1RCR|2aLHND|36aDMG|4LWND|5DUR|7aVULN|8AART|9RMIN|aBPWR
32	14253 42232	   	191.71	ACR|2VULN|2DMG|1AART|2DUR|1ASPD	1RCR|2RCVC|37VULN|4CGEN|57DMG|67DUR|7BPWR|8FEWX|9AART|aASPD
33	11631 36325	   	190.34	ACR|4VULN|3DMG	1RCR|278ERES|3RPLT|4MLV|578aVULN|678DMG|78BPWR|9LWND
34	14253 42332	   	190.27	ACR|3VULN|2DMG|1CDMG|2DUR	1RCR|2RCVC|379VULN|4CGEN|57DMG|67DUR|7BPWR|8BELT|aCDMG
35	11631 36336	   	190.24	ACR|4VULN|3DMG	1RCR|278ERES|3RPLT|4MLV|578aVULN|678DMG|78BPWR|9MBVNT
36	16211 54233	   	190.05	ACR|2VULN|3CDMG|1AART|1DMG|1ZMB	1RCR|27MLV|357CDMG|47VULN|6AART|7BPWR|8LIT|9DMG|aZMB
37	16213 22524	   	189.99	ACR|3VULN|3DMG|1CDMG	1RCR|2aMLV|3CDMG|49aVULN|58aDMG|6DMSP|7RMIN|aBPWR
38	11211 54233	   	189.85	ACR|2VULN|3CDMG|1AART|1DMG|1ZMB	1RCR|27ERES|357CDMG|47VULN|6AART|7BPWR|8LIT|9DMG|aZMB
39	12211 54233	   	189.85	ACR|2VULN|3CDMG|1AART|1DMG|1ZMB	1RCR|27TLV|357CDMG|47VULN|6AART|7BPWR|8LIT|9DMG|aZMB
40	11213 22524	   	189.79	ACR|3VULN|3DMG|1CDMG	1RCR|2aERES|3CDMG|49aVULN|58aDMG|6DMSP|7RMIN|aBPWR
41	11631 36341	   	189.79	ACR|3VULN|3DMG|1CDMG	1RCR|278ERES|3RPLT|4MLV|578VULN|678DMG|78BPWR|9VENICY|aCDMG
42	12212 54631	   	189.75	ACR|2VULN|3CDMG|1AART|1DMG|1ZMB	1RCR|257TLV|378CDMG|47VULN|6AART|7BPWR|9ZMB|aDMG
43	31133 13241	   	189.72	DCR|2VULN|2DMG|1AART|2ZMB|1CDMG	18ZMB|2CDMG|38VULN|4FEWX|5aDMG|68BEXP|7RCR|8BPWR|9AART
44	31155 13241	   	189.72	DCR|2VULN|2DMG|1AART|2ZMB|1CDMG	18ZMB|2CDMG|38VULN|4aDMG|5FEWX|68BEXP|7RCR|8BPWR|9AART
45	12611 35631	   	189.59	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2TLV|3RPLT|469VULN|5AART|7DUR|8CDMG|aDMG
46	12434 32612	   	189.32	ACR|2AART|2VULN|2DMG|1DUR	1RCR|2TLV|3LIT|46VULN|59AART|7aDMG|8DUR
47	16213 41111	   	189.22	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1RCR|2MLV|3CDMG|47VULN|5aDMG|6DUR|8DMSP|9AART
48	16213 41311	   	189.22	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1RCR|28MLV|3CDMG|47VULN|5aDMG|6DUR|9AART
49	11631 36232	   	189.22	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1RCR|27ERES|3RPLT|4MLV|57VULN|67DMG|7BPWR|8CDMG|9AART|aASPD
50	11213 41111	   	189.12	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1RCR|2ERES|3CDMG|47VULN|5aDMG|6DUR|8DMSP|9AART
51	11213 43541	   	189.02	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1RCR|2ERES|3CDMG|48VULN|5aDMG|6DUR|7DUST|9AART
52	11214 22541	   	189.02	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1RCR|2ERES|3CDMG|48VULN|5DUST|6DUR|7aDMG|9AART
53	16211 12511	   	188.60	ACR|2VULN|2DMG|1AART|2CDMG	1RCR|2MLV|35CDMG|47VULN|6BEXP|8aDMG|9AART
54	16221 62511	   	188.60	ACR|2VULN|2DMG|1AART|2CDMG	1RCR|2MLV|35CDMG|4LWND|67VULN|8aDMG|9AART
55	11211 12511	   	188.50	ACR|2VULN|2DMG|1AART|2CDMG	1RCR|2ERES|35CDMG|47VULN|6BEXP|8aDMG|9AART
56	11211 65511	   	188.50	ACR|2VULN|2DMG|1AART|2CDMG	1RCR|2ERES|35CDMG|46VULN|7FEWX|8aDMG|9AART
57	11221 62511	   	188.50	ACR|2VULN|2DMG|1AART|2CDMG	1RCR|2ERES|35CDMG|4LWND|67VULN|8aDMG|9AART
58	12211 12511	   	188.50	ACR|2VULN|2DMG|1AART|2CDMG	1RCR|2TLV|35CDMG|47VULN|6BEXP|8aDMG|9AART
59	12211 65511	   	188.50	ACR|2VULN|2DMG|1AART|2CDMG	1RCR|2TLV|35CDMG|46VULN|7FEWX|8aDMG|9AART
60	12221 62511	   	188.50	ACR|2VULN|2DMG|1AART|2CDMG	1RCR|2TLV|35CDMG|4LWND|67VULN|8aDMG|9AART
61	16211 22611	   	188.50	ACR|2VULN|2DMG|1AART|2CDMG	1RCR|2MLV|35CDMG|47VULN|6MBVNT|8aDMG|9AART
62	16211 51231	 * 	188.46	ACR|3DMG|1AART|1VULN|2CDMG	1RCR|2MLV|35CDMG|4VULN|6AART|7LWND|89aDMG
63	11211 22611	   	188.40	ACR|2VULN|2DMG|1AART|2CDMG	1RCR|2ERES|35CDMG|47VULN|6MBVNT|8aDMG|9AART
64	12211 22611	   	188.40	ACR|2VULN|2DMG|1AART|2CDMG	1RCR|2TLV|35CDMG|47VULN|6MBVNT|8aDMG|9AART
65	12212 62224	   	188.14	ACR|4VULN|2DMG|1CDMG	1RCR|25aTLV|3CDMG|469aVULN|7RMIN|8aDMG|aBPWR
66	14214 26223	   	187.95	ACR|3VULN|2DMG|1FLTHEA|1DUR|2RCVC	1RCR|24RCVC|389VULN|5DUR|68LHND|78DMG|8BPWR|aFLTHEA
67	31133 13243	   	187.79	DCR|3VULN|1AART|1DMG|2ZMB|1CDMG	18ZMB|2CDMG|38aVULN|4FEWX|5DMG|68BEXP|7RCR|8BPWR|9AART
68	31155 13243	   	187.79	DCR|3VULN|1AART|1DMG|2ZMB|1CDMG	18ZMB|2CDMG|38aVULN|4DMG|5FEWX|68BEXP|7RCR|8BPWR|9AART
69	16222 31135	   	187.75	ACR|2VULN|2AART|1DMG|1CDMG|1ZMB	1RCR|2MLV|3CDMG|4LWND|57VULN|6ZMB|8aAART|9DMG
70	31116 23335	   	187.49	DCR|3VULN|1AART|2ZMB|1CDMG|2DUR|1ASPD	1aZMB|2CDMG|34aVULN|5ASPD|6LWND|7RCR|8AART|9aDUR|aBPWR
71	14243 16223	   	187.35	ACR|3VULN|2DMG|1FLTHEA|1DUR	1RCR|26RCVC|389VULN|4DUR|58LHND|78DMG|8BPWR|aFLTHEA
72	11631 36322	   	187.24	ACR|3VULN|3DMG|1ZMB	1RCR|278ERES|3RPLT|4MLV|578VULN|678DMG|78BPWR|9LWND|aZMB
73	11631 36352	   	187.24	ACR|3VULN|3DMG|1ZMB	1RCR|278ERES|3RPLT|4MLV|578VULN|678DMG|78BPWR|9ZMB|aBELT
74	11213 41113	   	187.19	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2ERES|3CDMG|47aVULN|5DMG|6DUR|8DMSP|9AART
75	11213 43543	   	187.09	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2ERES|3CDMG|48aVULN|5DMG|6DUR|7DUST|9AART
76	11214 22543	   	187.09	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2ERES|3CDMG|48aVULN|5DUST|6DUR|7DMG|9AART
77	16611 35311	   	187.04	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1RCR|2MLV|3RPLT|468VULN|5AART|7DUR|9ZMB|aDMG
78	11611 35311	   	186.94	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1RCR|2ERES|3RPLT|468VULN|5AART|7DUR|9ZMB|aDMG
79	12611 35311	   	186.94	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1RCR|2TLV|3RPLT|468VULN|5AART|7DUR|9ZMB|aDMG
80	11211 12513	   	186.56	ACR|3VULN|1AART|2CDMG|1DMG	1RCR|2ERES|35CDMG|47aVULN|6BEXP|8DMG|9AART
81	11211 65513	   	186.56	ACR|3VULN|1AART|2CDMG|1DMG	1RCR|2ERES|35CDMG|46aVULN|7FEWX|8DMG|9AART
82	11221 62513	   	186.56	ACR|3VULN|1AART|2CDMG|1DMG	1RCR|2ERES|35CDMG|4LWND|67aVULN|8DMG|9AART
83	16211 22614	   	186.56	ACR|3VULN|1AART|1DMG|2CDMG	1RCR|2MLV|35CDMG|47aVULN|6MBVNT|8DMG|9AART
84	11211 64411	 * 	186.49	ACR|3VULN|2DMG|3CDMG	1RCR|2aERES|357CDMG|46aVULN|8aDMG|9DMSP|aBPWR
85	12211 64411	   	186.49	ACR|3VULN|2DMG|3CDMG	1RCR|2aTLV|357CDMG|46aVULN|8aDMG|9DMSP|aBPWR
86	11211 22613	   	186.46	ACR|3VULN|1AART|2CDMG|1DMG	1RCR|2ERES|35CDMG|47aVULN|6MBVNT|8DMG|9AART
87	12211 22614	   	186.46	ACR|3VULN|1AART|1DMG|2CDMG	1RCR|2TLV|35CDMG|47aVULN|6MBVNT|8DMG|9AART
88	16211 54131	   	185.99	ACR|2VULN|3CDMG|1AART|1DMG|1DUR	1RCR|27MLV|357CDMG|47VULN|6AART|7BPWR|8RPLT|9DUR|aDMG
89	11211 54131	   	185.79	ACR|2VULN|3CDMG|1AART|1DMG|1DUR	1RCR|27ERES|357CDMG|47VULN|6AART|7BPWR|8RPLT|9DUR|aDMG
90	11211 54234	   	185.79	ACR|2VULN|3CDMG|1AART|1DMG|1DUR	1RCR|27ERES|357CDMG|47VULN|6AART|7BPWR|8LIT|9DMG|aDUR
91	12211 54131	   	185.79	ACR|2VULN|3CDMG|1AART|1DMG|1DUR	1RCR|27TLV|357CDMG|47VULN|6AART|7BPWR|8RPLT|9DUR|aDMG
92	12211 54234	   	185.79	ACR|2VULN|3CDMG|1AART|1DMG|1DUR	1RCR|27TLV|357CDMG|47VULN|6AART|7BPWR|8LIT|9DMG|aDUR
93	11631 36214	   	185.14	ACR|3VULN|2DMG|1CDMG|1ZMB	1RCR|27ERES|3RPLT|4MLV|57aVULN|67DMG|7BPWR|8CDMG|9ZMB
94	13353 33312	   	184.99	ACR|3DMG|2VULN|1AART	1RCR|2aLHND|36aDMG|4LWND|5DUST|7aVULN|8AART|9RMIN|aBPWR
95	14253 42231	   	184.67	ACR|2VULN|2DMG|1AART|2DUR	1RCR|2RCVC|37VULN|4CGEN|57DMG|67DUR|7BPWR|8FEWX|9AART|aNUKE
96	51513 41111	   	184.42	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1CGEN|2CDMG|3RCR|47VULN|5aDMG|6DUR|8DMSP|9AART
97	16222 45231	   	184.35	ACR|3DMG|1AART|1VULN|1CDMG	1RCR|2MLV|3CDMG|4LWND|5VULN|6AART|7RCVC|89aDMG
98	51511 12511	   	183.80	ACR|2VULN|2DMG|1AART|2CDMG	1CGEN|25CDMG|3RCR|47VULN|6BEXP|8aDMG|9AART
99	16612 36321	   	183.79	ACR|3DMG|2VULN|1AART	1RCR|278MLV|3RPLT|49VULN|578ERES|678DMG|78BPWR|aAART
100	51511 22611	   	183.70	ACR|2VULN|2DMG|1AART|2CDMG	1CGEN|25CDMG|3RCR|47VULN|6MBVNT|8aDMG|9AART
101	31616 61111	   	183.69	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	1ZMB|2CDMG|3LHND|47VULN|5RCR|6aDMG|8DMSP|9AART
102	34216 61111	   	183.69	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	1ZMB|2LHND|3CDMG|47VULN|5RCR|6aDMG|8DMSP|9AART
103	16222 31132	   	183.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1RCR|2MLV|3CDMG|4LWND|57VULN|6ZMB|8AART|9DMG|aDUR
104	11631 36361	   	183.18	ACR|3VULN|3DMG|1DUR	1RCR|278ERES|3RPLT|4MLV|578VULN|678DMG|78BPWR|9RMIN|aDUR
105	11631 36363	   	183.18	ACR|3VULN|3DMG|1ASPD	1RCR|278ERES|3RPLT|4MLV|578VULN|678DMG|78BPWR|9RMIN|aASPD
106	11222 61131	   	183.14	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1RCR|2ERES|3CDMG|4LWND|57VULN|6ZMB|8AART|9DUR|aDMG
107	12222 31131	   	183.14	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1RCR|2TLV|3CDMG|4LWND|57VULN|6ZMB|8AART|9DUR|aDMG
108	11631 36311	   	183.08	ACR|3VULN|3DMG|1DUR	1RCR|278ERES|3RPLT|4MLV|578VULN|678DMG|78BPWR|9NUKE|aDUR
109	11631 36313	   	183.08	ACR|3VULN|3DMG|1ASPD	1RCR|278ERES|3RPLT|4MLV|578VULN|678DMG|78BPWR|9NUKE|aASPD
110	11631 36334	   	183.08	ACR|3VULN|3DMG|1ASPD	1RCR|278ERES|3RPLT|4MLV|578VULN|678DMG|78BPWR|9MBVNT|aASPD
111	11224 63333	 * 	182.96	ACR|2DMG|2AART|1VULN|2CDMG	1RCR|27ERES|37CDMG|4LWND|5DUST|67DMG|7BPWR|89AART|aVULN
112	14225 26211	   	182.82	ACR|3VULN|3DMG	1RCR|25RCVC|38aVULN|4LEGI|68LHND|78aDMG|8aBPWR|9aBEXP
113	11254 62331	   	182.78	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2ERES|3CDMG|4aDMG|5CGEN|67VULN|8AART|9RMIN
114	12254 62331	   	182.78	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2TLV|3CDMG|4aDMG|5CGEN|67VULN|8AART|9RMIN
115	11611 35611	   	182.73	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	1RCR|2ERES|3RPLT|46VULN|58AART|7DUR|9ZMB|aDMG
116	12611 36631	   	182.65	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2TLV|3RPLT|469VULN|5AART|7LWND|8CDMG|aDMG
117	16611 32631	   	182.65	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2MLV|3RPLT|469VULN|5AART|7DUST|8CDMG|aDMG
118	31116 23331	   	182.56	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1ZMB|2CDMG|34VULN|5ASPD|6LWND|7RCR|8AART|9DUR|aDMG
119	12611 32631	   	182.55	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2TLV|3RPLT|469VULN|5AART|7DUST|8CDMG|aDMG
120	14223 16211	   	182.52	ACR|3VULN|3DMG	1RCR|26RCVC|38aVULN|4LEGI|58LHND|78aDMG|8aBPWR|9aBEXP
121	12434 32112	   	182.38	ACR|2AART|2VULN|2DMG	1RCR|2TLV|3LIT|46VULN|59AART|7aDMG|8BEXP
122	12434 32212	   	182.38	ACR|2AART|2VULN|2DMG	1RCR|2TLV|3LIT|46VULN|59AART|7aDMG|8FEWX
123	12434 33612	   	182.38	ACR|2AART|2VULN|2DMG	1RCR|2TLV|3LIT|46VULN|57AART|8aDMG|9FEWX
124	11631 36236	   	182.28	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|27ERES|3RPLT|4MLV|57VULN|67DMG|7BPWR|8CDMG|9AART|aCGEN
125	16213 11111	   	182.28	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2MLV|3CDMG|47VULN|5aDMG|6BEXP|8DMSP|9AART
126	16213 11311	   	182.28	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|28MLV|3CDMG|47VULN|5aDMG|6BEXP|9AART
127	12434 32412	   	182.28	ACR|2AART|2VULN|2DMG	1RCR|2TLV|3LIT|46VULN|59AART|7aDMG|8DUST
128	11213 11111	   	182.18	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2ERES|3CDMG|47VULN|5aDMG|6BEXP|8DMSP|9AART
129	16213 61111	   	182.18	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2MLV|3CDMG|47VULN|5aDMG|6DUST|8DMSP|9AART
130	16213 61311	   	182.18	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|28MLV|3CDMG|47VULN|5aDMG|6DUST|9AART
131	16214 61111	   	182.18	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2MLV|3CDMG|47VULN|5DUST|6aDMG|8DMSP|9AART
132	16214 61311	   	182.18	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|28MLV|3CDMG|47VULN|5DUST|6aDMG|9AART
133	11631 36231	   	182.18	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|27ERES|3RPLT|4MLV|57VULN|67DMG|7BPWR|8CDMG|9AART|aNUKE
134	11631 36234	   	182.18	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|27ERES|3RPLT|4MLV|57VULN|67DMG|7BPWR|8CDMG|9AART|aTLV
135	11631 36235	   	182.18	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|27aERES|3RPLT|4MLV|57VULN|67DMG|7BPWR|8CDMG|9AART
136	11213 61111	   	182.08	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2ERES|3CDMG|47VULN|5aDMG|6DUST|8DMSP|9AART
137	11213 61541	   	182.08	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2ERES|3CDMG|47VULN|5aDMG|6DUST|8BEXP|9AART
138	11214 61111	   	182.08	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2ERES|3CDMG|47VULN|5DUST|6aDMG|8DMSP|9AART
139	11222 12511	   	182.08	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|26ERES|3CDMG|4LWND|57VULN|8aDMG|9AART
140	12212 12511	   	182.08	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|25TLV|3CDMG|47VULN|6BEXP|8aDMG|9AART
141	12212 65511	   	182.08	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|25TLV|3CDMG|46VULN|7FEWX|8aDMG|9AART
142	12214 61111	   	182.08	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2TLV|3CDMG|47VULN|5DUST|6aDMG|8DMSP|9AART
143	36522 16211	 * 	182.08	ACR|3DMG|2VULN|3ZMB	18aZMB|2RMIN|38VULN|4LEGI|5RCR|6RCVC|78aDMG|8aBPWR|9aBEXP
144	36522 16223	 * 	181.99	ACR|3VULN|2DMG|2ZMB|1FLTHEA	18ZMB|2RMIN|389VULN|4LEGI|5RCR|6RCVC|78DMG|8BPWR|aFLTHEA
145	12212 22611	   	181.98	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|25TLV|3CDMG|47VULN|6MBVNT|8aDMG|9AART
146	12145 26212	   	181.97	ACR|2VULN|2DMG|1AART|2DUR	1RCR|268TLV|3FEWX|48DMG|58DUR|7AART|8BPWR|9aVULN
147	13361 72234	   	181.94	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	1RCR|2LHND|36DMG|4SELL|5MBVNT|7aVULN|8CDMG|9AART
148	51511 22614	   	181.76	ACR|3VULN|1AART|1DMG|2CDMG	1CGEN|25CDMG|3RCR|47aVULN|6MBVNT|8DMG|9AART
149	11611 35362	 * 	181.42	ACR|4VULN|2AART|1DUR	1RCR|2ERES|3RPLT|4689VULN|5aAART|7DUR
150	12611 35362	   	181.42	ACR|4VULN|2AART|1DUR	1RCR|2TLV|3RPLT|4689VULN|5aAART|7DUR
151	11211 54134	   	181.38	ACR|3VULN|3CDMG|1AART|1DUR	1RCR|27ERES|357CDMG|47aVULN|6AART|7BPWR|8RPLT|9DUR
152	12211 54134	   	181.38	ACR|3VULN|3CDMG|1AART|1DUR	1RCR|27TLV|357CDMG|47aVULN|6AART|7BPWR|8RPLT|9DUR
153	11211 54314	   	181.38	ACR|3VULN|3CDMG|1AART|1ASPD	1RCR|27ERES|357CDMG|479VULN|6AART|7BPWR|8LHND|aASPD
154	12211 54314	   	181.38	ACR|3VULN|3CDMG|1AART|1ASPD	1RCR|27TLV|357CDMG|479VULN|6AART|7BPWR|8LHND|aASPD
155	33353 35631	 * 	181.23	DCR|2DMG|2AART|1VULN|1CDMG|1ZMB	1ZMB|2ERES|3CDMG|4aDMG|5RMIN|69AART|7RCR|8VULN
156	33353 35633	 * 	181.23	DCR|2VULN|2AART|1DMG|1CDMG|1ZMB	1ZMB|2ERES|3CDMG|4DMG|5RMIN|69AART|7RCR|8aVULN
157	16611 35313	   	181.08	ACR|4VULN|1AART|1ZMB|1DUR	1RCR|2MLV|3RPLT|468aVULN|5AART|7DUR|9ZMB
158	11631 32323	   	181.07	ACR|3DMG|2VULN|1CDMG|1ASPD	1RCR|28ERES|3RPLT|4MLV|58VULN|678DMG|8BPWR|9ASPD|aCDMG
159	12631 32323	   	181.07	ACR|3DMG|2VULN|1CDMG|1ASPD	1RCR|28TLV|3RPLT|4MLV|58VULN|678DMG|8BPWR|9ASPD|aCDMG
160	16213 41142	   	181.07	ACR|3VULN|2DMG|1CDMG|1DUR	1RCR|2MLV|3CDMG|47aVULN|59DMG|6DUR|8DMSP
161	16213 41342	   	181.07	ACR|3VULN|2DMG|1CDMG|1DUR	1RCR|28MLV|3CDMG|47aVULN|59DMG|6DUR
162	12611 35313	   	180.98	ACR|4VULN|1AART|1ZMB|1DUR	1RCR|2TLV|3RPLT|468aVULN|5AART|7DUR|9ZMB
163	11213 41142	   	180.97	ACR|3VULN|2DMG|1CDMG|1DUR	1RCR|2ERES|3CDMG|47aVULN|59DMG|6DUR|8DMSP
164	14213 26223	   	180.91	ACR|3VULN|2DMG|1FLTHEA|2RCVC	1RCR|24RCVC|389VULN|5DUST|68LHND|78DMG|8BPWR|aFLTHEA
165	14213 53223	   	180.91	ACR|3VULN|2DMG|1FLTHEA|2RCVC	1RCR|24RCVC|389VULN|5DUST|68DMG|78LHND|8BPWR|aFLTHEA
166	11254 62333	   	180.85	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2ERES|3CDMG|4DMG|5CGEN|67aVULN|8AART|9RMIN
167	14225 53223	   	180.61	ACR|3VULN|2DMG|1FLTHEA	1RCR|25RCVC|389VULN|4LEGI|68DMG|78LHND|8BPWR|aFLTHEA
168	14225 26223	   	180.61	ACR|3VULN|2DMG|1FLTHEA	1RCR|25RCVC|389VULN|4LEGI|68LHND|78DMG|8BPWR|aFLTHEA
169	12434 32115	 * 	180.45	ACR|3VULN|2AART|1DMG	1RCR|2TLV|3LIT|46aVULN|59AART|7DMG|8BEXP
