0	Index      	 *	Score 	Summary	Detail	
1	62321 21615	 * 	220.53	ACR|5VULN|2AART|1DMG|1CDMG	1RCR|23458VULN|69AART|7DMG|aCDMG
28	62321 21613	   	206.88	ACR|5VULN|2AART|1DMG	1RCR|23458VULN|69AART|7DMG|aLHND
29	62321 21614	   	206.88	ACR|5VULN|2AART|1DMG	1RCR|23458VULN|69AART|7DMG|aRCVC
30	62321 21611	   	206.78	ACR|5VULN|2AART|1DMG	1RCR|23458VULN|69AART|7DMG|aDUST
31	62135 36222	   	206.68	ACR|5VULN|1AART|1DMG|1CDMG	1RCR|24679VULN|3CDMG|5FEWX|8DMG|aAART
32	24313 23434	   	206.67	ACR|3VULN|2DMG|1AART|2ASPD|2DUR	149VULN|29ASPD|3RCR|5LWND|6aDUR|7AART|89DMG|9BPWR
33	62321 21122	   	206.43	ACR|5VULN|1AART|1DMG|1ZMB	1RCR|2345aVULN|6AART|7DMG|8RPLT|9ZMB
34	61142 33523	   	206.43	ACR|3DMG|1AART|1VULN|1CDMG|1ZMB	1RCR|2DUR|3CDMG|4ASPD|58aDMG|6VULN|7AART|9ZMB
35	62321 21634	   	206.19	ACR|5VULN|1AART|1DMG|1ZMB|1SELL	1RCR|23458VULN|6AART|7DMG|9SELL|aZMB
36	33342 16333	 * 	206.14	ACR|3VULN|3ZMB|1AART|1DMG|3DUR	189DUR|2AART|3LWND|489VULN|5RCR|6RPLT|789ZMB|89BPWR|aDMG
37	62311 45112	   	205.68	ACR|3VULN|2DMG|1AART|2ZMB	1RCR|239VULN|49ZMB|5DUR|68DMG|79CGEN|9BPWR|aAART
38	62312 32226	   	205.51	ACR|4VULN|2DMG|2CDMG|1ZMB|1SELL	1RCR|236aVULN|4ZMB|5RMIN|7SELL|8aDMG|9aCDMG|aBPWR
39	62316 22226	   	205.51	ACR|4VULN|2DMG|2CDMG|1ZMB|1SELL	1RCR|235aVULN|4ZMB|6RMIN|7SELL|8aDMG|9aCDMG|aBPWR
40	62311 41112	   	205.48	ACR|3VULN|2DMG|1AART|2ZMB	1RCR|239VULN|49ZMB|5DUR|68DMG|79TLV|9BPWR|aAART
41	65111 41112	   	205.48	ACR|3VULN|2DMG|1AART|2ZMB	1RCR|29ZMB|349VULN|5DUR|68DMG|79TLV|9BPWR|aAART
42	63315 22143	   	205.33	ACR|4VULN|2DMG|1AART	1RCR|2LHND|357aVULN|48DMG|6DUR|9AART
43	62251 22433	   	205.26	ACR|2VULN|2DMG|1AART|2ZMB|2DUR	1RCR|29VULN|3RMIN|49ZMB|5AART|6ASPD|7aDUR|89DMG|9BPWR
44	62141 36231	   	205.20	ACR|3VULN|2DMG|2CDMG|2ASPD|1ZMB	1RCR|27aVULN|3aCDMG|45ASPD|6ZMB|8aDMG|9BELT|aBPWR
45	62321 21123	   	205.05	ACR|4VULN|2AART|1DMG|1ZMB	1RCR|2345VULN|6aAART|7DMG|8RPLT|9ZMB
46	24315 14112	   	204.87	ACR|3VULN|2DMG|1AART|2ASPD|2DUR	149VULN|29ASPD|3RCR|5CGEN|68DMG|79DUR|9BPWR|aAART
47	62333 41222	 * 	204.84	ACR|3VULN|3DMG|2ZMB|1CDMG	1RCR|238VULN|4RPLT|58ZMB|68aDMG|7RCVC|8BPWR|9CDMG
48	62321 51163	   	204.63	ACR|4VULN|2DMG|1AART	1RCR|2345VULN|67DMG|8TLV|9DUR|aAART
49	62321 61531	   	204.53	ACR|5VULN|1AART|1DMG|1ZMB	1RCR|2345aVULN|6ERES|7DMG|8ZMB|9AART
50	62311 32165	   	204.18	ACR|3VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	1RCR|237VULN|4ZMB|57DUR|67ERES|7BPWR|8AART|9DMG|aCDMG
51	61142 33512	   	203.97	ACR|2VULN|2DMG|1AART|2ASPD|1CDMG	1RCR|2DUR|3CDMG|49ASPD|58DMG|6aVULN|7AART
52	62251 33531	   	203.83	ACR|3VULN|3ZMB|1AART|3CDMG	1RCR|279VULN|3RMIN|479ZMB|5AART|679CDMG|79BPWR|8RCVC|aFEWX
53	62251 33533	   	203.83	ACR|3VULN|3ZMB|1AART|3CDMG	1RCR|279VULN|3RMIN|479ZMB|5AART|679CDMG|79BPWR|8RCVC|aLWND
54	61312 36151	   	203.79	ACR|4VULN|1AART|1DMG|1CDMG	1RCR|2DUR|389aVULN|4DMG|5AART|6RCVC|7CDMG
55	62313 13533	   	203.53	ACR|3VULN|2DMG|1AART|1ZMB	1RCR|239VULN|4ZMB|59LWND|6MBVNT|7AART|89DMG|9BPWR|aDUR
56	62314 13533	   	203.53	ACR|3VULN|2DMG|1AART|1ZMB	1RCR|239VULN|4ZMB|59LHND|6MBVNT|7AART|89DMG|9BPWR|aDUR
57	24351 12433	   	203.22	ACR|2VULN|2DMG|1AART|2ASPD|2DUR|1ZMB	19VULN|29ASPD|3RCR|4ZMB|5AART|6RMIN|7aDUR|89DMG|9BPWR
58	62321 21132	   	203.19	ACR|4VULN|1AART|1DMG|1CDMG	1RCR|2345VULN|6AART|7DMG|8RPLT|9CDMG|aDUR
59	62321 51316	   	203.17	ACR|5VULN|3DMG	1RCR|2345aVULN|67aDMG|8aLWND|9NUKE|aBPWR
60	61312 36341	 * 	203.07	ACR|2VULN|2AART|2DMG|1CDMG	1RCR|2DUR|3aVULN|49DMG|58AART|6RCVC|7CDMG
61	62321 53113	   	203.07	ACR|5VULN|3DMG	1RCR|23457VULN|69aDMG|8LIT
62	62321 51361	   	203.07	ACR|5VULN|3DMG	1RCR|2345aVULN|679DMG|8LWND
63	62321 51113	   	202.97	ACR|5VULN|3DMG	1RCR|2345aVULN|679DMG|8TLV
64	62321 51213	   	202.97	ACR|5VULN|3DMG	1RCR|2345aVULN|679DMG|8ERES
65	62321 21135	 * 	202.56	ACR|4VULN|1AART|1DMG|2CDMG	1RCR|2345VULN|6AART|7DMG|8RPLT|9aCDMG
66	62321 21641	   	202.37	ACR|5VULN|1AART|1DMG	1RCR|23458VULN|6AART|7DMG|9DUR|aBEXP
67	62321 21643	   	202.37	ACR|5VULN|1AART|1DMG	1RCR|23458VULN|6AART|7DMG|9DUR|aCGEN
68	62321 21642	   	202.27	ACR|5VULN|1AART|1DMG	1RCR|23458VULN|6AART|7DMG|9DUR|aTLV
69	61142 33223	   	202.22	ACR|2DMG|2AART|1VULN|1CDMG|1ZMB	1RCR|2DUR|3CDMG|4ASPD|5aDMG|6VULN|78AART|9ZMB
70	61142 33226	   	202.22	ACR|2VULN|2AART|1DMG|1CDMG|1ZMB	1RCR|2DUR|3CDMG|4ASPD|5DMG|6aVULN|78AART|9ZMB
71	62156 22231	   	202.15	ACR|2VULN|2DMG|1AART|1CDMG|2DUR	1RCR|29VULN|3CDMG|4RMIN|59DMG|6DLOT|79DUR|8AART|9BPWR|aASPD
72	62321 21411	   	202.12	ACR|5VULN|1AART|1DMG|1SELL	1RCR|2345aVULN|6AART|7DMG|8SELL|9DUR
73	62321 21636	   	202.12	ACR|5VULN|1AART|1DMG|1SELL	1RCR|23458VULN|6AART|7DMG|9SELL|aDUR
74	21512 56113	 * 	202.11	DCR|3VULN|3DMG|1AART|2DUR|1SELL	178VULN|2BEXP|37DUR|47aDMG|5AART|6SELL|7BPWR|9RCR
75	31312 56113	 * 	202.11	DCR|3VULN|3DMG|1AART|2DUR|1SELL	17DUR|2BEXP|378VULN|47aDMG|5AART|6SELL|7BPWR|9RCR
76	61142 33612	   	202.04	ACR|3VULN|1AART|1DMG|2ASPD|1CDMG	1RCR|2DUR|3CDMG|49ASPD|5DMG|68aVULN|7AART
77	62132 62421	   	201.99	ACR|4VULN|2DMG|2ASPD|1CDMG	1RCR|247aVULN|3CDMG|5aASPD|6BELT|8aDMG|9RMIN|aBPWR
78	62151 36231	   	201.99	ACR|4VULN|2DMG|2ASPD|1CDMG	1RCR|267aVULN|3CDMG|4RMIN|5aASPD|8aDMG|9BELT|aBPWR
79	62216 36231	   	201.99	ACR|4VULN|2DMG|2ASPD|1CDMG	1RCR|245aVULN|3RMIN|6CDMG|7aASPD|8aDMG|9BELT|aBPWR
80	62315 14113	 * 	201.87	ACR|4VULN|2DMG|2ZMB|2DUR	1RCR|239aVULN|49ZMB|5CGEN|68DMG|79DUR|9BPWR
81	62311 32573	   	201.77	ACR|4VULN|2DMG|2ZMB|2DUR	1RCR|237aVULN|4aZMB|57DUR|67ERES|7aBPWR|8MBVNT|9aDMG
82	62321 11462	   	201.77	ACR|5VULN|1AART|1DMG	1RCR|23458VULN|6LWND|7AART|9DUR|aDMG
83	22214 51531	 * 	201.60	DCR|4VULN|1AART|2CDMG|1DMG|1ZMB|1SELL	145aVULN|24CDMG|3SELL|4BPWR|6DMG|7ZMB|8RCR|9AART
84	63142 33223	   	201.42	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	1RCR|2LHND|3CDMG|4ASPD|5aDMG|68VULN|7AART|9ZMB
85	44313 33433	   	201.38	ACR|3VULN|2DMG|1AART|2ASPD	19ASPD|249VULN|3RCR|5LWND|6BEXP|7AART|89DMG|9BPWR|aDUR
86	24313 33433	   	201.38	ACR|3VULN|2DMG|1AART|2ASPD	149VULN|29ASPD|3RCR|5LWND|6BEXP|7AART|89DMG|9BPWR|aDUR
87	24314 33433	   	201.38	ACR|3VULN|2DMG|1AART|2ASPD	149VULN|29ASPD|3RCR|5LHND|6BEXP|7AART|89DMG|9BPWR|aDUR
88	44313 23432	   	201.38	ACR|3VULN|2DMG|1AART|2ASPD	19ASPD|249VULN|3RCR|5LWND|6DUR|7AART|89DMG|9BPWR|aRPLT
89	44313 23433	   	201.38	ACR|3VULN|2DMG|1AART|2ASPD	19ASPD|249VULN|3RCR|5LWND|6DUR|7AART|89DMG|9BPWR|aRCVC
90	24313 23432	   	201.38	ACR|3VULN|2DMG|1AART|2ASPD	149VULN|29ASPD|3RCR|5LWND|6DUR|7AART|89DMG|9BPWR|aRPLT
91	24313 23433	   	201.38	ACR|3VULN|2DMG|1AART|2ASPD	149VULN|29ASPD|3RCR|5LWND|6DUR|7AART|89DMG|9BPWR|aRCVC
92	24314 23432	   	201.38	ACR|3VULN|2DMG|1AART|2ASPD	149VULN|29ASPD|3RCR|5LHND|6DUR|7AART|89DMG|9BPWR|aRPLT
93	24314 23433	   	201.38	ACR|3VULN|2DMG|1AART|2ASPD	149VULN|29ASPD|3RCR|5LHND|6DUR|7AART|89DMG|9BPWR|aRCVC
94	62222 42143	   	201.37	ACR|2VULN|2DMG|2AART|2ASPD	1RCR|27VULN|3RMIN|4CGEN|57ASPD|67DMG|7BPWR|89AART|aDUR
95	44313 23431	   	201.28	ACR|3VULN|2DMG|1AART|2ASPD	19ASPD|249VULN|3RCR|5LWND|6DUR|7AART|89DMG|9BPWR|aTLV
96	24313 23431	   	201.28	ACR|3VULN|2DMG|1AART|2ASPD	149VULN|29ASPD|3RCR|5LWND|6DUR|7AART|89DMG|9BPWR|aTLV
97	24314 23431	   	201.28	ACR|3VULN|2DMG|1AART|2ASPD	149VULN|29ASPD|3RCR|5LHND|6DUR|7AART|89DMG|9BPWR|aTLV
98	62321 51511	   	201.24	ACR|4VULN|3DMG|1ZMB	1RCR|2345VULN|679DMG|8ZMB|aLIT
99	62321 51531	   	201.24	ACR|4VULN|3DMG|1ZMB	1RCR|2345VULN|67aDMG|8ZMB|9MLV
100	62323 13126	   	201.16	ACR|5VULN|2DMG|2ASPD	1RCR|2347aVULN|59FEWX|6aDMG|8aASPD|aBPWR
101	62323 43126	   	201.16	ACR|5VULN|2DMG|2ASPD	1RCR|2347aVULN|59FEWX|6aASPD|8aDMG|aBPWR
102	62321 51512	   	201.14	ACR|4VULN|3DMG|1ZMB	1RCR|2345VULN|679DMG|8ZMB|aDLOT
103	61312 36351	   	201.14	ACR|3VULN|2AART|1DMG|1CDMG	1RCR|2DUR|39aVULN|4DMG|58AART|6RCVC|7CDMG
104	61315 32338	 * 	200.94	ACR|3DMG|2VULN|1AART|3DUR	1RCR|257DUR|3aVULN|47aDMG|67aERES|7aBPWR|8AART|9MBVNT
105	62321 21413	   	200.74	ACR|4VULN|2AART|1DMG|1SELL	1RCR|2345VULN|6aAART|7DMG|8SELL|9DUR
106	62251 32513	   	200.69	ACR|3DMG|1AART|1VULN|1CDMG|1ZMB	1RCR|2VULN|3RMIN|4ZMB|5AART|6CDMG|7DUR|89aDMG
107	61612 14223	   	200.59	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2DUR|3ZMB|48aVULN|5AART|6AIRHEA|7CDMG|9DMG
108	62321 21126	   	200.54	ACR|4VULN|1AART|1DMG|1ZMB	1RCR|2345VULN|6AART|7DMG|8RPLT|9ZMB|aDUR
109	22212 51526	 * 	200.43	DCR|3DMG|2VULN|1AART|2CDMG|1SELL	14VULN|24CDMG|3SELL|4BPWR|5ASPD|679DMG|8RCR|aAART
110	63312 36141	   	200.34	ACR|3VULN|2DMG|1AART|1CDMG	1RCR|2LHND|38aVULN|49DMG|5AART|6RCVC|7CDMG
111	12112 42145	 * 	200.28	ACR|3VULN|2DMG|2AART|1CDMG	17ERES|2DUST|347VULN|5RCR|67DMG|7BPWR|89AART|aCDMG
112	62321 21144	   	200.19	ACR|4VULN|2DMG|1AART	1RCR|2345VULN|6AART|79DMG|8RPLT|aFEWX
113	62321 21145	   	200.19	ACR|4VULN|2DMG|1AART	1RCR|2345VULN|6AART|79DMG|8aRPLT
114	62321 21146	   	200.19	ACR|4VULN|2DMG|1AART	1RCR|2345VULN|6AART|79DMG|8RPLT|aLIT
115	62321 21163	   	200.19	ACR|4VULN|2DMG|1AART	1RCR|2345VULN|6AART|7aDMG|8RPLT|9FEWX
116	62341 21141	   	200.19	ACR|4VULN|2DMG|1AART	1RCR|235aVULN|4RCVC|6AART|79DMG|8RPLT
117	31312 56115	 * 	200.11	DCR|3VULN|2DMG|1AART|1CDMG|2DUR|1SELL	17DUR|2BEXP|378VULN|47DMG|5AART|6SELL|7BPWR|9RCR|aCDMG
118	62321 21143	   	200.09	ACR|4VULN|2DMG|1AART	1RCR|2345VULN|6AART|79DMG|8RPLT|aDUST
119	62321 23624	   	200.02	ACR|5VULN|1AART|1CDMG|1ZMB	1RCR|23458VULN|6AART|7CGEN|9CDMG|aZMB
120	62251 22432	   	199.97	ACR|2VULN|2DMG|1AART|2ZMB	1RCR|29VULN|3RMIN|49ZMB|5AART|6ASPD|7DUR|89DMG|9BPWR|aRPLT
121	62251 21433	   	199.97	ACR|2VULN|2DMG|1AART|2ZMB	1RCR|29VULN|3RMIN|49ZMB|5AART|6ASPD|7LWND|89DMG|9BPWR|aDUR
122	62321 21451	   	199.94	ACR|4VULN|2DMG|1AART|1SELL	1RCR|2345VULN|6AART|79DMG|8SELL|aLHND
123	62321 21142	   	199.94	ACR|4VULN|2DMG|1AART|1SELL	1RCR|2345VULN|6AART|79DMG|8RPLT|aSELL
124	62321 22624	   	199.92	ACR|5VULN|1AART|1CDMG|1ZMB	1RCR|23458VULN|6AART|7ERES|9CDMG|aZMB
125	62251 22431	   	199.87	ACR|2VULN|2DMG|1AART|2ZMB	1RCR|29VULN|3RMIN|49ZMB|5AART|6ASPD|7DUR|89DMG|9BPWR|aTLV
126	62251 23433	   	199.87	ACR|2VULN|2DMG|1AART|2ZMB	1RCR|29VULN|3RMIN|49ZMB|5AART|6ASPD|7DUST|89DMG|9BPWR|aDUR
127	31312 56141	 * 	199.71	DCR|3VULN|3DMG|1AART|2DUR|1SELL	17DUR|2BEXP|378VULN|479DMG|5AART|6SELL|7BPWR|aRCR
128	62321 21452	   	199.70	ACR|4VULN|2DMG|1AART|2SELL	1RCR|2345VULN|6AART|79DMG|8aSELL
129	24311 45112	   	199.58	ACR|3VULN|2DMG|1AART|2ASPD	149VULN|29ASPD|3RCR|5DUR|68DMG|79CGEN|9BPWR|aAART
130	61226 33513	   	199.49	ACR|3DMG|1AART|1VULN|1CDMG|1ZMB	1RCR|2DUR|3RMIN|4ZMB|5CDMG|6VULN|7AART|89aDMG
131	63142 33226	   	199.49	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2LHND|3CDMG|4ASPD|5DMG|68aVULN|7AART|9ZMB
132	63142 33523	   	199.49	ACR|3DMG|1AART|1VULN|1CDMG|1ZMB	1RCR|2LHND|3CDMG|4ASPD|58aDMG|6VULN|7AART|9ZMB
133	24311 41112	   	199.38	ACR|3VULN|2DMG|1AART|2ASPD	149VULN|29ASPD|3RCR|5DUR|68DMG|79TLV|9BPWR|aAART
134	44311 41112	   	199.38	ACR|3VULN|2DMG|1AART|2ASPD	19ASPD|249VULN|3RCR|5DUR|68DMG|79TLV|9BPWR|aAART
135	61625 13112	 * 	199.30	ACR|2VULN|2DMG|3ZMB|1CDMG|2DUR	1RCR|29DUR|349ZMB|5CGEN|68DMG|79VULN|9BPWR|aCDMG
136	62333 43213	   	199.22	ACR|2VULN|2DMG|2AART|1ZMB	1RCR|23VULN|4RPLT|5ZMB|6aDMG|78AART|9ASPD
137	63512 61312	   	199.00	ACR|3DMG|1AART|1VULN|3DUR|1CDMG	1RCR|27LHND|367DUR|467DMG|5AART|67BPWR|8LEGI|9CDMG|aVULN
138	62131 43314	   	198.89	ACR|3VULN|2DMG|2ASPD|1CDMG|1ZMB	1RCR|24aVULN|3CDMG|5RPLT|6aDMG|7BEXP|8ZMB|9aASPD|aBPWR
139	62142 23215	   	198.79	ACR|3DMG|2VULN|2ASPD|1CDMG|1ZMB	1RCR|27VULN|3CDMG|47ASPD|579DMG|6DLOT|7BPWR|8LWND|aZMB
140	62142 23223	   	198.79	ACR|3DMG|2VULN|2ASPD|1CDMG|1ZMB	1RCR|27VULN|3CDMG|47ASPD|57aDMG|6DLOT|7BPWR|8LWND|9ZMB
141	62142 23226	   	198.79	ACR|3VULN|2DMG|2ASPD|1CDMG|1ZMB	1RCR|27aVULN|3CDMG|47ASPD|57DMG|6DLOT|7BPWR|8LWND|9ZMB
142	62315 16113	   	198.74	ACR|3VULN|2DMG|1AART|2ZMB	1RCR|239VULN|49ZMB|5CGEN|68DMG|79BEXP|9BPWR|aAART
143	62416 32113	   	198.64	ACR|3VULN|2DMG|1AART|2ZMB	1RCR|279VULN|39FEWX|48DMG|5TLV|69ZMB|9BPWR|aAART
144	62316 32316	   	198.62	ACR|5VULN|2DMG|1ZMB	1RCR|2357aVULN|4ZMB|6RCVC|8aLWND|9aDMG|aBPWR
145	62132 32231	   	198.59	ACR|3VULN|2DMG|2CDMG|1ZMB	1RCR|24aVULN|3aCDMG|5ASPD|6ZMB|7RCVC|8aDMG|9BELT|aBPWR
146	62321 51533	   	198.42	ACR|5VULN|2DMG|1ZMB	1RCR|2345aVULN|67DMG|8ZMB|9MLV
147	62222 42162	   	198.39	ACR|3VULN|2DMG|1AART|2ASPD|1SELL	1RCR|27aVULN|3RMIN|4CGEN|57ASPD|67DMG|7BPWR|8AART|9SELL
148	62326 11143	   	198.39	ACR|4VULN|2DMG|1AART	1RCR|234aVULN|5LHND|68DMG|7LWND|9AART
149	62132 32266	   	198.34	ACR|3VULN|2DMG|2CDMG|1ZMB|1SELL	1RCR|24aVULN|3aCDMG|5ASPD|6ZMB|7RCVC|8aDMG|9SELL|aBPWR
150	62323 12143	   	198.29	ACR|4VULN|2DMG|1AART	1RCR|234aVULN|5FEWX|68DMG|7LEGI|9AART
151	65122 42113	   	198.17	ACR|2VULN|2DMG|1AART|2ZMB	1RCR|27ZMB|37VULN|4CGEN|5ASPD|67DMG|7BPWR|8AART|9LWND|aDUR
152	65122 42123	   	198.07	ACR|2VULN|2DMG|1AART|2ZMB	1RCR|27ZMB|37VULN|4CGEN|5ASPD|67DMG|7BPWR|8AART|9DUST|aDUR
153	65122 42131	   	198.07	ACR|2VULN|2DMG|1AART|2ZMB	1RCR|27ZMB|37VULN|4CGEN|5ASPD|67DMG|7BPWR|8AART|9TLV|aDUR
154	62323 11145	   	197.94	ACR|3VULN|2DMG|1AART|1CDMG	1RCR|234VULN|5FEWX|68DMG|7LWND|9AART|aCDMG
155	24351 12432	   	197.92	ACR|2VULN|2DMG|1AART|2ASPD|1ZMB	19VULN|29ASPD|3RCR|4ZMB|5AART|6RMIN|7DUR|89DMG|9BPWR|aRPLT
156	24351 11433	   	197.92	ACR|2VULN|2DMG|1AART|2ASPD|1ZMB	19VULN|29ASPD|3RCR|4ZMB|5AART|6RMIN|7LWND|89DMG|9BPWR|aDUR
157	61416 32133	   	197.92	ACR|4VULN|2DMG|2DUR|1ZMB	1RCR|2aDUR|3FEWX|4aDMG|5ERES|6ZMB|789aVULN|aBPWR
158	21512 56313	 * 	197.90	DCR|3DMG|2AART|2VULN|2DUR|1SELL	17VULN|2BEXP|37DUR|47aDMG|58AART|6SELL|7BPWR|9RCR
159	31312 56313	 * 	197.90	DCR|3DMG|2AART|2VULN|2DUR|1SELL	17DUR|2BEXP|37VULN|47aDMG|58AART|6SELL|7BPWR|9RCR
160	62323 12145	   	197.84	ACR|3VULN|2DMG|1AART|1CDMG	1RCR|234VULN|5FEWX|68DMG|7LEGI|9AART|aCDMG
161	61142 33513	   	197.83	ACR|2DMG|2AART|1VULN|2ASPD|1CDMG	1RCR|2DUR|3CDMG|49ASPD|58DMG|6VULN|7aAART
162	61142 33613	   	197.83	ACR|2VULN|2AART|1DMG|2ASPD|1CDMG	1RCR|2DUR|3CDMG|49ASPD|5DMG|68VULN|7aAART
163	61142 33212	   	197.83	ACR|2VULN|2AART|1DMG|2ASPD|1CDMG	1RCR|2DUR|3CDMG|49ASPD|5DMG|6aVULN|78AART
164	24351 12431	   	197.82	ACR|2VULN|2DMG|1AART|2ASPD|1ZMB	19VULN|29ASPD|3RCR|4ZMB|5AART|6RMIN|7DUR|89DMG|9BPWR|aTLV
165	24351 13433	   	197.82	ACR|2VULN|2DMG|1AART|2ASPD|1ZMB	19VULN|29ASPD|3RCR|4ZMB|5AART|6RMIN|7DUST|89DMG|9BPWR|aDUR
166	62321 51123	   	197.69	ACR|4VULN|2DMG|1AART	1RCR|2345VULN|67DMG|8TLV|9LHND|aAART
167	62321 51223	   	197.69	ACR|4VULN|2DMG|1AART	1RCR|2345VULN|67DMG|8ERES|9LHND|aAART
168	62321 51313	   	197.69	ACR|4VULN|2DMG|1AART	1RCR|2345VULN|67DMG|8LWND|9NUKE|aAART
169	62321 51333	   	197.69	ACR|4VULN|2DMG|1AART	1RCR|2345VULN|67DMG|8LWND|9ERES|aAART
170	62321 51263	   	197.59	ACR|4VULN|2DMG|1AART	1RCR|2345VULN|67DMG|8ERES|9DUST|aAART
171	63332 23435	   	197.56	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|29LHND|39VULN|4RCVC|5ASPD|6DUR|7AART|89DMG|9BPWR|aCDMG
172	62116 34213	   	197.54	ACR|3VULN|2DMG|1AART|1CDMG	1RCR|269VULN|3CDMG|49MLV|59DMG|7RPLT|8DMSP|9BPWR|aAART
173	62131 45213	   	197.54	ACR|3VULN|2DMG|1AART|1CDMG	1RCR|249VULN|3CDMG|5RPLT|69DMG|79CGEN|8DMSP|9BPWR|aAART
174	62311 32166	   	197.47	ACR|3VULN|1AART|1DMG|2DUR|1ZMB	1RCR|237VULN|4ZMB|57DUR|67ERES|7BPWR|8AART|9DMG|aASPD
175	62313 23625	   	197.36	ACR|4VULN|3ZMB|1AART	1RCR|239aVULN|49aZMB|5LWND|6DUR|7AART|89aCANHEL|9aBPWR
176	62116 33263	   	197.34	ACR|3VULN|2DMG|1AART|1CDMG	1RCR|267VULN|3CDMG|4MLV|58DMG|9RPLT|aAART
