0	Index      	 *	Score 	Summary	Detail	
1	62351 11633	 * 	195.32	DCR|3DMG|2VULN|1AART|1CDMG	1AART|29MLV|3BEXP|49VULN|5CGEN|6CDMG|7RCR|89aDMG|9BPWR
14	15214 53233	 * 	183.92	DCR|3VULN|2DMG|1AART|1CDMG	1RMIN|29FEWX|359VULN|4BEXP|6CDMG|79DMG|8AART|9BPWR|aRCR
15	42111 33621	   	183.88	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	1BASICY|2aVULN|3AART|4LHND|5LWND|6aDUR|7RCR|8ASPD|9aDMG|aBPWR
16	42113 33621	   	183.88	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	1BASICY|2aVULN|3AART|4LHND|5BEXP|6aDUR|7RCR|8ASPD|9aDMG|aBPWR
17	42115 33621	   	183.88	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	1BASICY|2aVULN|3AART|4LHND|5FEWX|6aDUR|7RCR|8ASPD|9aDMG|aBPWR
18	42121 33621	   	183.88	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	1BASICY|2aVULN|3AART|4BEXP|5LWND|6aDUR|7RCR|8ASPD|9aDMG|aBPWR
19	42151 33621	   	183.78	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	1BASICY|2aVULN|3AART|4DUST|5LWND|6aDUR|7RCR|8ASPD|9aDMG|aBPWR
20	42153 33621	   	183.78	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	1BASICY|2aVULN|3AART|4DUST|5BEXP|6aDUR|7RCR|8ASPD|9aDMG|aBPWR
21	13513 33523	   	183.58	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1RMIN|2ZMB|39VULN|4RCR|5ASPD|6DUR|7AART|8CDMG|aDMG
22	63631 32523	   	182.39	ACR|2VULN|2DMG|1AART|1CDMG	1AART|2FEWX|3LWND|4RCR|59VULN|6RCVC|7aDMG|8CDMG
23	32254 31323	 * 	181.86	DCR|2VULN|2DMG|1AART|3DUR	1MLV|23VULN|4aDMG|5AART|6RCR|789DUR
24	13513 31256	 * 	179.99	ACR|2DMG|1AART|1VULN|2ZMB|2ASPD|1DUR	1RMIN|2aZMB|3VULN|4RCR|5aASPD|6DUR|7FEWX|8AART|9aDMG|aBPWR
25	32254 35332	   	179.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1MLV|23VULN|4DMG|5AART|6RCR|7LHND|8DUR|9CDMG|aZMB
26	64221 11142	   	179.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2DUR|3BEXP|45VULN|6CDMG|7RCR|8RMIN|9DMG|aZMB
27	64221 11342	   	179.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2DUR|3BEXP|45VULN|6CDMG|7RCR|8CGEN|9DMG|aZMB
28	32254 32332	   	179.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1MLV|23VULN|4DMG|5AART|6RCR|7LEGI|8DUR|9CDMG|aZMB
29	62351 11631	   	179.66	DCR|2VULN|2DMG|1AART|1CDMG	1AART|29MLV|3BEXP|49VULN|5CGEN|6CDMG|7RCR|89DMG|9BPWR|aDMSP
30	62351 11632	   	179.66	DCR|2VULN|2DMG|1AART|1CDMG	1AART|29MLV|3BEXP|49VULN|5CGEN|6CDMG|7RCR|89DMG|9BPWR|aRPLT
31	62351 11623	   	179.46	DCR|2VULN|2DMG|1AART|1CDMG	1AART|2MLV|3BEXP|49VULN|5CGEN|6CDMG|7RCR|8aDMG
32	62612 11623	   	179.46	DCR|2VULN|2DMG|1AART|1CDMG	1AART|2MLV|3CGEN|4BEXP|59VULN|6CDMG|7RCR|8aDMG
33	61261 23336	 * 	179.39	DCR|2VULN|1AART|1DMG|2CDMG|1ZMB	1AART|28LHND|3BEXP|4RPLT|58CDMG|68VULN|7RCR|8BPWR|9ZMB|aDMG
34	32254 62331	   	178.97	DCR|3VULN|2DMG|1AART	1MLV|23aVULN|46DMG|5AART|7RCR|8ERES|9CGEN
35	35233 13423	 * 	178.58	ACR|2VULN|2DMG|1AART|2ASPD	1MLV|2RPLT|3RCR|49VULN|5aDMG|68ASPD|7AART
36	55233 13423	   	178.48	ACR|2VULN|2DMG|1AART|2ASPD	1ERES|2RPLT|3RCR|49VULN|5aDMG|68ASPD|7AART
37	55264 13433	   	178.48	ACR|2VULN|2DMG|1AART|2ASPD	18ERES|2RPLT|3RCR|4MBVNT|58DMG|68ASPD|7AART|8BPWR|9aVULN
38	63221 11235	 * 	178.08	DCR|4VULN|1AART|2CDMG	1AART|289FEWX|3BEXP|459aVULN|69CDMG|7RCR|9BPWR
39	63221 11336	   	178.08	DCR|4VULN|1AART|2CDMG	1AART|29FEWX|38BEXP|459aVULN|69CDMG|7RCR|9BPWR
40	32254 31326	 * 	177.93	DCR|2VULN|1AART|1DMG|3DUR|1CDMG	1MLV|23VULN|4DMG|5AART|6RCR|789DUR|aCDMG
41	62612 11633	   	177.73	DCR|3DMG|1AART|1VULN|1CDMG	1AART|29MLV|3CGEN|49BEXP|5VULN|6CDMG|7RCR|89aDMG|9BPWR
42	61221 11123	   	177.53	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2LHND|3BEXP|459VULN|6CDMG|7RCR|8RMIN|aDMG
43	63221 11523	   	177.53	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2FEWX|3BEXP|459VULN|6CDMG|7RCR|8MLV|aDMG
44	62613 13623	   	177.48	ACR|2VULN|2DMG|1AART|1CDMG	1AART|2MLV|3CGEN|4BEXP|5RCR|6CDMG|79VULN|8aDMG
45	63221 11423	   	177.43	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2FEWX|3BEXP|459VULN|6CDMG|7RCR|8ERES|aDMG
46	32254 33633	   	177.26	DCR|2AART|2VULN|2DMG	1MLV|23VULN|4aDMG|59AART|6RCR|78FEWX
47	32254 36233	   	177.16	DCR|2AART|2VULN|2DMG	17MLV|23VULN|4aDMG|59AART|6RCR|8DUST
48	13512 23313	   	176.64	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1RMIN|2ZMB|3aVULN|4RCR|5BEXP|6DUR|7AART|8DMG|9CDMG
49	13513 23533	   	176.64	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1RMIN|2ZMB|39VULN|4RCR|5ASPD|6FEWX|7AART|8CDMG|aDMG
50	13515 33523	   	176.64	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1RMIN|2ZMB|39VULN|4RCR|5CGEN|6DUR|7AART|8CDMG|aDMG
51	31514 22513	   	176.64	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1MLV|2ZMB|3aVULN|4RCR|5LHND|6DUR|7AART|8DMG|9CDMG
52	13511 33523	   	176.54	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1RMIN|2ZMB|39VULN|4RCR|5ERES|6DUR|7AART|8CDMG|aDMG
53	51611 22513	   	176.54	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1ERES|2ZMB|3LHND|4RCR|5aVULN|6DUR|7AART|8DMG|9CDMG
54	32253 11233	   	175.83	DCR|3VULN|1AART|1DMG|1CDMG	19MLV|239VULN|4DMG|5BASHEA|6RCR|79LHND|8AART|9BPWR|aCDMG
55	62613 13633	 * 	175.75	ACR|3DMG|1AART|1VULN|1CDMG	1AART|29MLV|3CGEN|49BEXP|5RCR|6CDMG|7VULN|89aDMG|9BPWR
56	64631 32313	   	175.68	ACR|2VULN|2DMG|1AART|1DUR	1AART|2DUR|3LWND|4RCR|58VULN|6RCVC|7aDMG|9LHND
57	64631 32323	   	175.68	ACR|2VULN|2DMG|1AART|1DUR	1AART|2DUR|3LWND|4RCR|58VULN|6RCVC|7aDMG|9FEWX
58	32254 32336	   	175.65	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1MLV|23VULN|4DMG|5AART|6RCR|7LEGI|8DUR|9CDMG|aASPD
59	32254 33631	   	175.33	DCR|3VULN|2AART|1DMG	1MLV|23aVULN|4DMG|59AART|6RCR|78FEWX
60	42122 21241	 * 	175.31	DCR|2VULN|1AART|1DMG|2ASPD|2DUR	1BASICY|2aVULN|3AART|4BEXP|5DMG|6RCR|7aDUR|8LHND|9aASPD|aBPWR
61	31554 31323	   	175.28	DCR|2VULN|1AART|1DMG|3DUR|1ZMB	1MLV|2ZMB|34VULN|5AART|6RCR|789DUR|aDMG
62	32254 36231	   	175.23	DCR|3VULN|2AART|1DMG	17MLV|23aVULN|4DMG|59AART|6RCR|8DUST
63	32254 36321	   	175.23	DCR|3VULN|2AART|1DMG	17MLV|23aVULN|4DMG|59AART|6RCR|8ERES
64	63221 21425	   	175.13	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2FEWX|3BEXP|459VULN|6DMG|7MLV|8RCR|aCDMG
65	63221 22425	   	175.03	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2FEWX|3BEXP|459VULN|6DMG|7TLV|8RCR|aCDMG
66	63221 25163	   	174.93	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2FEWX|3BEXP|458VULN|6DMG|7RCVC|9RCR|aCDMG
67	32254 22633	   	174.86	DCR|2AART|2VULN|2DMG	16MLV|23VULN|4aDMG|59AART|7RCR|8FEWX
68	32254 22233	   	174.76	DCR|2AART|2VULN|2DMG	16MLV|23VULN|4aDMG|59AART|7RCR|8DUST
69	32254 62232	   	174.76	DCR|2AART|2VULN|2DMG	1MLV|23VULN|46DMG|59AART|7RCR|8DUST|aLHND
70	32254 62322	   	174.66	DCR|2AART|2VULN|2DMG	1MLV|23VULN|46DMG|59AART|7RCR|8ERES|aTLV
71	15211 63233	 * 	174.58	DCR|2VULN|2DMG|1AART|2CDMG	1RMIN|29FEWX|39VULN|4BEXP|56CDMG|79DMG|8AART|9BPWR|aRCR
72	32254 31353	   	174.11	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1MLV|23VULN|4DMG|5AART|6RCR|78DUR|9RMIN|aCDMG
73	32254 33335	   	174.11	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1MLV|23VULN|4DMG|5AART|6RCR|7FEWX|89DUR|aCDMG
74	32254 31335	   	174.01	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1MLV|23VULN|4DMG|5AART|6RCR|78DUR|9DUST|aCDMG
75	64221 11613	   	174.01	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|28DUR|3BEXP|45VULN|6CDMG|7RCR|9ERES|aDMG
76	42112 23463	   	173.85	DCR|2VULN|2DMG|1AART|1DUR	1BASICY|28VULN|3AART|4LHND|59DMG|6RCR|7BEXP|aDUR
77	42122 22462	   	173.75	DCR|2VULN|2DMG|1AART|1ASPD	1BASICY|28VULN|3AART|4BEXP|59DMG|6RCR|7DUST|aASPD
78	53611 33323	 * 	173.65	ACR|3VULN|1AART|1DMG|2ZMB	1ERES|2FEWX|36ZMB|4RCR|579VULN|8DMG|aAART
79	13513 23256	   	173.65	ACR|2DMG|1AART|1VULN|2ZMB|2ASPD	1RMIN|2aZMB|3VULN|4RCR|5aASPD|6FEWX|7AART|8LWND|9aDMG|aBPWR
80	13513 23356	   	173.65	ACR|2DMG|1AART|1VULN|2ZMB|2ASPD	1RMIN|2aZMB|3VULN|4RCR|5aASPD|6FEWX|7AART|8LHND|9aDMG|aBPWR
81	32253 11236	   	173.63	DCR|3VULN|2AART|1DMG	19MLV|239VULN|4DMG|5BASHEA|6RCR|79LHND|8aAART|9BPWR
82	62122 31323	   	173.61	DCR|2VULN|1AART|1DMG|3DUR|1ASPD	1AART|2MLV|3ASPD|45VULN|6RCR|789DUR|aDMG
83	61631 13513	   	173.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2LHND|3LWND|4RCR|5aVULN|6CGEN|7ZMB|8DMG|9CDMG
84	32254 36323	   	173.22	DCR|2AART|2VULN|1DMG|1CDMG	17MLV|23VULN|4DMG|59AART|6RCR|8ERES|aCDMG
85	62122 34433	   	173.22	DCR|3VULN|1AART|1DMG|1ASPD	1AART|29MLV|3ASPD|459VULN|6RCR|7RPLT|89ERES|9BPWR|aDMG
86	62122 34621	   	173.22	DCR|3VULN|1AART|1DMG|1ASPD	1AART|2MLV|3ASPD|459VULN|6RCR|7RPLT|8DMG|aDMSP
87	62122 34423	   	173.12	DCR|3VULN|1AART|1DMG|1ASPD	1AART|2MLV|3ASPD|459VULN|6RCR|7RPLT|8ERES|aDMG
88	32254 22631	   	172.93	DCR|3VULN|2AART|1DMG	16MLV|23aVULN|4DMG|59AART|7RCR|8FEWX
89	61221 11142	   	172.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2LHND|3BEXP|45VULN|6CDMG|7RCR|8RMIN|9DMG|aZMB
90	61221 11342	   	172.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2LHND|3BEXP|45VULN|6CDMG|7RCR|8CGEN|9DMG|aZMB
91	61221 11542	   	172.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2LHND|3BEXP|45VULN|6CDMG|7RCR|8MLV|9DMG|aZMB
92	63221 11142	   	172.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2FEWX|3BEXP|45VULN|6CDMG|7RCR|8RMIN|9DMG|aZMB
93	63221 11542	   	172.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2FEWX|3BEXP|45VULN|6CDMG|7RCR|8MLV|9DMG|aZMB
94	32254 22231	   	172.83	DCR|3VULN|2AART|1DMG	16MLV|23aVULN|4DMG|59AART|7RCR|8DUST
95	32254 22321	   	172.83	DCR|3VULN|2AART|1DMG	16MLV|23aVULN|4DMG|59AART|7RCR|8ERES
96	61221 11442	   	172.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2LHND|3BEXP|45VULN|6CDMG|7RCR|8ERES|9DMG|aZMB
97	63221 11442	   	172.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2FEWX|3BEXP|45VULN|6CDMG|7RCR|8ERES|9DMG|aZMB
98	42112 22511	   	172.76	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1BASICY|2aVULN|3AART|4LHND|5DMG|6RCR|7aDUR|8ZMB|9aFEWX|aBPWR
99	42112 22521	   	172.76	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1BASICY|2aVULN|3AART|4LHND|5DMG|6RCR|7aDUR|8ZMB|9aLWND|aBPWR
100	42122 21511	   	172.76	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1BASICY|2aVULN|3AART|4BEXP|5DMG|6RCR|7aDUR|8ZMB|9aFEWX|aBPWR
101	42122 21521	   	172.76	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1BASICY|2aVULN|3AART|4BEXP|5DMG|6RCR|7aDUR|8ZMB|9aLWND|aBPWR
102	32254 33326	   	172.75	DCR|2VULN|2DMG|1AART|1DUR	1MLV|23VULN|4aDMG|5AART|6RCR|7FEWX|8DUR|9LWND
103	32254 35323	   	172.75	DCR|2VULN|2DMG|1AART|1DUR	1MLV|23VULN|4aDMG|5AART|6RCR|7LHND|8DUR|9CGEN
104	32254 31113	   	172.65	DCR|2VULN|2DMG|1AART|1DUR	1MLV|23VULN|4aDMG|5AART|6RCR|7DUR|8ERES|9LHND
105	32254 31123	   	172.65	DCR|2VULN|2DMG|1AART|1DUR	1MLV|23VULN|4aDMG|5AART|6RCR|7DUR|8ERES|9FEWX
106	32254 31153	   	172.65	DCR|2VULN|2DMG|1AART|1DUR	1MLV|23VULN|4aDMG|5AART|6RCR|7DUR|8ERES|9LWND
107	32254 32316	   	172.65	DCR|2VULN|2DMG|1AART|1DUR	1MLV|23VULN|4aDMG|5AART|6RCR|7LEGI|8DUR|9FEWX
108	32254 32323	   	172.65	DCR|2VULN|2DMG|1AART|1DUR	1MLV|23VULN|4aDMG|5AART|6RCR|7LEGI|8DUR|9CGEN
109	13513 33553	 * 	172.60	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB|1DUR	1RMIN|2ZMB|3VULN|4RCR|59ASPD|6DUR|7AART|8CDMG|aDMG
110	35233 13422	   	172.00	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	1MLV|2RPLT|3RCR|49VULN|5DMG|68ASPD|7AART|aZMB
111	64252 11123	   	171.92	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUR|3BEXP|4RCVC|59VULN|6CDMG|7RCR|8RMIN|aDMG
112	64252 11323	   	171.92	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUR|3BEXP|4RCVC|59VULN|6CDMG|7RCR|8CGEN|aDMG
113	55233 13422	   	171.90	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	1ERES|2RPLT|3RCR|49VULN|5DMG|68ASPD|7AART|aZMB
114	55233 13223	   	171.77	ACR|2VULN|2DMG|1AART|1ASPD	18ERES|2RPLT|3RCR|49VULN|5aDMG|6ASPD|7AART
115	63631 31523	   	171.74	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2FEWX|3LWND|4RCR|59VULN|6RCVC|7ASPD|8CDMG|aDMG
116	13132 33513	 * 	171.58	DCR|3ZMB|1AART|1DMG|1VULN|1CDMG	1RMIN|235ZMB|35BPWR|45LWND|6RCR|7AART|8DMG|9CDMG|aVULN
117	32253 56321	   	171.52	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	1MLV|237VULN|4DMG|5BASHEA|6ASPD|8ZMB|9RCR|aAART
118	62163 24321	 * 	171.24	ACR|2AART|2VULN|1DMG|2ASPD	18AART|26MLV|34ASPD|5RCR|7DMG|9aVULN
119	62122 34631	 * 	171.21	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1AART|2MLV|3ASPD|45VULN|6RCR|7RPLT|8DMG|9FLTHEA|aLIT
120	62122 34632	   	171.21	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1AART|2MLV|3ASPD|45VULN|6RCR|7RPLT|8DMG|9FLTHEA|aLWND
121	62122 34633	   	171.21	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1AART|2MLV|3ASPD|45VULN|6RCR|7RPLT|8DMG|9FLTHEA|aFEWX
122	62123 25314	   	171.15	DCR|2AART|2DMG|1VULN|1DUR|1ASPD	1aAART|2MLV|3ASPD|4VULN|5DUR|69DMG|7BELT|8RCR
123	61221 11335	 * 	171.12	DCR|3VULN|1AART|1CDMG|1FLTHEA	1AART|2LHND|3BEXP|45aVULN|6CDMG|7RCR|8CGEN|9FLTHEA
124	61221 11535	   	171.12	DCR|3VULN|1AART|1CDMG|1FLTHEA	1AART|2LHND|3BEXP|45aVULN|6CDMG|7RCR|8MLV|9FLTHEA
125	61221 11435	   	171.02	DCR|3VULN|1AART|1FLTHEA|1CDMG	1AART|2LHND|3BEXP|45aVULN|6CDMG|7RCR|8ERES|9FLTHEA
126	32253 11213	   	170.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MLV|23VULN|4DMG|5BASHEA|6RCR|7LHND|8AART|9ZMB|aCDMG
127	63221 11234	   	170.92	DCR|3VULN|1AART|2CDMG|1DUR	1AART|289FEWX|3BEXP|459VULN|69CDMG|7RCR|9BPWR|aDUR
128	32254 22323	   	170.82	DCR|2AART|2VULN|1DMG|1CDMG	16MLV|23VULN|4DMG|59AART|7RCR|8ERES|aCDMG
129	63221 25363	   	170.73	DCR|2AART|2VULN|1DMG|1CDMG	18AART|2FEWX|3BEXP|45VULN|6DMG|7RCVC|9RCR|aCDMG
130	32254 31163	   	170.72	DCR|3VULN|1AART|1DMG|1DUR	1MLV|23aVULN|4DMG|5AART|6RCR|7DUR|8ERES|9RPLT
131	32254 31513	   	170.72	DCR|3VULN|1AART|1DMG|1DUR	1MLV|23aVULN|4DMG|5AART|6RCR|7DUR|8DUST|9BELT
132	62123 35313	   	170.71	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1AART|2MLV|3ASPD|4aVULN|5DUR|6ZMB|7BELT|8RCR|9DMG
133	53611 33233	 * 	170.65	ACR|2VULN|2AART|1DMG|2ZMB	1ERES|2FEWX|36ZMB|4RCR|57VULN|89AART|aDMG
134	12613 33541	 * 	170.32	ACR|2DMG|1AART|1CDMG|2ASPD|1ZMB|1DUR	1RMIN|2aLWND|3ZMB|4RCR|5aASPD|6DUR|7AART|8CDMG|9aDMG|aBPWR
135	63331 23463	   	170.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2FEWX|3ZMB|48VULN|5CGEN|6DMG|7RCVC|9RCR|aCDMG
136	32254 62221	   	170.25	DCR|2VULN|2DMG|1AART|1DUR	1MLV|23VULN|46DMG|5AART|7RCR|8DUST|9DUR|aLHND
137	32254 62223	   	170.25	DCR|2VULN|2DMG|1AART|1DUR	1MLV|23VULN|46DMG|5AART|7RCR|8DUST|9DUR|aCGEN
138	32254 62313	   	170.25	DCR|2VULN|2DMG|1AART|1ASPD	1MLV|23VULN|46DMG|5AART|7RCR|8ERES|9LHND|aASPD
139	61261 23324	 * 	170.02	DCR|3VULN|1AART|3CDMG	1AART|28LHND|3BEXP|4RPLT|589CDMG|68aVULN|7RCR|8BPWR
140	63261 23324	   	170.02	DCR|3VULN|1AART|3CDMG	1AART|28FEWX|3BEXP|4RPLT|589CDMG|68aVULN|7RCR|8BPWR
141	42112 23641	   	170.01	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	1BASICY|2aVULN|3AART|4LHND|5DMG|6RCR|7aBEXP|8DUR|9aASPD|aBPWR
142	64253 11223	   	169.94	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUR|3BEXP|4RCVC|5RCR|6CDMG|7RMIN|89VULN|aDMG
143	64253 13123	   	169.94	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUR|3BEXP|4RCVC|5RCR|6CDMG|79VULN|8RMIN|aDMG
144	64253 13323	   	169.94	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUR|3BEXP|4RCVC|5RCR|6CDMG|79VULN|8CGEN|aDMG
145	13513 33542	 * 	169.84	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD|1DUR	1RMIN|2aZMB|3VULN|4RCR|5ASPD|6DUR|7AART|8CDMG|9DMG
146	62113 13636	 * 	169.84	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR|1ASPD	1AART|2MLV|3ASPD|4BEXP|5RCR|6CDMG|7VULN|8DMG|9FLTHEA|aDUR
147	42122 22641	   	169.81	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	1BASICY|2aVULN|3AART|4BEXP|5DMG|6RCR|7aDUST|8DUR|9aASPD|aBPWR
148	63261 23351	   	169.69	DCR|2VULN|1AART|1DMG|2CDMG	1AART|28FEWX|3BEXP|4RPLT|58CDMG|68VULN|7RCR|8BPWR|9DMG|aRCVC
149	31134 22116	 * 	169.61	DCR|2DMG|3ZMB|1AART|2FLTHEA	136MLV|23aZMB|3aBPWR|4LWND|5AART|7aDMG|8aFLTHEA|9RCR
150	13132 33126	 * 	169.37	DCR|2AART|3ZMB|1VULN|1DMG	1RMIN|235ZMB|35BPWR|45LWND|6RCR|78AART|9VULN|aDMG
151	32245 33163	   	169.30	ACR|3VULN|1AART|1DMG|1ZMB	14MLV|238VULN|5RCR|6FEWX|7AART|9ZMB|aDMG
152	61634 32332	   	169.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2LHND|3LWND|4RCR|57DMG|6MLV|8DUR|9CDMG|aVULN
153	32253 16143	 * 	169.17	DCR|4VULN|2DMG	1MLV|2389VULN|4aDMG|5BASHEA|6RCR|7LSRHEA
154	32253 11234	   	169.12	DCR|3VULN|1AART|1DMG|1DUR	19MLV|239VULN|4DMG|5BASHEA|6RCR|79LHND|8AART|9BPWR|aDUR
155	62122 35332	   	169.09	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1AART|2MLV|3ASPD|45VULN|6RCR|7LHND|8DUR|9CDMG|aZMB
156	63333 44311	   	169.06	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1AART|2FEWX|3ZMB|47VULN|5aDUR|6BELT|8RCR|9DMG
157	62122 33633	   	169.01	DCR|2AART|2VULN|1DMG|1ASPD	19AART|2MLV|3ASPD|45VULN|6RCR|78FEWX|aDMG
158	62122 36633	   	169.01	DCR|2AART|2VULN|1DMG|1ASPD	19AART|27MLV|3ASPD|45VULN|6RCR|8FEWX|aDMG
159	62122 32332	   	168.99	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1AART|2MLV|3ASPD|45VULN|6RCR|7LEGI|8DUR|9CDMG|aZMB
160	64323 43311	   	168.96	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1AART|2aDUR|3ZMB|4DUST|57VULN|6BELT|8RCR|9DMG
161	64332 43311	   	168.96	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1AART|2aDUR|3ZMB|47VULN|5DUST|6BELT|8RCR|9DMG
162	61221 11321	 * 	168.91	DCR|3VULN|2AART|1CDMG	1aAART|2LHND|3BEXP|459VULN|6CDMG|7RCR|8CGEN
163	61221 11521	   	168.91	DCR|3VULN|2AART|1CDMG	1aAART|2LHND|3BEXP|459VULN|6CDMG|7RCR|8MLV
164	62122 36233	   	168.91	DCR|2AART|2VULN|1DMG|1ASPD	19AART|27MLV|3ASPD|45VULN|6RCR|8DUST|aDMG
