0	Index      	 *	Score 	Summary	Detail	
1	32143 33215	 * 	204.28	ACR|3DMG|2VULN|1AART|1CDMG|1DUR	1LWND|2RCR|3aVULN|459DMG|6AART|7DUR|8CDMG
63	32143 36631	   	183.59	ACR|3VULN|2DMG|1AART	1LWND|2RCR|37aVULN|45DMG|6AART|8TLV|9MLV
64	51513 16112	 * 	183.58	DCR|3VULN|1AART|1DMG|2CDMG|1DUR	17CDMG|27TLV|3DUR|4MLV|5AART|678VULN|7BPWR|9RCR|aDMG
65	31343 32131	   	183.57	ACR|3DMG|2VULN|1CDMG|2DUR	1LWND|26DUR|3RCR|456DMG|6BPWR|7aVULN|8RCVC|9CDMG
66	31344 62131	   	183.57	ACR|3DMG|2VULN|1CDMG|2DUR	1LWND|25DUR|3RCR|456DMG|5BPWR|7aVULN|8RCVC|9CDMG
67	31143 32244	   	183.40	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	19LWND|2DUR|3aVULN|45DMG|6AART|7RCR|8CDMG
68	31144 32214	   	183.40	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	15LWND|2DUR|3aVULN|49DMG|6AART|7RCR|8CDMG
69	11213 33243	   	183.13	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|2AART|3ZMB|468VULN|5CDMG|7LWND|9RCR|aDMG
70	32143 43532	   	183.09	ACR|3DMG|2VULN|1AART	189LWND|2RCR|36VULN|45aDMG|7AART
71	21213 33243	   	183.03	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1DUST|2AART|3ZMB|468VULN|5CDMG|7LWND|9RCR|aDMG
72	32143 43611	   	182.99	ACR|3VULN|2DMG|1AART	1LWND|2RCR|36aVULN|45DMG|7AART|8TLV|9CGEN
73	32143 43631	   	182.99	ACR|3VULN|2DMG|1AART	1LWND|2RCR|36aVULN|45DMG|7AART|8TLV|9MLV
74	32145 12115	   	182.84	ACR|3DMG|2VULN|1AART|1SELL	1LWND|2RCR|3aVULN|489DMG|5SELL|6LHND|7AART
75	32145 12314	   	182.84	ACR|3VULN|2DMG|1AART|1SELL	1LWND|2RCR|38aVULN|49DMG|5SELL|6LHND|7AART
76	32533 64121	   	182.28	ACR|2VULN|2DMG|1AART|1CDMG	19LWND|2RCR|39AIRHEA|4LHND|5AART|68VULN|79DMG|9BPWR|aCDMG
77	61363 35222	   	181.92	DCR|4VULN|1AART|1DMG|1DUR	1RPLT|2348VULN|5DMG|6AART|7RCR|9DUR|aBELT
78	61363 35221	   	181.82	DCR|4VULN|1AART|1DMG|1DUR	1RPLT|2348VULN|5DMG|6AART|7RCR|9DUR|aERES
79	61363 35223	   	181.82	DCR|4VULN|1AART|1DMG|1DUR	1RPLT|2348VULN|5DMG|6AART|7RCR|9DUR|aNUKE
80	11122 46216	 * 	181.75	ACR|2AART|2DMG|1VULN|1CDMG|1ZMB	1BEXP|23AART|4ZMB|5RCR|6LHND|7VULN|8CDMG|9aDMG
81	31343 41112	   	181.67	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1LWND|2DUR|3RCR|45DMG|6aVULN|7ZMB|8ERES|9AART
82	31343 32324	   	181.67	ACR|3DMG|2VULN|1CDMG|2DUR	1LWND|26DUR|3RCR|456DMG|6BPWR|7aVULN|8RPLT|9CDMG
83	11122 66216	   	181.65	ACR|2AART|2DMG|1VULN|1CDMG|1ZMB	1BEXP|23AART|4ZMB|5RCR|6DUST|7CDMG|8VULN|9aDMG
84	11221 33211	   	181.52	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1BEXP|2AART|3ZMB|4ERES|59DMG|6RCR|7DUR|8CDMG|aVULN
85	21631 33211	   	181.52	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1DUST|2AART|3CGEN|4ZMB|59DMG|6RCR|7DUR|8CDMG|aVULN
86	31143 32211	   	181.47	DCR|3DMG|1AART|1VULN|1CDMG|1DUR	1LWND|2DUR|3VULN|459DMG|6AART|7RCR|8CDMG|aMLV
87	31143 32214	   	181.47	DCR|3DMG|1AART|1VULN|1CDMG|1DUR	1LWND|2DUR|3VULN|459DMG|6AART|7RCR|8CDMG|aBEXP
88	21221 33211	   	181.42	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1DUST|2AART|3ZMB|4ERES|59DMG|6RCR|7DUR|8CDMG|aVULN
89	21261 33214	   	181.42	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1DUST|2AART|3ZMB|4TLV|59DMG|6RCR|7DUR|8CDMG|aVULN
90	31143 32213	   	181.37	DCR|3DMG|1AART|1VULN|1CDMG|1DUR	1LWND|2DUR|3VULN|459DMG|6AART|7RCR|8CDMG|aERES
91	31143 32216	   	181.37	DCR|3DMG|1AART|1VULN|1CDMG|1DUR	1LWND|2DUR|3VULN|459DMG|6AART|7RCR|8CDMG|aLEGI
92	32143 41431	   	181.09	ACR|3VULN|2DMG|1AART	1LWND|2RCR|368VULN|45DMG|7ERES|9NUKE|aAART
93	14231 33211	   	181.02	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1BEXP|2CGEN|3AART|4ZMB|59DMG|6RCR|7DUR|8CDMG|aVULN
94	32333 33556	 * 	180.98	ACR|2VULN|2DMG|1AART|2ASPD	1LWND|2RCR|3RMIN|46ASPD|56DMG|6BPWR|7AART|8LSRREG|9aVULN
95	24231 33211	   	180.92	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1DUST|2CGEN|3AART|4ZMB|59DMG|6RCR|7DUR|8CDMG|aVULN
96	32143 66312	   	180.88	ACR|3VULN|3DMG|1ASPD	17LWND|2RCR|39aVULN|457DMG|67FEWX|7BPWR|8ASPD
97	11362 32162	   	180.87	DCR|3VULN|2DMG|1AART	1aBEXP|2AART|3LHND|48aVULN|5DUST|6ERES|7RCR|9aDMG|aBPWR
98	46231 33211	   	180.82	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1ERES|2DUST|3AART|4ZMB|59DMG|6RCR|7DUR|8CDMG|aVULN
99	21365 32162	   	180.77	DCR|3VULN|2DMG|1AART	1aDUST|2AART|3LHND|48aVULN|5BEXP|6ERES|7RCR|9aDMG|aBPWR
100	21461 32162	   	180.77	DCR|3VULN|2DMG|1AART	1aDUST|2AART|3BEXP|48aVULN|5LHND|6ERES|7RCR|9aDMG|aBPWR
101	11213 36116	   	180.73	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|2AART|3ZMB|468VULN|5CDMG|7DMG|9RMIN|aRCR
102	21213 36116	   	180.63	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1DUST|2AART|3ZMB|468VULN|5CDMG|7DMG|9RMIN|aRCR
103	11213 36166	   	180.63	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|2AART|3ZMB|468VULN|5CDMG|7DMG|9ERES|aRCR
104	21213 36166	   	180.53	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1DUST|2AART|3ZMB|468VULN|5CDMG|7DMG|9ERES|aRCR
105	32623 31422	   	180.22	ACR|2VULN|2DMG|1AART|2DUR|1SELL	148LWND|2RCR|3SELL|58DMG|6AART|78DUR|8BPWR|9aVULN
106	43441 33211	   	180.22	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1ERES|2ZMB|3DUST|4AART|59DMG|6RCR|7DUR|8CDMG|aVULN
107	61613 31252	 * 	180.16	DCR|3DMG|2VULN|2ASPD|1CDMG	19RPLT|2aVULN|3LEGI|4CDMG|58aDMG|6aASPD|7RCR|aBPWR
108	32143 33626	   	179.83	ACR|2DMG|2AART|1VULN|1ZMB|1DUR	1LWND|2RCR|3VULN|45DMG|6aAART|7DUR|8ZMB|9RPLT
109	11213 31143	   	179.71	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	1BEXP|2AART|3ZMB|46VULN|5CDMG|78DUR|9RCR|aDMG
110	11213 62143	   	179.71	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	1BEXP|2AART|3ZMB|47VULN|5CDMG|68DUR|9RCR|aDMG
111	42132 21513	   	179.67	DCR|3VULN|3DMG|1CDMG	135ERES|236DMG|36BPWR|46aVULN|7CDMG|8RCR|9BELT
112	11141 12214	   	179.66	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	1BEXP|23AART|4LWND|59DMG|6DUR|7RCR|8CDMG|aVULN
113	11311 12214	   	179.66	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	1BEXP|24AART|3LHND|59DMG|6DUR|7RCR|8CDMG|aVULN
114	21213 31143	   	179.61	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	1DUST|2AART|3ZMB|46VULN|5CDMG|78DUR|9RCR|aDMG
115	11111 12214	   	179.56	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	1BEXP|23AART|4DUST|59DMG|6DUR|7RCR|8CDMG|aVULN
116	11151 12214	   	179.56	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	1BEXP|23AART|4LEGI|59DMG|6DUR|7RCR|8CDMG|aVULN
117	21121 32214	   	179.56	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	1DUST|23AART|4DUR|59DMG|6LWND|7RCR|8CDMG|aVULN
118	21121 42214	   	179.56	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	1DUST|23AART|4DUR|59DMG|6LHND|7RCR|8CDMG|aVULN
119	21141 12214	   	179.56	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	1DUST|23AART|4LWND|59DMG|6DUR|7RCR|8CDMG|aVULN
120	21161 12214	   	179.56	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	1DUST|23AART|4BEXP|59DMG|6DUR|7RCR|8CDMG|aVULN
121	21311 12214	   	179.56	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	1DUST|24AART|3LHND|59DMG|6DUR|7RCR|8CDMG|aVULN
122	21411 12214	   	179.56	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	1DUST|24AART|3BEXP|59DMG|6DUR|7RCR|8CDMG|aVULN
123	32143 32111	   	179.48	ACR|2VULN|2DMG|2AART	1LWND|2RCR|3aVULN|45DMG|68AART|7RMIN|9CGEN
124	32143 32131	   	179.48	ACR|2VULN|2DMG|2AART	1LWND|2RCR|3aVULN|45DMG|68AART|7RMIN|9MLV
125	21121 22214	   	179.46	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	1DUST|23AART|4DUR|59DMG|6LEGI|7RCR|8CDMG|aVULN
126	21151 12214	   	179.46	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	1DUST|23AART|4LEGI|59DMG|6DUR|7RCR|8CDMG|aVULN
127	32143 31131	   	179.38	ACR|2VULN|2DMG|2AART	1LWND|2RCR|3aVULN|45DMG|68AART|7ERES|9MLV
128	11215 15243	   	179.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2AART|3ZMB|49VULN|5FEWX|6DUR|7RCR|8CDMG|aDMG
129	21215 12243	   	179.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUST|2AART|3ZMB|49VULN|5FEWX|6DUR|7RCR|8CDMG|aDMG
130	32143 36231	   	179.04	ACR|2VULN|2DMG|1AART|1ZMB	1aLWND|2RCR|37VULN|45DMG|6AART|8LHND|9ZMB
131	32143 36232	   	179.04	ACR|2VULN|2DMG|1AART|1ZMB	1LWND|2RCR|37VULN|45DMG|6AART|8LHND|9ZMB|aBELT
132	32143 36233	   	179.04	ACR|2VULN|2DMG|1AART|1ZMB	1LWND|2RCR|37VULN|45DMG|6AART|8LHND|9ZMB|aLIT
133	32143 36234	   	179.04	ACR|2VULN|2DMG|1AART|1ZMB	1LWND|2RCR|37VULN|45DMG|6AART|8LHND|9ZMB|aRMIN
134	31343 32643	   	179.02	ACR|3DMG|2VULN|2DUR|1ZMB	1LWND|26DUR|3RCR|456DMG|6BPWR|79VULN|8LHND|aZMB
135	32143 36235	   	178.94	ACR|2VULN|2DMG|1AART|1ZMB	1LWND|2RCR|37VULN|45DMG|6AART|8LHND|9ZMB|aDUST
136	31344 33423	 * 	178.87	ACR|3DMG|2VULN|3DUR|1ASPD	1LWND|256DUR|3RCR|456DMG|56BPWR|7DMSP|8aVULN|9ASPD
137	42233 11312	   	178.86	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	1ERES|25DMG|3ZMB|4ASPD|6aVULN|7RCR|8MGNLIT|9AART
138	31143 32615	   	178.82	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	1LWND|2DUR|3VULN|45aDMG|6AART|7RCR|8ZMB|9LIT
139	31143 32624	   	178.82	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	1LWND|2DUR|3VULN|45aDMG|6AART|7RCR|8ZMB|9RPLT
140	31343 33423	   	178.77	ACR|3DMG|2VULN|3DUR|1ASPD	1LWND|267DUR|3RCR|456DMG|6BPWR|8aVULN|9ASPD
141	56173 44112	   	178.77	DCR|2VULN|2DMG|1AART|1CDMG	1CDMG|2MBVNT|3DUST|47VULN|59DMG|6RCR|8AART|aRCVC
142	32143 45121	   	178.67	ACR|3VULN|2DMG|1CDMG|1DUR	1LWND|2RCR|36aVULN|45DMG|7DUR|8CDMG|9CGEN
143	32142 43161	   	178.60	ACR|3DMG|1VULN|2CDMG|1ZMB|1ASPD	17LWND|2RCR|3VULN|478DMG|5BELT|67CDMG|7BPWR|9ZMB|aASPD
144	11221 36412	 * 	178.53	DCR|2VULN|1AART|1DMG|2ZMB|2ASPD	1BEXP|2AART|3aZMB|4ERES|5DMG|6RCR|7aVULN|8LWND|9aASPD|aBPWR
145	11221 36462	   	178.52	DCR|2VULN|2DMG|1AART|1ZMB	1BEXP|2AART|3ZMB|4ERES|59DMG|6RCR|7aVULN|8LWND
146	32143 43231	   	178.44	ACR|2VULN|2DMG|1AART|1ZMB	1aLWND|2RCR|36VULN|45DMG|7AART|8LHND|9ZMB
147	32143 43232	   	178.44	ACR|2VULN|2DMG|1AART|1ZMB	1LWND|2RCR|36VULN|45DMG|7AART|8LHND|9ZMB|aBELT
148	32143 43233	   	178.44	ACR|2VULN|2DMG|1AART|1ZMB	1LWND|2RCR|36VULN|45DMG|7AART|8LHND|9ZMB|aLIT
149	32143 43234	   	178.44	ACR|2VULN|2DMG|1AART|1ZMB	1LWND|2RCR|36VULN|45DMG|7AART|8LHND|9ZMB|aRMIN
150	21221 36412	   	178.43	DCR|2VULN|1AART|1DMG|2ZMB|2ASPD	1DUST|2AART|3aZMB|4ERES|5DMG|6RCR|7aVULN|8LWND|9aASPD|aBPWR
151	21261 36412	   	178.43	DCR|2VULN|1AART|1DMG|2ZMB|2ASPD	1DUST|2AART|3aZMB|4TLV|5DMG|6RCR|7aVULN|8LWND|9aASPD|aBPWR
152	11221 36162	   	178.42	DCR|2VULN|2DMG|1AART|1ZMB	1BEXP|2AART|3ZMB|4ERES|59DMG|6RCR|7aVULN|8DUST
153	21221 36462	   	178.42	DCR|2VULN|2DMG|1AART|1ZMB	1DUST|2AART|3ZMB|4ERES|59DMG|6RCR|7aVULN|8LWND
154	31343 46132	   	178.38	ACR|3DMG|2VULN|1CDMG|1DUR	17LWND|2DUR|3RCR|457DMG|67VULN|7BPWR|8RCVC|9CDMG|aCGEN
155	31343 46133	   	178.38	ACR|3DMG|2VULN|1CDMG|1DUR	17LWND|2DUR|3RCR|457DMG|67VULN|7BPWR|8RCVC|9CDMG|aLHND
156	11216 12213	   	178.37	DCR|2AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1BEXP|25AART|3ZMB|4VULN|6aDUR|7RCR|8CDMG|9DMG
157	32143 43235	   	178.34	ACR|2VULN|2DMG|1AART|1ZMB	1LWND|2RCR|36VULN|45DMG|7AART|8LHND|9ZMB|aDUST
158	32623 31421	   	178.29	ACR|3DMG|1AART|1VULN|2DUR|1SELL	148LWND|2RCR|3SELL|58aDMG|6AART|78DUR|8BPWR|9VULN
159	21216 12215	   	178.27	DCR|2AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1DUST|25AART|3ZMB|4VULN|6aDUR|7RCR|8CDMG|9DMG
160	42233 11421	   	178.26	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	1ERES|25DMG|3ZMB|4ASPD|68VULN|7RCR|9MLV|aAART
161	31343 62131	   	178.18	ACR|3DMG|2VULN|1CDMG|1DUR	1LWND|2DUR|3RCR|456DMG|7aVULN|8RCVC|9CDMG
162	42233 11461	   	178.16	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	1ERES|25DMG|3ZMB|4ASPD|68VULN|7RCR|9NUKE|aAART
163	11122 14344	   	178.04	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1BEXP|23AART|4ZMB|5RCR|6DUR|7ASPD|8DMG|9CDMG|aVULN
164	32143 33516	   	177.97	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1LWND|2RCR|3VULN|45DMG|6AART|7DUR|8LHND|9ASPD|aCDMG
165	31343 45112	   	177.61	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1LWND|2DUR|3RCR|45DMG|6aVULN|7ASPD|8ERES|9AART
166	31344 31121	 * 	177.55	ACR|3DMG|1AART|1VULN|3DUR	1LWND|256DUR|3RCR|456DMG|56BPWR|7LIT|8MLV|9VULN|aAART
167	31344 31321	   	177.55	ACR|3DMG|1AART|1VULN|3DUR	1LWND|256DUR|3RCR|456DMG|56BPWR|7LIT|8CGEN|9VULN|aAART
168	32143 32162	   	177.55	ACR|3DMG|2AART|1VULN	1LWND|2RCR|3VULN|459DMG|68AART|7RMIN|aFEWX
169	32143 32163	   	177.55	ACR|3DMG|2AART|1VULN	1LWND|2RCR|3VULN|459DMG|68AART|7RMIN|aMGNLIT
170	32143 32164	   	177.55	ACR|3DMG|2AART|1VULN	1LWND|2RCR|3VULN|459DMG|68AART|7aRMIN
