0	Index      	 *	Score 	Summary	Detail	
1	21616 32421	 * 	228.87	DCR|2VULN|2DMG|2ASPD|3CDMG|1DUR	1aASPD|2DUR|348CDMG|5aDMG|6aVULN|7MBVNT|9RCR|aBPWR
13	23223 16352	   	215.41	DCR|2VULN|2DMG|2ASPD|1AART|1AAC	19ASPD|2AAC|35DMG|4aVULN|6AART|7LHND|8RCR
14	23233 14352	   	215.41	DCR|2VULN|2DMG|2ASPD|1AART|1AAC	19ASPD|2AAC|35DMG|4LWND|6AART|7aVULN|8RCR
15	21225 64623	 * 	214.81	DCR|2VULN|2ASPD|1AART|3DUR|1CDMG	18ASPD|258DUR|3MBVNT|4RPLT|68VULN|7RCR|8BPWR|9AART|aCDMG
16	24233 21114	   	213.71	DCR|3DMG|2VULN|1MDPS|1ASPD|1ZMB|1DUR	1ASPD|234DMG|5MDPS|6DUR|7RCR|89VULN|aZMB
17	22223 16215	   	213.54	DCR|2VULN|2DMG|1AART|1ASPD|1CDMG	1ASPD|2CGEN|35DMG|48VULN|6AART|7RPLT|9CDMG|aRCR
18	23135 24115	 * 	213.21	DCR|2AART|1MDPS|2ASPD|1VULN|1DMG|1AAC|1ZMB	13ASPD|2AAC|4DMG|5ZMB|6VULN|79AART|8RCR|aMDPS
19	24233 51113	   	212.90	DCR|3VULN|3DMG|1MDPS|1ASPD	1ASPD|234DMG|5MDPS|6BEXP|7RCR|89aVULN
20	24132 46121	   	212.53	DCR|2VULN|2DMG|2ASPD|1ZMB|1DUR	13ASPD|24DMG|5ZMB|67VULN|8DUR|9RCR|aRMIN
21	24523 54321	 * 	212.42	DCR|3DMG|2VULN|2ASPD	1aASPD|257DMG|3RMIN|4aVULN|6MBVNT|8aBEXP|9RCR|aBPWR
22	24233 21333	 * 	212.01	DCR|3DMG|1MDPS|1VULN|1AART|1ASPD|2DUR	1ASPD|234DMG|5MDPS|69DUR|7RCR|8AART|aVULN
23	22223 66341	   	211.83	DCR|3VULN|2DMG|2ASPD	16ASPD|2CGEN|35DMG|467VULN|6BPWR|8FEWX|9RCR|aRMIN
24	65123 42332	   	211.52	DCR|2VULN|2DMG|1AART|1ASPD|1ZMB	1ERES|2ZMB|3ASPD|47VULN|59DMG|6LWND|8RCR|aAART
25	24233 51111	   	211.31	DCR|3DMG|2VULN|1MDPS|1ASPD|1CDMG	1ASPD|234DMG|5MDPS|6BEXP|7RCR|89VULN|aCDMG
26	21662 32341	   	211.24	DCR|2VULN|2ASPD|1AART|3DUR|1CDMG	18ASPD|268DUR|3CDMG|4AART|5FEWX|78VULN|8BPWR|9RCR|aRCVC
27	24233 21313	   	210.93	DCR|3DMG|1MDPS|1VULN|1AART|1ASPD|1DUR	1ASPD|234DMG|5MDPS|6DUR|7RCR|8AART|9VULN|aRMIN
28	21662 32342	   	210.81	DCR|2VULN|2ASPD|1AART|3DUR|1CDMG	18ASPD|268DUR|3CDMG|4AART|5FEWX|78VULN|8BPWR|9RCR|aTLV
29	21662 32343	   	210.81	DCR|2VULN|2ASPD|1AART|3DUR|1CDMG|1MSE	18ASPD|268DUR|3CDMG|4AART|5FEWX|78VULN|8BPWR|9RCR|aMSE
30	24131 26122	 * 	210.76	DCR|3ASPD|2DMG|1VULN|1CDMG|1ZMB	139ASPD|24DMG|5DUST|6VULN|7CDMG|8RCR|aZMB
31	24526 11131	 * 	209.59	DCR|3DMG|1MDPS|2ASPD|1VULN|2DUR	1aASPD|29aDMG|3RMIN|4VULN|5MDPS|6LHND|7RCR|8aDUR|aBPWR
32	23233 14323	   	209.50	DCR|2VULN|2DMG|1AART|1ASPD|1AAC|1DUR	1ASPD|2AAC|35DMG|4LWND|6AART|7aVULN|8RCR|9DUR
33	23223 13116	   	209.40	DCR|2VULN|2DMG|1AART|1ASPD|1AAC|1DUR	1ASPD|2AAC|35DMG|4aVULN|6AART|7ERES|8RCR|9DUR
34	64123 11116	   	209.40	DCR|2VULN|2DMG|1AART|1ASPD|1AAC|1DUR	1ERES|25DMG|3ASPD|4aVULN|6AART|7AAC|8RCR|9DUR
35	21274 38172	   	209.32	DCR|3VULN|2ASPD|1DMG|1DUR	18ASPD|2DUR|3MBVNT|48CGEN|5RMIN|68aVULN|7RCR|8BPWR|9DMG
36	22311 35626	 * 	208.63	DCR|3ASPD|2VULN|1AART|2DUR	159ASPD|2CGEN|39FEWX|45DUR|59BPWR|6RCR|7LIT|89VULN|aAART
37	24262 24112	 * 	208.45	DCR|2AART|2DMG|1MDPS|1VULN|1ASPD|1AAC	1ASPD|23DMG|4AAC|5RMIN|6VULN|79AART|8RCR|aMDPS
38	24523 11112	   	208.45	DCR|2AART|2DMG|1MDPS|1VULN|1ASPD|1AAC	1ASPD|25DMG|3RMIN|4VULN|69AART|7AAC|8RCR|aMDPS
39	24233 21314	   	208.39	DCR|3DMG|1MDPS|1VULN|1AART|1ASPD|1AAC|1DUR	1ASPD|234DMG|5MDPS|6DUR|7RCR|8AART|9VULN|aAAC
40	24132 46123	   	208.37	DCR|2VULN|2DMG|2ASPD|1ZMB|1DUR	13ASPD|24DMG|5ZMB|67VULN|8DUR|9RCR|aFEWX
41	24132 46122	   	208.27	DCR|2VULN|2DMG|2ASPD|1ZMB|1DUR|1MSE	13ASPD|24DMG|5ZMB|67VULN|8DUR|9RCR|aMSE
42	23135 24152	   	208.15	DCR|2VULN|2ASPD|1AART|1DMG|1AAC|1ZMB	13ASPD|2AAC|4DMG|5ZMB|6aVULN|7AART|8RCR|9AME
43	23135 24163	   	208.15	DCR|2VULN|2ASPD|1AART|1DMG|1AAC|1ZMB	13ASPD|2AAC|4DMG|5ZMB|6aVULN|7AART|8RCR|9LWND
44	24523 11152	   	208.13	DCR|2VULN|2DMG|1AART|1ASPD|1AAC	1ASPD|25DMG|3RMIN|4aVULN|6AART|7AAC|8RCR|9AME
45	24523 11163	   	208.13	DCR|2VULN|2DMG|1AART|1ASPD|1AAC	1ASPD|25DMG|3RMIN|4aVULN|6AART|7AAC|8RCR|9LWND
46	23135 24133	   	208.05	DCR|2VULN|2ASPD|1AART|1DMG|1AAC|1ZMB	13ASPD|2AAC|4DMG|5ZMB|6aVULN|7AART|8RCR|9MBVNT
47	24262 24133	   	208.03	DCR|2VULN|2DMG|1AART|1ASPD|1AAC	1ASPD|23DMG|4AAC|5RMIN|6aVULN|7AART|8RCR|9MBVNT
48	24523 11133	   	208.03	DCR|2VULN|2DMG|1AART|1ASPD|1AAC	1ASPD|25DMG|3RMIN|4aVULN|6AART|7AAC|8RCR|9MBVNT
49	23135 24112	   	208.01	DCR|2AART|2ASPD|1VULN|1DMG|1AAC|1ZMB	13ASPD|2AAC|4DMG|5ZMB|6VULN|79AART|8RCR|aRMIN
50	22222 63462	 * 	207.98	DCR|2VULN|1MDPS|2DMG|2ASPD|1CDMG	16ASPD|2CGEN|39DMG|46VULN|5DMSP|6BPWR|7MDPS|8RCR|aCDMG
51	22223 63431	   	207.98	DCR|2VULN|2DMG|1MDPS|2ASPD|1CDMG	16ASPD|2CGEN|35DMG|46VULN|6BPWR|7MDPS|8RCR|9RPLT|aCDMG
52	22223 63452	   	207.98	DCR|2VULN|2DMG|1MDPS|2ASPD|1CDMG	16ASPD|29CGEN|35DMG|46VULN|6BPWR|7MDPS|8RCR|aCDMG
53	21225 64622	 * 	207.92	DCR|2VULN|1MDPS|2ASPD|1AART|3DUR	18ASPD|258DUR|3MBVNT|4RPLT|68VULN|7RCR|8BPWR|9AART|aMDPS
54	24131 26135	   	207.88	DCR|2VULN|2DMG|2ASPD|1CDMG	13ASPD|24DMG|5DUST|6aVULN|7CDMG|8RCR|9CGEN
55	21274 38174	   	207.74	DCR|2VULN|2ASPD|1DMG|1CDMG|1DUR	18ASPD|2DUR|3MBVNT|48CGEN|5RMIN|68VULN|7RCR|8BPWR|9DMG|aCDMG
56	22223 66343	   	207.66	DCR|3VULN|2DMG|2ASPD	16ASPD|2CGEN|35DMG|467VULN|6BPWR|8aFEWX|9RCR
57	22223 66342	   	207.56	DCR|3VULN|2DMG|2ASPD|1MSE	16ASPD|2CGEN|35DMG|467VULN|6BPWR|8FEWX|9RCR|aMSE
58	24233 21363	   	207.52	DCR|3DMG|1MDPS|1VULN|1AART|1ASPD|1DUR	1ASPD|234DMG|5MDPS|6DUR|7RCR|8AART|9RCVC|aVULN
59	22223 52444	   	207.46	DCR|3VULN|2DMG|2ASPD	1aASPD|2CGEN|35DMG|478VULN|6MBVNT|9RCR
60	22223 63461	 * 	207.38	DCR|3DMG|2VULN|1MDPS|2ASPD	16ASPD|2CGEN|359DMG|46VULN|6BPWR|7MDPS|8RCR|aLWND
61	22223 63462	   	207.38	DCR|3DMG|2VULN|1MDPS|2ASPD	16ASPD|2CGEN|359DMG|46VULN|6BPWR|7MDPS|8RCR|aAELBLL
62	23433 41333	   	207.38	DCR|3DMG|2VULN|2ASPD|1AAC	16ASPD|2AAC|3LHND|4CGEN|569DMG|6BPWR|7aVULN|8RCR
63	23443 41333	   	207.38	DCR|3DMG|2VULN|2ASPD|1AAC	16ASPD|2AAC|3LHND|4AME|569DMG|6BPWR|7aVULN|8RCR
64	23223 58444	   	207.36	DCR|3VULN|2DMG|2ASPD|1AAC	1aASPD|2AAC|35DMG|478VULN|6MBVNT|9RCR
65	64123 52444	   	207.36	DCR|3VULN|2DMG|2ASPD	1ERES|25DMG|3aASPD|478VULN|6MBVNT|9RCR
66	22223 63463	   	207.28	DCR|3DMG|2VULN|1MDPS|2ASPD	16ASPD|2CGEN|359DMG|46VULN|6BPWR|7MDPS|8RCR|aDLOT
67	24233 21316	   	207.09	DCR|3DMG|1MDPS|1VULN|1AART|1ASPD|1DUR	1ASPD|234DMG|5MDPS|6DUR|7RCR|8AART|9VULN|aRCVC
68	26224 64444	   	207.00	DCR|3VULN|3ASPD|1NUKE	159ASPD|29FEWX|3MBVNT|4RPLT|689VULN|7RCR|9BPWR|aNUKE
69	24623 12263	 * 	206.82	DCR|3DMG|1MDPS|2ASPD|1AART|2DUR	19ASPD|29aDMG|39DUR|4MDPS|5AART|6BELT|7RCR|8RMIN|9BPWR
70	51333 41333	   	206.82	DCR|3DMG|2VULN|1ASPD|2ZMB	1LWND|26ZMB|3ASPD|4CGEN|569DMG|6BPWR|7aVULN|8RCR
71	51343 41333	   	206.82	DCR|3DMG|2VULN|1ASPD|2ZMB	1LWND|26ZMB|3ASPD|4AME|569DMG|6BPWR|7aVULN|8RCR
72	24233 21311	   	206.77	DCR|3DMG|1MDPS|1AART|1VULN|1ASPD|1DUR	1ASPD|234DMG|5MDPS|6DUR|7RCR|8AART|9VULN|aCGEN
73	24233 42153	   	206.77	DCR|3DMG|1MDPS|1VULN|1AART|1ASPD|1DUR	1ASPD|234DMG|5MDPS|6MLV|7RCR|8AART|9DUR|aVULN
74	65133 41333	   	206.72	DCR|3DMG|2VULN|1ASPD|2ZMB	1ERES|26ZMB|3ASPD|4LWND|569DMG|6BPWR|7aVULN|8RCR
75	24233 21312	   	206.67	DCR|3DMG|1MDPS|1VULN|1AART|1ASPD|1DUR	1ASPD|234DMG|5MDPS|6DUR|7RCR|8AART|9VULN|aDUST
76	24233 21323	   	206.67	DCR|3DMG|1MDPS|1VULN|1AART|1ASPD|1DUR	1ASPD|234DMG|5MDPS|6DUR|7RCR|8AART|9ERES|aVULN
77	24522 11114	   	206.62	DCR|2VULN|2AART|1ASPD|1DMG|1AAC	1ASPD|2DMG|3RMIN|4aVULN|5DMSP|69AART|7AAC|8RCR
78	21224 64646	   	206.33	DCR|3ASPD|2VULN|1AART|2DUR	158ASPD|28DUR|3MBVNT|4RPLT|68VULN|7RCR|8BPWR|9MSLREG|aAART
79	23132 24416	   	206.27	DCR|2DMG|2ASPD|1VULN|1AART|1AAC|1DUR	13ASPD|2AAC|48DMG|5RMIN|6VULN|7AART|9DUR|aRCR
80	21616 12831	   	206.14	DCR|2VULN|2CDMG|1ASPD|1DMG|1ZMB|1DUR	1ASPD|2DUR|34CDMG|5DMG|6RCR|7MBVNT|89VULN|aZMB
81	24212 14335	   	205.97	DCR|2VULN|2DMG|1ASPD|1CDMG|1DUR	1ASPD|23DMG|4CDMG|5DUST|6RCR|7DUR|8BELT|9aVULN
82	11252 42884	   	205.85	DCR|2VULN|1AART|1ASPD|1CDMG|2ZMB|1DUR	19BEXP|29ZMB|3MBVNT|4CDMG|5DUR|6RCR|79VULN|8AART|9BPWR|aASPD
83	23633 41334	   	205.64	DCR|3DMG|2ASPD|1VULN|1AAC|1ZMB|1DUR	16ASPD|2AAC|3DUR|4CGEN|569DMG|6BPWR|7VULN|8RCR|aZMB
84	24233 51114	   	205.40	DCR|3DMG|2VULN|1MDPS|1ASPD|1ZMB	1ASPD|234DMG|5MDPS|6BEXP|7RCR|89VULN|aZMB
85	23223 54321	   	205.38	DCR|3DMG|2VULN|2ASPD|1AAC	1aASPD|2AAC|357DMG|4aVULN|6MBVNT|8aBEXP|9RCR|aBPWR
86	23223 54521	   	205.38	DCR|3DMG|2VULN|2ASPD|1AAC	1aASPD|2AAC|357DMG|4aVULN|6MBVNT|8aLWND|9RCR|aBPWR
87	23223 54621	   	205.38	DCR|3DMG|2VULN|2ASPD|1AAC	1aASPD|2AAC|357DMG|4aVULN|6MBVNT|8aFEWX|9RCR|aBPWR
88	24523 11115	 * 	205.29	DCR|2AART|2DMG|2AAC|1VULN|1ASPD	1ASPD|25DMG|3RMIN|4VULN|69AART|7aAAC|8RCR
89	23246 41333	   	205.28	DCR|2VULN|2DMG|2ASPD|2DUR|1AAC	16ASPD|2AAC|39DMG|4MLV|56DUR|6BPWR|7aVULN|8RCR
90	24224 11114	   	205.19	DCR|2AART|2DMG|1VULN|1ASPD|1AAC|1DUR	1ASPD|23DMG|4CGEN|59AART|6DUR|7AAC|8RCR|aVULN
91	24633 11114	   	205.19	DCR|2AART|2DMG|1VULN|1ASPD|1AAC|1DUR	1ASPD|25DMG|3DUR|4CGEN|69AART|7AAC|8RCR|aVULN
92	23132 24112	   	205.08	DCR|2AART|1MDPS|2ASPD|1VULN|1DMG|1AAC	13ASPD|2AAC|4DMG|5RMIN|6VULN|79AART|8RCR|aMDPS
93	24162 24112	   	205.08	DCR|2AART|1MDPS|2ASPD|1VULN|1DMG|1AAC	13ASPD|2DMG|4AAC|5RMIN|6VULN|79AART|8RCR|aMDPS
94	23132 24152	   	204.76	DCR|2VULN|2ASPD|1AART|1DMG|1AAC	13ASPD|2AAC|4DMG|5RMIN|6aVULN|7AART|8RCR|9AME
95	23132 24163	   	204.76	DCR|2VULN|2ASPD|1AART|1DMG|1AAC	13ASPD|2AAC|4DMG|5RMIN|6aVULN|7AART|8RCR|9LWND
96	23132 24133	   	204.66	DCR|2VULN|2ASPD|1AART|1DMG|1AAC	13ASPD|2AAC|4DMG|5RMIN|6aVULN|7AART|8RCR|9MBVNT
97	24162 24133	   	204.66	DCR|2VULN|2ASPD|1AART|1DMG|1AAC	13ASPD|2DMG|4AAC|5RMIN|6aVULN|7AART|8RCR|9MBVNT
98	21224 64635	   	204.65	DCR|3VULN|3ASPD|2DUR	158ASPD|28DUR|3MBVNT|4RPLT|689VULN|7RCR|8BPWR|aRMIN
99	24132 26341	   	204.23	DCR|2VULN|2DMG|2ASPD|1ZMB	13ASPD|24DMG|5ZMB|6LWND|78VULN|9RCR|aRMIN
100	23135 24116	   	203.85	DCR|2AART|2ASPD|1VULN|1DMG|1AAC|1ZMB	13ASPD|2AAC|4DMG|5ZMB|6VULN|79AART|8RCR|aFEWX
101	24533 11114	   	203.82	DCR|2AART|2DMG|1VULN|1ASPD|1AAC	1ASPD|25DMG|3RMIN|4LWND|69AART|7AAC|8RCR|aVULN
102	23135 24111	   	203.75	DCR|2AART|2ASPD|1VULN|1DMG|1AAC|1ZMB	13ASPD|2AAC|4DMG|5ZMB|6VULN|79AART|8RCR|aERES
103	23135 24113	   	203.75	DCR|2AART|2ASPD|1VULN|1DMG|1AAC|1ZMB	13ASPD|2AAC|4DMG|5ZMB|6VULN|79AART|8RCR|aDUST
104	24262 24111	   	203.72	DCR|2AART|2DMG|1VULN|1ASPD|1AAC	1ASPD|23DMG|4AAC|5RMIN|6VULN|79AART|8RCR|aERES
105	24262 24113	   	203.72	DCR|2AART|2DMG|1VULN|1ASPD|1AAC	1ASPD|23DMG|4AAC|5RMIN|6VULN|79AART|8RCR|aDUST
106	24523 11111	   	203.72	DCR|2AART|2DMG|1VULN|1ASPD|1AAC	1ASPD|25DMG|3RMIN|4VULN|69AART|7AAC|8RCR|aERES
107	24523 11113	   	203.72	DCR|2AART|2DMG|1VULN|1ASPD|1AAC	1ASPD|25DMG|3RMIN|4VULN|69AART|7AAC|8RCR|aDUST
108	22463 41333	   	203.60	DCR|3DMG|2VULN|1ASPD|1ZMB	1ASPD|26CGEN|3LHND|4ZMB|569DMG|6BPWR|7aVULN|8RCR
109	24225 23333	   	203.50	DCR|3DMG|2VULN|1ASPD|1ZMB	1ASPD|239DMG|4CGEN|5ZMB|6aVULN|7LWND|8RCR
110	64363 31333	   	203.40	DCR|3DMG|2VULN|1ASPD|1ZMB	1ERES|259DMG|3LWND|4ZMB|6ASPD|7aVULN|8RCR
111	65123 41333	   	203.40	DCR|3DMG|2VULN|1ASPD|1ZMB	1ERES|2ZMB|3ASPD|4aVULN|579DMG|6LWND|8RCR
112	22222 53174	   	203.38	DCR|3DMG|2VULN|1MDPS|2ASPD	18ASPD|2CGEN|389DMG|48VULN|5DMSP|6MBVNT|7MDPS|8BPWR|aRCR
113	24233 21112	   	203.37	DCR|3DMG|2VULN|1MDPS|1ASPD|1DUR	1ASPD|234DMG|5MDPS|6DUR|7RCR|89VULN|aRPLT
114	24233 21144	   	203.37	DCR|3DMG|2VULN|1MDPS|1ASPD|1DUR	1ASPD|234DMG|5MDPS|6DUR|7RCR|8aVULN|9LHND
115	24233 21213	   	203.37	DCR|3DMG|2VULN|1MDPS|1ASPD|1DUR	1ASPD|234DMG|5MDPS|6DUR|7RCR|8FEWX|9aVULN
116	24233 21614	   	203.37	DCR|3DMG|2VULN|1MDPS|1ASPD|1DUR	1ASPD|234DMG|5MDPS|6DUR|7RCR|8BEXP|9aVULN
117	23223 16353	   	203.33	DCR|2DMG|2ASPD|1AART|1VULN|1AAC|1DUR	19ASPD|2AAC|35DMG|4VULN|6AART|7LHND|8RCR|aDUR
118	23233 14353	   	203.33	DCR|2DMG|2ASPD|1VULN|1AART|1AAC|1DUR	19ASPD|2AAC|35DMG|4LWND|6AART|7VULN|8RCR|aDUR
119	24233 21115	   	203.27	DCR|3DMG|2VULN|1MDPS|1ASPD|1DUR	1ASPD|234DMG|5MDPS|6DUR|7RCR|89VULN|aTLV
120	24233 21116	   	203.27	DCR|3DMG|2VULN|1MDPS|1ASPD|1DUR	1ASPD|234DMG|5MDPS|6DUR|7RCR|89VULN|aLEGI
121	23136 21135	 * 	203.22	DCR|3ASPD|2VULN|1DMG|1CDMG|1AAC	135ASPD|2AAC|4DMG|6MLV|7CDMG|8RCR|9aVULN
122	21326 24143	   	203.18	DCR|2VULN|2DMG|1MDPS|2ASPD|2DUR	13ASPD|2aDUR|48VULN|5MDPS|67DMG|9RCR
123	21263 48623	   	203.08	DCR|2VULN|2DMG|2ASPD|1DUR	18ASPD|2DUR|3MBVNT|48VULN|5RMIN|68DMG|7RPLT|8BPWR|9LHND|aRCR
124	24623 12632	 * 	203.07	DCR|2AART|2DMG|1MDPS|2ASPD|2DUR	1aASPD|2aDMG|3aDUR|4MDPS|58AART|6BELT|7RCR|9RPLT|aBPWR
125	24526 11313	 * 	202.87	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1ZMB	1ASPD|2DMG|3RMIN|4aVULN|5MDPS|6LHND|7RCR|8AART|9ZMB
126	26224 64442	   	202.78	DCR|4VULN|3ASPD	159ASPD|29FEWX|3MBVNT|4RPLT|689aVULN|7RCR|9BPWR
127	21224 64674	   	202.72	DCR|3ASPD|2VULN|1NUKE|2DUR	158ASPD|28DUR|3MBVNT|4RPLT|68VULN|7RCR|8BPWR|9DMSP|aNUKE
128	21224 64681	   	202.72	DCR|3ASPD|2VULN|1DMG|2DUR	158ASPD|28DUR|3MBVNT|4RPLT|68VULN|7RCR|8BPWR|9DMG|aLWND
129	21224 64682	   	202.72	DCR|3ASPD|2VULN|1DMG|2DUR	158ASPD|28DUR|3MBVNT|4RPLT|68VULN|7RCR|8BPWR|9DMG|aLHND
130	21224 64683	   	202.72	DCR|3ASPD|2VULN|1DMG|2DUR	158ASPD|28DUR|3MBVNT|4RPLT|68VULN|7RCR|8BPWR|9DMG|aMLV
131	21224 64684	   	202.72	DCR|3ASPD|2VULN|1DMG|2DUR	158ASPD|28DUR|3MBVNT|4RPLT|68VULN|7RCR|8BPWR|9DMG|aDMSP
132	24623 12432	   	202.65	DCR|3DMG|1MDPS|2ASPD|1AART|2DUR	1aASPD|28aDMG|3aDUR|4MDPS|5AART|6BELT|7RCR|9RPLT|aBPWR
133	24233 51313	   	202.63	DCR|3DMG|1MDPS|1VULN|1AART|1ASPD	1ASPD|234DMG|5MDPS|6BEXP|7RCR|8AART|9VULN|aRMIN
134	21224 64647	   	202.62	DCR|3ASPD|2VULN|1DMG|2DUR	158ASPD|28DUR|3MBVNT|4RPLT|68VULN|7RCR|8BPWR|9MSLREG|aDMG
135	24112 14335	   	202.60	DCR|2VULN|2ASPD|1DMG|1CDMG|1DUR	13ASPD|2DMG|4CDMG|5DUST|6RCR|7DUR|8BELT|9aVULN
136	61351 33621	   	202.59	DCR|3VULN|3ASPD|2DUR	159ERES|2aDUR|39aASPD|45FEWX|59aBPWR|6RCR|7LIT|89aVULN
137	66311 33621	   	202.59	DCR|3VULN|3ASPD|2DUR	159ERES|2aFEWX|39aASPD|45DUR|59aBPWR|6RCR|7LIT|89aVULN
138	23623 12463	   	202.55	DCR|3DMG|1MDPS|2ASPD|1AART|2DUR|1AAC	19ASPD|2AAC|39DUR|4MDPS|5AART|6BELT|7RCR|89aDMG|9BPWR
139	23226 11131	   	202.55	DCR|3DMG|1MDPS|2ASPD|1VULN|2DUR|1AAC	1aASPD|2AAC|39aDMG|4VULN|5MDPS|6LHND|7RCR|8aDUR|aBPWR
140	22222 66141	   	202.55	DCR|3VULN|2ASPD|1DMG|1DUR	16ASPD|2CGEN|3DMG|467VULN|5DMSP|6BPWR|8DUR|9RCR|aRMIN
141	65122 13116	   	202.24	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1ERES|2ZMB|3ASPD|4aVULN|5DMSP|6AART|7DMG|8RCR|9DUR
142	21261 47332	 * 	202.21	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2DUR|3MBVNT|467VULN|5MLV|8RCR|9DMG|aCDMG
143	22223 36141	   	202.20	DCR|2VULN|2DMG|2ASPD|1DUR	16ASPD|2CGEN|35DMG|47VULN|8DUR|9RCR|aRMIN
144	22311 36662	   	202.13	DCR|2VULN|2ASPD|1DMG|2DUR|1ZMB	15ASPD|2CGEN|3FEWX|45DUR|5BPWR|6RCR|7aVULN|8ZMB|9DMG
145	23223 36121	   	202.10	DCR|2VULN|2DMG|2ASPD|1AAC|1DUR	16ASPD|2AAC|35DMG|47VULN|8DUR|9RCR|aRMIN
146	21262 71363	   	202.04	DCR|2VULN|2DMG|2ASPD|1AAC|1DUR	1aASPD|2DUR|3MBVNT|4aVULN|5AAC|6BELT|7RCR|8aDMG|9RPLT|aBPWR
147	24211 15335	   	201.99	DCR|2DMG|2ASPD|1AART|1CDMG|1ZMB|1DUR|1SELL	15ASPD|23DMG|4CDMG|6SELL|7ZMB|8AART|9DUR|aRCR
148	23132 24115	 * 	201.92	DCR|2AART|2ASPD|2AAC|1VULN|1DMG	13ASPD|2aAAC|4DMG|5RMIN|6VULN|79AART|8RCR
149	24523 11137	   	201.87	DCR|2DMG|2ASPD|1VULN|1AART|1AAC	1aASPD|25DMG|3RMIN|4VULN|6AART|7AAC|8RCR|9MBVNT
150	24222 25126	   	201.82	DCR|2DMG|2ASPD|1AART|1VULN|1SELL	19ASPD|23DMG|4CGEN|5RMIN|6VULN|7SELL|8RCR|aAART
151	24124 11114	   	201.82	DCR|2AART|2ASPD|1VULN|1DMG|1AAC|1DUR	13ASPD|2DMG|4CGEN|59AART|6DUR|7AAC|8RCR|aVULN
152	22243 32632	   	201.75	DCR|3ASPD|2DMG|1VULN|1ZMB	167ASPD|2CGEN|37DMG|47MLV|5RMIN|7BPWR|8RCR|9ZMB|aVULN
153	21268 36333	 * 	201.71	DCR|4VULN|1ASPD|1DMG|1DUR	1ASPD|2DUR|3MBVNT|456aVULN|7ERES|8RCR|9DMG
154	21268 47333	   	201.71	DCR|4VULN|1ASPD|1DMG|1DUR	1ASPD|2DUR|3MBVNT|457aVULN|6ERES|8RCR|9DMG
155	21163 41312	   	201.49	DCR|2VULN|2DMG|1ASPD|2DUR|1ZMB	1ASPD|26DUR|3CGEN|4ZMB|56DMG|6BPWR|7aVULN|8RCR|9BEXP
156	21163 41322	   	201.49	DCR|2VULN|2DMG|1ASPD|2DUR|1ZMB	1ASPD|26DUR|3CGEN|4ZMB|56DMG|6BPWR|7aVULN|8RCR|9FEWX
157	22223 44333	   	201.47	DCR|3DMG|2VULN|1ASPD|1DUR	1ASPD|2CGEN|359DMG|4aVULN|6MLV|7DUR|8RCR
158	24633 41333	   	201.47	DCR|3DMG|2VULN|1ASPD|1DUR	1ASPD|259DMG|3DUR|4CGEN|6MLV|7aVULN|8RCR
