0	Index      	 *	Score 	Summary	Detail	
1	54473 43141	 * 	219.13	DCR|2DMG|1MDPS|2ASPD|3ZMB|1VULN|1AART	17ASPD|2MBVNT|3AART|47DMG|578ZMB|6MDPS|7BPWR|9RCR|aVULN
53	51413 62222	   	202.70	DCR|2VULN|2ASPD|1DMG|1CDMG|1DUR	12ASPD|3DUR|4CDMG|59VULN|6RCR|7DMG|8aMLV
54	51515 21132	   	202.70	DCR|3ASPD|1VULN|1AART|1DMG|1AAC|1ZMB	124ASPD|3DMG|5AAC|6AART|7RCR|8ZMB|9FEWX|aVULN
55	51413 62223	   	202.60	DCR|2VULN|2ASPD|1DMG|1CDMG|1DUR	12ASPD|3DUR|4CDMG|59VULN|6RCR|7DMG|8MLV|aERES
56	51515 21122	   	202.60	DCR|3ASPD|1VULN|1AART|1DMG|1AAC|1ZMB	124ASPD|3DMG|5AAC|6AART|7RCR|8ZMB|9DUST|aVULN
57	51413 62232	 * 	202.38	DCR|2ASPD|1VULN|1DMG|1NUKE|1CDMG|1DUR	12ASPD|3DUR|4CDMG|5VULN|6RCR|7DMG|8MLV|9FEWX|aNUKE
58	51413 51212	   	202.31	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	12ASPD|3DUR|4CDMG|5aVULN|6AART|7RPLT|8RCR|9DUST
59	51413 62322	   	202.28	DCR|2ASPD|1VULN|1DMG|1NUKE|1CDMG|1DUR	12ASPD|3DUR|4CDMG|5VULN|6RCR|7DMG|8DUST|9CGEN|aNUKE
60	23335 11241	 * 	201.46	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG|1DUR	1DUR|2FEWX|3DUST|4CDMG|5AART|6RCR|7DMG|89VULN|aMDPS
61	61335 11241	   	201.46	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG|1DUR	1FEWX|2DUR|3DUST|4CDMG|5AART|6RCR|7DMG|89VULN|aMDPS
62	14133 13623	   	201.03	DCR|2VULN|2ASPD|1DMG|1CDMG|1DUR	1AME|2CDMG|36ASPD|49VULN|5DUR|7RCR|8DMG|aRCVC
63	14133 53133	   	201.00	DCR|1SPLARM|2VULN|1ASPD|1DMG|1CDMG|1DUR	1AME|2CDMG|3ASPD|46VULN|5DUR|7RCR|8SPLARM|9AELBLL|aDMG
64	52511 31211	   	201.00	DCR|3VULN|3ASPD|1DMG	146ASPD|2AELBLL|3DMG|569VULN|6BPWR|7LHND|8AME|aRCR
65	52511 33211	   	201.00	DCR|3VULN|3ASPD|1DMG	146ASPD|2AELBLL|3DMG|569VULN|6BPWR|7FEWX|8AME|aRCR
66	52511 33511	   	201.00	DCR|3VULN|3ASPD|1DMG	146ASPD|2AELBLL|3DMG|569VULN|6BPWR|7FEWX|8MLV|aRCR
67	52511 31611	   	200.90	DCR|3VULN|3ASPD|1DMG	146ASPD|2AELBLL|3DMG|569VULN|6BPWR|7LHND|8ERES|aRCR
68	52511 32411	   	200.90	DCR|3VULN|3ASPD|1DMG	146ASPD|2AELBLL|3DMG|569VULN|6BPWR|7TLV|8FEWX|aRCR
69	52511 32511	   	200.90	DCR|3VULN|3ASPD|1DMG	146ASPD|2AELBLL|3DMG|569VULN|6BPWR|7TLV|8LHND|aRCR
70	51212 14111	   	200.80	DCR|3VULN|3ASPD|1DMG	124ASPD|3ERES|589VULN|6FEWX|7DMG|aRCR
71	51212 24111	   	200.80	DCR|3VULN|3ASPD|1DMG	124ASPD|3ERES|589VULN|6LHND|7DMG|aRCR
72	51512 12111	   	200.80	DCR|3VULN|3ASPD|1DMG	124ASPD|3DMG|589VULN|6FEWX|7TLV|aRCR
73	51512 22111	   	200.80	DCR|3VULN|3ASPD|1DMG	124ASPD|3DMG|589VULN|6LWND|7ERES|aRCR
74	51512 36111	   	200.70	DCR|3VULN|3ASPD|1DMG	124ASPD|3DMG|589VULN|6ERES|7DUST|aRCR
75	14133 13621	   	200.70	DCR|2VULN|2ASPD|1DMG|1CDMG|1DUR	1AME|2CDMG|36ASPD|49VULN|5DUR|7RCR|8DMG|aFEWX
76	14133 13622	   	200.70	DCR|2VULN|2ASPD|1DMG|1CDMG|1DUR	1AME|2CDMG|36ASPD|49VULN|5DUR|7RCR|8DMG|aMLV
77	14133 13624	   	200.70	DCR|2VULN|2ASPD|1DMG|1CDMG|1DUR	1AME|2CDMG|36ASPD|49VULN|5DUR|7RCR|8DMG|aLWND
78	51113 15323	   	200.70	DCR|2VULN|2ASPD|1DMG|1CDMG|1DUR	12ASPD|3LHND|4CDMG|5aVULN|6DUR|7RCR|8BEXP|9DMG
79	51113 15613	   	200.70	DCR|2VULN|2ASPD|1DMG|1CDMG|1DUR	12ASPD|3LHND|4CDMG|5aVULN|6DUR|7RCR|8DMG|9LWND
80	51512 14211	 * 	200.66	DCR|3ASPD|2VULN|2DMG	124ASPD|37DMG|59VULN|6FEWX|8AME|aRCR
81	51512 24211	   	200.66	DCR|3ASPD|2VULN|2DMG	124ASPD|37DMG|59VULN|6LWND|8AME|aRCR
82	52511 31511	   	200.66	DCR|3ASPD|2VULN|2DMG	146ASPD|2AELBLL|38DMG|56VULN|6BPWR|7LHND|9TLV|aRCR
83	14133 13625	   	200.60	DCR|2VULN|2ASPD|1DMG|1CDMG|1DUR	1AME|2CDMG|36ASPD|49VULN|5DUR|7RCR|8DMG|aDUST
84	14133 13626	   	200.60	DCR|2VULN|2ASPD|1DMG|1CDMG|1DUR|1MSE	1AME|2CDMG|36ASPD|49VULN|5DUR|7RCR|8DMG|aMSE
85	51515 21232	   	200.57	DCR|3ASPD|1VULN|1AART|1DMG|1AAC|1DUR	124ASPD|3DMG|5AAC|6AART|7RCR|8VULN|9DUST|aDUR
86	14133 53114	 * 	200.40	DCR|1SPLARM|2VULN|2ASPD|1CDMG|2DUR	1AME|2CDMG|3aASPD|46VULN|59DUR|7RCR|8SPLARM
87	51413 33112	   	200.40	DCR|1SPLARM|2VULN|2ASPD|1CDMG|2DUR	12ASPD|39DUR|4CDMG|5aVULN|6CGEN|7RCR|8SPLARM
88	14133 13632	   	200.38	DCR|2ASPD|1VULN|1DMG|1NUKE|1CDMG|1DUR	1AME|2CDMG|36ASPD|4VULN|5DUR|7RCR|8DMG|9FEWX|aNUKE
89	14323 13612	   	200.38	DCR|2ASPD|1VULN|1DMG|1NUKE|1CDMG|1DUR	1AME|2CDMG|3LHND|46ASPD|5DUR|7RCR|8DMG|9VULN|aNUKE
90	14623 13612	   	200.38	DCR|2ASPD|1VULN|1DMG|1NUKE|1CDMG|1DUR	1AME|2CDMG|3LWND|46ASPD|5DUR|7RCR|8DMG|9VULN|aNUKE
91	51113 15622	   	200.38	DCR|2ASPD|1VULN|1DMG|1NUKE|1CDMG|1DUR	12ASPD|3LHND|4CDMG|5VULN|6DUR|7RCR|8DMG|9CGEN|aNUKE
92	51313 63312	   	200.38	DCR|2ASPD|1VULN|1DMG|1NUKE|1CDMG|1DUR	12ASPD|3BEXP|4CDMG|5MLV|6DUR|7RCR|8DMG|9VULN|aNUKE
93	51413 33632	   	200.38	DCR|2ASPD|1VULN|1DMG|1NUKE|1CDMG|1DUR	12ASPD|3DUR|4CDMG|5VULN|6CGEN|7RCR|8DMG|9FEWX|aNUKE
94	14133 13642	   	200.28	DCR|2ASPD|1VULN|1DMG|1NUKE|1CDMG|1DUR|1MSE	1AME|2CDMG|36ASPD|4VULN|5DUR|7RCR|8DMG|9MSE|aNUKE
95	14143 13612	   	200.28	DCR|2ASPD|1VULN|1DMG|1NUKE|1CDMG|1DUR	1AME|2CDMG|36ASPD|4LEGI|5DUR|7RCR|8DMG|9VULN|aNUKE
96	51533 11261	   	200.10	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1DUR	12ASPD|3DMG|4CDMG|5MLV|6AART|7VULN|8DUR|9RCR|aLWND
97	51533 11263	   	200.10	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1DUR	12ASPD|3DMG|4CDMG|5MLV|6AART|7VULN|8DUR|9RCR|aBEXP
98	31213 53264	   	200.10	DCR|2ASPD|1VULN|1AART|1NUKE|1CDMG|1DUR	1LHND|2DUR|34ASPD|5AART|6VULN|7DMSP|8CDMG|9RCR|aNUKE
99	51533 11162	   	200.10	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1DUR	12ASPD|3DMG|4CDMG|5MLV|6AART|7VULN|8BEXP|9RCR|aDUR
100	54471 23311	 * 	199.75	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2MBVNT|36AART|4DMG|5DUST|7DUR|8CDMG|9VULN|aRCR
101	23335 11243	 * 	199.52	DCR|2VULN|1AART|2CDMG|1DMG|1DUR	1DUR|2FEWX|3DUST|4aCDMG|5AART|6RCR|7DMG|89VULN
102	61335 11243	   	199.52	DCR|2VULN|1AART|2CDMG|1DMG|1DUR	1FEWX|2DUR|3DUST|4aCDMG|5AART|6RCR|7DMG|89VULN
103	11613 15163	   	198.57	DCR|3VULN|2ASPD|1CDMG|1DUR	1AME|29ASPD|3ERES|4CDMG|59aVULN|6DUR|7RCR|89LIT|9BPWR
104	51512 31134	   	198.52	DCR|3ASPD|2VULN|1DMG|2DUR	124ASPD|3DMG|58VULN|6ERES|7aDUR|9RCR
105	51431 26221	 * 	198.03	DCR|3ASPD|2AART|2CDMG|2DUR	12aASPD|3aDUR|4FEWX|5DUST|67AART|8aCDMG|9RCR|aBPWR
106	54613 43311	   	198.00	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG|1DUR	14ASPD|2MBVNT|3LHND|5AART|6DMG|7DUR|8CDMG|9VULN|aRCR
107	54422 43283	   	197.93	DCR|2VULN|2AART|2ASPD	19ASPD|2MBVNT|3aAART|4CGEN|59MLV|6RCR|7LEGI|89VULN|9BPWR
108	52633 62223	   	197.91	DCR|3VULN|1ASPD|1DMG|1CDMG	1ASPD|2AELBLL|3CDMG|4DUST|59aVULN|6RCR|7DMG|8MLV
109	51413 62112	   	197.89	DCR|2ASPD|1VULN|1DMG|1CDMG|2DUR|1ZMB	12ASPD|39DUR|4CDMG|5VULN|6RCR|7DMG|8VENFST|aZMB
110	54474 22414	   	197.82	DCR|2VULN|2ASPD|1AART|1DMG	15ASPD|2MBVNT|3AART|4DMG|6LIT|79VULN|8RCR|aBEXP
111	54474 22423	   	197.82	DCR|2VULN|2ASPD|1AART|1DMG	15ASPD|2MBVNT|3AART|4DMG|6LIT|7aVULN|8RCR|9LHND
112	55213 62223	   	197.81	DCR|3VULN|1ASPD|1DMG|1CDMG	1ASPD|23DUST|4CDMG|59aVULN|6RCR|7DMG|8MLV
113	51142 33521	   	197.80	DCR|2DMG|2ASPD|1AART|1CDMG|1DUR	12ASPD|3LHND|45DMG|6TSLFST|7RCR|8DUR|9CDMG|aAART
114	51342 33521	   	197.80	DCR|2DMG|2ASPD|1AART|1CDMG|1DUR	12ASPD|3BEXP|45DMG|6TSLFST|7RCR|8DUR|9CDMG|aAART
115	51442 33121	   	197.80	DCR|2DMG|2ASPD|1AART|1CDMG|1DUR	12ASPD|3DUR|45DMG|6TSLFST|7RCR|8LWND|9CDMG|aAART
116	51442 33321	   	197.80	DCR|2DMG|2ASPD|1AART|1CDMG|1DUR	12ASPD|3DUR|45DMG|6TSLFST|7RCR|8FEWX|9CDMG|aAART
117	51522 33521	   	197.80	DCR|2DMG|2ASPD|1AART|1CDMG|1DUR	12ASPD|35DMG|4BEXP|6TSLFST|7RCR|8DUR|9CDMG|aAART
118	51633 61313	   	197.76	DCR|2VULN|2ASPD|1AART|1CDMG|1SELL	12ASPD|3CDMG|4DUST|58VULN|6RCR|7SELL|9AELBLL|aAART
119	54474 34222	   	197.72	DCR|2VULN|2ASPD|1AART|1DMG	15ASPD|2MBVNT|3AART|4DMG|6aVULN|7DUST|8RCR|9LWND
120	54474 34232	   	197.72	DCR|2VULN|2ASPD|1AART|1DMG	15ASPD|2MBVNT|3AART|4DMG|69VULN|7DUST|8RCR|aFEWX
121	54474 34242	   	197.72	DCR|2VULN|2ASPD|1AART|1DMG	15ASPD|2MBVNT|3AART|4DMG|6aVULN|7DUST|8RCR|9FEWX
122	54474 22412	   	197.72	DCR|2VULN|2ASPD|1AART|1DMG	15ASPD|2MBVNT|3AART|4DMG|6LIT|79VULN|8RCR|aDUST
123	54474 32212	   	197.72	DCR|2VULN|2ASPD|1AART|1DMG	15ASPD|2MBVNT|3AART|4DMG|6aVULN|7BEXP|8RCR|9DUST
124	51442 33221	   	197.70	DCR|2DMG|2ASPD|1AART|1CDMG|1DUR	12ASPD|3DUR|45DMG|6TSLFST|7RCR|8LEGI|9CDMG|aAART
125	54474 34211	   	197.62	DCR|2VULN|2ASPD|1AART|1DMG	15ASPD|2MBVNT|3AART|4DMG|6aVULN|79DUST|8RCR
126	54474 34233	   	197.62	DCR|2VULN|2ASPD|1AART|1DMG	15ASPD|2MBVNT|3AART|4DMG|69VULN|7aDUST|8RCR
127	52633 51231	   	197.62	DCR|3VULN|1AART|1ASPD|1CDMG	1ASPD|2AELBLL|3CDMG|4DUST|59aVULN|6AART|7RPLT|8RCR
128	55213 51231	   	197.52	DCR|3VULN|1AART|1ASPD|1CDMG	1ASPD|23DUST|4CDMG|59aVULN|6AART|7RPLT|8RCR
129	54222 84234	 * 	197.35	DCR|3VULN|2AART|1ASPD	1ASPD|2MBVNT|3DUST|4CGEN|579VULN|6aAART|8RCR
130	23335 11245	   	197.34	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1aDUR|2FEWX|3DUST|4CDMG|5AART|6RCR|7DMG|89VULN
131	11422 12165	 * 	197.29	DCR|3VULN|3ASPD|1NUKE|1CDMG	19AME|249ASPD|34MLV|49BPWR|5NUKE|6CDMG|789VULN|aRCR
132	56113 61313	   	197.19	DCR|2VULN|1AART|1ASPD|1CDMG|2DUR|1SELL	1ASPD|23DUR|4CDMG|58VULN|6RCR|7SELL|9AELBLL|aAART
133	52413 62111	   	197.12	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	1ASPD|2AELBLL|39DUR|4CDMG|5VULN|6RCR|7DMG|8VENFST|aAART
134	56113 62131	   	197.12	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	1ASPD|23DUR|4CDMG|5VULN|6RCR|7DMG|8VENFST|9AELBLL|aAART
135	54222 84231	 * 	197.12	DCR|4VULN|1AART|1ASPD	1ASPD|2MBVNT|3DUST|4CGEN|579aVULN|6AART|8RCR
136	11622 12165	   	197.09	DCR|3VULN|3ASPD|1NUKE|1CDMG	19AME|249ASPD|34ERES|49BPWR|5NUKE|6CDMG|789VULN|aRCR
137	51142 33224	   	197.03	DCR|2DMG|2ASPD|1VULN|1AART	12ASPD|3LHND|45DMG|6TSLFST|7RCR|8DMSP|9AART|aVULN
138	23335 11223	   	196.73	DCR|2DMG|1VULN|1AART|2CDMG|1DUR	1DUR|2FEWX|3DUST|4aCDMG|5AART|6RCR|79DMG|8VULN
139	61335 11223	   	196.73	DCR|2DMG|1VULN|1AART|2CDMG|1DUR	1FEWX|2DUR|3DUST|4aCDMG|5AART|6RCR|79DMG|8VULN
140	54424 33245	   	196.40	DCR|2VULN|2ASPD|1AART|1ZMB|1DUR	15ASPD|2MBVNT|3AART|4CGEN|6aVULN|7DUR|8RCR|9ZMB
141	54414 33245	   	196.30	DCR|2VULN|2ASPD|1AART|1AAC|1ZMB|1DUR	15ASPD|2MBVNT|3AART|4AAC|6aVULN|7DUR|8RCR|9ZMB
142	54444 33245	   	196.30	DCR|2VULN|2ASPD|1AART|1ZMB|1DUR	15ASPD|2MBVNT|3AART|4ERES|6aVULN|7DUR|8RCR|9ZMB
143	54474 33234	 * 	196.04	DCR|2ASPD|1VULN|1AART|1DMG|3DUR	15ASPD|2MBVNT|3AART|4DMG|6VULN|79aDUR|8RCR
144	11613 25214	   	196.01	DCR|2VULN|2ASPD|1AART|1CDMG	1AME|26ASPD|3ERES|4CDMG|59VULN|7RCR|8AART|aLHND
145	11613 25231	   	196.01	DCR|2VULN|2ASPD|1AART|1CDMG	1AME|26ASPD|3ERES|4CDMG|5aVULN|7RCR|8AART|9RPLT
146	52313 43323	   	196.01	DCR|3VULN|1ASPD|1DMG|1CDMG	1ASPD|2AELBLL|3BEXP|4CDMG|5MLV|69aVULN|7RCR|8DMG
147	11613 25211	   	195.91	DCR|2VULN|2ASPD|1AART|1CDMG	1AME|26ASPD|3aERES|4CDMG|59VULN|7RCR|8AART
148	11613 25215	   	195.91	DCR|2VULN|2ASPD|1AART|1CDMG|1SELL	1AME|26ASPD|3ERES|4CDMG|59VULN|7RCR|8AART|aSELL
149	52633 33323	   	195.91	DCR|3VULN|1ASPD|1DMG|1CDMG	1ASPD|2AELBLL|3CDMG|4DUST|59aVULN|6MLV|7RCR|8DMG
150	55213 33323	   	195.81	DCR|3VULN|1ASPD|1DMG|1CDMG	1ASPD|23DUST|4CDMG|59aVULN|6MLV|7RCR|8DMG
151	54423 43425	   	195.70	DCR|3VULN|1AART|1ASPD|1ZMB	1ASPD|2MBVNT|3AART|4CGEN|5ZMB|6RCR|7LHND|89aVULN
152	11613 25224	   	195.69	DCR|2ASPD|1VULN|1AART|1NUKE|1CDMG	1AME|26ASPD|3ERES|4CDMG|5VULN|7RCR|8AART|9FEWX|aNUKE
153	52633 33326	   	195.66	DCR|2VULN|2DMG|1ASPD|1CDMG	1ASPD|2AELBLL|3CDMG|4DUST|59VULN|6MLV|7RCR|8aDMG
154	54443 43425	   	195.60	DCR|3VULN|1AART|1ASPD|1ZMB	1ASPD|2MBVNT|3AART|4ERES|5ZMB|6RCR|7LHND|89aVULN
155	55213 33326	   	195.56	DCR|2VULN|2DMG|1ASPD|1CDMG	1ASPD|23DUST|4CDMG|59VULN|6MLV|7RCR|8aDMG
156	54347 44412	   	195.55	DCR|3VULN|2ASPD|1AART|1SELL	1aASPD|2MBVNT|3MLV|4aAELBLL|5SELL|69aVULN|7AART|8RCR|aBPWR
157	54424 34231	   	195.49	DCR|3VULN|2ASPD|1AART	15ASPD|2MBVNT|3AART|4CGEN|69aVULN|7DUST|8RCR
158	54214 21231	   	195.39	DCR|3VULN|2ASPD|1AART|1AAC	14ASPD|2MBVNT|3DUST|59aVULN|6AART|7AAC|8RCR
159	54214 26231	   	195.39	DCR|3VULN|2ASPD|1AART	14ASPD|2MBVNT|3DUST|59aVULN|6AART|7ERES|8RCR
160	54414 34231	   	195.39	DCR|3VULN|2ASPD|1AART|1AAC	15ASPD|2MBVNT|3AART|4AAC|69aVULN|7DUST|8RCR
161	54444 34231	   	195.39	DCR|3VULN|2ASPD|1AART	15ASPD|2MBVNT|3AART|4ERES|69aVULN|7DUST|8RCR
162	54473 43142	   	195.35	DCR|2DMG|1MDPS|2ASPD|3ZMB|1AART	17ASPD|2MBVNT|3AART|47DMG|578ZMB|6MDPS|7BPWR|9RCR|aAME
