0	Index      	 *	Score 	Summary	Detail	
1	31213 56335	 * 	190.70	DCR|2VULN|2DMG|1AART|1FLTHEA|2DUR	1aDUR|2FEWX|3AART|4aDMG|59VULN|6FLTHEA|7RCR|8aCGEN|aBPWR
12	51226 35231	   	182.07	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2FEWX|3DUR|4DMG|57aVULN|6RCR|8CDMG|9AART
13	41225 35231	   	181.97	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	17aVULN|2FEWX|3DUR|4DMG|5LEGI|6RCR|8CDMG|9AART
14	33126 35152	 * 	181.80	DCR|4VULN|2DMG|2DUR	19DUR|29LWND|3FEWX|4aDMG|5789VULN|6RCR|9BPWR
15	62532 23115	 * 	180.82	ACR|2VULN|2DMG|1AART|1FLTHEA|1DUR	1aERES|2DMSP|3DUR|4aVULN|5RCR|6FLTHEA|7AART|8LWND|9aDMG|aBPWR
16	31213 56115	 * 	179.32	DCR|2VULN|1AART|1DMG|2FLTHEA|2DUR	1aDUR|2aFEWX|3AART|4DMG|58VULN|6aFLTHEA|7RCR|9NUKE|aBPWR
17	31213 56251	 * 	179.06	DCR|2AART|2DMG|1VULN|1FLTHEA|1DUR	1DUR|2FEWX|38AART|4aDMG|5VULN|6FLTHEA|7RCR|9CGEN
18	31213 56351	   	179.06	DCR|2AART|2DMG|1VULN|1FLTHEA|1DUR	1DUR|2FEWX|39AART|4aDMG|5VULN|6FLTHEA|7RCR|8CGEN
19	31213 56211	   	178.96	DCR|2AART|2DMG|1VULN|1FLTHEA|1DUR	1DUR|2FEWX|38AART|4aDMG|5VULN|6FLTHEA|7RCR|9NUKE
20	31213 56241	   	178.96	DCR|2AART|2DMG|1VULN|1FLTHEA|1DUR	1DUR|2FEWX|38AART|4aDMG|5VULN|6FLTHEA|7RCR|9TLV
21	24312 43223	 * 	177.32	ACR|4VULN|2DMG|2DUR	1RMIN|2aDUR|346aVULN|5RCR|7CGEN|8TLV|9aDMG|aBPWR
22	24312 43523	   	177.32	ACR|4VULN|2DMG|2DUR	1RMIN|2aDUR|346aVULN|5RCR|7CGEN|8ERES|9aDMG|aBPWR
23	45226 12323	 * 	177.23	DCR|2VULN|1AART|1DMG|2CDMG|1ZMB|1DUR	13VULN|23CDMG|3BPWR|4LWND|5BEXP|6ZMB|7DMG|8AART|9RCR|aDUR
24	45233 12423	   	177.13	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB|1DUR	13VULN|23CDMG|3BPWR|4FEWX|5DUST|6ZMB|7DMG|8AART|9RCR|aDUR
25	41322 56331	   	177.06	DCR|2VULN|2DMG|1AART|1FLTHEA	19VULN|2FEWX|3LHND|4aDMG|5AART|6FLTHEA|7RCR|8CGEN
26	43122 56331	   	177.06	DCR|2VULN|2DMG|1AART|1FLTHEA	19VULN|2LHND|3FEWX|4aDMG|5AART|6FLTHEA|7RCR|8CGEN
27	33126 35151	 * 	177.04	DCR|5VULN|1DMG|2DUR	19DUR|29LWND|3FEWX|4DMG|5789aVULN|6RCR|9BPWR
28	41322 56111	   	176.96	DCR|2VULN|2DMG|1AART|1FLTHEA	18VULN|2FEWX|3LHND|4aDMG|5AART|6FLTHEA|7RCR|9NUKE
29	43122 56111	   	176.96	DCR|2VULN|2DMG|1AART|1FLTHEA	18VULN|2LHND|3FEWX|4aDMG|5AART|6FLTHEA|7RCR|9NUKE
30	45213 23253	 * 	176.67	DCR|3VULN|2DMG|3CDMG	13aVULN|23aCDMG|3aBPWR|4ERES|5RPLT|67CGEN|8RCR|9aDMG
31	24342 23115	 * 	176.48	ACR|2VULN|2DMG|1AART|3DUR	1RMIN|24aDUR|3aVULN|5RCR|6MGNSTR|7AART|8LWND|9aDMG|aBPWR
32	33126 35112	   	176.30	DCR|4VULN|2DMG|1DUR	1DUR|2LWND|3FEWX|4aDMG|5789VULN|6RCR
33	51226 35112	   	176.30	DCR|4VULN|2DMG|1DUR	1LHND|2FEWX|3DUR|4aDMG|5789VULN|6RCR
34	36325 35112	   	176.20	DCR|4VULN|2DMG|1DUR	1DUR|2BEXP|3789VULN|4aDMG|5LEGI|6RCR
35	41225 35112	   	176.20	DCR|4VULN|2DMG|1DUR	1789VULN|2FEWX|3DUR|4aDMG|5LEGI|6RCR
36	65311 32234	 * 	176.18	ACR|4VULN|1AART|1ZMB|1DUR	1ERES|2RCR|3467VULN|5FEWX|8ZMB|9AART|aDUR
37	61312 32563	 * 	176.14	ACR|4VULN|2AART|1CDMG	1ERES|2FEWX|3467VULN|5RCR|8CDMG|9aAART
38	63112 32563	   	176.14	ACR|4VULN|2AART|1CDMG	1ERES|2467VULN|3FEWX|5RCR|8CDMG|9aAART
39	43312 46323	   	175.99	ACR|4VULN|2DMG|1ZMB	146aVULN|2LHND|3aTLV|5RCR|7ZMB|8CGEN|9aDMG|aBPWR
40	43312 46223	   	175.89	ACR|4VULN|2DMG|1ZMB	146aVULN|2LHND|3aTLV|5RCR|7ZMB|8ERES|9aDMG|aBPWR
41	61312 35223	   	175.89	ACR|4VULN|2DMG|1ZMB	1aERES|2FEWX|346aVULN|5RCR|7ZMB|8TLV|9aDMG|aBPWR
42	31261 21462	 * 	174.98	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2FEWX|35AART|4ZMB|6RCVC|7RCR|8DMG|9VULN|aCDMG
43	31213 63131	   	174.91	DCR|3VULN|1AART|1DMG|2DUR	16DUR|2FEWX|3AART|4DMG|59aVULN|7RCR|8LWND
44	41422 52311	 * 	174.76	DCR|2VULN|2DMG|1AART|1CDMG	15VULN|2FEWX|38LIT|45DMG|5BPWR|6RMIN|7RCR|9AART|aCDMG
45	41422 62311	   	174.66	DCR|2VULN|2DMG|1AART|1CDMG	15VULN|2FEWX|38LIT|45DMG|5BPWR|6ERES|7RCR|9AART|aCDMG
46	31213 56161	   	174.55	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR|1ASPD	1DUR|2FEWX|3AART|4DMG|58VULN|6FLTHEA|7RCR|9BEXP|aASPD
47	31213 56131	   	174.45	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR|1ASPD	1DUR|2FEWX|3AART|4DMG|58VULN|6FLTHEA|7RCR|9DUST|aASPD
48	65311 32352	 * 	174.26	ACR|5VULN|1DMG|1DUR	1ERES|2RCR|34678VULN|5FEWX|9DUR|aDMG
49	35234 32326	 * 	174.23	DCR|3VULN|1AART|2CDMG|3DUR	138DUR|23CDMG|38BPWR|48FEWX|58aVULN|6RCVC|7AART|9RCR
50	65342 33331	   	173.54	ACR|3VULN|1AART|1DMG|1DUR	1ERES|2RCR|39aVULN|4DUR|5AART|6CGEN|7DMG|8FEWX
51	41232 55221	 * 	173.38	DCR|5VULN|1AART|2DUR	16789VULN|2FEWX|37DUR|467ERES|5AART|67BPWR|aRCR
52	11316 56331	   	173.35	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD|1DUR	1ASPD|2FEWX|3DUR|49VULN|5AART|6FLTHEA|7RCR|8CGEN|aDMG
53	11316 56111	   	173.25	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR|1ASPD	1ASPD|2FEWX|3DUR|48VULN|5AART|6FLTHEA|7RCR|9NUKE|aDMG
54	31213 56215	 * 	173.18	DCR|2AART|1DMG|1VULN|2FLTHEA|2DUR	1aDUR|2aFEWX|38AART|4DMG|5VULN|6aFLTHEA|7RCR|9NUKE|aBPWR
55	31213 56315	   	173.11	DCR|2DMG|1AART|1VULN|1FLTHEA|2DUR	1aDUR|2FEWX|3AART|4aDMG|5VULN|6FLTHEA|7RCR|89aCGEN|aBPWR
56	45233 32423	   	173.07	DCR|2VULN|1AART|1DMG|2CDMG|1DUR|1ASPD	13VULN|23CDMG|3BPWR|4FEWX|5DUST|6ASPD|7DMG|8AART|9RCR|aDUR
57	33324 41412	   	173.06	DCR|3VULN|3DMG|1DUR	1DUR|2LWND|369VULN|45aDMG|7FEWX|8RCR
58	44212 22213	   	172.96	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	135VULN|2LIT|4MLV|6DUR|7RCR|8ASPD|9AART|aDMG
59	31213 56163	   	172.91	DCR|2VULN|1AART|1DMG|1FLTHEA|2DUR	1aDUR|2FEWX|3AART|4DMG|58VULN|6FLTHEA|7RCR|9BEXP
60	44222 22213	   	172.86	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	135VULN|2LIT|4ERES|6DUR|7RCR|8ASPD|9AART|aDMG
61	31213 56133	   	172.81	DCR|2VULN|1AART|1DMG|1FLTHEA|2DUR	1aDUR|2FEWX|3AART|4DMG|58VULN|6FLTHEA|7RCR|9DUST
62	41422 52312	 * 	172.56	DCR|2VULN|2DMG|2AART	15VULN|2FEWX|38LIT|45DMG|5BPWR|6RMIN|7RCR|9aAART
63	13622 42253	   	172.52	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2ERES|3CDMG|46VULN|5AART|7ZMB|8RPLT|9RCR|aDMG
64	24312 23511	   	172.47	ACR|2VULN|2DMG|1AART|2DUR	1RMIN|29DUR|34VULN|5RCR|6MGNSTR|7AART|8aDMG
65	65312 31323	   	172.08	ACR|4VULN|2DMG	1aERES|2RCR|348aVULN|5RMIN|6DUST|7CGEN|9aDMG|aBPWR
66	13624 32253	   	171.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2ERES|3CDMG|45VULN|6AART|7ZMB|8RPLT|9RCR|aDMG
67	45261 12222	 * 	171.77	DCR|3VULN|2AART|3CDMG	136VULN|236CDMG|36BPWR|4DMSP|58AART|7CANSTR|9CGEN|aRCR
68	33126 31231	   	171.71	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	17DUR|2LWND|3FEWX|4DMG|5aVULN|6RCR|8CDMG|9AART
69	51226 31231	   	171.71	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1LHND|2FEWX|37DUR|4DMG|5aVULN|6RCR|8CDMG|9AART
70	45232 22523	   	171.62	DCR|2VULN|2AART|2CDMG|1ZMB|1DUR	13VULN|23CDMG|3BPWR|4FEWX|5DMSP|6DUR|7aAART|8RCR|9ZMB
71	41225 31231	   	171.61	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1aVULN|2FEWX|37DUR|4DMG|5LEGI|6RCR|8CDMG|9AART
72	33126 35111	   	171.54	DCR|5VULN|1DMG|1DUR	1DUR|2LWND|3FEWX|4DMG|5789aVULN|6RCR
73	51226 35111	   	171.54	DCR|5VULN|1DMG|1DUR	1LHND|2FEWX|3DUR|4DMG|5789aVULN|6RCR
74	33324 41411	   	171.50	DCR|4VULN|2DMG|1DUR	1DUR|2LWND|369aVULN|45DMG|7FEWX|8RCR
75	36325 35111	   	171.44	DCR|5VULN|1DMG|1DUR	1DUR|2BEXP|3789aVULN|4DMG|5LEGI|6RCR
76	41225 35111	   	171.44	DCR|5VULN|1DMG|1DUR	1789aVULN|2FEWX|3DUR|4DMG|5LEGI|6RCR
77	36325 31151	   	171.41	DCR|3VULN|2DMG|3DUR	179DUR|2aBEXP|389VULN|49DMG|5LEGI|6RCR|9BPWR
78	41225 31151	   	171.41	DCR|3VULN|2DMG|3DUR	189VULN|2FEWX|379DUR|49DMG|5LEGI|6RCR|9BPWR|aBEXP
79	41225 31153	   	171.41	DCR|3VULN|2DMG|3DUR	189VULN|2FEWX|379DUR|49DMG|5LEGI|6RCR|9BPWR|aLHND
80	41225 31152	   	171.31	DCR|3VULN|2DMG|3DUR	189VULN|2FEWX|379DUR|49DMG|5LEGI|6RCR|9BPWR|aTLV
81	34224 22613	 * 	171.31	DCR|3DMG|1AART|1VULN|2DUR	16DUR|2LIT|3VULN|48aDMG|5MLV|7RCR|9AART
82	34225 22613	   	171.21	DCR|3DMG|1AART|1VULN|2DUR	16DUR|2LIT|3VULN|48aDMG|5ERES|7RCR|9AART
83	43364 33112	   	171.13	ACR|3VULN|2DMG|1ZMB|1DUR	189VULN|2LHND|3TLV|4RCR|5aDMG|6ZMB|7DUR
84	43366 21112	   	171.13	ACR|3VULN|2DMG|1ZMB|1DUR	189VULN|2LHND|3TLV|4RCR|5DUR|6ZMB|7aDMG
85	41322 56211	   	170.82	DCR|2AART|2DMG|1VULN|1FLTHEA	1VULN|2FEWX|3LHND|4aDMG|58AART|6FLTHEA|7RCR|9NUKE
86	43122 56211	   	170.82	DCR|2AART|2DMG|1VULN|1FLTHEA	1VULN|2LHND|3FEWX|4aDMG|58AART|6FLTHEA|7RCR|9NUKE
87	43362 12215	   	170.77	ACR|2VULN|2DMG|1AART|1DUR	1aVULN|26LHND|3aTLV|4RCR|5AART|7MGNSTR|8DUR|9aDMG|aBPWR
88	31213 63161	   	170.71	DCR|2AART|2VULN|1DMG|2DUR	16DUR|2FEWX|39AART|4DMG|5aVULN|7RCR|8LWND
89	31213 63261	   	170.71	DCR|2AART|2VULN|1DMG|2DUR	16DUR|2FEWX|38AART|4DMG|5aVULN|7RCR|9LWND
90	31213 63461	   	170.71	DCR|2AART|2VULN|1DMG|2DUR	16DUR|2FEWX|39AART|4DMG|5aVULN|7RCR|8BEXP
91	65311 32233	   	170.54	ACR|4VULN|1AART|1ZMB	1ERES|2RCR|3467VULN|5FEWX|8ZMB|9AART|aRCVC
92	31312 55325	 * 	170.33	DCR|3VULN|1AART|1DMG|3DUR	167DUR|2FEWX|378ERES|467VULN|5AART|67BPWR|9DMG|aRCR
93	45226 12321	   	170.29	DCR|2VULN|1AART|1DMG|2CDMG|1ZMB	13VULN|23CDMG|3BPWR|4LWND|5BEXP|6ZMB|7DMG|8AART|9RCR|aCGEN
94	45226 12322	   	170.29	DCR|2VULN|1AART|1DMG|2CDMG|1ZMB	13VULN|23CDMG|3BPWR|4LWND|5BEXP|6ZMB|7DMG|8AART|9RCR|aLHND
95	24312 23614	   	170.28	ACR|4VULN|1AART|1ZMB|1DUR	1RMIN|2DUR|3489VULN|5RCR|6MGNSTR|7AART|aZMB
96	31213 63132	   	170.26	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	16DUR|2FEWX|3AART|4DMG|59VULN|7RCR|8LWND|aZMB
97	31213 63541	   	170.26	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	16DUR|2FEWX|3AART|4DMG|5aVULN|7RCR|8RMIN|9ZMB
98	45233 12421	   	170.19	DCR|2VULN|1AART|1DMG|2CDMG|1ZMB	13VULN|23CDMG|3BPWR|4FEWX|5DUST|6ZMB|7DMG|8AART|9RCR|aCGEN
99	45233 12422	   	170.19	DCR|2VULN|1AART|1DMG|2CDMG|1ZMB	13VULN|23CDMG|3BPWR|4FEWX|5DUST|6ZMB|7DMG|8AART|9RCR|aLHND
100	65223 12423	 * 	169.99	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ERES|2RCR|3CDMG|4ASPD|5DUST|6ZMB|7DMG|8AART|9VULN|aDUR
101	35344 12513	   	169.91	DCR|2VULN|1AART|2CDMG|3DUR|1ASPD	19aDUR|29CDMG|3TLV|4MBVNT|5ASPD|6RCR|7AART|89VULN|9BPWR
102	45132 32521	   	169.76	DCR|2VULN|2DMG|1AART|1CDMG	18VULN|2CDMG|38ERES|4TLV|5AART|6LWND|78DMG|8BPWR|9FEWX|aRCR
103	15266 31133	 * 	169.72	ACR|3VULN|1AART|2ASPD|2DUR	1aASPD|2RMIN|3AART|4RCVC|5RCR|6BEXP|78aVULN|9aDUR|aBPWR
104	31213 43131	   	169.62	DCR|3VULN|1AART|1DMG|1DUR	1DUR|26FEWX|3AART|4DMG|59aVULN|7RCR|8LWND
105	45233 22326	 * 	169.48	DCR|4VULN|1AART|2CDMG	138aVULN|23CDMG|38BPWR|48FEWX|568DUST|7AART|9RCR
106	65324 33221	 * 	169.33	ACR|2AART|2VULN|1DMG|1DUR	1ERES|2RCR|3aVULN|4CGEN|58AART|6BEXP|7DMG|9DUR
107	65342 33211	   	169.33	ACR|2AART|2VULN|1DMG|1DUR	1ERES|2RCR|3aVULN|4DUR|58AART|6CGEN|7DMG|9FEWX
108	65352 33231	   	169.33	ACR|2AART|2VULN|1DMG|1DUR	1ERES|2RCR|3aVULN|4FEWX|58AART|6CGEN|7DMG|9DUR
109	34224 22611	   	169.31	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	16DUR|2LIT|3VULN|48DMG|5MLV|7RCR|9AART|aCDMG
110	65311 32231	   	169.24	ACR|4VULN|1AART|1ZMB	1ERES|2RCR|3467VULN|5FEWX|8ZMB|9AART|aLWND
111	65311 32232	   	169.24	ACR|4VULN|1AART|1ZMB	1ERES|2RCR|3467VULN|5FEWX|8ZMB|9AART|aLIT
112	65311 32235	   	169.24	ACR|4VULN|1AART|1ZMB	1ERES|2RCR|3467VULN|5FEWX|8ZMB|9AART|aRPLT
113	65311 32236	   	169.24	ACR|4VULN|1AART|1ZMB	1ERES|2RCR|3467VULN|5FEWX|8ZMB|9AART|aBEXP
114	65612 33221	   	169.23	ACR|2AART|2VULN|1DMG|1DUR	1ERES|2RCR|3DUST|4aVULN|58AART|6CGEN|7DMG|9DUR
115	34225 22611	   	169.21	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	16DUR|2LIT|3VULN|48DMG|5ERES|7RCR|9AART|aCDMG
116	24442 13133	 * 	169.19	ACR|3VULN|2DMG|1AART|3DUR|1MSE	1RMIN|24aDUR|3MSE|5RCR|6AART|7aDMG|89aVULN|aBPWR
117	65311 35223	   	168.99	ACR|3VULN|2DMG|1ZMB	1aERES|2RCR|346VULN|5aFEWX|7ZMB|8TLV|9aDMG|aBPWR
118	61312 32234	   	168.98	ACR|4VULN|1AART|1ZMB|1DUR	1ERES|2FEWX|3467VULN|5RCR|8ZMB|9AART|aDUR
119	63112 32234	   	168.98	ACR|4VULN|1AART|1ZMB|1DUR	1ERES|2467VULN|3FEWX|5RCR|8ZMB|9AART|aDUR
120	31213 56162	   	168.92	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DUR|2FEWX|3AART|4DMG|58VULN|6FLTHEA|7RCR|9BEXP|aRCVC
121	45243 22323	   	168.92	DCR|3VULN|1AART|2CDMG|2DUR	138VULN|23CDMG|38BPWR|458DUST|68DUR|7AART|9RCR|aRCVC
122	65342 33332	   	168.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2RCR|39VULN|4DUR|5AART|6CGEN|7DMG|8FEWX|aZMB
123	31213 56132	   	168.82	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DUR|2FEWX|3AART|4DMG|58VULN|6FLTHEA|7RCR|9DUST|aRCVC
124	65313 16212	 * 	168.78	ACR|3VULN|3ZMB|1DMG	1ERES|2RCR|349VULN|5MLV|678ZMB|aDMG
125	24312 23551	   	168.78	ACR|2VULN|2DMG|1AART|1DUR	1RMIN|2DUR|34VULN|5RCR|6MGNSTR|7AART|8aDMG|9RCVC
126	35234 12423	 * 	168.75	DCR|1AART|1VULN|1DMG|2CDMG|3DUR|1ZMB	13aDUR|23CDMG|3BPWR|4FEWX|5VULN|6ZMB|7DMG|8AART|9RCR
127	63246 31112	   	168.71	DCR|3VULN|2DMG|1CDMG	1ERES|289VULN|3CDMG|4MBVNT|5RPLT|6RCR|7aDMG
128	44212 12111	   	168.69	DCR|5VULN|1AART|1DUR	1356aVULN|2LIT|4MLV|7DUR|8AART|9RCR
129	65311 32213	   	168.64	ACR|4VULN|1AART|1ZMB	1ERES|2RCR|3467VULN|5FEWX|8ZMB|9RPLT|aAART
130	44222 12111	   	168.59	DCR|5VULN|1AART|1DUR	1356aVULN|2LIT|4ERES|7DUR|8AART|9RCR
131	62532 23511	   	168.43	ACR|2DMG|1AART|1VULN|1FLTHEA|2DUR	1ERES|2DMSP|39DUR|4VULN|5RCR|6FLTHEA|7AART|8aDMG
132	31213 56261	   	168.41	DCR|2AART|1VULN|1DMG|1FLTHEA|1DUR|1ASPD	1DUR|2FEWX|38AART|4DMG|5VULN|6FLTHEA|7RCR|9BEXP|aASPD
133	31213 56231	   	168.31	DCR|2AART|1VULN|1DMG|1FLTHEA|1DUR|1ASPD	1DUR|2FEWX|38AART|4DMG|5VULN|6FLTHEA|7RCR|9DUST|aASPD
134	41422 62312	   	167.95	DCR|2VULN|2DMG|1AART|1DUR	15VULN|2FEWX|38LIT|45DMG|5BPWR|6ERES|7RCR|9AART|aDUR
135	36325 35123	   	167.72	DCR|3VULN|1AART|1DMG|1DUR	1DUR|2BEXP|378VULN|4DMG|5LEGI|6RCR|9LHND|aAART
136	41225 35123	   	167.72	DCR|3VULN|1AART|1DMG|1DUR	178VULN|2FEWX|3DUR|4DMG|5LEGI|6RCR|9LHND|aAART
137	51226 31152	   	167.70	DCR|3VULN|2DMG|2DUR	19LHND|29FEWX|37DUR|4aDMG|589VULN|6RCR|9BPWR
138	43364 33111	   	167.64	ACR|4VULN|1DMG|1ZMB|1DUR	189aVULN|2LHND|3TLV|4RCR|5DMG|6ZMB|7DUR
139	43366 21111	   	167.64	ACR|4VULN|1DMG|1ZMB|1DUR	189aVULN|2LHND|3TLV|4RCR|5DUR|6ZMB|7DMG
140	24312 23214	   	167.63	ACR|3VULN|2AART|1ZMB|1DUR	1RMIN|2DUR|349VULN|5RCR|6MGNSTR|78AART|aZMB
141	31213 56152	   	167.61	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DUR|2FEWX|3AART|4DMG|58VULN|6FLTHEA|7RCR|9CGEN|aRMIN
142	31213 56153	   	167.61	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DUR|2FEWX|3AART|4DMG|58VULN|6FLTHEA|7RCR|9aCGEN
143	31213 56311	   	167.61	DCR|2DMG|1AART|1VULN|1FLTHEA|1DUR	1DUR|2FEWX|3AART|4aDMG|5VULN|6FLTHEA|7RCR|89CGEN
144	31213 56332	   	167.61	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DUR|2FEWX|3AART|4DMG|59VULN|6FLTHEA|7RCR|8CGEN|aRMIN
145	31213 56333	   	167.61	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DUR|2FEWX|3AART|4DMG|59VULN|6FLTHEA|7RCR|8aCGEN
146	31213 56334	   	167.61	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DUR|2FEWX|3AART|4DMG|59VULN|6FLTHEA|7RCR|8CGEN|aLIT
147	31213 56336	   	167.61	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DUR|2aFEWX|3AART|4DMG|59VULN|6FLTHEA|7RCR|8CGEN
148	31213 56361	   	167.61	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DUR|2FEWX|3AART|4DMG|5aVULN|6FLTHEA|7RCR|8CGEN|9LHND
149	45243 22321	   	167.61	DCR|3VULN|1AART|2CDMG|2DUR	138VULN|23CDMG|38BPWR|458DUST|68DUR|7AART|9RCR|aMLV
150	45243 22322	   	167.61	DCR|3VULN|1AART|2CDMG|2DUR	138VULN|23CDMG|38BPWR|458DUST|68DUR|7AART|9RCR|aCGEN
151	44212 12241	 * 	167.57	DCR|4VULN|1DMG|1FLTHEA|1DUR	1356VULN|2LIT|4MLV|7DUR|8RCR|9DMG|aFLTHEA
152	31213 56112	   	167.51	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DUR|2FEWX|3AART|4DMG|58VULN|6FLTHEA|7RCR|9NUKE|aRMIN
153	31213 56113	   	167.51	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DUR|2FEWX|3AART|4DMG|58VULN|6FLTHEA|7RCR|9NUKE|aCGEN
154	31213 56114	   	167.51	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DUR|2FEWX|3AART|4DMG|58VULN|6FLTHEA|7RCR|9NUKE|aLIT
155	31213 56116	   	167.51	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DUR|2aFEWX|3AART|4DMG|58VULN|6FLTHEA|7RCR|9NUKE
156	31213 56135	   	167.51	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DUR|2FEWX|3AART|4DMG|58VULN|6FLTHEA|7RCR|9DUST|aBEXP
157	31213 56136	   	167.51	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DUR|2FEWX|3AART|4DMG|58VULN|6FLTHEA|7RCR|9DUST|aMLV
158	31213 56142	   	167.51	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DUR|2FEWX|3AART|4DMG|58VULN|6FLTHEA|7RCR|9TLV|aRMIN
159	31213 56143	   	167.51	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DUR|2FEWX|3AART|4DMG|58VULN|6FLTHEA|7RCR|9TLV|aCGEN
160	31213 56421	   	167.51	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DUR|2FEWX|3AART|4DMG|5aVULN|6FLTHEA|7RCR|8ERES|9LWND
161	31213 56531	   	167.51	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DUR|2FEWX|3AART|4DMG|5aVULN|6FLTHEA|7RCR|8BEXP|9ERES
162	15222 43131	   	167.50	DCR|3VULN|1AART|1ZMB|1ASPD|1DUR	1ASPD|2RMIN|3AART|49aVULN|5DUR|6ZMB|7RCR|8LWND
163	15222 43331	   	167.50	DCR|3VULN|1AART|1ZMB|1ASPD|1DUR	1ASPD|2RMIN|3AART|49aVULN|5DUR|6ZMB|7RCR|8FEWX
164	15222 43631	   	167.50	DCR|3VULN|1AART|1ZMB|1ASPD|1DUR	1ASPD|2RMIN|3AART|49aVULN|5DUR|6ZMB|7RCR|8LHND
165	33126 31112	   	167.50	DCR|3VULN|2DMG|2DUR	17DUR|2LWND|3FEWX|4aDMG|589VULN|6RCR
