0	Index      	 *	Score 	Summary	Detail	
1	43162 11336	 * 	194.69	ACR|2VULN|2DMG|1AART|2CDMG|1DUR|1SELL	17CDMG|2RCR|37DMG|4SELL|57DUST|6AART|7BPWR|8aVULN|9DUR
15	43111 33636	   	182.84	ACR|2AART|2VULN|1DMG|1CDMG|1DUR|1SELL	1CDMG|2RCR|3DMG|4LWND|56AART|7aVULN|8SELL|9DUR
16	43142 24132	   	182.84	ACR|3DMG|2VULN|1CDMG|1ZMB	1CDMG|2RCR|35aDMG|456BEXP|5BPWR|7ZMB|89VULN
17	43142 41223	   	182.74	ACR|3DMG|2VULN|1CDMG|1ZMB	1CDMG|2RCR|356DMG|45BEXP|5BPWR|7ZMB|8aVULN|9BASHEA
18	43241 33161	 * 	182.64	ACR|3VULN|2AART|1CDMG|1ZMB	1CDMG|2RCR|3LWND|4ZMB|56AART|79aVULN|8ERES
19	43241 33361	   	182.64	ACR|3VULN|2AART|1CDMG|1ZMB	1CDMG|2RCR|3LWND|4ZMB|56AART|79aVULN|8TLV
20	42115 32235	 * 	182.37	DCR|3DMG|2VULN|2CDMG|1DUR	1aCDMG|2DUR|39aDMG|4LWND|5DMSP|6RCR|7LHND|8aVULN|aBPWR
21	43165 32331	   	182.04	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	1CDMG|2RCR|36DMG|4SELL|5AART|7aVULN|8RCVC|9RPLT
22	43165 32231	   	181.94	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	1CDMG|2RCR|36DMG|4SELL|5AART|7aVULN|8BELT|9MBVNT
23	43165 33122	   	181.94	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	1CDMG|2RCR|36DMG|4SELL|5AART|7LIT|8aVULN|9DLOT
24	43163 11343	 * 	181.37	ACR|2DMG|1AART|1VULN|2CDMG|1ZMB|1SELL	17CDMG|2RCR|37DMG|4SELL|57FEWX|6AART|7BPWR|8VULN|9ZMB|aLHND
25	43163 11341	 * 	181.27	ACR|2DMG|1AART|1VULN|2CDMG|1ZMB|1SELL	17CDMG|2RCR|37DMG|4SELL|57FEWX|6AART|7BPWR|8VULN|9ZMB|aDUST
26	43162 11342	 * 	181.17	ACR|2DMG|1AART|1VULN|2CDMG|1ZMB|1SELL	17CDMG|2RCR|37DMG|4SELL|57DUST|6AART|7BPWR|8VULN|9ZMB|aBEXP
27	43162 11323	 * 	181.07	ACR|2DMG|1AART|1VULN|2CDMG|1ZMB|1SELL	17CDMG|2RCR|37DMG|4SELL|57DUST|6AART|7BPWR|8VULN|9ERES|aZMB
28	43162 11341	 * 	181.07	ACR|2DMG|1AART|1VULN|2CDMG|1ZMB|1SELL	17CDMG|2RCR|37DMG|4SELL|57aDUST|6AART|7BPWR|8VULN|9ZMB
29	43111 12424	 * 	180.25	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2RCR|3DMG|4LWND|5AART|6CGEN|7AIRHEA|89aVULN
30	44332 53111	 * 	180.24	DCR|2VULN|1AART|1DMG|2CDMG|2ZMB	19CDMG|29ZMB|3BELT|4FEWX|5DMG|6AART|7RCR|89VULN|9BPWR|aLWND
31	44332 53113	   	180.24	DCR|2VULN|1AART|2CDMG|1DMG|2ZMB	19CDMG|29ZMB|3aBELT|4FEWX|5DMG|6AART|7RCR|89VULN|9BPWR
32	43165 32323	   	180.10	ACR|3DMG|1AART|1VULN|1CDMG|1SELL	1CDMG|2RCR|36aDMG|4SELL|5AART|7VULN|8RCVC|9CGEN
33	43165 33113	   	180.10	ACR|3DMG|1AART|1VULN|1CDMG|1SELL	1CDMG|2RCR|36aDMG|4SELL|5AART|7LIT|8VULN|9FEWX
34	43165 33133	   	180.10	ACR|3DMG|1AART|1VULN|1CDMG|1SELL	1CDMG|2RCR|36aDMG|4SELL|5AART|7LIT|8VULN|9LHND
35	43123 21234	   	178.77	ACR|3DMG|2VULN|1CDMG|1DUR	1CDMG|2RCR|37aDMG|4TLV|5DUR|6aLWND|8CGEN|9aVULN|aBPWR
36	43123 22234	   	178.77	ACR|3DMG|2VULN|1CDMG|1DUR	1CDMG|2RCR|39aDMG|4TLV|5DUR|6aLWND|7CGEN|8aVULN|aBPWR
37	43123 23234	   	178.77	ACR|3DMG|2VULN|1CDMG|1DUR	1CDMG|2RCR|39aDMG|4TLV|5DUR|6aLWND|7MLV|8aVULN|aBPWR
38	43123 31234	   	178.77	ACR|3DMG|2VULN|1CDMG|1DUR	1CDMG|2RCR|37aDMG|4TLV|5DUR|6aLHND|8CGEN|9aVULN|aBPWR
39	43123 32234	   	178.77	ACR|3DMG|2VULN|1CDMG|1DUR	1CDMG|2RCR|39aDMG|4TLV|5DUR|6aLHND|7CGEN|8aVULN|aBPWR
40	43123 33234	   	178.77	ACR|3DMG|2VULN|1CDMG|1DUR	1CDMG|2RCR|39aDMG|4TLV|5DUR|6aLHND|7MLV|8aVULN|aBPWR
41	43123 21434	   	178.67	ACR|3DMG|2VULN|1CDMG|1DUR	1CDMG|2RCR|37aDMG|4TLV|5DUR|6aLWND|8ERES|9aVULN|aBPWR
42	43123 31434	   	178.67	ACR|3DMG|2VULN|1CDMG|1DUR	1CDMG|2RCR|37aDMG|4TLV|5DUR|6aLHND|8ERES|9aVULN|aBPWR
43	43361 11622	 * 	178.59	ACR|2VULN|3ZMB|1AART|2CDMG|1SELL	17CDMG|2RCR|3RPLT|457ZMB|6AART|7BPWR|8aVULN|9SELL
44	43123 41233	   	178.57	ACR|3VULN|2DMG|1CDMG|1DUR	1CDMG|2RCR|37DMG|4TLV|5DUR|6RMIN|89aVULN
45	43142 41211	   	178.50	ACR|3DMG|1VULN|2CDMG|1ZMB|1DUR	19CDMG|2RCR|356DMG|45BEXP|5BPWR|7ZMB|8VULN|aDUR
46	43114 51442	   	178.35	ACR|3DMG|1AART|1VULN|1CDMG	1CDMG|2RCR|379DMG|4LWND|5NUKE|6MBVNT|8AART|aVULN
47	43331 31346	 * 	178.33	ACR|3VULN|1AART|2CDMG|2DUR	19CDMG|2RCR|3RPLT|4DUST|5RMIN|6AART|79aVULN|89DUR|9BPWR
48	43111 45211	 * 	178.25	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG	1CDMG|2RCR|3DMG|47LWND|5AART|69ASPD|8aVULN
49	43112 63135	   	178.15	ACR|3VULN|2DMG|2CDMG	1aCDMG|2RCR|38DMG|4aLWND|5DUST|6BEXP|79aVULN|aBPWR
50	43116 12235	   	178.15	ACR|3DMG|2VULN|2CDMG	1aCDMG|2RCR|39aDMG|46LWND|5LHND|7LEGI|8aVULN|aBPWR
51	43142 42111	   	178.05	ACR|3DMG|1AART|1VULN|1CDMG	1CDMG|2RCR|356DMG|457BEXP|5BPWR|8CGEN|9AART|aVULN
52	43142 41131	   	177.60	ACR|3DMG|3CDMG|1VULN|1ZMB	189CDMG|2RCR|356DMG|45BEXP|5BPWR|7ZMB|aVULN
53	43163 11331	 * 	177.30	ACR|2DMG|1AART|1VULN|2CDMG|1DUR|1SELL	17CDMG|2RCR|37DMG|4SELL|57FEWX|6AART|7BPWR|8VULN|9DUR|aLWND
54	43163 11332	 * 	177.30	ACR|2DMG|1AART|1VULN|2CDMG|1DUR|1SELL	17CDMG|2RCR|37DMG|4SELL|57FEWX|6AART|7BPWR|8VULN|9DUR|aRMIN
55	43163 11334	 * 	177.30	ACR|2DMG|1AART|1VULN|2CDMG|1DUR|1SELL	17CDMG|2RCR|37DMG|4SELL|57aFEWX|6AART|7BPWR|8VULN|9DUR
56	43163 11336	 * 	177.30	ACR|2DMG|1AART|1VULN|2CDMG|1DUR|1SELL	17CDMG|2RCR|37DMG|4SELL|57FEWX|6AART|7BPWR|8VULN|9DUR|aRPLT
57	43163 11143	 * 	177.30	ACR|3DMG|2AART|2CDMG|1SELL	17CDMG|2RCR|37aDMG|4SELL|57FEWX|69AART|7BPWR|8ERES
58	43142 43113	   	177.20	ACR|3DMG|1AART|1VULN|1CDMG|1SELL	1CDMG|2RCR|356DMG|459BEXP|5BPWR|7VULN|8SELL|aAART
59	43163 11333	 * 	177.20	ACR|2DMG|1AART|1VULN|2CDMG|1DUR|1SELL	17CDMG|2RCR|37DMG|4SELL|57FEWX|6AART|7BPWR|8VULN|9DUR|aERES
60	43162 11331	 * 	177.10	ACR|2DMG|1AART|1VULN|2CDMG|1DUR|1SELL	17CDMG|2RCR|37DMG|4SELL|57DUST|6AART|7BPWR|8VULN|9DUR|aLWND
61	43162 11332	 * 	177.10	ACR|2DMG|1AART|1VULN|2CDMG|1DUR|1SELL	17CDMG|2RCR|37DMG|4SELL|57DUST|6AART|7BPWR|8VULN|9DUR|aRMIN
62	43162 11334	 * 	177.10	ACR|2DMG|1AART|1VULN|2CDMG|1DUR|1SELL	17CDMG|2RCR|37DMG|4SELL|57DUST|6AART|7BPWR|8VULN|9DUR|aFEWX
63	43162 11143	 * 	177.10	ACR|3DMG|2AART|2CDMG|1SELL	17CDMG|2RCR|37aDMG|4SELL|57DUST|69AART|7BPWR|8ERES
64	43162 11333	 * 	177.00	ACR|2DMG|1AART|1VULN|2CDMG|1DUR|1SELL	17CDMG|2RCR|37DMG|4SELL|57DUST|6AART|7BPWR|8VULN|9DUR|aERES
65	43162 11335	 * 	177.00	ACR|2DMG|1AART|1VULN|2CDMG|1DUR|1SELL	17CDMG|2RCR|37DMG|4SELL|57DUST|6AART|7BPWR|8VULN|9DUR|aTLV
66	41111 51533	 * 	176.21	DCR|3VULN|1AART|2CDMG|2DUR	1aCDMG|2CGEN|3aDUR|4LWND|5AART|6RCR|7LIT|89aVULN|aBPWR
67	41161 51233	   	176.21	DCR|3VULN|1AART|2CDMG|2DUR	1aCDMG|2CGEN|3aDUR|4LHND|5AART|6RCR|7LIT|89aVULN|aBPWR
68	43111 33241	 * 	176.14	ACR|2AART|2DMG|1VULN|1CDMG	1CDMG|2RCR|3aDMG|4LWND|56AART|7VULN|8RCVC|9BELT
69	43111 33254	   	176.14	ACR|2AART|2VULN|1DMG|1CDMG	1CDMG|2RCR|3DMG|4LWND|56AART|7aVULN|8RCVC|9LIT
70	43111 33461	   	176.14	ACR|2AART|2VULN|1DMG|1CDMG	1CDMG|2RCR|3DMG|4LWND|56AART|79VULN|8BEXP|aRPLT
71	43111 33561	   	176.14	ACR|2AART|2VULN|1DMG|1CDMG	1CDMG|2RCR|3DMG|4LWND|56AART|79VULN|8LHND|aRPLT
72	43111 21532	   	176.04	ACR|2AART|2VULN|1DMG|1CDMG	1CDMG|2RCR|3DMG|4LWND|5aAART|6DUST|7LIT|89VULN
73	43111 32634	   	176.04	ACR|2AART|2VULN|1DMG|1CDMG	1CDMG|2RCR|3DMG|4LWND|56AART|7CGEN|8LSRREG|9aVULN
74	43111 33143	   	176.04	ACR|2AART|2VULN|1DMG|1CDMG	1CDMG|2RCR|3DMG|4LWND|56AART|7aVULN|8ERES|9CGEN
75	43111 33261	   	176.04	ACR|2AART|2VULN|1DMG|1CDMG	1CDMG|2RCR|3DMG|4LWND|56AART|7aVULN|8RCVC|9ERES
76	43111 33463	   	176.04	ACR|2AART|2VULN|1DMG|1CDMG	1CDMG|2RCR|3DMG|4LWND|56AART|79VULN|8BEXP|aERES
77	43111 33563	   	176.04	ACR|2AART|2VULN|1DMG|1CDMG	1CDMG|2RCR|3DMG|4LWND|56AART|79VULN|8LHND|aERES
78	43251 33363	   	176.04	ACR|2AART|2VULN|1DMG|1CDMG	1CDMG|2RCR|3LWND|4ERES|56AART|7aVULN|8CGEN|9DMG
79	43611 33363	   	176.04	ACR|2AART|2VULN|1DMG|1CDMG	1CDMG|2RCR|3ERES|4LWND|56AART|7aVULN|8CGEN|9DMG
80	41122 32234	   	175.95	DCR|3DMG|2VULN|1CDMG|1DUR	1CDMG|2aCGEN|3DUR|4TLV|59aDMG|6RCR|7LHND|8aVULN|aBPWR
81	43111 33616	   	175.90	ACR|2AART|2VULN|1DMG|1CDMG|1SELL	1CDMG|2RCR|3DMG|4LWND|56AART|7aVULN|8SELL|9LHND
82	43165 32221	   	175.90	ACR|2AART|2DMG|1VULN|1CDMG|1SELL	1CDMG|2RCR|36DMG|4SELL|5aAART|7VULN|8BELT|9CGEN
83	42115 31233	 * 	175.85	DCR|3VULN|2DMG|1CDMG|1DUR	1CDMG|2DUR|37DMG|4LWND|5DMSP|6RCR|89aVULN
84	43422 21231	   	175.73	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|2RCR|3aDUR|4LHND|5LIT|6DMG|7AART|89VULN
85	43433 31231	   	175.63	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|2RCR|3aDUR|4LIT|5LEGI|6DMG|7AART|89VULN
86	43113 41141	 * 	175.55	ACR|2DMG|1AART|1VULN|2CDMG|1ASPD	18CDMG|2RCR|37DMG|4LWND|5FEWX|6ASPD|9AART|aVULN
87	43113 21532	   	175.54	ACR|2VULN|2AART|1DMG|1CDMG	1CDMG|2RCR|3DMG|4LWND|5FEWX|6aAART|7LIT|89VULN
88	43165 13213	   	175.45	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1SELL	1CDMG|2RCR|3aDMG|4SELL|5AART|6CGEN|7VULN|8LIT|9ZMB
89	43165 23213	   	175.45	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1SELL	1CDMG|2RCR|3aDMG|4SELL|5AART|6VULN|7ZMB|8LIT|9RMIN
90	43165 23222	   	175.45	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1CDMG|2RCR|3DMG|4SELL|5AART|6aVULN|7ZMB|8LIT|9LWND
91	43165 32213	   	175.45	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1SELL	1CDMG|2RCR|36DMG|4SELL|5AART|7VULN|8BELT|9ZMB|aLIT
92	43112 41141	   	175.45	ACR|2DMG|1AART|1VULN|2CDMG|1ASPD	18CDMG|2RCR|37DMG|4LWND|5DUST|6ASPD|9AART|aVULN
93	43123 21141	   	175.45	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	18CDMG|2RCR|37DMG|4TLV|5DUR|6LWND|9AART|aVULN
94	43123 31141	   	175.45	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	18CDMG|2RCR|37DMG|4TLV|5DUR|6LHND|9AART|aVULN
95	43112 21532	   	175.44	ACR|2VULN|2AART|1DMG|1CDMG	1CDMG|2RCR|3DMG|4LWND|5DUST|6aAART|7LIT|89VULN
96	43142 41212	 * 	175.41	ACR|3DMG|1VULN|2CDMG|2ZMB	19CDMG|2RCR|356DMG|45BEXP|5BPWR|7aZMB|8VULN
97	43123 52135	   	175.37	ACR|2VULN|2DMG|3CDMG|1DUR	168CDMG|2RCR|3aDMG|4aTLV|5DUR|7LHND|9aVULN|aBPWR
98	43124 22135	   	175.37	ACR|2VULN|2DMG|3CDMG|1DUR	158CDMG|2RCR|3aDMG|4aTLV|6DUR|7LHND|9aVULN|aBPWR
99	43165 22213	   	175.35	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1SELL	1CDMG|2RCR|3aDMG|4SELL|5AART|6VULN|7TLV|8LIT|9ZMB
100	43165 32212	   	175.35	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1SELL	1CDMG|2RCR|36DMG|4SELL|5AART|7VULN|8BELT|9ZMB|aERES
101	43165 32232	   	175.35	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1SELL	1CDMG|2RCR|36DMG|4SELL|5AART|7VULN|8BELT|9MBVNT|aZMB
102	43165 31323	   	175.25	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1SELL	1CDMG|2RCR|36DMG|4SELL|5AART|7DUST|8VULN|9ERES|aZMB
103	43165 32123	   	175.25	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1SELL	1CDMG|2RCR|36DMG|4SELL|5AART|7VULN|8ERES|9DUST|aZMB
104	45123 32234	   	175.23	DCR|3DMG|2VULN|2CDMG	1aCDMG|2LWND|39aDMG|4ERES|5CGEN|6RCR|7LEGI|8aVULN|aBPWR
105	46131 32234	   	175.23	DCR|3DMG|2VULN|2CDMG	1aCDMG|2LHND|39aDMG|4CGEN|5TLV|6RCR|7LEGI|8aVULN|aBPWR
106	45121 32234	   	175.13	DCR|3DMG|2VULN|2CDMG	1aCDMG|2LWND|39aDMG|4ERES|5TLV|6RCR|7LEGI|8aVULN|aBPWR
107	43322 32361	   	175.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2RCR|3RPLT|4CGEN|5DLOT|6AART|78VULN|9ZMB|aDMG
108	43134 21235	 * 	174.95	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	15CDMG|2RCR|3DMG|4CGEN|6DUR|7RMIN|89VULN|aAART
109	43232 31532	   	174.94	ACR|2VULN|2AART|1DMG|1CDMG	1CDMG|2RCR|3LWND|4LIT|5BEXP|6DMG|7aAART|89VULN
110	43123 21163	   	174.85	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	18CDMG|2RCR|37DMG|4TLV|5DUR|6LWND|9VULN|aAART
111	43123 31163	   	174.85	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	18CDMG|2RCR|37DMG|4TLV|5DUR|6LHND|9VULN|aAART
112	43123 51235	   	174.85	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	16CDMG|2RCR|3DMG|4TLV|5DUR|7RMIN|89VULN|aAART
113	43124 21235	   	174.85	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	15CDMG|2RCR|3DMG|4TLV|6DUR|7RMIN|89VULN|aAART
114	43125 21143	   	174.85	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	18CDMG|2RCR|37DMG|4TLV|5VULN|6LHND|9DUR|aAART
115	43125 31143	   	174.85	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	18CDMG|2RCR|37DMG|4TLV|5VULN|6LWND|9DUR|aAART
116	43116 23235	   	174.83	ACR|2VULN|2DMG|2CDMG|2DUR	1aCDMG|2RCR|39DMG|4aLWND|5LHND|67DUR|8aVULN|aBPWR
117	43142 24131	   	174.12	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1CDMG|2RCR|35DMG|456BEXP|5BPWR|7ZMB|89VULN|aDUR
118	42111 51531	   	174.11	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|2aDUR|3DMG|4LWND|5AART|6RCR|7LIT|89VULN
119	43141 31225	   	173.93	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1CDMG|2RCR|37DMG|4BEXP|5DMSP|69DUR|8VULN|aAART
120	43123 41231	   	173.92	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1CDMG|2RCR|37DMG|4TLV|5DUR|6RMIN|89VULN|aZMB
121	24623 22222	 * 	173.58	ACR|3VULN|3DMG|1ASPD	19LIT|2RCVC|389VULN|4DUST|5RCR|6ASPD|79aDMG|9BPWR
122	24623 25222	   	173.58	ACR|3VULN|3DMG|1ASPD	19LIT|2RCVC|379VULN|4DUST|5RCR|6ASPD|89aDMG|9BPWR
123	33342 42361	 * 	173.57	DCR|3DMG|2VULN|1AART	1LHND|2BEXP|37aDMG|4DLOT|58VULN|6AART|9RCR
124	45132 12235	   	173.35	ACR|3VULN|2DMG|2CDMG	1aCDMG|26LWND|3aDMG|4RCR|5DUST|7LHND|89aVULN|aBPWR
125	33351 51232	 * 	173.32	DCR|2AART|2VULN|1DMG|1CDMG	1LHND|2BEXP|3DMG|4CDMG|5aAART|6RCR|7LIT|89VULN
126	43361 41211	 * 	173.29	ACR|2VULN|3ZMB|1DMG|2CDMG	16CDMG|2RCR|3RPLT|456ZMB|6BPWR|78VULN|9BEXP|aDMG
127	43361 41221	   	173.29	ACR|2VULN|3ZMB|1DMG|2CDMG	16CDMG|2RCR|3RPLT|456ZMB|6BPWR|78VULN|9FEWX|aDMG
128	36351 51232	   	173.22	DCR|2AART|2VULN|1DMG|1CDMG	1LHND|2DUST|3DMG|4CDMG|5aAART|6RCR|7LIT|89VULN
129	43361 41231	   	173.19	ACR|2VULN|3ZMB|1DMG|2CDMG	16CDMG|2RCR|3RPLT|456ZMB|6BPWR|78VULN|9DUST|aDMG
130	43163 11611	 * 	172.75	ACR|2DMG|2AART|2CDMG|1ZMB|1SELL	17CDMG|2RCR|37DMG|4SELL|57FEWX|68AART|7BPWR|9BELT|aZMB
131	43163 11622	 * 	172.75	ACR|2DMG|2AART|2CDMG|1ZMB|1SELL	17CDMG|2RCR|37DMG|4SELL|57FEWX|68AART|7BPWR|9LIT|aZMB
132	42132 41141	   	172.73	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	18CDMG|2DUR|37DMG|4CGEN|5BEXP|6RCR|9AART|aVULN
133	43361 11313	 * 	172.69	ACR|2AART|3ZMB|2CDMG|1VULN	17CDMG|2RCR|3RPLT|457ZMB|68AART|7BPWR|9CGEN|aVULN
134	43361 11314	 * 	172.69	ACR|2AART|3ZMB|1DMG|2CDMG	17CDMG|2RCR|3RPLT|457ZMB|68AART|7BPWR|9CGEN|aDMG
135	43361 11326	   	172.69	ACR|2AART|3ZMB|2CDMG|1VULN	17CDMG|2RCR|3RPLT|457ZMB|68AART|7BPWR|9BEXP|aVULN
136	43361 11336	   	172.69	ACR|2AART|3ZMB|2CDMG|1VULN	17CDMG|2RCR|3RPLT|457ZMB|68AART|7BPWR|9LHND|aVULN
137	43125 31253	   	172.60	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2RCR|37DMG|4TLV|5VULN|6LWND|8CGEN|9ZMB|aAART
138	43131 61253	   	172.60	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2RCR|37DMG|4CGEN|5TLV|6LWND|8VULN|9ZMB|aAART
139	43125 32253	   	172.60	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2RCR|3DMG|4TLV|58VULN|6LWND|7CGEN|9ZMB|aAART
140	43125 32353	   	172.60	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2RCR|39DMG|4TLV|5VULN|6LWND|7CGEN|8ZMB|aAART
141	43125 33253	   	172.60	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2RCR|3DMG|4TLV|58VULN|6LWND|7MLV|9ZMB|aAART
142	43125 33353	   	172.60	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2RCR|39DMG|4TLV|5VULN|6LWND|7MLV|8ZMB|aAART
143	43523 31253	   	172.60	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2RCR|3CGEN|4TLV|58VULN|6LWND|7DMG|9ZMB|aAART
144	43523 31353	   	172.60	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2RCR|3CGEN|4TLV|5VULN|6LWND|79DMG|8ZMB|aAART
145	43623 31353	   	172.50	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2RCR|3ERES|4TLV|5VULN|6LWND|79DMG|8ZMB|aAART
146	43122 61253	   	172.50	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2RCR|37DMG|4TLV|5NUKE|6LWND|8VULN|9ZMB|aAART
147	43623 31253	   	172.50	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2RCR|3ERES|4TLV|58VULN|6LWND|7DMG|9ZMB|aAART
148	43231 51533	   	172.44	ACR|3VULN|1AART|2CDMG|1DUR	1aCDMG|2RCR|3LWND|4aLIT|5ERES|6DUR|7AART|89aVULN|aBPWR
149	42165 23212	   	172.37	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR|1SELL	1CDMG|2DUR|3DMG|4SELL|5AART|6aVULN|7ZMB|8LIT|9RCR
150	43111 33112	   	172.33	ACR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1CDMG|2RCR|3DMG|4LWND|56AART|7VULN|8ERES|9ASPD|aDUR
151	43111 33312	   	172.33	ACR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1CDMG|2RCR|3DMG|4LWND|56AART|7VULN|8TLV|9ASPD|aDUR
152	42125 43233	 * 	172.27	DCR|4VULN|1DMG|1CDMG|1DUR	1CDMG|2DUR|3DMG|4TLV|589aVULN|6RCR|7MLV
153	43111 33242	 * 	172.21	ACR|2AART|1DMG|1VULN|1CDMG|1FLTHEA	1CDMG|2RCR|3DMG|4LWND|56AART|7VULN|8RCVC|9BELT|aFLTHEA
154	32552 31143	   	172.03	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1LHND|2TLV|35VULN|48CDMG|6RCR|7DMG|9DUR|aAART
155	43116 31334	   	171.93	ACR|3DMG|2VULN|1CDMG	1CDMG|2RCR|37aDMG|4LWND|5LHND|6aCGEN|8MLV|9aVULN|aBPWR
156	43112 52234	   	171.83	ACR|3VULN|2DMG|1CDMG	1CDMG|2RCR|3aDMG|4LWND|5DUST|6aMLV|7CGEN|89aVULN|aBPWR
157	43142 22132	   	171.83	ACR|3DMG|2VULN|1CDMG	1CDMG|2RCR|35aDMG|456BEXP|5BPWR|7CGEN|89VULN
