0	Index      	 *	Score 	Summary	Detail	
1	21653 31632	 * 	193.79	ACR|4VULN|2AART|1DMG|1ASPD	1LHND|26AART|348aVULN|5RCR|7ASPD|9DMG
101	61523 51221	   	172.80	ACR|2AART|2VULN|1DMG|1ZMB	1BEXP|2aAART|3RCR|4DUST|57VULN|6ZMB|8DMG|9LWND
102	21653 33216	   	172.75	ACR|3VULN|2AART|1DMG	1LHND|26AART|349VULN|5RCR|7LIT|8CGEN|aDMG
103	22512 33662	   	172.65	DCR|2VULN|2DMG|1AART|1DUR	1LHND|2aDMG|3ERES|4DUR|5AART|6RCR|78VULN|9CGEN
104	16122 26326	   	172.63	DCR|3VULN|1AART|1DMG|1CDMG	1ERES|2LIT|3DMG|4BEXP|56aVULN|7RCR|8CDMG|9AART
105	21632 71421	 * 	172.62	DCR|2AART|2VULN|1DMG|1CDMG	1LHND|2aAART|36VULN|4DMG|5MBVNT|7RCR|8CDMG|9RPLT
106	21651 31633	   	172.62	DCR|3VULN|1AART|1DMG|1ASPD	15LHND|2AART|348VULN|6RCR|7ASPD|9DMG|aLWND
107	21441 31632	   	172.62	DCR|3VULN|1AART|1DMG|1ASPD	135LHND|2AART|48aVULN|6RCR|7ASPD|9DMG
108	22512 33622	   	172.55	DCR|2VULN|2DMG|1AART|1DUR	1LHND|2aDMG|3ERES|4DUR|5AART|6RCR|78VULN|9TLV
109	21632 71453	   	172.52	DCR|2AART|2VULN|1DMG|1CDMG	1LHND|2aAART|36VULN|4DMG|5MBVNT|7RCR|8CDMG|9DUST
110	21651 31141	   	172.52	DCR|3VULN|1AART|1DMG|1ASPD	15LHND|2AART|34aVULN|6RCR|7ASPD|8DLOT|9DMG
111	21651 31621	   	172.52	DCR|3VULN|1AART|1DMG|1ASPD	15LHND|2AART|348VULN|6RCR|7ASPD|9DUST|aDMG
112	21651 32431	   	172.48	DCR|2AART|2VULN|1DMG|1ZMB	15LHND|29AART|34VULN|6RCR|7ZMB|8FEWX|aDMG
113	21651 32531	   	172.48	DCR|2AART|2VULN|1DMG|1ZMB	15LHND|29AART|34VULN|6RCR|7ZMB|8BEXP|aDMG
114	21444 32231	   	172.38	DCR|2AART|2VULN|1DMG|1ZMB	13LHND|29AART|45VULN|6RCR|7ZMB|8DUST|aDMG
115	21651 32231	   	172.38	DCR|2AART|2VULN|1DMG|1ZMB	15LHND|29AART|34VULN|6RCR|7ZMB|8DUST|aDMG
116	21636 34121	   	172.28	DCR|2AART|2DMG|1VULN|1ZMB	1LHND|28AART|3VULN|4aDMG|59ERES|6RCR|7ZMB
117	21632 58214	   	172.25	DCR|2VULN|2DMG|1AART|1DUR	19LHND|2AART|38VULN|49DMG|5MBVNT|69FEWX|7RCR|9BPWR|aDUR
118	21633 31652	   	172.22	DCR|2AART|2VULN|1DMG|1ZMB|1ASPD	1LHND|26AART|38VULN|4DMG|5ZMB|7ASPD|9RCR|aMLV
119	21632 71234	   	172.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LHND|2AART|36VULN|4DMG|5MBVNT|7RCR|8MLV|9ZMB|aCDMG
120	21633 31653	   	172.12	DCR|2AART|2VULN|1DMG|1ZMB|1ASPD	1LHND|26AART|38VULN|4DMG|5ZMB|7ASPD|9RCR|aTLV
121	21631 31411	   	172.02	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1LHND|2AART|3VULN|46DMG|5BEXP|7ZMB|8CDMG|9DUR|aRCR
122	21631 61411	   	172.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1LHND|2AART|36VULN|4DMG|5BEXP|7ZMB|8CDMG|9DUR|aRCR
123	22111 21445	   	171.90	DCR|2VULN|2DMG|1CDMG|2DUR|1ZMB	1LHND|2aDMG|3ZMB|47DUR|5aVULN|6CDMG|8RCR|9aBEXP|aBPWR
124	61552 21223	   	171.82	ACR|3VULN|1AART|1FLTHEA|2DUR	1BEXP|2AART|3RCR|47aVULN|5FLTHEA|68DUR|9ERES
125	61552 21231	   	171.82	ACR|3VULN|1AART|1FLTHEA|2DUR	1BEXP|2AART|3RCR|479VULN|5FLTHEA|68DUR|aTLV
126	61552 21232	   	171.82	ACR|3VULN|1AART|1FLTHEA|2DUR	1BEXP|2AART|3RCR|479VULN|5FLTHEA|68DUR|aDUST
127	21634 14231	   	171.76	DCR|2VULN|2DMG|1AART|1CDMG	1LHND|2AART|35VULN|45DMG|5BPWR|6BELT|7MLV|8CDMG|9RMIN|aRCR
128	51552 21223	   	171.72	ACR|3VULN|1AART|1FLTHEA|2DUR	1DUST|2AART|3RCR|47aVULN|5FLTHEA|68DUR|9ERES
129	51552 21231	   	171.72	ACR|3VULN|1AART|1FLTHEA|2DUR	1DUST|2AART|3RCR|479VULN|5FLTHEA|68DUR|aTLV
130	31531 61241	 * 	171.59	ACR|3DMG|2AART|2VULN|1MSE	1MSE|29AART|3RCR|48aDMG|5BEXP|67VULN
131	31532 71251	 * 	171.49	ACR|3DMG|2AART|2VULN|1MSE	1MSE|29AART|3RCR|48aDMG|5MBVNT|67VULN
132	21634 12116	   	171.42	DCR|2VULN|2DMG|1AART|1ZMB	1LHND|2AART|35VULN|45DMG|5BPWR|6BELT|7LWND|8ERES|9RCR|aZMB
133	21634 13116	   	171.42	DCR|2VULN|2DMG|1AART|1ZMB	1LHND|2AART|35VULN|45DMG|5BPWR|6BELT|7BEXP|8ERES|9RCR|aZMB
134	21443 31631	   	170.97	ACR|2AART|2VULN|1DMG|1ASPD|1DUR	13LHND|26AART|48VULN|5RCR|7ASPD|9DMG|aDUR
135	62123 53111	   	170.84	ACR|2VULN|2DMG|1AART|1ZMB	19BEXP|29DMG|3ZMB|4MGNLIT|5RCR|6BELT|79VULN|8AART|9BPWR|aLIT
136	62123 53114	   	170.84	ACR|2VULN|2DMG|1AART|1ZMB	19BEXP|29DMG|3ZMB|4MGNLIT|5RCR|6BELT|79VULN|8AART|9BPWR|aLHND
137	51562 21411	 * 	170.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2AART|3RCR|4DMG|5MBVNT|6FEWX|7aVULN|8CDMG|9DUR
138	51562 41411	   	170.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2AART|3RCR|4DMG|5MBVNT|6BEXP|7aVULN|8CDMG|9DUR
139	51562 21424	   	170.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|2AART|3RCR|4DMG|5MBVNT|6FEWX|79VULN|8CDMG|aASPD
140	51562 41424	   	170.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|2AART|3RCR|4DMG|5MBVNT|6BEXP|79VULN|8CDMG|aASPD
141	21653 11633	   	170.74	ACR|3VULN|1AART|1DMG|1ASPD	1LHND|2AART|348VULN|5RCR|6RCVC|7ASPD|9DMG|aLWND
142	21443 11632	   	170.74	ACR|3VULN|1AART|1DMG|1ASPD	13LHND|2AART|48aVULN|5RCR|6RCVC|7ASPD|9DMG
143	62123 53112	   	170.74	ACR|2VULN|2DMG|1AART|1ZMB	19BEXP|29DMG|3ZMB|4MGNLIT|5RCR|6BELT|79VULN|8AART|9BPWR|aTLV
144	62123 53113	   	170.74	ACR|2VULN|2DMG|1AART|1ZMB	19BEXP|29DMG|3ZMB|4MGNLIT|5RCR|6BELT|79VULN|8AART|9BPWR|aERES
145	62123 53116	   	170.74	ACR|2VULN|2DMG|1AART|1ZMB	19BEXP|29DMG|3ZMB|4MGNLIT|5RCR|6BELT|79VULN|8AART|9BPWR|aNUKE
146	14412 31632	   	170.72	DCR|3VULN|1AART|1DMG|1ASPD	1ERES|23CGEN|48aVULN|5AART|6RCR|7ASPD|9DMG
147	22512 33636	   	170.72	DCR|3VULN|1AART|1DMG|1DUR	1LHND|2DMG|3ERES|4DUR|5AART|6RCR|78aVULN|9RPLT
148	21443 31612	   	170.64	ACR|2AART|2VULN|1DMG|2ASPD	13LHND|26AART|48VULN|5RCR|79ASPD|aDMG
149	21653 11141	   	170.64	ACR|3VULN|1AART|1DMG|1ASPD	1LHND|2AART|34aVULN|5RCR|6RCVC|7ASPD|8DLOT|9DMG
150	21653 11621	   	170.64	ACR|3VULN|1AART|1DMG|1ASPD	1LHND|2AART|348VULN|5RCR|6RCVC|7ASPD|9DUST|aDMG
151	41343 21533	 * 	170.64	ACR|3DMG|1AART|3ASPD|2DUR	127ASPD|3LWND|479DMG|5RCR|67DUR|7BPWR|8RCVC|aAART
152	52123 53111	   	170.64	ACR|2VULN|2DMG|1AART|1ZMB	19DUST|29DMG|3ZMB|4MGNLIT|5RCR|6BELT|79VULN|8AART|9BPWR|aLIT
153	52123 53114	   	170.64	ACR|2VULN|2DMG|1AART|1ZMB	19DUST|29DMG|3ZMB|4MGNLIT|5RCR|6BELT|79VULN|8AART|9BPWR|aLHND
154	21653 32613	   	170.63	ACR|3VULN|2AART|1ZMB|1ASPD	1LHND|26AART|348VULN|5RCR|7ZMB|9ASPD|aLWND
155	21653 32631	   	170.63	ACR|3VULN|2AART|1ZMB|1DUR	1LHND|26AART|348VULN|5RCR|7ZMB|9LIT|aDUR
156	21443 32612	   	170.63	ACR|3VULN|2AART|1ZMB|1ASPD	13LHND|26AART|48aVULN|5RCR|7ZMB|9ASPD
157	21653 24132	   	170.63	ACR|3VULN|2AART|1ZMB|1DUR	1LHND|29AART|34aVULN|5RCR|6DUR|7ZMB|8DMSP
158	21651 32622	   	170.62	DCR|4VULN|1AART|1ZMB	15LHND|2AART|348aVULN|6RCR|7ZMB|9ERES
159	21654 32111	   	170.62	DCR|4VULN|1AART|1ZMB	1LHND|2AART|345aVULN|6RCR|7ZMB|8DLOT|9RMIN
160	14212 31632	   	170.62	DCR|3VULN|1AART|1DMG|1ASPD	13ERES|2CGEN|48aVULN|5AART|6RCR|7ASPD|9DMG
161	21653 12431	   	170.60	ACR|2AART|2VULN|1DMG|1ZMB	1LHND|29AART|34VULN|5RCR|6RCVC|7ZMB|8FEWX|aDMG
162	21653 12531	   	170.60	ACR|2AART|2VULN|1DMG|1ZMB	1LHND|29AART|34VULN|5RCR|6RCVC|7ZMB|8BEXP|aDMG
163	52123 53112	   	170.54	ACR|2VULN|2DMG|1AART|1ZMB	19DUST|29DMG|3ZMB|4MGNLIT|5RCR|6BELT|79VULN|8AART|9BPWR|aTLV
164	52123 53113	   	170.54	ACR|2VULN|2DMG|1AART|1ZMB	19DUST|29DMG|3ZMB|4MGNLIT|5RCR|6BELT|79VULN|8AART|9BPWR|aERES
165	52123 53116	   	170.54	ACR|2VULN|2DMG|1AART|1ZMB	19DUST|29DMG|3ZMB|4MGNLIT|5RCR|6BELT|79VULN|8AART|9BPWR|aNUKE
166	21653 32621	   	170.53	ACR|3VULN|2AART|1ZMB|1DUR	1LHND|26AART|348VULN|5RCR|7ZMB|9ERES|aDUR
167	21653 32131	   	170.53	ACR|3VULN|2AART|1ZMB|1DUR	1LHND|26AART|34aVULN|5RCR|7ZMB|8DLOT|9DUR
168	21636 33133	   	170.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2AART|37VULN|4DMG|5ERES|6RCR|8CGEN|9DUR|aCDMG
169	21636 33411	   	170.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2AART|37VULN|4DMG|5ERES|6RCR|8CDMG|9DUR|aRMIN
170	21636 33412	   	170.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2AART|37VULN|4DMG|5ERES|6RCR|8CDMG|9DUR|aFEWX
171	21636 33413	   	170.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2AART|37VULN|4DMG|5ERES|6RCR|8CDMG|9DUR|aLWND
172	21653 12231	   	170.50	ACR|2AART|2VULN|1DMG|1ZMB	1LHND|29AART|34VULN|5RCR|6RCVC|7ZMB|8DUST|aDMG
173	21651 32611	   	170.50	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	15LHND|2AART|348VULN|6RCR|7ZMB|9ASPD|aDUR
