0	Index      	 *	Score 	Summary	Detail	
1	26211 36521	 * 	202.90	ACR|4VULN|2AART|1DMG|1CDMG	1CDMG|2aAART|3589VULN|4RCR|6LHND|7DMG
33	26211 66332	   	186.19	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2AART|35aVULN|4RCR|6DUR|7DMG|8RCVC|9LIT
34	25138 16313	   	186.03	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2DMG|35aVULN|4MBVNT|6RCR|7ZMB|8LIT|9AART
35	26211 36136	   	185.50	ACR|2VULN|2DMG|1AART|2CDMG	1aCDMG|2AART|35VULN|4RCR|6LHND|79DMG|8ERES
36	25123 16633	   	185.05	DCR|4VULN|2DMG|1CDMG|1DUR	1CDMG|2aDMG|3479VULN|5ERES|6DUR|8RCR
37	26211 12522	 * 	185.04	ACR|4VULN|1AART|1CDMG|1FLTHEA	1CDMG|2AART|3589VULN|4RCR|6MLV|7LWND|aFLTHEA
38	26211 16522	   	185.04	ACR|4VULN|1AART|1CDMG|1FLTHEA	1CDMG|2AART|3589VULN|4RCR|6MLV|7LHND|aFLTHEA
39	26211 33522	   	185.04	ACR|4VULN|1AART|1CDMG|1FLTHEA	1CDMG|2AART|3589VULN|4RCR|6LHND|7MLV|aFLTHEA
40	26211 62612	   	184.84	ACR|4VULN|1AART|2CDMG|1DUR	19CDMG|2AART|359aVULN|4RCR|6DUR|7MLV|89LIT|9BPWR
41	26212 53612	   	184.84	ACR|4VULN|1AART|2CDMG|1DUR	19CDMG|2AART|379aVULN|4RCR|5DUR|6CGEN|89LIT|9BPWR
42	26212 33612	   	184.74	ACR|4VULN|1AART|2CDMG|1DUR	19CDMG|2AART|379aVULN|4RCR|5DUR|6ERES|89LIT|9BPWR
43	25121 14512	   	184.67	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2DMG|348VULN|5DUR|6ZMB|7AART|9RPLT|aRCR
44	26211 23235	   	184.29	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2AART|357VULN|4RCR|6MGNSTR|8DMG|9FEWX|aDUR
45	26211 36225	   	184.29	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2AART|359VULN|4RCR|68LHND|7DMG|aDUR
46	26211 36226	   	184.29	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2AART|359VULN|4RCR|68LHND|7DMG|aASPD
47	26211 66133	   	184.19	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2AART|35aVULN|4RCR|6DUR|7DMG|8ERES|9LIT
48	26211 23225	   	184.19	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2AART|357VULN|4RCR|6MGNSTR|8DMG|9DUST|aDUR
49	26212 33552	   	184.19	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2AART|378VULN|4RCR|5DUR|6ERES|9BELT|aDMG
50	26212 42225	   	184.19	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2AART|37aVULN|4RCR|5DUR|6VENICY|8BEXP|9DMG
51	26611 33352	 * 	183.84	ACR|4VULN|1AART|3CDMG	19aCDMG|2AART|3FEWX|4RCR|579aVULN|69aERES|8RPLT|9aBPWR
52	25138 14521	   	183.83	DCR|4VULN|1DMG|2CDMG|2DUR|1SELL	1aCDMG|2DMG|359aVULN|4MBVNT|6RCR|7SELL|8aDUR|aBPWR
53	26211 23352	   	183.66	ACR|3VULN|1AART|1DMG|2CDMG	18CDMG|2AART|357VULN|4RCR|6MGNSTR|9LWND|aDMG
54	26211 23362	   	183.66	ACR|3VULN|1AART|1DMG|2CDMG	18CDMG|2AART|357VULN|4RCR|6MGNSTR|9FEWX|aDMG
55	26211 36632	   	183.66	ACR|3VULN|1AART|1DMG|2CDMG	19CDMG|2AART|35aVULN|4RCR|6LHND|7DMG|8LIT
56	25133 14648	 * 	183.63	DCR|2VULN|2DMG|1AART|2CDMG|1SELL	15CDMG|2aDMG|39VULN|4MBVNT|6RCR|7SELL|8AART
57	26211 63225	   	183.59	ACR|2VULN|1AART|1DMG|1CDMG|1FLTHEA|1DUR	1CDMG|2AART|35VULN|4RCR|6DUR|7LWND|8FLTHEA|9DMG|aRCVC
58	26211 23312	   	183.56	ACR|3VULN|1AART|2CDMG|1DMG	18CDMG|2AART|357VULN|4RCR|6MGNSTR|9DUST|aDMG
59	26212 15225	   	183.49	ACR|2VULN|1AART|1DMG|1CDMG|1FLTHEA|1DUR	1CDMG|2AART|37VULN|4RCR|5DUR|6DUST|8FLTHEA|9DMG|aRCVC
60	26211 12521	   	182.84	ACR|4VULN|2AART|1CDMG	1CDMG|2aAART|3589VULN|4RCR|6MLV|7LWND
61	26211 16521	   	182.84	ACR|4VULN|2AART|1CDMG	1CDMG|2aAART|3589VULN|4RCR|6MLV|7LHND
62	26211 33521	   	182.84	ACR|4VULN|2AART|1CDMG	1CDMG|2aAART|3589VULN|4RCR|6LHND|7MLV
63	25138 13433	   	182.82	DCR|4VULN|2DMG|1CDMG	1CDMG|2aDMG|3589VULN|4MBVNT|6RCR|7TLV
64	25138 18433	   	182.82	DCR|4VULN|2DMG|1CDMG	1CDMG|2aDMG|3589VULN|4MBVNT|6RCR|7ERES
65	26211 35522	   	182.39	ACR|4VULN|1AART|1CDMG|1ZMB	1CDMG|2AART|3589VULN|4RCR|6LHND|7ZMB|aMGNSTR
66	26211 35523	   	182.39	ACR|4VULN|1AART|1CDMG|1ZMB	1CDMG|2AART|3589VULN|4RCR|6LHND|7ZMB|aLIT
67	26211 35532	   	182.39	ACR|4VULN|1AART|1CDMG|1ZMB	1CDMG|2AART|358aVULN|4RCR|6LHND|7ZMB|9LIT
68	25138 14641	   	182.32	DCR|3VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1CDMG|2DMG|359VULN|4MBVNT|6RCR|7SELL|8AART|aDUR
69	22151 53521	 * 	182.29	ACR|3VULN|2DMG|3CDMG	13aCDMG|2LHND|4RCR|5RCVC|6RPLT|79aVULN|8aDMG|aBPWR
70	26211 53226	   	182.28	ACR|2VULN|1AART|1DMG|1CDMG|1FLTHEA|1ASPD	1CDMG|2AART|35VULN|4RCR|6FEWX|7LWND|8FLTHEA|9DMG|aASPD
71	26211 63223	   	182.28	ACR|2VULN|1AART|1DMG|1CDMG|1FLTHEA|1DUR	1CDMG|2AART|35VULN|4RCR|6DUR|7LWND|8FLTHEA|9DMG|aLIT
72	26211 63224	   	182.28	ACR|2VULN|1AART|1DMG|1CDMG|1FLTHEA|1DUR	1CDMG|2AART|35VULN|4RCR|6DUR|7LWND|8FLTHEA|9DMG|aBEXP
73	26211 64223	   	182.28	ACR|2VULN|1AART|1DMG|1FLTHEA|1CDMG|1DUR	1CDMG|2AART|35VULN|4RCR|6DUR|7BEXP|8FLTHEA|9DMG|aLIT
74	26213 54523	   	182.19	ACR|4VULN|1AART|1CDMG|1ZMB	1CDMG|2AART|379aVULN|4RCR|5DLOT|6MBVNT|8ZMB
75	26212 52612	   	182.19	ACR|3VULN|2AART|2CDMG|1DUR	19CDMG|27AART|39aVULN|4RCR|5DUR|6CGEN|89LIT|9BPWR
76	26211 63221	   	182.18	ACR|2VULN|1AART|1DMG|1FLTHEA|1CDMG|1DUR	1CDMG|2AART|35VULN|4RCR|6DUR|7LWND|8FLTHEA|9DMG|aERES
77	26211 64221	   	182.18	ACR|2VULN|1AART|1DMG|1FLTHEA|1CDMG|1DUR	1CDMG|2AART|35VULN|4RCR|6DUR|7BEXP|8FLTHEA|9DMG|aERES
78	26212 15223	   	182.18	ACR|2VULN|1AART|1DMG|1FLTHEA|1CDMG|1DUR	1CDMG|2AART|37VULN|4RCR|5DUR|6DUST|8FLTHEA|9DMG|aLIT
79	26212 15224	   	182.18	ACR|2VULN|1AART|1DMG|1CDMG|1FLTHEA|1DUR	1CDMG|2AART|37VULN|4RCR|5DUR|6DUST|8FLTHEA|9DMG|aBEXP
80	26212 32612	   	182.09	ACR|3VULN|2AART|2CDMG|1DUR	19CDMG|27AART|39aVULN|4RCR|5DUR|6ERES|89LIT|9BPWR
81	26212 15221	   	182.08	ACR|2VULN|1AART|1DMG|1FLTHEA|1CDMG|1DUR	1CDMG|2AART|37VULN|4RCR|5DUR|6DUST|8FLTHEA|9DMG|aERES
82	26211 35612	   	181.94	ACR|3VULN|1AART|1CDMG|1FLTHEA|1ZMB	1CDMG|2AART|35aVULN|4RCR|6LHND|7ZMB|8LIT|9FLTHEA
83	26211 62613	   	181.74	ACR|3VULN|1AART|2CDMG|1ZMB|1DUR	19CDMG|2AART|359VULN|4RCR|6DUR|7MLV|89LIT|9BPWR|aZMB
84	26212 53613	   	181.74	ACR|3VULN|1AART|2CDMG|1ZMB|1DUR	19CDMG|2AART|379VULN|4RCR|5DUR|6CGEN|89LIT|9BPWR|aZMB
85	26211 36611	 * 	181.66	ACR|2VULN|1AART|1DMG|2CDMG|1FLTHEA	1aCDMG|2AART|35VULN|4RCR|6LHND|7DMG|8LIT|9FLTHEA
86	26212 33613	   	181.64	ACR|3VULN|1AART|2CDMG|1ZMB|1DUR	19CDMG|2AART|379VULN|4RCR|5DUR|6ERES|89LIT|9BPWR|aZMB
87	56141 22213	   	181.57	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1ZMB|29DMG|3LIT|4AART|5TLV|69VULN|7CDMG|89LHND|9BPWR|aRCR
88	26211 66333	   	181.54	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2AART|35VULN|4RCR|6DUR|7DMG|8RCVC|9LIT|aZMB
89	26216 53213	 * 	181.49	ACR|3VULN|2AART|3CDMG	189CDMG|2aAART|389VULN|4RCR|5LWND|6CGEN|789LIT|89BPWR
90	26213 61323	   	181.44	ACR|3VULN|1AART|2CDMG|1ZMB|1DUR	16CDMG|2AART|39aVULN|4RCR|5DLOT|7DUR|8ZMB
91	26216 33213	   	181.39	ACR|3VULN|2AART|3CDMG	189CDMG|2aAART|389VULN|4RCR|5LWND|6ERES|789LIT|89BPWR
92	26611 32352	   	181.19	ACR|3VULN|2AART|3CDMG	19aCDMG|27AART|3FEWX|4RCR|59aVULN|69aERES|8RPLT|9aBPWR
93	56131 22213	   	181.07	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1ZMB|29DMG|3LIT|4MLV|5AART|69VULN|7CDMG|89LHND|9BPWR|aRCR
94	24126 12423	 * 	180.99	DCR|3VULN|1AART|1DMG|2ZMB|1CDMG	1CDMG|25ZMB|345VULN|5BPWR|6LIT|7ERES|8AART|9DMG|aRCR
95	26216 33216	   	180.94	ACR|3VULN|1AART|3CDMG|1ZMB	189CDMG|2AART|389VULN|4RCR|5LWND|6ERES|789LIT|89BPWR|aZMB
96	25133 14271	 * 	180.88	DCR|3VULN|2DMG|3CDMG|2SELL	15aCDMG|2aDMG|39aVULN|4MBVNT|6RCR|78SELL|aBPWR
97	25133 13436	 * 	180.64	DCR|3VULN|1AART|1DMG|2CDMG	15CDMG|2DMG|389VULN|4MBVNT|6RCR|7TLV|aAART
98	25133 18436	   	180.64	DCR|3VULN|1AART|2CDMG|1DMG	15CDMG|2DMG|389VULN|4MBVNT|6RCR|7ERES|aAART
99	25126 16113	 * 	180.64	4VULN|3DMG|1AART|2CDMG|2ZMB	18CDMG|258DMG|345aVULN|58BPWR|6LIT|78ZMB|9AART
100	25261 11333	 * 	180.61	DCR|2DMG|2AART|2CDMG|2DUR|1ZMB	17CDMG|27DMG|3CGEN|4ZMB|57DUR|6RCR|7BPWR|8LHND|9aAART
101	25261 11433	   	180.61	DCR|2DMG|2AART|2CDMG|2DUR|1ZMB	17CDMG|27DMG|3CGEN|4ZMB|57DUR|6RCR|7BPWR|8LWND|9aAART
102	26213 21323	   	180.42	ACR|3VULN|1AART|1CDMG|2DUR|1ZMB	1CDMG|2AART|39aVULN|4RCR|5DLOT|67DUR|8ZMB
103	26211 56332	   	180.24	ACR|2VULN|1AART|1DMG|2CDMG|2DUR	19CDMG|2AART|35VULN|4RCR|6FEWX|7DMG|8aDUR
104	26211 66232	   	180.24	ACR|2VULN|1AART|1DMG|2CDMG|2DUR	19CDMG|2AART|35VULN|4RCR|6aDUR|7DMG|8LHND
105	26213 51241	   	180.14	ACR|2VULN|1AART|1DMG|2CDMG|2DUR	18CDMG|2AART|38VULN|4RCR|5DLOT|6MBVNT|78DUR|8BPWR|9ERES|aDMG
106	26213 61212	   	180.14	ACR|2VULN|1AART|1DMG|2CDMG|2DUR	16CDMG|2AART|39VULN|4RCR|5DLOT|78DUR|aDMG
107	26211 24211	   	180.08	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|2aAART|35VULN|4RCR|6MGNSTR|7CGEN|8DMG|9DUR
108	26211 31433	   	180.08	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|2aAART|35VULN|4RCR|67LHND|8DUR|9DMG
109	26211 13211	   	179.98	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|2aAART|35VULN|4RCR|6MLV|7AIRHEL|8DMG|9DUR
110	26211 21211	   	179.98	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|2aAART|35VULN|4RCR|6MGNSTR|7ERES|8DMG|9DUR
111	26211 36115	   	179.98	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|2aAART|35VULN|4RCR|6LHND|7DMG|8ERES|9DUR
112	26211 62153	   	179.98	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|2aAART|35VULN|4RCR|6DUR|7MLV|8ERES|9DMG
113	26212 32552	   	179.98	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|27AART|38VULN|4RCR|5DUR|6ERES|9BELT|aDMG
114	26212 42621	   	179.98	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|2aAART|37VULN|4RCR|5DUR|6VENICY|8DMG|9CGEN
115	26212 53153	   	179.98	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|2aAART|37VULN|4RCR|5DUR|6CGEN|8ERES|9DMG
116	32662 33236	   	179.80	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1DUR|2CGEN|38DMG|4AART|57VULN|6MLV|9RCR|aCDMG
117	26211 35221	   	179.74	ACR|3VULN|2AART|1CDMG|1ZMB	1CDMG|2aAART|359VULN|4RCR|68LHND|7ZMB
118	25122 14312	   	179.67	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1CDMG|28DMG|34VULN|5FEWX|6ZMB|7AART|9RPLT|aRCR
119	25124 14312	   	179.67	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1CDMG|28DMG|34VULN|5BEXP|6ZMB|7AART|9RPLT|aRCR
120	26211 35132	   	179.54	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2AART|35VULN|4RCR|6LHND|7ZMB|8ERES|9DMG|aDUR
121	26211 55132	   	179.54	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2AART|35VULN|4RCR|6FEWX|7ZMB|8ERES|9DMG|aDUR
122	26213 54832	   	179.44	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2AART|37VULN|4RCR|5DLOT|6MBVNT|8DMG|9ASPD|aZMB
123	26213 52182	   	179.44	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2AART|39VULN|4RCR|5DLOT|6MBVNT|7DMG|8DUR|aZMB
124	24138 13436	   	179.37	DCR|4VULN|1AART|1CDMG|1ZMB	1CDMG|2ZMB|3589VULN|4MBVNT|6RCR|7TLV|aAART
125	26211 36623	   	179.28	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|2AART|35VULN|4RCR|6LHND|7aDMG|8LIT|9LWND
126	26211 23652	   	179.25	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|357VULN|4RCR|6MGNSTR|8RCVC|9LWND|aDMG
127	26211 23662	   	179.25	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|357VULN|4RCR|6MGNSTR|8RCVC|9FEWX|aDMG
128	26211 36132	   	179.18	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|2AART|35VULN|4RCR|6LHND|79DMG|8ERES|aLIT
129	26211 36134	   	179.18	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|2AART|35VULN|4RCR|6LHND|79DMG|8ERES|aFEWX
130	26211 36135	   	179.18	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|2AART|35VULN|4RCR|6aLHND|79DMG|8ERES
131	26211 56132	   	179.18	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|2AART|35VULN|4RCR|6FEWX|79DMG|8ERES|aLIT
132	26213 12365	   	179.18	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|2AART|39VULN|4RCR|5DLOT|6BEXP|7aDMG|8RPLT
133	26211 23612	   	179.15	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|357VULN|4RCR|6MGNSTR|8RCVC|9DUST|aDMG
134	26213 12623	   	179.15	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|39aVULN|4RCR|5DLOT|6BEXP|7DMG|8RCVC
135	26211 21252	   	179.08	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|2AART|35VULN|4RCR|6MGNSTR|79ERES|8aDMG
136	26211 36131	   	179.08	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|2AART|35VULN|4RCR|6LHND|79DMG|8aERES
137	26211 36133	   	179.08	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|2AART|35VULN|4RCR|6LHND|79DMG|8ERES|aCANHEL
138	26211 56131	   	179.08	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|2AART|35VULN|4RCR|6FEWX|79DMG|8aERES
139	26211 56133	   	179.08	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|2AART|35VULN|4RCR|6FEWX|79DMG|8ERES|aCANHEL
140	26213 52723	   	179.05	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|39aVULN|4RCR|5DLOT|6MBVNT|7DMG|8RCVC
141	26213 54312	   	179.05	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|379VULN|4RCR|5DLOT|6MBVNT|8RCVC|aDMG
142	26211 36633	   	179.01	ACR|2VULN|1AART|2CDMG|1DMG|1ZMB	19CDMG|2AART|35VULN|4RCR|6LHND|7DMG|8LIT|aZMB
143	25123 26623	   	178.97	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1CDMG|26DMG|34VULN|5ERES|7ZMB|8AART|9LIT|aRCR
144	26211 23162	   	178.95	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|357VULN|4RCR|6MGNSTR|8LHND|9RCVC|aDMG
145	26222 33213	   	178.80	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1CDMG|2AART|39VULN|4CGEN|5LIT|69DMG|7ASPD|89LHND|9BPWR|aRCR
146	25133 22241	 * 	178.77	DCR|3VULN|2DMG|3CDMG	15aCDMG|2aDMG|36aVULN|4MBVNT|7RCVC|8RCR|9RPLT|aBPWR
147	26211 36224	   	178.65	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|359VULN|4RCR|68LHND|7DMG|aRCVC
148	24123 16633	   	178.47	DCR|4VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2ZMB|3479VULN|5ERES|6DUR|8RCR|aDMG
149	26211 62521	   	178.33	ACR|4VULN|1AART|1CDMG|1DUR	1CDMG|2AART|3589VULN|4RCR|6DUR|7MLV|aDMSP
150	26211 62522	   	178.33	ACR|4VULN|1AART|1CDMG|1DUR	1CDMG|2AART|3589VULN|4RCR|6DUR|7MLV|aRMIN
151	26211 62532	   	178.33	ACR|4VULN|1AART|1CDMG|1DUR	1CDMG|2AART|358aVULN|4RCR|6DUR|7MLV|9LIT
152	26211 33526	   	178.33	ACR|4VULN|1AART|1CDMG|1ASPD	1CDMG|2AART|3589VULN|4RCR|6LHND|7MLV|aASPD
153	26212 53521	   	178.33	ACR|4VULN|1AART|1CDMG|1DUR	1CDMG|2AART|3789VULN|4RCR|5DUR|6CGEN|aDMSP
154	26212 53522	   	178.33	ACR|4VULN|1AART|1CDMG|1DUR	1CDMG|2AART|3789VULN|4RCR|5DUR|6CGEN|aRMIN
155	26212 53532	   	178.33	ACR|4VULN|1AART|1CDMG|1DUR	1CDMG|2AART|378aVULN|4RCR|5DUR|6CGEN|9LIT
156	26212 33532	   	178.23	ACR|4VULN|1AART|1CDMG|1DUR	1CDMG|2AART|378aVULN|4RCR|5DUR|6ERES|9LIT
157	26212 53161	   	178.23	ACR|4VULN|1AART|1CDMG|1DUR	1CDMG|2AART|379aVULN|4RCR|5DUR|6CGEN|8ERES
158	26212 53511	   	178.23	ACR|4VULN|1AART|1CDMG|1DUR	1CDMG|2AART|378aVULN|4RCR|5DUR|6CGEN|9ERES
159	32362 51512	   	178.14	DCR|3VULN|3ZMB|1AART|2DUR	18DUR|2CGEN|389ZMB|4AART|578VULN|6RCVC|8BPWR|aRCR
160	26213 51282	   	178.12	ACR|2VULN|1AART|2CDMG|2DUR|1ZMB|1ASPD	18CDMG|2AART|38VULN|4RCR|5DLOT|6MBVNT|78DUR|8BPWR|9ASPD|aZMB
161	25138 14614	 * 	178.12	DCR|2VULN|2AART|1DMG|1CDMG|1DUR|1SELL	1CDMG|2DMG|35VULN|4MBVNT|6RCR|7SELL|8aAART|9DUR
162	26212 63226	   	177.95	ACR|1AART|1DMG|2CDMG|1VULN|1FLTHEA|1ASPD|1DUR	16CDMG|2AART|3VULN|4RCR|5DUR|7LWND|8FLTHEA|9DMG|aASPD
163	26211 11212	   	177.90	ACR|4VULN|1AART|2CDMG	19CDMG|2AART|359aVULN|4RCR|6MLV|7LIT|89LWND|9BPWR
164	26211 12612	   	177.90	ACR|4VULN|1AART|2CDMG	19CDMG|2AART|359aVULN|4RCR|6MLV|7LWND|89LIT|9BPWR
165	26211 16612	   	177.90	ACR|4VULN|1AART|2CDMG	19CDMG|2AART|359aVULN|4RCR|6MLV|7LHND|89LIT|9BPWR
166	26211 33612	   	177.90	ACR|4VULN|1AART|2CDMG	19CDMG|2AART|359aVULN|4RCR|6LHND|7MLV|89LIT|9BPWR
