0	Index      	 *	Score 	Summary	Detail	
1	12354 53333	 * 	186.73	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|235VULN|4CDMG|6RCR|7ZMB|8AART|9RMIN|aDMG
12	33112 45153	   	178.02	DCR|4VULN|1AART|3CDMG	1BELT|278DUST|3AART|4678VULN|578CDMG|78BPWR|9RCR|aLHND
13	33112 45151	   	177.92	DCR|4VULN|1AART|3CDMG	1BELT|278DUST|3AART|4678VULN|578CDMG|78BPWR|9RCR|aERES
14	32116 12344	   	177.72	ACR|3VULN|1AART|1CDMG|2DUR|1ZMB	1BELT|2aBEXP|3AART|49aVULN|5RCR|6ZMB|7CDMG|8aDUR|aBPWR
15	22633 25423	   	177.56	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1VENICY|2RCVC|3DUR|4CDMG|5ASPD|6RCR|7aVULN|8AART|9DMG
16	32116 14111	   	176.64	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1BELT|2BEXP|3AART|48VULN|5RCR|6ZMB|7DMG|9CDMG|aDUR
17	16523 14111	   	175.13	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1CGEN|2BELT|3RCR|4AART|58VULN|6aDUR|7DMG|9CDMG
18	16523 14313	 * 	174.70	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2BELT|3RCR|48AART|5VULN|6DUR|7DMG|9CDMG|aZMB
19	32116 44113	   	174.25	ACR|3VULN|1AART|1DMG|1CDMG	1BELT|2BEXP|3AART|48aVULN|5RCR|6ERES|7DMG|9CDMG
20	12313 33624	 * 	174.17	DCR|3VULN|2DMG|1AART	1CGEN|235VULN|4ERES|6aDMG|7FEWX|8RCR|9AART
21	32526 62113	   	173.65	ACR|3VULN|1AART|1DMG|1CDMG	1BELT|2BEXP|3ERES|4AART|5RCR|6DMG|78aVULN|9CDMG
22	12354 53322	   	173.61	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1CGEN|235VULN|4CDMG|6RCR|7ZMB|8AART|9DUR|aDMSP
23	12354 53323	   	173.61	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1CGEN|235VULN|4CDMG|6RCR|7ZMB|8AART|9DUR|aLHND
24	12354 53332	   	173.61	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CGEN|235VULN|4CDMG|6RCR|7ZMB|8AART|9RMIN|aASPD
25	12351 53343	   	173.61	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	15CGEN|239VULN|4CDMG|6RCR|7ZMB|8AART|aDUR
26	33526 62113	   	173.55	ACR|3VULN|1AART|1DMG|1CDMG	1BELT|2DUST|3ERES|4AART|5RCR|6DMG|78aVULN|9CDMG
27	12354 53321	   	173.51	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1CGEN|235VULN|4CDMG|6RCR|7ZMB|8AART|9DUR|aDUST
28	16523 22243	 * 	173.44	ACR|3VULN|1AART|2ZMB|1CDMG	19CGEN|2BELT|3RCR|4AART|59aVULN|6DUST|7CDMG|89ZMB|9BPWR
29	12111 26266	   	173.21	DCR|3VULN|2DMG|1ZMB|1ASPD	1CGEN|24aVULN|3ASPD|5BEXP|6RCR|7ZMB|89DMG
30	12332 24236	 * 	173.18	DCR|4VULN|1AART|1DMG	1CGEN|238aVULN|4LIT|5DMG|6MLV|7RCR|9AART
31	32116 12343	   	172.23	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1BELT|2BEXP|3AART|49aVULN|5RCR|6ZMB|7CDMG|8DUR
32	33113 33155	 * 	172.02	DCR|2AART|2VULN|1DMG|1CDMG	1BELT|2DUST|39AART|4aVULN|5RPLT|6CDMG|7RCR|8DMG
33	32116 14135	   	171.70	ACR|3VULN|1AART|1DMG|1ZMB	1BELT|2BEXP|3AART|48aVULN|5RCR|6ZMB|7DMG|9FEWX
34	32116 14126	   	171.60	ACR|3VULN|1AART|1DMG|1ZMB	1BELT|2BEXP|3AART|48aVULN|5RCR|6ZMB|7DMG|9ERES
35	13355 51113	   	171.55	DCR|2VULN|2DMG|1AART|2DUR	1aCGEN|28DUR|3aVULN|4AART|5LIT|6TLV|7aDMG|9RCR|aBPWR
36	12351 53314	   	171.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	15CGEN|23VULN|4CDMG|6RCR|7ZMB|8AART|9RPLT|aDMG
37	12351 53333	   	171.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	15CGEN|23VULN|4CDMG|6RCR|7ZMB|8AART|9RMIN|aDMG
38	35814 14442	   	170.95	DCR|2VULN|2DMG|1AART|2DUR	1BELT|2MBVNT|3aFEWX|45DUR|6aDMG|7aVULN|8RCR|9AART|aBPWR
39	35813 36442	   	170.95	DCR|2VULN|2DMG|1AART|2DUR	1BELT|2MBVNT|3aFEWX|47DUR|5aVULN|6aDMG|8RCR|9AART|aBPWR
40	22333 25423	   	170.62	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1VENICY|2RCVC|3LHND|4CDMG|5ASPD|6RCR|7aVULN|8AART|9DMG
41	22233 25423	   	170.52	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1VENICY|2RCVC|3DUST|4CDMG|5ASPD|6RCR|7aVULN|8AART|9DMG
42	32116 14311	   	170.50	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BELT|2BEXP|38AART|4VULN|5RCR|6ZMB|7DMG|9CDMG|aDUR
43	12361 11624	   	170.46	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1CGEN|237VULN|4DUR|5TLV|6ASPD|8RCR|9AART|aDMG
44	23533 25423	   	170.32	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1VENICY|2LHND|3RCVC|4CDMG|5ASPD|6RCR|7aVULN|8AART|9DMG
45	16523 12241	   	170.12	ACR|2VULN|1AART|2ZMB|1CDMG|2DUR	19CGEN|2BELT|3RCR|4AART|59VULN|6aDUR|7CDMG|89ZMB|9BPWR
46	32116 44313	 * 	170.04	ACR|2AART|2VULN|1DMG|1CDMG	1BELT|2BEXP|38AART|4aVULN|5RCR|6ERES|7DMG|9CDMG
47	12313 34164	   	169.98	DCR|4VULN|1AART|1DMG	1CGEN|2357VULN|49ERES|6DMG|8RCR|aAART
48	16523 14112	   	169.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2BELT|3RCR|4AART|58VULN|6DUR|7DMG|9CDMG|aRMIN
49	32116 13561	 * 	169.82	ACR|2VULN|3ZMB|1AART|3DUR	1BELT|29aBEXP|3AART|4aVULN|5RCR|69aZMB|789DUR|9aBPWR
50	16523 24111	   	169.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2BELT|3RCR|4AART|58VULN|6DUST|7DMG|9CDMG|aDUR
51	32116 14112	   	169.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1aBELT|2BEXP|3AART|48VULN|5RCR|6ZMB|7DMG|9CDMG
52	32116 14113	   	169.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BELT|2BEXP|3AART|48VULN|5RCR|6ZMB|7DMG|9CDMG|aLHND
53	32116 14115	   	169.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BELT|2aBEXP|3AART|48VULN|5RCR|6ZMB|7DMG|9CDMG
54	32116 14116	   	169.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BELT|2BEXP|3AART|48VULN|5RCR|6ZMB|7DMG|9CDMG|aLWND
55	33113 33465	   	169.52	DCR|3VULN|1AART|2CDMG|1ASPD	1BELT|29DUST|3AART|489VULN|5RPLT|69CDMG|7RCR|9BPWR|aASPD
56	33113 33466	   	169.52	DCR|3VULN|1AART|2CDMG|1DUR	1BELT|29DUST|3AART|489VULN|5RPLT|69CDMG|7RCR|9BPWR|aDUR
57	32526 62313	   	169.44	ACR|2AART|2VULN|1DMG|1CDMG	1BELT|2BEXP|3ERES|48AART|5RCR|6DMG|7aVULN|9CDMG
58	32111 13661	 * 	169.40	DCR|2VULN|3ZMB|1AART|3DUR	1BELT|29aBEXP|3AART|4aVULN|579DUR|69aZMB|8RCR|9aBPWR
59	32422 13362	   	169.25	DCR|2VULN|2DMG|1AART|2DUR	1BELT|29BEXP|39DMG|4AART|5FEWX|67DUR|89VULN|9BPWR|aRCR
60	32116 42243	   	169.24	ACR|3VULN|1AART|2ZMB|1CDMG	1BELT|29BEXP|3AART|49aVULN|5RCR|6ERES|7CDMG|89ZMB|9BPWR
61	33111 13661	   	169.10	DCR|2VULN|3ZMB|1AART|3DUR	1BELT|29aDUST|3AART|4aVULN|579DUR|69aZMB|8RCR|9aBPWR
62	16523 14311	   	168.99	ACR|2AART|1VULN|1DMG|1CDMG|2DUR	1CGEN|2BELT|3RCR|48AART|5VULN|6aDUR|7DMG|9CDMG
63	13624 52312	   	168.66	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	18CGEN|28DUR|3ZMB|4LWND|58DMG|6AART|7RCR|8BPWR|9VULN|aMLV
64	13624 52313	   	168.66	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	18CGEN|28DUR|3ZMB|4LWND|58DMG|6AART|7RCR|8BPWR|9VULN|aLHND
65	13624 52331	   	168.66	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	18CGEN|28DUR|3ZMB|4LWND|58DMG|6AART|7RCR|8BPWR|9LHND|aVULN
66	12434 21421	   	168.63	DCR|2VULN|2AART|1DMG|1CDMG	1CGEN|27VULN|3RPLT|4CDMG|5DMG|6RCVC|8RCR|9aAART
67	32116 14612	   	168.48	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1BELT|2aBEXP|3AART|4aVULN|5RCR|6ZMB|7DMG|8aDUR|9RMIN|aBPWR
68	35818 14442	   	168.46	DCR|2VULN|2DMG|1AART|1DUR	1BELT|2MBVNT|3aFEWX|4DUR|5RCVC|6aDMG|7aVULN|8RCR|9AART|aBPWR
69	32116 12424	 * 	168.38	ACR|2VULN|1AART|2CDMG|2DUR|1ZMB	1BELT|2aBEXP|3AART|4aVULN|5RCR|6ZMB|78CDMG|9aDUR|aBPWR
70	32422 26362	 * 	168.36	DCR|2AART|2VULN|2DMG	1BELT|29BEXP|39DMG|47AART|5FEWX|6DUST|89VULN|9BPWR|aRCR
71	12313 33621	 * 	168.03	DCR|3VULN|2AART|1DMG	1CGEN|235VULN|4ERES|6DMG|7FEWX|8RCR|9aAART
72	32125 42113	   	168.02	ACR|2AART|2VULN|1CDMG|1ZMB|1DUR	1BELT|2BEXP|34AART|5RCR|6DUR|78VULN|9CDMG|aZMB
73	33125 42113	   	167.92	ACR|2AART|2VULN|1CDMG|1ZMB|1DUR	1BELT|2DUST|34AART|5RCR|6DUR|78VULN|9CDMG|aZMB
74	35813 31442	   	167.86	DCR|2VULN|2DMG|1AART|1DUR	1BELT|2MBVNT|3aFEWX|4DUR|5aVULN|6aDMG|7RCVC|8RCR|9AART|aBPWR
75	12115 23611	   	167.72	DCR|3VULN|1AART|1DMG|1ASPD	1CGEN|249VULN|3ASPD|5LWND|6RCR|7DLOT|8DMG|aAART
76	32116 14335	   	167.50	ACR|2AART|2VULN|1DMG|1ZMB	1BELT|2BEXP|38AART|4aVULN|5RCR|6ZMB|7DMG|9FEWX
77	32116 14326	   	167.40	ACR|2AART|2VULN|1DMG|1ZMB	1BELT|2BEXP|38AART|4aVULN|5RCR|6ZMB|7DMG|9ERES
78	16523 14213	   	167.09	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2BELT|3RCR|4AART|5aVULN|6DUR|7DMG|8DUST|9ZMB
79	16523 23113	   	167.09	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2BELT|3RCR|4AART|5aVULN|6DUST|7DUR|8DMG|9ZMB
80	16523 24313	   	167.09	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2BELT|3RCR|4AART|5aVULN|6DUST|7DMG|8DUR|9ZMB
81	33113 33112	 * 	166.99	DCR|2DMG|1AART|1VULN|2CDMG	1BELT|2aDUST|3AART|4VULN|5RPLT|6aCDMG|7RCR|8aDMG|9RMIN|aBPWR
82	12354 53312	   	166.67	DCR|3VULN|1AART|1CDMG|1ZMB	1aCGEN|235VULN|4CDMG|6RCR|7ZMB|8AART|9RPLT
83	12354 53313	   	166.67	DCR|3VULN|1AART|1CDMG|1ZMB	1CGEN|235VULN|4CDMG|6RCR|7ZMB|8AART|9RPLT|aFEWX
84	12351 53341	   	166.67	DCR|3VULN|1AART|1CDMG|1ZMB	15CGEN|239VULN|4CDMG|6RCR|7ZMB|8AART|aBEXP
85	12351 53342	   	166.67	DCR|3VULN|1AART|1CDMG|1ZMB	15CGEN|239VULN|4CDMG|6RCR|7ZMB|8AART|aLWND
86	12441 11251	 * 	166.61	DCR|3VULN|2DMG|1CDMG	1CGEN|246VULN|3RPLT|56BEXP|6BPWR|7RCR|8CDMG|9aDMG
87	12354 53331	   	166.57	DCR|3VULN|1AART|1CDMG|1ZMB	1CGEN|235VULN|4CDMG|6RCR|7ZMB|8AART|9RMIN|aDUST
88	33113 23644	 * 	166.52	DCR|3VULN|2AART|2ZMB	1BELT|2aDUST|36AART|49aVULN|5RPLT|7aZMB|8RCR|aBPWR
89	12315 32132	 * 	166.33	DCR|3VULN|2AART|2CDMG	17CGEN|237VULN|4ERES|5LHND|67CDMG|7BPWR|8aAART|9RCR
90	12515 32132	   	166.33	DCR|3VULN|2AART|2CDMG	17CGEN|247VULN|3TLV|5LHND|67CDMG|7BPWR|8aAART|9RCR
91	12116 26141	   	166.30	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	1CGEN|24aVULN|3ASPD|5DUR|6RCR|7ZMB|8BEXP|9AART
92	12112 26641	   	166.30	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	1CGEN|24aVULN|3ASPD|5FEWX|6RCR|7ZMB|8DUR|9AART
93	32116 12353	   	165.99	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1BELT|2BEXP|3AART|4VULN|5RCR|6ZMB|7CDMG|8DUR|9ASPD|aDMG
94	12331 64236	 * 	165.95	DCR|5VULN|1AART	1CGEN|2358aVULN|4LIT|6BEXP|7RCR|9AART
95	32116 12224	   	165.92	ACR|2VULN|1AART|2ZMB|1CDMG|2DUR	1BELT|2aBEXP|3AART|4aVULN|5RCR|68ZMB|7CDMG|9aDUR|aBPWR
96	32116 12324	 * 	165.88	ACR|2VULN|1AART|3DUR|1CDMG|1ZMB	1BELT|2aBEXP|3AART|4aVULN|5RCR|6ZMB|7CDMG|89aDUR|aBPWR
97	12331 54236	   	165.85	DCR|5VULN|1AART	1CGEN|2358aVULN|4LIT|6LEGI|7RCR|9AART
98	32111 11113	   	165.66	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1BELT|2aBEXP|3AART|4VULN|5aDUR|6ZMB|7LWND|8aDMG|9RCR|aBPWR
99	35813 34442	   	165.65	DCR|2VULN|2DMG|1AART|1DUR	1BELT|2MBVNT|37aFEWX|4DUR|5aVULN|6aDMG|8RCR|9AART|aBPWR
100	13314 31624	   	165.55	DCR|2VULN|2DMG|1AART|1DUR	1CGEN|2DUR|37VULN|46RMIN|5aDMG|8RCR|9AART
101	32116 44111	   	165.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1BELT|2BEXP|3AART|48VULN|5RCR|6ERES|7DMG|9CDMG|aDUR
102	32116 12144	   	165.49	ACR|3VULN|1AART|1CDMG|1ZMB	1BELT|2aBEXP|3AART|49aVULN|5RCR|6ZMB|7CDMG|8aLWND|aBPWR
103	32116 12543	   	165.49	ACR|3VULN|1AART|1CDMG|1ZMB	1BELT|29BEXP|3AART|49aVULN|5RCR|6ZMB|7CDMG|89CGEN|9BPWR
104	33111 11113	   	165.46	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1BELT|2aDUST|3AART|4VULN|5aDUR|6ZMB|7LWND|8aDMG|9RCR|aBPWR
105	16523 12143	   	165.42	ACR|3VULN|1AART|1CDMG|1DUR	1CGEN|2BELT|3RCR|4AART|59aVULN|6DUR|7CDMG|8LWND
106	16523 12343	   	165.32	ACR|3VULN|1AART|1CDMG|1DUR	1CGEN|2BELT|3RCR|4AART|59aVULN|6DUR|7CDMG|8DUST
107	32116 12143	   	165.29	ACR|3VULN|1AART|1CDMG|1ZMB	1BELT|2BEXP|3AART|49aVULN|5RCR|6ZMB|7CDMG|8LWND
108	32116 12643	   	165.29	ACR|3VULN|1AART|1CDMG|1ZMB	1BELT|2BEXP|3AART|49aVULN|5RCR|6ZMB|7CDMG|8LHND
109	32116 15113	   	165.19	ACR|3VULN|1AART|1CDMG|1ZMB	1BELT|2BEXP|3AART|47aVULN|5RCR|6ZMB|8ERES|9CDMG
110	32116 15313	   	165.19	ACR|3VULN|1AART|1CDMG|1ZMB	1BELT|2BEXP|3AART|47aVULN|5RCR|6ZMB|8TLV|9CDMG
111	13624 52111	   	165.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2DUR|3ZMB|4LWND|5DMG|6AART|7RCR|8RCVC|9aVULN
112	32526 62111	   	164.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1BELT|2BEXP|3ERES|4AART|5RCR|6DMG|78VULN|9CDMG|aDUR
113	33526 62111	   	164.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1BELT|2DUST|3ERES|4AART|5RCR|6DMG|78VULN|9CDMG|aDUR
114	16523 12242	   	164.83	ACR|2VULN|1AART|2ZMB|1CDMG|1DUR	19CGEN|2BELT|3RCR|4AART|59VULN|6DUR|7CDMG|89ZMB|9BPWR|aRMIN
115	16523 22241	   	164.73	ACR|2VULN|1AART|2ZMB|1CDMG|1DUR	19CGEN|2BELT|3RCR|4AART|59VULN|6DUST|7CDMG|89ZMB|9BPWR|aDUR
116	15161 16232	   	164.71	DCR|2AART|2VULN|1DMG|1ASPD	16CGEN|2ASPD|3ERES|49AART|58VULN|7RCR|aDMG
117	12113 42256	 * 	164.62	DCR|3VULN|1DMG|2ASPD|1CDMG|1DUR	1CGEN|245VULN|36ASPD|7DMG|8DUR|9RCR|aCDMG
118	13351 52153	   	164.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2DUR|37VULN|4AART|5MLV|6RPLT|8RCR|9CDMG|aDMG
119	12313 34154	 * 	164.57	DCR|4VULN|2DMG	1aCGEN|2357VULN|4aERES|6aDMG|8RCR|9RMIN|aBPWR
120	12111 26262	   	164.49	DCR|2VULN|2DMG|1ZMB|1DUR|1ASPD	1CGEN|24VULN|3ASPD|5BEXP|6RCR|7ZMB|89DMG|aDUR
121	12116 26421	   	164.39	DCR|2VULN|2DMG|1ZMB|1ASPD|1DUR	1CGEN|24VULN|3ASPD|5DUR|6RCR|7ZMB|8aDMG|9ERES
122	12116 23461	   	164.30	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1CGEN|24VULN|3ASPD|58DUR|6RCR|7DLOT|9DMG|aAART
123	22335 23623	   	164.28	DCR|2VULN|1AART|1DMG|1CDMG	1VENICY|2RCVC|3LHND|4CDMG|5MLV|6RCR|7AART|8aVULN|9DMG
124	13624 52333	 * 	164.25	DCR|3DMG|1AART|2DUR|1ZMB	18CGEN|28DUR|3ZMB|4LWND|58aDMG|6AART|7RCR|8BPWR|9LHND
125	32112 65152	   	164.22	DCR|3VULN|1AART|3CDMG	16BELT|278BEXP|3AART|478VULN|578CDMG|78BPWR|9RCR|aMLV
126	32112 65153	   	164.22	DCR|3VULN|1AART|3CDMG	16BELT|278BEXP|3AART|478VULN|578CDMG|78BPWR|9RCR|aLHND
127	32112 65151	   	164.12	DCR|3VULN|1AART|3CDMG	16BELT|278BEXP|3AART|478VULN|578CDMG|78BPWR|9RCR|aERES
128	23535 23623	   	163.98	DCR|2VULN|1AART|1DMG|1CDMG	1VENICY|2LHND|3RCVC|4CDMG|5MLV|6RCR|7AART|8aVULN|9DMG
129	32424 11362	   	163.95	DCR|2VULN|2DMG|1AART|1DUR	1BELT|29BEXP|39DMG|4AART|57LWND|6DUR|89VULN|9BPWR|aRCR
130	33112 65152	   	163.92	DCR|3VULN|1AART|3CDMG	16BELT|278DUST|3AART|478VULN|578CDMG|78BPWR|9RCR|aMLV
131	33112 65153	   	163.92	DCR|3VULN|1AART|3CDMG	16BELT|278DUST|3AART|478VULN|578CDMG|78BPWR|9RCR|aLHND
132	33112 65151	   	163.82	DCR|3VULN|1AART|3CDMG	16BELT|278DUST|3AART|478VULN|578CDMG|78BPWR|9RCR|aERES
133	12115 25224	   	163.77	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1CGEN|24VULN|3ASPD|57LWND|6RCR|8ZMB|9AART|aDMG
134	12112 26524	   	163.77	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1CGEN|24VULN|3ASPD|58FEWX|6RCR|7ZMB|9AART|aDMG
135	16523 14312	   	163.69	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CGEN|2BELT|3RCR|48AART|5VULN|6DUR|7DMG|9CDMG|aRMIN
136	32116 12364	   	163.67	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	1BELT|2aBEXP|3AART|4aVULN|5RCR|6ZMB|7CDMG|8aDUR|9RCVC|aBPWR
137	12356 12334	   	163.65	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	1CGEN|236VULN|4CDMG|5ASPD|7DUR|8AART|9RCR|aRCVC
138	22235 25423	   	163.58	DCR|2VULN|1AART|1DMG|1CDMG	1VENICY|2RCVC|3DUST|4CDMG|5MLV|6RCR|7aVULN|8AART|9DMG
139	32116 14312	   	163.56	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1aBELT|2BEXP|38AART|4VULN|5RCR|6ZMB|7DMG|9CDMG
140	32116 14313	   	163.56	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1BELT|2BEXP|38AART|4VULN|5RCR|6ZMB|7DMG|9CDMG|aLHND
141	32116 14315	   	163.56	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1BELT|2aBEXP|38AART|4VULN|5RCR|6ZMB|7DMG|9CDMG
142	32116 14316	   	163.56	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1BELT|2BEXP|38AART|4VULN|5RCR|6ZMB|7DMG|9CDMG|aLWND
143	12113 23624	   	163.52	DCR|3VULN|1AART|1DMG|1ASPD	1CGEN|245VULN|3ASPD|6TLV|7FEWX|8RCR|9AART|aDMG
144	12113 63624	   	163.52	DCR|3VULN|1AART|1DMG|1ASPD	1CGEN|245VULN|3ASPD|6LEGI|7RMIN|8RCR|9AART|aDMG
145	12312 14624	   	163.52	DCR|3VULN|1AART|1DMG|1ASPD	1CGEN|237VULN|4ERES|5FEWX|6ASPD|8RCR|9AART|aDMG
146	12313 43624	   	163.52	DCR|3VULN|1AART|1DMG|1ASPD	1CGEN|235VULN|4ERES|6ASPD|7FEWX|8RCR|9AART|aDMG
147	12341 11624	   	163.52	DCR|3VULN|1AART|1DMG|1ASPD	1CGEN|237VULN|4FEWX|5TLV|6ASPD|8RCR|9AART|aDMG
148	12512 11624	   	163.52	DCR|3VULN|1AART|1DMG|1ASPD	1CGEN|247VULN|3TLV|5FEWX|6ASPD|8RCR|9AART|aDMG
149	12113 32624	   	163.42	DCR|3VULN|1AART|1DMG|1ASPD	1CGEN|245VULN|3ASPD|6NUKE|7LEGI|8RCR|9AART|aDMG
150	12113 33525	   	163.42	DCR|3VULN|1AART|1DMG|1ASPD	1CGEN|245VULN|3ASPD|6NUKE|7MBVNT|8RCR|9AART|aDMG
151	16523 12253	   	163.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2BELT|3RCR|4AART|5VULN|6DUR|7CDMG|8ZMB|9FEWX|aDMG
152	12411 11561	   	163.19	DCR|2VULN|2DMG|1CDMG|2DUR	15CGEN|26VULN|3RPLT|46DUR|6BPWR|7RCR|8aDMG|9CDMG
153	13431 11561	   	163.19	DCR|2VULN|2DMG|1CDMG|2DUR	15CGEN|26DUR|3RPLT|46VULN|6BPWR|7RCR|8aDMG|9CDMG
154	13624 52211	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2DUR|3ZMB|48LWND|5DMG|6AART|7RCR|9aVULN
155	16523 22223	   	163.15	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2BELT|3RCR|4AART|5VULN|6DUST|7CDMG|8ZMB|9DUR|aDMG
156	12316 32134	   	163.12	DCR|3VULN|1AART|2CDMG|1DUR	17CGEN|237VULN|4ERES|5DUR|67CDMG|7BPWR|8AART|9RCR|aRCVC
157	12361 32134	   	163.12	DCR|3VULN|1AART|2CDMG|1DUR	17CGEN|237VULN|4DUR|5TLV|67CDMG|7BPWR|8AART|9RCR|aRCVC
158	12516 32134	   	163.12	DCR|3VULN|1AART|2CDMG|1DUR	17CGEN|247VULN|3TLV|5DUR|67CDMG|7BPWR|8AART|9RCR|aRCVC
159	33113 33445	   	163.11	DCR|3VULN|1AART|1CDMG|1ASPD	1BELT|2DUST|3AART|48aVULN|5RPLT|6CDMG|7RCR|9ASPD
160	32116 14132	   	162.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2BEXP|3AART|48VULN|5RCR|6ZMB|7DMG|9FEWX|aDUR
161	32116 14142	   	162.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2BEXP|3AART|48VULN|5RCR|6ZMB|7DMG|9LHND|aDUR
162	32116 11125	   	162.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2BEXP|3AART|4aVULN|5RCR|6ZMB|7LWND|8DMG|9DUR
