0	Index      	 *	Score 	Summary	Detail	
1	62323 26432	 * 	197.72	DCR|3VULN|2AART|2CDMG|2ZMB|2DUR	16AART|257VULN|37ZMB|47DUR|7BPWR|8aCDMG|9RCR
16	66131 42514	   	181.94	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2RCR|3LWND|49VULN|5MBVNT|67DMG|8ZMB|aMLV
17	66231 42512	   	181.94	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2RCR|3LHND|49VULN|5MBVNT|67DMG|8ZMB|aLIT
18	66231 42513	   	181.94	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2RCR|3LHND|49VULN|5MBVNT|67DMG|8ZMB|aCGEN
19	66231 42514	   	181.94	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2RCR|3LHND|49VULN|5MBVNT|67DMG|8ZMB|aMLV
20	66131 42511	   	181.84	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2RCR|3LWND|49VULN|5MBVNT|67DMG|8ZMB|aBASICY
21	66231 42511	   	181.84	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2RCR|3LHND|49VULN|5MBVNT|67DMG|8ZMB|aBASICY
22	66112 32243	 * 	181.80	ACR|1AART|1DMG|2CDMG|1VULN|2ASPD|2DUR	1AART|2RCR|3LWND|4aCDMG|5FEWX|6DMG|7aDUR|8VULN|9aASPD|aBPWR
23	66212 32243	   	181.80	ACR|1AART|1DMG|2CDMG|1VULN|2ASPD|2DUR	1AART|2RCR|3LHND|4aCDMG|5FEWX|6DMG|7aDUR|8VULN|9aASPD|aBPWR
24	62333 25224	   	181.75	DCR|2VULN|2DMG|1AART|2DUR|1ZMB	1AART|25VULN|3ZMB|47DMG|69DUR|8ERES|aRCR
25	62333 53334	 * 	181.53	DCR|3VULN|2AART|1DMG|1ZMB	18AART|25aVULN|3ZMB|4DMG|6BELT|7LSRICY|9RCR
26	63331 31523	 * 	181.07	DCR|3DMG|1AART|1VULN|2ZMB|1DUR	1AART|257LHND|37ZMB|467DMG|7BPWR|8DUR|9RCR|aVULN
27	63332 31523	   	180.97	DCR|3DMG|1AART|1VULN|2ZMB|1DUR	1AART|27LHND|37ZMB|456DMG|7BPWR|8DUR|9RCR|aVULN
28	66325 31233	 * 	180.59	ACR|3AART|2VULN|1FLTHEA|1ZMB|1DUR	145AART|2RCR|3DUST|6aVULN|7ZMB|8DUR|9FLTHEA
29	46123 14321	 * 	180.35	ACR|3DMG|3CDMG|1VULN|1FLTHEA	1RPLT|2RCR|37BEXP|457CDMG|67aDMG|7BPWR|8VULN|9FLTHEA
30	46323 14321	   	180.35	ACR|3DMG|3CDMG|1VULN|1FLTHEA	1RPLT|2RCR|37LHND|457CDMG|67aDMG|7BPWR|8VULN|9FLTHEA
31	66116 12221	   	180.35	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|2RCR|3LWND|4aCDMG|5DMG|68VULN|7DUR|9CGEN
32	66216 12221	   	180.35	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|2RCR|3LHND|4aCDMG|5DMG|68VULN|7DUR|9CGEN
33	66231 82333	   	180.35	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1AART|2RCR|3aLHND|4aVULN|5MBVNT|6ASPD|7DMG|8aCDMG|9LEGI|aBPWR
34	66353 22333	   	180.25	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1AART|2RCR|3aDUST|4ASPD|5aVULN|6LHND|7DMG|8aCDMG|9LEGI|aBPWR
35	66222 31253	   	179.95	ACR|2AART|2DMG|1VULN|2ZMB	14AART|2RCR|3aLHND|5aDMG|6LWND|7RPLT|8VULN|9aZMB|aBPWR
36	66222 22113	   	178.73	ACR|3DMG|3AART|1DUR|1ASPD	146AART|2RCR|37LHND|579DMG|7BPWR|8DUR|aASPD
37	66222 22143	   	178.73	ACR|3DMG|3AART|1DUR|1ASPD	146AART|2RCR|37LHND|57aDMG|7BPWR|8DUR|9ASPD
38	66222 31243	   	178.64	ACR|2AART|2DMG|1VULN|2ASPD	14AART|2RCR|3aLHND|5aDMG|6LWND|7RPLT|8VULN|9aASPD|aBPWR
39	66222 26113	   	178.63	ACR|3DMG|3AART|1ASPD|1DUR	146AART|2RCR|3LHND|579DMG|8DUR|aASPD
40	66222 23613	   	178.63	ACR|3DMG|3AART|1ASPD|1DUR	146AART|2RCR|3LHND|589DMG|7DUR|aASPD
41	66131 42325	   	178.00	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2RCR|3LWND|4VULN|5MBVNT|67DMG|8CDMG|9CGEN|aZMB
42	66131 42711	   	177.87	ACR|2VULN|2DMG|1AART|1DUR	1AART|2RCR|3LWND|4aVULN|5MBVNT|67DMG|8LHND|9DUR
43	66131 46111	   	177.87	ACR|2VULN|2DMG|1AART|1DUR	1AART|2RCR|3LWND|4aVULN|5MBVNT|68DMG|7LHND|9DUR
44	66231 42111	   	177.87	ACR|2VULN|2DMG|1AART|1DUR	1AART|2RCR|3LHND|4aVULN|5MBVNT|67DMG|8LWND|9DUR
45	66231 43111	   	177.87	ACR|2VULN|2DMG|1AART|1DUR	1AART|2RCR|3LHND|4aVULN|5MBVNT|68DMG|7LWND|9DUR
46	66531 42131	   	177.87	ACR|2VULN|2DMG|1AART|1DUR	1AART|2RCR|3DUR|4aVULN|5MBVNT|67DMG|8LWND|9LHND
47	66531 42312	   	177.87	ACR|2VULN|2DMG|1AART|1DUR	1AART|2RCR|3DUR|49VULN|5MBVNT|67DMG|8RMIN|aLIT
48	66531 42313	   	177.87	ACR|2VULN|2DMG|1AART|1DUR	1AART|2RCR|3DUR|49VULN|5MBVNT|67DMG|8RMIN|aCGEN
49	66531 42314	   	177.87	ACR|2VULN|2DMG|1AART|1DUR	1AART|2RCR|3DUR|49VULN|5MBVNT|67DMG|8RMIN|aMLV
50	66531 43131	   	177.87	ACR|2VULN|2DMG|1AART|1DUR	1AART|2RCR|3DUR|4aVULN|5MBVNT|68DMG|7LWND|9LHND
51	66531 42311	   	177.77	ACR|2VULN|2DMG|1AART|1DUR	1AART|2RCR|3DUR|49VULN|5MBVNT|67DMG|8RMIN|aBASICY
52	61131 14632	 * 	177.53	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2MLV|389VULN|4DMG|5LHND|6LIT|7RCR|aCDMG
53	61233 14632	   	177.53	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2MLV|3FEWX|4DMG|589VULN|6LIT|7RCR|aCDMG
54	62343 25332	   	177.35	DCR|2AART|2VULN|1DMG|1ZMB|1ASPD|1DUR	19AART|25VULN|3ZMB|4ASPD|6DUR|7DMG|8FEWX|aRCR
55	66531 42112	   	177.03	ACR|2AART|2DMG|1VULN|2DUR	19AART|2RCR|3aDUR|4VULN|5MBVNT|67DMG|8LWND
56	66531 43112	   	177.03	ACR|2AART|2DMG|1VULN|2DUR	19AART|2RCR|3aDUR|4VULN|5MBVNT|68DMG|7LWND
57	66113 33352	 * 	176.94	ACR|2VULN|1AART|3CDMG|2ZMB	1AART|2RCR|39LWND|45aCDMG|6RCVC|79VULN|89ZMB|9BPWR
58	62333 25512	   	176.56	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|25VULN|3ZMB|47DMG|6DUR|8RMIN|9BEXP|aRCR
59	66332 43322	   	176.48	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1AART|2RCR|37DUST|46VULN|58DUR|9DMG|aZMB
60	62323 65212	   	176.46	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|25VULN|3ZMB|4DUR|67DMG|8ERES|9BEXP|aRCR
61	62333 25212	   	176.46	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|25VULN|3ZMB|47DMG|6DUR|8ERES|9BEXP|aRCR
62	62333 25412	   	176.46	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|25VULN|3ZMB|47DMG|6DUR|8FEWX|9TLV|aRCR
63	62333 25422	   	176.46	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|25VULN|3ZMB|47DMG|6DUR|8FEWX|9NUKE|aRCR
64	62333 25432	   	176.46	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|25VULN|3ZMB|47DMG|6DUR|8FEWX|9ERES|aRCR
65	62333 65222	   	176.46	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|25VULN|3ZMB|47DMG|6FEWX|8ERES|9DUR|aRCR
66	62333 65312	   	176.46	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|25VULN|3ZMB|47DMG|6FEWX|8DUR|9TLV|aRCR
67	62333 65322	   	176.46	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|25VULN|3ZMB|47DMG|6FEWX|8DUR|9NUKE|aRCR
68	62333 65332	   	176.46	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|25VULN|3ZMB|47DMG|6FEWX|8DUR|9ERES|aRCR
69	61133 25142	   	176.46	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|2MLV|35VULN|47DMG|6DUR|8DUST|9ZMB|aRCR
70	62133 35342	   	176.46	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|25VULN|3LEGI|4MLV|67DMG|8DUR|9ZMB|aRCR
71	62323 65112	   	176.36	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|25VULN|3ZMB|4DUR|67DMG|8DUST|9TLV|aRCR
72	62323 65122	   	176.36	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|25VULN|3ZMB|4DUR|67DMG|8DUST|9NUKE|aRCR
73	62323 65132	   	176.36	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|25VULN|3ZMB|4DUR|67DMG|8DUST|9ERES|aRCR
74	62333 25112	   	176.36	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|25VULN|3ZMB|47DMG|6DUR|8DUST|9TLV|aRCR
75	62333 25122	   	176.36	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|25VULN|3ZMB|47DMG|6DUR|8DUST|9NUKE|aRCR
76	62333 25132	   	176.36	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|25VULN|3ZMB|47DMG|6DUR|8DUST|9ERES|aRCR
77	62363 35222	   	176.36	DCR|2DMG|2VULN|1AART|1ZMB|1DUR	1AART|25VULN|3ZMB|4LEGI|67DMG|8ERES|9DUR|aRCR
78	62363 35312	   	176.36	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|25VULN|3ZMB|4LEGI|67DMG|8DUR|9TLV|aRCR
79	62363 35322	   	176.36	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|25VULN|3ZMB|4LEGI|67DMG|8DUR|9NUKE|aRCR
80	62363 35332	   	176.36	DCR|2DMG|2VULN|1AART|1ZMB|1DUR	1AART|25VULN|3ZMB|4LEGI|67DMG|8DUR|9ERES|aRCR
81	63312 62313	 * 	175.94	DCR|2VULN|1AART|2CDMG|1DMG|2ZMB	1AART|2LHND|39ZMB|4ERES|5DMG|69VULN|7LWND|89CDMG|9BPWR|aRCR
82	63336 62313	   	175.94	DCR|2VULN|1AART|2CDMG|1DMG|2ZMB	1AART|2LHND|39ZMB|4DMG|5ERES|69VULN|7LWND|89CDMG|9BPWR|aRCR
83	66131 46411	 * 	175.94	ACR|3VULN|1AART|1DMG|1DUR	1AART|2RCR|3LWND|48aVULN|5MBVNT|6DMG|7LHND|9DUR
84	66231 43411	   	175.94	ACR|3VULN|1AART|1DMG|1DUR	1AART|2RCR|3LHND|48aVULN|5MBVNT|6DMG|7LWND|9DUR
85	66531 41412	   	175.94	ACR|3VULN|1AART|1DMG|1DUR	1AART|2RCR|3DUR|489VULN|5MBVNT|6DMG|7MLV|aLIT
86	66531 41413	   	175.94	ACR|3VULN|1AART|1DMG|1DUR	1AART|2RCR|3DUR|489VULN|5MBVNT|6DMG|7MLV|aCGEN
87	66531 41411	   	175.84	ACR|3VULN|1AART|1DMG|1DUR	1AART|2RCR|3DUR|489VULN|5MBVNT|6DMG|7MLV|aCANSTR
88	66531 41414	   	175.84	ACR|3VULN|1AART|1DMG|1DUR	1AART|2RCR|3DUR|489VULN|5MBVNT|6DMG|7MLV|aBASICY
89	46123 14323	   	175.70	ACR|2DMG|3CDMG|1VULN|1FLTHEA|1ZMB	1RPLT|2RCR|37BEXP|457CDMG|67DMG|7BPWR|8VULN|9FLTHEA|aZMB
90	46323 14323	   	175.70	ACR|2DMG|3CDMG|1VULN|1FLTHEA|1ZMB	1RPLT|2RCR|37LHND|457CDMG|67DMG|7BPWR|8VULN|9FLTHEA|aZMB
91	66131 42383	   	175.54	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2RCR|3LWND|4VULN|5MBVNT|67DMG|8CDMG|9RCVC|aDUR
92	66231 82343	   	175.39	ACR|1AART|1DMG|1VULN|2ASPD|1CDMG|2DUR	1AART|2RCR|3aLHND|4VULN|5MBVNT|6aASPD|7DMG|8CDMG|9aDUR|aBPWR
93	61131 14631	   	174.88	DCR|3VULN|1AART|1DMG|1ZMB	1AART|2MLV|389VULN|4DMG|5LHND|6LIT|7RCR|aZMB
94	61233 14631	   	174.88	DCR|3VULN|1AART|1DMG|1ZMB	1AART|2MLV|3FEWX|4DMG|589VULN|6LIT|7RCR|aZMB
95	62315 82423	   	174.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|27VULN|3ZMB|4ERES|5MBVNT|6CDMG|8DMG|9RCR|aDUR
96	65123 73223	   	174.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2ERES|35VULN|4MBVNT|6DMG|7CDMG|8ZMB|9RCR|aDUR
97	63331 31524	 * 	174.54	DCR|3DMG|1AART|3ZMB|1DUR	1AART|257LHND|37aZMB|467DMG|7BPWR|8DUR|9RCR
98	63332 31524	   	174.44	DCR|3DMG|1AART|3ZMB|1DUR	1AART|27LHND|37aZMB|456DMG|7BPWR|8DUR|9RCR
99	62333 52235	   	174.42	DCR|2VULN|2DMG|1AART|1ZMB	1AART|25VULN|3ZMB|4aDMG|6BELT|7LWND|8RCR|9LHND
100	62331 55211	   	174.32	DCR|2VULN|2DMG|1AART|1ZMB	1AART|27VULN|3ZMB|4aDMG|5LHND|6BELT|8RCR|9ERES
101	62333 52211	   	174.32	DCR|2VULN|2DMG|1AART|1ZMB	1AART|25VULN|3ZMB|4aDMG|6BELT|7LWND|8RCR|9ERES
102	66116 12332	   	174.29	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1AART|2RCR|3LWND|4CDMG|5DMG|6VULN|7DUR|8ZMB|9ERES|aASPD
103	66216 12332	   	174.29	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1AART|2RCR|3LHND|4CDMG|5DMG|6VULN|7DUR|8ZMB|9ERES|aASPD
104	62333 55211	   	174.22	DCR|2VULN|2DMG|1AART|1ZMB	1AART|25VULN|3ZMB|4aDMG|6BELT|7DUST|8RCR|9ERES
105	63331 31423	   	174.14	DCR|3DMG|1AART|1VULN|2ZMB	1AART|257LHND|37ZMB|467DMG|7BPWR|8LWND|9RCR|aVULN
106	66123 12632	 * 	174.13	ACR|3VULN|2AART|1CDMG	14AART|2RCR|3LWND|589VULN|6LIT|7BEXP|aCDMG
107	63332 31423	   	174.04	DCR|3DMG|1AART|1VULN|2ZMB	1AART|27LHND|37ZMB|456DMG|7BPWR|8LWND|9RCR|aVULN
108	66112 32252	   	174.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2RCR|3LWND|4CDMG|5FEWX|6DMG|7DUR|8aVULN|9RPLT
109	66112 32262	   	174.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2RCR|3LWND|4CDMG|5FEWX|6DMG|7DUR|8aVULN|9LHND
110	66112 34232	   	174.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2RCR|3LWND|4CDMG|5FEWX|6DMG|7BEXP|8aVULN|9DUR
111	66116 12212	   	174.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2RCR|3LWND|4CDMG|5DMG|68VULN|7DUR|9LSRICY|aMLV
112	66116 12222	   	174.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2RCR|3aLWND|4CDMG|5DMG|68VULN|7DUR|9CGEN
113	66212 32252	   	174.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2RCR|3LHND|4CDMG|5FEWX|6DMG|7DUR|8aVULN|9RPLT
114	66212 34232	   	174.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2RCR|3LHND|4CDMG|5FEWX|6DMG|7BEXP|8aVULN|9DUR
115	66216 12212	   	174.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2RCR|3LHND|4CDMG|5DMG|68VULN|7DUR|9LSRICY|aMLV
116	66216 12222	   	174.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2RCR|3LHND|4CDMG|5DMG|68VULN|7DUR|9CGEN|aLWND
117	66123 11632	   	174.03	ACR|3VULN|2AART|1CDMG	14AART|2RCR|3LWND|589VULN|6LIT|7DUST|aCDMG
118	62333 14141	   	173.94	DCR|3VULN|1AART|1DMG|2ZMB	1AART|25aVULN|3aZMB|4DMG|6CANSTR|7MBVNT|8aBEXP|9RCR|aBPWR
119	66131 41464	   	173.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2RCR|3LWND|48VULN|5MBVNT|6DMG|7MLV|9CDMG|aDUR
120	66131 42324	   	173.93	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2RCR|3LWND|4VULN|5MBVNT|67DMG|8CDMG|9CGEN|aDUR
121	66131 42364	   	173.93	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2RCR|3LWND|4VULN|5MBVNT|67DMG|8CDMG|9MLV|aDUR
122	66131 42371	   	173.93	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2RCR|3LWND|4VULN|5MBVNT|67DMG|8CDMG|9DUR|aMLV
123	66131 42373	   	173.93	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2RCR|3LWND|4VULN|5MBVNT|67DMG|8CDMG|9DUR|aCGEN
124	66112 32225	   	173.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2RCR|3LWND|4CDMG|5FEWX|6DMG|7DUR|8aVULN|9TLV
125	66116 12211	   	173.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2RCR|3LWND|4CDMG|5DMG|68VULN|7DUR|9LSRICY|aDUST
126	66116 12213	   	173.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2RCR|3LWND|4CDMG|5DMG|68VULN|7DUR|9LSRICY|aERES
127	66116 12223	   	173.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2RCR|3LWND|4CDMG|5DMG|68VULN|7DUR|9CGEN|aERES
128	66116 12231	   	173.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2RCR|3LWND|4CDMG|5DMG|68VULN|7DUR|9DUST|aMLV
129	66116 12233	   	173.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2RCR|3LWND|4CDMG|5DMG|68VULN|7DUR|9DUST|aCGEN
130	66212 32225	   	173.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2RCR|3LHND|4CDMG|5FEWX|6DMG|7DUR|8aVULN|9TLV
131	66216 12211	   	173.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2RCR|3LHND|4CDMG|5DMG|68VULN|7DUR|9LSRICY|aDUST
132	66216 12213	   	173.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2RCR|3LHND|4CDMG|5DMG|68VULN|7DUR|9LSRICY|aERES
133	66216 12231	   	173.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2RCR|3LHND|4CDMG|5DMG|68VULN|7DUR|9DUST|aMLV
134	66216 12233	   	173.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2RCR|3LHND|4CDMG|5DMG|68VULN|7DUR|9DUST|aCGEN
135	66131 42374	   	173.83	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2RCR|3LWND|4VULN|5MBVNT|67DMG|8CDMG|9DUR|aERES
136	62315 61224	   	173.62	DCR|3VULN|1AART|3CDMG|1ZMB	1AART|289VULN|3ZMB|489ERES|5MBVNT|6BELT|789CDMG|89BPWR|aRCR
137	66231 41261	   	173.51	ACR|2DMG|1AART|1VULN|2CDMG	1AART|2RCR|38LHND|4VULN|5MBVNT|68DMG|78MLV|8BPWR|9aCDMG
138	66131 41461	   	173.31	ACR|2VULN|1AART|1DMG|2CDMG	1AART|2RCR|3LWND|48VULN|5MBVNT|6DMG|7MLV|9aCDMG
139	66131 42321	   	173.31	ACR|2DMG|1AART|1VULN|2CDMG	1AART|2RCR|3LWND|4VULN|5MBVNT|67DMG|8aCDMG|9CGEN
140	66131 42361	   	173.31	ACR|2DMG|1AART|1VULN|2CDMG	1AART|2RCR|3LWND|4VULN|5MBVNT|67DMG|8aCDMG|9MLV
141	66231 42361	   	173.31	ACR|2DMG|1AART|1VULN|2CDMG	1AART|2RCR|3LHND|4VULN|5MBVNT|67DMG|8RMIN|9aCDMG
142	66231 42461	   	173.31	ACR|2DMG|1AART|1VULN|2CDMG	1AART|2RCR|3LHND|4VULN|5MBVNT|67DMG|8CGEN|9aCDMG
143	66116 13221	   	173.31	ACR|2VULN|1AART|1DMG|2CDMG	1AART|2RCR|3LWND|4aCDMG|5DMG|68VULN|7LEGI|9CGEN
144	66216 13221	   	173.31	ACR|2VULN|1AART|1DMG|2CDMG	1AART|2RCR|3LHND|4aCDMG|5DMG|68VULN|7LEGI|9CGEN
145	66325 31312	 * 	173.27	ACR|3AART|1VULN|1DMG|2ZMB|1DUR	145AART|2RCR|3DUST|6VULN|78ZMB|9DMG|aDUR
146	66523 32322	   	173.04	ACR|2AART|1VULN|1DMG|2DUR|1ZMB	14AART|2RCR|38DUR|5VULN|6RCVC|7BEXP|9DMG|aZMB
147	62343 14241	   	173.04	DCR|3VULN|1AART|2ZMB|2DUR|1ASPD	1AART|25aVULN|3aZMB|4ASPD|6CANSTR|7MBVNT|8aDUR|9RCR|aBPWR
148	46233 32253	   	173.04	ACR|2DMG|1AART|1VULN|2ZMB|1DUR	1RPLT|2RCR|3DMSP|4aFEWX|5AART|6aDMG|7DUR|8VULN|9aZMB|aBPWR
149	66513 33321	 * 	172.80	ACR|1AART|3CDMG|1VULN|3DUR|2ZMB	1AART|2RCR|36aDUR|45aCDMG|7VULN|8ERES|9aZMB|aBPWR
150	66116 12311	   	172.74	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|2RCR|3LWND|4CDMG|5DMG|6VULN|7aDUR|8ZMB|9BELT
151	66116 32122	   	172.74	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|2RCR|3LWND|4CDMG|5DMG|6ZMB|7LIT|8aDUR|9VULN
152	66216 12311	   	172.74	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|2RCR|3LHND|4CDMG|5DMG|6VULN|7aDUR|8ZMB|9BELT
153	66216 32132	   	172.74	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1AART|2RCR|3LHND|4CDMG|5DMG|6ZMB|7LIT|8aDUR|9VULN
154	62333 52241	   	172.48	DCR|3VULN|1AART|1DMG|1ZMB	1AART|259VULN|3ZMB|4DMG|6BELT|7LWND|8RCR|aFEWX
155	62333 52242	   	172.48	DCR|3VULN|1AART|1DMG|1ZMB	1AART|259VULN|3ZMB|4DMG|6BELT|7LWND|8RCR|aBEXP
156	66231 41218	   	172.44	ACR|2VULN|2DMG|1AART	1AART|2RCR|38LHND|49VULN|5MBVNT|68DMG|78MLV|8BPWR|aRCVC
157	62333 52214	   	172.38	DCR|3VULN|1AART|1DMG|1ZMB	1AART|25aVULN|3ZMB|4DMG|6BELT|7LWND|8RCR|9ERES
158	62333 52243	   	172.38	DCR|3VULN|1AART|1DMG|1ZMB	1AART|259VULN|3ZMB|4DMG|6BELT|7LWND|8RCR|aDUST
159	61131 62132	   	172.38	DCR|3DMG|1AART|1VULN|1ZMB	1AART|2MLV|3VULN|49aDMG|5LHND|6BASICY|7ZMB|8RCR
160	66221 36332	 * 	172.36	ACR|2AART|2DMG|1FLTHEA|1ASPD|1DUR	14AART|2RCR|35LHND|68DMG|7FLTHEA|9ASPD|aDUR
161	62153 35222	   	172.29	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|25VULN|3LEGI|4ASPD|67DMG|8ERES|9DUR|aRCR
162	62153 35312	   	172.29	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|25VULN|3LEGI|4ASPD|67DMG|8DUR|9TLV|aRCR
