0	Index      	 *	Score 	Summary	Detail	
1	11533 25152	 * 	237.53	DCR|4VULN|1AART|1ASPD|1DMG|1CDMG	1249VULN|3DMG|5ERES|6RCR|7ASPD|8AART|aCDMG
32	11243 34523	 * 	228.87	DCR|3VULN|3ASPD|1AART|1CDMG	125VULN|3LWND|4AART|6RCR|789ASPD|aCDMG
33	11112 23122	   	228.16	DCR|4VULN|1AART|1ASPD|1DMG|1AAC	1234VULN|5LHND|6RCR|7DMG|8AART|9ASPD|aAAC
34	11243 35122	   	228.16	DCR|4VULN|1AART|1ASPD|1DMG|1AAC	1257VULN|3LWND|4AART|6RCR|8DMG|9ASPD|aAAC
35	11443 35122	   	228.06	DCR|4VULN|1AART|1ASPD|1DMG|1AAC	1257VULN|3LEGI|4AART|6RCR|8DMG|9ASPD|aAAC
36	11532 62263	 * 	227.65	DCR|5VULN|2AART|1DMG	1246aVULN|3DMG|5RPLT|79AART|8RCR
37	11533 24631	   	227.51	DCR|3VULN|2DMG|1AART|1CDMG|1DUR	124VULN|3aDMG|5ERES|6RCR|7AART|8CDMG|9DUR
38	13542 32221	   	226.88	DCR|3VULN|1MDPS|1AART|1DMG|1CDMG|1ZMB	159VULN|2CGEN|3CDMG|4ZMB|6DMG|7AART|8RCR|aMDPS
39	45326 13121	 * 	226.51	DCR|3DMG|3ASPD|1MDPS|1VULN|1CDMG|1ZMB	167ASPD|2MDPS|3VULN|47DUST|567DMG|67BPWR|8RCR|9ZMB|aCDMG
40	11111 24661	   	225.77	DCR|4VULN|1AART|1DMG|1CDMG|1DUR	1234VULN|5DUST|6RCR|7AART|8CDMG|9DUR|aDMG
41	11533 24633	   	225.77	DCR|4VULN|1AART|1DMG|1CDMG|1DUR	124aVULN|3DMG|5ERES|6RCR|7AART|8CDMG|9DUR
42	11153 13244	 * 	225.64	DCR|4VULN|2AART|1DMG|1CDMG	1237VULN|4BEXP|56AART|8DMG|9CDMG|aRCR
43	11123 13244	   	225.54	DCR|4VULN|2AART|1DMG|1CDMG	1237VULN|4DUST|56AART|8DMG|9CDMG|aRCR
44	11532 12265	   	225.47	DCR|3VULN|2AART|2DMG|1ZMB	124VULN|36DMG|5RPLT|79AART|8RCR|aZMB
45	11131 36662	 * 	225.06	DCR|4VULN|3DMG|2DUR|1AAC|1SELL	1237VULN|4SELL|57DUR|678DMG|7BPWR|9RCR|aAAC
46	16233 16362	 * 	225.06	DCR|4VULN|3DMG|2DUR|1AAC|1SELL	1578VULN|2SELL|37DUR|467DMG|7BPWR|9RCR|aAAC
47	11111 24614	 * 	224.90	DCR|4VULN|1AART|2CDMG|1DMG	1234VULN|5DUST|6RCR|7AART|8aCDMG|9DMG
48	11233 54431	 * 	224.89	DCR|3VULN|2AART|1MDPS|1CDMG|1ZMB	126VULN|3LWND|4ZMB|5CDMG|7RCR|89AART|aMDPS
49	11533 25161	 * 	224.16	DCR|3VULN|1MDPS|1AART|1ASPD|1DMG|1DUR	124VULN|3DMG|5ERES|6RCR|7ASPD|8AART|9MDPS|aDUR
50	11533 25162	   	224.16	DCR|3VULN|1MDPS|1AART|1ASPD|1DMG	124VULN|3DMG|5ERES|6RCR|7ASPD|8AART|9MDPS|aLHND
51	11533 25163	   	224.16	DCR|3VULN|1MDPS|1AART|1ASPD|1DMG|1SELL	124VULN|3DMG|5ERES|6RCR|7ASPD|8AART|9MDPS|aSELL
52	11115 26153	 * 	224.15	DCR|4VULN|1SPLARM|1AART|1DMG|1DUR	1234VULN|5DUR|6RCR|7LIT|8SPLARM|9DMG|aAART
53	11533 24225	   	224.07	DCR|3VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	124VULN|3DMG|5ERES|6RCR|7AART|8ZMB|9ASPD|aDUR
54	13542 32223	   	223.90	DCR|4VULN|1AART|1DMG|1CDMG|1ZMB	159aVULN|2CGEN|3CDMG|4ZMB|6DMG|7AART|8RCR
55	11115 23145	   	223.88	DCR|5VULN|1AART|1DMG|1DUR	1234aVULN|5DUR|6RCR|7DMG|8AART|9LHND
56	11115 23151	   	223.88	DCR|5VULN|1AART|1DMG|1DUR	12349VULN|5DUR|6RCR|7DMG|8AART|aLWND
57	11115 23152	   	223.88	DCR|5VULN|1AART|1DMG|1DUR	12349VULN|5DUR|6RCR|7DMG|8AART|aBEXP
58	11115 23153	   	223.88	DCR|5VULN|1AART|1DMG|1DUR	12349VULN|5DUR|6RCR|7DMG|8AART|aLHND
59	11115 24151	   	223.88	DCR|5VULN|1AART|1DMG|1DUR	12349VULN|5DUR|6RCR|7AART|8DMG|aLWND
60	11115 24152	   	223.88	DCR|5VULN|1AART|1DMG|1DUR	12349VULN|5DUR|6RCR|7AART|8DMG|aBEXP
61	11115 24153	   	223.88	DCR|5VULN|1AART|1DMG|1DUR	12349VULN|5DUR|6RCR|7AART|8DMG|aLHND
62	11115 25151	   	223.88	DCR|5VULN|1AART|1ASPD|1DUR	12349VULN|5DUR|6RCR|7ASPD|8AART|aLWND
63	11115 25152	   	223.88	DCR|5VULN|1AART|1ASPD|1DUR	12349VULN|5DUR|6RCR|7ASPD|8AART|aBEXP
64	11115 25153	   	223.88	DCR|5VULN|1AART|1ASPD|1DUR	12349VULN|5DUR|6RCR|7ASPD|8AART|aLHND
65	11112 24235	   	223.88	DCR|5VULN|1AART|1ASPD|1DUR	12348VULN|5LHND|6RCR|7DUR|9ASPD|aAART
66	11115 25123	 * 	223.84	DCR|4VULN|2ASPD|1AART|1DUR	1234VULN|5DUR|6RCR|79ASPD|8AART|aCGEN
67	11115 25124	   	223.84	DCR|4VULN|2ASPD|1AART|1DUR	1234VULN|5DUR|6RCR|79ASPD|8AART|aBEXP
68	11115 25125	   	223.84	DCR|4VULN|2ASPD|1AART|1DUR	1234VULN|5DUR|6RCR|79ASPD|8AART|aLIT
69	11115 25126	   	223.84	DCR|4VULN|2ASPD|1AART|1DUR	1234VULN|5DUR|6RCR|79ASPD|8AART|aLHND
70	11115 23155	   	223.78	DCR|5VULN|1AART|1DMG|1DUR|1SELL	12349VULN|5DUR|6RCR|7DMG|8AART|aSELL
71	11115 25121	   	223.74	DCR|4VULN|2ASPD|1AART|1DUR	1234VULN|5DUR|6RCR|79ASPD|8AART|aDUST
72	11115 25122	   	223.74	DCR|4VULN|2ASPD|1AART|1DUR|1SELL	1234VULN|5DUR|6RCR|79ASPD|8AART|aSELL
73	11533 24222	   	222.54	DCR|3VULN|1AART|1ASPD|1DMG|1AAC|1ZMB	124VULN|3DMG|5ERES|6RCR|7AART|8ZMB|9ASPD|aAAC
74	11153 34334	   	222.09	DCR|3VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	123VULN|4BEXP|5AART|6CDMG|7DMG|8ASPD|9DUR|aRCR
75	11123 34334	   	221.99	DCR|3VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	123VULN|4DUST|5AART|6CDMG|7DMG|8ASPD|9DUR|aRCR
76	22513 62311	   	221.99	DCR|3VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2ERES|3CDMG|456VULN|7AART|8ASPD|9DMG|aRCR
77	11233 54433	   	221.91	DCR|4VULN|2AART|1CDMG|1ZMB	126aVULN|3LWND|4ZMB|5CDMG|7RCR|89AART
78	11112 23121	   	221.38	DCR|4VULN|1AART|1ASPD|1DMG	1234VULN|5LHND|6RCR|7DMG|8AART|9ASPD|aFEWX
79	11112 23124	   	221.38	DCR|4VULN|1AART|1ASPD|1DMG	1234VULN|5LHND|6RCR|7DMG|8AART|9ASPD|aLWND
80	11243 35121	   	221.38	DCR|4VULN|1AART|1ASPD|1DMG	1257VULN|3LWND|4AART|6RCR|8DMG|9ASPD|aFEWX
81	11243 35124	   	221.38	DCR|4VULN|1AART|1ASPD|1DMG	1257VULN|3LWND|4AART|6RCR|8DMG|9ASPD|aLHND
82	11111 23121	   	221.28	DCR|4VULN|1AART|1ASPD|1DMG	1234VULN|5DUST|6RCR|7DMG|8AART|9ASPD|aBELT
83	11111 23123	   	221.28	DCR|4VULN|1AART|1ASPD|1DMG	1234VULN|5DUST|6RCR|7DMG|8AART|9ASPD|aDMSP
84	11111 23124	   	221.28	DCR|4VULN|1AART|1ASPD|1DMG	1234VULN|5DUST|6RCR|7DMG|8AART|9ASPD|aLWND
85	11111 24121	   	221.28	DCR|4VULN|1AART|1ASPD|1DMG	1234VULN|5DUST|6RCR|7AART|8DMG|9ASPD|aBELT
86	11111 24123	   	221.28	DCR|4VULN|1AART|1ASPD|1DMG	1234VULN|5DUST|6RCR|7AART|8DMG|9ASPD|aDMSP
87	11111 24124	   	221.28	DCR|4VULN|1AART|1ASPD|1DMG	1234VULN|5DUST|6RCR|7AART|8DMG|9ASPD|aLWND
88	11112 23123	   	221.28	DCR|4VULN|1AART|1ASPD|1DMG	1234VULN|5LHND|6RCR|7DMG|8AART|9ASPD|aDUST
89	11243 35123	   	221.28	DCR|4VULN|1AART|1ASPD|1DMG	1257VULN|3LWND|4AART|6RCR|8DMG|9ASPD|aDUST
90	11443 34123	   	221.28	DCR|4VULN|1AART|1ASPD|1DMG	125aVULN|3LEGI|4AART|6RCR|7ASPD|8LWND|9DMG
91	11443 35121	   	221.28	DCR|4VULN|1AART|1ASPD|1DMG	1257VULN|3LEGI|4AART|6RCR|8DMG|9ASPD|aFEWX
92	11533 25153	   	221.28	DCR|4VULN|1AART|1ASPD|1DMG	1249VULN|3DMG|5ERES|6RCR|7ASPD|8AART|aAME
93	11111 23126	   	221.18	DCR|4VULN|1AART|1ASPD|1DMG	1234VULN|5aDUST|6RCR|7DMG|8AART|9ASPD
94	11111 24126	   	221.18	DCR|4VULN|1AART|1ASPD|1DMG	1234VULN|5aDUST|6RCR|7AART|8DMG|9ASPD
95	11443 35123	   	221.18	DCR|4VULN|1AART|1ASPD|1DMG	1257VULN|3LEGI|4AART|6RCR|8DMG|9ASPD|aDUST
96	11533 25151	   	221.18	DCR|4VULN|1AART|1ASPD|1DMG	1249VULN|3DMG|5ERES|6RCR|7ASPD|8AART|aDUST
97	11243 34521	   	220.92	DCR|3VULN|3ASPD|1AART|1DUR	125VULN|3LWND|4AART|6RCR|789ASPD|aDUR
98	61243 62311	   	220.72	DCR|3VULN|1AART|1ASPD|1DMG|1CDMG	1RMIN|246VULN|3LHND|5CDMG|7AART|8ASPD|9DMG|aRCR
99	11112 24232	 * 	220.17	DCR|5VULN|1ASPD|1DMG|1DUR	12348VULN|5LHND|6RCR|7DUR|9ASPD|aDMG
100	11533 25123	   	219.65	DCR|3VULN|2ASPD|1AART|1DMG	124VULN|3DMG|5ERES|6RCR|79ASPD|8AART|aAME
101	11533 25124	   	219.65	DCR|3VULN|2ASPD|1AART|1DMG	124VULN|3DMG|5ERES|6RCR|79ASPD|8AART|aBEXP
102	11533 25125	   	219.65	DCR|3VULN|2ASPD|1AART|1DMG	124VULN|3DMG|5ERES|6RCR|79ASPD|8AART|aLIT
103	11533 25126	   	219.65	DCR|3VULN|2ASPD|1AART|1DMG	124VULN|3DMG|5ERES|6RCR|79ASPD|8AART|aLHND
104	11533 25121	   	219.55	DCR|3VULN|2ASPD|1AART|1DMG	124VULN|3DMG|5ERES|6RCR|79ASPD|8AART|aDUST
105	11533 24613	   	219.21	DCR|3VULN|2DMG|1AART|1CDMG	124VULN|39DMG|5ERES|6RCR|7AART|8CDMG|aLWND
106	11533 24621	   	219.21	DCR|3VULN|2DMG|1AART|1CDMG	124VULN|3aDMG|5ERES|6RCR|7AART|8CDMG|9LHND
107	11533 24611	   	219.11	DCR|3VULN|2DMG|1AART|1CDMG	124VULN|39DMG|5aERES|6RCR|7AART|8CDMG
108	11243 33156	   	219.01	DCR|4VULN|2DMG|1AART	125aVULN|3aLWND|4AART|6RCR|7DUST|8FEWX|9aDMG|aBPWR
109	11112 23153	   	218.91	DCR|4VULN|2DMG|1AART	1234VULN|5LHND|6RCR|79DMG|8AART|aCGEN
110	11112 23154	   	218.91	DCR|4VULN|2DMG|1AART	1234VULN|5LHND|6RCR|79DMG|8AART|aBEXP
111	11112 23155	   	218.91	DCR|4VULN|2DMG|1AART	1234VULN|5LHND|6RCR|79DMG|8AART|aLIT
112	11112 23151	   	218.81	DCR|4VULN|2DMG|1AART	1234VULN|5LHND|6RCR|79DMG|8AART|aDUST
113	11112 23152	   	218.81	DCR|4VULN|2DMG|1AART|1SELL	1234VULN|5LHND|6RCR|79DMG|8AART|aSELL
114	11112 23156	   	218.81	DCR|4VULN|2DMG|1AART	1234VULN|5LHND|6RCR|79DMG|8AART|aLEGI
115	11115 24421	 * 	218.43	DCR|5VULN|1MDPS|1AART|2DUR	12349VULN|58DUR|6RCR|7AART|aMDPS
116	11533 25112	 * 	218.39	DCR|3VULN|2AAC|1AART|1ASPD|1DMG	124VULN|3DMG|5ERES|6RCR|7ASPD|8AART|9aAAC
117	11131 36661	 * 	218.29	DCR|4VULN|3DMG|2DUR|1SELL	1237VULN|4SELL|57DUR|678DMG|7BPWR|9RCR|aAME
118	16233 16361	 * 	218.29	DCR|4VULN|3DMG|2DUR|1SELL	1578VULN|2SELL|37DUR|467DMG|7BPWR|9RCR|aAME
119	11131 36663	 * 	218.19	DCR|4VULN|3DMG|2DUR|1SELL|1MSE	1237VULN|4SELL|57DUR|678DMG|7BPWR|9RCR|aMSE
120	16233 16363	 * 	218.19	DCR|4VULN|3DMG|2DUR|1SELL|1MSE	1578VULN|2SELL|37DUR|467DMG|7BPWR|9RCR|aMSE
121	43216 23152	   	218.07	DCR|2VULN|2ASPD|1AART|1DMG|1CDMG	13ASPD|2ERES|49VULN|5AELBLL|6RCR|7DMG|8AART|aCDMG
122	11533 23252	   	218.04	DCR|3VULN|2DMG|1AART|1AAC|1DUR	124VULN|37DMG|5ERES|6RCR|8DUR|9AART|aAAC
123	11532 12214	   	217.88	DCR|3VULN|1MDPS|2DMG|1AART	124VULN|36DMG|5RPLT|7AART|8RCR|9CGEN|aMDPS
124	11532 12231	   	217.88	DCR|3VULN|2DMG|1MDPS|1AART	124VULN|36DMG|5RPLT|7AART|8RCR|9DMSP|aMDPS
125	11243 35612	   	217.57	DCR|4VULN|1AART|1DMG|1CDMG	1257VULN|3LWND|4AART|6RCR|8CDMG|9DMG|aLHND
126	11111 24612	   	217.47	DCR|4VULN|1AART|1DMG|1CDMG	1234VULN|5DUST|6RCR|7AART|8CDMG|9DMG|aLHND
127	11111 24641	   	217.47	DCR|4VULN|1AART|1DMG|1CDMG	1234VULN|5DUST|6RCR|7AART|8CDMG|9FEWX|aDMG
128	11111 24652	   	217.47	DCR|4VULN|1AART|1ASPD|1CDMG	1234VULN|5DUST|6RCR|7AART|8CDMG|9ASPD|aLHND
129	11125 24613	   	217.47	DCR|4VULN|1AART|1DMG|1CDMG	123aVULN|4DUST|5AELBLL|6RCR|7AART|8CDMG|9DMG
130	11111 24616	   	217.37	DCR|4VULN|1AART|1DMG|1CDMG|1MSE	1234VULN|5DUST|6RCR|7AART|8CDMG|9DMG|aMSE
131	11163 23152	 * 	217.37	DCR|4VULN|1AART|1DMG|1NUKE|1CDMG	1239VULN|4NUKE|5ERES|6RCR|7DMG|8AART|aCDMG
132	11163 24152	   	217.37	DCR|4VULN|1AART|1DMG|1NUKE|1CDMG	1239VULN|4NUKE|5ERES|6RCR|7AART|8DMG|aCDMG
133	11163 24613	   	217.37	DCR|4VULN|1AART|1DMG|1NUKE|1CDMG	123aVULN|4NUKE|5ERES|6RCR|7AART|8CDMG|9DMG
134	11163 24633	 * 	217.37	DCR|4VULN|1AART|1ASPD|1NUKE|1CDMG	123aVULN|4NUKE|5ERES|6RCR|7AART|8CDMG|9ASPD
135	11163 25152	   	217.37	DCR|4VULN|1AART|1ASPD|1NUKE|1CDMG	1239VULN|4NUKE|5ERES|6RCR|7ASPD|8AART|aCDMG
136	11533 24152	   	217.37	DCR|4VULN|1AART|1DMG|1NUKE|1CDMG	1249VULN|3DMG|5ERES|6RCR|7AART|8NUKE|aCDMG
137	11532 44111	 * 	217.12	DCR|3VULN|2DMG|1AART|1ASPD	124VULN|38DMG|5RPLT|6LWND|7ASPD|9RCR|aAART
138	11532 54111	   	217.12	DCR|3VULN|2DMG|1AART|1ASPD	124VULN|38DMG|5RPLT|6LHND|7ASPD|9RCR|aAART
139	45326 13111	   	216.18	DCR|3DMG|3ASPD|1MDPS|1VULN|1CDMG	167ASPD|2MDPS|3VULN|47DUST|567DMG|67BPWR|8RCR|9CGEN|aCDMG
140	45326 13131	   	216.18	DCR|3DMG|3ASPD|1MDPS|1VULN|1CDMG	167ASPD|2MDPS|3VULN|47DUST|567DMG|67BPWR|8RCR|9CDMG|aBEXP
141	45326 13133	   	216.18	DCR|3DMG|3ASPD|1MDPS|1VULN|1CDMG	167ASPD|2MDPS|3VULN|47DUST|567DMG|67BPWR|8RCR|9CDMG|aLWND
142	45326 13132	   	216.08	DCR|3DMG|3ASPD|1MDPS|1VULN|1CDMG	167ASPD|2MDPS|3VULN|47aDUST|567DMG|67BPWR|8RCR|9CDMG
143	11115 23112	 * 	216.00	DCR|4VULN|2AAC|1AART|1DMG|1DUR	1234VULN|5DUR|6RCR|7DMG|8AART|9aAAC
144	11115 24112	   	216.00	DCR|4VULN|2AAC|1AART|1DMG|1DUR	1234VULN|5DUR|6RCR|7AART|8DMG|9aAAC
145	11115 25112	 * 	216.00	DCR|4VULN|2AAC|1AART|1ASPD|1DUR	1234VULN|5DUR|6RCR|7ASPD|8AART|9aAAC
146	11243 35623	   	215.93	DCR|5VULN|1AART|1CDMG	1257aVULN|3LWND|4AART|6RCR|8CDMG|9RMIN
147	11111 24623	   	215.83	DCR|5VULN|1AART|1CDMG	1234aVULN|5DUST|6RCR|7AART|8CDMG|9RMIN
148	11533 24221	   	215.77	DCR|3VULN|1AART|1ASPD|1DMG|1ZMB	124VULN|3DMG|5ERES|6RCR|7AART|8ZMB|9ASPD|aFEWX
149	11533 24224	   	215.77	DCR|3VULN|1AART|1ASPD|1DMG|1ZMB	124VULN|3DMG|5ERES|6RCR|7AART|8ZMB|9ASPD|aLHND
150	11111 26153	   	215.74	DCR|4VULN|1SPLARM|1AART|1DMG	1234VULN|5DUST|6RCR|7LIT|8SPLARM|9DMG|aAART
151	11163 25122	 * 	215.74	DCR|3VULN|2ASPD|1AART|1NUKE|1CDMG	123VULN|4NUKE|5ERES|6RCR|79ASPD|8AART|aCDMG
152	11533 24223	   	215.67	DCR|3VULN|1AART|1ASPD|1DMG|1ZMB	124VULN|3DMG|5ERES|6RCR|7AART|8ZMB|9ASPD|aDUST
153	11243 33126	   	215.64	DCR|4VULN|2ASPD|1AART	125aVULN|3aLWND|4AART|6RCR|7DUST|8FEWX|9aASPD|aBPWR
154	11131 52334	   	215.60	DCR|4VULN|2ASPD|1AART|1DUR|1SELL	1239VULN|4SELL|5DUR|68ASPD|7AART|aRCR
155	21233 62334	   	215.60	DCR|4VULN|2ASPD|1AART|1DUR|1SELL	1DUR|2569VULN|38ASPD|4SELL|7AART|aRCR
156	11112 23165	   	215.58	DCR|5VULN|1AART|1DMG	1234aVULN|5LHND|6RCR|7DMG|8AART|9FEWX
157	11112 23415	   	215.58	DCR|5VULN|1AART|1DMG	1234aVULN|5LHND|6RCR|7DMG|8LWND|9AART
158	11243 35151	   	215.58	DCR|5VULN|1AART|1DMG	12579VULN|3LWND|4AART|6RCR|8DMG|aLHND
159	11243 35152	   	215.58	DCR|5VULN|1AART|1DMG	12579VULN|3LWND|4AART|6RCR|8DMG|aBEXP
160	11243 35153	   	215.58	DCR|5VULN|1AART|1DMG	12579VULN|3aLWND|4AART|6RCR|8DMG
161	11243 34623	   	215.54	DCR|4VULN|2ASPD|1AART	1258VULN|3LWND|4AART|6RCR|79ASPD|aCGEN
162	11443 33126	   	215.54	DCR|4VULN|2ASPD|1AART	125aVULN|3LEGI|4AART|6RCR|7DUST|8aFEWX|9aASPD|aBPWR
163	13542 32224	   	215.48	DCR|3VULN|1AART|2CDMG|1DMG|1ZMB	159VULN|2CGEN|3aCDMG|4ZMB|6DMG|7AART|8RCR
164	11111 23145	   	215.48	DCR|5VULN|1AART|1DMG	1234aVULN|5DUST|6RCR|7DMG|8AART|9LHND
165	11111 23151	   	215.48	DCR|5VULN|1AART|1DMG	12349VULN|5DUST|6RCR|7DMG|8AART|aLWND
166	11111 23152	   	215.48	DCR|5VULN|1AART|1DMG	12349VULN|5DUST|6RCR|7DMG|8AART|aBEXP
167	11111 23153	   	215.48	DCR|5VULN|1AART|1DMG	12349VULN|5DUST|6RCR|7DMG|8AART|aLHND
168	11111 24145	   	215.48	DCR|5VULN|1AART|1DMG	1234aVULN|5DUST|6RCR|7AART|8DMG|9LHND
169	11111 24151	   	215.48	DCR|5VULN|1AART|1DMG	12349VULN|5DUST|6RCR|7AART|8DMG|aLWND
170	11111 24152	   	215.48	DCR|5VULN|1AART|1DMG	12349VULN|5DUST|6RCR|7AART|8DMG|aBEXP
171	11111 24153	   	215.48	DCR|5VULN|1AART|1DMG	12349VULN|5DUST|6RCR|7AART|8DMG|aLHND
172	11111 25145	   	215.48	DCR|5VULN|1AART|1ASPD	1234aVULN|5DUST|6RCR|7ASPD|8AART|9LHND
173	11111 25151	   	215.48	DCR|5VULN|1AART|1ASPD	12349VULN|5DUST|6RCR|7ASPD|8AART|aLWND
174	11111 25152	   	215.48	DCR|5VULN|1AART|1ASPD	12349VULN|5DUST|6RCR|7ASPD|8AART|aBEXP
175	11111 25153	   	215.48	DCR|5VULN|1AART|1ASPD	12349VULN|5DUST|6RCR|7ASPD|8AART|aLHND
176	11111 25122	   	215.44	DCR|4VULN|2ASPD|1AART	1234VULN|5DUST|6RCR|79ASPD|8AART|aDMSP
177	11111 25123	   	215.44	DCR|4VULN|2ASPD|1AART	1234VULN|5DUST|6RCR|79ASPD|8AART|aRPLT
178	11111 25124	   	215.44	DCR|4VULN|2ASPD|1AART	1234VULN|5DUST|6RCR|79ASPD|8AART|aFEWX
179	11111 25125	   	215.44	DCR|4VULN|2ASPD|1AART	1234VULN|5DUST|6RCR|79ASPD|8AART|aLIT
180	11111 25126	   	215.44	DCR|4VULN|2ASPD|1AART	1234VULN|5DUST|6RCR|79ASPD|8AART|aLHND
181	11243 34621	   	215.44	DCR|4VULN|2ASPD|1AART	1258VULN|3LWND|4AART|6RCR|79ASPD|aDUST
182	11243 34622	   	215.44	DCR|4VULN|2ASPD|1AART|1SELL	1258VULN|3LWND|4AART|6RCR|79ASPD|aSELL
183	11111 23155	   	215.38	DCR|5VULN|1AART|1DMG|1SELL	12349VULN|5DUST|6RCR|7DMG|8AART|aSELL
184	11111 24155	   	215.38	DCR|5VULN|1AART|1DMG|1SELL	12349VULN|5DUST|6RCR|7AART|8DMG|aSELL
185	11111 25155	   	215.38	DCR|5VULN|1AART|1ASPD|1SELL	12349VULN|5DUST|6RCR|7ASPD|8AART|aSELL
