0	Index      	 *	Score 	Summary	Detail	
1	63361 21243	 * 	219.99	DCR|3VULN|3ASPD|1MDPS|3DUR|1CDMG	1RMIN|29aDUR|3CDMG|4MDPS|5BELT|69aASPD|79aVULN|8RCR|9aBPWR
58	22221 25236	   	201.88	DCR|2VULN|2AART|1ASPD|1DMG	1MLV|25VULN|35BEXP|49AART|5BPWR|6RMIN|7RCR|8DMG|aASPD
59	22621 25236	   	201.88	DCR|2VULN|2AART|1ASPD|1DMG	1MLV|25VULN|35FEWX|49AART|5BPWR|6RMIN|7RCR|8DMG|aASPD
60	22121 55222	   	201.78	DCR|2VULN|2AART|1ASPD|1DMG	1MLV|25VULN|35LWND|4aAART|5BPWR|6ASPD|7RCR|8DMG|9TSLARM
61	22121 55231	   	201.78	DCR|2VULN|2AART|1ASPD|1DMG|1MSE	1MLV|25VULN|35LWND|49AART|5BPWR|6ASPD|7RCR|8DMG|aMSE
62	22121 55233	   	201.78	DCR|2VULN|2AART|1ASPD|1DMG	1MLV|25VULN|35LWND|49AART|5BPWR|6ASPD|7RCR|8DMG|aERES
63	22221 55231	   	201.78	DCR|2VULN|2AART|1ASPD|1DMG|1MSE	1MLV|25VULN|35BEXP|49AART|5BPWR|6ASPD|7RCR|8DMG|aMSE
64	22221 55233	   	201.78	DCR|2VULN|2AART|1ASPD|1DMG	1MLV|25VULN|35BEXP|49AART|5BPWR|6ASPD|7RCR|8DMG|aERES
65	22621 55223	   	201.78	DCR|2VULN|2AART|1ASPD|1DMG	1MLV|25VULN|35FEWX|4aAART|5BPWR|6ASPD|7RCR|8DMG|9TSLARM
66	22621 55231	   	201.78	DCR|2VULN|2AART|1ASPD|1DMG|1MSE	1MLV|25VULN|35FEWX|49AART|5BPWR|6ASPD|7RCR|8DMG|aMSE
67	22621 55233	   	201.78	DCR|2VULN|2AART|1ASPD|1DMG	1MLV|25VULN|35FEWX|49AART|5BPWR|6ASPD|7RCR|8DMG|aERES
68	22123 65235	   	201.78	DCR|2VULN|2AART|1ASPD|1DMG	16MLV|2aVULN|3LWND|49AART|5ASPD|7RCR|8DMG
69	22223 65235	   	201.78	DCR|2VULN|2AART|1ASPD|1DMG	16MLV|2aVULN|3BEXP|49AART|5ASPD|7RCR|8DMG
70	31434 84141	   	201.75	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1DUST|2ASPD|3MBVNT|4CDMG|5DMG|6AART|7RCR|8RMIN|9aVULN
71	12621 24522	   	201.72	DCR|4VULN|1AART|1DMG|1DUR	1CGEN|2579VULN|35FEWX|4AART|5BPWR|6DUR|8DMG|aRCR
72	31434 84641	   	201.65	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1DUST|2ASPD|3MBVNT|4CDMG|5DMG|6AART|7RCR|8AAC|9aVULN
73	31435 84341	   	201.65	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1DUST|2ASPD|3MBVNT|4CDMG|5ERES|6AART|7RCR|8DMG|9aVULN
74	12221 51426	   	201.63	DCR|3VULN|1AART|1ASPD|1DMG	1CGEN|259VULN|35BEXP|4AART|5BPWR|6ASPD|7LWND|8RCR|aDMG
75	22221 51426	   	201.63	DCR|3VULN|1AART|1ASPD|1DMG	1MLV|259VULN|35BEXP|4AART|5BPWR|6ASPD|7LWND|8RCR|aDMG
76	22221 53423	   	201.63	DCR|3VULN|1AART|1ASPD|1DMG	1MLV|259VULN|35BEXP|4AART|5BPWR|6ASPD|7LHND|8RCR|aDMG
77	22621 53423	   	201.63	DCR|3VULN|1AART|1ASPD|1DMG	1MLV|259VULN|35FEWX|4AART|5BPWR|6ASPD|7LHND|8RCR|aDMG
78	12121 53426	   	201.53	DCR|3VULN|1AART|1ASPD|1DMG	1CGEN|259VULN|35LWND|4AART|5BPWR|6ASPD|7DUST|8RCR|aDMG
79	22121 53426	   	201.53	DCR|3VULN|1AART|1ASPD|1DMG	1MLV|259VULN|35LWND|4AART|5BPWR|6ASPD|7DUST|8RCR|aDMG
80	31434 84184	 * 	201.53	DCR|2DMG|1MDPS|1AART|2CDMG|1ASPD	19DUST|2ASPD|3MBVNT|49CDMG|59DMG|6AART|7RCR|8RMIN|9BPWR|aMDPS
81	53221 31525	   	201.36	DCR|3VULN|1AART|1DMG|1DUR|2RCVC	12RCVC|3DUR|4AART|5CGEN|6RCR|79aVULN|8DMG
82	53222 31525	   	201.36	DCR|3VULN|1AART|1DMG|1DUR|2RCVC	12RCVC|3DUR|4AART|5AME|6RCR|79aVULN|8DMG
83	31434 84326	 * 	201.17	DCR|3DMG|1AART|1ASPD|1CDMG|1ZMB	1DUST|2ASPD|3MBVNT|4CDMG|589DMG|6AART|7RCR|aZMB
84	31434 84534	 * 	200.97	DCR|1MDPS|2ASPD|1AART|1DMG|1CDMG|1ZMB	1DUST|29ASPD|3MBVNT|4CDMG|5DMG|6AART|7RCR|8ZMB|aMDPS
85	22336 31525	   	200.57	DCR|3VULN|2ASPD|1CDMG|1AAC|1DUR	1aMLV|24aVULN|3CDMG|5DUR|6RCR|7DMSP|8aASPD|9AAC|aBPWR
86	22336 34122	   	200.47	DCR|3VULN|2ASPD|1CDMG|1DUR	1MLV|248VULN|3CDMG|5DUR|6RCR|7BEXP|9aASPD
87	31434 84144	   	200.20	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1DUST|2ASPD|3MBVNT|4CDMG|5DMG|6AART|7RCR|8RMIN|9VULN|aMDPS
88	31434 84241	   	200.20	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1DUST|2ASPD|3MBVNT|4CDMG|5DMG|6AART|7RCR|8LWND|9VULN|aMDPS
89	31434 84644	   	200.10	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1DUST|2ASPD|3MBVNT|4CDMG|5DMG|6AART|7RCR|8AAC|9VULN|aMDPS
90	31435 84344	   	200.10	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1DUST|2ASPD|3MBVNT|4CDMG|5ERES|6AART|7RCR|8DMG|9VULN|aMDPS
91	22121 55261	   	199.92	DCR|2VULN|2ASPD|1AART|1DMG	1MLV|25VULN|35LWND|4AART|5BPWR|6aASPD|7RCR|8DMG|9ERES
92	22221 55261	   	199.92	DCR|2VULN|2ASPD|1AART|1DMG	1MLV|25VULN|35BEXP|4AART|5BPWR|6aASPD|7RCR|8DMG|9ERES
93	22123 65216	   	199.92	DCR|2VULN|2ASPD|1AART|1DMG	16MLV|29VULN|3LWND|4AART|5aASPD|7RCR|8DMG
94	22223 65216	   	199.92	DCR|2VULN|2ASPD|1AART|1DMG	16MLV|29VULN|3BEXP|4AART|5aASPD|7RCR|8DMG
95	12333 13224	 * 	199.79	DCR|3VULN|2ASPD|2CDMG	1aCGEN|247VULN|3aCDMG|5MLV|6RCR|8LWND|9aASPD|aBPWR
96	53221 31524	   	199.77	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|2RCVC	12RCVC|3DUR|4AART|5CGEN|6RCR|79VULN|8DMG|aCDMG
97	53222 31524	   	199.77	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|2RCVC	12RCVC|3DUR|4AART|5AME|6RCR|79VULN|8DMG|aCDMG
98	12331 13224	   	199.69	DCR|3VULN|2ASPD|2CDMG	1aCGEN|247VULN|3aCDMG|5ERES|6RCR|8LWND|9aASPD|aBPWR
99	22331 13224	   	199.69	DCR|3VULN|2ASPD|2CDMG	1aMLV|247VULN|3aCDMG|5ERES|6RCR|8LWND|9aASPD|aBPWR
100	22121 25235	   	199.65	DCR|3VULN|2AART|1DMG	1MLV|25aVULN|35LWND|49AART|5BPWR|6RMIN|7RCR|8DMG
101	22221 25235	   	199.65	DCR|3VULN|2AART|1DMG	1MLV|25aVULN|35BEXP|49AART|5BPWR|6RMIN|7RCR|8DMG
102	22621 25235	   	199.65	DCR|3VULN|2AART|1DMG	1MLV|25aVULN|35FEWX|49AART|5BPWR|6RMIN|7RCR|8DMG
103	52413 23261	   	199.62	DCR|3VULN|1AART|1ASPD|1CDMG	1RCVC|2ERES|38aVULN|4CGEN|5ASPD|6CDMG|7AART|9RCR
104	22121 25215	   	199.42	DCR|4VULN|1AART|1DMG	1MLV|259aVULN|35LWND|4AART|5BPWR|6RMIN|7RCR|8DMG
105	22221 25215	   	199.42	DCR|4VULN|1AART|1DMG	1MLV|259aVULN|35BEXP|4AART|5BPWR|6RMIN|7RCR|8DMG
106	22621 25215	   	199.42	DCR|4VULN|1AART|1DMG	1MLV|259aVULN|35FEWX|4AART|5BPWR|6RMIN|7RCR|8DMG
107	22121 55325	   	199.32	DCR|4VULN|1AART|1ASPD	1MLV|259aVULN|35LWND|4AART|5BPWR|6ASPD|7RCR|8LEGI
108	35511 11623	 * 	198.96	DCR|3VULN|2DMG|1AART	139DUST|29DMG|4CGEN|5AART|6MLV|79aVULN|8RCR|9BPWR
109	31434 84221	 * 	198.96	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG	1DUST|2ASPD|3MBVNT|4CDMG|59DMG|6AART|7RCR|8LWND|aVULN
110	31434 84331	   	198.96	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG	1DUST|2ASPD|3MBVNT|4CDMG|58DMG|6AART|7RCR|9BEXP|aVULN
111	31434 84341	   	198.96	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG	1DUST|2ASPD|3MBVNT|4CDMG|58DMG|6AART|7RCR|9LWND|aVULN
112	22162 15216	   	198.84	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1MLV|29VULN|3LWND|4ZMB|5RCVC|6AART|7RCR|8DMG|aASPD
113	31434 84372	 * 	198.03	DCR|2AART|2DMG|1ASPD|1CDMG|1AAC	1DUST|2ASPD|3MBVNT|4CDMG|58DMG|69AART|7RCR|aAAC
114	12334 52225	   	197.79	DCR|3VULN|2ASPD|2CDMG	1aCGEN|24aVULN|35CDMG|6RMIN|7RCR|8LWND|9aASPD|aBPWR
115	22221 55321	   	197.79	DCR|3VULN|2ASPD|1AART	1MLV|259VULN|35BEXP|4AART|5BPWR|6aASPD|7RCR|8LHND
116	22221 55621	   	197.79	DCR|3VULN|2ASPD|1AART	1MLV|259VULN|35BEXP|4AART|5BPWR|6aASPD|7RCR|8LWND
117	22334 52225	   	197.79	DCR|3VULN|2ASPD|2CDMG	1aMLV|24aVULN|35CDMG|6RMIN|7RCR|8LWND|9aASPD|aBPWR
118	22621 55321	   	197.79	DCR|3VULN|2ASPD|1AART	1MLV|259VULN|35FEWX|4AART|5BPWR|6aASPD|7RCR|8LHND
119	22121 55321	   	197.69	DCR|3VULN|2ASPD|1AART	1MLV|259VULN|35LWND|4AART|5BPWR|6aASPD|7RCR|8LEGI
120	12621 52522	   	197.53	DCR|3VULN|1AART|1ASPD|1DMG	1CGEN|259VULN|35FEWX|4AART|5BPWR|6ASPD|7TLV|8DMG|aRCR
121	12123 33356	   	197.45	DCR|2VULN|1AART|1ASPD|1DMG|2DUR	19CGEN|29VULN|3LWND|4AART|5ASPD|69DUR|7BELT|8RCR|9BPWR|aDMG
122	12221 51425	   	197.42	DCR|4VULN|1AART|1ASPD	1CGEN|259aVULN|35BEXP|4AART|5BPWR|6ASPD|7LWND|8RCR
123	22221 51425	   	197.42	DCR|4VULN|1AART|1ASPD	1MLV|259aVULN|35BEXP|4AART|5BPWR|6ASPD|7LWND|8RCR
124	12334 22225	 * 	197.35	DCR|2VULN|2ASPD|3CDMG|1ZMB	1aCGEN|24VULN|35aCDMG|6ZMB|7RCR|8LWND|9aASPD|aBPWR
125	22334 22225	   	197.35	DCR|2VULN|2ASPD|3CDMG|1ZMB	1aMLV|24VULN|35aCDMG|6ZMB|7RCR|8LWND|9aASPD|aBPWR
126	12121 53425	   	197.32	DCR|4VULN|1AART|1ASPD	1CGEN|259aVULN|35LWND|4AART|5BPWR|6ASPD|7DUST|8RCR
127	22121 53425	   	197.32	DCR|4VULN|1AART|1ASPD	1MLV|259aVULN|35LWND|4AART|5BPWR|6ASPD|7DUST|8RCR
128	22162 15215	   	196.61	DCR|3VULN|1AART|1DMG|1ZMB	1MLV|29aVULN|3LWND|4ZMB|5RCVC|6AART|7RCR|8DMG
129	22336 31366	   	196.58	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|249VULN|3CDMG|5DUR|6RCR|7DMSP|8DMG|aZMB
130	22336 33112	   	196.58	DCR|3VULN|1ASPD|1CDMG|1ZMB|1DUR	1MLV|24aVULN|3CDMG|5DUR|6RCR|7ZMB|8LWND|9ASPD
131	22336 33512	   	196.58	DCR|3VULN|1ASPD|1CDMG|1ZMB|1DUR	1MLV|24aVULN|3CDMG|5DUR|6RCR|7ZMB|8BEXP|9ASPD
132	12333 13621	   	196.58	DCR|3VULN|1ASPD|1CDMG|1ZMB|1DUR	1CGEN|247VULN|3CDMG|5MLV|6RCR|8DUR|9ZMB|aASPD
133	12331 13621	   	196.48	DCR|3VULN|1ASPD|1CDMG|1ZMB|1DUR	1CGEN|247VULN|3CDMG|5ERES|6RCR|8DUR|9ZMB|aASPD
134	22336 33612	   	196.48	DCR|3VULN|1ASPD|1CDMG|1ZMB|1DUR	1MLV|24aVULN|3CDMG|5DUR|6RCR|7ZMB|8DUST|9ASPD
135	12221 51421	   	195.79	DCR|3VULN|2ASPD|1AART	1CGEN|259VULN|35BEXP|4AART|5BPWR|6aASPD|7LWND|8RCR
136	12621 51421	   	195.79	DCR|3VULN|2ASPD|1AART	1CGEN|259VULN|35FEWX|4AART|5BPWR|6aASPD|7LWND|8RCR
137	22221 51421	   	195.79	DCR|3VULN|2ASPD|1AART	1MLV|259VULN|35BEXP|4AART|5BPWR|6aASPD|7LWND|8RCR
138	22221 53421	   	195.79	DCR|3VULN|2ASPD|1AART	1MLV|259VULN|35BEXP|4AART|5BPWR|6aASPD|7LHND|8RCR
139	22621 51421	   	195.79	DCR|3VULN|2ASPD|1AART	1MLV|259VULN|35FEWX|4AART|5BPWR|6aASPD|7LWND|8RCR
140	22621 53421	   	195.79	DCR|3VULN|2ASPD|1AART	1MLV|259VULN|35FEWX|4AART|5BPWR|6aASPD|7LHND|8RCR
141	52134 53222	   	195.71	DCR|3VULN|1AART|1ASPD|1ZMB	1RCVC|2ERES|3AART|479VULN|5LHND|6ASPD|8RCR|aZMB
142	12121 53421	   	195.69	DCR|3VULN|2ASPD|1AART	1CGEN|259VULN|35LWND|4AART|5BPWR|6aASPD|7DUST|8RCR
143	22121 53421	   	195.69	DCR|3VULN|2ASPD|1AART	1MLV|259VULN|35LWND|4AART|5BPWR|6aASPD|7DUST|8RCR
144	31363 32365	   	195.69	DCR|3ASPD|2VULN|1CDMG|1ZMB	1DUST|26aASPD|3CDMG|4AELBLL|5aMLV|7RCR|8ZMB|9aVULN|aBPWR
145	12331 33265	   	195.62	DCR|3VULN|1AART|1ASPD|1CDMG	1CGEN|248VULN|3CDMG|5ERES|6ASPD|7AART|9RCR|aBEXP
146	31333 21111	   	195.62	DCR|3VULN|1AART|1ASPD|1CDMG	15DUST|2ASPD|3CDMG|45aVULN|5BPWR|6LHND|7AART|8FEWX|9RCR
147	35333 21111	 * 	195.62	DCR|3VULN|1AART|1DMG|1CDMG	15DUST|2DMG|3CDMG|45aVULN|5BPWR|6LHND|7AART|8FEWX|9RCR
148	22123 65236	   	195.61	DCR|2AART|2ASPD|1VULN|1DMG	16MLV|2VULN|3LWND|49AART|5aASPD|7RCR|8DMG
149	22223 65236	   	195.61	DCR|2AART|2ASPD|1VULN|1DMG	16MLV|2VULN|3BEXP|49AART|5aASPD|7RCR|8DMG
150	22331 13556	 * 	195.59	DCR|4VULN|1DMG|1CDMG	1MLV|2479VULN|3CDMG|5ERES|6RCR|8RCVC|aDMG
151	31434 84231	   	195.59	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1DUST|29ASPD|3MBVNT|4CDMG|5DMG|6AART|7RCR|8LWND|aVULN
152	35131 21314	 * 	195.58	DCR|2VULN|2DMG|1AART|1CDMG	1DUST|2aDMG|3LWND|4CDMG|5aAELBLL|6LHND|7AART|8aVULN|9RCR|aBPWR
153	35351 21314	   	195.58	DCR|2VULN|2DMG|1AART|1CDMG	1DUST|2aDMG|3CDMG|4LWND|5aAELBLL|6LHND|7AART|8aVULN|9RCR|aBPWR
154	35362 21314	   	195.58	DCR|2VULN|2DMG|1AART|1CDMG	1DUST|2aDMG|3CDMG|4AELBLL|5aLWND|6LHND|7AART|8aVULN|9RCR|aBPWR
155	64521 31122	   	195.56	DCR|2VULN|2DMG|1AART|1ZMB	1RMIN|23DMG|3BPWR|4AART|5CGEN|6RCR|79VULN|8MLV|aZMB
156	64522 31122	   	195.56	DCR|2VULN|2DMG|1AART|1ZMB	1RMIN|23DMG|3BPWR|4AART|5AME|6RCR|79VULN|8MLV|aZMB
157	12331 33262	   	195.52	DCR|3VULN|1AART|1ASPD|1CDMG|1SELL	1CGEN|248VULN|3CDMG|5ERES|6ASPD|7AART|9RCR|aSELL
158	12331 33264	   	195.52	DCR|3VULN|1AART|1ASPD|1CDMG	1CGEN|248VULN|3CDMG|5ERES|6ASPD|7AART|9RCR|aLEGI
159	35434 38323	 * 	195.46	DCR|3DMG|2VULN|1CDMG|1DUR	1DUST|258DMG|3MBVNT|4CDMG|6DUR|7aVULN|9RCR
160	36263 63132	   	195.31	DCR|2VULN|2ASPD|2CDMG|2ZMB	1DUST|24CDMG|34VULN|4BPWR|5LIT|6RCR|79ASPD|8aZMB
161	53321 31526	   	195.28	DCR|2VULN|1AART|1ASPD|1DMG|2RCVC	12RCVC|3LHND|4AART|5CGEN|6RCR|79VULN|8DMG|aASPD
