0	Index      	 *	Score 	Summary	Detail	
1	21334 24343	 * 	184.58	ACR|2VULN|3ZMB|1AART|1DMG|1CDMG	134ZMB|24DUST|4BPWR|5RCR|69VULN|7AART|8CDMG|aDMG
43	65318 14421	 * 	165.64	ACR|3VULN|2DMG|2ZMB	19aVULN|23ZMB|4MBVNT|5RCR|67DMG|8RMIN
44	23331 24613	   	165.62	DCR|3VULN|1AART|2ZMB|1CDMG	1aZMB|2CDMG|368VULN|4AART|5LIT|7ERES|9RCR
45	23331 53613	   	165.62	DCR|3VULN|1AART|2ZMB|1CDMG	1aZMB|2CDMG|378VULN|4AART|5LIT|6ERES|9RCR
46	23336 16613	   	165.62	DCR|3VULN|1AART|2ZMB|1CDMG	1aZMB|2CDMG|368VULN|4AART|5ERES|7LIT|9RCR
47	23142 34231	   	165.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2CDMG|3ERES|4DMG|5AART|68VULN|7LHND|9RCR|aMLV
48	23142 34232	   	165.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2CDMG|3ERES|4DMG|5AART|68VULN|7LHND|9RCR|aCGEN
49	23142 34233	   	165.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2CDMG|3ERES|4DMG|5AART|68VULN|7LHND|9RCR|aFEWX
50	23142 34236	   	165.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2CDMG|3ERES|4DMG|5AART|68VULN|7LHND|9RCR|aLIT
51	23142 36231	   	165.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2CDMG|3ERES|4DMG|5AART|68VULN|7LWND|9RCR|aMLV
52	23142 36232	   	165.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2CDMG|3ERES|4DMG|5AART|68VULN|7LWND|9RCR|aCGEN
53	23142 36233	   	165.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2CDMG|3ERES|4DMG|5AART|68VULN|7LWND|9RCR|aFEWX
54	23142 36236	   	165.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2CDMG|3ERES|4DMG|5AART|68VULN|7LWND|9RCR|aLIT
55	23321 33464	   	165.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2CDMG|36VULN|4LHND|5RMIN|7DUST|8RCR|9AART|aDMG
56	23142 34235	   	165.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2CDMG|3ERES|4DMG|5AART|68VULN|7LHND|9RCR|aTLV
57	23142 36235	   	165.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2CDMG|3ERES|4DMG|5AART|68VULN|7LWND|9RCR|aTLV
58	21251 33366	 * 	165.38	DCR|3ZMB|1AART|2CDMG|1VULN|2ASPD	17aZMB|2DUST|3aASPD|4VULN|5LWND|6aCDMG|8RCR|9AART|aBPWR
59	23365 33334	 * 	165.18	DCR|2VULN|3ZMB|2ASPD|1CDMG|2DUR	17aZMB|2CDMG|3aVULN|49DUR|5LWND|6aASPD|8RCR|aBPWR
60	35318 14284	   	164.92	ACR|3DMG|3ZMB|1AART	189BEXP|238ZMB|4MBVNT|5RCR|678DMG|8BPWR|aAART
61	26318 14284	   	164.92	ACR|3DMG|3ZMB|1AART	138ZMB|289BEXP|4MBVNT|5RCR|678DMG|8BPWR|aAART
62	23335 41121	   	164.89	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1ZMB|2CDMG|38VULN|4AART|56RPLT|7RCR|9ASPD|aDUR
63	23335 61121	   	164.89	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1ZMB|2CDMG|38VULN|4AART|5RPLT|6DMSP|7RCR|9ASPD|aDUR
64	35318 14228	   	164.82	ACR|3DMG|3ZMB|1AART	18BEXP|238ZMB|4MBVNT|5RCR|678DMG|8BPWR|9DUST|aAART
65	26318 14228	   	164.82	ACR|3DMG|3ZMB|1AART	138ZMB|28BEXP|4MBVNT|5RCR|678DMG|8BPWR|9DUST|aAART
66	24424 31233	 * 	164.69	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ZMB|2ASPD|3RCR|4MGNSTR|5VULN|6MBVNT|7FEWX|8AART|9aDMG
67	24424 32233	   	164.69	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ZMB|2ASPD|3RCR|4MGNSTR|5VULN|6MBVNT|7BEXP|8AART|9aDMG
68	63311 13336	   	164.62	DCR|2VULN|2DMG|1AART|1ZMB	16VULN|2TLV|3ZMB|4NUKE|5MLV|78DMG|9AART|aRCR
69	24421 41233	   	164.58	ACR|3ZMB|1AART|1VULN|1DMG|1ASPD	167ZMB|2ASPD|3RCR|4MGNSTR|5BEXP|8AART|9DMG|aVULN
70	24422 41233	   	164.58	ACR|3ZMB|1AART|1VULN|1DMG|1ASPD	167ZMB|2ASPD|3RCR|4MGNSTR|5FEWX|8AART|9DMG|aVULN
71	21334 24341	   	164.52	ACR|2VULN|3ZMB|1AART|1CDMG	134ZMB|24DUST|4BPWR|5RCR|69VULN|7AART|8CDMG|aCGEN
72	21334 24342	   	164.52	ACR|2VULN|3ZMB|1AART|1CDMG	134ZMB|24DUST|4BPWR|5RCR|69VULN|7AART|8CDMG|aLIT
73	65313 41824	   	164.42	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	19VULN|23ZMB|4MBVNT|5AIRHEA|6AART|7DUR|8RCR|aDMG
74	23335 31663	   	164.28	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD	16ZMB|2CDMG|3VULN|4AART|5RPLT|7RCR|8ASPD|9LIT|aDMG
75	22231 25514	   	164.16	DCR|3ZMB|1AART|1VULN|1DMG|1DUR	168ZMB|2BELT|3RMIN|4AART|5DUR|7RCR|9VULN|aDMG
76	22231 25561	   	164.16	DCR|3ZMB|1AART|1VULN|1DMG|1DUR	168ZMB|2BELT|3RMIN|4AART|5DUR|7RCR|9DMG|aVULN
77	21314 25364	   	164.08	DCR|3ZMB|1AART|1VULN|1DMG|1CDMG	135ZMB|2DUST|4MBVNT|6VULN|7AART|8CDMG|9RCR|aDMG
78	65314 24445	   	163.70	DCR|2VULN|3ZMB|1DMG|1CDMG|1ASPD	16VULN|235ZMB|4MBVNT|7CDMG|8DMG|9RCR|aASPD
79	23331 21513	   	163.50	DCR|2VULN|3ZMB|1AART|1CDMG	17aZMB|2CDMG|36VULN|4AART|5LIT|8ERES|9RCR
80	23336 52522	   	163.42	DCR|3VULN|1AART|2ZMB|1CDMG	19ZMB|2CDMG|389VULN|4AART|5ERES|6MLV|79CGEN|9BPWR|aRCR
81	23331 21615	   	163.32	DCR|3VULN|1AART|2ZMB|1CDMG	17ZMB|2CDMG|368VULN|4AART|5LIT|9BELT|aRCR
82	23332 32312	   	163.32	DCR|3VULN|1AART|2ZMB|1CDMG	17ZMB|2CDMG|356VULN|4AART|8CGEN|9LWND|aRCR
83	23332 32342	   	163.32	DCR|3VULN|1AART|2ZMB|1CDMG	17ZMB|2CDMG|356VULN|4AART|8CGEN|9FEWX|aRCR
84	23332 32352	   	163.32	DCR|3VULN|1AART|2ZMB|1CDMG	17ZMB|2CDMG|356VULN|4AART|8CGEN|9BEXP|aRCR
85	23332 32515	   	163.32	DCR|3VULN|1AART|2ZMB|1CDMG	17ZMB|2CDMG|356VULN|4AART|8LIT|9BELT|aRCR
86	23332 33262	   	163.32	DCR|3VULN|1AART|2ZMB|1CDMG	19ZMB|2CDMG|356VULN|4AART|7CGEN|8BEXP|aRCR
87	23332 33662	   	163.32	DCR|3VULN|1AART|2ZMB|1CDMG	19ZMB|2CDMG|356VULN|4AART|7CGEN|8FEWX|aRCR
88	21318 12645	   	163.27	ACR|2VULN|2DMG|3ZMB|1SELL	13aZMB|27DUST|4MBVNT|5RCR|6aDMG|8SELL|9aVULN|aBPWR
89	23332 32112	   	163.22	DCR|3VULN|1AART|2ZMB|1CDMG	17ZMB|2CDMG|356VULN|4AART|8TLV|9LWND|aRCR
90	23332 32142	   	163.22	DCR|3VULN|1AART|2ZMB|1CDMG	17ZMB|2CDMG|356VULN|4AART|8TLV|9FEWX|aRCR
91	23332 32152	   	163.22	DCR|3VULN|1AART|2ZMB|1CDMG	17ZMB|2CDMG|356VULN|4AART|8TLV|9BEXP|aRCR
92	23332 33422	   	163.22	DCR|3VULN|1AART|2ZMB|1CDMG	19ZMB|2CDMG|356VULN|4AART|7CGEN|8DUST|aRCR
93	23332 34362	   	163.22	DCR|3VULN|1AART|2ZMB|1CDMG	19ZMB|2CDMG|356VULN|4AART|7ERES|8FEWX|aRCR
94	23336 11362	   	163.22	DCR|3VULN|1AART|2ZMB|1CDMG	19ZMB|2CDMG|367VULN|4AART|5ERES|8FEWX|aRCR
95	23336 12562	   	163.22	DCR|3VULN|1AART|2ZMB|1CDMG	19ZMB|2CDMG|368VULN|4AART|5ERES|7LHND|aRCR
96	23336 13562	   	163.22	DCR|3VULN|1AART|2ZMB|1CDMG	19ZMB|2CDMG|368VULN|4AART|5ERES|7FEWX|aRCR
97	22231 65511	 * 	163.15	DCR|3ZMB|1AART|1VULN|1CDMG|2DUR	168ZMB|2BELT|3RMIN|4AART|56DUR|6BPWR|7RCR|9VULN|aCDMG
98	23332 34422	   	163.12	DCR|3VULN|1AART|2ZMB|1CDMG	19ZMB|2CDMG|356VULN|4AART|7ERES|8DUST|aRCR
99	23336 11422	   	163.12	DCR|3VULN|1AART|2ZMB|1CDMG	19ZMB|2CDMG|367VULN|4AART|5ERES|8DUST|aRCR
100	21334 24132	 * 	163.10	ACR|2VULN|3ZMB|1AART|2DUR	134ZMB|249DUST|4aBPWR|5RCR|6aVULN|7AART|8aDUR
101	21613 25315	   	163.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2DUST|3DUR|4RMIN|59VULN|6RCR|7BEXP|8DMG|aAART
102	21613 24315	   	162.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2DUST|3DUR|4RMIN|59VULN|6RCR|7LEGI|8DMG|aAART
103	63311 13636	 * 	162.68	DCR|3VULN|1AART|1DMG|1ZMB	168VULN|2TLV|3ZMB|4NUKE|5MLV|7DMG|9AART|aRCR
104	23252 23354	 * 	162.39	DCR|2VULN|3ZMB|3DUR|1CDMG|1ASPD	13aZMB|2CDMG|4aVULN|5ASPD|6BEXP|79aDUR|8RCR|aBPWR
105	22682 81343	 * 	162.23	DCR|3DMG|1VULN|1CDMG|1ZMB	1ZMB|2BELT|3MBVNT|48aDMG|5MLV|6RCR|7CDMG|9VULN
106	22682 81313	   	162.23	DCR|3DMG|1VULN|1CDMG|1ZMB	1ZMB|2BELT|3MBVNT|489DMG|5MLV|6RCR|7CDMG|aVULN
107	23125 52232	   	162.13	DCR|3DMG|1VULN|1CDMG|1ZMB	1ZMB|2CDMG|3ERES|4RPLT|58aDMG|6RCR|7DUST|9VULN
108	23146 52232	   	162.13	DCR|3DMG|1VULN|1CDMG|1ZMB	1ZMB|2CDMG|3ERES|48aDMG|5RPLT|6RCR|7DUST|9VULN
109	24161 42223	   	162.06	DCR|3ZMB|1AART|1VULN|2ASPD|1CDMG	136ZMB|23ASPD|3BPWR|4LIT|5CDMG|7RCR|8AART|9LWND|aVULN
110	23335 31116	   	161.81	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD	16ZMB|2CDMG|38VULN|4AART|5RPLT|7RCR|9FEWX|aASPD
111	23335 31123	   	161.81	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD	16ZMB|2CDMG|38VULN|4AART|5RPLT|7RCR|9ASPD|aCGEN
112	23335 31125	   	161.81	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD	16ZMB|2CDMG|38VULN|4AART|5RPLT|7RCR|9ASPD|aBEXP
113	23335 31126	   	161.81	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD	16ZMB|2CDMG|38VULN|4AART|5RPLT|7RCR|9ASPD|aLIT
114	23335 31136	   	161.81	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD	16ZMB|2CDMG|38VULN|4AART|5RPLT|7RCR|9LHND|aASPD
115	23335 31146	   	161.81	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD	16ZMB|2CDMG|38VULN|4AART|5RPLT|7RCR|9LWND|aASPD
116	23335 31161	   	161.81	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	16ZMB|2CDMG|38VULN|4AART|5RPLT|7RCR|9CGEN|aDUR
117	23335 31526	   	161.81	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	16ZMB|2CDMG|3aVULN|4AART|5RPLT|7RCR|8DUR|9CGEN
118	23335 31626	   	161.81	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD	16ZMB|2CDMG|3aVULN|4AART|5RPLT|7RCR|8ASPD|9LWND
119	35318 14233	   	161.78	ACR|3DMG|3ZMB|1VULN	18BEXP|238ZMB|4MBVNT|5RCR|678DMG|8BPWR|9RPLT|aVULN
120	35318 14272	   	161.78	ACR|3DMG|3ZMB|1VULN	18BEXP|238ZMB|4MBVNT|5RCR|678DMG|8BPWR|9VULN|aCGEN
121	35318 14273	   	161.78	ACR|3DMG|3ZMB|1VULN	18aBEXP|238ZMB|4MBVNT|5RCR|678DMG|8BPWR|9VULN
122	55318 14233	   	161.78	ACR|3DMG|3ZMB|1VULN	18LWND|238ZMB|4MBVNT|5RCR|678DMG|8BPWR|9RPLT|aVULN
123	26318 14233	   	161.78	ACR|3DMG|3ZMB|1VULN	138ZMB|28BEXP|4MBVNT|5RCR|678DMG|8BPWR|9RPLT|aVULN
124	26318 14272	   	161.78	ACR|3DMG|3ZMB|1VULN	138ZMB|28BEXP|4MBVNT|5RCR|678DMG|8BPWR|9VULN|aCGEN
125	26318 14273	   	161.78	ACR|3DMG|3ZMB|1VULN	138ZMB|28aBEXP|4MBVNT|5RCR|678DMG|8BPWR|9VULN
126	23331 24615	   	161.77	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2CDMG|368VULN|4AART|5LIT|7ERES|9RCR|aLHND
127	23331 24616	   	161.77	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2CDMG|368VULN|4AART|5LIT|7ERES|9RCR|aLWND
128	23331 53615	   	161.77	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2CDMG|378VULN|4AART|5LIT|6ERES|9RCR|aLHND
129	23331 53616	   	161.77	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2CDMG|378VULN|4AART|5LIT|6ERES|9RCR|aLWND
130	23335 31124	   	161.71	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD	16ZMB|2CDMG|38VULN|4AART|5RPLT|7RCR|9ASPD|aDUST
131	23335 31151	   	161.71	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	16ZMB|2CDMG|38VULN|4AART|5RPLT|7RCR|9ERES|aDUR
132	23335 31516	   	161.71	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	16ZMB|2CDMG|3aVULN|4AART|5RPLT|7RCR|8DUR|9TLV
133	35318 14246	   	161.68	ACR|3DMG|3ZMB|1VULN	18BEXP|238ZMB|4MBVNT|5RCR|678DMG|8BPWR|9ERES|aVULN
134	35318 14271	   	161.68	ACR|3DMG|3ZMB|1VULN	18BEXP|238ZMB|4MBVNT|5RCR|678DMG|8BPWR|9VULN|aERES
135	35318 14274	   	161.68	ACR|3DMG|3ZMB|1VULN	18BEXP|238ZMB|4MBVNT|5RCR|678DMG|8BPWR|9VULN|aDUST
136	55318 14244	   	161.68	ACR|3DMG|3ZMB|1VULN	18LWND|238ZMB|4MBVNT|5RCR|678DMG|8BPWR|9ERES|aVULN
137	26318 14246	   	161.68	ACR|3DMG|3ZMB|1VULN	138ZMB|28BEXP|4MBVNT|5RCR|678DMG|8BPWR|9ERES|aVULN
138	26318 14271	   	161.68	ACR|3DMG|3ZMB|1VULN	138ZMB|28BEXP|4MBVNT|5RCR|678DMG|8BPWR|9VULN|aERES
139	26318 14274	   	161.68	ACR|3DMG|3ZMB|1VULN	138ZMB|28BEXP|4MBVNT|5RCR|678DMG|8BPWR|9VULN|aDUST
140	23331 24611	   	161.67	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2CDMG|368VULN|4AART|5LIT|7aERES|9RCR
141	23331 24614	   	161.67	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2CDMG|368VULN|4AART|5LIT|7ERES|9RCR|aTLV
142	23331 53611	   	161.67	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2CDMG|378VULN|4AART|5LIT|6aERES|9RCR
143	23331 53614	   	161.67	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2CDMG|378VULN|4AART|5LIT|6ERES|9RCR|aTLV
144	23336 16611	   	161.67	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2CDMG|368VULN|4AART|5aERES|7LIT|9RCR
145	65318 14323	   	161.46	ACR|3DMG|1VULN|2ZMB|1CDMG|1SELL	1VULN|23ZMB|4MBVNT|5RCR|679DMG|8SELL|aCDMG
146	65314 24431	   	161.30	DCR|2VULN|3ZMB|1DMG|1CDMG|1DUR	16VULN|235ZMB|4MBVNT|7CDMG|8DMG|9DUR|aRCR
147	21318 24445	   	161.18	ACR|2DMG|3ZMB|1VULN|1CDMG	13aZMB|2aDUST|4MBVNT|5RCR|6VULN|7CDMG|8aDMG|9RCVC|aBPWR
148	23335 31115	 * 	161.18	DCR|2VULN|1AART|2CDMG|2ZMB	16ZMB|2aCDMG|38VULN|4AART|5RPLT|7RCR|9FEWX
149	23335 31135	   	161.18	DCR|2VULN|1AART|2CDMG|2ZMB	16ZMB|2aCDMG|38VULN|4AART|5RPLT|7RCR|9LHND
150	23335 31145	   	161.18	DCR|2VULN|1AART|2CDMG|2ZMB	16ZMB|2aCDMG|38VULN|4AART|5RPLT|7RCR|9LWND
151	52141 54442	   	161.11	DCR|2VULN|2DMG|1AART	134LWND|2aLHND|5AART|6MBVNT|7aVULN|8RCR|9aDMG|aBPWR
152	24126 12135	 * 	161.00	ACR|1AART|1VULN|1DMG|2ZMB|2ASPD|1DUR	13ZMB|23ASPD|3BPWR|4RCR|5BEXP|6VULN|7DUST|8DUR|9DMG|aAART
153	24126 13136	   	161.00	ACR|1AART|1VULN|1DMG|2ZMB|2ASPD|1DUR	13ZMB|23ASPD|3BPWR|4RCR|5BEXP|6VULN|7MBVNT|8DUR|9DMG|aAART
154	24453 31333	   	160.97	ACR|2VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1ZMB|2ASPD|3RCR|4aVULN|5BEXP|6CDMG|7DUR|8DMG|9LHND
155	23332 42662	   	160.92	DCR|2VULN|1AART|2CDMG|2ZMB|1DUR	19ZMB|28CDMG|35VULN|4AART|6DUR|7CGEN|aRCR
156	23256 61123	   	160.61	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD	13ZMB|2CDMG|48VULN|5RPLT|6AART|7RCR|9ASPD|aCGEN
157	24432 61212	 * 	160.44	ACR|2VULN|1DMG|2ASPD|1CDMG|1ZMB	1ZMB|25ASPD|3RCR|4DLOT|6CDMG|78VULN|9DUST|aDMG
158	13254 43278	 * 	160.40	ACR|3VULN|1DMG|2ASPD|1CDMG	17TLV|2LWND|37ASPD|4MBVNT|5RCR|679VULN|7BPWR|8DMG|aCDMG
159	23253 31612	   	160.32	DCR|3VULN|1AART|2ZMB|1CDMG	13ZMB|2CDMG|456VULN|7LWND|8CGEN|9AART|aRCR
160	23253 35612	   	160.32	DCR|3VULN|1AART|2ZMB|1CDMG	13ZMB|2CDMG|456VULN|7LHND|8CGEN|9AART|aRCR
161	21334 24114	   	160.28	ACR|3ZMB|1AART|1DMG|1VULN|1DUR	134ZMB|24DUST|4BPWR|5RCR|6VULN|7AART|8DUR|9LWND|aDMG
162	21334 24251	   	160.28	ACR|3ZMB|1AART|1DMG|1VULN|1ASPD	134ZMB|24DUST|4BPWR|5RCR|6VULN|7AART|8ASPD|9RMIN|aDMG
163	24433 12242	 * 	160.25	ACR|2VULN|1DMG|2CDMG|1ZMB|1ASPD	1ZMB|2ASPD|3RCR|4DLOT|57CDMG|68VULN|9FEWX|aDMG
164	23253 31112	   	160.22	DCR|3VULN|1AART|2ZMB|1CDMG	13ZMB|2CDMG|456VULN|7LWND|8TLV|9AART|aRCR
