0	Index      	 *	Score 	Summary	Detail	
1	12621 25513	 * 	193.42	DCR|3VULN|2DMG|1AART|1CDMG	136FEWX|29DMG|4AART|589VULN|7RCR|9BPWR|aCDMG
20	52263 13262	   	176.17	DCR|3DMG|2VULN|1AART	1RMIN|24aDMG|34VULN|4BPWR|5MLV|6AART|7RPLT|8RCR|9BEXP
21	52262 13242	   	176.07	DCR|3DMG|2VULN|1AART	1RMIN|24aDMG|34VULN|4BPWR|5CGEN|6AART|7RPLT|8RCR|9DUST
22	52263 13242	   	176.07	DCR|3DMG|2VULN|1AART	1RMIN|24aDMG|34VULN|4BPWR|5MLV|6AART|7RPLT|8RCR|9DUST
23	52261 35123	 * 	175.27	DCR|3DMG|2VULN|2CDMG|1ASPD	1RMIN|24aDMG|34VULN|4aBPWR|5aCDMG|6LWND|7ASPD|8aBEXP|9RCR
24	52261 36323	 * 	175.07	DCR|3VULN|3DMG|1CDMG	1RMIN|247DMG|349VULN|4BPWR|5CDMG|6LWND|8LIT|aRCR
25	52235 11321	   	174.65	DCR|2VULN|2DMG|3ZMB|2ASPD	1RMIN|28DMG|35VULN|458ZMB|58BPWR|6DMSP|78ASPD|9RCR|aBEXP
26	52235 11324	   	174.65	DCR|2VULN|2DMG|3ZMB|2ASPD	1RMIN|28DMG|35VULN|458ZMB|58BPWR|6DMSP|78ASPD|9RCR|aFEWX
27	52235 11325	   	174.65	DCR|2VULN|2DMG|3ZMB|2ASPD	1RMIN|28DMG|35VULN|458ZMB|58BPWR|6DMSP|78ASPD|9RCR|aLHND
28	52235 11322	   	174.55	DCR|2VULN|2DMG|3ZMB|2ASPD	1RMIN|28DMG|35VULN|458ZMB|58BPWR|6DMSP|78ASPD|9RCR|aDUST
29	52263 13232	   	174.16	DCR|2VULN|2DMG|1AART|1CDMG	1RMIN|24DMG|34VULN|4BPWR|5MLV|6AART|7RPLT|8RCR|9LWND|aCDMG
30	12541 11241	   	173.67	DCR|3VULN|2DMG|1AART	1FEWX|25DMG|367VULN|4LHND|8RCR|9LWND|aAART
31	12541 11253	   	173.67	DCR|3VULN|2DMG|1AART	1FEWX|25DMG|367VULN|4LHND|8RCR|9MGNLIT|aAART
32	42531 11241	   	173.67	DCR|3VULN|2DMG|1AART	1BEXP|25DMG|367VULN|4LHND|8RCR|9LWND|aAART
33	42531 11253	   	173.67	DCR|3VULN|2DMG|1AART	1BEXP|25DMG|367VULN|4LHND|8RCR|9MGNLIT|aAART
34	52262 35221	   	173.67	DCR|3VULN|2DMG|1AART	1RMIN|24DMG|346VULN|4BPWR|5CGEN|7LEGI|8RCR|9LHND|aAART
35	55222 12353	 * 	173.59	ACR|4VULN|1AART|1FLTHEA	1RMIN|2AART|3RCR|4AIRHEL|5FLTHEA|6TLV|789aVULN
36	52261 13512	   	173.52	DCR|4VULN|2DMG|1CDMG	1RMIN|24DMG|3469VULN|4BPWR|5CDMG|7MLV|8CGEN|aRCR
37	12521 11215	   	173.26	DCR|3VULN|3DMG|1DUR	1aFEWX|25aDMG|367VULN|4DUR|8RCR|9aCGEN|aBPWR
38	12521 11235	   	173.26	DCR|3VULN|3DMG|1DUR	1aFEWX|25aDMG|367VULN|4DUR|8RCR|9aLIT|aBPWR
39	52261 21632	   	173.19	DCR|3DMG|2VULN|1CDMG|1DUR|1ASPD	1RMIN|249DMG|34VULN|4BPWR|5CDMG|6TLV|7DUR|8ASPD|aRCR
40	12521 11225	   	173.06	DCR|3VULN|3DMG|1DUR	1aFEWX|25aDMG|367VULN|4DUR|8RCR|9aTLV|aBPWR
41	52261 12151	   	172.82	DCR|3VULN|2DMG|1CDMG|1ZMB	1RMIN|24DMG|346VULN|4BPWR|5CDMG|7ZMB|8RCVC|9RCR|aBEXP
42	52261 12153	   	172.57	DCR|3VULN|2DMG|1CDMG|1ZMB|1SELL	1RMIN|24DMG|346VULN|4BPWR|5CDMG|7ZMB|8RCVC|9RCR|aSELL
43	53312 14533	   	171.90	DCR|2VULN|2DMG|1CDMG|2DUR|1ZMB	1RMIN|2ZMB|3aDUR|4LWND|5MLV|6aVULN|7CDMG|8RCR|9aDMG|aBPWR
44	52262 33413	   	171.60	DCR|4VULN|2DMG|1DUR	17RMIN|24DMG|3469VULN|4BPWR|5CGEN|8RCR|aDUR
45	52263 33413	   	171.60	DCR|4VULN|2DMG|1DUR	17RMIN|24DMG|3469VULN|4BPWR|5MLV|8RCR|aDUR
46	52266 21212	   	171.60	DCR|4VULN|2DMG|1DUR	1RMIN|24DMG|347aVULN|4BPWR|5DUR|69CGEN|8RCR
47	12621 25123	 * 	171.52	DCR|2AART|2VULN|1DMG|1CDMG	136FEWX|2DMG|4aAART|59VULN|7RCR|8CDMG
48	12313 63364	   	171.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1FEWX|29DMG|3CGEN|4LWND|5VULN|6RCR|7CDMG|8AART|aZMB
49	12521 11211	 * 	171.05	DCR|3VULN|2DMG|1FLTHEA|1DUR	1FEWX|25DMG|367VULN|4DUR|8RCR|9CGEN|aFLTHEA
50	12521 11221	   	170.95	DCR|3VULN|2DMG|1FLTHEA|1DUR	1FEWX|25DMG|367VULN|4DUR|8RCR|9TLV|aFLTHEA
51	52261 12432	   	170.42	DCR|3VULN|2DMG|1CDMG|1ZMB	19RMIN|24DMG|346VULN|4BPWR|5CDMG|7ZMB|8BEXP|aRCR
52	52261 12532	   	170.42	DCR|3VULN|2DMG|1CDMG|1ZMB	1RMIN|24DMG|346VULN|4BPWR|5CDMG|7ZMB|8CGEN|9DMSP|aRCR
53	52261 12315	 * 	170.36	4VULN|3DMG|3ZMB|2CDMG	1RMIN|249DMG|346aVULN|4aBPWR|5aCDMG|78aZMB
54	55231 31224	 * 	170.09	ACR|2AART|1VULN|1DMG|2ASPD|2DUR	1RMIN|29AART|3RCR|48DUST|5DMG|68DUR|78ASPD|8BPWR|aVULN
55	52313 63113	   	169.95	DCR|2VULN|2DMG|1AART|1DUR	1RMIN|28DMG|3DUR|478LWND|58VULN|6RCR|8BPWR|9RCVC|aAART
56	52313 63123	   	169.95	DCR|2VULN|2DMG|1AART|1DUR	19RMIN|28DMG|3DUR|478LWND|58VULN|6RCR|8BPWR|aAART
57	52313 63141	   	169.95	DCR|2VULN|2DMG|1AART|1DUR	1RMIN|28DMG|3DUR|478LWND|58VULN|6RCR|8BPWR|9BEXP|aAART
58	12635 32114	   	169.75	DCR|2VULN|2DMG|1AART|1ASPD	13FEWX|24DMG|5ASPD|6AART|7RCR|8aVULN|9BEXP
59	12635 32134	   	169.75	DCR|2VULN|2DMG|1AART|1ASPD	13FEWX|24DMG|5ASPD|6AART|7RCR|8aVULN|9LHND
60	12635 32124	   	169.65	DCR|2VULN|2DMG|1AART|1ASPD	13FEWX|24DMG|5ASPD|6AART|7RCR|8aVULN|9ERES
61	12533 11256	 * 	169.63	DCR|3VULN|1AART|1DMG|1FLTHEA	1FEWX|2DMG|367VULN|4ERES|5RMIN|8RCR|9FLTHEA|aAART
62	33311 53125	   	169.37	DCR|3VULN|2DMG|1AART	1ERES|2LIT|38DMG|457VULN|6MGNLIT|9AART|aRCR
63	53234 23167	   	169.28	DCR|3VULN|1AART|1DMG|1ZMB	1RMIN|2ZMB|368VULN|4MBVNT|5LSRREG|7RCR|9DMG|aAART
64	33311 33125	   	169.27	DCR|3VULN|2DMG|1AART	1ERES|2LIT|38DMG|457VULN|6LSRREG|9AART|aRCR
65	12526 11253	   	168.31	DCR|3VULN|1AART|1DMG|2DUR	1FEWX|2DMG|367VULN|45DUR|8RCR|9MGNLIT|aAART
66	55122 13413	   	167.97	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1RMIN|2AART|3ASPD|4FEWX|5LIT|6RCR|7ZMB|8DMG|9aVULN
67	55231 11212	   	167.93	ACR|2VULN|2DMG|1AART	1RMIN|2AART|3RCR|467DUST|5aDMG|8aVULN|9aLWND|aBPWR
68	55231 11222	   	167.93	ACR|2VULN|2DMG|1AART	1RMIN|2AART|3RCR|467DUST|5aDMG|8aVULN|9aLHND|aBPWR
69	32353 33262	   	167.85	DCR|2VULN|2DMG|1AART|1ASPD	1ERES|2RPLT|3aDMG|4ASPD|5AART|67VULN|8RCR|9BEXP
70	55221 52211	   	167.83	ACR|2VULN|2DMG|1AART	1RMIN|2AART|3RCR|4AIRHEL|5LHND|68DMG|7aVULN|9ERES
71	55231 16321	   	167.83	ACR|2VULN|2DMG|1AART	1RMIN|2AART|3RCR|46aDUST|5aDMG|7ERES|8CGEN|9aVULN|aBPWR
72	55231 23324	   	167.83	ACR|2VULN|2DMG|1AART	1RMIN|2AART|3RCR|4DUST|57DMG|6ERES|8CGEN|9aVULN
73	12635 32153	   	167.82	DCR|3DMG|1AART|1VULN|1ASPD	13FEWX|24aDMG|5ASPD|6AART|7RCR|8VULN|9RCVC
74	12635 32253	   	167.82	DCR|3DMG|1AART|1VULN|1ASPD	13FEWX|24aDMG|5ASPD|6AART|7RCR|8RCVC|9VULN
75	32353 33242	   	167.75	DCR|2VULN|2DMG|1AART|1ASPD	1ERES|2RPLT|3aDMG|4ASPD|5AART|67VULN|8RCR|9DUST
76	36531 63313	   	167.51	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1ERES|2LWND|3VULN|4LHND|59DMG|6RCR|7AART|8DUR|aCDMG
77	52263 13233	   	167.45	DCR|2VULN|2DMG|1AART|1DUR	1RMIN|24DMG|34VULN|4BPWR|5MLV|6AART|7RPLT|8RCR|9LWND|aDUR
78	52263 13235	   	167.45	DCR|2VULN|2DMG|1AART|1ASPD	1RMIN|24DMG|34VULN|4BPWR|5MLV|6AART|7RPLT|8RCR|9LWND|aASPD
79	55231 32323	   	167.44	ACR|2AART|1VULN|1DMG|2DUR|1ZMB	1RMIN|2aAART|3RCR|4DUST|5DMG|67DUR|8VULN|9ZMB
80	12621 25124	   	167.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	136FEWX|2DMG|4AART|59VULN|7RCR|8CDMG|aDUR
81	32353 62311	   	166.67	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ERES|2RPLT|3DMG|4ASPD|5AART|6CDMG|7RCR|8VULN|9ZMB|aDUR
82	11642 53314	 * 	166.54	ACR|3VULN|3DMG	1aFEWX|2CANHEL|36aDMG|4BELT|5RCR|79aVULN|8MBVNT|aBPWR
83	55222 31153	   	166.52	ACR|3VULN|1AART|1FLTHEA|1ASPD	17RMIN|2AART|3RCR|4AIRHEL|5FLTHEA|6ASPD|89aVULN
84	12541 11215	   	166.32	DCR|3VULN|3DMG	1aFEWX|25aDMG|367VULN|4LHND|8RCR|9aCGEN|aBPWR
85	12541 11235	   	166.32	DCR|3VULN|3DMG	1aFEWX|25aDMG|367VULN|4LHND|8RCR|9aLIT|aBPWR
86	42511 11215	   	166.32	DCR|3VULN|3DMG	1aBEXP|25aDMG|367VULN|4FEWX|8RCR|9aCGEN|aBPWR
87	42531 11215	   	166.32	DCR|3VULN|3DMG	1aBEXP|25aDMG|367VULN|4LHND|8RCR|9aCGEN|aBPWR
88	52263 35211	   	166.32	DCR|3VULN|3DMG	1RMIN|24aDMG|346VULN|4aBPWR|5aMLV|7LEGI|8RCR|9aCGEN
89	52251 16112	   	166.25	DCR|3VULN|2DMG|1CDMG|1ASPD	14RMIN|29DMG|367VULN|5CDMG|8ASPD|aRCR
90	32353 62353	   	166.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ERES|2RPLT|3DMG|4ASPD|5AART|6CDMG|7RCR|8aVULN|9BASHEA
91	12541 11225	   	166.12	DCR|3VULN|3DMG	1aFEWX|25aDMG|367VULN|4LHND|8RCR|9aTLV|aBPWR
92	42511 11225	   	166.12	DCR|3VULN|3DMG	1aBEXP|25aDMG|367VULN|4FEWX|8RCR|9aTLV|aBPWR
93	42531 11225	   	166.12	DCR|3VULN|3DMG	1aBEXP|25aDMG|367VULN|4LHND|8RCR|9aTLV|aBPWR
94	52263 35221	   	166.12	DCR|3VULN|3DMG	1RMIN|24aDMG|346VULN|4aBPWR|5aMLV|7LEGI|8RCR|9aTLV
95	33361 25136	   	165.64	ACR|3DMG|1AART|1VULN|1ASPD	1ERES|2LIT|369DMG|4RCR|5VULN|7ASPD|8DUST|aAART
96	36531 63312	 * 	165.31	DCR|2DMG|2AART|1VULN|1DUR	1ERES|2LWND|3VULN|4LHND|59DMG|6RCR|7aAART|8DUR
97	12264 23216	   	165.28	DCR|3VULN|1AART|1DMG|1ZMB	1FEWX|2DMG|3LHND|4ZMB|5AART|689VULN|7LIT|aRCR
98	11642 35314	 * 	164.98	ACR|4VULN|2DMG	1aFEWX|2CANHEL|3aDMG|4BELT|5RCR|679aVULN|8MBVNT|aBPWR
99	12521 14253	   	164.95	DCR|2VULN|2DMG|1AART|1DUR	17FEWX|25DMG|36VULN|4DUR|8RCR|9MGNLIT|aAART
100	12521 21253	   	164.95	DCR|2VULN|2DMG|1AART|1DUR	16FEWX|25DMG|37VULN|4DUR|8RCR|9MGNLIT|aAART
101	52262 32212	   	164.67	DCR|4VULN|2DMG	1RMIN|24DMG|346aVULN|4BPWR|59CGEN|7BEXP|8RCR
102	52262 33412	   	164.67	DCR|4VULN|2DMG	17RMIN|24DMG|3469VULN|4BPWR|5CGEN|8RCR|aRCVC
103	52262 61212	   	164.67	DCR|4VULN|2DMG	1RMIN|24DMG|347aVULN|4BPWR|59CGEN|6LHND|8RCR
104	52262 61222	   	164.67	DCR|4VULN|2DMG	1RMIN|24DMG|347aVULN|4BPWR|5CGEN|69LHND|8RCR
105	52263 32236	   	164.67	DCR|4VULN|2DMG	1RMIN|24DMG|346aVULN|4BPWR|5MLV|7BEXP|8RCR|9LIT
106	52263 33412	   	164.67	DCR|4VULN|2DMG	17RMIN|24DMG|3469VULN|4BPWR|5MLV|8RCR|aRCVC
107	42531 11236	   	164.57	DCR|4VULN|2DMG	1BEXP|25DMG|367aVULN|4LHND|8RCR|9LIT
108	52262 33411	   	164.57	DCR|4VULN|2DMG	17RMIN|24DMG|3469VULN|4BPWR|5CGEN|8RCR|aDUST
109	52262 35212	   	164.57	DCR|4VULN|2DMG	1RMIN|24DMG|346aVULN|4BPWR|59CGEN|7LEGI|8RCR
110	52262 41212	   	164.57	DCR|4VULN|2DMG	1RMIN|24DMG|347aVULN|4BPWR|59CGEN|6DUST|8RCR
111	52263 33411	   	164.57	DCR|4VULN|2DMG	17RMIN|24DMG|3469VULN|4BPWR|5MLV|8RCR|aDUST
112	52265 21212	   	164.57	DCR|4VULN|2DMG	1RMIN|24DMG|347aVULN|4BPWR|5DUST|69CGEN|8RCR
113	52262 41232	   	164.47	DCR|4VULN|2DMG	1RMIN|24DMG|347aVULN|4BPWR|5CGEN|69DUST|8RCR
114	52265 21232	   	164.47	DCR|4VULN|2DMG	1RMIN|24DMG|347aVULN|4BPWR|59DUST|6CGEN|8RCR
115	12266 61132	   	164.46	DCR|2VULN|2DMG|1FLTHEA|1ZMB	18FEWX|28DMG|37LHND|4ZMB|58VULN|6RCR|8BPWR|9LIT|aFLTHEA
116	55222 12511	 * 	164.42	ACR|2VULN|1AART|1FLTHEA|1CDMG|1ASPD	1RMIN|2AART|3RCR|4AIRHEL|5FLTHEA|6TLV|7aVULN|8CDMG|9ASPD
117	55222 32413	 * 	164.35	ACR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1ASPD	1RMIN|2AART|3RCR|4AIRHEL|5FLTHEA|6ASPD|7LIT|8DMG|9ZMB|aVULN
118	55261 22113	   	164.32	ACR|2DMG|1AART|1VULN|1ASPD|1DUR	1RMIN|2AART|3RCR|4LHND|59DMG|6VULN|7DUR|8LWND|aASPD
119	12515 61211	   	164.21	DCR|3VULN|2DMG|1FLTHEA	14FEWX|25DMG|357VULN|5BPWR|6LHND|8RCR|9CGEN|aFLTHEA
120	52262 32216	   	164.21	DCR|3VULN|2DMG|1CDMG	1RMIN|24DMG|346VULN|4BPWR|59CGEN|7BEXP|8RCR|aCDMG
121	52262 32252	   	164.21	DCR|3VULN|2DMG|1FLTHEA	1RMIN|24DMG|346VULN|4BPWR|5CGEN|7BEXP|8RCR|9FLTHEA|aRCVC
122	52262 32253	   	164.21	DCR|3VULN|2DMG|1FLTHEA	1RMIN|24DMG|346VULN|4BPWR|5CGEN|7aBEXP|8RCR|9FLTHEA
123	52263 32252	   	164.21	DCR|3VULN|2DMG|1FLTHEA	1RMIN|24DMG|346VULN|4BPWR|5MLV|7BEXP|8RCR|9FLTHEA|aRCVC
124	52263 32253	   	164.21	DCR|3VULN|2DMG|1FLTHEA	1RMIN|24DMG|346VULN|4BPWR|5MLV|7aBEXP|8RCR|9FLTHEA
125	12621 25242	   	164.21	DCR|2VULN|2DMG|1AART	136FEWX|2aDMG|4AART|5aVULN|7RCR|8aLWND|9RMIN|aBPWR
126	12515 41211	   	164.11	DCR|3VULN|2DMG|1FLTHEA	14FEWX|25DMG|357VULN|5BPWR|6DUST|8RCR|9CGEN|aFLTHEA
127	12515 61221	   	164.11	DCR|3VULN|2DMG|1FLTHEA	14FEWX|25DMG|357VULN|5BPWR|6LHND|8RCR|9TLV|aFLTHEA
128	12541 11211	   	164.11	DCR|3VULN|2DMG|1FLTHEA	1FEWX|25DMG|367VULN|4LHND|8RCR|9CGEN|aFLTHEA
129	42511 11211	   	164.11	DCR|3VULN|2DMG|1FLTHEA	1BEXP|25DMG|367VULN|4FEWX|8RCR|9CGEN|aFLTHEA
130	42531 11211	   	164.11	DCR|3VULN|2DMG|1FLTHEA	1BEXP|25DMG|367VULN|4LHND|8RCR|9CGEN|aFLTHEA
131	12515 41221	   	164.01	DCR|3VULN|2DMG|1FLTHEA	14FEWX|25DMG|357VULN|5BPWR|6DUST|8RCR|9TLV|aFLTHEA
132	12541 11221	   	164.01	DCR|3VULN|2DMG|1FLTHEA	1FEWX|25DMG|367VULN|4LHND|8RCR|9TLV|aFLTHEA
133	42511 11221	   	164.01	DCR|3VULN|2DMG|1FLTHEA	1BEXP|25DMG|367VULN|4FEWX|8RCR|9TLV|aFLTHEA
134	42531 11221	   	164.01	DCR|3VULN|2DMG|1FLTHEA	1BEXP|25DMG|367VULN|4LHND|8RCR|9TLV|aFLTHEA
135	42622 11236	   	164.01	DCR|2VULN|2DMG|1AART	1BEXP|29DMG|3FEWX|4AART|5LIT|6CGEN|7RCR|8aVULN
136	15523 11253	 * 	164.00	DCR|4VULN|1AART|1DUR|1ASPD	1FEWX|2ASPD|3567VULN|4DUR|8RCR|9MGNLIT|aAART
137	53261 16122	 * 	163.97	DCR|4VULN|2CDMG|2ZMB|1ASPD	1RMIN|24ZMB|3467VULN|4BPWR|59CDMG|8ASPD|aRCR
138	12621 25522	   	163.91	DCR|2VULN|2DMG|1AART	136FEWX|2aDMG|4AART|58VULN|7RCR|9VENICY
139	12621 25614	   	163.91	DCR|2VULN|2DMG|1AART	136FEWX|29DMG|4AART|5aVULN|7RCR|8MBVNT
140	55222 22325	 * 	163.89	ACR|2VULN|1AART|1DMG|1FLTHEA	1RMIN|2AART|3RCR|4AIRHEL|5FLTHEA|6FEWX|7ERES|8aVULN|9DMG
141	55221 23341	 * 	163.75	ACR|2VULN|1AART|1DMG|1CDMG|1SELL	1RMIN|2AART|3RCR|4AIRHEL|5LHND|6CDMG|7SELL|8DMG|9aVULN
142	52246 33122	   	163.71	DCR|3VULN|2DMG|1ZMB|1DUR	1RMIN|28DMG|358VULN|4DUST|6DUR|78BEXP|8BPWR|9ZMB|aRCR
143	12521 13165	   	163.61	DCR|3DMG|2VULN|1ZMB|1DUR	1FEWX|259DMG|36VULN|4DUR|7BEXP|8ZMB|aRCR
144	52231 11436	   	163.61	DCR|3VULN|2DMG|1ZMB|1DUR	1RMIN|29DMG|367VULN|4ZMB|5DUR|8RPLT|aRCR
145	53261 36123	 * 	163.47	DCR|2VULN|3ZMB|1DMG|2CDMG	1RMIN|24aZMB|34VULN|4aBPWR|5aCDMG|6LWND|7DMG|8aBEXP|9RCR
