0	Index      	 *	Score 	Summary	Detail	
1	24245 23323	 * 	192.22	ACR|2VULN|3ZMB|1AART|1DMG|1CDMG|1ASPD	1aVULN|279ZMB|3ASPD|4CDMG|5RCR|6AART|8DMG
27	23643 32422	   	175.83	ACR|4VULN|1AART|1CDMG|1ASPD	178aVULN|2LEGI|3CDMG|4RCR|5BEXP|6AART|9ASPD
28	24211 12263	   	175.78	DCR|3VULN|1DMG|2ASPD|1CDMG|1ZMB	145VULN|2ZMB|3aASPD|6RCR|7ERES|8CDMG|9DMG
29	24221 52263	   	175.78	DCR|3VULN|1DMG|2ASPD|1CDMG|1ZMB	157VULN|2ZMB|3aASPD|45ERES|5BPWR|6RCR|8CDMG|9DMG
30	24223 52263	   	175.78	DCR|3VULN|1DMG|2ASPD|1CDMG|1ZMB	157VULN|2ZMB|3aASPD|4ERES|6RCR|8CDMG|9DMG
31	24245 21223	   	175.31	ACR|2AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1VULN|2ZMB|39ASPD|4CDMG|5RCR|67AART|8LHND|aDMG
32	22643 32162	 * 	174.95	ACR|3VULN|1AART|1DMG|1CDMG	17aVULN|2LHND|3CDMG|4RCR|58BEXP|6AART|9DMG
33	24245 22131	   	174.84	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	19VULN|2ZMB|3ASPD|4CDMG|5RCR|6AART|7FEWX|8BEXP|aDMG
34	24245 23321	   	174.63	ACR|3ZMB|1AART|1VULN|1DMG|1CDMG|1ASPD	1VULN|279ZMB|3ASPD|4CDMG|5RCR|6AART|8DMG|aRPLT
35	24245 23322	   	174.53	ACR|3ZMB|1AART|1VULN|1DMG|1CDMG|1ASPD	1VULN|279ZMB|3ASPD|4CDMG|5RCR|6AART|8DMG|aTLV
36	24245 21123	 * 	174.44	ACR|2VULN|2AART|2CDMG|1ZMB|1ASPD	1aVULN|2ZMB|3ASPD|49CDMG|5RCR|67AART|8RCVC
37	14436 13331	   	174.21	DCR|3VULN|3ZMB|1DMG|1ASPD	1LWND|256ZMB|3RCVC|456VULN|56BPWR|7RCR|8BELT|9ASPD|aDMG
38	24324 16133	   	173.98	ACR|3VULN|2AART|2ZMB|1ASPD	169VULN|26ZMB|3BELT|4RCR|5RMIN|6BPWR|78AART|aASPD
39	26251 12236	 * 	173.65	DCR|2VULN|2DMG|2ASPD|1CDMG|1DUR	15VULN|23ASPD|4aDMG|6RCR|7ERES|8CDMG|9DUR
40	23121 45152	 * 	173.11	DCR|3VULN|2DMG|1ZMB|1DUR	179VULN|2LEGI|3FEWX|4DUR|5ZMB|6RCR|8aDMG
41	23221 45152	   	173.11	DCR|3VULN|2DMG|1ZMB|1DUR	179VULN|2LEGI|3BEXP|4DUR|5ZMB|6RCR|8aDMG
42	23311 46152	   	173.11	DCR|3VULN|2DMG|1ZMB|1DUR	179VULN|2LEGI|3DUR|4LWND|5ZMB|6RCR|8aDMG
43	24211 13516	 * 	172.76	DCR|4VULN|1AART|1ZMB|1ASPD	1458VULN|2ZMB|3ASPD|6RCR|7FEWX|9ERES|aAART
44	24245 21322	   	172.55	ACR|2AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD	1VULN|29ZMB|3ASPD|4CDMG|5RCR|67AART|8DMG|aMGNSTR
45	24211 16314	 * 	172.45	DCR|4VULN|1CDMG|1ZMB|1ASPD|1DUR	1459VULN|2ZMB|3ASPD|6RCR|7RCVC|8CDMG|aDUR
46	24245 21321	   	172.45	ACR|2AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD	1VULN|29ZMB|3ASPD|4CDMG|5RCR|67AART|8DMG|aDUST
47	24211 12216	   	172.21	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	145VULN|2ZMB|3ASPD|6RCR|7ERES|8CDMG|9DUST|aAART
48	24221 52216	   	172.21	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	157VULN|2ZMB|3ASPD|45ERES|5BPWR|6RCR|8CDMG|9DUST|aAART
49	24223 52216	   	172.21	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	157VULN|2ZMB|3ASPD|4ERES|6RCR|8CDMG|9DUST|aAART
50	25211 11246	   	172.05	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	145VULN|2ERES|3ASPD|6ZMB|7DUR|8CDMG|9RCR|aAART
51	22642 22262	 * 	171.73	ACR|2VULN|2DMG|1AART|1CDMG|1FLTHEA|1ASPD|1MSE	17VULN|27LHND|3CDMG|4RCR|5MSE|67DMG|7BPWR|8FLTHEA|9ASPD|aAART
52	25263 41232	 * 	171.71	DCR|2VULN|1AART|1DMG|2ASPD|2DUR	18VULN|2ERES|38ASPD|48DUR|5AART|6RMIN|7RCR|8BPWR|9RPLT|aDMG
53	26251 31215	 * 	171.56	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG|1DUR	15VULN|23ASPD|4DMG|6CDMG|7AART|8DUR|9LHND|aRCR
54	24211 21215	   	171.55	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	145VULN|2ZMB|3ASPD|6CDMG|7AART|8DUR|9LHND|aRCR
55	24211 21255	   	171.55	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	145VULN|2ZMB|3ASPD|6CDMG|7AART|8DUR|9LWND|aRCR
56	23642 22262	 * 	171.53	ACR|2VULN|2DMG|1AART|1CDMG|1FLTHEA|1ASPD|2MSE	17VULN|2LEGI|3CDMG|4RCR|57MSE|67DMG|7BPWR|8FLTHEA|9ASPD|aAART
57	26251 13532	 * 	171.19	DCR|3VULN|3ASPD|1DMG|1CDMG	158VULN|239ASPD|4DMG|6RCR|7FEWX|aCDMG
58	26251 14222	 * 	171.19	DCR|3VULN|1DMG|2CDMG|2ASPD	159VULN|23ASPD|4DMG|6RCR|7RMIN|8aCDMG
59	24211 34324	   	170.81	DCR|3VULN|2DMG|1ZMB|1ASPD	145VULN|2ZMB|3ASPD|69LWND|7RCR|8aDMG
60	24245 21113	   	170.60	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1VULN|2ZMB|3ASPD|4CDMG|5RCR|67AART|8RCVC|9LHND|aDMG
61	24245 21132	   	170.60	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1VULN|2ZMB|3ASPD|4CDMG|5RCR|67AART|8RCVC|9DMG|aMGNSTR
62	21642 23422	 * 	170.55	ACR|2VULN|3ZMB|1AART|1DMG|2CDMG|2MSE	18VULN|25MSE|38CDMG|4RCR|6AART|789ZMB|8BPWR|aDMG
63	24245 21131	   	170.50	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1VULN|2ZMB|3ASPD|4CDMG|5RCR|67AART|8RCVC|9DMG|aDUST
64	24214 61323	   	170.42	DCR|2AART|2VULN|1DMG|1ZMB|1ASPD	14VULN|2ZMB|3ASPD|57AART|6RPLT|8DMG|9RCR|aCGEN
65	24214 61321	   	170.32	DCR|2VULN|2AART|1DMG|1ZMB|1ASPD	14VULN|2ZMB|3ASPD|57AART|6RPLT|8DMG|9RCR|aDUST
66	24245 21332	   	170.00	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1VULN|2ZMB|3ASPD|4CDMG|5RCR|67AART|8DMG|9CGEN|aRCVC
67	13636 13351	 * 	169.91	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1LWND|2LEGI|3AART|4DUR|5LHND|6RCR|7FLTHEA|8aVULN|9DMG
68	24211 13514	   	169.62	DCR|4VULN|1DMG|1ZMB|1ASPD	1458VULN|2ZMB|3ASPD|6RCR|7FEWX|9ERES|aDMG
69	24211 14222	 * 	169.62	DCR|4VULN|2CDMG|1ZMB|1ASPD	1459VULN|2ZMB|3ASPD|6RCR|7RMIN|8aCDMG
70	24245 23133	   	169.62	ACR|1AART|1VULN|1DMG|2ZMB|2ASPD|1CDMG	1VULN|27ZMB|3aASPD|4CDMG|5RCR|6AART|8RCVC|9DMG
71	13366 13351	   	169.31	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1LWND|2LEGI|3DUR|4AART|5LHND|6RCR|7FLTHEA|8aVULN|9DMG
72	24211 14231	   	169.27	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	145VULN|2ZMB|3ASPD|6RCR|7RMIN|8CDMG|9DMG|aLWND
73	24211 14232	   	169.27	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	145VULN|2ZMB|3ASPD|6RCR|7RMIN|8CDMG|9DMG|aLIT
74	24211 14234	   	169.27	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	145VULN|2ZMB|3ASPD|6RCR|7RMIN|8CDMG|9DMG|aMLV
75	24211 14235	   	169.27	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	145VULN|2ZMB|3ASPD|6RCR|7RMIN|8CDMG|9DMG|aCGEN
76	24211 14236	   	169.27	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	145VULN|2ZMB|3ASPD|6RCR|7aRMIN|8CDMG|9DMG
77	24211 12261	   	169.17	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	145VULN|2ZMB|3ASPD|6RCR|7ERES|8CDMG|9DMG|aLWND
78	24211 12262	   	169.17	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	145VULN|2ZMB|3ASPD|6RCR|7ERES|8CDMG|9DMG|aLIT
79	24211 12265	   	169.17	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	145VULN|2ZMB|3ASPD|6RCR|7ERES|8CDMG|9DMG|aBEXP
80	24211 12266	   	169.17	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	145VULN|2ZMB|3ASPD|6RCR|7ERES|8CDMG|9DMG|aDMSP
81	24221 52261	   	169.17	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	157VULN|2ZMB|3ASPD|45ERES|5BPWR|6RCR|8CDMG|9DMG|aLWND
82	24221 52262	   	169.17	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	157VULN|2ZMB|3ASPD|45ERES|5BPWR|6RCR|8CDMG|9DMG|aLIT
83	24223 52261	   	169.17	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	157VULN|2ZMB|3ASPD|4ERES|6RCR|8CDMG|9DMG|aLWND
84	24223 52262	   	169.17	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	157VULN|2ZMB|3ASPD|4ERES|6RCR|8CDMG|9DMG|aLIT
85	24211 12264	   	169.07	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	145VULN|2ZMB|3ASPD|6RCR|7ERES|8CDMG|9DMG|aBASICY
86	14436 13222	   	169.04	DCR|3VULN|3ZMB|1DMG	1LWND|256ZMB|38RCVC|456VULN|56BPWR|7RCR|9MLV|aDMG
87	22643 32362	   	168.89	ACR|4VULN|1AART|1CDMG	179aVULN|2LHND|3CDMG|4RCR|5BEXP|6AART|8ERES
88	24245 21231	   	168.70	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1VULN|2ZMB|3ASPD|4CDMG|5RCR|67AART|8LHND|9BEXP|aDMG
89	24245 21313	   	168.70	ACR|2AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD	1VULN|2ZMB|3ASPD|4CDMG|5RCR|67AART|8DMG|9LHND|aCGEN
90	22643 32126	 * 	168.64	ACR|3VULN|1AART|2ASPD|1CDMG	17aVULN|2aLHND|3CDMG|4RCR|58BEXP|6AART|9aASPD|aBPWR
91	24245 21311	   	168.60	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1VULN|2ZMB|3ASPD|4CDMG|5RCR|67AART|8DMG|9LHND|aDUST
92	23643 32126	   	168.54	ACR|3VULN|1AART|2ASPD|1CDMG	17aVULN|2LEGI|3CDMG|4RCR|58aBEXP|6AART|9aASPD|aBPWR
93	22121 45153	   	168.46	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	17VULN|2LHND|3FEWX|49DUR|5ZMB|6RCR|8DMG|aAART
94	22221 45153	   	168.46	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	17VULN|2LHND|3BEXP|49DUR|5ZMB|6RCR|8DMG|aAART
95	14436 13112	   	168.44	DCR|3VULN|3ZMB|1DMG	1LWND|256ZMB|3aRCVC|456VULN|56BPWR|7RCR|8DMG|9LIT
96	23121 42153	   	168.36	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	19VULN|2LEGI|3FEWX|47DUR|5ZMB|6RCR|8DMG|aAART
97	23221 42153	   	168.36	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	19VULN|2LEGI|3BEXP|47DUR|5ZMB|6RCR|8DMG|aAART
98	23521 42153	   	168.26	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	19VULN|2LEGI|3DUST|47DUR|5ZMB|6RCR|8DMG|aAART
99	26251 16311	   	168.26	DCR|3VULN|1DMG|2ASPD|1CDMG	159VULN|23ASPD|4DMG|6RCR|7aRCVC|8CDMG
100	24324 14332	 * 	168.24	ACR|3VULN|2DMG|2ZMB	16aVULN|26ZMB|3BELT|4RCR|5RMIN|6BPWR|78DMG|9BEXP
101	25245 12333	 * 	168.15	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG	18VULN|2ERES|38ASPD|4CDMG|5RCR|6DMG|78LHND|8BPWR|9RPLT|aAART
102	26251 52211	 * 	167.92	DCR|2VULN|2DMG|3ASPD|1ZMB|1DUR	15VULN|236ASPD|46DMG|6BPWR|7DUR|8ZMB|9LWND|aRCR
103	22364 61232	   	167.90	DCR|3VULN|1AART|1CDMG|2DUR	18aVULN|26LHND|38DUR|4AART|58TLV|7RCR|8BPWR|9CDMG
104	24321 36262	   	167.80	ACR|2VULN|2DMG|2DUR|1ZMB|1ASPD	1aVULN|2ZMB|3BELT|4RCR|57DUR|69DMG|8ASPD
105	12624 11232	 * 	167.71	DCR|3VULN|2AART|1CDMG	18LWND|2LHND|34AART|58TLV|68aVULN|7RCR|8BPWR|9CDMG
106	24245 23223	   	167.71	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|2ASPD	1VULN|27ZMB|39ASPD|4CDMG|5RCR|6AART|8LHND|aDMG
107	24321 32212	   	167.68	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1aVULN|2ZMB|3BELT|4RCR|5aDUR|6DMG|7CGEN|8AART|9aTLV|aBPWR
108	24321 35212	   	167.58	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1aVULN|2ZMB|3BELT|4RCR|5aDUR|6DMG|7ERES|8AART|9aTLV|aBPWR
109	33262 54211	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BASHEA|2DUR|3aVULN|4DMG|5LIT|6RCR|7AART|8LWND|9CDMG
110	22323 11362	   	167.30	DCR|3VULN|1AART|1CDMG|2DUR	19aVULN|2LHND|34DUR|5AART|6CGEN|7RCR|8CDMG
111	14436 13113	   	167.27	DCR|3VULN|3ZMB|1DMG	1LWND|256ZMB|3RCVC|456VULN|56BPWR|7RCR|8DMG|9LIT|aRMIN
112	14436 13121	   	167.27	DCR|3VULN|3ZMB|1DMG	1LWND|256ZMB|3RCVC|456VULN|56BPWR|7RCR|8DMG|9MLV|aRMIN
113	14436 13132	   	167.27	DCR|3VULN|3ZMB|1DMG	1aLWND|256ZMB|3RCVC|456VULN|56BPWR|7RCR|8DMG|9FEWX
114	14436 13111	   	167.17	DCR|3VULN|3ZMB|1DMG	1LWND|256ZMB|3RCVC|456VULN|56BPWR|7RCR|8DMG|9LIT|aTLV
115	14436 13123	   	167.17	DCR|3VULN|3ZMB|1DMG	1LWND|256ZMB|3RCVC|456VULN|56BPWR|7RCR|8DMG|9MLV|aERES
116	14436 13131	   	167.17	DCR|3VULN|3ZMB|1DMG	1LWND|256ZMB|3RCVC|456VULN|56BPWR|7RCR|8DMG|9FEWX|aMBVNT
117	14436 13133	   	167.17	DCR|3VULN|3ZMB|1DMG	1LWND|256ZMB|3RCVC|456VULN|56BPWR|7RCR|8DMG|9FEWX|aBASHEA
118	25263 41332	 * 	167.11	DCR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1VULN|2ERES|3ASPD|4DUR|59AART|6RMIN|7RCR|8CDMG|aDMG
119	26251 16312	   	167.08	DCR|3VULN|1DMG|2ASPD|1CDMG	159VULN|23ASPD|4DMG|6RCR|7RCVC|8CDMG|aLWND
120	26251 16313	   	167.08	DCR|3VULN|1DMG|2ASPD|1CDMG	159VULN|23ASPD|4DMG|6RCR|7RCVC|8CDMG|aLIT
121	25321 34262	   	167.06	ACR|3VULN|2DMG|1DUR|1ASPD	17aVULN|2ERES|3BELT|4RCR|5DUR|69DMG|8ASPD
122	24324 16132	   	167.04	ACR|3VULN|2AART|2ZMB	169VULN|26ZMB|3BELT|4RCR|5RMIN|6BPWR|78AART|aFEWX
123	24351 23332	   	166.87	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	146VULN|2ZMB|3BELT|5DUR|7RCR|8DMG|9LIT|aCDMG
124	24245 23123	 * 	166.84	ACR|2VULN|1AART|2CDMG|2ZMB|1ASPD	1aVULN|27ZMB|3ASPD|49CDMG|5RCR|6AART|8RCVC
125	24211 16311	   	166.69	DCR|4VULN|1CDMG|1ZMB|1ASPD	1459VULN|2ZMB|3ASPD|6RCR|7aRCVC|8CDMG
126	26251 12216	   	166.61	DCR|2VULN|2DMG|2ASPD|1CDMG	15VULN|23ASPD|4aDMG|6RCR|7ERES|8CDMG|9DUST
127	23162 53325	   	166.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	16VULN|2LEGI|3FEWX|4AART|5RCVC|7CDMG|8DMG|9ZMB|aRCR
128	23262 53325	   	166.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	16VULN|2LEGI|3BEXP|4AART|5RCVC|7CDMG|8DMG|9ZMB|aRCR
129	26251 13523	   	166.48	DCR|3VULN|1DMG|2ASPD|1CDMG	158VULN|23ASPD|4DMG|6RCR|7FEWX|9RCVC|aCDMG
130	16613 41232	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	18LWND|2ASPD|38TLV|48VULN|5AART|6RMIN|7RCR|8BPWR|9CDMG|aDMG
131	24324 14311	 * 	166.24	ACR|2VULN|2DMG|2ZMB|1CDMG	16VULN|26ZMB|3BELT|4RCR|5RMIN|6BPWR|78DMG|9CDMG|aLWND
132	24324 14312	   	166.24	ACR|2VULN|2DMG|2ZMB|1CDMG	16VULN|26ZMB|3BELT|4RCR|5RMIN|6BPWR|78DMG|9CDMG|aFEWX
133	24324 14313	   	166.24	ACR|2VULN|2DMG|2ZMB|1CDMG	16VULN|26ZMB|3BELT|4RCR|5RMIN|6BPWR|78DMG|9CDMG|aLHND
134	23111 46152	   	166.17	DCR|3VULN|2DMG|1ZMB	179VULN|2LEGI|3FEWX|4LWND|5ZMB|6RCR|8aDMG
135	23211 46152	   	166.17	DCR|3VULN|2DMG|1ZMB	179VULN|2LEGI|3BEXP|4LWND|5ZMB|6RCR|8aDMG
136	22652 22316	 * 	166.16	DCR|2VULN|1AART|2CDMG|2DUR|1ZMB	18VULN|2LHND|38CDMG|4MLV|5ZMB|68DUR|7RCR|8BPWR|9FEWX|aAART
137	22652 22326	   	166.06	DCR|2VULN|1AART|2CDMG|2DUR|1ZMB	18VULN|2LHND|38CDMG|4MLV|5ZMB|68DUR|7RCR|8BPWR|9LEGI|aAART
138	23652 22326	   	166.06	DCR|2VULN|1AART|2CDMG|2DUR|1ZMB	18VULN|2LEGI|38CDMG|4MLV|5ZMB|68DUR|7RCR|8BPWR|9LHND|aAART
139	66132 13631	   	165.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1LIT|2RCR|3LHND|4MLV|5DUR|69VULN|7ZMB|8DMG|aAART
140	66422 33331	   	165.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1LIT|2RCR|3TLV|49VULN|5DUR|6LWND|7ZMB|8DMG|aAART
141	24211 53521	 * 	165.76	DCR|4VULN|3ZMB|2ASPD	1458VULN|267ZMB|36ASPD|6BPWR|9RCVC|aRCR
142	24214 11621	   	165.71	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	149VULN|2ZMB|3ASPD|5AART|6LIT|7ERES|8CDMG|aRCR
143	26251 12126	   	165.61	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	15VULN|23ASPD|4DMG|6RCR|7ERES|8CGEN|9DUR|aAART
144	22312 32316	 * 	165.52	DCR|3VULN|1AART|2CDMG|1DUR	158VULN|28LHND|3DUR|4LWND|68CDMG|7RCR|8BPWR|9FEWX|aAART
145	22312 32356	   	165.52	DCR|3VULN|1AART|2CDMG|1DUR	158VULN|28LHND|3DUR|4LWND|68CDMG|7RCR|8BPWR|9BEXP|aAART
146	22452 32316	   	165.52	DCR|3VULN|1AART|2CDMG|1DUR	158VULN|28LHND|3LWND|4DUR|68CDMG|7RCR|8BPWR|9FEWX|aAART
147	24211 16312	   	165.51	DCR|4VULN|1CDMG|1ZMB|1ASPD	1459VULN|2ZMB|3ASPD|6RCR|7RCVC|8CDMG|aLWND
148	24211 16313	   	165.51	DCR|4VULN|1CDMG|1ZMB|1ASPD	1459VULN|2ZMB|3ASPD|6RCR|7RCVC|8CDMG|aLIT
149	24211 16315	   	165.41	DCR|4VULN|1CDMG|1ZMB|1ASPD	1459VULN|2ZMB|3ASPD|6RCR|7RCVC|8CDMG|aDUST
150	22362 11362	   	165.41	DCR|3VULN|1AART|1CDMG|1DUR	19aVULN|2LHND|3DUR|4AART|5RCVC|6CGEN|7RCR|8CDMG
151	24211 13236	 * 	165.37	DCR|3VULN|1AART|2ASPD|1ZMB	145VULN|2ZMB|39ASPD|6RCR|7FEWX|8RPLT|aAART
152	23121 43153	   	165.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	19VULN|2LEGI|3FEWX|4DUR|5ZMB|6RCR|7RCVC|8DMG|aAART
153	23221 43153	   	165.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	19VULN|2LEGI|3BEXP|4DUR|5ZMB|6RCR|7RCVC|8DMG|aAART
154	64332 63111	 * 	165.18	ACR|2DMG|1AART|2CDMG|2DUR|1ZMB	1LIT|26CDMG|34DUR|5RCR|79DMG|8AART|aZMB
155	23521 43153	   	165.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	19VULN|2LEGI|3DUST|4DUR|5ZMB|6RCR|7RCVC|8DMG|aAART
156	24211 32246	   	165.11	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	145VULN|2ZMB|3ASPD|6LWND|7ERES|8CDMG|9RCR|aAART
157	24221 12246	   	165.11	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	157VULN|2ZMB|3ASPD|45ERES|5BPWR|6LWND|8CDMG|9RCR|aAART
158	24222 12246	   	165.11	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	167VULN|2ZMB|3ASPD|4ERES|5BEXP|8CDMG|9RCR|aAART
