0	Index      	 *	Score 	Summary	Detail	
1	23263 26363	 * 	194.24	ACR|3VULN|3DMG|1AART	19aVULN|2RMIN|39aLWND|4RCR|5BELT|69aDMG|7AART|8LEGI|9aBPWR
38	12434 14132	   	178.79	ACR|3VULN|2DMG|1AART	1FEWX|2LWND|3RCR|469VULN|57DMG|8BASHEA|aAART
39	22425 15132	   	178.69	ACR|3VULN|2DMG|1AART	169VULN|2LWND|3RCR|4MBVNT|57DMG|8BASHEA|aAART
40	32434 14132	   	178.69	ACR|3VULN|2DMG|1AART	1DUST|2LWND|3RCR|469VULN|57DMG|8BASHEA|aAART
41	23263 26513	   	178.49	ACR|3VULN|2DMG|1AART	18aVULN|2RMIN|3LWND|4RCR|5BELT|6aDMG|7AART|9aLHND|aBPWR
42	23263 26361	   	178.39	ACR|3VULN|2DMG|1AART	19aVULN|2RMIN|39LWND|4RCR|5BELT|69DMG|7AART|8LEGI|9BPWR
43	22425 13316	   	178.34	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	16VULN|2LWND|3RCR|4MBVNT|5DMG|7ASPD|8AART|9ZMB|aCDMG
44	12434 13332	   	178.31	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1FEWX|2LWND|3RCR|46VULN|5aDMG|7ASPD|8AART|9DUR
45	12435 24332	   	178.31	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1FEWX|2LWND|3RCR|45VULN|6ASPD|7aDMG|8AART|9DUR
46	22433 24332	   	178.31	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	14VULN|2LWND|3RCR|5FEWX|6ASPD|7aDMG|8AART|9DUR
47	42434 13332	   	178.31	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1BEXP|2LWND|3RCR|46VULN|5aDMG|7ASPD|8AART|9DUR
48	23263 26523	   	178.29	ACR|3DMG|2VULN|1AART	18VULN|2RMIN|3LWND|4RCR|5BELT|69aDMG|7AART
49	12434 14221	   	178.28	ACR|3VULN|3DMG|1ASPD	1FEWX|2LWND|3RCR|468VULN|57aDMG|9ASPD
50	22414 14221	   	178.28	ACR|3VULN|3DMG|1ASPD	168VULN|2LWND|3RCR|4LHND|57aDMG|9ASPD
51	22425 13332	   	178.21	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	16VULN|2LWND|3RCR|4MBVNT|5aDMG|7ASPD|8AART|9DUR
52	22426 25332	   	178.21	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	15VULN|2LWND|3RCR|4MBVNT|6ASPD|7aDMG|8AART|9DUR
53	32435 24332	   	178.21	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1DUST|2LWND|3RCR|45VULN|6ASPD|7aDMG|8AART|9DUR
54	22425 15221	   	178.18	ACR|3VULN|3DMG|1ASPD	168VULN|2LWND|3RCR|4MBVNT|57aDMG|9ASPD
55	32434 14221	   	178.18	ACR|3VULN|3DMG|1ASPD	1DUST|2LWND|3RCR|468VULN|57aDMG|9ASPD
56	22428 51142	   	178.03	ACR|2VULN|2DMG|2CDMG|1ZMB|1ASPD	18VULN|2LWND|3RCR|4MBVNT|58CDMG|6DMSP|78DMG|8BPWR|9ZMB|aASPD
57	62532 21332	 * 	177.99	DCR|3DMG|2VULN|1CDMG|1ASPD|1DUR	1ASPD|2RMIN|36VULN|4DLOT|569DMG|6BPWR|7DUR|8RCR|aCDMG
58	23134 12155	   	177.59	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	136VULN|2RMIN|46DUST|5RCR|6BPWR|7ASPD|8CDMG|9AART|aDMG
59	22425 13434	 * 	177.28	ACR|2VULN|2DMG|1AART|2ASPD	16VULN|2LWND|3RCR|4MBVNT|5aDMG|78ASPD|9AART
60	22426 25434	   	177.28	ACR|2VULN|2DMG|1AART|2ASPD	15VULN|2LWND|3RCR|4MBVNT|68ASPD|7aDMG|9AART
61	62532 24132	   	177.26	DCR|3VULN|2DMG|1CDMG|1ZMB|1ASPD	1ASPD|2RMIN|367VULN|4DLOT|56DMG|6BPWR|8ZMB|9CDMG|aRCR
62	22431 34163	   	176.92	ACR|4VULN|2DMG|1DUR	1478VULN|28LWND|3RCR|5RPLT|68DMG|8BPWR|9BEXP|aDUR
63	24431 34113	   	176.92	ACR|4VULN|2DMG|1ASPD	1478VULN|28FEWX|3RCR|5RPLT|68DMG|8BPWR|9RCVC|aASPD
64	24431 34123	   	176.92	ACR|4VULN|2DMG|1DUR	1478VULN|28FEWX|3RCR|5RPLT|68DMG|8BPWR|9LWND|aDUR
65	24431 34133	   	176.92	ACR|4VULN|2DMG|1ASPD	1478VULN|28FEWX|3RCR|5RPLT|68DMG|8BPWR|9LIT|aASPD
66	22431 34142	   	176.82	ACR|4VULN|2DMG|1ASPD	1478VULN|28LWND|3RCR|5RPLT|68DMG|8BPWR|9TLV|aASPD
67	22431 34152	   	176.82	ACR|4VULN|2DMG|1ASPD	1478VULN|28LWND|3RCR|5RPLT|68DMG|8BPWR|9ERES|aASPD
68	22428 25144	 * 	176.75	ACR|4VULN|2CDMG|2ASPD|1ZMB	178aVULN|2LWND|3RCR|4MBVNT|58CDMG|68ASPD|8BPWR|9ZMB
69	12434 13334	   	176.38	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1FEWX|2LWND|3RCR|46aVULN|5DMG|7ASPD|8AART|9DUR
70	22433 24334	   	176.38	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	14aVULN|2LWND|3RCR|5FEWX|6ASPD|7DMG|8AART|9DUR
71	12425 12743	   	176.37	ACR|3VULN|2DMG|1CDMG|1DUR	17FEWX|2LWND|3RCR|4MBVNT|57DMG|679VULN|7BPWR|8CDMG|aDUR
72	22425 13335	   	176.28	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	16aVULN|2LWND|3RCR|4MBVNT|5DMG|7ASPD|8AART|9DUR
73	22432 16124	   	176.27	ACR|3VULN|2DMG|1CDMG|1DUR	145VULN|2LWND|3RCR|6DMSP|7DUR|8CDMG|9aDMG
74	22432 36124	   	176.27	ACR|3VULN|2DMG|1CDMG|1DUR	145VULN|26LWND|3RCR|7DUR|8CDMG|9aDMG
75	22432 42124	   	176.27	ACR|3VULN|2DMG|1CDMG|1ASPD	145VULN|2LWND|3RCR|6RMIN|7ASPD|8CDMG|9aDMG
76	65621 33233	 * 	176.23	DCR|3DMG|1AART|1VULN|2ASPD	18ASPD|2DMSP|38ERES|489DMG|5RCVC|6RCR|7AART|8BPWR|aVULN
77	32425 12743	   	176.17	ACR|3VULN|2DMG|1CDMG|1DUR	17DUST|2LWND|3RCR|4MBVNT|57DMG|679VULN|7BPWR|8CDMG|aDUR
78	21231 62621	 * 	176.11	DCR|3VULN|1AART|2CDMG|2DUR	19aVULN|2RPLT|3aCDMG|4DUST|5AART|6RCR|7MLV|8aDUR|aBPWR
79	33161 55333	   	176.07	ACR|2VULN|2DMG|1AART|2DUR	1aDUST|2RMIN|38VULN|4RCR|5AART|6aDUR|7BELT|9aDMG|aBPWR
80	21231 64621	   	176.01	DCR|3VULN|1AART|2CDMG|2DUR	19aVULN|2RPLT|3aCDMG|4DUST|5AART|6RCR|7ERES|8aDUR|aBPWR
81	22426 15411	   	176.00	ACR|4VULN|1AART|1DMG	156aVULN|26LWND|3RCR|4MBVNT|6BPWR|7LIT|8DMG|9AART
82	22426 54411	   	175.90	ACR|4VULN|1AART|1DMG	157aVULN|2LWND|3RCR|4MBVNT|6LIT|8DMG|9AART
83	22431 33256	   	175.90	ACR|4VULN|1AART|1DMG	148aVULN|2LWND|3RCR|5RPLT|6DMG|7TLV|9AART
84	22432 66411	   	175.90	ACR|4VULN|1AART|1DMG	145aVULN|2LWND|3RCR|6LIT|7MBVNT|8DMG|9AART
85	22428 35111	   	175.75	ACR|3VULN|2DMG|2CDMG	178VULN|2LWND|3RCR|4MBVNT|58CDMG|68DMG|8BPWR|9RCVC|aBEXP
86	22428 35112	   	175.75	ACR|3VULN|2DMG|2CDMG	178VULN|2LWND|3RCR|4MBVNT|58CDMG|68DMG|8BPWR|9RCVC|aFEWX
87	22428 35113	   	175.75	ACR|3VULN|2DMG|2CDMG	178VULN|2LWND|3RCR|4MBVNT|58CDMG|68DMG|8BPWR|9RCVC|aDMSP
88	22428 35122	   	175.75	ACR|3VULN|2DMG|2CDMG	178VULN|2aLWND|3RCR|4MBVNT|58CDMG|68DMG|8BPWR|9LHND
89	22428 35123	   	175.75	ACR|3VULN|2DMG|2CDMG	178VULN|2LWND|3RCR|4MBVNT|58CDMG|68DMG|8BPWR|9LHND|aRCVC
90	22428 35124	   	175.75	ACR|3VULN|2DMG|2CDMG	178VULN|2LWND|3RCR|4MBVNT|58CDMG|68DMG|8BPWR|9LHND|aFEWX
91	22428 35131	   	175.75	ACR|3VULN|2DMG|2CDMG	178VULN|2LWND|3RCR|4MBVNT|58CDMG|68DMG|8BPWR|9LIT|aFEWX
92	22428 35134	   	175.75	ACR|3VULN|2DMG|2CDMG	178VULN|2LWND|3RCR|4MBVNT|58CDMG|68DMG|8BPWR|9LIT|aLHND
93	22428 35114	   	175.65	ACR|3VULN|2DMG|2CDMG	178VULN|2LWND|3RCR|4MBVNT|58CDMG|68DMG|8BPWR|9RCVC|aERES
94	22428 35121	   	175.65	ACR|3VULN|2DMG|2CDMG	178VULN|2LWND|3RCR|4MBVNT|58CDMG|68DMG|8BPWR|9LHND|aTLV
95	22428 35132	   	175.65	ACR|3VULN|2DMG|2CDMG	178VULN|2LWND|3RCR|4MBVNT|58CDMG|68DMG|8BPWR|9LIT|aERES
96	22428 35133	   	175.65	ACR|3VULN|2DMG|2CDMG	178VULN|2LWND|3RCR|4MBVNT|58CDMG|68DMG|8BPWR|9LIT|aAIRHEA
97	22433 35253	   	175.55	ACR|3VULN|1AART|1DMG|1CDMG	148VULN|2LWND|3RCR|5FEWX|6BEXP|7CDMG|9AART|aDMG
98	22433 35343	 * 	175.50	ACR|4VULN|1AART|2CDMG	1489VULN|28LWND|3RCR|5FEWX|6BEXP|78CDMG|8BPWR|aAART
99	22425 52231	   	175.47	ACR|2VULN|2DMG|1AART|2DUR	17VULN|2LWND|3RCR|4MBVNT|57DMG|67DUR|7BPWR|8BELT|9DUST|aAART
100	22425 16313	 * 	175.25	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	16VULN|2LWND|3RCR|4MBVNT|5DMG|79ZMB|8AART|aCDMG
101	22431 33552	 * 	175.18	ACR|2VULN|2DMG|2AART	14VULN|2LWND|3RCR|5RPLT|68DMG|7TLV|9aAART
102	26412 32123	   	175.15	ACR|3VULN|1AART|1DMG|1CDMG	157VULN|247LHND|3RCR|67LWND|7BPWR|8CDMG|9DMG|aAART
103	22415 13123	   	175.05	ACR|3VULN|1AART|1DMG|1CDMG	157VULN|26LWND|3RCR|46LHND|6BPWR|8CDMG|9DMG|aAART
104	26462 21123	   	175.05	ACR|3VULN|1AART|1DMG|1CDMG	145VULN|24LHND|3RCR|4BPWR|6CGEN|7RMIN|8CDMG|9DMG|aAART
105	26462 31123	   	175.05	ACR|3VULN|1AART|1DMG|1CDMG	145VULN|247LHND|3RCR|4BPWR|6LWND|8CDMG|9DMG|aAART
106	43361 31361	   	175.04	ACR|2VULN|2DMG|1AART|1ZMB	1aBEXP|2RMIN|3FEWX|4RCR|5AART|6aDMG|7CGEN|8ZMB|9aVULN|aBPWR
107	22432 21123	   	174.95	ACR|3VULN|1AART|1DMG|1CDMG	145VULN|2LWND|3RCR|6CGEN|7RMIN|8CDMG|9DMG|aAART
108	22432 41353	   	174.95	ACR|3VULN|1AART|1DMG|1CDMG	145VULN|2LWND|3RCR|67RMIN|8CDMG|9DMG|aAART
109	22432 51123	   	174.95	ACR|3VULN|1AART|1DMG|1CDMG	145VULN|2LWND|3RCR|67LHND|8CDMG|9DMG|aAART
110	26412 33123	   	174.95	ACR|3VULN|1AART|1DMG|1CDMG	157VULN|24LHND|3RCR|6LWND|8CDMG|9DMG|aAART
111	12434 12353	   	174.84	ACR|2VULN|2DMG|1AART|1ZMB	1FEWX|2LWND|3RCR|46VULN|58DMG|7LHND|9AART|aZMB
112	22431 32653	   	174.84	ACR|2VULN|2DMG|1AART|1ZMB	14VULN|2LWND|3RCR|57RPLT|6aDMG|8ZMB|9AART
113	22414 11353	   	174.74	ACR|2VULN|2DMG|1AART|1ZMB	16VULN|2LWND|3RCR|4LHND|58DMG|7DUST|9AART|aZMB
114	22314 24353	   	174.32	DCR|2VULN|2DMG|1AART|1ZMB	17VULN|2LWND|3DUST|4LHND|58DMG|6RCR|9AART|aZMB
115	22423 52362	 * 	174.13	ACR|2VULN|3ZMB|1AART|1DMG	17VULN|2LWND|3RCR|4MBVNT|57LHND|679ZMB|7BPWR|8DMG|aAART
116	24423 32362	   	174.13	ACR|2VULN|3ZMB|1AART|1DMG	17VULN|2FEWX|3RCR|4MBVNT|579ZMB|67LHND|7BPWR|8DMG|aAART
117	13162 14363	   	173.75	ACR|3VULN|1AART|1DMG|1CDMG	1FEWX|2RMIN|369VULN|4RCR|5LWND|7DMG|8AART|aCDMG
118	12434 14222	   	173.63	ACR|3VULN|2DMG|1ZMB|1ASPD	1FEWX|2LWND|3RCR|468VULN|57DMG|9ASPD|aZMB
119	22414 14222	   	173.63	ACR|3VULN|2DMG|1ZMB|1ASPD	168VULN|2LWND|3RCR|4LHND|57DMG|9ASPD|aZMB
120	32434 14222	   	173.53	ACR|3VULN|2DMG|1ZMB|1ASPD	1DUST|2LWND|3RCR|468VULN|57DMG|9ASPD|aZMB
121	22433 35352	 * 	173.45	ACR|3VULN|2AART|2CDMG	148VULN|28LWND|3RCR|5FEWX|6BEXP|78CDMG|8BPWR|9aAART
122	22431 33252	 * 	173.25	ACR|3VULN|2AART|1DMG	148VULN|2LWND|3RCR|5RPLT|6DMG|7TLV|9aAART
123	24431 33252	   	173.25	ACR|3VULN|2AART|1DMG	148VULN|2FEWX|3RCR|5RPLT|6DMG|7TLV|9aAART
124	36423 22123	   	173.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DUST|2LHND|3RCR|4MGNSTR|5AART|69VULN|7DMG|8ZMB|aCDMG
125	36463 22123	   	173.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DUST|2LHND|3RCR|4AIRHEL|5AART|69VULN|7DMG|8ZMB|aCDMG
126	62532 22335	   	173.06	DCR|3VULN|3DMG|1ASPD	1ASPD|2RMIN|36aVULN|4DLOT|569DMG|6BPWR|7FEWX|8RCR
127	13161 62333	   	172.90	ACR|3VULN|1AART|1DMG|1ZMB	1FEWX|28RMIN|37aVULN|4RCR|5AART|6ZMB|9DMG
128	23561 62333	   	172.90	ACR|3VULN|1AART|1DMG|1ZMB	17aVULN|28RMIN|3BEXP|4RCR|5AART|6ZMB|9DMG
129	43161 62333	   	172.90	ACR|3VULN|1AART|1DMG|1ZMB	1BEXP|28RMIN|37aVULN|4RCR|5AART|6ZMB|9DMG
130	21163 63252	 * 	172.83	DCR|3VULN|2AART|1DMG	148VULN|2RPLT|3LWND|5DMG|6RCR|7TLV|9aAART
131	33161 62333	   	172.80	ACR|3VULN|1AART|1DMG|1ZMB	1DUST|28RMIN|37aVULN|4RCR|5AART|6ZMB|9DMG
132	22432 22354	   	172.79	ACR|4VULN|1DMG|1CDMG|1DUR	1457VULN|2LWND|3RCR|6CGEN|8CDMG|9DMG|aDUR
133	26432 33125	   	172.67	ACR|2VULN|2DMG|1AART|1DUR	1aVULN|2LHND|3RCR|4DLOT|5aBEXP|6AART|7LWND|8DUR|9aDMG|aBPWR
134	62532 21322	   	172.49	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1ASPD|2RMIN|36VULN|4DLOT|56DMG|6BPWR|7DUR|8RCR|9AART|aLWND
135	62532 21324	   	172.49	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1ASPD|2RMIN|36VULN|4DLOT|56DMG|6BPWR|7DUR|8RCR|9AART|aMGNSTR
136	62532 21326	   	172.49	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1ASPD|2RMIN|36VULN|4DLOT|56DMG|6BPWR|7DUR|8RCR|9AART|aBELT
137	26431 31125	   	172.47	ACR|2VULN|2DMG|1AART|1DUR	1aVULN|2LHND|3RCR|4DLOT|5aDUST|6AART|7BEXP|8DUR|9aDMG|aBPWR
138	36433 31125	   	172.47	ACR|2VULN|2DMG|1AART|1DUR	1aDUST|2LHND|3RCR|4DLOT|5aVULN|6AART|7BEXP|8DUR|9aDMG|aBPWR
139	62532 21321	   	172.39	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1ASPD|2RMIN|36VULN|4DLOT|56DMG|6BPWR|7DUR|8RCR|9AART|aAIRHEL
140	62532 22323	   	172.16	DCR|2VULN|2DMG|1AART|2ASPD	1aASPD|2RMIN|36VULN|4DLOT|56DMG|6BPWR|7FEWX|8RCR|9AART
141	62532 21314	   	171.79	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1ASPD|2RMIN|36VULN|4DLOT|56DMG|6BPWR|7DUR|8RCR|9ERES|aAART
142	12434 15332	   	171.73	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1FEWX|2LWND|3RCR|46VULN|5DMG|7ZMB|8AART|9DUR|aASPD
143	32434 15332	   	171.63	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1DUST|2LWND|3RCR|46VULN|5DMG|7ZMB|8AART|9DUR|aASPD
144	23154 12124	   	171.57	ACR|3VULN|2DMG|1CDMG|1ASPD	136VULN|2RMIN|46LWND|5RCR|6BPWR|7ASPD|8CDMG|9aDMG
145	23164 12124	   	171.57	ACR|3VULN|2DMG|1CDMG|1ASPD	136VULN|2RMIN|46LHND|5RCR|6BPWR|7ASPD|8CDMG|9aDMG
146	22425 32254	   	171.54	ACR|3VULN|3DMG	17aVULN|2LWND|3RCR|4MBVNT|57aDMG|67LHND|7aBPWR|8TLV|9aCGEN
147	22431 32114	   	171.54	ACR|3VULN|3DMG	148VULN|28LWND|3RCR|57RPLT|68aDMG|8BPWR|9RCVC
148	22431 41114	   	171.54	ACR|3VULN|3DMG	148VULN|28LWND|3RCR|5RPLT|6DMSP|78aDMG|8BPWR|9RCVC
149	24431 32114	   	171.54	ACR|3VULN|3DMG	148VULN|28FEWX|3RCR|57RPLT|68aDMG|8BPWR|9RCVC
150	22243 55321	 * 	171.47	ACR|3VULN|2DMG|1FLTHEA|1ASPD	19aVULN|2LWND|39CANSTR|4RPLT|5RCR|6ASPD|7FLTHEA|89DMG|9BPWR
151	22425 32317	   	171.44	ACR|3VULN|3DMG	17aVULN|29LWND|3RCR|4MBVNT|578DMG|67LHND|7BPWR
152	22425 32337	   	171.44	ACR|3VULN|3DMG	17aVULN|2LWND|3RCR|4MBVNT|578DMG|679LHND|7BPWR
153	22425 32352	   	171.44	ACR|3VULN|3DMG	17aVULN|2LWND|3RCR|4MBVNT|578DMG|67LHND|7BPWR|9FEWX
154	24425 32312	   	171.44	ACR|3VULN|3DMG	17aVULN|2FEWX|3RCR|4MBVNT|578DMG|67LHND|7BPWR|9LWND
155	24425 32344	   	171.44	ACR|3VULN|3DMG	17aVULN|2FEWX|3RCR|4MBVNT|578DMG|67LHND|7BPWR|9CGEN
156	22425 16333	   	171.40	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	16VULN|2LWND|3RCR|4MBVNT|5DMG|7ZMB|8AART|9CGEN|aCDMG
157	23134 12124	   	171.37	ACR|3VULN|2DMG|1CDMG|1ASPD	136VULN|2RMIN|46DUST|5RCR|6BPWR|7ASPD|8CDMG|9aDMG
158	23434 12124	   	171.37	ACR|3VULN|2DMG|1CDMG|1ASPD	136VULN|2RMIN|36BPWR|46DUST|5RCR|7ASPD|8CDMG|9aDMG
159	22422 25374	   	171.27	ACR|2VULN|2DMG|1AART|1ASPD	19VULN|2LWND|3RCR|4MBVNT|5RCVC|6ASPD|7aDMG|8AART
160	22425 13344	   	171.27	ACR|2VULN|2DMG|1AART|1ASPD	16VULN|2LWND|3RCR|4MBVNT|5aDMG|7ASPD|8AART|9RCVC
161	22425 13382	   	171.27	ACR|2VULN|2DMG|1AART|1ASPD	16VULN|2LWND|3RCR|4MBVNT|5aDMG|7ASPD|8AART|9LHND
162	22426 25344	   	171.27	ACR|2VULN|2DMG|1AART|1ASPD	15VULN|2LWND|3RCR|4MBVNT|6ASPD|7aDMG|8AART|9RCVC
163	12434 13352	   	171.27	ACR|2VULN|2DMG|1AART|1ASPD	1FEWX|2LWND|3RCR|46VULN|5aDMG|7ASPD|8AART|9DUST
164	22433 24352	   	171.27	ACR|2VULN|2DMG|1AART|1ASPD	14VULN|2LWND|3RCR|5FEWX|6ASPD|7aDMG|8AART|9DUST
165	22425 13362	   	171.17	ACR|2VULN|2DMG|1AART|1ASPD	16VULN|2LWND|3RCR|4MBVNT|5aDMG|7ASPD|8AART|9DUST
166	21522 34115	   	171.17	DCR|3VULN|2DMG|1AART	178VULN|2RPLT|3FEWX|458DUST|68DMG|8BPWR|9RCR|aAART
167	24331 32115	   	171.17	DCR|3VULN|2DMG|1AART	148VULN|2FEWX|378DUST|5RPLT|68DMG|8BPWR|9RCR|aAART
168	22425 13435	 * 	171.14	ACR|2VULN|2AART|1DMG|2ASPD	16VULN|2LWND|3RCR|4MBVNT|5DMG|78ASPD|9aAART
169	32434 14233	   	171.14	ACR|3VULN|3DMG	1DUST|2LWND|3RCR|468VULN|57aDMG|9LEGI
170	21163 62114	   	171.12	DCR|3VULN|3DMG	148VULN|27RPLT|38LWND|58aDMG|6RCR|8BPWR|9RCVC
171	21333 64114	   	171.12	DCR|3VULN|3DMG	178VULN|2RPLT|39RCVC|48LWND|58aDMG|6RCR|8BPWR
