0	Index      	 *	Score 	Summary	Detail	
1	11126 52134	 * 	224.85	DCR|3VULN|1SPLARM|1MDPS|1AART|1ASPD|1ZMB	1MDPS|257VULN|3BELT|4AART|6RCR|8ZMB|9ASPD|aSPLARM
24	11511 36221	   	209.56	DCR|5VULN|1MDPS|1AART|1CDMG	1MDPS|2459aVULN|3LEGI|6AART|7RCR|8CDMG
25	11551 36221	   	209.56	DCR|5VULN|1MDPS|1AART|1CDMG	1MDPS|2459aVULN|3LEGI|4BPWR|6AART|7RCR|8CDMG
26	11126 52121	   	209.06	DCR|5VULN|1MDPS|1AART|2ZMB	1MDPS|2579aVULN|3BELT|4AART|6RCR|89ZMB|9BPWR
27	33213 36221	   	208.03	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1AME|2LWND|3ASPD|4DUR|59aVULN|6AART|7RCR|8CDMG
28	34213 36221	   	207.93	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1AME|2LEGI|3ASPD|4DUR|59aVULN|6AART|7RCR|8CDMG
29	41213 36221	   	207.93	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1LWND|2TLV|3ASPD|4DUR|59aVULN|6AART|7RCR|8CDMG
30	42213 36221	   	207.93	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1LWND|2ERES|3ASPD|4DUR|59aVULN|6AART|7RCR|8CDMG
31	61213 36221	   	207.93	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1LHND|2TLV|3ASPD|4DUR|59aVULN|6AART|7RCR|8CDMG
32	62213 36221	   	207.93	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1LHND|2ERES|3ASPD|4DUR|59aVULN|6AART|7RCR|8CDMG
33	11224 21265	 * 	207.31	DCR|3VULN|2DMG|1MDPS|1ASPD|1DUR|1SELL	1MDPS|29aVULN|3SELL|45DMG|6RCR|7DUR|8ASPD
34	11411 36252	 * 	207.05	DCR|3VULN|1MDPS|1AART|2CDMG|1ASPD	1MDPS|245VULN|3LHND|6AART|7RCR|89CDMG|aASPD
35	11511 36252	   	206.95	DCR|3VULN|1MDPS|1AART|2CDMG|1ASPD	1MDPS|245VULN|3LEGI|6AART|7RCR|89CDMG|aASPD
36	11411 36262	   	206.40	DCR|3VULN|1MDPS|1AART|1ASPD|1CDMG|1AAC	1MDPS|245VULN|3LHND|6AART|7RCR|8CDMG|9ASPD|aAAC
37	11511 36262	   	206.30	DCR|3VULN|1MDPS|1AART|1ASPD|1CDMG|1AAC	1MDPS|245VULN|3LEGI|6AART|7RCR|8CDMG|9ASPD|aAAC
38	11223 53241	 * 	205.92	DCR|2VULN|1MDPS|2DMG|2ASPD|1ZMB|1SELL	1MDPS|28VULN|3SELL|4aDMG|58LIT|6RCR|78ASPD|8BPWR|9ZMB
39	13414 13231	 * 	205.88	DCR|2AART|1MDPS|1VULN|1ASPD|1DMG|1CDMG|1ZMB	1MDPS|2CDMG|3BEXP|4ZMB|5DMG|6ASPD|79AART|8RCR|aVULN
40	13614 13231	   	205.88	DCR|2AART|1MDPS|1VULN|1ASPD|1DMG|1CDMG|1ZMB	1MDPS|2CDMG|3FEWX|4ZMB|5DMG|6ASPD|79AART|8RCR|aVULN
41	11214 13211	   	205.63	DCR|2AART|1MDPS|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1SELL	1MDPS|2VULN|3SELL|4ZMB|5DMG|6ASPD|7aAART|8RCR|9CDMG
42	11264 23122	 * 	205.19	DCR|3VULN|1MDPS|1AART|1ASPD|1DMG|1SELL	1MDPS|249VULN|3SELL|5DMG|6RCR|7AART|8CGEN|aASPD
43	11264 23523	 * 	205.19	DCR|3VULN|1MDPS|1AART|1ASPD|1DMG|1SELL	1MDPS|249VULN|3SELL|5DMG|6RCR|7AART|8ASPD|aMLV
44	11266 26322	 * 	205.19	DCR|3VULN|1MDPS|1AART|1ASPD|1DMG|1SELL	1MDPS|249VULN|3SELL|5CGEN|6RCR|7AART|8DMG|aASPD
45	11264 23222	 * 	205.09	DCR|3VULN|1MDPS|1AART|1ASPD|1DMG|1AAC|1SELL	1MDPS|249VULN|3SELL|5DMG|6RCR|7AART|8AAC|aASPD
46	11264 23261	 * 	205.09	DCR|3VULN|1MDPS|1AART|1ASPD|1DMG|1AAC|1SELL	1MDPS|24aVULN|3SELL|5DMG|6RCR|7AART|8AAC|9ASPD
47	11264 23412	 * 	205.09	DCR|3VULN|1MDPS|1AART|1ASPD|1DMG|1SELL	1MDPS|248VULN|3SELL|5DMG|6RCR|7AART|9ERES|aASPD
48	11264 23622	 * 	205.09	DCR|3VULN|1MDPS|1AART|1ASPD|1DMG|1SELL	1MDPS|249VULN|3SELL|5DMG|6RCR|7AART|8ERES|aASPD
49	63122 12525	 * 	204.95	DCR|3VULN|2DMG|1ASPD|1DUR	17LHND|2DUR|37DMG|4RCVC|5RPLT|67aVULN|7BPWR|8ASPD|9RCR
50	11264 23323	 * 	204.95	DCR|2VULN|2DMG|1MDPS|1AART|1ASPD|1SELL	1MDPS|24VULN|3SELL|59DMG|6RCR|7AART|8BELT|aASPD
51	11224 22356	 * 	204.95	DCR|2VULN|2DMG|1MDPS|1AART|1ASPD|1SELL	1MDPS|28VULN|3SELL|45DMG|6RCR|7RMIN|9ASPD|aAART
52	11224 23122	 * 	204.95	DCR|2VULN|1MDPS|2DMG|1AART|1ASPD|1SELL	1MDPS|29VULN|3SELL|45DMG|6RCR|7AART|8CGEN|aASPD
53	11224 23442	 * 	204.95	DCR|2VULN|2DMG|1MDPS|1AART|1ASPD|1SELL	1MDPS|28VULN|3SELL|45DMG|6RCR|7AART|9AME|aASPD
54	11224 23523	 * 	204.95	DCR|2VULN|2DMG|1MDPS|1AART|1ASPD|1SELL	1MDPS|29VULN|3SELL|45DMG|6RCR|7AART|8ASPD|aMLV
55	11224 23525	 * 	204.95	DCR|2VULN|1MDPS|2DMG|1AART|1ASPD|1SELL	1MDPS|29VULN|3SELL|45DMG|6RCR|7AART|8ASPD|aLIT
56	11224 23541	 * 	204.95	DCR|2VULN|1MDPS|2DMG|1AART|1ASPD|1SELL	1MDPS|2aVULN|3SELL|45DMG|6RCR|7AART|8ASPD|9CGEN
57	11224 23222	 * 	204.85	DCR|2VULN|2DMG|1MDPS|1AART|1ASPD|1AAC|1SELL	1MDPS|29VULN|3SELL|45DMG|6RCR|7AART|8AAC|aASPD
58	11224 23261	 * 	204.85	DCR|2VULN|2DMG|1MDPS|1AART|1ASPD|1AAC|1SELL	1MDPS|2aVULN|3SELL|45DMG|6RCR|7AART|8AAC|9ASPD
59	11224 23412	 * 	204.85	DCR|2VULN|1MDPS|2DMG|1AART|1ASPD|1SELL	1MDPS|28VULN|3SELL|45DMG|6RCR|7AART|9ERES|aASPD
60	11224 23526	 * 	204.85	DCR|2VULN|2DMG|1MDPS|1AART|1ASPD|1SELL	1MDPS|29VULN|3SELL|45DMG|6RCR|7AART|8ASPD|aTLV
61	11224 23622	 * 	204.85	DCR|2VULN|1MDPS|2DMG|1AART|1ASPD|1SELL	1MDPS|29VULN|3SELL|45DMG|6RCR|7AART|8ERES|aASPD
62	11224 23661	 * 	204.85	DCR|2VULN|1MDPS|2DMG|1AART|1ASPD|1SELL	1MDPS|2aVULN|3SELL|45DMG|6RCR|7AART|8ERES|9ASPD
63	33213 36222	 * 	204.41	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	1AME|2LWND|3aASPD|4DUR|59VULN|6AART|7RCR|8CDMG
64	33213 36261	   	204.41	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	1AME|2LWND|39ASPD|4DUR|5aVULN|6AART|7RCR|8CDMG
65	34213 36222	   	204.31	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	1AME|2LEGI|3aASPD|4DUR|59VULN|6AART|7RCR|8CDMG
66	34213 36261	   	204.31	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	1AME|2LEGI|39ASPD|4DUR|5aVULN|6AART|7RCR|8CDMG
67	41213 36222	   	204.31	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	1LWND|2TLV|3aASPD|4DUR|59VULN|6AART|7RCR|8CDMG
68	41213 36261	   	204.31	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	1LWND|2TLV|39ASPD|4DUR|5aVULN|6AART|7RCR|8CDMG
69	42213 36222	   	204.31	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	1LWND|2ERES|3aASPD|4DUR|59VULN|6AART|7RCR|8CDMG
70	42213 36261	   	204.31	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	1LWND|2ERES|39ASPD|4DUR|5aVULN|6AART|7RCR|8CDMG
71	61213 36222	   	204.31	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	1LHND|2TLV|3aASPD|4DUR|59VULN|6AART|7RCR|8CDMG
72	61213 36261	   	204.31	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	1LHND|2TLV|39ASPD|4DUR|5aVULN|6AART|7RCR|8CDMG
73	62213 36222	   	204.31	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	1LHND|2ERES|3aASPD|4DUR|59VULN|6AART|7RCR|8CDMG
74	62213 36261	   	204.31	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	1LHND|2ERES|39ASPD|4DUR|5aVULN|6AART|7RCR|8CDMG
75	11126 52133	   	204.01	DCR|3VULN|1MDPS|1AART|1ASPD|1ZMB|1DUR	1MDPS|257VULN|3BELT|4AART|6RCR|8ZMB|9ASPD|aDUR
76	11264 21261	 * 	203.94	DCR|3VULN|1MDPS|2ASPD|1DMG|1DUR|1SELL	1MDPS|249VULN|3SELL|5DMG|6RCR|7DUR|8aASPD
77	11224 21261	 * 	203.69	DCR|2VULN|2DMG|1MDPS|2ASPD|1DUR|1SELL	1MDPS|29VULN|3SELL|45DMG|6RCR|7DUR|8aASPD
78	11264 23511	 * 	203.33	DCR|2VULN|2AART|1MDPS|1ASPD|1DMG|1SELL	1MDPS|24VULN|3SELL|5DMG|6RCR|7aAART|8ASPD|9DUST
79	11126 56222	 * 	203.16	DCR|3VULN|1MDPS|2DMG|1AART	1MDPS|25aVULN|3BELT|4AART|6RCR|7aLIT|8aDMG|9RMIN|aBPWR
80	11126 52124	   	203.11	DCR|4VULN|1MDPS|1AART|2ZMB|1DUR	1MDPS|2579VULN|3BELT|4AART|6RCR|89ZMB|9BPWR|aDUR
81	11411 36251	 * 	202.83	DCR|4VULN|1MDPS|1AART|2CDMG	1MDPS|245aVULN|3LHND|6AART|7RCR|89CDMG
82	11511 36251	   	202.73	DCR|4VULN|1MDPS|1AART|2CDMG	1MDPS|245aVULN|3LEGI|6AART|7RCR|89CDMG
83	11224 23121	   	202.71	DCR|3VULN|1MDPS|2DMG|1AART|1SELL	1MDPS|29aVULN|3SELL|45DMG|6RCR|7AART|8CGEN
84	11224 23441	   	202.71	DCR|3VULN|2DMG|1MDPS|1AART|1SELL	1MDPS|28aVULN|3SELL|45DMG|6RCR|7AART|9AME
85	11224 23451	   	202.71	DCR|3VULN|2DMG|1MDPS|1AART|1SELL	1MDPS|28aVULN|3SELL|45DMG|6RCR|7AART|9BEXP
86	11224 23221	   	202.61	DCR|3VULN|2DMG|1MDPS|1AART|1AAC|1SELL	1MDPS|29aVULN|3SELL|45DMG|6RCR|7AART|8AAC
87	11224 23411	   	202.61	DCR|3VULN|2DMG|1MDPS|1AART|1SELL	1MDPS|28aVULN|3SELL|45DMG|6RCR|7AART|9ERES
88	11224 23621	   	202.61	DCR|3VULN|2DMG|1MDPS|1AART|1SELL	1MDPS|29aVULN|3SELL|45DMG|6RCR|7AART|8ERES
89	11126 51421	 * 	202.43	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG|1ZMB|1DUR	1MDPS|25VULN|3BELT|4AART|6RCR|7CDMG|8ZMB|9DMG|aDUR
90	33214 62316	 * 	201.92	DCR|2AART|2ASPD|1VULN|1DMG|1DUR	1AME|2LWND|37ASPD|4DUR|5DMG|6VULN|8RCR|9aAART
91	11613 42216	 * 	201.80	DCR|3VULN|1MDPS|2ASPD|1AART|1DUR	1MDPS|236VULN|4TLV|5DUR|78ASPD|9RCR|aAART
92	11223 53263	 * 	201.78	DCR|2VULN|1MDPS|2ASPD|1AART|1DMG|1SELL	1MDPS|28VULN|3SELL|4DMG|58LIT|6RCR|78ASPD|8BPWR|9LWND|aAART
93	11126 51233	   	201.62	DCR|3VULN|1MDPS|1AART|1ASPD|1CDMG	1MDPS|258VULN|3BELT|4AART|6RCR|7CDMG|9AME|aASPD
94	11126 51243	   	201.62	DCR|3VULN|1MDPS|1AART|1ASPD|1CDMG	1MDPS|258VULN|3BELT|4AART|6RCR|7CDMG|9CGEN|aASPD
95	11126 52126	   	201.58	DCR|4VULN|1MDPS|1AART|2ZMB|1AAC	1MDPS|2579VULN|3BELT|4AART|6RCR|89ZMB|9BPWR|aAAC
96	11223 53223	 * 	201.53	DCR|2VULN|1MDPS|2ASPD|1AART|1DMG|2SELL	1MDPS|28VULN|39SELL|4DMG|58LIT|6RCR|78ASPD|8BPWR|aAART
97	11126 51127	 * 	201.52	DCR|3VULN|1MDPS|1AART|1DMG|1CDMG	1MDPS|259VULN|3BELT|4AART|6RCR|7CDMG|8MBVNT|aDMG
98	11126 51253	   	201.52	DCR|3VULN|1MDPS|1AART|1ASPD|1CDMG	1MDPS|258VULN|3BELT|4AART|6RCR|7CDMG|9ERES|aASPD
99	11264 23126	   	201.38	DCR|3VULN|1MDPS|1AART|1DMG|1CDMG|1SELL	1MDPS|249VULN|3SELL|5DMG|6RCR|7AART|8CGEN|aCDMG
100	63122 12521	 * 	201.34	DCR|2VULN|2DMG|2ASPD|1DUR	17LHND|2DUR|37DMG|4RCVC|5RPLT|67VULN|7BPWR|8aASPD|9RCR
101	11264 23421	 * 	201.20	DCR|3VULN|2AART|1MDPS|1DMG|1SELL	1MDPS|248VULN|3SELL|5DMG|6RCR|7aAART|9RPLT
102	11224 23126	 * 	201.13	DCR|2VULN|1MDPS|2DMG|1AART|1CDMG|1SELL	1MDPS|29VULN|3SELL|45DMG|6RCR|7AART|8CGEN|aCDMG
103	11224 23424	 * 	201.13	DCR|2VULN|2DMG|1MDPS|1AART|1CDMG|1SELL	1MDPS|28VULN|3SELL|45DMG|6RCR|7AART|9RPLT|aCDMG
104	11224 23416	 * 	201.03	DCR|2VULN|1MDPS|2DMG|1AART|1CDMG|1SELL	1MDPS|28VULN|3SELL|45DMG|6RCR|7AART|9ERES|aCDMG
105	11224 23626	 * 	201.03	DCR|2VULN|1MDPS|2DMG|1AART|1CDMG|1SELL	1MDPS|29VULN|3SELL|45DMG|6RCR|7AART|8ERES|aCDMG
106	11264 23121	 * 	200.97	DCR|4VULN|1MDPS|1AART|1DMG|1SELL	1MDPS|249aVULN|3SELL|5DMG|6RCR|7AART|8CGEN
107	11266 26321	 * 	200.97	DCR|4VULN|1MDPS|1AART|1DMG|1SELL	1MDPS|249aVULN|3SELL|5CGEN|6RCR|7AART|8DMG
108	11224 23421	 * 	200.96	DCR|2VULN|2AART|2DMG|1MDPS|1SELL	1MDPS|28VULN|3SELL|45DMG|6RCR|7aAART|9RPLT
109	11264 23221	 * 	200.87	DCR|4VULN|1MDPS|1AART|1DMG|1AAC|1SELL	1MDPS|249aVULN|3SELL|5DMG|6RCR|7AART|8AAC
110	11264 23411	 * 	200.87	DCR|4VULN|1MDPS|1AART|1DMG|1SELL	1MDPS|248aVULN|3SELL|5DMG|6RCR|7AART|9ERES
111	11264 23621	 * 	200.87	DCR|4VULN|1MDPS|1AART|1DMG|1SELL	1MDPS|249aVULN|3SELL|5DMG|6RCR|7AART|8ERES
112	11262 23521	   	200.87	DCR|4VULN|1MDPS|1AART|1ASPD|1AAC|1SELL	1MDPS|249aVULN|3SELL|5AAC|6RCR|7AART|8ASPD
113	11224 23266	 * 	200.71	DCR|2DMG|1MDPS|1VULN|1AART|1ASPD|1CDMG|1AAC|1SELL	1MDPS|2VULN|3SELL|45DMG|6RCR|7AART|8AAC|9ASPD|aCDMG
114	11316 42352	 * 	200.58	DCR|4VULN|3ASPD|1MDPS	1MDPS|246aVULN|3FEWX|579ASPD|8RCR
115	11224 23511	 * 	200.54	DCR|2AART|2DMG|1MDPS|1VULN|1ASPD|1SELL	1MDPS|2VULN|3SELL|45DMG|6RCR|7aAART|8ASPD|9DUST
116	11224 23551	 * 	200.54	DCR|2AART|2DMG|1MDPS|1VULN|1ASPD|1SELL	1MDPS|2VULN|3SELL|45DMG|6RCR|7aAART|8ASPD|9MBVNT
117	25113 13135	 * 	200.17	DCR|2VULN|2AART|1ASPD|1CDMG|1AAC|1DUR	1RPLT|2AAC|3CDMG|49AART|5ASPD|68VULN|7DUR|aRCR
118	11224 25261	 * 	200.12	DCR|3DMG|1MDPS|1VULN|1AART|1ASPD|1SELL	1MDPS|2VULN|3SELL|459DMG|6RCR|7DUST|8ASPD|aAART
119	11264 21263	 * 	200.05	DCR|3VULN|1MDPS|1ASPD|1DMG|1ZMB|1DUR|1SELL	1MDPS|249VULN|3SELL|5DMG|6RCR|7DUR|8ASPD|aZMB
120	11224 23462	   	199.96	DCR|2VULN|2DMG|1MDPS|1AART|1AAC|1DUR|1SELL	1MDPS|28VULN|3SELL|45DMG|6RCR|7AART|9DUR|aAAC
121	53342 32413	 * 	199.91	DCR|3DMG|2VULN|2CDMG|1SELL	1aRCVC|28CDMG|3MLV|4SELL|578DMG|68VULN|8BPWR|9RCR
122	11224 21263	 * 	199.81	DCR|2VULN|2DMG|1MDPS|1ASPD|1ZMB|1DUR|1SELL	1MDPS|29VULN|3SELL|45DMG|6RCR|7DUR|8ASPD|aZMB
123	33263 36221	   	199.72	DCR|3VULN|1AART|1ASPD|1CDMG	1AME|2LWND|3ASPD|4FEWX|59aVULN|6AART|7RCR|8CDMG
124	11411 36263	   	199.62	DCR|3VULN|1MDPS|1AART|1ASPD|1CDMG	1MDPS|245VULN|3LHND|6AART|7RCR|8CDMG|9ASPD|aFEWX
125	34263 36221	   	199.62	DCR|3VULN|1AART|1ASPD|1CDMG	1AME|2LEGI|3ASPD|4FEWX|59aVULN|6AART|7RCR|8CDMG
126	41263 36221	   	199.62	DCR|3VULN|1AART|1ASPD|1CDMG	1LWND|2TLV|3ASPD|4FEWX|59aVULN|6AART|7RCR|8CDMG
127	42263 36221	   	199.62	DCR|3VULN|1AART|1ASPD|1CDMG	1LWND|2ERES|3ASPD|4FEWX|59aVULN|6AART|7RCR|8CDMG
128	61263 36221	   	199.62	DCR|3VULN|1AART|1ASPD|1CDMG	1LHND|2TLV|3ASPD|4FEWX|59aVULN|6AART|7RCR|8CDMG
129	62263 36221	   	199.62	DCR|3VULN|1AART|1ASPD|1CDMG	1LHND|2ERES|3ASPD|4FEWX|59aVULN|6AART|7RCR|8CDMG
130	24326 36222	   	199.59	DCR|3VULN|2ASPD|1AART	1RPLT|2AART|38ASPD|4LIT|589DUST|6RCR|78aVULN|8BPWR
131	11511 36263	   	199.52	DCR|3VULN|1MDPS|1AART|1ASPD|1CDMG	1MDPS|245VULN|3LEGI|6AART|7RCR|8CDMG|9ASPD|aFEWX
132	11615 36222	   	199.52	DCR|3VULN|1MDPS|1AART|1ASPD|1CDMG	1MDPS|239VULN|4TLV|5MLV|6AART|7RCR|8CDMG|aASPD
133	11262 23522	   	199.25	DCR|3VULN|1MDPS|2ASPD|1AART|1AAC|1SELL	1MDPS|249VULN|3SELL|5AAC|6RCR|7AART|8aASPD
134	11262 23561	   	199.25	DCR|3VULN|1MDPS|2ASPD|1AART|1AAC|1SELL	1MDPS|24aVULN|3SELL|5AAC|6RCR|7AART|89ASPD
135	11351 24612	   	199.08	DCR|2VULN|2DMG|1MDPS|1AART|2ZMB|1DUR	1MDPS|28VULN|3FEWX|48ZMB|5ERES|6DUR|78DMG|8BPWR|9AART|aRCR
136	11224 23563	 * 	198.78	DCR|2DMG|1MDPS|2ASPD|1VULN|1AART|1SELL	1MDPS|2VULN|3SELL|45DMG|6RCR|7AART|89ASPD|aMLV
137	33214 62315	 * 	198.77	DCR|3ASPD|1VULN|1AART|1DMG|1DUR	1AME|2LWND|37aASPD|4DUR|5DMG|6VULN|8RCR|9AART
138	53342 32411	 * 	198.74	DCR|3DMG|2VULN|2CDMG|1SELL	1RCVC|28CDMG|3MLV|4SELL|578DMG|68VULN|8BPWR|9RCR|aFEWX
139	53342 32412	 * 	198.74	DCR|3DMG|2VULN|2CDMG|1SELL	1RCVC|28CDMG|3MLV|4SELL|578DMG|68VULN|8BPWR|9RCR|aAELBLL
140	11316 42361	 * 	198.39	DCR|3VULN|1MDPS|2ASPD|1CDMG|1ZMB	1MDPS|246VULN|3FEWX|57ASPD|8RCR|9CDMG|aZMB
141	11133 53414	 * 	198.29	DCR|2VULN|1MDPS|1AART|2CDMG|3DUR|1ZMB	1MDPS|29VULN|3BELT|4ZMB|59aDUR|6AART|7RCR|89CDMG|9BPWR
142	24326 36223	   	198.01	DCR|2VULN|2ASPD|1AART|1CDMG	1RPLT|2AART|38ASPD|4LIT|589DUST|6RCR|78VULN|8BPWR|aCDMG
143	11223 23244	 * 	197.92	DCR|2VULN|2DMG|1MDPS|2ASPD|1ZMB|1SELL	1MDPS|28VULN|3SELL|48DMG|5LIT|6LHND|78ASPD|8BPWR|9ZMB|aRCR
144	11223 33244	 * 	197.92	DCR|2VULN|1MDPS|2DMG|2ASPD|1ZMB|1SELL	1MDPS|28VULN|3SELL|48DMG|5LIT|6LWND|78ASPD|8BPWR|9ZMB|aRCR
145	42213 36226	   	197.52	DCR|2VULN|1AART|2CDMG|1ASPD|1DUR	1LWND|2ERES|3ASPD|4DUR|59VULN|6AART|7RCR|8aCDMG
146	62213 36226	   	197.52	DCR|2VULN|2CDMG|1AART|1ASPD|1DUR	1LHND|2ERES|3ASPD|4DUR|59VULN|6AART|7RCR|8aCDMG
147	63122 12523	   	197.46	DCR|2VULN|2DMG|1ASPD|1ZMB|1DUR	17LHND|2DUR|37DMG|4RCVC|5RPLT|67VULN|7BPWR|8ASPD|9RCR|aZMB
148	11126 51225	   	197.40	DCR|4VULN|1MDPS|1AART|1CDMG	1MDPS|258aVULN|3BELT|4AART|6RCR|7CDMG|9RPLT
149	21424 13231	 * 	197.30	DCR|2VULN|2AART|2DMG	1RPLT|2FEWX|3BEXP|45DMG|6aVULN|79AART|8RCR
150	13414 13211	 * 	197.23	DCR|1MDPS|1VULN|1AART|2CDMG|1ASPD|1DMG|1ZMB	1MDPS|29CDMG|3BEXP|4ZMB|5DMG|6ASPD|7AART|8RCR|aVULN
151	13614 13211	   	197.23	DCR|1MDPS|1VULN|1AART|2CDMG|1ASPD|1DMG|1ZMB	1MDPS|29CDMG|3FEWX|4ZMB|5DMG|6ASPD|7AART|8RCR|aVULN
152	22524 13231	   	197.20	DCR|2VULN|2AART|2DMG	1RPLT|2BEXP|3DUST|45DMG|6aVULN|79AART|8RCR
153	12326 38346	 * 	197.15	DCR|2VULN|1MDPS|2CDMG|1ASPD|1NUKE|2DUR	1MDPS|2RPLT|37DUR|4MBVNT|57CDMG|67VULN|7BPWR|8RCR|9ASPD|aNUKE
154	12343 38346	   	197.15	DCR|2VULN|1MDPS|2CDMG|1ASPD|1NUKE|2DUR	1MDPS|2RPLT|37DUR|47CDMG|5MBVNT|67VULN|7BPWR|8RCR|9ASPD|aNUKE
155	33264 23316	 * 	197.08	DCR|2AART|2DMG|1VULN|1ASPD	1AME|26LWND|3ASPD|4FEWX|56DMG|6BPWR|7VULN|8RCR|9aAART
