0	Index      	Bounty	 *	Score 	Summary	Detail	
1	31541 32315	4	 * 	265.58	DCR|4VULN|3TLV|1DMG|1DUR	1RCVC|235TLV|35BPWR|4568VULN|7DUR|9RCR|aDMG
27	12122 11136	3	   	253.49	DCR|2VULN|2DMG|2DUR|1TLV|1NUKE|1AART	1NUKE|25VULN|35DMG|4AART|5BPWR|6LEGI|79DUR|8TLV|aRCR
28	61112 31324	6	   	253.26	DCR|4VULN|1DMG|1DUR|1CDMG	1ASPD|2ZMB|3DMG|4DUR|578aVULN|6RCR|9CDMG
29	61112 31351	6	   	253.26	DCR|4VULN|1DMG|1DUR|1CDMG	1ASPD|2ZMB|3DMG|4DUR|5789VULN|6RCR|aCDMG
30	63112 31324	6	   	253.26	DCR|4VULN|1DMG|1DUR|1CDMG	1ASPD|2MLV|3DMG|4DUR|578aVULN|6RCR|9CDMG
31	63112 31351	6	   	253.26	DCR|4VULN|1DMG|1DUR|1CDMG	1ASPD|2MLV|3DMG|4DUR|5789VULN|6RCR|aCDMG
32	13112 31324	6	   	253.16	DCR|4VULN|1DMG|1DUR|1CDMG|1NUKE	1NUKE|2ASPD|3DMG|4DUR|578aVULN|6RCR|9CDMG
33	13112 31351	6	   	253.16	DCR|4VULN|1DMG|1DUR|1CDMG|1NUKE	1NUKE|2ASPD|3DMG|4DUR|5789VULN|6RCR|aCDMG
34	31215 61342	8	   	252.90	DCR|3VULN|2TLV|2DUR|1CDMG	1RCVC|28TLV|3LHND|48DUR|5BELT|68aVULN|7RCR|8BPWR|9CDMG
35	31411 51214	8	   	252.73	DCR|2VULN|2TLV|2DUR|2LIT|1CDMG|1AART	1RCVC|2aTLV|3aVULN|45DUR|6AART|7CDMG|8RCR|9aLIT|aBPWR
36	31556 33311	5	 * 	252.70	DCR|3VULN|3TLV|2DUR|1CDMG	1RCVC|234TLV|37BPWR|57DUR|678VULN|9RCR|aCDMG
37	31553 43311	4	   	252.70	DCR|3VULN|3TLV|2DUR|1CDMG	1RCVC|234TLV|37BPWR|578VULN|67DUR|9RCR|aCDMG
38	31415 34331	5	   	252.58	DCR|3VULN|3DUR|2TLV	1RCVC|27TLV|367VULN|467DUR|5BELT|67BPWR|8BEXP|9MLV|aRCR
39	31415 34211	5	   	252.48	DCR|3VULN|3DUR|2TLV	1RCVC|27TLV|367VULN|467DUR|5BELT|67BPWR|8MLV|9LEGI|aRCR
40	31415 34321	5	   	252.48	DCR|3VULN|3DUR|2TLV	1RCVC|27TLV|367VULN|467DUR|5BELT|67BPWR|8BEXP|9ERES|aRCR
41	31411 13215	10	   	252.38	DCR|3VULN|3DUR|2TLV	1RCVC|2aTLV|38aVULN|45aDUR|6RCR|7RMIN|9DLOT|aBPWR
42	12246 62223	6	   	252.26	DCR|3VULN|3DUR|1TLV|1NUKE|1SELL	1NUKE|246VULN|3SELL|46BPWR|568DUR|7TLV|9RCR|aLIT
43	13116 31523	8	   	252.25	DCR|2VULN|2DUR|1TLV|1DMG|2ASPD|1NUKE|1AART	1NUKE|29ASPD|3DMG|49DUR|5TLV|6FEWX|79VULN|8RCR|9BPWR|aAART
44	31413 34628	8	 * 	252.11	DCR|2VULN|2DMG|2TLV|2DUR	1RCVC|29TLV|39VULN|4aDUR|5MBVNT|6LWND|79DMG|8RCR|9BPWR
45	31412 12255	6	   	252.02	DCR|4VULN|2DUR|1TLV	1RCVC|2TLV|359aVULN|47DUR|6RCR|8FEWX
46	11162 61215	10	   	251.30	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1NUKE	1NUKE|2DUR|36DMG|4RPLT|56VULN|6BPWR|7CDMG|8ASPD|9TLV|aRCR
47	21216 22313	1	   	251.14	DCR|3VULN|2DUR|1TLV|1DMG	13BEXP|238VULN|3BPWR|4DMG|5TLV|6MLV|7aDUR|9RCR
48	21213 43225	1	 * 	251.11	DCR|2VULN|3DMG|2DUR|2AART	138BEXP|23VULN|38BPWR|489DMG|58DUR|67AART|aRCR
49	31412 14324	7	   	251.09	DCR|4VULN|1TLV|1DUR|1CDMG	1RCVC|2TLV|358aVULN|4DUR|6RCR|7BEXP|9CDMG
50	31412 22316	8	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	1RCVC|2TLV|359VULN|48DUR|6RPLT|7DMG|aRCR
51	31412 16324	7	   	250.99	DCR|4VULN|1TLV|1DUR|1CDMG	1RCVC|2TLV|358aVULN|4DUR|6RCR|7DUST|9CDMG
52	31412 15622	6	   	250.94	DCR|3VULN|2DUR|1TLV|1DMG	1RCVC|2TLV|359VULN|4aDUR|6RCR|7DMG|8TBNT
53	12246 62321	6	   	250.69	DCR|3VULN|2DUR|1TLV|1DMG|1NUKE|1SELL	1NUKE|246VULN|3SELL|46BPWR|56DUR|7TLV|8LEGI|9RCR|aDMG
54	31412 15324	6	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1RCVC|2TLV|35aVULN|4DUR|6RCR|7DMG|8MLV|9CDMG
55	31412 15351	6	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1RCVC|2TLV|359VULN|4DUR|6RCR|7DMG|8MLV|aCDMG
56	31416 61211	8	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1RCVC|2TLV|378VULN|4DUR|5DMG|6RCR|9ZMB|aCDMG
57	31416 61221	9	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1RCVC|2TLV|378VULN|4DUR|5DMG|6RCR|9CGEN|aCDMG
58	31416 61231	9	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1RCVC|2TLV|378VULN|4DUR|5DMG|6RCR|9MLV|aCDMG
59	31412 15125	6	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1RCVC|2TLV|35aVULN|4DUR|6RCR|7DMG|8ERES|9CDMG
60	12126 43214	6	   	249.85	DCR|3VULN|2DMG|2LIT|1CDMG|1NUKE|1AART	1NUKE|25aVULN|3aDMG|4CGEN|6CDMG|7aLIT|8RCR|9AART|aBPWR
61	12143 31365	2	   	249.85	DCR|3VULN|2DMG|2LIT|1CDMG|1NUKE|1AART	1NUKE|28aVULN|3aLIT|4CDMG|5LHND|6AART|7aDMG|9RCR|aBPWR
62	12146 13214	4	   	249.85	DCR|3VULN|2DMG|2LIT|1CDMG|1NUKE|1AART	1NUKE|25aVULN|3aDMG|4CDMG|6MLV|7aLIT|8RCR|9AART|aBPWR
63	61112 32324	6	   	249.79	DCR|3VULN|2DMG|1DUR|1CDMG	1ASPD|2ZMB|37DMG|4DUR|58aVULN|6RCR|9CDMG
64	61112 32351	6	   	249.79	DCR|3VULN|2DMG|1DUR|1CDMG	1ASPD|2ZMB|37DMG|4DUR|589VULN|6RCR|aCDMG
65	63112 32324	6	   	249.79	DCR|3VULN|2DMG|1DUR|1CDMG	1ASPD|2MLV|37DMG|4DUR|58aVULN|6RCR|9CDMG
66	63112 32351	6	   	249.79	DCR|3VULN|2DMG|1DUR|1CDMG	1ASPD|2MLV|37DMG|4DUR|589VULN|6RCR|aCDMG
67	21213 61314	1	 * 	249.74	DCR|5VULN|1DMG|1DUR	13BEXP|2378aVULN|3BPWR|4DMG|5DUR|6LHND|9RCR
68	21225 41314	1	   	249.74	DCR|5VULN|1DMG|1DUR	13BEXP|2378aVULN|3BPWR|4DUR|5LWND|6DMG|9RCR
69	13112 32324	6	   	249.69	DCR|3VULN|2DMG|1DUR|1CDMG|1NUKE	1NUKE|2ASPD|37DMG|4DUR|58aVULN|6RCR|9CDMG
70	13112 32351	6	   	249.69	DCR|3VULN|2DMG|1DUR|1CDMG|1NUKE	1NUKE|2ASPD|37DMG|4DUR|589VULN|6RCR|aCDMG
71	12112 22365	4	 * 	249.62	DCR|3VULN|2DMG|2CDMG|1NUKE|1AART	1NUKE|28aVULN|3aDMG|4LHND|5AART|6LIT|7aCDMG|9RCR|aBPWR
72	12142 32365	3	   	249.62	DCR|3VULN|2DMG|2CDMG|1NUKE|1AART	1NUKE|28aVULN|3aDMG|4LIT|5AART|6LHND|7aCDMG|9RCR|aBPWR
73	33131 11315	1	   	249.33	DCR|4VULN|2TLV|1DMG	12RCVC|3578VULN|45TLV|5BPWR|6BBNT|9RCR|aDMG
74	31542 11315	5	   	249.23	DCR|4VULN|2TLV|1DMG	1RCVC|23TLV|3BPWR|4578VULN|6BBNT|9RCR|aDMG
75	21213 35214	1	 * 	248.99	DCR|4VULN|2DMG|1DUR	13BEXP|236aVULN|3BPWR|47DMG|5DUR|8FEWX|9RCR
76	21213 35414	1	   	248.99	DCR|4VULN|2DMG|1DUR	13BEXP|236aVULN|3BPWR|47DMG|5DUR|8LHND|9RCR
77	21213 62314	1	   	248.99	DCR|4VULN|2DMG|1DUR	13BEXP|238aVULN|3BPWR|47DMG|5DUR|6LHND|9RCR
78	21215 32314	1	   	248.99	DCR|4VULN|2DMG|1DUR	13BEXP|238aVULN|3BPWR|45DMG|6LHND|7DUR|9RCR
79	21225 42314	1	   	248.99	DCR|4VULN|2DMG|1DUR	13BEXP|238aVULN|3BPWR|4DUR|5LWND|67DMG|9RCR
80	21213 61315	1	   	248.99	DCR|4VULN|2DMG|1DUR	13BEXP|2378VULN|3BPWR|4aDMG|5DUR|6LHND|9RCR
81	21225 41315	1	   	248.99	DCR|4VULN|2DMG|1DUR	13BEXP|2378VULN|3BPWR|4DUR|5LWND|6aDMG|9RCR
82	31115 13441	10	   	248.91	DCR|3VULN|2TLV|2DUR|1AART	15RCVC|29TLV|3BEXP|49DUR|6RCR|7AART|89aVULN|9BPWR
83	31315 13441	10	   	248.91	DCR|3VULN|2TLV|2DUR|1AART	15RCVC|29TLV|3FEWX|49DUR|6RCR|7AART|89aVULN|9BPWR
84	31622 12235	10	   	248.81	DCR|3VULN|2TLV|2DUR|1NUKE|1AART	1RCVC|2aTLV|3CGEN|4NUKE|58aVULN|6RCR|7aDUR|9AART|aBPWR
85	31622 16135	10	   	248.81	DCR|3VULN|2TLV|2DUR|1NUKE|1AART	1RCVC|2aTLV|3CGEN|4NUKE|57aVULN|6RCR|8aDUR|9AART|aBPWR
86	12246 63212	8	   	248.70	DCR|3VULN|2DUR|1TLV|1NUKE|1AART|1SELL	1NUKE|246VULN|3SELL|46BPWR|56DUR|7AART|8RCR|9LIT|aTLV
87	61112 31356	6	   	247.91	DCR|4VULN|1DMG|1DUR	1ASPD|2ZMB|3DMG|4DUR|5789VULN|6RCR|aLIT
88	63112 31356	6	   	247.91	DCR|4VULN|1DMG|1DUR	1ASPD|2MLV|3DMG|4DUR|5789VULN|6RCR|aLIT
89	12146 13142	2	   	247.91	DCR|3VULN|1TLV|1DUR|1CDMG|1NUKE|1AART	1NUKE|279VULN|3LIT|4CDMG|5AART|6DUR|8RCR|aTLV
90	62411 12253	10	 * 	247.88	DCR|2VULN|3DUR|1TLV|1DMG	1ASPD|2RCVC|38VULN|457DUR|6RCR|9TLV|aDMG
91	12533 12416	6	 * 	247.82	DCR|3VULN|3DUR|3LIT|1NUKE|1AART	1NUKE|27aVULN|3RPLT|47aDUR|5AART|67aLIT|7aBPWR|8RCR|9RMIN
92	13112 31356	6	   	247.81	DCR|4VULN|1DMG|1DUR|1NUKE	1NUKE|2ASPD|3DMG|4DUR|5789VULN|6RCR|aLIT
93	31411 43212	10	 * 	247.65	DCR|2VULN|3DUR|2TLV|2CDMG	1RCVC|28TLV|38VULN|457DUR|68CDMG|8BPWR|9DUST|aRCR
94	33131 11314	1	   	247.61	DCR|5VULN|2TLV	12RCVC|3578aVULN|45TLV|5BPWR|6BBNT|9RCR
95	12124 12353	3	   	247.55	DCR|3VULN|2DMG|1TLV|1NUKE|1AART	1NUKE|26aVULN|3aDMG|4AART|5TLV|7ZMB|8aBEXP|9RCR|aBPWR
96	12124 12453	3	   	247.55	DCR|3VULN|2DMG|1TLV|1NUKE|1AART	1NUKE|26aVULN|3aDMG|4AART|5TLV|7ZMB|8aFEWX|9RCR|aBPWR
97	12124 14353	3	   	247.55	DCR|3VULN|2DMG|1TLV|1NUKE|1AART	1NUKE|26aVULN|3aDMG|4AART|5TLV|7FEWX|8aZMB|9RCR|aBPWR
98	31542 11314	5	   	247.51	DCR|5VULN|2TLV	1RCVC|23TLV|3BPWR|4578aVULN|6BBNT|9RCR
99	11165 42353	2	   	247.36	DCR|3VULN|2TLV|2DUR|1NUKE	1NUKE|29DUR|3LIT|4MBVNT|5RPLT|69TLV|79aVULN|8RCR|9BPWR
100	12124 12253	3	   	247.35	DCR|3VULN|2DMG|1TLV|1NUKE|1AART	1NUKE|26aVULN|3aDMG|4AART|5TLV|7ZMB|8aDUST|9RCR|aBPWR
101	12122 45353	3	   	247.31	DCR|2VULN|2DMG|1TLV|1DUR|1NUKE|1AART	1NUKE|25VULN|35DMG|4AART|5BPWR|6DUR|7LIT|8TLV|9FEWX|aRCR
102	33462 24121	1	 * 	247.30	DCR|3VULN|3DMG|2CDMG	12RCVC|3BBNT|489VULN|59CDMG|679DMG|9BPWR|aRCR
103	12122 45313	3	   	247.21	DCR|2VULN|2DMG|1TLV|1DUR|1NUKE|1AART	1NUKE|25VULN|35DMG|4AART|5BPWR|6DUR|7LIT|8TLV|9DUST|aRCR
104	31413 34623	8	   	247.19	DCR|2VULN|2DMG|2TLV|1DUR|1AART	1RCVC|29TLV|39VULN|4DUR|5MBVNT|6LWND|79DMG|8RCR|9BPWR|aAART
105	31413 44623	8	   	247.19	DCR|2VULN|2DMG|2TLV|1DUR|1AART	1RCVC|29TLV|39VULN|4DUR|5MBVNT|6LHND|79DMG|8RCR|9BPWR|aAART
106	61132 63153	4	   	247.09	DCR|2VULN|2DMG|2TLV|2ASPD|1AART	1aASPD|2ZMB|3aDMG|4AART|5DUST|68TLV|7aVULN|9RCR|aBPWR
107	12421 51344	2	   	246.90	DCR|4VULN|1TLV|1DUR|1NUKE|1AART	1NUKE|238aVULN|3BPWR|4DUR|5MBVNT|6AART|7RCR|9TLV
108	12541 51344	2	   	246.90	DCR|4VULN|1TLV|1DUR|1NUKE|1AART	1NUKE|248aVULN|3DUR|5MBVNT|6AART|7RCR|9TLV
109	12243 43114	10	   	246.70	DCR|5VULN|1DMG|1CDMG|1NUKE|1SELL	1NUKE|24579VULN|3SELL|4BPWR|6CDMG|8DMG|aRCR
110	12243 43116	9	   	246.70	DCR|5VULN|1DMG|1CDMG|1NUKE|1SELL	1NUKE|24579VULN|3SELL|4BPWR|6CDMG|8DMG|aRCR
111	31432 31214	8	   	246.59	DCR|3VULN|2TLV|2LIT|1CDMG|1AART	1RCVC|2aTLV|35aVULN|4AART|6LWND|7CDMG|8RCR|9aLIT|aBPWR
112	31432 21214	8	   	246.49	DCR|3VULN|2TLV|2LIT|1CDMG|1AART	1RCVC|2aTLV|35aVULN|4AART|6DUST|7CDMG|8RCR|9aLIT|aBPWR
113	31434 63332	10	   	246.35	DCR|3VULN|2TLV|1DMG|1AART	1RCVC|26TLV|369VULN|4AART|5RPLT|6BPWR|7LIT|8DMG|aRCR
114	31412 43532	10	 * 	246.31	DCR|2VULN|2DUR|1TLV|1DMG|2CDMG	1RCVC|2TLV|35VULN|47DUR|68CDMG|9RCR|aDMG
115	31553 42122	4	 * 	246.30	4VULN|3DMG|3DUR|3TLV	1RCVC|234TLV|389BPWR|589aVULN|689DUR|789DMG
116	31556 32122	5	   	246.30	4VULN|3DMG|3DUR|3TLV	1RCVC|234TLV|389BPWR|589DUR|689aVULN|789DMG
117	21211 36325	1	   	246.29	DCR|4VULN|2DMG|1CDMG	13BEXP|236aVULN|3BPWR|47DMG|5MBVNT|8RCR|9CDMG
118	21211 36341	1	   	246.29	DCR|4VULN|2DMG|1CDMG	13BEXP|2369VULN|3BPWR|47DMG|5MBVNT|8RCR|aCDMG
119	63136 13122	1	   	246.20	DCR|2VULN|2DUR|1TLV|1CDMG|1AART	1ASPD|2LIT|37VULN|4CDMG|5AART|69DUR|8RCR|aTLV
120	63336 53122	1	   	246.20	DCR|2VULN|2DUR|1TLV|1CDMG|1AART	1ASPD|2LIT|39DUR|4CDMG|5AART|67VULN|8RCR|aTLV
121	21211 58348	1	   	246.11	DCR|3VULN|1TLV|1DMG|1DUR|1AART	13BEXP|238VULN|3BPWR|4DMG|5MBVNT|6AART|7DUR|9TLV|aRCR
122	31412 55322	9	   	246.11	DCR|3VULN|1TLV|1DMG|1DUR|1AART	18RCVC|2TLV|357VULN|4DUR|6AART|9DMG|aRCR
123	31416 61232	8	   	246.11	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1RCVC|2TLV|378VULN|4DUR|5DMG|6RCR|9BEXP|aAART
124	21211 36662	1	   	246.10	DCR|3VULN|2DMG|1TLV	13BEXP|236VULN|3BPWR|47DMG|5MBVNT|8LIT|9RCR|aTLV
125	31416 61131	10	   	246.01	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1RCVC|2TLV|37aVULN|4DUR|5DMG|6RCR|8ERES|9AART
126	21213 32214	1	 * 	245.98	DCR|4VULN|2DUR|1DMG	13BEXP|236aVULN|3BPWR|4DMG|57DUR|8FEWX|9RCR
127	21213 32414	1	   	245.98	DCR|4VULN|2DUR|1DMG	13BEXP|236aVULN|3BPWR|4DMG|57DUR|8LHND|9RCR
128	21213 61313	1	   	245.98	DCR|4VULN|2DUR|1DMG	13BEXP|2378VULN|3BPWR|4DMG|5aDUR|6LHND|9RCR
129	21225 41313	1	   	245.98	DCR|4VULN|2DUR|1DMG	13BEXP|2378VULN|3BPWR|4aDUR|5LWND|6DMG|9RCR
130	33134 12461	1	 * 	245.97	DCR|3VULN|2DMG|2TLV	12RCVC|358VULN|48TLV|6BBNT|78DMG|8BPWR|9BELT|aRCR
131	61131 33155	8	   	245.94	DCR|3VULN|1TLV|1DMG|2AART	1ASPD|2ZMB|3DMG|48AART|5TLV|67aVULN|9RCR
132	12122 64263	3	   	245.90	DCR|3VULN|2DMG|2ASPD|1NUKE|1AART	1NUKE|258VULN|35DMG|4AART|58BPWR|68ASPD|78FEWX|9LIT|aRCR
133	31513 35422	4	 * 	245.87	DCR|3VULN|2DMG|3TLV	1RCVC|234TLV|349BPWR|569VULN|79DMG|8RCR|aBEXP
134	31541 62113	4	   	245.87	DCR|3VULN|2DMG|3TLV	1RCVC|235TLV|358BPWR|458VULN|6MBVNT|78DMG|9CGEN|aRCR
135	31413 34624	8	   	245.83	DCR|2VULN|2DMG|2TLV|1DUR	1RCVC|29TLV|39VULN|4DUR|5MBVNT|6LWND|79DMG|8RCR|9BPWR|aLIT
136	31413 44624	8	   	245.83	DCR|2VULN|2DMG|2TLV|1DUR	1RCVC|29TLV|39VULN|4DUR|5MBVNT|6LHND|79DMG|8RCR|9BPWR|aLIT
137	31513 35421	4	   	245.77	DCR|3VULN|2DMG|3TLV	1RCVC|234TLV|349BPWR|569VULN|79DMG|8RCR|aERES
138	31111 13445	10	   	245.75	DCR|2VULN|3DUR|2TLV|1AART	1RCVC|29TLV|3BEXP|459DUR|6RCR|7AART|89VULN|9BPWR|aLIT
139	31311 13445	10	   	245.75	DCR|2VULN|3DUR|2TLV|1AART	1RCVC|29TLV|3FEWX|459DUR|6RCR|7AART|89VULN|9BPWR|aLIT
140	61333 31314	1	   	245.75	DCR|4VULN|1TLV|1DUR	1ASPD|2TLV|3RMIN|4BEXP|5DUR|678aVULN|9RCR
141	63433 32314	5	   	245.75	DCR|4VULN|1TLV|1DUR	1ASPD|2MLV|368aVULN|4TLV|5BEXP|7DUR|9RCR
142	63431 31314	6	   	245.75	DCR|4VULN|1TLV|1DUR	1ASPD|2MLV|378aVULN|4TLV|5DUR|6LWND|9RCR
143	63431 33314	7	   	245.75	DCR|4VULN|1TLV|1DUR	1ASPD|2MLV|378aVULN|4TLV|5DUR|6LWND|9RCR
144	31513 35423	4	   	245.63	DCR|3VULN|2DMG|3TLV|1SELL	1RCVC|234TLV|349BPWR|569VULN|79DMG|8RCR|aSELL
145	12113 46214	3	   	245.55	DCR|2VULN|2DMG|2TLV|2LIT|1NUKE|1AART|1SELL	1NUKE|2aVULN|35DMG|4SELL|6aLIT|7aTLV|8RCR|9AART|aBPWR
146	12223 46214	4	   	245.55	DCR|2VULN|2DMG|2TLV|2LIT|1NUKE|1AART|1SELL	1NUKE|2aVULN|3SELL|45DMG|6aLIT|7aTLV|8RCR|9AART|aBPWR
147	31412 11154	7	   	245.52	DCR|4VULN|2TLV|1DUR	1RCVC|29TLV|358aVULN|4DUR|6RCR|7RPLT
148	31541 32312	4	   	245.52	DCR|4VULN|3TLV|1DUR	1RCVC|235TLV|35BPWR|4568VULN|7DUR|9RCR|aCGEN
149	31541 32313	4	   	245.52	DCR|4VULN|3TLV|1DUR	1RCVC|235TLV|35BPWR|4568VULN|7DUR|9RCR|aRPLT
150	31541 41312	4	   	245.52	DCR|4VULN|3TLV|1DUR	1RCVC|235TLV|35BPWR|4578VULN|6DUR|9RCR|aCGEN
151	31541 41313	4	   	245.52	DCR|4VULN|3TLV|1DUR	1RCVC|235TLV|35BPWR|4578VULN|6DUR|9RCR|aRPLT
152	21633 32314	1	   	245.42	DCR|4VULN|2TLV|1DUR	1BEXP|268aVULN|3DUST|45TLV|7DUR|9RCR
153	31513 32314	4	   	245.42	DCR|4VULN|3TLV|1DUR	1RCVC|234TLV|34BPWR|568aVULN|7DUR|9RCR
154	31513 41314	4	   	245.42	DCR|4VULN|3TLV|1DUR	1RCVC|234TLV|34BPWR|578aVULN|6DUR|9RCR
155	31516 31314	5	   	245.42	DCR|4VULN|3TLV|1DUR	1RCVC|234TLV|34BPWR|5DUR|678aVULN|9RCR
156	31553 32314	4	   	245.42	DCR|4VULN|3TLV|1DUR	1RCVC|234TLV|3BPWR|568aVULN|7DUR|9RCR
157	31542 53131	7	   	245.42	DCR|4VULN|2TLV|1DUR	1RCVC|23TLV|3BPWR|4567VULN|8DUR|9RCR|aTBNT
158	31542 53132	7	   	245.42	DCR|4VULN|2TLV|1DUR	1RCVC|23TLV|3BPWR|4567VULN|8DUR|9RCR|aERES
159	31411 22551	8	 * 	245.24	DCR|3DUR|1VULN|2DMG|2TLV|1AART	1RCVC|29TLV|3VULN|459DUR|6RPLT|79DMG|8AART|9BPWR|aRCR
160	41112 63253	3	   	245.21	DCR|3VULN|3DMG|1AART	18aERES|2ZMB|38aDMG|4AART|5DUST|6ASPD|78aVULN|8aBPWR|9RCR
161	41132 63253	4	   	245.21	DCR|3VULN|3DMG|1AART	18aERES|2ZMB|38aDMG|4AART|5DUST|6ASPD|78aVULN|8aBPWR|9RCR
162	12145 31352	5	   	244.85	DCR|4VULN|1DMG|1DUR|1CDMG|1NUKE	1NUKE|2689VULN|3DMG|4CDMG|5RPLT|7RCR|aDUR
163	61112 31314	6	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1ASPD|2ZMB|3DMG|4DUR|578VULN|6RCR|9RMIN|aTLV
164	63112 31314	6	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1ASPD|2MLV|3DMG|4DUR|578VULN|6RCR|9RMIN|aTLV
165	21243 62234	1	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	13BEXP|23aVULN|3BPWR|4LIT|5DMG|6TLV|7RCR|8DUST|9DUR
166	22135 32524	2	   	244.76	DCR|3VULN|1TLV|1DMG|1DUR	1BEXP|2LIT|35aVULN|4TLV|6DMG|7RCR|8DUR|9LWND
