0	Index      	 *	Score 	Summary	Detail	
1	32312 13462	 * 	183.30	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1ERES|2DUR|3BELT|49DMG|57VULN|6RCR|8CDMG|aAART
67	23163 12152	   	165.50	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|27VULN|3ZMB|4LIT|5RCR|6BEXP|8DMG|9CDMG|aAART
68	23163 22152	   	165.40	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|27VULN|3ZMB|4LIT|5RCR|6DUST|8DMG|9CDMG|aAART
69	23163 34262	   	165.40	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|27VULN|3ZMB|4LIT|5RCR|6DMG|8MBVNT|9CDMG|aAART
70	23112 32112	   	165.19	ACR|3VULN|1AART|1CDMG|1ZMB	1FEWX|268VULN|3ZMB|4RCR|5DUST|7AART|9CGEN|aCDMG
71	23116 52232	   	165.19	ACR|3VULN|1AART|1CDMG|1ZMB	1FEWX|289VULN|3ZMB|4RCR|5ERES|6LWND|7AART|aCDMG
72	23513 52232	   	165.19	ACR|3VULN|1AART|1CDMG|1ZMB	1FEWX|289VULN|3ERES|4RCR|5ZMB|6LWND|7AART|aCDMG
73	23112 32532	   	165.09	ACR|3VULN|1AART|1CDMG|1ZMB	1FEWX|269VULN|3ZMB|4RCR|5DUST|7AART|8ERES|aCDMG
74	23116 12232	   	165.09	ACR|3VULN|1AART|1CDMG|1ZMB	1FEWX|289VULN|3ZMB|4RCR|5ERES|6LEGI|7AART|aCDMG
75	23513 12232	   	165.09	ACR|3VULN|1AART|1CDMG|1ZMB	1FEWX|289VULN|3ERES|4RCR|5ZMB|6LEGI|7AART|aCDMG
76	21113 22312	   	165.04	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1FEWX|2DUR|35ZMB|4RCR|6BELT|79VULN|8DMG|aAART
77	32312 13555	   	164.90	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1ERES|28DUR|3BELT|4DMG|57VULN|6RCR|9AART|aASPD
78	55132 23112	   	164.78	DCR|3VULN|1AART|1DMG|1ZMB	18LHND|258VULN|3ZMB|4BASHEA|6AART|78FEWX|8BPWR|9DMG|aRCR
79	21251 11626	 * 	164.68	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2DUR|3RPLT|49AART|5VULN|6DMG|7ZMB|8CDMG|aRCR
80	55132 23242	   	164.58	DCR|3VULN|1AART|1DMG|1ZMB	1LHND|259VULN|3ZMB|4BASHEA|6AART|7FEWX|8DMG|aRCR
81	31663 31133	   	164.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2RMIN|3CDMG|4AART|59VULN|6LHND|7DMG|8RCR|aDUR
82	12312 14112	   	164.49	DCR|2VULN|2DMG|1ZMB|1DUR|1ASPD	1MLV|2DUR|3BELT|4aDMG|59VULN|6RCR|7ZMB|8ASPD
83	23332 32615	   	164.37	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1FEWX|27VULN|3BEXP|4ASPD|5LIT|6RCR|8AART|9DMG|aZMB
84	32123 42231	 * 	164.31	DCR|3VULN|1AART|2ZMB|1DUR	1ERES|2DUR|3LHND|489VULN|5aZMB|6RCR|7AART
85	32623 42231	   	164.31	DCR|3VULN|1AART|2ZMB|1DUR	1ERES|2DUR|3LWND|489VULN|5aZMB|6RCR|7AART
86	53523 42231	   	164.31	DCR|3VULN|1AART|2ZMB|1DUR	1LHND|2DUR|3ERES|489VULN|5aZMB|6RCR|7AART
87	23115 14333	   	164.30	ACR|3DMG|1VULN|2ZMB|1CDMG	16aFEWX|2VULN|3aZMB|4RCR|5CDMG|7DUST|89aDMG|aBPWR
88	23112 41333	   	164.20	ACR|3DMG|1VULN|2ZMB|1CDMG	1aFEWX|2VULN|3aZMB|4RCR|57DUST|6CDMG|89aDMG|aBPWR
89	23112 45533	   	164.20	ACR|3DMG|1VULN|2ZMB|1CDMG	1aFEWX|2VULN|3aZMB|4RCR|58DUST|6CDMG|79aDMG|aBPWR
90	23115 21333	   	164.20	ACR|3DMG|1VULN|2ZMB|1CDMG	1aFEWX|2VULN|3aZMB|4RCR|5CDMG|67DUST|89aDMG|aBPWR
91	23115 25533	   	164.20	ACR|3DMG|1VULN|2ZMB|1CDMG	1aFEWX|2VULN|3aZMB|4RCR|5CDMG|68DUST|79aDMG|aBPWR
92	23112 35355	 * 	164.19	ACR|3VULN|2DMG|1ZMB	1FEWX|26aVULN|3ZMB|4RCR|5DUST|79DMG|8LHND
93	23112 31355	   	164.19	ACR|3VULN|2DMG|1ZMB	1FEWX|26aVULN|3ZMB|4RCR|5DUST|7LWND|89DMG
94	36133 13462	   	164.19	ACR|3DMG|2VULN|1ZMB	156ERES|29aDMG|3ZMB|4RCR|7aBEXP|8aVULN|aBPWR
95	23112 34366	   	164.09	ACR|3VULN|2DMG|1ZMB	1FEWX|26aVULN|3ZMB|4RCR|5DUST|7MBVNT|89DMG
96	36312 41261	   	164.06	DCR|2VULN|2DMG|1CDMG|1ZMB	1ERES|29DMG|3LWND|4DUST|5aVULN|6RCR|7CDMG|8ZMB
97	12312 24213	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|2DUR|3BELT|4DMG|5aVULN|6TLV|7RCR|8CDMG|9AART
98	32312 24213	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2DUR|3BELT|4DMG|5aVULN|6TLV|7RCR|8CDMG|9AART
99	32312 13411	 * 	163.46	DCR|3VULN|1DMG|1CDMG|2DUR	1ERES|29DUR|3BELT|4DMG|57aVULN|6RCR|8CDMG
100	42221 14448	 * 	163.42	DCR|2VULN|2DMG|2ZMB|1CDMG	1RPLT|2MBVNT|39ZMB|49LIT|5aVULN|6CDMG|79DMG|8RCR|9BPWR
101	42221 68442	   	163.17	DCR|2VULN|2DMG|2ZMB|1CDMG|1SELL	1RPLT|2MBVNT|39ZMB|4LIT|59VULN|69DMG|7SELL|8RCR|9BPWR|aCDMG
102	23112 35161	   	162.99	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1FEWX|26VULN|3ZMB|4RCR|5DUST|7DMG|8ASPD|9AART|aRCVC
103	23132 21146	   	162.97	DCR|3VULN|1AART|1CDMG|1ZMB	1FEWX|259VULN|3ZMB|4BASHEA|6AART|7RMIN|8RCR|aCDMG
104	23132 26146	   	162.97	DCR|3VULN|1AART|1CDMG|1ZMB	1FEWX|259VULN|3ZMB|4BASHEA|6AART|7CGEN|8RCR|aCDMG
105	32415 21336	   	162.93	ACR|3VULN|1AART|1CDMG|1DUR	1ERES|2DUR|3DUST|4RCR|5CDMG|6RCVC|79aVULN|8AART
106	33615 21336	   	162.93	ACR|3VULN|1AART|1CDMG|1DUR	1ERES|2DUST|3DUR|4RCR|5CDMG|6RCVC|79aVULN|8AART
107	16135 32113	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2DMG|3ZMB|4RCR|5DUST|68VULN|7AART|9CGEN|aDUR
108	16135 32121	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2DMG|3ZMB|4RCR|5DUST|68VULN|7AART|9BELT|aDUR
109	16135 32133	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2DMG|3ZMB|4RCR|5DUST|68VULN|7AART|9BEXP|aDUR
110	16135 32163	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2DMG|3ZMB|4RCR|5DUST|68VULN|7AART|9FEWX|aDUR
111	23112 32234	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|26VULN|3ZMB|4RCR|5DUST|7AART|8BEXP|9DMG|aDUR
112	23112 32331	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|26VULN|3ZMB|4RCR|5DUST|7AART|8DUR|9DMG|aRPLT
113	23112 32333	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|26VULN|3ZMB|4RCR|5DUST|7AART|8DUR|9DMG|aCGEN
114	23112 32335	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|26VULN|3ZMB|4RCR|5DUST|7AART|8DUR|9DMG|aBEXP
115	23112 32336	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|26VULN|3ZMB|4RCR|5DUST|7AART|8DUR|9DMG|aLWND
116	23132 24146	   	162.87	DCR|3VULN|1AART|1CDMG|1ZMB	1FEWX|259VULN|3ZMB|4BASHEA|6AART|7TLV|8RCR|aCDMG
117	23214 12334	   	162.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|25VULN|3RPLT|4BEXP|6CDMG|7AART|8RCR|9DMG|aDUR
118	23311 42334	   	162.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|25VULN|3BEXP|4CDMG|6RPLT|7AART|8RCR|9DMG|aDUR
119	16135 32633	   	162.79	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2DMG|3ZMB|4RCR|5DUST|69VULN|7AART|8ERES|aDUR
120	36135 32213	   	162.79	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2DMG|3ZMB|4RCR|5DUST|68VULN|7AART|9CGEN|aDUR
121	36135 32221	   	162.79	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2DMG|3ZMB|4RCR|5DUST|68VULN|7AART|9BELT|aDUR
122	36135 32236	   	162.79	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2DMG|3ZMB|4RCR|5DUST|68VULN|7AART|9BEXP|aDUR
123	25151 12331	   	162.75	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2RCVC|3RPLT|4RCR|5VULN|6CDMG|7AART|8DUR|9DMG|aZMB
124	36135 32133	   	162.69	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2DMG|3ZMB|4RCR|5DUST|69VULN|7AART|8TLV|aDUR
125	36332 42234	   	162.58	DCR|3VULN|1AART|1DMG	1ERES|2DMG|3LWND|4aLHND|589VULN|6RCR|7AART
126	36332 42235	   	162.58	DCR|3VULN|1AART|1DMG	1ERES|2DMG|3LWND|4LHND|589VULN|6RCR|7AART|aBEXP
127	36332 42236	   	162.58	DCR|3VULN|1AART|1DMG	1ERES|2DMG|3LWND|4LHND|589VULN|6RCR|7AART|aLIT
128	36312 42234	   	162.48	DCR|3VULN|1AART|1DMG	1ERES|2DMG|3LWND|4DUST|589VULN|6RCR|7AART|aLHND
129	21113 32135	   	162.43	ACR|3VULN|1AART|2ZMB|1DUR	1FEWX|2DUR|35ZMB|4RCR|68aVULN|7AART|9MGNSTR
130	21113 35123	   	162.43	ACR|2VULN|1DMG|2ZMB|1CDMG|1ASPD|1DUR	1FEWX|2DUR|35ZMB|4RCR|69VULN|7DMG|8ASPD|aCDMG
131	21113 35143	   	162.43	ACR|2DMG|1VULN|2ZMB|1CDMG|1ASPD|1DUR	1FEWX|2DUR|35ZMB|4RCR|6VULN|79DMG|8ASPD|aCDMG
132	21353 24431	 * 	162.40	DCR|3DMG|2VULN|1DUR	17FEWX|2DUR|37BEXP|478DMG|5RPLT|6RCR|7BPWR|9aVULN
133	36312 42236	   	162.38	DCR|3VULN|1AART|1DMG	1ERES|2DMG|3LWND|4DUST|589VULN|6RCR|7AART|aLEGI
134	42826 24313	   	162.23	DCR|3VULN|1DMG|1CDMG|1ZMB	1RPLT|2MBVNT|3BELT|479VULN|5CDMG|6RCR|8DMG|aZMB
135	12312 15312	   	162.20	DCR|3VULN|2DMG|1DUR	1MLV|2DUR|3BELT|4aDMG|589VULN|6RCR|7BEXP
136	23112 45632	   	162.08	ACR|2VULN|2DMG|1CDMG|1ZMB	1FEWX|28VULN|3ZMB|4RCR|5DUST|6CDMG|79DMG|aBASICY
137	23115 25632	   	162.08	ACR|2VULN|2DMG|1CDMG|1ZMB	1FEWX|28VULN|3ZMB|4RCR|5CDMG|6DUST|79DMG|aBASICY
138	36133 16532	 * 	162.08	ACR|2VULN|2DMG|2ASPD|1ZMB	156ERES|2aDMG|3ZMB|4RCR|7aASPD|8aVULN|9RMIN|aBPWR
139	23112 45243	   	162.08	ACR|2DMG|3ZMB|1VULN|1CDMG	1aFEWX|2VULN|38aZMB|4RCR|59DUST|6CDMG|7aDMG|aBPWR
140	23115 25243	   	162.08	ACR|2DMG|3ZMB|1VULN|1CDMG	1aFEWX|2VULN|38aZMB|4RCR|5CDMG|69DUST|7aDMG|aBPWR
141	23242 25131	   	162.05	DCR|2VULN|2DMG|1AART|1DUR	19FEWX|29VULN|3RPLT|4MBVNT|5DUR|6BEXP|7AART|89DMG|9BPWR|aRCR
142	23244 65131	   	162.05	DCR|2VULN|2DMG|1AART|1DUR	19FEWX|29VULN|3RPLT|4MBVNT|5BEXP|6DUR|7AART|89DMG|9BPWR|aRCR
143	32312 13631	   	162.00	DCR|3VULN|2DMG|1DUR	18ERES|2DUR|3BELT|4aDMG|579VULN|6RCR
144	36133 63122	   	161.98	ACR|2VULN|2DMG|2ASPD|1ZMB	158ERES|2aDMG|3ZMB|4RCR|6NUKE|7aVULN|9aASPD|aBPWR
145	16161 13611	   	161.97	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1MLV|29DMG|3ZMB|4LIT|5FEWX|6VULN|7RCR|8AART|aASPD
146	16411 13611	   	161.97	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1MLV|29DMG|3LIT|4ZMB|5FEWX|6VULN|7RCR|8AART|aASPD
147	43142 35131	   	161.95	DCR|2VULN|2DMG|1AART|1DUR	1RPLT|2LEGI|39BEXP|4MBVNT|5DUR|69VULN|7AART|89DMG|9BPWR|aRCR
148	36161 13611	   	161.87	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ERES|29DMG|3ZMB|4LIT|5FEWX|6VULN|7RCR|8AART|aASPD
149	36411 13611	   	161.87	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ERES|29DMG|3LIT|4ZMB|5FEWX|6VULN|7RCR|8AART|aASPD
150	23515 63332	   	161.83	ACR|3VULN|1AART|1CDMG|1DUR	1FEWX|279VULN|3ERES|4RCR|5CDMG|6DUR|8AART|aRCVC
151	23112 35463	   	161.69	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	18FEWX|26VULN|3ZMB|4RCR|5DUST|7DMG|9AART|aDUR
152	23112 35663	   	161.69	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|26VULN|3ZMB|4RCR|5DUST|7DMG|8RMIN|9AART|aDUR
153	23112 35164	   	161.69	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1FEWX|26VULN|3ZMB|4RCR|5DUST|7DMG|8ASPD|9AART|aLWND
154	55413 32123	   	161.63	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1LHND|27VULN|3SELL|4LIT|5AART|6RCR|8FEWX|9DMG|aCDMG
155	55413 32323	   	161.63	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1LHND|27VULN|3SELL|4LIT|5AART|6RCR|8LWND|9DMG|aCDMG
156	36233 53632	   	161.61	DCR|2VULN|2DMG|1AART	19ERES|29DMG|3DMSP|4AART|5FEWX|6LIT|79VULN|8RCR|9BPWR|aLHND
157	51351 23611	   	161.61	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1LHND|2RCVC|3VULN|4LIT|59DMG|6DUR|7RCR|8AART|aASPD
158	23112 35162	   	161.59	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1FEWX|26VULN|3ZMB|4RCR|5DUST|7DMG|8ASPD|9AART|aERES
159	51222 31152	   	161.58	DCR|3VULN|1AART|1DMG	1LHND|2RCVC|3AART|45aVULN|6RPLT|7DMG|8RMIN|9RCR
160	51222 31252	   	161.58	DCR|3VULN|1AART|1DMG	1LHND|2RCVC|3AART|45aVULN|6RPLT|7DMG|8MLV|9RCR
161	51222 35352	   	161.58	DCR|3VULN|1AART|1DMG	1LHND|2RCVC|3AART|45aVULN|6RPLT|7CGEN|8DMG|9RCR
162	36233 53631	   	161.51	DCR|2VULN|2DMG|1AART	19ERES|29DMG|3DMSP|4AART|5FEWX|6LIT|79VULN|8RCR|9BPWR|aMBVNT
163	36431 13612	   	161.51	DCR|2VULN|2DMG|1AART	1ERES|29DMG|3LIT|4CGEN|5FEWX|6aVULN|7RCR|8AART
