0	Index      	 *	Score 	Summary	Detail	
1	65333 12333	 * 	202.51	DCR|2AART|2VULN|2DMG|1CDMG|1ZMB	18DMG|2BEXP|3ZMB|45AART|6RCR|79VULN|aCDMG
24	61312 32416	   	192.10	DCR|3VULN|2DMG|1AART|2DUR	19DMG|29aVULN|3CGEN|4AART|5MLV|69DUR|7RCR|8RPLT|9BPWR
25	61312 32616	   	192.10	DCR|3DMG|2VULN|1AART|2DUR	18aDMG|2aVULN|3CGEN|4AART|5MLV|6aDUR|7RCR|9RMIN|aBPWR
26	51361 12333	   	191.70	DCR|2VULN|2DMG|1AART|1CDMG|2DUR	12DUR|38DMG|4CGEN|5AART|6RCR|79VULN|aCDMG
27	51321 12333	   	191.60	DCR|2VULN|2DMG|1AART|1CDMG|2DUR	12DUR|38DMG|4TLV|5AART|6RCR|79VULN|aCDMG
28	62114 33113	 * 	191.24	ACR|3DMG|2VULN|1AART|2ASPD	19aDMG|2ERES|39VULN|4AART|5RCR|6MBVNT|7RPLT|89ASPD|9BPWR
29	61311 36363	 * 	191.09	DCR|2VULN|1AART|1DMG|2CDMG|2FLTHEA|1DUR	1DMG|2aVULN|3CGEN|4AART|5LIT|6aFLTHEA|7DUR|8RCR|9aCDMG|aBPWR
30	65336 12333	   	191.07	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	18DMG|25BEXP|3ZMB|4AART|6RCR|79VULN|aCDMG
31	61263 12153	   	190.52	DCR|3VULN|2DMG|1AART|1CDMG	1aDMG|28aVULN|3FEWX|4RPLT|5CDMG|6aBEXP|7RCR|9AART|aBPWR
32	65312 12333	   	190.47	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	18DMG|2BEXP|3ZMB|4DMSP|5AART|6RCR|79VULN|aCDMG
33	61312 32414	   	190.10	DCR|2VULN|2DMG|1AART|1CDMG|2DUR	19DMG|29VULN|3CGEN|4AART|5MLV|69DUR|7RCR|8RPLT|9BPWR|aCDMG
34	64353 23213	 * 	189.50	DCR|3VULN|2DMG|2ASPD|1CDMG|1DUR	19DMG|2CANSTR|359VULN|4LHND|6RCR|7CDMG|89ASPD|9BPWR|aDUR
35	62113 22536	   	189.44	DCR|2AART|2VULN|2DMG|1DUR|1ASPD	1aDMG|2ERES|3aVULN|46AART|5DUR|7RCR|8ASPD|9aCGEN|aBPWR
36	61314 33462	 * 	189.23	ACR|3DMG|2AART|2VULN	189DMG|28VULN|38CGEN|4aAART|5RCR|6MBVNT|7RPLT|8BPWR
37	62114 33117	 * 	189.23	ACR|2VULN|2DMG|1AART|1FLTHEA|2ASPD	19DMG|2ERES|39VULN|4AART|5RCR|6MBVNT|7RPLT|89ASPD|9BPWR|aFLTHEA
38	65333 12421	   	189.06	DCR|2AART|2VULN|2DMG|1ZMB	1aDMG|2aBEXP|3ZMB|45AART|6RCR|79VULN|8aLIT|aBPWR
39	62114 33462	   	189.03	ACR|3DMG|2AART|2VULN	189DMG|28ERES|38VULN|4aAART|5RCR|6MBVNT|7RPLT|8BPWR
40	65333 12332	   	188.86	DCR|2AART|2VULN|2DMG|1ZMB	18DMG|2BEXP|3ZMB|45AART|6RCR|79VULN|aLIT
41	65333 12331	   	188.76	DCR|2AART|2VULN|2DMG|1ZMB	18DMG|2BEXP|3ZMB|45AART|6RCR|79VULN|aERES
42	65333 12334	   	188.76	DCR|2AART|2VULN|2DMG|1ZMB	18DMG|2BEXP|3ZMB|45AART|6RCR|79VULN|aDUST
43	65333 12336	   	188.76	DCR|2AART|2VULN|2DMG|1ZMB	18DMG|2BEXP|3ZMB|45AART|6RCR|79VULN|aMBVNT
44	53331 13363	   	188.62	DCR|2VULN|2DMG|1AART|2CDMG|1DUR	1DUR|2aDMG|3CGEN|4AART|5LIT|6aVULN|7BASICY|8RCR|9aCDMG|aBPWR
45	66352 12332	   	188.31	DCR|3VULN|2DMG|1AART|1ASPD	13DMG|2ASPD|4DUST|5AART|6RCR|789VULN|aLIT
46	66352 12331	   	188.21	DCR|3VULN|2DMG|1AART|1ASPD	13DMG|2ASPD|4DUST|5AART|6RCR|789VULN|aERES
47	53334 13335	 * 	188.19	ACR|2AART|2DMG|1VULN|2CDMG|2DUR	18DUR|28DMG|3CGEN|49AART|5RCR|6TLV|78CDMG|8BPWR|aVULN
48	63334 13335	   	188.19	ACR|2AART|2DMG|1VULN|2CDMG|2DUR	18DMG|28DUR|3CGEN|49AART|5RCR|6TLV|78CDMG|8BPWR|aVULN
49	61413 22335	   	187.59	DCR|2AART|2VULN|2DMG|2DUR	18DMG|29VULN|3ERES|46AART|5aDUR|7RCR
50	62113 22335	   	187.59	DCR|2AART|2VULN|2DMG|2DUR	18DMG|2ERES|39VULN|46AART|5aDUR|7RCR
51	31212 22513	   	187.45	DCR|2VULN|2DMG|1AART|2DUR|1ZMB	1aBEXP|27DUR|3aVULN|4ZMB|5FEWX|6RCR|8AART|9aDMG|aBPWR
52	15333 12333	   	187.36	DCR|3VULN|2AART|1CDMG|1ZMB|1ASPD	1DUST|2ASPD|3ZMB|45AART|6RCR|789VULN|aCDMG
53	31214 22513	   	187.35	DCR|2VULN|2DMG|1AART|2DUR|1ZMB	1aBEXP|27DUR|3aVULN|4ZMB|5DUST|6RCR|8AART|9aDMG|aBPWR
54	11212 22513	   	187.25	DCR|2VULN|2DMG|1AART|2DUR|1ZMB	1aDUST|27DUR|3aVULN|4ZMB|5FEWX|6RCR|8AART|9aDMG|aBPWR
55	11215 22513	   	187.25	DCR|2VULN|2DMG|1AART|2DUR|1ZMB	1aDUST|27DUR|3aVULN|4ZMB|5BEXP|6RCR|8AART|9aDMG|aBPWR
56	66322 12126	   	187.20	DCR|2AART|2DMG|1VULN|1CDMG|1ASPD|1DUR	13DMG|2ASPD|4DUR|5aAART|6RCR|7VULN|8BEXP|9CDMG
57	61314 23333	 * 	187.13	ACR|2AART|2VULN|2DMG|1CDMG	18DMG|29VULN|3CGEN|46AART|5RCR|7BEXP|aCDMG
58	61314 24333	   	187.13	ACR|2AART|2DMG|2VULN|1CDMG	18DMG|29VULN|3CGEN|46AART|5RCR|7LHND|aCDMG
59	61314 25333	   	187.13	ACR|2AART|2DMG|2VULN|1CDMG	18DMG|29VULN|3CGEN|46AART|5RCR|7LWND|aCDMG
60	65333 12134	 * 	187.13	DCR|3DMG|2AART|1VULN|1ZMB	19aDMG|29BEXP|3ZMB|45AART|6RCR|7VULN|89FEWX|9BPWR
61	66322 12225	   	187.10	DCR|2AART|2DMG|1VULN|1CDMG|1ASPD|1DUR	13DMG|2ASPD|4DUR|5aAART|6RCR|7VULN|8DUST|9CDMG
62	65333 12234	   	186.93	DCR|3DMG|2AART|1VULN|1ZMB	19aDMG|29BEXP|3ZMB|45AART|6RCR|7VULN|89DUST|9BPWR
63	62112 32636	   	186.71	DCR|3DMG|2VULN|1AART|1DUR	18aDMG|2ERES|3aVULN|4AART|5MLV|6DUR|7RCR|9aCGEN|aBPWR
64	65334 22333	   	186.69	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	18DMG|2BEXP|3ZMB|4AART|5RCR|6DMSP|79VULN|aCDMG
65	61313 12416	   	186.61	DCR|3VULN|2DMG|1AART|1DUR	19DMG|29aVULN|3CGEN|4AART|5DUR|69TLV|7RCR|8RPLT|9BPWR
66	61313 12616	   	186.61	DCR|3DMG|2VULN|1AART|1DUR	18aDMG|2aVULN|3CGEN|4AART|5DUR|6aTLV|7RCR|9RMIN|aBPWR
67	62113 12636	   	186.61	DCR|3DMG|2VULN|1AART|1DUR	18aDMG|2ERES|3aVULN|4AART|5DUR|6TLV|7RCR|9aCGEN|aBPWR
68	53311 12333	   	186.40	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1DUR|28DMG|3CGEN|4DMSP|5AART|6RCR|79VULN|aCDMG
69	63311 12333	   	186.40	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	18DMG|2DUR|3CGEN|4DMSP|5AART|6RCR|79VULN|aCDMG
70	66322 12532	   	186.30	DCR|2VULN|2DMG|1AART|2ASPD|1DUR	13DMG|28ASPD|4DUR|5AART|6RCR|79VULN|aLIT
71	66322 12321	   	186.20	DCR|2VULN|2DMG|1AART|2ASPD|1DUR	13DMG|2aASPD|4DUR|5AART|6RCR|79VULN|8NUKE
72	66322 12531	   	186.20	DCR|2VULN|2DMG|1AART|2ASPD|1DUR	13DMG|28ASPD|4DUR|5AART|6RCR|79VULN|aERES
73	66352 12233	   	186.20	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	13DMG|2ASPD|48DUST|5AART|6RCR|79VULN|aCDMG
74	33322 12323	   	186.02	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	1BEXP|2AART|3CDMG|4SELL|5ASPD|6RCR|79aVULN|8DMG
75	54332 42211	 * 	186.01	DCR|2VULN|2DMG|1AART|2ZMB|1DUR	1DUR|2aZMB|3CGEN|4AART|5MLV|6aVULN|7RCR|8BEXP|9aDMG|aBPWR
76	66121 22237	 * 	185.91	DCR|2AART|2VULN|2DMG|2ASPD	1aDMG|2aASPD|3ERES|4TLV|56AART|7MBVNT|8RCR|9aVULN|aBPWR
77	54332 42111	   	185.91	DCR|2VULN|2DMG|1AART|2ZMB|1DUR	1DUR|2aZMB|3CGEN|4AART|5MLV|6aVULN|7RCR|8DUST|9aDMG|aBPWR
78	53333 16215	   	185.71	DCR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	15DUR|27DMG|3CGEN|4AART|6RCR|8ZMB|9CDMG|aVULN
79	63333 16215	   	185.71	DCR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	17DMG|25DUR|3CGEN|4AART|6RCR|8ZMB|9CDMG|aVULN
80	63333 11636	   	185.68	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	1aDMG|25DUR|3aCGEN|4AART|6RCR|7ERES|8ASPD|9aVULN|aBPWR
81	61314 22433	   	185.20	ACR|3VULN|2AART|1DMG|1CDMG	1DMG|279VULN|3CGEN|46AART|5RCR|8LHND|aCDMG
82	51321 16215	   	185.01	DCR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	12DUR|37DMG|4TLV|5AART|6RCR|8ZMB|9CDMG|aVULN
83	51331 16215	   	185.01	DCR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	12DUR|37DMG|4ERES|5AART|6RCR|8ZMB|9CDMG|aVULN
84	65333 12363	   	184.93	DCR|2AART|2DMG|1VULN|1CDMG|1ZMB	18DMG|29BEXP|3ZMB|45AART|6RCR|7VULN|aCDMG
85	15333 13334	   	184.83	DCR|2AART|2VULN|1DMG|2ASPD|1ZMB	19DUST|29ASPD|3ZMB|45AART|6RCR|7BEXP|89VULN|9BPWR|aDMG
86	15333 14334	   	184.83	DCR|2AART|2VULN|1DMG|2ASPD|1ZMB	19DUST|29ASPD|3ZMB|45AART|6RCR|7LHND|89VULN|9BPWR|aDMG
87	15333 15334	   	184.83	DCR|2AART|2VULN|1DMG|2ASPD|1ZMB	19DUST|29ASPD|3ZMB|45AART|6RCR|7LWND|89VULN|9BPWR|aDMG
88	35333 12321	   	184.83	DCR|2AART|2VULN|1DMG|2ASPD|1ZMB	1BEXP|2aASPD|3ZMB|45AART|6RCR|79VULN|8DMG
89	65333 12521	   	184.83	DCR|2AART|2VULN|1DMG|2ASPD|1ZMB	1DMG|2BEXP|3ZMB|45AART|6RCR|79VULN|8aASPD
90	61314 33453	   	184.73	ACR|3DMG|2VULN|1AART|1ASPD	18aDMG|28VULN|38CGEN|4AART|5RCR|6MBVNT|7RPLT|8BPWR|9ASPD
91	61314 33461	   	184.73	ACR|3DMG|2VULN|1AART|1DUR	189DMG|28VULN|38CGEN|4AART|5RCR|6MBVNT|7RPLT|8BPWR|aDUR
92	61314 33464	   	184.73	ACR|3DMG|2VULN|1AART|1ASPD	189DMG|28VULN|38CGEN|4AART|5RCR|6MBVNT|7RPLT|8BPWR|aASPD
93	55332 42211	   	184.70	DCR|2VULN|2DMG|1AART|2ASPD|1DUR	1DUR|2aASPD|3CGEN|4AART|5MLV|6aVULN|7RCR|8BEXP|9aDMG|aBPWR
94	55332 42111	   	184.60	DCR|2VULN|2DMG|1AART|2ASPD|1DUR	1DUR|2aASPD|3CGEN|4AART|5MLV|6aVULN|7RCR|8DUST|9aDMG|aBPWR
95	61313 12414	   	184.60	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	19DMG|29VULN|3CGEN|4AART|5DUR|69TLV|7RCR|8RPLT|9BPWR|aCDMG
96	66322 12411	   	184.57	DCR|3DMG|1AART|1VULN|2ASPD|1DUR	13aDMG|2aASPD|4DUR|5AART|6RCR|7VULN|8aLIT|9RCVC|aBPWR
97	62114 33453	   	184.53	ACR|3DMG|2VULN|1AART|1ASPD	18aDMG|28ERES|38VULN|4AART|5RCR|6MBVNT|7RPLT|8BPWR|9ASPD
98	62114 33461	   	184.53	ACR|3DMG|2VULN|1AART|1DUR	189DMG|28ERES|38VULN|4AART|5RCR|6MBVNT|7RPLT|8BPWR|aDUR
99	66322 16312	   	184.37	DCR|3DMG|1AART|1VULN|2ASPD|1DUR	137DMG|29ASPD|4DUR|5AART|6RCR|8RPLT|aVULN
100	66512 12333	   	184.37	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD	1DMG|2ASPD|3DUST|4DMSP|5AART|6RCR|789VULN|aCDMG
101	32333 13452	   	184.35	ACR|3DMG|2AART|1VULN|1ZMB	1BEXP|2ZMB|3RPLT|4RCR|5aAART|6VULN|789DMG
102	12333 13452	   	184.25	ACR|3DMG|2AART|1VULN|1ZMB	1DUST|2ZMB|3RPLT|4RCR|5aAART|6VULN|789DMG
103	61311 32363	   	184.15	DCR|2VULN|1AART|1DMG|2CDMG|2FLTHEA	1DMG|2aVULN|3CGEN|4AART|5LIT|6aFLTHEA|7FEWX|8RCR|9aCDMG|aBPWR
104	66341 12322	   	184.10	DCR|2AART|2VULN|2DMG|1ASPD	13DMG|2ASPD|4LWND|5aAART|6RCR|79VULN|8NUKE
105	61311 33363	   	184.05	DCR|2VULN|1AART|1DMG|2CDMG|2FLTHEA	1DMG|2aVULN|3CGEN|4AART|5LIT|6aFLTHEA|7DUST|8RCR|9aCDMG|aBPWR
106	65312 12335	   	183.76	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	18DMG|2BEXP|3ZMB|4DMSP|5AART|6RCR|79VULN|aDUR
107	66352 12313	   	183.66	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	13DMG|2ASPD|4DUST|5AART|6RCR|78VULN|9RPLT|aZMB
108	66322 12153	   	183.25	DCR|3DMG|1AART|1VULN|2DUR|1ASPD	13aDMG|2ASPD|4aDUR|5AART|6RCR|7VULN|8BEXP|9aLHND|aBPWR
109	66322 12163	   	183.25	DCR|3DMG|1AART|1VULN|2DUR|1ASPD	13aDMG|2ASPD|4aDUR|5AART|6RCR|7VULN|8BEXP|9aLWND|aBPWR
110	33336 32432	   	183.21	DCR|2AART|2VULN|2DMG|1CDMG	18BEXP|29AART|3CDMG|48DMG|5MBVNT|68VULN|7RCVC|8BPWR|aRCR
111	66322 12253	   	183.15	DCR|3DMG|1AART|1VULN|2DUR|1ASPD	13aDMG|2ASPD|4aDUR|5AART|6RCR|7VULN|8DUST|9aLHND|aBPWR
112	66322 12263	   	183.15	DCR|3DMG|1AART|1VULN|2DUR|1ASPD	13aDMG|2ASPD|4aDUR|5AART|6RCR|7VULN|8DUST|9aLWND|aBPWR
113	13124 34631	   	183.06	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	139DUST|2AART|49VULN|5ZMB|6DUR|7RCR|89DMG|9BPWR|aFEWX
114	13124 34632	   	183.06	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	139DUST|2AART|49VULN|5ZMB|6DUR|7RCR|89DMG|9BPWR|aLIT
115	66221 11236	   	182.91	DCR|2VULN|2DMG|1AART|2ZMB|1ASPD	1aDMG|2ASPD|3aZMB|4TLV|5AART|6RMIN|7CGEN|8RCR|9aVULN|aBPWR
116	66221 22236	   	182.91	DCR|2VULN|2DMG|1AART|2ZMB|1ASPD	1aDMG|2ASPD|3aZMB|4TLV|5AART|6MLV|7RMIN|8RCR|9aVULN|aBPWR
117	66231 11236	   	182.91	DCR|2VULN|2DMG|1AART|2ZMB|1ASPD	1aDMG|2ASPD|3aZMB|4ERES|5AART|6RMIN|7CGEN|8RCR|9aVULN|aBPWR
118	66231 22236	   	182.91	DCR|2VULN|2DMG|1AART|2ZMB|1ASPD	1aDMG|2ASPD|3aZMB|4ERES|5AART|6MLV|7RMIN|8RCR|9aVULN|aBPWR
119	61232 23413	 * 	182.80	DCR|5VULN|1DMG|1CDMG|1DUR	1DMG|2459aVULN|3FEWX|6DUR|7RCR|8CDMG
120	61632 23413	   	182.80	DCR|5VULN|1DMG|1CDMG|1DUR	1DMG|2459aVULN|3BEXP|6DUR|7RCR|8CDMG
121	66533 12332	   	182.77	DCR|3VULN|2AART|1DMG|1ASPD	1DMG|2ASPD|3DUST|45AART|6RCR|789VULN|aLIT
122	66533 12331	   	182.67	DCR|3VULN|2AART|1DMG|1ASPD	1DMG|2ASPD|3DUST|45AART|6RCR|789VULN|aERES
123	53334 22333	   	182.62	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1DUR|28DMG|3CGEN|4AART|5RCR|6DMSP|79VULN|aCDMG
124	63334 22333	   	182.62	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	18DMG|2DUR|3CGEN|4AART|5RCR|6DMSP|79VULN|aCDMG
125	61414 31244	   	182.62	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	19DMG|29VULN|3ERES|4AART|5RCR|6MBVNT|7CDMG|89CGEN|9BPWR|aASPD
126	64353 23211	   	182.56	DCR|3VULN|2DMG|2ASPD|1CDMG	19DMG|2CANSTR|359VULN|4LHND|6RCR|7CDMG|89ASPD|9BPWR|aLIT
127	64353 23212	   	182.46	DCR|3VULN|2DMG|2ASPD|1CDMG	19DMG|2CANSTR|359VULN|4LHND|6RCR|7CDMG|89ASPD|9BPWR|aERES
128	53333 12335	   	182.46	DCR|2VULN|2DMG|1AART|3DUR	15aDUR|28DMG|3CGEN|4AART|6RCR|79VULN
129	63333 12335	   	182.46	DCR|2VULN|2DMG|1AART|3DUR	18DMG|25aDUR|3CGEN|4AART|6RCR|79VULN
130	35336 12323	   	182.42	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	15BEXP|2ASPD|3ZMB|4AART|6RCR|79aVULN|8DMG
131	61413 22333	   	182.30	DCR|2AART|2VULN|2DMG|1DUR	18DMG|29VULN|3ERES|46AART|5DUR|7RCR|aLHND
132	62113 22333	   	182.30	DCR|2AART|2VULN|2DMG|1DUR	18DMG|2ERES|39VULN|46AART|5DUR|7RCR|aLHND
133	62116 22335	   	182.30	DCR|2AART|2VULN|2DMG|1DUR	18DMG|2ERES|39VULN|46AART|5BEXP|7RCR|aDUR
134	61313 22212	   	182.27	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB|1DUR	1DMG|27VULN|3CGEN|46AART|5DUR|8ZMB|9CDMG|aRCR
135	61313 26212	   	182.27	DCR|2AART|2DMG|1VULN|1CDMG|1ZMB|1DUR	17DMG|2VULN|3CGEN|46AART|5DUR|8ZMB|9CDMG|aRCR
136	61311 36315	 * 	182.20	DCR|2VULN|2DMG|1AART|1FLTHEA|1DUR	19DMG|2aVULN|3CGEN|4AART|5LIT|6FLTHEA|7DUR|8RCR
137	61311 36332	   	182.20	DCR|2VULN|2DMG|1AART|1FLTHEA|1DUR	1aDMG|29VULN|3CGEN|4AART|5LIT|6FLTHEA|7DUR|8RCR
138	61413 22331	   	182.20	DCR|2AART|2VULN|2DMG|1DUR	18DMG|29VULN|3aERES|46AART|5DUR|7RCR
139	61413 22334	   	182.20	DCR|2AART|2VULN|2DMG|1DUR	18DMG|29VULN|3ERES|46AART|5DUR|7RCR|aDUST
140	61413 22336	   	182.20	DCR|2AART|2VULN|2DMG|1DUR	18DMG|29VULN|3ERES|46AART|5DUR|7RCR|aMBVNT
141	62113 22331	   	182.20	DCR|2AART|2VULN|2DMG|1DUR	18DMG|2aERES|39VULN|46AART|5DUR|7RCR
142	62113 22334	   	182.20	DCR|2AART|2VULN|2DMG|1DUR	18DMG|2ERES|39VULN|46AART|5DUR|7RCR|aDUST
143	62113 22336	   	182.20	DCR|2AART|2VULN|2DMG|1DUR	18DMG|2ERES|39VULN|46AART|5DUR|7RCR|aMBVNT
144	62321 14333	   	182.17	DCR|3DMG|2AART|1VULN|1DUR	138DMG|2ERES|4DUR|59AART|6RCR|7LHND|aVULN
145	62321 16233	   	182.17	DCR|3DMG|2AART|1VULN|1DUR	137DMG|2ERES|4DUR|59AART|6RCR|8LHND|aVULN
146	61413 26212	   	182.17	DCR|2AART|2DMG|1VULN|1CDMG|1ZMB|1DUR	17DMG|2VULN|3ERES|46AART|5DUR|8ZMB|9CDMG|aRCR
147	62113 26212	   	182.17	DCR|2AART|2DMG|1VULN|1CDMG|1ZMB|1DUR	17DMG|2ERES|3VULN|46AART|5DUR|8ZMB|9CDMG|aRCR
148	31113 26513	   	182.16	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1aBEXP|2DUR|3aFEWX|4ZMB|57VULN|6RCR|8AART|9aDMG|aBPWR
149	61413 22332	   	182.06	DCR|2AART|2VULN|2DMG|1DUR|1SELL	18DMG|29VULN|3ERES|46AART|5DUR|7RCR|aSELL
150	62113 22332	   	182.06	DCR|2AART|2VULN|2DMG|1DUR|1SELL	18DMG|2ERES|39VULN|46AART|5DUR|7RCR|aSELL
151	35333 16315	 * 	182.02	DCR|2AART|2DMG|1VULN|2ZMB|1ASPD|1SELL	19BEXP|2ASPD|39ZMB|45AART|6RCR|79DMG|8SELL|9BPWR|aVULN
152	66322 12226	   	181.97	DCR|2DMG|1AART|1VULN|2CDMG|1ASPD|1DUR	13DMG|2ASPD|4DUR|5AART|6RCR|7VULN|8DUST|9aCDMG
153	11113 26513	   	181.96	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1aDUST|2DUR|3aFEWX|4ZMB|57VULN|6RCR|8AART|9aDMG|aBPWR
154	53213 26513	   	181.96	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1DUR|29DMG|3FEWX|4BEXP|57VULN|6RCR|8AART|aZMB
155	63213 26513	   	181.96	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	19DMG|2DUR|3FEWX|4BEXP|57VULN|6RCR|8AART|aZMB
156	51361 12335	   	181.86	DCR|2VULN|2DMG|1AART|3DUR	12aDUR|38DMG|4CGEN|5AART|6RCR|79VULN
157	15333 16315	 * 	181.82	DCR|2AART|2DMG|1VULN|2ZMB|1ASPD|1SELL	19DUST|2ASPD|39ZMB|45AART|6RCR|79DMG|8SELL|9BPWR|aVULN
158	35312 12323	   	181.82	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	1BEXP|2ASPD|3ZMB|4DMSP|5AART|6RCR|79aVULN|8DMG
159	65312 12523	   	181.82	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	1DMG|2BEXP|3ZMB|4DMSP|5AART|6RCR|79aVULN|8ASPD
160	32333 13412	   	181.77	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1BEXP|2ZMB|3RPLT|4RCR|5AART|6aVULN|78DMG|9DUR
161	51321 12335	   	181.76	DCR|2VULN|2DMG|1AART|3DUR	12aDUR|38DMG|4TLV|5AART|6RCR|79VULN
162	12333 13412	   	181.67	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1DUST|2ZMB|3RPLT|4RCR|5AART|6aVULN|78DMG|9DUR
