0	Index      	 *	Score 	Summary	Detail	
1	52833 34232	 * 	204.98	ACR|3VULN|3DMG|1AART|1DUR	1MBVNT|279VULN|3RCR|4AART|56aDMG|8DUR
17	52814 82433	 * 	195.40	ACR|3DMG|2VULN|1AART|2ZMB|1SELL	1MBVNT|2aVULN|3RCR|4LWND|5SELL|68aDMG|7AART|9aZMB|aBPWR
18	52833 34228	   	194.82	ACR|3VULN|2DMG|1AART|2DUR	1MBVNT|27aVULN|3RCR|4AART|56DMG|8aDUR|9aMLV|aBPWR
19	52833 34211	   	194.62	ACR|3VULN|2DMG|1AART|2DUR	1MBVNT|27aVULN|3RCR|4AART|56DMG|89DUR
20	52833 34212	   	194.62	ACR|3DMG|2VULN|1AART|2DUR	1MBVNT|27VULN|3RCR|4AART|56aDMG|89DUR
21	52833 34238	   	194.62	ACR|3VULN|2DMG|1AART|2DUR	1MBVNT|279VULN|3RCR|4AART|56DMG|8aDUR
22	52833 64212	   	194.62	ACR|3VULN|2DMG|1AART|2DUR	1MBVNT|267VULN|3RCR|4AART|5aDMG|89DUR
23	52812 22453	   	194.34	ACR|3VULN|2DMG|1AART|1CDMG	1MBVNT|29aVULN|3RCR|4aLWND|5ERES|6CDMG|7AART|8aDMG|aBPWR
24	52833 34248	 * 	194.26	ACR|2VULN|2DMG|1AART|1FLTHEA|1DUR|1ASPD	1MBVNT|27VULN|3RCR|4AART|56DMG|8DUR|9ASPD|aFLTHEA
25	52822 22453	   	194.24	ACR|3VULN|2DMG|1AART|1CDMG	1MBVNT|29aVULN|3RCR|4aERES|5LWND|6CDMG|7AART|8aDMG|aBPWR
26	52842 22453	   	194.24	ACR|3VULN|2DMG|1AART|1CDMG	1MBVNT|29aVULN|3RCR|4aTLV|5LWND|6CDMG|7AART|8aDMG|aBPWR
27	52672 22413	   	194.14	ACR|2VULN|2DMG|2AART|2CDMG	1MBVNT|2aVULN|3RMIN|4RCR|5LWND|6aCDMG|79AART|8aDMG|aBPWR
28	26363 41238	 * 	193.84	ACR|3VULN|2DMG|1AART|2ZMB	1aZMB|28aVULN|3MLV|4RCR|5MBVNT|6AART|7LHND|9aDMG|aBPWR
29	26363 42438	   	193.84	ACR|3VULN|2DMG|1AART|2ZMB	1aZMB|28aVULN|3MLV|4RCR|5MBVNT|6AART|7BEXP|9aDMG|aBPWR
30	52846 44213	   	193.50	ACR|3VULN|2DMG|1AART|2ZMB|1SELL	1MBVNT|289VULN|3RCR|4TLV|58ZMB|6SELL|78DMG|8BPWR|aAART
31	52833 34113	   	193.39	ACR|3VULN|2DMG|1AART|1ZMB	1MBVNT|279VULN|3RCR|4AART|56DMG|8LIT|aZMB
32	52833 34533	   	193.39	ACR|3DMG|2VULN|1AART|1ZMB	1MBVNT|27VULN|3RCR|4AART|568DMG|9BELT|aZMB
33	52833 64111	 * 	192.55	ACR|4VULN|1AART|1DMG|1CDMG	1MBVNT|2679VULN|3RCR|4AART|5DMG|8LIT|aCDMG
34	52815 33343	 * 	192.39	ACR|2AART|2DMG|2VULN|2ZMB|1SELL	1MBVNT|2aVULN|3RCR|4LWND|57AART|6aZMB|8aDMG|9SELL|aBPWR
35	52835 12243	 * 	192.20	ACR|3VULN|1AART|1DMG|2ASPD|1CDMG	1MBVNT|279VULN|3RCR|4AART|5CDMG|69ASPD|89BEXP|9BPWR|aDMG
36	53132 73733	 * 	191.98	DCR|3VULN|2DMG|1AART|2ZMB|1SELL	1MBVNT|2SELL|3aDMG|4LWND|56aVULN|7RCR|8AART|9aZMB|aBPWR
37	52833 34241	   	191.61	ACR|2VULN|2DMG|1AART|1ZMB|1ASPD|1DUR	1MBVNT|27VULN|3RCR|4AART|56DMG|8DUR|9ASPD|aZMB
38	52833 64211	   	191.13	ACR|4VULN|1AART|1DMG|2DUR	1MBVNT|267aVULN|3RCR|4AART|5DMG|89DUR
39	53133 72433	 * 	190.60	ACR|3DMG|2VULN|1AART|2ZMB|1SELL	1MBVNT|2SELL|38aDMG|4LWND|5RCR|6aVULN|7AART|9aZMB|aBPWR
40	53133 72633	   	190.60	ACR|3VULN|2DMG|1AART|2ZMB|1SELL	1MBVNT|2SELL|3aDMG|4LWND|5RCR|68aVULN|7AART|9aZMB|aBPWR
41	53112 58242	 * 	190.56	DCR|3DMG|2VULN|1AART|2DUR|1SELL	1MBVNT|2SELL|39aDMG|4RPLT|59DUR|6AART|7RCR|89VULN|9BPWR
42	52812 22413	   	190.13	ACR|2VULN|2DMG|2AART|1CDMG	1MBVNT|2aVULN|3RCR|4aLWND|5ERES|6CDMG|79AART|8aDMG|aBPWR
43	52822 22413	   	190.03	ACR|2VULN|2DMG|2AART|1CDMG	1MBVNT|2aVULN|3RCR|4aERES|5LWND|6CDMG|79AART|8aDMG|aBPWR
44	52842 22413	   	190.03	ACR|2VULN|2DMG|2AART|1CDMG	1MBVNT|2aVULN|3RCR|4aTLV|5LWND|6CDMG|79AART|8aDMG|aBPWR
45	52833 64113	   	189.90	ACR|4VULN|1AART|1DMG|1ZMB	1MBVNT|2679VULN|3RCR|4AART|5DMG|8LIT|aZMB
46	52833 64241	   	189.68	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1MBVNT|267VULN|3RCR|4AART|5DMG|8DUR|9ASPD|aZMB
47	52833 34144	   	189.33	ACR|3VULN|2DMG|1AART|1DUR	1MBVNT|27aVULN|3RCR|4AART|56DMG|8LIT|9DUR
48	52833 34234	   	189.33	ACR|3VULN|2DMG|1AART|1DUR	1MBVNT|279VULN|3RCR|4AART|56DMG|8DUR|aCGEN
49	52833 34821	   	189.33	ACR|3VULN|2DMG|1AART|1ASPD	1MBVNT|27aVULN|3RCR|4AART|56DMG|8MLV|9ASPD
50	52833 34822	   	189.33	ACR|3DMG|2VULN|1AART|1ASPD	1MBVNT|27VULN|3RCR|4AART|56aDMG|8MLV|9ASPD
51	52833 34543	   	189.33	ACR|3DMG|2VULN|1AART|1DUR	1MBVNT|27VULN|3RCR|4AART|568DMG|9MLV|aDUR
52	52833 34544	   	189.33	ACR|3DMG|2VULN|1AART|1ASPD	1MBVNT|27VULN|3RCR|4AART|568DMG|9MLV|aASPD
53	52833 37411	   	189.33	ACR|3VULN|2DMG|1AART|1ASPD	1MBVNT|28aVULN|3RCR|4AART|56DMG|7ASPD|9CGEN
54	52833 37412	   	189.33	ACR|3DMG|2VULN|1AART|1ASPD	1MBVNT|28VULN|3RCR|4AART|56aDMG|7ASPD|9CGEN
55	52833 37431	   	189.33	ACR|3VULN|2DMG|1AART|1ASPD	1MBVNT|28aVULN|3RCR|4AART|56DMG|7ASPD|9MLV
56	52833 37432	   	189.33	ACR|3DMG|2VULN|1AART|1ASPD	1MBVNT|28VULN|3RCR|4AART|56aDMG|7ASPD|9MLV
57	52833 32543	   	189.28	ACR|3DMG|2VULN|1AART|1DUR|1SELL	1MBVNT|29VULN|3RCR|4AART|569DMG|79CGEN|8SELL|9BPWR|aDUR
58	52833 34233	   	189.23	ACR|3VULN|2DMG|1AART|1DUR	1MBVNT|279VULN|3RCR|4AART|56DMG|8DUR|aDUST
59	52833 34321	   	189.23	ACR|3VULN|2DMG|1AART|1ASPD	1MBVNT|27aVULN|3RCR|4AART|56DMG|8ERES|9ASPD
60	52833 34322	   	189.23	ACR|3DMG|2VULN|1AART|1ASPD	1MBVNT|27VULN|3RCR|4AART|56aDMG|8ERES|9ASPD
61	52833 34383	   	189.23	ACR|3DMG|2VULN|1AART|1DUR	1MBVNT|27VULN|3RCR|4AART|569DMG|8ERES|aDUR
62	52833 34384	   	189.23	ACR|3DMG|2VULN|1AART|1ASPD	1MBVNT|27VULN|3RCR|4AART|569DMG|8ERES|aASPD
63	52833 64322	   	189.23	ACR|3VULN|2DMG|1AART|1ASPD	1MBVNT|267VULN|3RCR|4AART|5aDMG|8ERES|9ASPD
64	52838 32232	   	188.03	ACR|3VULN|1AART|1DMG|2DUR|1ZMB	1MBVNT|289VULN|3RCR|4AART|57DUR|6ZMB|aDMG
65	52835 14243	 * 	187.99	ACR|2AART|2VULN|1DMG|2ASPD|1CDMG	1MBVNT|29VULN|3RCR|47AART|5CDMG|69ASPD|89BEXP|9BPWR|aDMG
66	55452 22413	   	187.73	ACR|2VULN|2DMG|2AART|1CDMG	1MBVNT|2aLWND|3aVULN|4RCR|5ERES|6CDMG|79AART|8aDMG|aBPWR
67	52833 37311	   	187.68	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1MBVNT|2VULN|3RCR|4AART|56DMG|7ASPD|8ZMB|9DUR|aCDMG
68	52833 31211	   	187.32	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1MBVNT|28VULN|3RCR|4AART|56DMG|7FEWX|9DUR|aCDMG
69	52833 34143	   	187.32	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1MBVNT|27VULN|3RCR|4AART|56DMG|8LIT|9DUR|aCDMG
70	52833 34223	   	187.32	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1MBVNT|27VULN|3RCR|4AART|56DMG|8DUR|9MLV|aCDMG
71	52833 34711	   	187.32	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1MBVNT|27VULN|3RCR|4AART|56DMG|8LWND|9DUR|aCDMG
72	52833 54311	   	187.32	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1MBVNT|27VULN|3RCR|4AART|58DMG|6FEWX|9DUR|aCDMG
73	52833 61311	   	187.32	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1MBVNT|26VULN|3RCR|4AART|58DMG|7FEWX|9DUR|aCDMG
74	52833 32733	   	187.32	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1MBVNT|29VULN|3RCR|4AART|56DMG|7CGEN|8DUR|aCDMG
75	52833 34283	   	187.22	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1MBVNT|27VULN|3RCR|4AART|56DMG|8DUR|9TLV|aCDMG
76	43162 13363	 * 	186.58	DCR|2VULN|2DMG|1AART|2CDMG|1ZMB	16CDMG|2DUST|35VULN|46DMG|6BPWR|7LWND|8ZMB|9RCR|aAART
77	35325 24211	   	186.58	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1LHND|2AART|3ZMB|4RCR|5ASPD|6DMG|78VULN|9DUR|aCDMG
78	35325 24311	   	186.58	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1LHND|2AART|3ZMB|4RCR|5ASPD|68DMG|7VULN|9DUR|aCDMG
79	35325 26231	   	186.58	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1LHND|2AART|3ZMB|4RCR|5ASPD|67DMG|8DUR|9VULN|aCDMG
80	51251 47242	   	186.53	ACR|3DMG|2VULN|1AART|1DUR	1MBVNT|29FEWX|3DUR|4RCR|5AART|6RMIN|79aDMG|89VULN|9BPWR
81	15325 24211	   	186.48	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1DUST|2AART|3ZMB|4RCR|5ASPD|6DMG|78VULN|9DUR|aCDMG
82	15325 24311	   	186.48	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1DUST|2AART|3ZMB|4RCR|5ASPD|68DMG|7VULN|9DUR|aCDMG
83	15325 26231	   	186.48	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1DUST|2AART|3ZMB|4RCR|5ASPD|67DMG|8DUR|9VULN|aCDMG
84	53133 72713	 * 	186.39	ACR|2VULN|2DMG|2AART|2ZMB|1SELL	1MBVNT|2SELL|3aDMG|4LWND|5RCR|6aVULN|79AART|8aZMB|aBPWR
85	52833 34216	   	185.90	ACR|2VULN|2DMG|1AART|2DUR|1ASPD	1MBVNT|27VULN|3RCR|4AART|56DMG|89DUR|aASPD
86	52833 64144	   	185.84	ACR|4VULN|1AART|1DMG|1DUR	1MBVNT|267aVULN|3RCR|4AART|5DMG|8LIT|9DUR
87	52833 64234	   	185.84	ACR|4VULN|1AART|1DMG|1DUR	1MBVNT|2679VULN|3RCR|4AART|5DMG|8DUR|aCGEN
88	52833 64233	   	185.74	ACR|4VULN|1AART|1DMG|1DUR	1MBVNT|2679VULN|3RCR|4AART|5DMG|8DUR|aDUST
89	52833 64321	   	185.74	ACR|4VULN|1AART|1DMG|1ASPD	1MBVNT|267aVULN|3RCR|4AART|5DMG|8ERES|9ASPD
90	52834 64232	   	185.74	ACR|4VULN|1AART|1DMG|1DUR	1MBVNT|2679VULN|3RCR|4AART|5ERES|8DUR|aDMG
91	52418 51443	 * 	185.41	DCR|4VULN|1AART|2CDMG|2DUR	1MBVNT|235aVULN|4LWND|6aCDMG|7RCR|8aDUR|9AART|aBPWR
92	52833 54211	   	185.39	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|278VULN|3RCR|4AART|5DMG|6FEWX|9DUR|aCDMG
93	52833 61211	   	185.39	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|268VULN|3RCR|4AART|5DMG|7FEWX|9DUR|aCDMG
94	52833 64143	   	185.39	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|267VULN|3RCR|4AART|5DMG|8LIT|9DUR|aCDMG
95	52833 64223	   	185.39	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|267VULN|3RCR|4AART|5DMG|8DUR|9MLV|aCDMG
96	52835 12422	   	185.39	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1MBVNT|278VULN|3RCR|4AART|5CDMG|6ASPD|9DMG|aLHND
97	52835 12423	   	185.39	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1MBVNT|278VULN|3RCR|4AART|5CDMG|6ASPD|9DMG|aBEXP
98	52835 12424	   	185.39	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1MBVNT|278VULN|3RCR|4AART|5CDMG|6ASPD|9DMG|aLIT
99	52835 32434	   	185.29	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|268VULN|3RCR|4AART|5CDMG|7TLV|9DUR|aDMG
100	52833 46233	   	185.29	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|289VULN|3RCR|4AART|5DMG|6ERES|7DUR|aCDMG
101	52834 36233	   	185.29	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|289VULN|3RCR|4AART|5ERES|6DMG|7DUR|aCDMG
102	52832 34632	   	185.14	ACR|3VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1MBVNT|269VULN|3RCR|4AART|5SELL|7DUR|8CDMG|aDMG
103	52833 31215	   	184.67	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1MBVNT|28VULN|3RCR|4AART|56DMG|7FEWX|9DUR|aZMB
104	52833 31261	   	184.67	ACR|2VULN|2DMG|1AART|1ZMB|1ASPD	1MBVNT|28VULN|3RCR|4AART|56DMG|7FEWX|9ASPD|aZMB
105	52833 34142	   	184.67	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1MBVNT|27VULN|3RCR|4AART|56DMG|8LIT|9DUR|aZMB
106	52833 34172	   	184.67	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1MBVNT|27VULN|3RCR|4AART|56DMG|8LIT|9ZMB|aDUR
107	52833 34221	   	184.67	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1MBVNT|27VULN|3RCR|4AART|56DMG|8DUR|9MLV|aZMB
108	52833 32731	   	184.67	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1MBVNT|29VULN|3RCR|4AART|56DMG|7CGEN|8DUR|aZMB
109	52833 37441	   	184.67	ACR|2VULN|2DMG|1AART|1ZMB|1ASPD	1MBVNT|28VULN|3RCR|4AART|56DMG|7ASPD|9LWND|aZMB
110	52833 34281	   	184.57	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1MBVNT|27VULN|3RCR|4AART|56DMG|8DUR|9TLV|aZMB
111	52833 37131	   	184.57	ACR|2VULN|2DMG|1AART|1ZMB|1ASPD	1MBVNT|29VULN|3RCR|4AART|56DMG|7ASPD|8DUST|aZMB
112	52833 37231	   	184.57	ACR|2VULN|2DMG|1AART|1ZMB|1ASPD	1MBVNT|29VULN|3RCR|4AART|56DMG|7ASPD|8LEGI|aZMB
113	52826 44214	 * 	183.95	ACR|3VULN|2DMG|2ZMB|1CDMG|1SELL	1MBVNT|289VULN|3RCR|4ERES|58ZMB|6SELL|78DMG|8BPWR|aCDMG
114	35325 24232	   	183.57	ACR|2VULN|2DMG|1AART|1ZMB|1ASPD	19LHND|2AART|3ZMB|4RCR|5ASPD|6aDMG|78VULN
115	35325 24331	   	183.57	ACR|2VULN|2DMG|1AART|1ZMB|1ASPD	19LHND|2AART|3ZMB|4RCR|5ASPD|68DMG|7aVULN
116	52835 12241	   	183.14	ACR|3VULN|1AART|2ASPD|1CDMG|1ZMB	1MBVNT|279VULN|3RCR|4AART|5CDMG|69ASPD|89BEXP|9BPWR|aZMB
117	56238 23431	   	183.06	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	1MBVNT|2AART|3ASPD|4LHND|56DMG|7RCR|89VULN|aZMB
118	56318 23431	   	183.06	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	1MBVNT|2AART|3LHND|4ASPD|56DMG|7RCR|89VULN|aZMB
119	52833 34218	 * 	182.78	ACR|2VULN|2DMG|1AART|3DUR	1MBVNT|27VULN|3RCR|4AART|56DMG|89aDUR
120	52833 64142	   	182.74	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1MBVNT|267VULN|3RCR|4AART|5DMG|8LIT|9DUR|aZMB
121	52833 64221	   	182.74	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1MBVNT|267VULN|3RCR|4AART|5DMG|8DUR|9MLV|aZMB
122	52838 33232	   	182.74	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1MBVNT|289VULN|3RCR|4AART|5DUR|6ZMB|7DMSP|aDMG
123	52833 46231	   	182.64	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1MBVNT|289VULN|3RCR|4AART|5DMG|6ERES|7DUR|aZMB
124	52834 36231	   	182.64	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1MBVNT|289VULN|3RCR|4AART|5ERES|6DMG|7DUR|aZMB
125	52834 32138	   	182.49	ACR|3VULN|2DMG|1AART	1MBVNT|29aVULN|3RCR|4AART|5ERES|6aDMG|78aBEXP|aBPWR
126	52834 13338	   	182.49	ACR|3VULN|2DMG|1AART	1MBVNT|29aVULN|3RCR|4AART|5ERES|6aLWND|7RCVC|8aDMG|aBPWR
127	52833 11723	   	182.39	ACR|3VULN|2DMG|1AART	1MBVNT|289VULN|3RCR|4AART|5aDMG|6LWND|7BELT
128	52833 31171	   	182.39	ACR|3DMG|2VULN|1AART	1MBVNT|2aVULN|3RCR|4AART|569DMG|7FEWX|8BEXP
129	52833 31224	   	182.39	ACR|3DMG|2VULN|1AART	1MBVNT|28VULN|3RCR|4AART|56aDMG|7FEWX|9RPLT
130	52833 31311	   	182.39	ACR|3DMG|2VULN|1AART	1MBVNT|2aVULN|3RCR|4AART|568DMG|7FEWX|9LHND
131	52833 31331	   	182.39	ACR|3DMG|2VULN|1AART	1MBVNT|2aVULN|3RCR|4AART|568DMG|7FEWX|9LWND
132	52833 31343	   	182.39	ACR|3DMG|2VULN|1AART	1MBVNT|2aVULN|3RCR|4AART|568DMG|7FEWX|9LIT
133	52833 31534	   	182.39	ACR|3VULN|2DMG|1AART	1MBVNT|29aVULN|3RCR|4AART|56DMG|7FEWX|8LIT
134	52833 34112	   	182.39	ACR|3VULN|2DMG|1AART	1MBVNT|279VULN|3RCR|4AART|56DMG|8LIT|aLWND
135	52833 34114	   	182.39	ACR|3VULN|2DMG|1AART	1MBVNT|279VULN|3RCR|4AART|56DMG|8LIT|aRCVC
136	52833 34115	   	182.39	ACR|3VULN|2DMG|1AART	1MBVNT|279VULN|3RCR|4AART|56DMG|8LIT|aFEWX
137	52833 34118	   	182.39	ACR|3VULN|2DMG|1AART	1MBVNT|279VULN|3RCR|4AART|56DMG|8LIT|aRMIN
138	52833 34151	   	182.39	ACR|3DMG|2VULN|1AART	1MBVNT|27VULN|3RCR|4AART|569DMG|8LIT|aLHND
139	52833 34154	   	182.39	ACR|3DMG|2VULN|1AART	1MBVNT|27VULN|3RCR|4AART|569DMG|8LIT|aFEWX
140	52833 34164	   	182.39	ACR|3VULN|2DMG|1AART	1MBVNT|27aVULN|3RCR|4AART|56DMG|8LIT|9LHND
141	52833 34338	   	182.39	ACR|3VULN|2DMG|1AART	1MBVNT|27aVULN|3RCR|4AART|56DMG|8aERES|9aFEWX|aBPWR
142	52833 34511	   	182.39	ACR|3DMG|2VULN|1AART	1MBVNT|27VULN|3RCR|4AART|568DMG|9LIT|aLHND
143	52833 34514	   	182.39	ACR|3DMG|2VULN|1AART	1MBVNT|27VULN|3RCR|4AART|568DMG|9LIT|aFEWX
144	52833 34531	   	182.39	ACR|3DMG|2VULN|1AART	1MBVNT|27VULN|3RCR|4AART|568DMG|9BELT|aLHND
145	52833 34532	   	182.39	ACR|3DMG|2VULN|1AART	1MBVNT|27VULN|3RCR|4AART|568DMG|9BELT|aLWND
146	52833 34541	   	182.39	ACR|3DMG|2VULN|1AART	1MBVNT|27VULN|3RCR|4AART|568DMG|9MLV|aRMIN
147	52833 34811	   	182.39	ACR|3VULN|2DMG|1AART	1MBVNT|27aVULN|3RCR|4AART|56DMG|8MLV|9CGEN
148	52833 34812	   	182.39	ACR|3DMG|2VULN|1AART	1MBVNT|27VULN|3RCR|4AART|56aDMG|8MLV|9CGEN
149	52833 34841	   	182.39	ACR|3VULN|2DMG|1AART	1MBVNT|279VULN|3RCR|4AART|56DMG|8MLV|aFEWX
150	52833 34844	   	182.39	ACR|3VULN|2DMG|1AART	1MBVNT|279VULN|3RCR|4AART|56DMG|8MLV|aCGEN
151	52833 54224	   	182.39	ACR|3VULN|2DMG|1AART	1MBVNT|278VULN|3RCR|4AART|5aDMG|6FEWX|9RPLT
152	52833 54324	   	182.39	ACR|3DMG|2VULN|1AART	1MBVNT|27VULN|3RCR|4AART|58aDMG|6FEWX|9RPLT
153	52833 61224	   	182.39	ACR|3VULN|2DMG|1AART	1MBVNT|268VULN|3RCR|4AART|5aDMG|7FEWX|9RPLT
154	52833 61324	   	182.39	ACR|3DMG|2VULN|1AART	1MBVNT|26VULN|3RCR|4AART|58aDMG|7FEWX|9RPLT
155	52833 32541	   	182.34	ACR|3DMG|2VULN|1AART|1SELL	1MBVNT|29VULN|3RCR|4AART|569DMG|79CGEN|8SELL|9BPWR|aLWND
156	52833 32542	   	182.34	ACR|3DMG|2VULN|1AART|1SELL	1MBVNT|29VULN|3RCR|4AART|569DMG|79CGEN|8SELL|9BPWR|aRPLT
157	52833 34116	   	182.29	ACR|3VULN|2DMG|1AART	1MBVNT|279VULN|3RCR|4AART|56DMG|8LIT|aTLV
158	52833 34135	   	182.29	ACR|3DMG|2VULN|1AART	1MBVNT|27VULN|3RCR|4AART|56aDMG|8LIT|9ERES
159	52833 34152	   	182.29	ACR|3DMG|2VULN|1AART	1MBVNT|27VULN|3RCR|4AART|569DMG|8LIT|aDUST
160	52833 34311	   	182.29	ACR|3VULN|2DMG|1AART	1MBVNT|27aVULN|3RCR|4AART|56DMG|8ERES|9CGEN
161	52833 34312	   	182.29	ACR|3DMG|2VULN|1AART	1MBVNT|27VULN|3RCR|4AART|56aDMG|8ERES|9CGEN
162	52833 34341	   	182.29	ACR|3VULN|2DMG|1AART	1MBVNT|279VULN|3RCR|4AART|56DMG|8ERES|aFEWX
163	52833 34344	   	182.29	ACR|3VULN|2DMG|1AART	1MBVNT|279VULN|3RCR|4AART|56DMG|8ERES|aCGEN
164	52833 34346	   	182.29	ACR|3VULN|2DMG|1AART	1MBVNT|279VULN|3RCR|4AART|56DMG|8ERES|aDMSP
165	52833 34347	   	182.29	ACR|3VULN|2DMG|1AART	1MBVNT|279VULN|3RCR|4AART|56DMG|8ERES|aBEXP
166	52833 34381	   	182.29	ACR|3DMG|2VULN|1AART	1MBVNT|27VULN|3RCR|4AART|569DMG|8ERES|aRMIN
167	52833 34512	   	182.29	ACR|3DMG|2VULN|1AART	1MBVNT|27VULN|3RCR|4AART|568DMG|9LIT|aDUST
168	52833 34534	   	182.29	ACR|3DMG|2VULN|1AART	1MBVNT|27VULN|3RCR|4AART|568DMG|9BELT|aDUST
169	52833 34842	   	182.29	ACR|3VULN|2DMG|1AART	1MBVNT|279VULN|3RCR|4AART|56DMG|8MLV|aDUST
170	52833 34843	   	182.29	ACR|3VULN|2DMG|1AART	1MBVNT|279VULN|3RCR|4AART|56DMG|8MLV|aLEGI
171	52833 64312	   	182.29	ACR|3VULN|2DMG|1AART	1MBVNT|267VULN|3RCR|4AART|5aDMG|8ERES|9CGEN
172	52833 34342	   	182.19	ACR|3VULN|2DMG|1AART	1MBVNT|279VULN|3RCR|4AART|56DMG|8ERES|aDUST
173	52833 34343	   	182.19	ACR|3VULN|2DMG|1AART	1MBVNT|279VULN|3RCR|4AART|56DMG|8ERES|aLEGI
174	52833 34361	   	182.19	ACR|3VULN|2DMG|1AART	1MBVNT|27aVULN|3RCR|4AART|56DMG|8ERES|9TLV
