0	Index      	 *	Score 	Summary	Detail	
1	66321 22224	 * 	205.26	DCR|3VULN|2DMG|1AART|3ZMB	1AART|27aVULN|3CGEN|478ZMB|57DMG|6RPLT|7BPWR|9RCR
93	63123 22224	 * 	181.71	DCR|4VULN|1AART|3ZMB	1AART|247ZMB|37FEWX|578aVULN|6RPLT|7BPWR|9RCR
94	63332 51143	   	181.67	ACR|3DMG|2AART|3ZMB	14AART|27aZMB|379DMG|5RCR|67DUST|7BPWR|8CGEN
95	63523 22224	   	181.51	DCR|4VULN|1AART|3ZMB	1AART|247ZMB|37DUST|578aVULN|6RPLT|7BPWR|9RCR
96	63333 41513	 * 	181.37	DCR|3DMG|2AART|2ZMB|1CDMG	14AART|27ZMB|356DMG|7BPWR|8RCR|9LHND|aCDMG
97	13233 23614	   	181.33	ACR|2DMG|1AART|1VULN|1FLTHEA|2DUR|1ZMB	15DUR|2ZMB|39DMG|4RCR|6VULN|7FLTHEA|8AART|aLHND
98	13233 23615	   	181.33	ACR|2DMG|1AART|1VULN|1FLTHEA|2DUR|1ZMB	15DUR|2ZMB|39DMG|4RCR|6VULN|7FLTHEA|8AART|aBEXP
99	13233 23634	   	181.33	ACR|2VULN|1AART|1DMG|1FLTHEA|2DUR|1ZMB	15DUR|2ZMB|3DMG|4RCR|69VULN|7FLTHEA|8AART|aLHND
100	13233 23635	   	181.33	ACR|2VULN|1AART|1DMG|1FLTHEA|2DUR|1ZMB	15DUR|2ZMB|3DMG|4RCR|69VULN|7FLTHEA|8AART|aBEXP
101	13233 26236	   	181.33	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	15DUR|2ZMB|3DMG|4RCR|69VULN|7LHND|8AART|aCDMG
102	13233 23613	   	181.23	ACR|2DMG|1AART|1VULN|1FLTHEA|2DUR|1ZMB	15DUR|2ZMB|39DMG|4RCR|6VULN|7FLTHEA|8AART|aERES
103	13233 23622	   	181.23	ACR|2VULN|1AART|1DMG|1FLTHEA|2DUR|1ZMB	15DUR|2ZMB|3DMG|4RCR|6aVULN|7FLTHEA|8AART|9NUKE
104	13233 23633	   	181.23	ACR|2VULN|1AART|1DMG|1FLTHEA|2DUR|1ZMB	15DUR|2ZMB|3DMG|4RCR|69VULN|7FLTHEA|8AART|aERES
105	13233 23645	   	181.21	ACR|1AART|1VULN|1DMG|3DUR|1FLTHEA|1CDMG|1ZMB	159DUR|2ZMB|3DMG|4RCR|6VULN|7FLTHEA|8AART|aCDMG
106	63523 22222	   	181.05	DCR|3VULN|1AART|3ZMB|1CDMG	1AART|247ZMB|37DUST|578VULN|6RPLT|7BPWR|9RCR|aCDMG
107	25233 61632	   	180.34	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1BASHEA|2DMG|3RCR|4FEWX|5ZMB|679VULN|8AART|aDUR
108	14263 61213	 * 	180.26	DCR|3VULN|2DMG|2CDMG|2DUR	17DUR|2LEGI|356VULN|45CDMG|5BPWR|8aDMG|9RCR
109	25222 32232	   	180.01	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1BASHEA|28DMG|3RCR|4ASPD|5AART|6DUR|7RMIN|9aVULN
110	25222 32422	   	180.01	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1BASHEA|29DMG|3RCR|4ASPD|5AART|6DUR|7RMIN|8aVULN
111	25523 22311	   	179.92	DCR|3DMG|2VULN|1CDMG|1ZMB	18BASHEA|278DMG|3LIT|4ZMB|58VULN|6RCR|8BPWR|9CGEN|aCDMG
112	25523 22332	   	179.92	DCR|3DMG|2VULN|1CDMG|1ZMB	18BASHEA|278DMG|3aLIT|4ZMB|58VULN|6RCR|8BPWR|9CDMG
113	25523 22333	   	179.92	DCR|3DMG|2VULN|1CDMG|1ZMB	18BASHEA|278DMG|3LIT|4ZMB|58VULN|6RCR|8BPWR|9CDMG|aLWND
114	25523 22334	   	179.92	DCR|3DMG|2VULN|1CDMG|1ZMB	18BASHEA|278DMG|3LIT|4ZMB|58VULN|6RCR|8BPWR|9CDMG|aMLV
115	25523 22335	   	179.92	DCR|3DMG|2VULN|1CDMG|1ZMB	18BASHEA|278DMG|3LIT|4ZMB|58VULN|6RCR|8BPWR|9CDMG|aLHND
116	25222 34232	   	179.91	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1BASHEA|28DMG|3RCR|4ASPD|5AART|6DUR|7TLV|9aVULN
117	25222 34422	   	179.91	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1BASHEA|29DMG|3RCR|4ASPD|5AART|6DUR|7TLV|8aVULN
118	13235 21235	   	179.87	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1DUR|2ZMB|3aDMG|4RCR|5LWND|6DUST|79VULN|8AART
119	53233 11235	   	179.87	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1DUST|2ZMB|3aDMG|4RCR|5DUR|6LHND|79VULN|8AART
120	25523 22331	   	179.82	DCR|3DMG|2VULN|1CDMG|1ZMB	18BASHEA|278DMG|3LIT|4ZMB|58VULN|6RCR|8BPWR|9CDMG|aBASICY
121	25523 22336	   	179.82	DCR|3DMG|2VULN|1CDMG|1ZMB	18BASHEA|278DMG|3LIT|4ZMB|58VULN|6RCR|8BPWR|9CDMG|aDUST
122	25523 22361	   	179.82	DCR|3DMG|2VULN|1CDMG|1ZMB	18BASHEA|278DMG|3LIT|4ZMB|58VULN|6RCR|8BPWR|9ERES|aCDMG
123	53233 61235	   	179.77	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1DUST|2ZMB|3aDMG|4RCR|5DUR|6LEGI|79VULN|8AART
124	63332 36126	   	179.49	ACR|2AART|2DMG|1VULN|2ZMB|1DUR	14AART|29ZMB|37DMG|5RCR|6VULN|8CGEN|aDUR
125	63332 36512	   	179.49	ACR|2AART|2DMG|1VULN|2ZMB|1ASPD	14AART|28ZMB|37DMG|5RCR|6VULN|9BEXP|aASPD
126	63332 36521	   	179.49	ACR|2AART|2DMG|1VULN|2ZMB|1ASPD	14AART|28ZMB|37DMG|5RCR|6VULN|9ASPD|aRPLT
127	63332 36522	   	179.49	ACR|2AART|2DMG|1VULN|2ZMB|1ASPD	14AART|28ZMB|37DMG|5RCR|6VULN|9ASPD|aFEWX
128	25212 66211	   	179.49	ACR|3VULN|2DMG|1AART	17BASHEA|27DMG|3RCR|4LWND|5LHND|67aVULN|7BPWR|8LIT|9AART
129	63332 36523	   	179.39	ACR|2AART|2DMG|1VULN|2ZMB|1ASPD	14AART|28ZMB|37DMG|5RCR|6VULN|9ASPD|aDUST
130	25212 66332	 * 	179.39	ACR|3DMG|2VULN|1AART	17BASHEA|27aDMG|3RCR|4LWND|5LHND|67VULN|7BPWR|8BASICY|9AART
131	63333 31283	 * 	179.03	DCR|3DMG|2AART|1VULN|1ZMB	14AART|2ZMB|357DMG|6MBVNT|8VULN|9CGEN|aRCR
132	43333 38482	 * 	178.96	DCR|2VULN|2DMG|1AART|3DUR	1RMIN|2MBVNT|3aVULN|4aDMG|58aDUR|6AART|7RCR|9BELT|aBPWR
133	62123 63412	   	178.87	DCR|3VULN|2DMG|1AART	1AART|2BELT|346DUST|5aDMG|79aVULN|8RCR|aBPWR
134	25231 61612	   	178.21	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1BASHEA|29DMG|3RCR|4FEWX|5ASPD|67VULN|8AART|aDUR
135	25231 61325	   	178.18	ACR|3VULN|3DMG|1ASPD	1BASHEA|28aDMG|3RCR|4FEWX|5ASPD|679VULN
136	11231 62216	   	178.00	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1DUR|2LWND|35VULN|4aDMG|6LIT|7AART|8CDMG|9RCR
137	25233 23324	   	177.99	ACR|2VULN|2DMG|1AART|2ZMB	16BASHEA|28DMG|3RCR|4FEWX|56ZMB|6BPWR|79VULN|aAART
138	13235 21232	   	177.94	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2ZMB|3DMG|4RCR|5LWND|6DUST|79aVULN|8AART
139	53233 11232	   	177.94	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1DUST|2ZMB|3DMG|4RCR|5DUR|6LHND|79aVULN|8AART
140	63332 61323	   	177.94	ACR|3DMG|2AART|1CDMG|1ZMB	14AART|2ZMB|379DMG|5RCR|6RCVC|8BEXP|aCDMG
141	14231 62216	   	177.90	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1DUR|2LEGI|35VULN|4aDMG|6LIT|7AART|8CDMG|9RCR
142	53233 61232	   	177.84	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1DUST|2ZMB|3DMG|4RCR|5DUR|6LEGI|79aVULN|8AART
143	63342 32222	   	177.84	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2ZMB|3DMG|4RCVC|5RCR|6aVULN|7CDMG|8FEWX|9DUR
144	63352 32222	   	177.84	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2ZMB|3DMG|4DMSP|5RCR|6aVULN|7CDMG|8FEWX|9DUR
145	63342 33523	   	177.74	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1AART|2ZMB|39DMG|4RCVC|5RCR|6VULN|7DUR|8ERES|aCDMG
146	63352 33523	   	177.74	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1AART|2ZMB|39DMG|4DMSP|5RCR|6VULN|7DUR|8ERES|aCDMG
147	25213 31535	   	177.33	ACR|2VULN|2AART|1DMG|1ZMB|1DUR	1BASHEA|2DMG|3RCR|4LWND|5ZMB|67AART|8DUR|9aVULN
148	25213 33135	   	177.33	ACR|2VULN|2AART|1DMG|1ZMB|1DUR	1BASHEA|2DMG|3RCR|4LWND|5ZMB|68AART|7DUR|9aVULN
149	25233 31535	   	177.33	ACR|2VULN|2AART|1DMG|1ZMB|1DUR	1BASHEA|2DMG|3RCR|4FEWX|5ZMB|67AART|8DUR|9aVULN
150	13233 23624	   	177.29	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|2DUR|1ZMB	15DUR|2ZMB|3DMG|4RCR|6VULN|7FLTHEA|8AART|9NUKE|aCDMG
151	13235 32311	   	177.24	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1DUR|2ZMB|39DMG|4RCR|5LWND|6AART|7CDMG|8RCVC|aVULN
152	25263 33135	   	177.23	ACR|2VULN|2AART|1DMG|1ZMB|1DUR	1BASHEA|2DMG|3RCR|4LEGI|5ZMB|68AART|7DUR|9aVULN
153	63332 41116	   	177.02	ACR|3AART|2DMG|1VULN|2ZMB	149AART|27ZMB|37DMG|5RCR|67LHND|7BPWR|8CGEN|aVULN
154	63332 41316	   	176.92	ACR|3AART|2DMG|1VULN|2ZMB	149AART|27ZMB|37DMG|5RCR|67LHND|7BPWR|8TLV|aVULN
155	25231 23324	   	176.68	ACR|2VULN|2DMG|1AART|2ASPD	16BASHEA|28DMG|3RCR|4FEWX|56ASPD|6BPWR|79VULN|aAART
156	25213 32232	   	176.54	ACR|2VULN|2DMG|1AART|1ZMB	1BASHEA|28DMG|3RCR|4LWND|5ZMB|6AART|7RMIN|9aVULN
157	25213 34232	   	176.44	ACR|2VULN|2DMG|1AART|1ZMB	1BASHEA|28DMG|3RCR|4LWND|5ZMB|6AART|7TLV|9aVULN
158	25253 32232	   	176.44	ACR|2VULN|2DMG|1AART|1ZMB	1BASHEA|28DMG|3RCR|4DUST|5ZMB|6AART|7RMIN|9aVULN
159	25263 32232	   	176.44	ACR|2VULN|2DMG|1AART|1ZMB	1BASHEA|28DMG|3RCR|4LEGI|5ZMB|6AART|7RMIN|9aVULN
160	25224 35332	   	176.42	ACR|2DMG|1AART|1VULN|2DUR|1ZMB|1ASPD	17BASHEA|27DMG|3RCR|4ASPD|5ZMB|67DUR|7BPWR|8LWND|9AART|aVULN
161	25253 34232	   	176.34	ACR|2VULN|2DMG|1AART|1ZMB	1BASHEA|28DMG|3RCR|4DUST|5ZMB|6AART|7TLV|9aVULN
162	25263 34232	   	176.34	ACR|2VULN|2DMG|1AART|1ZMB	1BASHEA|28DMG|3RCR|4LEGI|5ZMB|6AART|7TLV|9aVULN
163	32662 35213	   	176.33	DCR|3VULN|1AART|1DMG|1FLTHEA	1CGEN|2MLV|3AART|4RPLT|568VULN|7RCR|9DMG|aFLTHEA
164	26142 13232	   	176.15	DCR|2VULN|2DMG|1AART|2DUR	1BASHEA|23DUR|4AART|58DMG|6BEXP|7RCR|9aVULN
