0	Index      	 *	Score 	Summary	Detail	
1	22535 12622	 * 	192.74	ACR|3VULN|3DMG|1AART	1CGEN|25aDMG|367VULN|4RCR|8LWND|9AART
17	15135 15333	 * 	183.09	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2DMG|3DUST|4RCR|56aVULN|7AART|8RCVC|9CDMG
18	15335 43211	 * 	183.08	ACR|3DMG|2VULN|3DUR|2ASPD	16aDUR|25aDMG|3CGEN|4RCR|78ASPD|9aVULN|aBPWR
19	22535 32132	   	183.05	ACR|3DMG|2AART|1VULN|1ZMB	1CGEN|25aDMG|3VULN|4RCR|6ERES|79AART|8ZMB
20	22535 12114	 * 	183.04	ACR|4VULN|3DMG	18CGEN|25aDMG|3679VULN|4RCR
21	12212 23146	 * 	181.07	ACR|3DMG|3CDMG|1VULN|2DUR|1ASPD	1aDUR|2LWND|35aCDMG|4RCR|6VULN|7ASPD|89aDMG|aBPWR
22	13212 23146	   	181.07	ACR|3DMG|3CDMG|1VULN|2DUR|1ASPD	1aDUR|2BEXP|35aCDMG|4RCR|6VULN|7ASPD|89aDMG|aBPWR
23	15232 16261	 * 	181.03	ACR|2VULN|2DMG|2FLTHEA|2DUR|1ZMB	15DUR|2aDMG|3BEXP|4RCR|6ZMB|7aVULN|8CGEN|9aFLTHEA|aBPWR
24	22535 32322	   	180.92	ACR|2VULN|2DMG|2AART|1ASPD	1CGEN|25DMG|39VULN|4RCR|6ERES|78AART|aASPD
25	52535 12222	 * 	180.84	ACR|4VULN|2DMG|2ASPD	1ERES|25DMG|367aVULN|4RCR|89ASPD
26	15331 11331	   	180.57	ACR|3DMG|2VULN|2ZMB|2DUR	1aDUR|28aDMG|35CGEN|4RCR|69VULN|7aZMB|aBPWR
27	15232 13216	   	180.29	ACR|3DMG|2VULN|3DUR|1ZMB|1SELL	15aDUR|27aDMG|3BEXP|4RCR|6ZMB|8SELL|9aVULN|aBPWR
28	15532 13216	   	180.29	ACR|3DMG|2VULN|3DUR|1ZMB|1SELL	15aDUR|27aDMG|3FEWX|4RCR|6ZMB|8SELL|9aVULN|aBPWR
29	52535 12322	   	180.21	ACR|5VULN|2DMG	1aERES|25DMG|3679aVULN|4RCR|8aFEWX|aBPWR
30	22535 12212	   	180.11	ACR|5VULN|2DMG	1CGEN|25DMG|3679aVULN|4RCR|8TLV
31	22535 12322	   	180.11	ACR|5VULN|2DMG	1CGEN|25DMG|3679aVULN|4RCR|8BASHEA
32	52535 12112	   	180.11	ACR|5VULN|2DMG	1ERES|25DMG|3679aVULN|4RCR|8CGEN
33	15235 11333	   	179.62	ACR|4VULN|2DMG|2DUR	17DUR|28DMG|3BEXP|4RCR|569aVULN
34	52532 32622	   	179.62	ACR|4VULN|2DMG|2DUR	1aERES|26DMG|389aVULN|4RCR|5aDUR|7DMSP|aBPWR
35	15135 11333	   	179.52	ACR|4VULN|2DMG|2DUR	17DUR|28DMG|3DUST|4RCR|569aVULN
36	15335 11533	   	179.37	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1DUR|25DMG|3CGEN|4RCR|6aVULN|7ZMB|8RPLT|9AART
37	22533 41331	   	179.27	ACR|3DMG|2VULN|2ASPD|2DUR	1aCGEN|28aDMG|39VULN|4RCR|57DUR|6aASPD|aBPWR
38	15235 11331	 * 	179.17	ACR|3VULN|2DMG|1FLTHEA|2DUR	17DUR|28DMG|3BEXP|4RCR|569VULN|aFLTHEA
39	15235 11336	 * 	179.17	ACR|3VULN|2DMG|1CDMG|2DUR	17DUR|28DMG|3BEXP|4RCR|569VULN|aCDMG
40	15535 11231	   	179.17	ACR|3VULN|2DMG|1FLTHEA|2DUR	17DUR|28DMG|3FEWX|4RCR|569VULN|aFLTHEA
41	22235 12534	   	179.09	ACR|3DMG|2AART|1VULN|1ASPD	1CGEN|258DMG|3LHND|4RCR|6VULN|79AART|aASPD
42	15135 11331	   	179.07	ACR|3VULN|2DMG|1FLTHEA|2DUR	17DUR|28DMG|3DUST|4RCR|569VULN|aFLTHEA
43	22535 32362	   	178.99	ACR|3DMG|2AART|1VULN|1ASPD	1CGEN|25aDMG|3VULN|4RCR|6ERES|78AART|9ASPD
44	15232 55311	 * 	178.88	ACR|2VULN|2DMG|1AART|3DUR	156DUR|2aDMG|3aBEXP|4RCR|7AART|8DMSP|9aVULN|aBPWR
45	15132 55311	   	178.68	ACR|2VULN|2DMG|1AART|3DUR	156DUR|2aDMG|3aDUST|4RCR|7AART|8DMSP|9aVULN|aBPWR
46	22235 12521	   	178.64	ACR|3DMG|1AART|1VULN|1ZMB|1DUR	1CGEN|258DMG|3LHND|4RCR|6VULN|7AART|9ZMB|aDUR
47	22535 22521	   	178.64	ACR|3DMG|1AART|1VULN|1ZMB|1DUR	1CGEN|258DMG|3VULN|4RCR|6LHND|7AART|9ZMB|aDUR
48	15235 15333	   	178.54	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2DMG|3BEXP|4RCR|56VULN|7AART|8RCVC|9CDMG|aZMB
49	52235 12521	   	178.54	ACR|3DMG|1AART|1VULN|1ZMB|1DUR	1ERES|258DMG|3LHND|4RCR|6VULN|7AART|9ZMB|aDUR
50	22535 32321	 * 	178.25	ACR|3AART|2VULN|2DMG	1CGEN|25DMG|39VULN|4RCR|6ERES|78aAART
51	15314 12326	 * 	178.20	DCR|2AART|2DMG|1VULN|1CDMG|1ASPD|1DUR	1DUR|28DMG|3CGEN|45AART|6CDMG|7ASPD|9VULN|aRCR
52	22235 12543	   	178.19	ACR|3DMG|2VULN|1AART	1CGEN|258DMG|3LHND|4RCR|6aVULN|7AART|9DUST
53	52531 13631	   	177.84	ACR|3VULN|2DMG|2ASPD|1ZMB	1aERES|27DMG|39aVULN|4RCR|5CGEN|6ZMB|8aASPD|aBPWR
54	15335 11161	 * 	177.65	ACR|3DMG|2FLTHEA|1VULN|2ZMB|1DUR	1DUR|25aDMG|3CGEN|4RCR|6VULN|7aZMB|8FEWX|9aFLTHEA|aBPWR
55	13521 13116	 * 	177.20	ACR|4VULN|3ASPD|3DUR|1CDMG	19aDUR|2BEXP|369aVULN|4TLV|5RCR|7CDMG|89aASPD|9aBPWR
56	22531 12622	   	177.09	ACR|3VULN|2DMG|1AART	15CGEN|2aDMG|367VULN|4RCR|8LWND|9AART
57	22535 12621	   	177.09	ACR|3VULN|2DMG|1AART	1CGEN|25DMG|367VULN|4RCR|8LWND|9AART|aRPLT
58	22535 12623	   	177.09	ACR|3VULN|2DMG|1AART	1CGEN|25DMG|367VULN|4RCR|8LWND|9AART|aFEWX
59	22535 13622	   	177.09	ACR|3DMG|2VULN|1AART	17CGEN|25aDMG|36VULN|4RCR|8LWND|9AART
60	15312 12425	 * 	176.85	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	15DUR|2DMG|3CGEN|4AART|6CDMG|7ASPD|8RCR|9aVULN
61	15335 11334	   	176.84	ACR|3DMG|1AART|1VULN|1ZMB|1DUR	1DUR|258DMG|39CGEN|4RCR|6VULN|7ZMB|aAART
62	22235 14112	   	176.49	ACR|3VULN|2DMG|1AART	1CGEN|25DMG|3LHND|4RCR|689VULN|7MGNSTR|aAART
63	22535 24112	   	176.49	ACR|3VULN|2DMG|1AART	1CGEN|25DMG|389VULN|4RCR|6LHND|7MGNSTR|aAART
64	15533 13216	   	176.47	ACR|3DMG|2VULN|2DUR|1ZMB|1SELL	1aDUR|27aDMG|35FEWX|4RCR|6ZMB|8SELL|9aVULN|aBPWR
65	15335 43111	   	176.47	ACR|3DMG|2VULN|3DUR|1ASPD	16aDUR|25aDMG|38CGEN|4RCR|7ASPD|9aVULN|aBPWR
66	22534 51331	   	176.47	ACR|3DMG|2VULN|3DUR|1ASPD	1aCGEN|28aDMG|39VULN|4RCR|5ASPD|67aDUR|aBPWR
67	15314 12423	   	176.42	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2DMG|3CGEN|45AART|6CDMG|7ASPD|8RCR|9VULN|aZMB
68	22535 12236	   	176.39	ACR|3VULN|2DMG|1AART	1CGEN|25DMG|367VULN|4RCR|8TLV|9LIT|aAART
69	52235 14112	   	176.39	ACR|3VULN|2DMG|1AART	1ERES|25DMG|3LHND|4RCR|689VULN|7MGNSTR|aAART
70	52532 33231	   	175.88	ACR|3VULN|3DMG|1DUR	1aERES|26aDMG|389VULN|4RCR|5DUR|7aCGEN|aBPWR
71	22535 12314	   	175.78	ACR|3VULN|3DMG|1DUR	1CGEN|259DMG|367VULN|4RCR|8BASHEA|aDUR
72	13212 11531	 * 	175.54	ACR|2DMG|1AART|1VULN|2CDMG|2DUR	18DUR|28BEXP|35CDMG|4RCR|6DUST|78DMG|8BPWR|9VULN|aAART
73	22534 13251	 * 	175.49	ACR|2VULN|2DMG|2CDMG|1ZMB|1ASPD|1SELL	1aCGEN|27DMG|3aVULN|4RCR|5ASPD|6ZMB|8SELL|9aCDMG|aBPWR
74	22611 33536	 * 	175.46	DCR|2AART|2VULN|2DMG	1CGEN|28DMG|3FEWX|46AART|5BEXP|7RCR|9aVULN
75	22531 41331	   	175.28	ACR|3DMG|2VULN|2ZMB|1DUR	15aCGEN|28aDMG|39VULN|4RCR|6DUR|7aZMB|aBPWR
76	22533 21331	   	175.28	ACR|3DMG|2VULN|2ZMB|1DUR	16aCGEN|28aDMG|39VULN|4RCR|5DUR|7aZMB|aBPWR
77	22534 41331	 * 	175.28	ACR|3VULN|2DMG|2ZMB|1ASPD	1aCGEN|28DMG|39aVULN|4RCR|5ASPD|6MLV|7aZMB|aBPWR
78	52532 31231	   	174.98	ACR|3DMG|2VULN|2ZMB|1DUR	18aERES|26aDMG|39VULN|4RCR|5DUR|7aZMB|aBPWR
79	52534 13322	   	174.98	ACR|3DMG|2VULN|2ZMB|1ASPD	18aERES|27aDMG|39VULN|4RCR|5ASPD|6aZMB|aBPWR
80	15136 25311	   	174.77	ACR|2VULN|2DMG|1AART|2DUR	1aDUR|2aDMG|356DUST|4RCR|7AART|8DMSP|9aVULN|aBPWR
81	15333 11336	   	174.52	ACR|2VULN|2DMG|1CDMG|2DUR|1ZMB	15DUR|28DMG|3CGEN|4RCR|69VULN|7ZMB|aCDMG
82	22535 12132	   	174.32	ACR|4VULN|2DMG|1DUR	18CGEN|25DMG|367aVULN|4RCR|9DUR
83	22535 12152	   	174.32	ACR|4VULN|2DMG|1ASPD	18CGEN|25DMG|367aVULN|4RCR|9ASPD
84	15235 12333	   	174.32	ACR|4VULN|2DMG|1DUR	1DUR|28DMG|3BEXP|4RCR|569aVULN|7DMSP
85	22535 12214	   	174.22	ACR|4VULN|2DMG|1ASPD	1CGEN|25DMG|3679VULN|4RCR|8TLV|aASPD
86	22535 12216	   	174.22	ACR|4VULN|2DMG|1DUR	1CGEN|25DMG|3679VULN|4RCR|8TLV|aDUR
87	22535 12222	   	174.22	ACR|4VULN|2DMG|1ASPD	1CGEN|25DMG|367aVULN|4RCR|8TLV|9ASPD
88	52535 12122	   	174.22	ACR|4VULN|2DMG|1ASPD	1ERES|25DMG|367aVULN|4RCR|8CGEN|9ASPD
89	52535 12211	   	174.22	ACR|4VULN|2DMG|1ASPD	1ERES|25DMG|3679VULN|4RCR|8ASPD|aCGEN
90	15135 12333	   	174.22	ACR|4VULN|2DMG|1DUR	1DUR|28DMG|3DUST|4RCR|569aVULN|7DMSP
91	52535 12213	   	174.12	ACR|4VULN|2DMG|1ASPD	1aERES|25DMG|3679VULN|4RCR|8ASPD
92	52535 32212	   	174.12	ACR|4VULN|2DMG|1ASPD	16ERES|25DMG|379aVULN|4RCR|8ASPD
93	22535 22631	   	174.08	ACR|2VULN|2DMG|2AART	1CGEN|25DMG|38VULN|4RCR|6LHND|79AART|aRPLT
94	22535 22633	   	174.08	ACR|2VULN|2DMG|2AART	1CGEN|25DMG|38VULN|4RCR|6LHND|79AART|aFEWX
95	22231 12536	   	174.08	ACR|2VULN|2DMG|2AART	15CGEN|28DMG|3LHND|4RCR|6aVULN|79AART
96	22231 12632	   	174.08	ACR|2VULN|2DMG|2AART	15CGEN|2aDMG|3LHND|4RCR|68VULN|79AART
97	22235 12631	   	174.08	ACR|2VULN|2DMG|2AART	1CGEN|25DMG|3LHND|4RCR|68VULN|79AART|aRPLT
98	22235 12633	   	174.08	ACR|2VULN|2DMG|2AART	1CGEN|25DMG|3LHND|4RCR|68VULN|79AART|aFEWX
99	22235 12634	   	174.08	ACR|2VULN|2DMG|2AART	1CGEN|25DMG|3LHND|4RCR|68VULN|79AART|aMLV
100	22531 22536	   	174.08	ACR|2VULN|2DMG|2AART	15CGEN|28DMG|3aVULN|4RCR|6LHND|79AART
101	22531 22632	   	174.08	ACR|2VULN|2DMG|2AART	15CGEN|2aDMG|38VULN|4RCR|6LHND|79AART
102	22535 32314	   	173.98	ACR|2VULN|2DMG|2AART	1CGEN|25DMG|3aVULN|4RCR|6ERES|78AART|9BELT
103	22535 32324	   	173.98	ACR|2VULN|2DMG|2AART	1CGEN|25DMG|39VULN|4RCR|6ERES|78AART|aBELT
104	52235 12631	   	173.98	ACR|2VULN|2DMG|2AART	1ERES|25DMG|3LHND|4RCR|68VULN|79AART|aRPLT
105	52235 12633	   	173.98	ACR|2VULN|2DMG|2AART	1ERES|25DMG|3LHND|4RCR|68VULN|79AART|aFEWX
106	22533 42331	   	173.97	ACR|3DMG|2VULN|2ASPD|1DUR	1aCGEN|28aDMG|39VULN|4RCR|5DUR|6aASPD|7DMSP|aBPWR
107	22535 32326	   	173.88	ACR|2VULN|2DMG|2AART	1CGEN|25DMG|39VULN|4RCR|6aERES|78AART
108	22535 32531	   	173.88	ACR|2VULN|2DMG|2AART	1CGEN|25DMG|38VULN|4RCR|69ERES|7aAART
109	22535 12134	   	173.87	ACR|3VULN|2DMG|1CDMG|1DUR	18CGEN|25DMG|367VULN|4RCR|9DUR|aCDMG
110	15235 12331	   	173.87	ACR|3VULN|2DMG|1FLTHEA|1DUR	1DUR|28DMG|3BEXP|4RCR|569VULN|7DMSP|aFLTHEA
111	15235 12336	   	173.87	ACR|3VULN|2DMG|1CDMG|1DUR	1DUR|28DMG|3BEXP|4RCR|569VULN|7DMSP|aCDMG
112	15535 12231	   	173.87	ACR|3VULN|2DMG|1FLTHEA|1DUR	1DUR|28DMG|3FEWX|4RCR|569VULN|7DMSP|aFLTHEA
113	22535 12224	   	173.77	ACR|3VULN|2DMG|1CDMG|1ASPD	1CGEN|25DMG|367VULN|4RCR|8TLV|9ASPD|aCDMG
114	15135 12331	   	173.77	ACR|3VULN|2DMG|1FLTHEA|1DUR	1DUR|28DMG|3DUST|4RCR|569VULN|7DMSP|aFLTHEA
115	52532 33236	   	173.77	ACR|3VULN|2DMG|1CDMG|1DUR	1ERES|26DMG|389VULN|4RCR|5DUR|7CGEN|aCDMG
116	22114 11235	 * 	173.66	DCR|2AART|2VULN|1DMG|1CDMG|1ASPD	1CGEN|2DMG|3LWND|45AART|6CDMG|7aVULN|8ASPD|9RCR
117	22114 12635	   	173.66	DCR|2AART|2VULN|1DMG|1CDMG|1ASPD	1CGEN|2DMG|3LWND|45AART|6CDMG|7ASPD|8aVULN|9RCR
118	22214 11235	   	173.66	DCR|2AART|2VULN|1DMG|1CDMG|1ASPD	1CGEN|2DMG|3LHND|45AART|6CDMG|7aVULN|8ASPD|9RCR
119	22214 12635	   	173.66	DCR|2AART|2VULN|1DMG|1CDMG|1ASPD	1CGEN|2DMG|3LHND|45AART|6CDMG|7ASPD|8aVULN|9RCR
120	36314 11235	   	173.66	DCR|2AART|2VULN|1DMG|1CDMG|1ASPD	1LWND|2DMG|3CGEN|45AART|6CDMG|7aVULN|8ASPD|9RCR
121	22235 12641	   	173.64	ACR|2VULN|2DMG|1AART|1ZMB	1CGEN|25DMG|3LHND|4RCR|68VULN|7AART|9ZMB|aLWND
122	22235 12642	   	173.64	ACR|2VULN|2DMG|1AART|1ZMB	1CGEN|25DMG|3LHND|4RCR|68VULN|7AART|9ZMB|aLIT
123	22531 12626	 * 	173.60	ACR|4VULN|1AART|1DMG	15CGEN|2DMG|367aVULN|4RCR|8LWND|9AART
124	22235 12643	   	173.54	ACR|2VULN|2DMG|1AART|1ZMB	1CGEN|25DMG|3LHND|4RCR|68VULN|7AART|9ZMB|aTLV
125	52534 11322	 * 	172.86	ACR|2VULN|2DMG|3ZMB|1ASPD	18aERES|2aDMG|39VULN|4RCR|5ASPD|67aZMB|aBPWR
126	11521 15433	 * 	172.73	ACR|4VULN|1AART|1CDMG|1DUR	1DUR|2DUST|368aVULN|4TLV|5RCR|7AART|9CDMG
127	22534 36331	   	172.65	ACR|3DMG|2VULN|2DUR|1ASPD	16aCGEN|28aDMG|39VULN|4RCR|5ASPD|7aDUR|aBPWR
128	22534 52331	   	172.65	ACR|3DMG|2VULN|2DUR|1ASPD	1aCGEN|28aDMG|39VULN|4RCR|5ASPD|6aDUR|7DMSP|aBPWR
129	22635 11533	   	172.44	ACR|2VULN|2DMG|1AART|1ZMB	1CGEN|25DMG|3FEWX|4RCR|6aVULN|7ZMB|8RPLT|9AART
130	52531 13326	   	172.24	ACR|2VULN|2DMG|1AART|1ZMB	18ERES|27DMG|3aVULN|4RCR|5CGEN|6ZMB|9AART
131	22235 12531	   	172.15	ACR|3DMG|2AART|1VULN	1aCGEN|258DMG|3LHND|4RCR|6VULN|79AART
132	22235 12533	   	172.15	ACR|3DMG|2AART|1VULN	1CGEN|258DMG|3LHND|4RCR|6VULN|79AART|aFEWX
133	22235 12535	   	172.15	ACR|3DMG|2AART|1VULN	1CGEN|258DMG|3LHND|4RCR|6VULN|79AART|aLWND
134	22531 22532	   	172.15	ACR|3DMG|2AART|1VULN	15CGEN|28aDMG|3VULN|4RCR|6LHND|79AART
135	22531 22636	   	172.15	ACR|3VULN|2AART|1DMG	15CGEN|2DMG|38aVULN|4RCR|6LHND|79AART
136	22535 22531	   	172.15	ACR|3DMG|2AART|1VULN	1aCGEN|258DMG|3VULN|4RCR|6LHND|79AART
137	22535 22533	   	172.15	ACR|3DMG|2AART|1VULN	1CGEN|258DMG|3VULN|4RCR|6LHND|79AART|aFEWX
138	22231 12532	   	172.15	ACR|3DMG|2AART|1VULN	15CGEN|28aDMG|3LHND|4RCR|6VULN|79AART
139	22231 12636	   	172.15	ACR|3VULN|2AART|1DMG	15CGEN|2DMG|3LHND|4RCR|68aVULN|79AART
140	15312 12326	   	172.05	DCR|2DMG|1AART|1VULN|1CDMG|2DUR|1ASPD	15DUR|28DMG|3CGEN|4AART|6CDMG|7ASPD|9VULN|aRCR
141	22235 12532	   	172.05	ACR|3DMG|2AART|1VULN	1CGEN|258DMG|3LHND|4RCR|6VULN|79AART|aDUST
142	22531 32521	   	172.05	ACR|3VULN|2AART|1DMG	15CGEN|2DMG|389VULN|4RCR|6ERES|7aAART
143	22535 22532	   	172.05	ACR|3DMG|2AART|1VULN	1CGEN|258DMG|3VULN|4RCR|6LHND|79AART|aDUST
144	52235 12531	   	172.05	ACR|3DMG|2AART|1VULN	1ERES|258DMG|3LHND|4RCR|6VULN|79AART|aCGEN
145	52235 12533	   	172.05	ACR|3DMG|2AART|1VULN	1ERES|258DMG|3LHND|4RCR|6VULN|79AART|aBEXP
146	52531 32521	   	172.05	ACR|3VULN|2AART|1DMG	1ERES|2DMG|389VULN|4RCR|56CGEN|7aAART
147	12212 21146	 * 	172.03	ACR|2DMG|3CDMG|1VULN|2ASPD|2DUR	1aDUR|2LWND|35aCDMG|4RCR|6VULN|79DMG|8aASPD|aBPWR
148	13212 21146	   	172.03	ACR|2DMG|3CDMG|1VULN|2ASPD|2DUR	1aDUR|2BEXP|35aCDMG|4RCR|6VULN|79DMG|8aASPD|aBPWR
149	13212 21646	 * 	172.03	ACR|2VULN|3CDMG|1DMG|2ASPD|2DUR	1aDUR|2BEXP|35aCDMG|4RCR|68VULN|7DMG|9aASPD|aBPWR
150	52235 12532	   	171.95	ACR|3DMG|2AART|1VULN	1aERES|258DMG|3LHND|4RCR|6VULN|79AART
151	22235 12522	   	171.70	ACR|3DMG|1AART|1VULN|1ZMB	1CGEN|258DMG|3LHND|4RCR|6VULN|7AART|9ZMB|aRMIN
152	22235 12523	   	171.70	ACR|3DMG|1AART|1VULN|1ZMB	1CGEN|258DMG|3LHND|4RCR|6VULN|7AART|9ZMB|aDMSP
153	22235 12525	   	171.70	ACR|3DMG|1AART|1VULN|1ZMB	1CGEN|258DMG|3LHND|4RCR|6VULN|7AART|9ZMB|aBEXP
154	22235 12526	   	171.70	ACR|3DMG|1AART|1VULN|1ZMB	1CGEN|258DMG|3LHND|4RCR|6VULN|7AART|9ZMB|aLWND
155	22535 22522	   	171.70	ACR|3DMG|1AART|1VULN|1ZMB	1CGEN|258DMG|3VULN|4RCR|6LHND|7AART|9ZMB|aRMIN
156	22535 22523	   	171.70	ACR|3DMG|1AART|1VULN|1ZMB	1CGEN|258DMG|3VULN|4RCR|6LHND|7AART|9ZMB|aDMSP
157	15235 33361	   	171.67	ACR|2VULN|2DMG|2FLTHEA|1DUR|1ASPD	1DUR|2aDMG|3BEXP|4RCR|58VULN|6aCGEN|7ASPD|9aFLTHEA|aBPWR
158	22533 33361	   	171.67	ACR|2VULN|2DMG|2FLTHEA|1DUR|1ASPD	1CGEN|2aDMG|38VULN|4RCR|5DUR|6aBEXP|7ASPD|9aFLTHEA|aBPWR
159	22235 12524	   	171.60	ACR|3DMG|1AART|1VULN|1ZMB	1CGEN|258DMG|3LHND|4RCR|6VULN|7AART|9ZMB|aLEGI
160	22531 32525	   	171.60	ACR|3VULN|1AART|1DMG|1ZMB	15CGEN|2DMG|389VULN|4RCR|6ERES|7AART|aZMB
161	52235 12522	   	171.60	ACR|3DMG|1AART|1VULN|1ZMB	1ERES|258DMG|3LHND|4RCR|6VULN|7AART|9ZMB|aRMIN
162	52235 12523	   	171.60	ACR|3DMG|1AART|1VULN|1ZMB	1ERES|258DMG|3LHND|4RCR|6VULN|7AART|9ZMB|aDMSP
163	52534 31231	 * 	171.59	ACR|4VULN|1DMG|2ZMB|1ASPD	1aERES|2DMG|389aVULN|4RCR|5ASPD|6CGEN|7aZMB|aBPWR
164	22235 11364	   	171.51	ACR|3DMG|1AART|1VULN|1ZMB	1CGEN|258DMG|3LHND|4RCR|6VULN|7ZMB|9RCVC|aAART
165	15133 62533	   	171.43	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	17DUR|28DMG|3DUST|4RCR|5FEWX|6AART|9CDMG|aVULN
166	22214 12326	   	171.26	DCR|2AART|2DMG|1VULN|1CDMG|1ASPD	1CGEN|28DMG|3LHND|45AART|6CDMG|7ASPD|9VULN|aRCR
167	22614 12326	   	171.26	DCR|2AART|2DMG|1VULN|1CDMG|1ASPD	1CGEN|28DMG|3FEWX|45AART|6CDMG|7ASPD|9VULN|aRCR
168	22535 12532	   	171.23	ACR|3VULN|2DMG|1ZMB|1DUR	1CGEN|25DMG|367VULN|4RCR|8BEXP|9DUR|aZMB
169	15335 14333	   	171.23	ACR|3DMG|2VULN|1ZMB|1DUR	1DUR|258DMG|3CGEN|4RCR|69VULN|7MGNSTR|aZMB
170	22533 53333	   	171.23	ACR|3DMG|2VULN|1ZMB|1DUR	17CGEN|278DMG|39VULN|4RCR|5DUR|67SNIHEL|7BPWR|aZMB
171	22534 13331	   	171.23	ACR|3VULN|2DMG|1ZMB|1ASPD	1aCGEN|27DMG|39aVULN|4RCR|5ASPD|6ZMB|8aERES|aBPWR
172	52532 34333	   	171.13	ACR|3DMG|2VULN|1ZMB|1DUR	1ERES|268DMG|39VULN|4RCR|5DUR|7MGNSTR|aZMB
173	15352 22523	 * 	171.12	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	1DUR|248DMG|34CGEN|4BPWR|5VULN|6LHND|7AART|9ZMB|aRCR
174	52532 53333	   	171.03	ACR|3DMG|2VULN|1ZMB|1DUR	17ERES|278DMG|39VULN|4RCR|5DUR|67SNIHEL|7BPWR|aZMB
175	15325 12523	   	171.02	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	1DUR|258DMG|3CGEN|4LWND|6VULN|7AART|9ZMB|aRCR
176	15362 22523	   	171.02	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	1DUR|248DMG|3CGEN|5VULN|6LHND|7AART|9ZMB|aRCR
177	22145 12523	   	171.02	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	1CGEN|258DMG|3LWND|4DUR|6VULN|7AART|9ZMB|aRCR
178	22245 12523	   	171.02	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	1CGEN|258DMG|3LHND|4DUR|6VULN|7AART|9ZMB|aRCR
179	22513 35135	 * 	170.93	DCR|3VULN|1AART|1DMG|1CDMG	1CGEN|2DMG|38aVULN|4AART|5MLV|6LWND|7CDMG|9RCR
180	15132 35533	   	170.83	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	15DUR|28DMG|3DUST|4RCR|6FEWX|7AART|9CDMG|aVULN
181	15232 25533	   	170.83	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	15DUR|28DMG|3BEXP|4RCR|6DUST|7AART|9CDMG|aVULN
182	15235 13161	   	170.77	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|2DMG|3BEXP|4RCR|56VULN|7CDMG|8ASPD|9RMIN|aAART
