0	Index      	 *	Score 	Summary	Detail	
1	15153 23521	 * 	198.74	ACR|3VULN|3DMG|2ASPD|1CDMG	18aDMG|2CDMG|3RCR|4RPLT|58ASPD|678VULN|8BPWR|9BELT
21	15121 32133	 * 	181.79	ACR|3DMG|2VULN|3CDMG	18aDMG|29aCDMG|3RCR|4MLV|5ERES|6aVULN|7RMIN|aBPWR
22	15122 42133	   	181.79	ACR|3DMG|2VULN|3CDMG	18aDMG|29aCDMG|3RCR|4MLV|5TLV|6aVULN|7RMIN|aBPWR
23	24432 53131	 * 	181.11	DCR|3VULN|2DMG|1AART|1DUR	1FEWX|256VULN|34DMG|7SNIHEL|8RCR|9AART|aDUR
24	15235 23225	 * 	180.98	DCR|2VULN|1AART|1DMG|2CDMG|1FLTHEA|1ASPD	1DMG|27CDMG|38VULN|4FEWX|5FLTHEA|6AART|9RCR|aASPD
25	61214 32512	   	180.90	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1CDMG|2LWND|34VULN|5DUST|6ASPD|7RCR|89DMG|aAART
26	15215 23225	   	180.88	DCR|2VULN|1AART|1DMG|2CDMG|1FLTHEA|1ASPD	1DMG|27CDMG|38VULN|4DUST|5FLTHEA|6AART|9RCR|aASPD
27	24412 61212	 * 	180.27	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD	15FEWX|269VULN|3DMG|4AART|7ASPD|8RCR|aCDMG
28	23252 16613	   	180.02	DCR|3VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1FEWX|2SELL|359VULN|4CDMG|6DMG|7RCR|8AART|aDUR
29	15134 41311	   	179.64	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1aDMG|2CDMG|3RCR|4FEWX|5DUR|6AART|7LWND|8ZMB|9VULN
30	15152 42212	   	179.64	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DMG|2CDMG|3RCR|4RPLT|5LHND|6AART|7aVULN|8DUR|9ZMB
31	15163 41311	   	179.64	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1aDMG|2CDMG|3RCR|4DUR|5FEWX|6AART|7LWND|8ZMB|9VULN
32	15114 41311	   	179.54	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1aDMG|2CDMG|3RCR|4DUST|5DUR|6AART|7LWND|8ZMB|9VULN
33	15151 42112	   	179.54	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DMG|2CDMG|3RCR|4RPLT|5DUR|6AART|7aVULN|8DUST|9ZMB
34	15162 21523	   	179.54	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DMG|2CDMG|3RCR|4DUR|5BASICY|6AART|7ZMB|8aVULN|9BEXP
35	23252 16612	 * 	179.40	DCR|3VULN|1AART|1DMG|2CDMG|1SELL	1FEWX|2SELL|359VULN|4aCDMG|6DMG|7RCR|8AART
36	12121 14212	   	179.18	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	1aDMG|2aDUR|3LHND|4ASPD|5RCVC|6aVULN|7AART|8RCR|9BELT|aBPWR
37	12123 14212	   	179.18	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	1aDMG|2aDUR|3LHND|4ASPD|5DMSP|6aVULN|7AART|8RCR|9BELT|aBPWR
38	12126 14212	   	179.18	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	1aDMG|2aDUR|35LHND|4ASPD|6aVULN|7AART|8RCR|9BELT|aBPWR
39	12521 14212	   	179.18	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	1aDMG|2aDUR|3ASPD|4LHND|5RCVC|6aVULN|7AART|8RCR|9BELT|aBPWR
40	12523 14212	   	179.18	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	1aDMG|2aDUR|3ASPD|4LHND|5DMSP|6aVULN|7AART|8RCR|9BELT|aBPWR
41	12526 14212	   	179.18	DCR|2VULN|2DMG|1AART|2DUR|1ASPD	1aDMG|2aDUR|3ASPD|45LHND|6aVULN|7AART|8RCR|9BELT|aBPWR
42	15132 21626	 * 	179.01	ACR|2DMG|1AART|2CDMG|2FLTHEA|1ZMB	1aDMG|28CDMG|3RCR|4aFEWX|5BASICY|6AART|7ZMB|9aFLTHEA|aBPWR
43	15112 21626	   	178.81	ACR|2DMG|1AART|2CDMG|2FLTHEA|1ZMB	1aDMG|28CDMG|3RCR|4aDUST|5BASICY|6AART|7ZMB|9aFLTHEA|aBPWR
44	15142 22413	   	178.78	ACR|2VULN|2DMG|1AART|1CDMG	1aDMG|2CDMG|3RCR|4aCGEN|5MLV|6TLV|7AART|8RPLT|9aVULN|aBPWR
45	15235 23151	   	178.58	DCR|2VULN|1AART|1DMG|2CDMG|1FLTHEA|1DUR	1DMG|27CDMG|39VULN|4FEWX|5FLTHEA|6AART|8DUR|aRCR
46	15215 23151	   	178.48	DCR|2VULN|1AART|1DMG|2CDMG|1FLTHEA|1DUR	1DMG|27CDMG|39VULN|4DUST|5FLTHEA|6AART|8DUR|aRCR
47	12622 13134	   	178.45	DCR|3VULN|3DMG|2DUR	169DMG|2aDUR|34DMSP|59aVULN|79aSNIHEL|8RCR|9aBPWR
48	13346 12214	   	178.45	DCR|3VULN|3DMG|2DUR	13aDMG|2DMSP|4DLOT|5CGEN|69aVULN|7aDUR|8RCR|aBPWR
49	13341 12214	   	178.35	DCR|3VULN|3DMG|2DUR	13aDMG|2DMSP|4DLOT|5ERES|69aVULN|7aDUR|8RCR|aBPWR
50	14223 14226	 * 	178.20	DCR|2VULN|2DMG|2AART|1ASPD	15DMG|2LWND|3FEWX|4ASPD|69VULN|7aAART|8RCR
51	14232 14226	   	178.20	DCR|2VULN|2DMG|2AART|1ASPD	14DMG|2LWND|3FEWX|59VULN|6ASPD|7aAART|8RCR
52	15124 63231	   	178.18	ACR|2VULN|2DMG|1AART|1CDMG	19DMG|2CDMG|3RCR|49MLV|5DUST|6BEXP|79VULN|8AART|9BPWR|aLHND
53	15124 63233	   	178.18	ACR|2VULN|2DMG|1AART|1CDMG	19DMG|2CDMG|3RCR|49MLV|5DUST|6BEXP|79VULN|8AART|9BPWR|aRMIN
54	11132 14226	   	178.10	DCR|2VULN|2DMG|2AART|1ASPD	14DMG|2DUST|3LHND|59VULN|6ASPD|7aAART|8RCR
55	14323 14226	   	178.10	DCR|2VULN|2DMG|2AART|1ASPD	15DMG|2LWND|3DUST|4ASPD|69VULN|7aAART|8RCR
56	14332 14226	   	178.10	DCR|2VULN|2DMG|2AART|1ASPD	14DMG|2LWND|3DUST|59VULN|6ASPD|7aAART|8RCR
57	15124 63232	   	178.08	ACR|2VULN|2DMG|1AART|1CDMG	19DMG|2CDMG|3RCR|49MLV|5aDUST|6BEXP|79VULN|8AART|9BPWR
58	64223 23612	 * 	177.88	DCR|2VULN|2DMG|1AART|2CDMG	17CDMG|2MBVNT|37VULN|4FEWX|59DMG|67ERES|7BPWR|8RCR|aAART
59	13211 33612	   	177.27	DCR|3VULN|3DMG|1CDMG	18aDMG|2DMSP|3CDMG|47aDUST|56aVULN|9RCR|aBPWR
60	13231 63612	   	177.27	DCR|3VULN|3DMG|1CDMG	18aDMG|2DMSP|3CDMG|45aVULN|67aDUST|9RCR|aBPWR
61	13236 33612	   	177.27	DCR|3VULN|3DMG|1CDMG	18aDMG|2DMSP|3CDMG|46aVULN|57aDUST|9RCR|aBPWR
62	13222 34343	   	176.83	DCR|3DMG|2VULN|2CDMG|1ZMB	147DMG|2DMSP|34CDMG|47BPWR|57CGEN|67VULN|8AIRHEA|9ZMB|aRCR
63	15126 12161	   	176.75	ACR|3VULN|1AART|1DMG|1CDMG	1DMG|2CDMG|3RCR|4MLV|5RCVC|69aVULN|7AART|8CGEN
64	15126 12621	   	176.65	ACR|3VULN|1AART|1DMG|1CDMG	1DMG|2CDMG|3RCR|4MLV|5RCVC|69aVULN|7AART|8TLV
65	15151 13123	   	176.63	ACR|3DMG|1VULN|1CDMG|1ZMB|1ASPD|1DUR	18aDMG|2CDMG|3RCR|4RPLT|5DUR|6ASPD|7VULN|9ZMB
66	15153 26123	   	176.63	ACR|3DMG|1VULN|1CDMG|1ZMB|1ASPD|1DUR	18aDMG|2CDMG|3RCR|4RPLT|5ASPD|6VULN|7DUR|9ZMB
67	16211 52224	   	176.42	DCR|2DMG|1AART|1VULN|2CDMG|2DUR	19DMG|2RMIN|39BEXP|4VULN|5aDUR|69CDMG|7RCR|8AART|9BPWR
68	15142 32113	   	175.85	ACR|3DMG|2VULN|2CDMG	18aDMG|2aCDMG|3RCR|4CGEN|5MLV|6aVULN|7RMIN|9RCVC|aBPWR
69	15142 32123	   	175.85	ACR|3DMG|2VULN|2CDMG	18aDMG|2aCDMG|3RCR|49CGEN|5MLV|6aVULN|7RMIN|aBPWR
70	15121 32113	   	175.75	ACR|3DMG|2VULN|2CDMG	18aDMG|2aCDMG|3RCR|4MLV|5ERES|6aVULN|7RMIN|9RCVC|aBPWR
71	15122 42113	   	175.75	ACR|3DMG|2VULN|2CDMG	18aDMG|2aCDMG|3RCR|4MLV|5TLV|6aVULN|7RMIN|9RCVC|aBPWR
72	15141 32113	   	175.75	ACR|3DMG|2VULN|2CDMG	18aDMG|2aCDMG|3RCR|4CGEN|5ERES|6aVULN|7RMIN|9RCVC|aBPWR
73	15141 32123	   	175.75	ACR|3DMG|2VULN|2CDMG	18aDMG|2aCDMG|3RCR|49CGEN|5ERES|6aVULN|7RMIN|aBPWR
74	15224 32231	   	175.36	DCR|2VULN|2DMG|1AART|1CDMG	19DMG|2CDMG|39VULN|4MLV|5DUST|69BEXP|7RCR|8AART|9BPWR|aLHND
75	15224 32233	   	175.36	DCR|2VULN|2DMG|1AART|1CDMG	19DMG|2CDMG|39VULN|4MLV|5DUST|69BEXP|7RCR|8AART|9BPWR|aRMIN
76	15244 32231	   	175.36	DCR|2VULN|2DMG|1AART|1CDMG	19DMG|2CDMG|39VULN|4CGEN|5DUST|69BEXP|7RCR|8AART|9BPWR|aLHND
77	15244 32233	   	175.36	DCR|2VULN|2DMG|1AART|1CDMG	19DMG|2CDMG|39VULN|4CGEN|5DUST|69BEXP|7RCR|8AART|9BPWR|aRMIN
78	15224 32232	   	175.26	DCR|2VULN|2DMG|1AART|1CDMG	19DMG|2CDMG|39VULN|4MLV|5aDUST|69BEXP|7RCR|8AART|9BPWR
79	15224 32236	   	175.26	DCR|2VULN|2DMG|1AART|1CDMG	19DMG|2CDMG|39VULN|4MLV|5DUST|69BEXP|7RCR|8AART|9BPWR|aERES
80	15244 32232	   	175.26	DCR|2VULN|2DMG|1AART|1CDMG	19DMG|2CDMG|39VULN|4CGEN|5aDUST|69BEXP|7RCR|8AART|9BPWR
81	13231 44532	   	175.17	DCR|3DMG|2VULN|2CDMG|1ASPD	18aDMG|2DMSP|3aCDMG|45VULN|6ASPD|7aLSRICY|9RCR|aBPWR
82	15123 11122	   	174.97	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DMG|2CDMG|3RCR|4MLV|5RPLT|6ASPD|7AART|89VULN|aDUR
83	15123 11612	   	174.97	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	18DMG|2CDMG|3RCR|4MLV|5RPLT|6ASPD|7AART|9VULN|aDUR
84	15143 11122	   	174.97	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DMG|2CDMG|3RCR|4CGEN|5RPLT|6ASPD|7AART|89VULN|aDUR
85	15143 11612	   	174.97	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	18DMG|2CDMG|3RCR|4CGEN|5RPLT|6ASPD|7AART|9VULN|aDUR
86	15153 41122	   	174.87	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DMG|2CDMG|3RCR|4RPLT|5ASPD|6TLV|7AART|89VULN|aDUR
87	15154 11122	   	174.87	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DMG|2CDMG|3RCR|4RPLT|5ERES|6ASPD|7AART|89VULN|aDUR
88	15421 32225	   	174.76	DCR|2VULN|2DMG|1AART|1CDMG	1aDMG|2CDMG|3aLWND|4MLV|5ERES|6aVULN|7RCR|8RMIN|9AART|aBPWR
89	61262 23314	   	174.66	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA|1DUR	1CDMG|2LWND|39VULN|4CGEN|5FLTHEA|6DUR|7DMG|8RCR|aAART
90	62262 23314	   	174.66	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA|1DUR	1CDMG|2LHND|39VULN|4CGEN|5FLTHEA|6DUR|7DMG|8RCR|aAART
91	15151 13125	 * 	174.62	ACR|2DMG|1VULN|1CDMG|1FLTHEA|1ZMB|1DUR|1ASPD	18DMG|2CDMG|3RCR|4RPLT|5DUR|6ASPD|7VULN|9ZMB|aFLTHEA
92	15213 62511	   	174.56	DCR|2VULN|2DMG|1AART|1CDMG	18DMG|2CDMG|36VULN|4DUST|5FEWX|7RCR|9AART|aRMIN
93	15213 62513	   	174.56	DCR|2VULN|2DMG|1AART|1CDMG	18DMG|2CDMG|36VULN|4DUST|5FEWX|7RCR|9AART|aCGEN
94	13224 63533	 * 	174.53	DCR|2VULN|2DMG|2CDMG|2ZMB	14DMG|2DMSP|34CDMG|4BPWR|5BELT|6RCR|79ZMB|8aVULN
95	15213 62512	   	174.46	DCR|2VULN|2DMG|1AART|1CDMG	18DMG|2CDMG|36VULN|4DUST|5FEWX|7RCR|9AART|aTLV
96	15123 15422	   	174.37	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DMG|2CDMG|3RCR|4MLV|5RPLT|6ASPD|79VULN|8AART|aDUR
97	15151 51121	   	174.35	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1DMG|26CDMG|3RCR|4RPLT|5DUR|7AART|89VULN|aFEWX
98	15151 51123	   	174.35	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1DMG|26CDMG|3RCR|4RPLT|5DUR|7AART|89VULN|aLWND
99	15213 61511	   	174.30	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	18DMG|2CDMG|36VULN|4DUST|5FEWX|7DUR|9AART|aRCR
100	15166 23313	 * 	174.28	ACR|3DMG|3CDMG|1AART|1DUR	159DMG|279CDMG|3RCR|4DUR|6TLV|89LIT|9BPWR|aAART
101	15162 21512	   	174.18	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB|1ASPD	1DMG|2CDMG|3RCR|4aDUR|5BASICY|6AART|7ZMB|8VULN|9ASPD
102	24432 53132	   	174.17	DCR|3VULN|2DMG|1AART	1FEWX|256VULN|34DMG|7SNIHEL|8RCR|9AART|aLIT
103	24432 53133	   	174.17	DCR|3VULN|2DMG|1AART	1FEWX|256VULN|34DMG|7SNIHEL|8RCR|9AART|aCGEN
104	11641 33512	 * 	174.07	DCR|3VULN|2DMG|3CDMG	1aDMG|27DUST|3DMSP|48aCDMG|56aVULN|9RCR|aBPWR
105	61212 12512	   	174.06	DCR|2VULN|2DMG|1AART|1CDMG	1CDMG|2LWND|34VULN|5MLV|6BEXP|7RCR|89DMG|aAART
106	15235 23221	   	174.04	DCR|2VULN|1AART|1DMG|2CDMG|1FLTHEA	1DMG|27CDMG|38VULN|4FEWX|5FLTHEA|6AART|9RCR|aRMIN
107	15235 23222	   	174.04	DCR|2VULN|1AART|1DMG|2CDMG|1FLTHEA	1DMG|27CDMG|38VULN|4FEWX|5FLTHEA|6AART|9RCR|aBEXP
108	15235 23224	   	174.04	DCR|2VULN|1AART|1DMG|2CDMG|1FLTHEA	1DMG|27CDMG|38VULN|4FEWX|5FLTHEA|6AART|9RCR|aLHND
109	15213 62112	   	173.96	DCR|2VULN|2DMG|1AART|1CDMG	19DMG|2CDMG|36VULN|4DUST|5FEWX|7RCR|8CGEN|aAART
110	15213 62532	   	173.96	DCR|2VULN|2DMG|1AART|1CDMG	18DMG|2CDMG|36VULN|4DUST|5FEWX|7RCR|9CGEN|aAART
111	15236 62112	   	173.96	DCR|2VULN|2DMG|1AART|1CDMG	19DMG|2CDMG|36VULN|4FEWX|5LEGI|7RCR|8CGEN|aAART
112	15236 62212	   	173.96	DCR|2VULN|2DMG|1AART|1CDMG	19DMG|2CDMG|36VULN|4FEWX|5LEGI|7RCR|8RMIN|aAART
113	61211 12512	   	173.96	DCR|2VULN|2DMG|1AART|1CDMG	1CDMG|2LWND|34VULN|5ERES|6BEXP|7RCR|89DMG|aAART
114	61223 62512	   	173.96	DCR|2VULN|2DMG|1AART|1CDMG	1CDMG|2LWND|36VULN|4BEXP|5ERES|7RCR|89DMG|aAART
115	15215 23221	   	173.94	DCR|2VULN|1AART|1DMG|2CDMG|1FLTHEA	1DMG|27CDMG|38VULN|4DUST|5FLTHEA|6AART|9RCR|aRMIN
116	15215 23222	   	173.94	DCR|2VULN|1AART|1DMG|2CDMG|1FLTHEA	1DMG|27CDMG|38VULN|4DUST|5FLTHEA|6AART|9RCR|aBEXP
117	15215 23224	   	173.94	DCR|2VULN|1AART|1DMG|2CDMG|1FLTHEA	1DMG|27CDMG|38VULN|4DUST|5FLTHEA|6AART|9RCR|aLHND
118	15235 23223	   	173.94	DCR|2VULN|1AART|1DMG|2CDMG|1FLTHEA	1DMG|27CDMG|38VULN|4FEWX|5FLTHEA|6AART|9RCR|aDUST
119	15151 42221	   	173.93	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1DMG|2CDMG|3RCR|4RPLT|58DUR|6AART|79VULN|aFEWX
120	15151 42223	   	173.93	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1DMG|2CDMG|3RCR|4RPLT|58DUR|6AART|79VULN|aLWND
121	15216 62112	   	173.86	DCR|2VULN|2DMG|1AART|1CDMG	19DMG|2CDMG|36VULN|4DUST|5LEGI|7RCR|8CGEN|aAART
122	15216 62212	   	173.86	DCR|2VULN|2DMG|1AART|1CDMG	19DMG|2CDMG|36VULN|4DUST|5LEGI|7RCR|8RMIN|aAART
123	61214 12512	   	173.86	DCR|2VULN|2DMG|1AART|1CDMG	1CDMG|2LWND|34VULN|5DUST|6ERES|7RCR|89DMG|aAART
124	15215 23223	   	173.84	DCR|2VULN|1AART|1DMG|2CDMG|1FLTHEA	1DMG|27CDMG|38VULN|4aDUST|5FLTHEA|6AART|9RCR
125	15153 23622	   	173.77	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DMG|2CDMG|3RCR|4RPLT|5ASPD|67VULN|8LIT|9AART|aDUR
126	23252 16347	   	173.72	DCR|2VULN|2DMG|1AART|1CDMG|1SELL	1FEWX|2SELL|35VULN|4CDMG|69DMG|7RCR|8MBVNT|aAART
127	14223 14222	   	173.69	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	15DMG|2LWND|3FEWX|4ASPD|69VULN|7AART|8RCR|aDUR
128	14232 14222	   	173.69	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	14DMG|2LWND|3FEWX|59VULN|6ASPD|7AART|8RCR|aDUR
129	15121 35233	 * 	173.64	ACR|2VULN|2DMG|2CDMG|2ASPD	1aDMG|29CDMG|3RCR|4aMLV|5ERES|67VULN|8aASPD|aBPWR
130	15122 45233	   	173.64	ACR|2VULN|2DMG|2CDMG|2ASPD	1aDMG|29CDMG|3RCR|4aMLV|5TLV|67VULN|8aASPD|aBPWR
131	11132 14222	   	173.59	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	14DMG|2DUST|3LHND|59VULN|6ASPD|7AART|8RCR|aDUR
132	14323 14222	   	173.59	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	15DMG|2LWND|3DUST|4ASPD|69VULN|7AART|8RCR|aDUR
133	14332 14222	   	173.59	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	14DMG|2LWND|3DUST|59VULN|6ASPD|7AART|8RCR|aDUR
134	24163 36233	 * 	173.57	DCR|2VULN|2DMG|1AART|2ZMB	1FEWX|2aVULN|3MLV|4CGEN|5AART|6aDMG|7TLV|8aZMB|9RCR|aBPWR
135	15235 21522	 * 	173.45	3VULN|2DMG|3ZMB|1AART|1CDMG|1FLTHEA	19DMG|2CDMG|389VULN|4FEWX|5FLTHEA|6AART|79aZMB|9BPWR
136	15162 21522	   	173.40	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DMG|2CDMG|3RCR|4DUR|5BASICY|6aAART|7ZMB|8VULN|9BEXP
137	15236 22512	   	173.35	DCR|3DMG|2VULN|1CDMG|1DUR	168DMG|2CDMG|3aVULN|4FEWX|5LEGI|7RCR|9DUR
138	15215 21522	   	173.35	3VULN|2DMG|3ZMB|1AART|1CDMG|1FLTHEA	19DMG|2CDMG|389VULN|4DUST|5FLTHEA|6AART|79aZMB|9BPWR
139	15142 33325	   	173.35	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1DMG|2aCDMG|3RCR|4CGEN|5MLV|6aVULN|7ASPD|8aLHND|9AART|aBPWR
140	15151 31121	   	173.33	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1DMG|2CDMG|3RCR|4RPLT|56DUR|7AART|89VULN|aFEWX
141	15151 31123	   	173.33	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1DMG|2CDMG|3RCR|4RPLT|56DUR|7AART|89VULN|aLWND
142	15151 31124	   	173.33	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1DMG|2CDMG|3RCR|4RPLT|56DUR|7AART|89VULN|aCGEN
143	15151 31125	   	173.33	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1DMG|2CDMG|3RCR|4RPLT|56DUR|7AART|89VULN|aBEXP
144	15151 31126	   	173.33	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1DMG|2CDMG|3RCR|4RPLT|56DUR|7AART|89VULN|aDMSP
145	15216 22512	   	173.25	DCR|3DMG|2VULN|1CDMG|1DUR	168DMG|2CDMG|3aVULN|4DUST|5LEGI|7RCR|9DUR
146	15121 33425	   	173.25	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1DMG|2aCDMG|3RCR|4MLV|5ERES|6aVULN|7ASPD|8aLHND|9AART|aBPWR
147	15141 33325	   	173.25	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1DMG|2aCDMG|3RCR|4CGEN|5ERES|6aVULN|7ASPD|8aLHND|9AART|aBPWR
148	23252 16611	   	173.09	DCR|3VULN|1AART|1DMG|1CDMG|1SELL	1FEWX|2SELL|359VULN|4CDMG|6DMG|7RCR|8AART|aMLV
149	12622 53136	   	173.06	DCR|3VULN|3DMG|1DUR	19aDMG|2DUR|34DMSP|569VULN|79SNIHEL|8RCR|9BPWR
150	15113 33515	 * 	173.05	ACR|2DMG|1AART|1VULN|2CDMG|1ASPD	18DMG|27CDMG|3RCR|4DUST|5FEWX|6VULN|9AART|aASPD
151	11513 15512	   	172.96	DCR|3VULN|3DMG|1ASPD	159DMG|2DUST|3ASPD|46aVULN|7RPLT|8RCR
152	62213 14478	 * 	172.94	DCR|3VULN|1AART|1DMG|2CDMG	18CDMG|2LHND|348VULN|5MBVNT|68ERES|7AART|8BPWR|9DMG|aRCR
153	13224 64222	   	172.83	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	14DMG|2DMSP|34CDMG|4BPWR|5BELT|6RCR|7DUR|8RPLT|9AART|aVULN
154	13224 63322	 * 	172.80	DCR|3DMG|1VULN|2CDMG|2ZMB	149DMG|2DMSP|34CDMG|49BPWR|5BELT|6RCR|79ZMB|89LWND|aVULN
155	13224 63622	   	172.80	DCR|3DMG|1VULN|2CDMG|2ZMB	149DMG|2DMSP|34CDMG|49BPWR|5BELT|6RCR|79ZMB|89LHND|aVULN
156	15153 23611	 * 	172.79	ACR|4VULN|1DMG|1CDMG|1ASPD	1DMG|2CDMG|3RCR|4RPLT|5ASPD|679aVULN|8LIT
157	13222 34363	   	172.77	DCR|3DMG|2VULN|2CDMG|1ASPD	147DMG|2DMSP|34CDMG|47BPWR|57CGEN|67VULN|8AIRHEA|9ASPD|aRCR
158	15132 21523	   	172.60	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2CDMG|3RCR|4FEWX|5BASICY|6AART|7ZMB|8aVULN|9BEXP
