0	Index      	 *	Score 	Summary	Detail	
1	12121 51143	 * 	218.81	ACR|3VULN|2DMG|3ZMB|2CDMG|2DUR	17aZMB|27DMG|39aVULN|4ASPD|5RCR|67DUR|7aBPWR|8aCDMG
18	12233 36441	   	204.73	ACR|3DMG|2AART|3ZMB|2CDMG	168ZMB|26aDMG|3RCR|45AART|6aBPWR|7aCDMG|9aERES
19	12232 15634	   	204.48	ACR|3DMG|2VULN|1AART|2ZMB	1aZMB|29aDMG|3RCR|4AART|5LWND|6DUR|7aVULN|8RPLT|aBPWR
20	12235 15223	   	204.28	ACR|3VULN|2DMG|1AART|2ZMB	1aZMB|2aDMG|3RCR|4AART|578VULN|6DUR|9aDUST|aBPWR
21	12235 15423	   	204.28	ACR|3DMG|2VULN|1AART|2ZMB	1aZMB|28aDMG|3RCR|4AART|57VULN|6DUR|9aDUST|aBPWR
22	12244 32212	   	204.14	ACR|2VULN|2DMG|1AART|2CDMG|1ZMB	1ZMB|2aDMG|3RCR|49VULN|5AART|67CDMG|8ASPD
23	12244 15223	   	203.68	ACR|3VULN|2DMG|1AART|2ZMB	1aZMB|2aDMG|3RCR|478VULN|5AART|6DUR|9aDUST|aBPWR
24	12235 35412	   	202.93	ACR|2AART|2VULN|2DMG|1CDMG|1ZMB	1ZMB|2aDMG|3RCR|48AART|59VULN|6CDMG|7CGEN
25	12231 11412	   	202.93	ACR|2AART|2VULN|2DMG|1CDMG|1ZMB	1ZMB|2aDMG|3RCR|48AART|5CGEN|6CDMG|79VULN
26	14232 11412	   	202.93	ACR|2AART|2VULN|2DMG|1CDMG|1ZMB	1ZMB|2CGEN|3RCR|48AART|5aDMG|6CDMG|79VULN
27	12235 36412	   	202.83	ACR|2AART|2VULN|2DMG|1CDMG|1ZMB	1ZMB|2aDMG|3RCR|48AART|59VULN|6CDMG|7ERES
28	12233 36433	 * 	202.83	ACR|2AART|2DMG|3ZMB|1VULN|1CDMG	168ZMB|26DMG|3RCR|45AART|6BPWR|7CDMG|9CGEN|aVULN
29	12233 36443	   	202.73	ACR|2AART|2DMG|3ZMB|1VULN|1CDMG	168ZMB|26DMG|3RCR|45AART|6BPWR|7CDMG|9ERES|aVULN
30	12121 63262	 * 	201.49	ACR|2VULN|2DMG|1AART|2CDMG|2ZMB	19ZMB|2aDMG|39VULN|4ASPD|5RCR|6TLV|79CDMG|8AART|9BPWR
31	12233 65622	   	200.90	ACR|3DMG|2AART|1VULN|1CDMG|1ZMB	1ZMB|26aDMG|3RCR|45AART|7TLV|8CDMG|9VULN
32	12233 66622	   	200.90	ACR|3DMG|2AART|1VULN|1CDMG|1ZMB	1ZMB|26aDMG|3RCR|45AART|7CDMG|8ERES|9VULN
33	12235 15411	   	200.43	ACR|3VULN|2DMG|1AART|1ZMB	1ZMB|28DMG|3RCR|4AART|57aVULN|6DUR|9MLV
34	12232 15624	   	200.27	ACR|2AART|2DMG|2VULN|2ZMB	1aZMB|2aDMG|3RCR|49AART|5LWND|6DUR|7aVULN|8RPLT|aBPWR
35	12232 31233	   	199.25	ACR|3DMG|2VULN|1AART|2ZMB	1aZMB|26aDMG|3RCR|4AART|56LWND|6aBPWR|7BEXP|8aVULN|9RCVC
36	12232 65533	   	199.15	ACR|3VULN|2DMG|1AART|2ZMB	1aZMB|2aDMG|3RCR|4AART|5LWND|6BEXP|78aVULN|9RCVC|aBPWR
37	12233 46122	   	198.90	ACR|2AART|2DMG|1VULN|2ASPD|1CDMG|1ZMB	1ZMB|2aDMG|3RCR|45AART|67ASPD|8CDMG|9VULN
38	12264 31233	   	198.65	ACR|3DMG|2VULN|1AART|2ZMB	1aZMB|26aDMG|3RCR|46LWND|5AART|6aBPWR|7BEXP|8aVULN|9RCVC
39	12232 16266	   	198.42	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	1ZMB|2aDMG|3RCR|4AART|5LWND|6DUR|7CDMG|89VULN
40	12235 15421	   	198.32	ACR|2VULN|2DMG|1AART|1FLTHEA|1ZMB	1ZMB|28DMG|3RCR|4AART|57VULN|6DUR|9DUST|aFLTHEA
41	12235 32112	   	197.70	ACR|2VULN|2DMG|1AART|2CDMG|1ZMB	1ZMB|2aDMG|3RCR|4AART|59VULN|67CDMG|8TLV
42	12232 31213	   	197.64	ACR|3DMG|2VULN|1AART|2ZMB	1aZMB|26aDMG|3RCR|4AART|56LWND|6aBPWR|79BEXP|8aVULN
43	12232 33253	   	197.64	ACR|3DMG|2VULN|1AART|2ZMB	1aZMB|26aDMG|3RCR|4AART|56LWND|6aBPWR|79FEWX|8aVULN
44	12235 26253	   	197.54	ACR|3VULN|2DMG|1AART|2ZMB	19ZMB|2aDMG|3RCR|4AART|589VULN|679LWND|9BPWR
45	12232 23263	   	197.54	ACR|3VULN|2DMG|1AART|2ZMB	1aZMB|2aDMG|3RCR|4AART|56LWND|7FEWX|89aVULN|aBPWR
46	12232 65513	   	197.54	ACR|3VULN|2DMG|1AART|2ZMB	1aZMB|2aDMG|3RCR|4AART|5LWND|69BEXP|78aVULN|aBPWR
47	12121 43262	 * 	197.53	ACR|2VULN|3ZMB|1AART|1DMG|2CDMG	19aZMB|2DMG|39VULN|4ASPD|5RCR|6MLV|79CDMG|8AART|9BPWR
48	14232 33261	   	197.44	ACR|3VULN|2DMG|1AART|2ZMB	1aZMB|2CGEN|3RCR|4AART|5aDMG|6TLV|7FEWX|89aVULN|aBPWR
49	12235 25223	   	197.34	ACR|3VULN|2DMG|1AART|2ZMB	1aZMB|2aDMG|3RCR|4AART|578VULN|6LWND|9aDUST|aBPWR
50	12235 25423	   	197.34	ACR|3DMG|2VULN|1AART|2ZMB	1aZMB|28aDMG|3RCR|4AART|57VULN|6LWND|9aDUST|aBPWR
51	12235 65223	   	197.34	ACR|3VULN|2DMG|1AART|2ZMB	1aZMB|2aDMG|3RCR|4AART|578VULN|6BEXP|9aDUST|aBPWR
52	12244 32112	   	197.10	ACR|2VULN|2DMG|1AART|2CDMG|1ZMB	1ZMB|2aDMG|3RCR|49VULN|5AART|67CDMG|8TLV
53	12264 31213	   	197.04	ACR|3DMG|2VULN|1AART|2ZMB	1aZMB|26aDMG|3RCR|46LWND|5AART|6aBPWR|79BEXP|8aVULN
54	12264 33253	   	197.04	ACR|3DMG|2VULN|1AART|2ZMB	1aZMB|26aDMG|3RCR|46LWND|5AART|6aBPWR|79FEWX|8aVULN
55	12235 15121	   	196.94	ACR|4VULN|1AART|1DMG|1ZMB	1ZMB|2DMG|3RCR|4AART|579aVULN|6DUR|8MLV
56	12235 15211	   	196.94	ACR|4VULN|1AART|1DMG|1ZMB	1ZMB|2DMG|3RCR|4AART|578aVULN|6DUR|9MLV
57	12235 15321	   	196.94	ACR|4VULN|1AART|1DMG|1ZMB	1ZMB|2DMG|3RCR|4AART|579aVULN|6DUR|8CGEN
58	12264 23263	   	196.94	ACR|3VULN|2DMG|1AART|2ZMB	1aZMB|2aDMG|3RCR|46LWND|5AART|7FEWX|89aVULN|aBPWR
59	12235 15261	   	196.84	ACR|4VULN|1AART|1DMG|1ZMB	1ZMB|2DMG|3RCR|4AART|578aVULN|6DUR|9TLV
60	12244 25223	   	196.74	ACR|3VULN|2DMG|1AART|2ZMB	1aZMB|2aDMG|3RCR|478VULN|5AART|6LWND|9aDUST|aBPWR
61	12121 21541	   	196.68	ACR|3DMG|2VULN|1AART|2ZMB	17ZMB|278DMG|3aVULN|4ASPD|5RCR|67LHND|7BPWR|9AART
62	12121 51146	   	196.64	ACR|2VULN|2DMG|3ZMB|1CDMG|2DUR	17aZMB|27DMG|39VULN|4ASPD|5RCR|67DUR|7BPWR|8CDMG
63	12235 15143	   	196.49	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2DMG|3RCR|4AART|57aVULN|6DUR|8MLV|9CDMG
64	12235 15343	   	196.49	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2DMG|3RCR|4AART|57aVULN|6DUR|8CGEN|9CDMG
65	12235 15221	   	196.39	ACR|3VULN|1AART|1DMG|1FLTHEA|1ZMB	1ZMB|2DMG|3RCR|4AART|578VULN|6DUR|9DUST|aFLTHEA
66	12244 15121	   	196.34	ACR|4VULN|1AART|1DMG|1ZMB	1ZMB|2DMG|3RCR|479aVULN|5AART|6DUR|8MLV
67	12244 15211	   	196.34	ACR|4VULN|1AART|1DMG|1ZMB	1ZMB|2DMG|3RCR|478aVULN|5AART|6DUR|9MLV
68	12244 15321	   	196.34	ACR|4VULN|1AART|1DMG|1ZMB	1ZMB|2DMG|3RCR|479aVULN|5AART|6DUR|8CGEN
69	12235 32521	 * 	195.87	ACR|3VULN|1AART|1DMG|2CDMG|1ZMB	1ZMB|2DMG|3RCR|4AART|59aVULN|67CDMG|8RPLT
70	12231 13522	 * 	195.87	ACR|3DMG|1AART|1VULN|2CDMG|1ZMB	1ZMB|27aDMG|3RCR|4AART|5CGEN|68CDMG|9VULN
71	14232 13522	   	195.87	ACR|3DMG|1AART|1VULN|2CDMG|1ZMB	1ZMB|2CGEN|3RCR|4AART|57aDMG|68CDMG|9VULN
72	12244 15221	   	195.79	ACR|3VULN|1AART|1DMG|1FLTHEA|1ZMB	1ZMB|2DMG|3RCR|478VULN|5AART|6DUR|9DUST|aFLTHEA
73	12121 54143	   	195.72	ACR|3VULN|3ZMB|1DMG|2CDMG	17aZMB|2DMG|39aVULN|4ASPD|5RCR|6DUR|8aCDMG|aBPWR
74	12233 35623	 * 	195.51	ACR|2AART|2DMG|1VULN|2CDMG|2ZMB	16ZMB|26DMG|3RCR|45AART|6BPWR|7TLV|8aCDMG|9VULN
75	12233 36623	   	195.51	ACR|2AART|2DMG|1VULN|2CDMG|2ZMB	16ZMB|26DMG|3RCR|45AART|6BPWR|7aCDMG|8ERES|9VULN
76	12244 32521	   	195.27	ACR|3VULN|1AART|1DMG|2CDMG|1ZMB	1ZMB|2DMG|3RCR|49aVULN|5AART|67CDMG|8RPLT
77	12233 35642	 * 	195.12	ACR|2AART|2DMG|3ZMB|3CDMG	16aZMB|26DMG|3RCR|45AART|6aBPWR|7aTLV|89aCDMG
78	12232 65333	   	194.94	ACR|2AART|2DMG|2VULN|2ZMB	1aZMB|2aDMG|3RCR|48AART|5LWND|6BEXP|7aVULN|9RCVC|aBPWR
79	12233 11233	   	194.94	ACR|2AART|2DMG|2VULN|2ZMB	1aZMB|2aDMG|3RCR|45AART|6LHND|7BEXP|8aVULN|9RCVC|aBPWR
80	12233 21233	   	194.94	ACR|2AART|2VULN|2DMG|2ZMB	1aZMB|2aDMG|3RCR|45AART|6FEWX|7BEXP|8aVULN|9RCVC|aBPWR
81	12121 51553	   	194.54	ACR|3DMG|1AART|1VULN|3DUR|2ZMB	17ZMB|278DMG|3VULN|4ASPD|5RCR|679DUR|7BPWR|aAART
82	12233 42321	   	194.29	ACR|3VULN|2AART|1DMG|1ZMB	1ZMB|2DMG|3RCR|45AART|6ASPD|7FEWX|89aVULN
83	12233 43321	   	194.29	ACR|3VULN|2AART|1DMG|1ZMB	1ZMB|2DMG|3RCR|45AART|6ASPD|7LWND|89aVULN
84	11233 65421	   	194.19	ACR|3VULN|2AART|1DMG|1ZMB	1ZMB|2ERES|3RCR|45AART|6DMG|79aVULN|8DUR
85	12265 31322	 * 	194.12	ACR|2VULN|2DMG|3ZMB|1AART	159ZMB|26DMG|3RCR|469LWND|69BPWR|7RCVC|89VULN|aAART
86	12235 21113	   	194.12	ACR|2VULN|2DMG|1AART|2ZMB|2DUR	19ZMB|2aDMG|3RCR|4AART|59VULN|6LWND|7CGEN|89DUR|9BPWR
87	12235 61113	   	194.12	ACR|2VULN|2DMG|1AART|2ZMB|2DUR	19ZMB|2aDMG|3RCR|4AART|59VULN|6BEXP|7CGEN|89DUR|9BPWR
88	12235 25251	   	194.06	ACR|4VULN|1AART|1DMG|2ZMB	19ZMB|2DMG|3RCR|4AART|5789VULN|69LWND|9BPWR|aMLV
89	12235 25253	   	194.06	ACR|4VULN|1AART|1DMG|2ZMB	19ZMB|2DMG|3RCR|4AART|5789VULN|69LWND|9BPWR|aBEXP
90	12235 23113	   	194.02	ACR|2VULN|2DMG|1AART|2ZMB|2DUR	19ZMB|2aDMG|3RCR|4AART|59VULN|6LWND|7ERES|89DUR|9BPWR
91	12235 63113	   	194.02	ACR|2VULN|2DMG|1AART|2ZMB|2DUR	19ZMB|2aDMG|3RCR|4AART|59VULN|6BEXP|7ERES|89DUR|9BPWR
92	12235 31462	 * 	194.00	ACR|2VULN|1AART|1DMG|3DUR|2ZMB|1CDMG	19ZMB|2DMG|3RCR|4AART|59VULN|6CDMG|7LIT|89aDUR|9BPWR
93	12235 25252	   	193.96	ACR|4VULN|1AART|1DMG|2ZMB	19ZMB|2DMG|3RCR|4AART|5789VULN|69LWND|9BPWR|aMBVNT
94	12225 11562	 * 	193.69	ACR|3DMG|2VULN|2CDMG|1ZMB	1ZMB|28aDMG|3RCR|4ASPD|5LIT|6aVULN|7DUST|9aCDMG|aBPWR
95	12244 21113	   	193.52	ACR|2VULN|2DMG|1AART|2ZMB|2DUR	19ZMB|2aDMG|3RCR|49VULN|5AART|6LWND|7CGEN|89DUR|9BPWR
96	12244 61113	   	193.52	ACR|2VULN|2DMG|1AART|2ZMB|2DUR	19ZMB|2aDMG|3RCR|49VULN|5AART|6BEXP|7CGEN|89DUR|9BPWR
97	12235 25411	   	193.49	ACR|3VULN|2DMG|1AART|1ZMB	1ZMB|28DMG|3RCR|4AART|57aVULN|6LWND|9MLV
98	12244 23113	   	193.42	ACR|2VULN|2DMG|1AART|2ZMB|2DUR	19ZMB|2aDMG|3RCR|49VULN|5AART|6LWND|7ERES|89DUR|9BPWR
99	12244 63113	   	193.42	ACR|2VULN|2DMG|1AART|2ZMB|2DUR	19ZMB|2aDMG|3RCR|49VULN|5AART|6BEXP|7ERES|89DUR|9BPWR
100	12235 35512	   	193.39	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	1ZMB|2aDMG|3RCR|4AART|59VULN|6CDMG|7CGEN|8RCVC
101	12231 11512	   	193.39	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	1ZMB|2aDMG|3RCR|4AART|5CGEN|6CDMG|79VULN|8RCVC
102	14232 11512	   	193.39	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	1ZMB|2CGEN|3RCR|4AART|5aDMG|6CDMG|79VULN|8RCVC
103	12233 11213	   	193.34	ACR|2AART|2DMG|2VULN|2ZMB	1aZMB|2aDMG|3RCR|45AART|6LHND|79BEXP|8aVULN|aBPWR
104	12233 13253	   	193.34	ACR|2AART|2DMG|2VULN|2ZMB	1aZMB|2aDMG|3RCR|45AART|6LHND|79FEWX|8aVULN|aBPWR
105	12233 21213	   	193.34	ACR|2AART|2VULN|2DMG|2ZMB	1aZMB|2aDMG|3RCR|45AART|6FEWX|79BEXP|8aVULN|aBPWR
106	12233 21253	   	193.34	ACR|2AART|2VULN|2DMG|2ZMB	1aZMB|2aDMG|3RCR|45AART|69FEWX|7BEXP|8aVULN|aBPWR
107	12232 65313	   	193.34	ACR|2AART|2DMG|2VULN|2ZMB	1aZMB|2aDMG|3RCR|48AART|5LWND|69BEXP|7aVULN|aBPWR
108	12235 36512	   	193.29	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	1ZMB|2aDMG|3RCR|4AART|59VULN|6CDMG|7ERES|8RCVC
109	12233 22253	   	193.24	ACR|2AART|2VULN|2DMG|2ZMB	1aZMB|2aDMG|3RCR|45AART|69FEWX|7DUST|8aVULN|aBPWR
110	12232 66224	   	192.64	ACR|2DMG|1AART|1VULN|2CDMG|2DUR|1ZMB	1ZMB|2aDMG|3RCR|4AART|5LWND|6BEXP|7aCDMG|8VULN|9aDUR|aBPWR
111	12231 15413	   	192.28	ACR|2AART|2VULN|1DMG|1CDMG|1ZMB	1ZMB|2DMG|3RCR|48AART|5CGEN|6CDMG|7DUR|9aVULN
112	14232 15413	   	192.28	ACR|2AART|2VULN|1DMG|1CDMG|1ZMB	1ZMB|2CGEN|3RCR|48AART|5DMG|6CDMG|7DUR|9aVULN
113	12233 36222	   	191.83	ACR|3DMG|2AART|2ZMB|1CDMG	16ZMB|26aDMG|3RCR|45AART|6BPWR|7CDMG|8LHND|9ASPD
114	12233 36322	   	191.83	ACR|3DMG|2AART|2ZMB|1CDMG	16ZMB|26aDMG|3RCR|45AART|6BPWR|7CDMG|8LWND|9ASPD
115	12235 15412	   	191.71	ACR|2VULN|2DMG|1AART|1ZMB	1ZMB|28DMG|3RCR|4AART|57VULN|6DUR|9MLV|aASPD
116	12235 33413	 * 	191.66	ACR|2AART|2VULN|1DMG|2CDMG|1ZMB	1ZMB|2DMG|3RCR|48AART|59VULN|6aCDMG|7MLV
117	12235 35413	   	191.66	ACR|2AART|2VULN|1DMG|2CDMG|1ZMB	1ZMB|2DMG|3RCR|48AART|59VULN|6aCDMG|7CGEN
118	12231 11413	   	191.66	ACR|2AART|2VULN|1DMG|2CDMG|1ZMB	1ZMB|2DMG|3RCR|48AART|5CGEN|6aCDMG|79VULN
119	14232 11413	   	191.66	ACR|2AART|2VULN|1DMG|2CDMG|1ZMB	1ZMB|2CGEN|3RCR|48AART|5DMG|6aCDMG|79VULN
120	12232 33261	   	191.59	ACR|2VULN|2DMG|1AART|1FLTHEA|1ZMB	1ZMB|26DMG|3RCR|4AART|56LWND|6BPWR|7FEWX|89VULN|aFLTHEA
121	12233 65623	   	191.56	ACR|2AART|2DMG|1VULN|2CDMG|1ZMB	1ZMB|26DMG|3RCR|45AART|7TLV|8aCDMG|9VULN
122	12233 66623	   	191.56	ACR|2AART|2DMG|1VULN|2CDMG|1ZMB	1ZMB|26DMG|3RCR|45AART|7aCDMG|8ERES|9VULN
123	12235 36413	   	191.56	ACR|2AART|2VULN|2CDMG|1DMG|1ZMB	1ZMB|2DMG|3RCR|48AART|59VULN|6aCDMG|7ERES
124	12231 13213	   	191.49	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	1ZMB|27DMG|3RCR|4AART|5CGEN|6CDMG|8FEWX|9aVULN
125	12231 13313	   	191.49	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	1ZMB|27DMG|3RCR|4AART|5CGEN|6CDMG|8LHND|9aVULN
126	12231 13426	   	191.49	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	1ZMB|27DMG|3RCR|4AART|5CGEN|6CDMG|8LIT|9aVULN
127	14232 13213	   	191.49	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	1ZMB|2CGEN|3RCR|4AART|57DMG|6CDMG|8FEWX|9aVULN
128	14232 13313	   	191.49	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	1ZMB|2CGEN|3RCR|4AART|57DMG|6CDMG|8LHND|9aVULN
129	14232 13426	   	191.49	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	1ZMB|2CGEN|3RCR|4AART|57DMG|6CDMG|8LIT|9aVULN
130	12235 25421	   	191.39	ACR|2VULN|2DMG|1AART|1FLTHEA|1ZMB	1ZMB|28DMG|3RCR|4AART|57VULN|6LWND|9DUST|aFLTHEA
131	12233 35321	   	191.20	ACR|3DMG|2AART|1VULN|2ZMB	16ZMB|268DMG|3RCR|45AART|6BPWR|7TLV|9VULN|aLHND
132	12233 35324	   	191.20	ACR|3DMG|2AART|1VULN|2ZMB	16ZMB|268DMG|3RCR|45AART|6BPWR|7TLV|9VULN|aCGEN
133	12233 35325	   	191.20	ACR|3DMG|2AART|1VULN|2ZMB	16ZMB|268DMG|3RCR|45AART|6BPWR|7TLV|9VULN|aRPLT
134	12233 35326	   	191.20	ACR|3DMG|2AART|1VULN|2ZMB	16ZMB|268DMG|3RCR|45AART|6BPWR|7TLV|9VULN|aFEWX
135	12233 35343	   	191.20	ACR|3DMG|2AART|1VULN|2ZMB	16ZMB|268DMG|3RCR|45AART|6BPWR|7TLV|9RPLT|aVULN
136	12233 35323	   	191.10	ACR|3DMG|2AART|1VULN|2ZMB	16ZMB|268DMG|3RCR|45AART|6BPWR|7TLV|9VULN|aNUKE
137	12233 35643	   	191.10	ACR|3DMG|2AART|2CDMG|2ZMB	16ZMB|26aDMG|3RCR|45AART|6BPWR|7TLV|89CDMG
138	12244 33413	   	191.06	ACR|2AART|2VULN|1DMG|2CDMG|1ZMB	1ZMB|2DMG|3RCR|49VULN|58AART|6aCDMG|7MLV
139	12264 33261	   	190.99	ACR|2VULN|2DMG|1AART|1FLTHEA|1ZMB	1ZMB|26DMG|3RCR|46LWND|5AART|6BPWR|7FEWX|89VULN|aFLTHEA
140	12233 35632	   	190.68	ACR|2AART|2DMG|3ZMB|2CDMG	16aZMB|26DMG|3RCR|45AART|6aBPWR|7aTLV|8aCDMG|9RCVC
141	12235 31461	   	190.18	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG|2DUR	19ZMB|2DMG|3RCR|4AART|59VULN|6CDMG|7LIT|89DUR|9BPWR|aLHND
142	12235 25121	   	190.00	ACR|4VULN|1AART|1DMG|1ZMB	1ZMB|2DMG|3RCR|4AART|579aVULN|6LWND|8MLV
143	12235 25211	   	190.00	ACR|4VULN|1AART|1DMG|1ZMB	1ZMB|2DMG|3RCR|4AART|578aVULN|6LWND|9MLV
144	12235 25321	   	190.00	ACR|4VULN|1AART|1DMG|1ZMB	1ZMB|2DMG|3RCR|4AART|579aVULN|6LWND|8CGEN
145	12235 65211	   	190.00	ACR|4VULN|1AART|1DMG|1ZMB	1ZMB|2DMG|3RCR|4AART|578aVULN|6BEXP|9MLV
146	12235 25261	   	189.90	ACR|4VULN|1AART|1DMG|1ZMB	1ZMB|2DMG|3RCR|4AART|578aVULN|6LWND|9TLV
147	12235 15122	   	189.78	ACR|3VULN|1AART|1DMG|1ZMB	1ZMB|2DMG|3RCR|4AART|579VULN|6DUR|8MLV|aASPD
148	12235 15212	   	189.78	ACR|3VULN|1AART|1DMG|1ZMB	1ZMB|2DMG|3RCR|4AART|578VULN|6DUR|9MLV|aASPD
149	12235 15322	   	189.78	ACR|3VULN|1AART|1DMG|1ZMB	1ZMB|2DMG|3RCR|4AART|579VULN|6DUR|8CGEN|aASPD
150	12233 36425	   	189.71	ACR|2AART|2DMG|3ZMB|1CDMG	168ZMB|26DMG|3RCR|45AART|6BPWR|7CDMG|9LWND|aDUR
151	12233 36436	   	189.71	ACR|2AART|2DMG|3ZMB|1CDMG	168ZMB|26DMG|3RCR|45AART|6BPWR|7CDMG|9CGEN|aDUR
152	12233 36461	   	189.71	ACR|2AART|2DMG|3ZMB|1CDMG	168ZMB|26DMG|3RCR|45AART|6BPWR|7CDMG|9MGNSTR|aASPD
153	12235 15262	   	189.68	ACR|3VULN|1AART|1DMG|1ZMB	1ZMB|2DMG|3RCR|4AART|578VULN|6DUR|9TLV|aASPD
154	12233 34132	   	189.61	ACR|2AART|2DMG|3ZMB|1CDMG	16aZMB|26DMG|3RCR|45AART|6BPWR|7DUST|8DUR|9CDMG
155	12231 13423	   	189.55	ACR|3DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|27aDMG|3RCR|4AART|5CGEN|6CDMG|8LIT|9VULN
156	14232 13423	   	189.55	ACR|3DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2CGEN|3RCR|4AART|57aDMG|6CDMG|8LIT|9VULN
157	12235 25221	   	189.45	ACR|3VULN|1AART|1DMG|1FLTHEA|1ZMB	1ZMB|2DMG|3RCR|4AART|578VULN|6LWND|9DUST|aFLTHEA
158	12235 65221	   	189.45	ACR|3VULN|1AART|1DMG|1FLTHEA|1ZMB	1ZMB|2DMG|3RCR|4AART|578VULN|6BEXP|9DUST|aFLTHEA
159	12244 25121	   	189.40	ACR|4VULN|1AART|1DMG|1ZMB	1ZMB|2DMG|3RCR|479aVULN|5AART|6LWND|8MLV
160	12244 25211	   	189.40	ACR|4VULN|1AART|1DMG|1ZMB	1ZMB|2DMG|3RCR|478aVULN|5AART|6LWND|9MLV
161	12244 25321	   	189.40	ACR|4VULN|1AART|1DMG|1ZMB	1ZMB|2DMG|3RCR|479aVULN|5AART|6LWND|8CGEN
162	12233 33231	   	189.30	ACR|2AART|2DMG|1VULN|2ZMB|1CDMG	16ZMB|26DMG|3RCR|45AART|6BPWR|7LHND|8RPLT|9CDMG|aVULN
163	12233 35621	   	189.20	ACR|2AART|2DMG|1VULN|2ZMB|1CDMG	16ZMB|26DMG|3RCR|45AART|6BPWR|7TLV|8CDMG|9VULN|aMLV
164	12233 35626	   	189.20	ACR|2AART|2DMG|1VULN|2ZMB|1CDMG	16ZMB|26DMG|3RCR|45AART|6BPWR|7TLV|8CDMG|9VULN|aLHND
