0	Index      	 *	Score 	Summary	Detail	
1	22365 21325	 * 	190.52	DCR|2VULN|2DMG|1AART|2CDMG|1ASPD	1aDMG|26CDMG|3aVULN|4ASPD|5AART|7RCR|8LIT|9aLHND|aBPWR
33	35411 51331	 * 	175.84	DCR|2DMG|1AART|1VULN|2CDMG|1FLTHEA	1RPLT|2aDMG|3AART|4aCDMG|5FLTHEA|6VULN|7aCANSTR|8BELT|9RCR|aBPWR
34	35411 53331	   	175.84	DCR|2DMG|1AART|1VULN|2CDMG|1FLTHEA	1RPLT|2aDMG|3AART|4aCDMG|5FLTHEA|6VULN|7aBASHEA|8BELT|9RCR|aBPWR
35	22361 15412	   	175.70	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	18DMG|2CDMG|38VULN|4ASPD|5LWND|68BEXP|7AART|8BPWR|9ERES|aRCR
36	13216 35422	 * 	175.64	ACR|3DMG|1AART|1VULN|1ZMB|1ASPD	1ASPD|2LIT|349DMG|5RCR|6DMSP|7ZMB|8AART|aVULN
37	23216 35422	   	175.64	ACR|3DMG|1AART|1VULN|1ZMB|1ASPD	149DMG|2LIT|3ASPD|5RCR|6DMSP|7ZMB|8AART|aVULN
38	12411 11245	   	175.54	DCR|3DMG|1AART|3ASPD|2CDMG	18aASPD|24CDMG|38aFEWX|5MBVNT|68aDMG|7AART|8aBPWR|9RCR
39	23433 63216	 * 	175.43	DCR|3DMG|2VULN|2CDMG	18aDMG|2aLIT|39VULN|4BEXP|5DMSP|6RCR|7aCDMG|aBPWR
40	25353 14332	 * 	175.35	DCR|3VULN|2DMG|2ZMB|2DUR	18DMG|28ZMB|3CGEN|47DUR|5BELT|68aVULN|8BPWR|9RCR
41	11357 11445	   	175.34	DCR|3DMG|1AART|3ASPD|2CDMG	15aASPD|2BEXP|3MBVNT|4aCDMG|68aDMG|7AART|9RCR|aBPWR
42	21357 41445	   	175.07	DCR|3DMG|3CDMG|1AART|2ASPD	18aDMG|2BEXP|3MBVNT|46aCDMG|5aASPD|7AART|9RCR|aBPWR
43	12165 21352	 * 	174.93	DCR|1AART|3CDMG|1DMG|1VULN|2ASPD|1DUR	19ASPD|269CDMG|3DUR|4DMG|5AART|7RCR|89CGEN|9BPWR|aVULN
44	21324 67823	   	174.68	DCR|3DMG|1AART|1VULN|1ZMB	19aDMG|2BEXP|3MBVNT|4DUST|5AART|6RCR|7VULN|8ZMB
45	55363 31221	 * 	174.55	ACR|3VULN|2AART|1DMG	1LIT|26CGEN|35AART|4RCR|78aVULN|9DMG
46	62142 21423	   	174.20	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	17VULN|2DUR|38DMG|4CDMG|5BASHEA|6TLV|9AART|aRCR
47	62143 21423	   	174.20	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	17VULN|2DUR|38DMG|4CDMG|5SNIHEL|6TLV|9AART|aRCR
48	12165 21131	   	173.98	DCR|1AART|1VULN|1DMG|2CDMG|2ASPD|2DUR	19ASPD|26CDMG|38DUR|4DMG|5AART|7RCR|aVULN
49	22165 21131	   	173.98	DCR|1AART|1VULN|1DMG|2CDMG|2ASPD|2DUR	1DMG|26CDMG|38DUR|49ASPD|5AART|7RCR|aVULN
50	23352 62362	 * 	173.92	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	1aDMG|2LIT|37AART|4SNIHEL|5ZMB|6DUR|8RCR|9VULN
51	21314 45464	   	173.80	DCR|3DMG|2VULN|2DUR|1ZMB	19aDMG|2BEXP|3MBVNT|49VULN|5ZMB|6LIT|79DUR|8RCR|9BPWR
52	62622 16132	 * 	173.52	DCR|3VULN|1AART|1DMG|1CDMG|1DUR|1SELL	168VULN|2DUR|3CDMG|46CGEN|5SELL|6BPWR|7AART|9DMG|aRCR
53	32246 16222	 * 	173.52	DCR|4VULN|2DMG|1CDMG	1RPLT|28LIT|36DMG|4567VULN|6BPWR|9CDMG|aRCR
54	13216 12633	 * 	173.51	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1ASPD|2LIT|34DMG|5RCR|6CGEN|7DUR|8AART|9aVULN
55	23216 12633	   	173.51	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	14DMG|2LIT|3ASPD|5RCR|6CGEN|7DUR|8AART|9aVULN
56	23335 11261	   	173.46	DCR|2VULN|2DMG|1AART|1CDMG	14DMG|2LIT|3AART|5CDMG|68VULN|7LSRICY|9RCR|aFEWX
57	42132 33635	   	173.46	DCR|3VULN|3DMG|1DUR	19aFEWX|2DUR|39aDMG|4DMSP|5LHND|6MLV|79aVULN|8RCR|9aBPWR
58	23335 11264	   	173.36	DCR|2VULN|2DMG|1AART|1CDMG	14DMG|2LIT|3AART|5CDMG|68VULN|7LSRICY|9RCR|aTLV
59	12311 18427	 * 	173.08	DCR|3VULN|1DMG|2CDMG|1ZMB|1ASPD	1ASPD|24CDMG|38aVULN|5MBVNT|6DMG|7RCR|9ZMB
60	14318 81324	   	173.01	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1ASPD|2DUR|3MBVNT|4VULN|5AART|6RCR|7ZMB|8FEWX|9aDMG
61	12365 21114	   	172.98	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR|1ASPD	1ASPD|26CDMG|3VULN|4DMG|5AART|7RCR|8DUR|9ERES|aZMB
62	12365 21134	   	172.98	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD|1DUR	1ASPD|26CDMG|3VULN|4DMG|5AART|7RCR|8DUR|9NUKE|aZMB
63	22365 21114	   	172.98	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR|1ASPD	1DMG|26CDMG|3VULN|4ASPD|5AART|7RCR|8DUR|9ERES|aZMB
64	22365 21134	   	172.98	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD|1DUR	1DMG|26CDMG|3VULN|4ASPD|5AART|7RCR|8DUR|9NUKE|aZMB
65	21352 18543	 * 	172.93	DCR|3VULN|2DMG|2CDMG	1aDMG|2BEXP|3MBVNT|4aCDMG|5LWND|6LHND|7RCR|89aVULN|aBPWR
66	22324 24162	   	172.79	DCR|2AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	1DMG|27CDMG|3VULN|4FEWX|56AART|8DUR|9RCR|aZMB
67	35326 52313	   	172.75	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1RPLT|2DMG|34VULN|5ASPD|6RCR|7DUR|8CDMG|9BEXP|aAART
68	21314 81286	 * 	172.62	DCR|3VULN|2DMG|2ASPD|1ZMB	1aDMG|2BEXP|3MBVNT|46aVULN|5ZMB|7ERES|8aASPD|9RCR|aBPWR
69	24318 82143	   	172.55	DCR|2VULN|2DMG|1AART|1DUR	1aDMG|2DUR|3MBVNT|49VULN|5AART|6RCR|7ERES|8LHND
70	12451 11245	   	172.33	DCR|3DMG|1AART|3ASPD|1CDMG	18aASPD|2CDMG|38aFEWX|4RCVC|5MBVNT|68aDMG|7AART|8aBPWR|9RCR
71	66222 32363	 * 	171.99	DCR|3VULN|1AART|1DMG|2ASPD|1SELL	17aVULN|2SELL|37ASPD|4BELT|57BEXP|6AART|7BPWR|8RCR|9DMG
72	66223 32363	 * 	171.99	DCR|3VULN|1AART|1DMG|2ASPD|1SELL	17aVULN|2SELL|37ASPD|4BELT|57FEWX|6AART|7BPWR|8RCR|9DMG
73	35324 13412	 * 	171.97	DCR|3VULN|2DMG|1AART	1RPLT|28DMG|348VULN|5AART|68BEXP|7RMIN|8BPWR|9ERES|aRCR
74	23334 44111	   	171.81	DCR|3DMG|1AART|1CDMG|1ZMB|1DUR	145DMG|2LIT|3AART|6CDMG|7ZMB|8RCR|9BEXP|aDUR
75	23334 44131	   	171.71	DCR|3DMG|1AART|1CDMG|1ZMB|1DUR	145DMG|2LIT|3AART|6CDMG|7ZMB|8RCR|9MBVNT|aDUR
76	13361 15232	   	171.55	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2LIT|3AART|4RMIN|5aVULN|6RPLT|7RCR|89DMG
77	23361 15232	   	171.55	DCR|2VULN|2DMG|1AART|1ASPD	19DMG|2LIT|3AART|4RMIN|5aVULN|6RPLT|7RCR|8ASPD
78	24318 81133	   	171.36	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1aDMG|29DUR|3MBVNT|4VULN|5AART|6RCR|7ZMB|8LHND
79	24318 81333	   	171.36	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1aDMG|29DUR|3MBVNT|4VULN|5AART|6RCR|7ZMB|8FEWX
80	25331 34333	   	171.32	DCR|2VULN|2DMG|1AART|1ZMB	16DMG|2ZMB|3CGEN|48VULN|5BEXP|7RCR|9DUST|aAART
81	24318 81244	   	171.26	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1DMG|29DUR|3MBVNT|4aVULN|5AART|6RCR|7ZMB|8TLV
82	22165 21124	   	171.14	DCR|2DMG|1AART|3CDMG|2DUR|1ASPD	1aDMG|26aCDMG|38DUR|4ASPD|5AART|7RCR|9aFEWX|aBPWR
83	51332 42352	   	171.08	DCR|3DMG|1AART|1VULN|1ZMB	1LIT|2ZMB|3AART|49aDMG|5DUST|6VULN|7CANHEL|8RCR
84	32246 13412	   	171.05	DCR|3VULN|2DMG|2ASPD|1DUR	1RPLT|2LIT|36DMG|456VULN|6BPWR|79ASPD|8RCR|aDUR
85	21412 15122	   	170.95	DCR|2VULN|2DMG|1AART|1DUR	19DMG|2BEXP|3DUR|4aVULN|5FEWX|6RCR|7CGEN|8AART
86	12365 21226	 * 	170.86	DCR|3AART|1VULN|1DMG|2CDMG|1ASPD	1ASPD|26CDMG|3VULN|4DMG|59aAART|7RCR|8LWND
87	22365 21226	   	170.86	DCR|3AART|1VULN|1DMG|2CDMG|1ASPD	1DMG|26CDMG|3VULN|4ASPD|59aAART|7RCR|8LWND
88	62121 35215	   	170.86	DCR|3VULN|3DMG|1DUR	14aVULN|2DUR|38aDMG|5BEXP|6MLV|7aFEWX|9RCR|aBPWR
89	62122 35215	   	170.86	DCR|3VULN|3DMG|1DUR	14aVULN|2DUR|38aDMG|5LHND|6MLV|7aFEWX|9RCR|aBPWR
90	21413 15122	   	170.85	DCR|2VULN|2DMG|1AART|1DUR	19DMG|2BEXP|3DUR|4aVULN|5DUST|6RCR|7CGEN|8AART
91	26413 15122	   	170.85	DCR|2VULN|2DMG|1AART|1DUR	19DMG|2FEWX|3DUR|4aVULN|5DUST|6RCR|7CGEN|8AART
92	42113 15122	   	170.85	DCR|2VULN|2DMG|1AART|1DUR	1FEWX|2DUR|39DMG|4aVULN|5DUST|6RCR|7CGEN|8AART
93	62252 15122	   	170.85	DCR|2VULN|2DMG|1AART|1DUR	1aVULN|2DUR|3DUST|49DMG|5FEWX|6RCR|7CGEN|8AART
94	21413 13124	   	170.75	DCR|2VULN|2DMG|1AART|1DUR	19DMG|2BEXP|3DUR|4aVULN|5DUST|6RCR|7TLV|8AART
95	26413 13124	   	170.75	DCR|2VULN|2DMG|1AART|1DUR	19DMG|2FEWX|3DUR|4aVULN|5DUST|6RCR|7TLV|8AART
96	42113 13124	   	170.75	DCR|2VULN|2DMG|1AART|1DUR	1FEWX|2DUR|39DMG|4aVULN|5DUST|6RCR|7TLV|8AART
97	62252 13124	   	170.75	DCR|2VULN|2DMG|1AART|1DUR	1aVULN|2DUR|3DUST|49DMG|5FEWX|6RCR|7TLV|8AART
98	26131 51135	   	170.66	DCR|2VULN|2DMG|1AART|1CDMG	18DMG|28FEWX|3LHND|4AART|5CDMG|68VULN|7BELT|8BPWR|9CGEN|aRCR
99	26231 51135	   	170.66	DCR|2VULN|2DMG|1AART|1CDMG	18DMG|28FEWX|3LWND|4AART|5CDMG|68VULN|7BELT|8BPWR|9CGEN|aRCR
100	24318 82123	   	170.62	DCR|3DMG|1AART|1VULN|1DUR	19aDMG|2DUR|3MBVNT|4VULN|5AART|6RCR|7ERES|8LHND
101	24318 82323	   	170.62	DCR|3DMG|1AART|1VULN|1DUR	19aDMG|2DUR|3MBVNT|4VULN|5AART|6RCR|7ERES|8FEWX
102	22211 43326	   	170.58	DCR|2VULN|2DMG|2CDMG|1ZMB	19DMG|2aCDMG|3LIT|4LHND|5aDUST|6RCR|7ZMB|8aVULN|aBPWR
103	26131 51115	   	170.56	DCR|2VULN|2DMG|1AART|1CDMG	18DMG|28FEWX|3LHND|4AART|5CDMG|68VULN|7BELT|8BPWR|9ERES|aRCR
104	26231 51115	   	170.56	DCR|2VULN|2DMG|1AART|1CDMG	18DMG|28FEWX|3LWND|4AART|5CDMG|68VULN|7BELT|8BPWR|9ERES|aRCR
105	35152 23336	 * 	170.53	DCR|3DMG|2VULN|3ASPD	1RPLT|24aDMG|37aASPD|5FEWX|6LIT|8RCR|9aVULN|aBPWR
106	23426 15232	   	170.35	DCR|2VULN|2DMG|1AART|1ASPD	19DMG|2LIT|3aVULN|4CGEN|5AART|6RPLT|7RCR|8ASPD
107	24333 14526	   	170.35	DCR|2VULN|2DMG|1AART|2DUR	19DMG|29DUR|3MBVNT|4DMSP|57BELT|69VULN|8RCR|9BPWR|aAART
108	25361 32352	   	169.89	DCR|3DMG|1AART|1VULN|1ZMB	147DMG|2ZMB|3CGEN|5RCVC|6AART|8LIT|9RCR|aVULN
109	12351 18427	   	169.87	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2CDMG|38aVULN|4RCVC|5MBVNT|6DMG|7RCR|9ZMB
110	23353 62362	   	169.85	DCR|2AART|2DMG|1VULN|1DUR|1ASPD	1aDMG|2LIT|37AART|4SNIHEL|5ASPD|6DUR|8RCR|9VULN
111	32245 15232	   	169.75	DCR|2VULN|2DMG|1AART|1ASPD	1RPLT|2LIT|39DMG|4aVULN|5CGEN|6AART|7RCR|8ASPD
112	34141 15232	   	169.75	DCR|2VULN|2DMG|1AART|1ASPD	1RPLT|2CGEN|3ASPD|4aVULN|5LIT|6AART|7RCR|89DMG
113	63521 52132	   	169.58	DCR|4VULN|1AART|1DMG	1578VULN|25LHND|3AART|4DMSP|5BPWR|6DUST|9DMG|aRCR
114	63523 52132	   	169.58	DCR|4VULN|1AART|1DMG	1678VULN|2LHND|3AART|4DMSP|5FEWX|9DMG|aRCR
115	21324 67243	   	169.49	DCR|2DMG|1AART|1VULN|2CDMG	19DMG|29BEXP|3MBVNT|4DUST|5AART|6RCR|7VULN|89CDMG|9BPWR|aRCVC
116	25361 33522	   	169.42	DCR|2VULN|2DMG|1AART|1ZMB	14DMG|2ZMB|3CGEN|5RCVC|6AART|79VULN|8LHND|aRCR
117	25361 33622	   	169.42	DCR|2VULN|2DMG|1AART|1ZMB	14DMG|2ZMB|3CGEN|5RCVC|6AART|79VULN|8LWND|aRCR
118	24133 26215	   	169.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2DUR|39LHND|4AART|5DUST|6RCR|7aVULN|8CDMG
119	24233 26225	   	169.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2DUR|3LWND|4AART|5DUST|6RCR|7aVULN|8CDMG|9DMSP
120	36133 56321	   	169.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RPLT|2CDMG|3LHND|4AART|5DUR|6RCR|7aVULN|8ERES|9DMG
121	62121 33315	   	169.30	DCR|4VULN|2DMG|1DUR	147aVULN|2DUR|3aDMG|5BEXP|6MLV|8aLHND|9RCR|aBPWR
122	62123 33315	   	169.30	DCR|4VULN|2DMG|1DUR	147aVULN|2DUR|3aDMG|5FEWX|6MLV|8aLHND|9RCR|aBPWR
123	23312 14532	   	169.28	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	15DMG|2LIT|3AART|4LWND|6RPLT|7ZMB|8RCR|9CDMG|aVULN
124	23312 14562	   	169.28	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	15DMG|2LIT|3AART|4LWND|6RPLT|7ZMB|8RCR|9VULN|aCDMG
125	51331 12562	   	169.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LIT|2ZMB|3AART|4DMG|59VULN|6RPLT|7DMSP|8RCR|aCDMG
126	51331 14115	   	169.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LIT|2ZMB|3AART|4DMG|5aVULN|6RPLT|7CDMG|8RCR|9LWND
127	51331 14122	   	169.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LIT|2ZMB|3AART|4DMG|5aVULN|6RPLT|7CDMG|8RCR|9CGEN
128	12431 11245	   	169.23	DCR|3DMG|1AART|3ASPD|1CDMG	18aASPD|2CDMG|38aFEWX|4DMSP|5MBVNT|68aDMG|7AART|8aBPWR|9RCR
129	24133 26234	   	169.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2DUR|3LHND|4AART|5DUST|6RCR|7aVULN|8CDMG|9BASICY
130	62125 33315	   	169.20	DCR|4VULN|2DMG|1DUR	147aVULN|2DUR|3aDMG|5DUST|6MLV|8aLHND|9RCR|aBPWR
131	24314 21286	   	169.20	DCR|2VULN|2DMG|2ASPD|2DUR|1ZMB	1aDMG|27DUR|3MBVNT|4aVULN|5ZMB|6ERES|8aASPD|9RCR|aBPWR
132	23331 14532	   	169.18	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	14DMG|2LIT|3AART|5DUST|6RPLT|7ZMB|8RCR|9CDMG|aVULN
133	23331 14562	   	169.18	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	14DMG|2LIT|3AART|5DUST|6RPLT|7ZMB|8RCR|9VULN|aCDMG
134	51331 14136	   	169.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LIT|2ZMB|3AART|4DMG|5aVULN|6RPLT|7CDMG|8RCR|9MBVNT
135	51331 14142	   	169.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LIT|2ZMB|3AART|4DMG|5aVULN|6RPLT|7CDMG|8RCR|9ERES
136	62121 33115	   	169.10	DCR|4VULN|2DMG|1DUR	147aVULN|2DUR|3aDMG|5BEXP|6MLV|8aDUST|9RCR|aBPWR
137	62122 33115	   	169.10	DCR|4VULN|2DMG|1DUR	147aVULN|2DUR|3aDMG|5LHND|6MLV|8aDUST|9RCR|aBPWR
138	62122 53115	   	169.10	DCR|4VULN|2DMG|1DUR	147aVULN|2DUR|3aDMG|5LHND|6CGEN|8aDUST|9RCR|aBPWR
139	62123 33115	   	169.10	DCR|4VULN|2DMG|1DUR	147aVULN|2DUR|3aDMG|5FEWX|6MLV|8aDUST|9RCR|aBPWR
140	13331 52366	   	169.05	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2LIT|3AART|4aDMG|59VULN|6RMIN|7DUST|8RCR
141	13332 43366	   	169.05	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2LIT|3AART|4aDMG|5DUST|69VULN|7RMIN|8RCR
142	12411 11445	   	169.03	DCR|3DMG|1AART|2CDMG|2ASPD	1aASPD|24CDMG|3aFEWX|5MBVNT|68aDMG|7AART|9RCR|aBPWR
143	21357 11445	   	169.03	DCR|3DMG|1AART|2CDMG|2ASPD	18aDMG|26BEXP|3MBVNT|4aCDMG|5aASPD|7AART|9RCR|aBPWR
144	13331 42366	   	168.95	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2LIT|3AART|4aDMG|59VULN|6TLV|7DUST|8RCR
145	23415 63211	   	168.91	DCR|3DMG|2VULN|1CDMG	18aDMG|2LIT|39VULN|4LHND|5DMSP|6RCR|7CDMG
146	23433 63211	   	168.91	DCR|3DMG|2VULN|1CDMG	18aDMG|2LIT|39VULN|4BEXP|5DMSP|6RCR|7CDMG
147	53235 63211	   	168.91	DCR|3DMG|2VULN|1CDMG	14LIT|2LHND|39VULN|58aDMG|6RCR|7CDMG
148	13216 35511	 * 	168.83	ACR|3VULN|2DMG|1ZMB|1ASPD	1ASPD|2LIT|34DMG|5RCR|6DMSP|7ZMB|89aVULN
149	23216 35511	   	168.83	ACR|3VULN|2DMG|1ZMB|1ASPD	14DMG|2LIT|3ASPD|5RCR|6DMSP|7ZMB|89aVULN
150	21413 13123	   	168.82	DCR|3DMG|1AART|1VULN|1DUR	19aDMG|2BEXP|3DUR|4VULN|5DUST|6RCR|7TLV|8AART
151	26413 13123	   	168.82	DCR|3DMG|1AART|1VULN|1DUR	19aDMG|2FEWX|3DUR|4VULN|5DUST|6RCR|7TLV|8AART
152	42113 13123	   	168.82	DCR|3DMG|1AART|1VULN|1DUR	1FEWX|2DUR|39aDMG|4VULN|5DUST|6RCR|7TLV|8AART
153	62252 13123	   	168.82	DCR|3DMG|1AART|1VULN|1DUR	1VULN|2DUR|3DUST|49aDMG|5FEWX|6RCR|7TLV|8AART
154	62256 13123	   	168.82	DCR|3DMG|1AART|1VULN|1DUR	1VULN|2DUR|3DUST|49aDMG|5BEXP|6RCR|7TLV|8AART
155	64353 13123	   	168.82	DCR|3DMG|1AART|1VULN|1DUR	1VULN|2BEXP|3DUR|49aDMG|5DUST|6RCR|7TLV|8AART
156	23422 63211	   	168.81	DCR|3DMG|2VULN|1CDMG	18aDMG|2LIT|39VULN|4CGEN|5ERES|6RCR|7CDMG
157	23334 44123	 * 	168.72	DCR|3DMG|1AART|2ZMB|1CDMG	145DMG|2aLIT|3AART|6CDMG|7aZMB|8RCR|9aLSRHEA|aBPWR
158	22341 46211	   	168.71	DCR|3DMG|2VULN|1CDMG	18aDMG|2CDMG|39VULN|4LIT|57DUST|6RCR
159	62112 36215	   	168.65	DCR|3VULN|2DMG|2ASPD|1DUR	17aVULN|2DUR|3aDMG|4TLV|5FEWX|6RMIN|8aASPD|9RCR|aBPWR
160	62113 36215	   	168.55	DCR|3VULN|2DMG|2ASPD|1DUR	17aVULN|2DUR|3aDMG|4TLV|5DUST|6RMIN|8aASPD|9RCR|aBPWR
161	23413 25422	   	168.55	DCR|2VULN|2DMG|1AART|1DUR	16DMG|2LIT|3aVULN|4LHND|5DUR|7RCR|8AART|9CGEN
162	21347 14525	   	168.52	DCR|3VULN|3DMG	159DMG|259BEXP|3MBVNT|4BELT|59BPWR|69aVULN|7RCVC|8RCR
163	24314 41464	   	168.51	DCR|3DMG|2VULN|1ZMB|1DUR	19aDMG|2DUR|3MBVNT|49VULN|5ZMB|6LIT|79LHND|8RCR|9BPWR
