0	Index      	 *	Score 	Summary	Detail	
1	32141 54113	 * 	181.73	DCR|2VULN|1AART|1DMG|3DUR|1CDMG|1ZMB	123DUR|4CDMG|5AART|6DMG|78VULN|9RCR|aZMB
48	12453 42221	 * 	164.21	DCR|2VULN|2DMG|2CDMG|1ASPD	1CGEN|24LHND|34CDMG|4BPWR|58VULN|6ASPD|7RCR|9aDMG
49	11522 41115	 * 	164.10	ACR|3DMG|1AART|1VULN	1CGEN|2BASICY|3RCR|4BEXP|5AART|6VULN|79aDMG|8ERES
50	11532 41115	   	164.10	ACR|3DMG|1AART|1VULN	1CGEN|2BASICY|3RCR|4FEWX|5AART|6VULN|79aDMG|8ERES
51	32525 53132	 * 	164.10	ACR|1AART|1VULN|1DMG|3DUR|1CDMG|1ASPD	128DUR|3CDMG|4RCR|5VULN|6FEWX|7AART|9DMG|aASPD
52	32464 11131	 * 	164.01	DCR|4VULN|1DMG|2DUR	12DUR|3459VULN|6RCR|7RPLT|8CGEN|aDMG
53	32525 23132	   	164.00	ACR|1AART|1VULN|1DMG|3DUR|1CDMG|1ASPD	128DUR|3CDMG|4RCR|5VULN|6DUST|7AART|9DMG|aASPD
54	36126 61333	 * 	163.93	ACR|2VULN|2AART|1DMG|1DUR	1DUR|2BELT|3ERES|4RCR|57VULN|69AART|8LWND|aDMG
55	32522 42231	   	163.87	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB|1ASPD	12DUR|3CDMG|4RCR|5ZMB|6ASPD|7RMIN|89VULN|aDMG
56	32522 45231	   	163.87	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB|1ASPD	12DUR|3CDMG|4RCR|5ZMB|6ASPD|7MLV|89VULN|aDMG
57	12213 61243	 * 	163.85	ACR|4VULN|1DMG|3DUR	1389CGEN|2LHND|489DUR|5RCR|6789VULN|89BPWR|aDMG
58	14113 61243	   	163.85	ACR|4VULN|1DMG|3DUR	189CGEN|2DMSP|3BEXP|489DUR|5RCR|6789VULN|89BPWR|aDMG
59	32522 41231	   	163.77	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB|1ASPD	12DUR|3CDMG|4RCR|5ZMB|6ASPD|7ERES|89VULN|aDMG
60	13213 61243	   	163.75	ACR|4VULN|1DMG|3DUR	1389CGEN|2DUST|489DUR|5RCR|6789VULN|89BPWR|aDMG
61	32525 12143	   	163.64	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	12DUR|3CDMG|4RCR|5VULN|6SNIHEL|7LWND|8AART|9ZMB|aDMG
62	36126 52332	   	163.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2BELT|3ERES|4RCR|59VULN|6CDMG|7DMG|8MBVNT|aAART
63	32525 32211	   	163.51	ACR|2VULN|2DMG|1CDMG|2DUR	12DUR|3CDMG|4RCR|58VULN|6MLV|7CGEN|9aDMG
64	32521 52211	   	163.41	ACR|2VULN|2DMG|1CDMG|2DUR	12DUR|3CDMG|4RCR|5ERES|68VULN|7CGEN|9aDMG
65	32524 52211	   	163.41	ACR|2VULN|2DMG|1CDMG|2DUR	12DUR|3CDMG|4RCR|5TLV|68VULN|7CGEN|9aDMG
66	32525 42211	   	163.41	ACR|2VULN|2DMG|1CDMG|2DUR	12DUR|3CDMG|4RCR|58VULN|6ERES|7CGEN|9aDMG
67	32522 12611	 * 	163.14	ACR|2DMG|1VULN|2CDMG|2DUR|1ZMB	12DUR|37CDMG|4RCR|5ZMB|6ERES|8VULN|9aDMG
68	32522 12615	 * 	163.14	ACR|2VULN|1DMG|2CDMG|2DUR|1ZMB	12DUR|37CDMG|4RCR|5ZMB|6ERES|8aVULN|9DMG
69	65332 41221	   	162.90	ACR|2DMG|1AART|1VULN|1CDMG	1LIT|2MLV|3RCR|4ERES|5CDMG|6AART|78DMG|9VULN|aRCVC
70	33313 62263	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2DUST|3BEXP|4RCR|5LIT|69VULN|7AART|8ZMB|aDMG
71	52313 62263	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|2DUR|3BEXP|4RCR|5LIT|69VULN|7AART|8ZMB|aDMG
72	32526 41222	   	162.78	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	12DUR|3CDMG|4RCR|5LIT|6AART|7DMG|8RCVC|9VULN|aASPD
73	32134 12131	   	162.50	DCR|2VULN|2DMG|3DUR|1ASPD	123DUR|4TLV|5ASPD|6RCR|7aVULN|89DMG
74	32462 13343	   	162.48	DCR|2VULN|1AART|1DMG|3DUR	12aDUR|34VULN|5DMSP|6RCR|7MLV|8AART|9DMG
75	65332 34221	   	162.30	ACR|2DMG|1AART|1VULN|1CDMG	1LIT|2MLV|3RCR|4ERES|5CDMG|68DMG|7AART|9VULN|aRCVC
76	23443 52211	   	162.28	ACR|2VULN|2DMG|1CDMG|1ZMB	15LHND|2ZMB|3CDMG|4RCR|68VULN|7CGEN|9aDMG
77	26522 52211	   	162.28	ACR|2VULN|2DMG|1CDMG|1ZMB	1LHND|2DMSP|3CDMG|4RCR|5ZMB|68VULN|7CGEN|9aDMG
78	22241 62222	   	162.20	DCR|2AART|2DMG|2ZMB|1DUR	157aLHND|2DUR|3aZMB|49AART|6RCR|8aDMG|aBPWR
79	22241 65232	   	162.20	DCR|2AART|2DMG|2ZMB|1DUR	15aLHND|2DUR|3aZMB|47AART|6RCR|8aDMG|9DMSP|aBPWR
80	23446 33231	   	162.18	ACR|2VULN|2DMG|1CDMG|1ZMB	17LHND|2ZMB|3CDMG|4RCR|5TLV|6aDMG|89VULN
81	32141 34113	 * 	162.11	DCR|2VULN|2AART|3DUR|1CDMG	123DUR|4CDMG|5aAART|6CGEN|78VULN|9RCR
82	32416 11141	 * 	161.98	DCR|2DMG|1AART|1VULN|3DUR	12aDUR|3VULN|4DLOT|5AART|6aFEWX|7RCR|8aDMG|9RMIN|aBPWR
83	53553 13332	 * 	161.80	ACR|3VULN|1DMG|2ZMB|1CDMG	1DUST|24ZMB|349VULN|4BPWR|5RCR|6FEWX|7LHND|8CDMG|aDMG
84	32416 51131	   	161.78	DCR|2DMG|1AART|1VULN|3DUR	12aDUR|3VULN|4DLOT|5AART|6aDUST|7RCR|8aDMG|9RMIN|aBPWR
85	13445 22211	   	161.66	DCR|2VULN|2DMG|1CDMG|1ZMB	1CGEN|26DUST|3CDMG|4ZMB|58VULN|7RCR|9aDMG
86	65332 41223	   	161.59	ACR|2DMG|1AART|1VULN|1CDMG	1LIT|2MLV|3RCR|4ERES|5CDMG|6AART|78DMG|9VULN|aLHND
87	32525 32215	   	161.58	ACR|3VULN|1DMG|1CDMG|2DUR	12DUR|3CDMG|4RCR|58aVULN|6MLV|7CGEN|9DMG
88	32141 44113	   	161.57	DCR|2VULN|1AART|3DUR|1CDMG|1ZMB	123DUR|4CDMG|5AART|6TLV|78VULN|9RCR|aZMB
89	32525 23151	 * 	161.52	ACR|2VULN|1AART|3DUR|1CDMG|1ASPD	128DUR|3CDMG|4RCR|59VULN|6DUST|7AART|aASPD
90	32143 14113	   	161.51	DCR|2VULN|2AART|3DUR|1CDMG	123DUR|4CDMG|5CGEN|6aAART|78VULN|9RCR
91	32521 52215	   	161.48	ACR|3VULN|1DMG|1CDMG|2DUR	12DUR|3CDMG|4RCR|5ERES|68aVULN|7CGEN|9DMG
92	32525 13136	   	161.23	ACR|3VULN|1DMG|1CDMG|2DUR|1SELL	12DUR|3CDMG|4RCR|57aVULN|6SNIHEL|8SELL|9DMG
93	32525 12142	   	161.17	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	12DUR|3CDMG|4RCR|5aVULN|6SNIHEL|7LWND|8AART|9ZMB
94	22233 46521	   	161.09	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2DUR|3ZMB|4BEXP|5RCR|6AART|7aVULN|8DMG|9ERES
95	23113 46131	   	161.09	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LHND|2ZMB|3BEXP|4DUST|5RCR|6AART|7aVULN|8ASPD|9DMG
96	23113 46511	   	161.09	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LHND|2ZMB|3BEXP|4DUST|5RCR|6AART|7aVULN|8DMG|9ASPD
97	23123 46521	   	161.09	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2ZMB|3BEXP|4DUR|5RCR|6AART|7aVULN|8DMG|9ERES
98	32146 14111	   	161.07	DCR|2VULN|1AART|3DUR|1CDMG|1ZMB	123DUR|4CDMG|5ZMB|6AART|78VULN|9RCR|aCGEN
99	36222 52235	 * 	161.00	ACR|1AART|1VULN|1DMG|2ASPD|1FLTHEA|1DUR	1DUR|2BELT|3RMIN|4RCR|57ASPD|6VULN|8AART|9DMG|aFLTHEA
100	36226 32235	   	161.00	ACR|1AART|1VULN|1DMG|2ASPD|1FLTHEA|1DUR	1DUR|2BELT|3RMIN|4RCR|5VULN|67ASPD|8AART|9DMG|aFLTHEA
101	65332 34223	   	160.99	ACR|2DMG|1AART|1VULN|1CDMG	1LIT|2MLV|3RCR|4ERES|5CDMG|68DMG|7AART|9VULN|aLHND
102	32146 14112	   	160.97	DCR|2VULN|1AART|3DUR|1CDMG|1ZMB	123DUR|4CDMG|5ZMB|6AART|78VULN|9RCR|aDUST
103	12413 42221	   	160.90	DCR|2VULN|2DMG|1CDMG|1ASPD	1CGEN|2LHND|3CDMG|4RCVC|58VULN|6ASPD|7RCR|9aDMG
104	32523 34353	   	160.88	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	12DUR|3CDMG|4RCR|5CGEN|6AART|7VULN|8BELT|9ASPD|aDMG
105	13416 42221	   	160.80	DCR|2VULN|2DMG|1CDMG|1ASPD	1CGEN|2DUST|3CDMG|4RCVC|58VULN|6ASPD|7RCR|9aDMG
106	32464 13231	 * 	160.79	DCR|5VULN|3DUR	128DUR|3458aVULN|6RCR|78MLV|8BPWR|9LWND
107	32134 12141	   	160.56	DCR|3VULN|1DMG|3DUR|1ASPD	123DUR|4TLV|5ASPD|6RCR|79aVULN|8DMG
108	36222 53331	   	160.23	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2BELT|3RMIN|4RCR|5ASPD|68VULN|7AART|9DMG|aRCVC
109	36226 33331	   	160.23	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2BELT|3RMIN|4RCR|58VULN|6ASPD|7AART|9DMG|aRCVC
110	32134 62131	   	160.10	DCR|2VULN|2DMG|3DUR|1ASPD	123DUR|4TLV|5ASPD|6aVULN|7RCR|89DMG
111	32526 22311	   	160.07	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	12DUR|3CDMG|4RCR|5LIT|69VULN|7ZMB|8MLV|aAART
112	11522 42222	 * 	159.99	ACR|2AART|2VULN|2CDMG	19CGEN|29BASICY|3RCR|4BEXP|57AART|6aVULN|89CDMG|9BPWR
113	32526 22211	   	159.97	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	12DUR|3CDMG|4RCR|5LIT|69VULN|7ZMB|8ERES|aAART
114	11522 42262	   	159.89	ACR|2AART|2VULN|2CDMG	1CGEN|2BASICY|3RCR|4BEXP|57AART|6aVULN|89CDMG
115	11532 42262	   	159.89	ACR|2AART|2VULN|2CDMG	1CGEN|2BASICY|3RCR|4FEWX|57AART|6aVULN|89CDMG
116	14323 61242	   	159.83	ACR|4VULN|1DMG|2DUR	18CGEN|2DMSP|38DUR|4678VULN|5RCR|8BPWR|9MLV|aDMG
117	14323 61262	   	159.83	ACR|4VULN|1DMG|2DUR	18CGEN|2DMSP|38DUR|4678VULN|5RCR|8BPWR|9RMIN|aDMG
118	65312 23411	 * 	159.76	ACR|2AART|1VULN|1DMG|2ZMB	17LIT|27MLV|3RCR|47ZMB|5RCVC|68AART|7BPWR|9DMG|aVULN
119	11522 41224	   	159.65	ACR|2DMG|1AART|1VULN|1ZMB	19CGEN|29BASICY|3RCR|4BEXP|5AART|6VULN|79DMG|8RPLT|9BPWR|aZMB
120	11532 41224	   	159.65	ACR|2DMG|1AART|1VULN|1ZMB	19CGEN|29BASICY|3RCR|4FEWX|5AART|6VULN|79DMG|8RPLT|9BPWR|aZMB
121	11522 41234	   	159.55	ACR|2DMG|1AART|1VULN|1ZMB	1CGEN|2BASICY|3RCR|4BEXP|5AART|6VULN|79DMG|8RPLT|aZMB
122	11522 41335	   	159.55	ACR|2VULN|1AART|1DMG|1ZMB	1CGEN|2BASICY|3RCR|4BEXP|5AART|6aVULN|7DMG|8LWND|9ZMB
123	11522 41413	   	159.55	ACR|2DMG|1AART|1VULN|1ZMB	1CGEN|2BASICY|3RCR|4BEXP|5AART|6VULN|79DMG|8MLV|aZMB
124	11532 41234	   	159.55	ACR|2DMG|1AART|1VULN|1ZMB	1CGEN|2BASICY|3RCR|4FEWX|5AART|6VULN|79DMG|8RPLT|aZMB
125	11532 41335	   	159.55	ACR|2VULN|1AART|1DMG|1ZMB	1CGEN|2BASICY|3RCR|4FEWX|5AART|6aVULN|7DMG|8LWND|9ZMB
126	11532 41413	   	159.55	ACR|2DMG|1AART|1VULN|1ZMB	1CGEN|2BASICY|3RCR|4FEWX|5AART|6VULN|79DMG|8MLV|aZMB
127	23152 42233	 * 	159.54	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	1LHND|2ZMB|3BEXP|4LSRICY|57AART|6VULN|8CDMG|9RCR|aDMG
128	14323 61323	 * 	159.53	ACR|3VULN|1AART|1CDMG|1DUR	1CGEN|2DMSP|3DUR|467VULN|5RCR|8AART|9CDMG|aRCVC
129	32522 42235	   	159.46	ACR|3VULN|1CDMG|2DUR|1ZMB|1ASPD	12DUR|3CDMG|4RCR|5ZMB|6ASPD|7RMIN|89aVULN
130	11522 41113	   	159.45	ACR|2DMG|1AART|1VULN|1ZMB	1CGEN|2BASICY|3RCR|4BEXP|5AART|6VULN|79DMG|8ERES|aZMB
131	11532 41113	   	159.45	ACR|2DMG|1AART|1VULN|1ZMB	1CGEN|2BASICY|3RCR|4FEWX|5AART|6VULN|79DMG|8ERES|aZMB
132	53152 42233	   	159.44	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1DUST|2ZMB|3BEXP|4LSRICY|57AART|6VULN|8CDMG|9RCR|aDMG
133	33115 46331	   	159.42	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2DUST|3LHND|4RCR|5ASPD|6AART|7aVULN|8CGEN|9DMG
134	32522 41235	   	159.36	ACR|3VULN|1CDMG|2DUR|1ZMB|1ASPD	12DUR|3CDMG|4RCR|5ZMB|6ASPD|7ERES|89aVULN
135	65343 22131	   	159.19	ACR|2DMG|1AART|1VULN|1CDMG	16LIT|2MLV|3RCR|4VULN|5MBVNT|78DMG|9CDMG|aAART
136	32521 42621	   	159.08	ACR|2DMG|1VULN|2CDMG|2DUR|1ASPD	12DUR|37CDMG|4RCR|5ERES|6ASPD|8VULN|9aDMG
137	11232 41713	   	159.03	DCR|2DMG|1AART|1VULN|1ZMB	1CGEN|2BASICY|3MBVNT|4FEWX|5AART|6RCR|79DMG|8ZMB|aVULN
138	12413 42225	 * 	158.97	DCR|3VULN|1DMG|1CDMG|1ASPD	1CGEN|2LHND|3CDMG|4RCVC|58aVULN|6ASPD|7RCR|9DMG
139	36222 53332	   	158.92	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2BELT|3RMIN|4RCR|5ASPD|68VULN|7AART|9DMG|aLWND
140	36226 33332	   	158.92	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2BELT|3RMIN|4RCR|58VULN|6ASPD|7AART|9DMG|aLWND
141	33363 42131	   	158.90	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2DUST|3BEXP|4aVULN|5TLV|6AART|7RCR|8ASPD|9DMG
142	33363 42511	   	158.90	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2DUST|3BEXP|4aVULN|5TLV|6AART|7RCR|8DMG|9ASPD
143	52363 42131	   	158.90	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUST|2DUR|3BEXP|4aVULN|5TLV|6AART|7RCR|8ASPD|9DMG
144	36222 53333	   	158.82	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2BELT|3RMIN|4RCR|5ASPD|68VULN|7AART|9DMG|aERES
145	36226 33333	   	158.82	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2BELT|3RMIN|4RCR|58VULN|6ASPD|7AART|9DMG|aERES
146	65233 42131	   	158.78	DCR|2DMG|1AART|1VULN|1CDMG	1LIT|2MLV|3VULN|4ERES|5CGEN|6RCR|78DMG|9CDMG|aAART
147	64131 42131	   	158.68	DCR|2DMG|1AART|1VULN|1CDMG	1LIT|23ERES|4VULN|5LHND|6RCR|78DMG|9CDMG|aAART
148	22136 25123	   	158.66	DCR|3VULN|1AART|1ZMB|1DUR	1LHND|2DUR|3LEGI|4FEWX|5ZMB|6RCR|789VULN|aAART
149	32462 13341	   	158.66	DCR|2VULN|1AART|1DMG|2DUR	12DUR|34VULN|5DMSP|6RCR|7MLV|8AART|9DMG|aCGEN
150	32462 13342	   	158.66	DCR|2VULN|1AART|1DMG|2DUR	12DUR|34VULN|5DMSP|6RCR|7MLV|8AART|9DMG|aLWND
151	33136 25123	   	158.66	DCR|3VULN|1AART|1ZMB|1DUR	1DUR|2DUST|3LHND|4FEWX|5ZMB|6RCR|789VULN|aAART
152	52136 25123	   	158.66	DCR|3VULN|1AART|1ZMB|1DUR	1DUST|2DUR|3LHND|4FEWX|5ZMB|6RCR|789VULN|aAART
153	23442 32163	   	158.57	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1LHND|2ZMB|3CDMG|4RCR|5DUR|6ASPD|7LIT|8DMG|9aVULN
154	22241 65221	 * 	158.49	DCR|3AART|1DMG|1CDMG|1ZMB|1DUR	15LHND|2DUR|3ZMB|479AART|6RCR|8DMG|aCDMG
155	53513 52131	   	158.36	ACR|2VULN|2DMG|2DUR|1ZMB	14aDUST|2ZMB|3aVULN|5RCR|6LIT|78DMG|9aDUR|aBPWR
156	66111 24311	   	158.31	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	1LIT|25VULN|3RMIN|45ZMB|5BPWR|6AART|7DUR|8RCR|9MGNSTR|aCDMG
157	65341 21311	   	158.27	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LIT|2MLV|3RCR|47VULN|5ZMB|6DUR|8AART|9AIRHEL|aCDMG
158	32416 23222	 * 	158.27	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	12DUR|3VULN|4DLOT|56AART|7CDMG|8DMG|9RMIN|aRCR
159	32416 23242	   	158.27	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	12DUR|3VULN|4DLOT|56AART|7CDMG|8DMG|9CGEN|aRCR
160	14323 61322	   	158.22	ACR|3VULN|1AART|1CDMG|1DUR	1CGEN|2DMSP|3DUR|467VULN|5RCR|8AART|9CDMG|aBEXP
161	14323 61324	   	158.22	ACR|3VULN|1AART|1CDMG|1DUR	1CGEN|2DMSP|3DUR|467VULN|5RCR|8AART|9CDMG|aLIT
162	14323 61326	   	158.22	ACR|3VULN|1AART|1CDMG|1DUR	1CGEN|2DMSP|3DUR|467VULN|5RCR|8AART|9CDMG|aMLV
163	32134 62141	   	158.16	DCR|3VULN|1DMG|3DUR|1ASPD	123DUR|4TLV|5ASPD|69aVULN|7RCR|8DMG
164	14323 61321	   	158.12	ACR|3VULN|1AART|1CDMG|1DUR	1CGEN|2DMSP|3DUR|467VULN|5RCR|8AART|9CDMG|aERES
165	32416 11122	   	157.96	DCR|2DMG|1AART|1VULN|2DUR	12DUR|3VULN|4DLOT|5AART|6FEWX|7RCR|8aDMG|9RPLT
