0	Index      	 *	Score 	Summary	Detail	
1	25341 22321	 * 	196.74	ACR|3DMG|2VULN|3CDMG|2ZMB	148CDMG|29VULN|3RCR|5BELT|68ZMB|78aDMG|8BPWR
68	22342 56131	   	178.91	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB	14CDMG|2BEXP|3RCR|5DUST|6AART|78VULN|9ZMB|aDMG
69	32461 36147	   	178.78	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|249BEXP|3RCR|49BPWR|59DMG|69VULN|7AART|8RPLT|aCDMG
70	33461 36147	   	178.78	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|249FEWX|3RCR|49BPWR|59DMG|69VULN|7AART|8RPLT|aCDMG
71	21513 51621	   	178.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2BELT|3AART|4BEXP|5DUR|68VULN|7RCR|9DMG|aZMB
72	21531 51621	   	178.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2BELT|3AART|4DUR|5LHND|68VULN|7RCR|9DMG|aZMB
73	33451 36282	   	178.58	ACR|2VULN|2DMG|1AART|2ASPD	1MBVNT|2FEWX|3RCR|46DMG|56ASPD|6BPWR|7AART|8LHND|9aVULN
74	25363 32264	   	178.54	ACR|2VULN|2AART|1DMG|1CDMG|1DUR|1SELL	1CDMG|26VULN|3RCR|4MBVNT|5SELL|7DUR|89AART|aDMG
75	38338 15441	   	178.48	ACR|2DMG|1AART|1VULN|2ASPD|1CDMG|1DUR	1MBVNT|28ASPD|3CDMG|4AART|5RCR|68BASICY|78DMG|8BPWR|9DUR|aVULN
76	25326 14121	   	178.48	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|28VULN|3RCR|4LEGI|5aDMG|6CGEN|7AART|9ERES
77	33451 36382	   	178.48	ACR|2VULN|2DMG|1AART|2ASPD	1MBVNT|2FEWX|3RCR|46DMG|56ASPD|6BPWR|7AART|8LEGI|9aVULN
78	25326 24121	   	178.38	ACR|2DMG|2VULN|1AART|1CDMG	1CDMG|28VULN|3RCR|4LEGI|5aDMG|6TLV|7AART|9ERES
79	25343 41112	 * 	178.20	ACR|4VULN|3CDMG|1DMG	147CDMG|2678VULN|3RCR|578ERES|78BPWR|9DMG|aBEXP
80	25343 41113	   	178.20	ACR|4VULN|3CDMG|1DMG	147CDMG|2678VULN|3RCR|578ERES|78BPWR|9DMG|aRPLT
81	25364 24172	 * 	178.18	ACR|2DMG|2AART|1VULN|1CDMG|1DUR	1CDMG|2VULN|3RCR|4MBVNT|5DUR|68DMG|7BEXP|9aAART
82	33457 31172	   	178.18	ACR|2DMG|2AART|1VULN|1CDMG|1DUR	1MBVNT|2FEWX|3RCR|48DMG|5DUR|6VULN|7CDMG|9aAART
83	25343 41111	   	178.10	ACR|4VULN|3CDMG|1DMG	147CDMG|2678VULN|3RCR|578ERES|78BPWR|9DMG|aMBVNT
84	41365 11442	   	178.06	DCR|2VULN|2DMG|1AART|1CDMG	19VULN|2LEGI|3CDMG|4MBVNT|59DUST|6RCR|7AART|89DMG|9BPWR|aLWND
85	41365 11444	   	178.06	DCR|2VULN|2DMG|1AART|1CDMG	19VULN|2LEGI|3CDMG|4MBVNT|59DUST|6RCR|7AART|89DMG|9BPWR|aLIT
86	41365 11441	   	177.96	DCR|2VULN|2DMG|1AART|1CDMG	19VULN|2LEGI|3CDMG|4MBVNT|59aDUST|6RCR|7AART|89DMG|9BPWR
87	25361 53332	   	177.60	ACR|4VULN|1AART|2CDMG	1aCDMG|279aVULN|3RCR|4MBVNT|5aERES|6AART|8RCVC|aBPWR
88	25231 41251	   	177.58	ACR|2VULN|2AART|1DMG|1CDMG|1DUR	1CDMG|29VULN|3FEWX|4RCR|5ERES|68AART|7DUR|aDMG
89	25361 53131	   	177.50	ACR|4VULN|1AART|2CDMG	18CDMG|2789VULN|3RCR|4MBVNT|58aERES|6AART|8BPWR
90	25361 53232	   	177.50	ACR|4VULN|1AART|2CDMG	1aCDMG|279aVULN|3RCR|4MBVNT|58aERES|6AART|aBPWR
91	64332 53313	   	177.37	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1DUR|279VULN|3CDMG|4RCR|5ASPD|6ZMB|8CGEN|aAART
92	25361 53133	   	177.36	ACR|4VULN|1AART|2CDMG|1SELL	18CDMG|2789VULN|3RCR|4MBVNT|58ERES|6AART|8BPWR|aSELL
93	22321 43551	   	177.25	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2BEXP|3RCR|4LHND|5ERES|6AART|789VULN|aDMG
94	43225 15332	   	177.02	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	179VULN|2LIT|3ZMB|4DUR|5AART|6BEXP|8RCR|aDMG
95	37171 16142	 * 	176.96	DCR|3DMG|2VULN|2ZMB|1DUR	1MBVNT|2LEGI|3aZMB|45aDMG|6RCR|7DUR|8VENICY|9aVULN|aBPWR
96	33454 75332	 * 	176.78	ACR|2VULN|2DMG|1AART|1FLTHEA	1MBVNT|28FEWX|3RCR|46DMG|568CANHEL|68BPWR|78VULN|9FLTHEA|aAART
97	38338 81112	   	176.74	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1MBVNT|2ASPD|3CDMG|4aAART|5RCR|6ZMB|7DUR|8VULN|9DMG
98	33451 36713	   	176.65	ACR|3DMG|1AART|1VULN|2ASPD	1MBVNT|2FEWX|3RCR|469DMG|56ASPD|6BPWR|7AART|8RPLT|aVULN
99	25312 53612	   	176.53	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1CDMG|279VULN|3RCR|4DUST|5ASPD|6ZMB|8DMG|aDUR
100	32461 36461	 * 	176.38	ACR|2VULN|2DMG|2AART	1MBVNT|24BEXP|3RCR|4BPWR|58DMG|6aVULN|79AART
101	33461 36461	   	176.38	ACR|2VULN|2DMG|2AART	1MBVNT|24FEWX|3RCR|4BPWR|58DMG|6aVULN|79AART
102	33451 33383	   	176.17	ACR|3DMG|2VULN|2ASPD|1DUR	1MBVNT|2FEWX|3RCR|468DMG|56ASPD|6BPWR|7DUR|9aVULN
103	32463 36471	   	176.14	ACR|2VULN|2DMG|1AART|1ZMB	1MBVNT|249BEXP|3RCR|49BPWR|5ZMB|69VULN|7AART|89DMG|aFEWX
104	32463 36473	   	176.14	ACR|2VULN|2DMG|1AART|1ZMB	1MBVNT|249BEXP|3RCR|49BPWR|5ZMB|69VULN|7AART|89DMG|aMLV
105	33463 36471	   	176.14	ACR|2VULN|2DMG|1AART|1ZMB	1MBVNT|249FEWX|3RCR|49BPWR|5ZMB|69VULN|7AART|89DMG|aBEXP
106	33463 36473	   	176.14	ACR|2VULN|2DMG|1AART|1ZMB	1MBVNT|249FEWX|3RCR|49BPWR|5ZMB|69VULN|7AART|89DMG|aMLV
107	37711 61142	   	176.07	ACR|3DMG|2VULN|2ASPD|1DUR	1MBVNT|2LEGI|3RCR|49aDMG|5aASPD|6SNIHEL|7DUR|8aVULN|aBPWR
108	64332 13623	   	176.07	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	19DUR|27VULN|3CDMG|4RCR|5ASPD|6CGEN|8DMG|aAART
109	64332 23623	   	175.97	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	19DUR|27VULN|3CDMG|4RCR|5ASPD|6TLV|8DMG|aAART
110	32453 31147	   	175.95	ACR|3VULN|1AART|1DMG|1CDMG	1MBVNT|2BEXP|3RCR|4DMG|5CDMG|6SNIHEL|79aVULN|8AART
111	33453 31147	   	175.95	ACR|3VULN|1AART|1DMG|1CDMG	1MBVNT|2FEWX|3RCR|4DMG|5CDMG|6SNIHEL|79aVULN|8AART
112	33461 36482	   	175.94	ACR|2VULN|2DMG|1AART|1ZMB	1MBVNT|24FEWX|3RCR|4BPWR|58DMG|69VULN|7AART|aZMB
113	37713 31143	   	175.85	ACR|3VULN|1AART|1DMG|1CDMG	1MBVNT|2LEGI|3RCR|4DMG|5CDMG|6SNIHEL|79aVULN|8AART
114	36482 53111	   	175.84	DCR|3VULN|1AART|1DMG|2CDMG	1MBVNT|28CDMG|3ERES|478VULN|58DUST|6AART|8BPWR|9RCR|aDMG
115	44123 22131	   	175.82	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	12aVULN|3LHND|4DMSP|5ZMB|6ASPD|7AART|8RCR|9DMG
116	62313 26162	   	175.75	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|2CGEN|3CDMG|4DMG|5AART|6RCR|78VULN|9LWND|aASPD
117	21651 12331	   	175.68	DCR|2VULN|2DMG|1AART|2CDMG	18CDMG|2BELT|3DUST|48VULN|5RMIN|6DMSP|78DMG|8BPWR|9RCR|aAART
118	21651 52331	   	175.68	DCR|2VULN|2DMG|1AART|2CDMG	18CDMG|26BELT|3DUST|48VULN|5RMIN|78DMG|8BPWR|9RCR|aAART
119	22636 31163	   	175.58	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|2BEXP|3LWND|4RCR|59DMG|6SNIHEL|7aVULN|8AART
120	37711 34128	   	175.55	ACR|3DMG|2VULN|3ASPD	1MBVNT|2LEGI|3RCR|467DMG|567ASPD|67aBPWR|8BELT|9aVULN
121	37711 34314	   	175.55	ACR|3DMG|2VULN|3ASPD	1MBVNT|2LEGI|3RCR|467DMG|567ASPD|67BPWR|8aVULN|9RCVC
122	37711 34353	   	175.55	ACR|3DMG|2VULN|3ASPD	1MBVNT|2LEGI|3RCR|467DMG|567ASPD|67BPWR|8aVULN|9LWND
123	37711 34363	   	175.55	ACR|3DMG|2VULN|3ASPD	1MBVNT|2LEGI|3RCR|467DMG|567ASPD|67BPWR|8aVULN|9BEXP
124	37711 34425	   	175.55	ACR|3DMG|2VULN|3ASPD	1MBVNT|2LEGI|3RCR|467DMG|567ASPD|67BPWR|8RPLT|9aVULN
125	37714 14142	   	175.55	ACR|3DMG|2VULN|2CDMG	1MBVNT|2LEGI|3RCR|49aDMG|5CANHEL|6RPLT|7aCDMG|8aVULN|aBPWR
126	37714 14152	   	175.55	ACR|3VULN|2DMG|2CDMG	1MBVNT|2LEGI|3RCR|4aDMG|5CANHEL|6RPLT|7aCDMG|89aVULN|aBPWR
127	37714 15242	   	175.55	ACR|3VULN|2DMG|2CDMG	1MBVNT|2LEGI|3RCR|4aDMG|5CANHEL|6RPLT|78aVULN|9aCDMG|aBPWR
128	35561 31411	 * 	175.33	DCR|3DMG|2VULN|2FLTHEA	1MBVNT|2RCVC|38VULN|478DMG|58FLTHEA|6RCR|8BPWR|9FEWX|aDMSP
129	35561 31414	   	175.33	DCR|3DMG|2VULN|2FLTHEA	1MBVNT|2RCVC|38VULN|478DMG|58FLTHEA|6RCR|8BPWR|9FEWX|aCGEN
130	35561 31421	   	175.33	DCR|3DMG|2VULN|2FLTHEA	1MBVNT|2RCVC|38VULN|478DMG|58FLTHEA|6RCR|8BPWR|9LHND|aDMSP
131	35561 31424	   	175.33	DCR|3DMG|2VULN|2FLTHEA	1MBVNT|2RCVC|38VULN|478DMG|58FLTHEA|6RCR|8BPWR|9LHND|aCGEN
132	36112 23624	 * 	175.24	DCR|2DMG|1AART|1VULN|2CDMG|2ASPD	1MBVNT|2aCDMG|3LIT|4AART|5aDMG|6VULN|7CGEN|8aASPD|9RCR|aBPWR
133	35561 31412	   	175.23	DCR|3DMG|2VULN|2FLTHEA	1MBVNT|2RCVC|38VULN|478DMG|58FLTHEA|6RCR|8BPWR|9FEWX|aDUST
134	35561 31413	   	175.23	DCR|3DMG|2VULN|2FLTHEA	1MBVNT|2RCVC|38VULN|478DMG|58FLTHEA|6RCR|8BPWR|9FEWX|aNUKE
135	35561 31422	   	175.23	DCR|3DMG|2VULN|2FLTHEA	1MBVNT|2RCVC|38VULN|478DMG|58FLTHEA|6RCR|8BPWR|9LHND|aDUST
136	35561 31423	   	175.23	DCR|3DMG|2VULN|2FLTHEA	1MBVNT|2RCVC|38VULN|478DMG|58FLTHEA|6RCR|8BPWR|9LHND|aNUKE
137	35561 31431	   	175.23	DCR|3DMG|2VULN|2FLTHEA	1MBVNT|2RCVC|38VULN|478DMG|58FLTHEA|6RCR|8BPWR|9DUST|aDMSP
138	35561 31434	   	175.23	DCR|3DMG|2VULN|2FLTHEA	1MBVNT|2RCVC|38VULN|478DMG|58FLTHEA|6RCR|8BPWR|9DUST|aFEWX
139	38717 14444	 * 	175.23	DCR|3DMG|2VULN|3ASPD	1MBVNT|237ASPD|47LHND|578DMG|6RCR|7BPWR|9aVULN
140	43313 24613	   	175.16	DCR|2VULN|2DMG|1AART|1CDMG	1aVULN|2LIT|3BEXP|46DMG|5CDMG|7RCR|8AART|9VENICY
141	34253 16227	   	175.15	DCR|2VULN|2DMG|1AART|2DUR	1MBVNT|239CGEN|48VULN|59DMG|6RCR|79DUR|9BPWR|aAART
142	34451 11527	   	175.15	DCR|2VULN|2DMG|1AART|2DUR	1MBVNT|29CGEN|35DMG|49DUR|6RCR|7DMSP|89VULN|9BPWR|aAART
143	34462 11527	   	175.15	DCR|2VULN|2DMG|1AART|2DUR	1MBVNT|29CGEN|34DMG|59DUR|6RCR|7DMSP|89VULN|9BPWR|aAART
144	36112 26624	   	175.14	DCR|2DMG|1AART|1VULN|2CDMG|2ASPD	1MBVNT|2aCDMG|3LIT|4AART|5aDMG|6VULN|7ERES|8aASPD|9RCR|aBPWR
145	35561 31432	   	175.13	DCR|3DMG|2VULN|2FLTHEA	1MBVNT|2RCVC|38VULN|478DMG|58FLTHEA|6RCR|8BPWR|9aDUST
146	35561 31433	   	175.13	DCR|3DMG|2VULN|2FLTHEA	1MBVNT|2RCVC|38VULN|478DMG|58FLTHEA|6RCR|8BPWR|9DUST|aERES
147	25343 41311	   	175.10	ACR|3VULN|3CDMG|1DMG|1ZMB	147CDMG|267VULN|3RCR|57ERES|7BPWR|8CGEN|9DMG|aZMB
148	35561 31444	   	175.08	DCR|3DMG|2VULN|2FLTHEA|1SELL	1MBVNT|2RCVC|38VULN|478DMG|58FLTHEA|6RCR|8BPWR|9SELL|aFEWX
149	32765 21231	 * 	175.03	DCR|3DMG|1AART|1VULN|1CDMG	1MBVNT|2BEXP|3DMSP|46aDMG|5AART|7RCR|8CDMG|9VULN
150	33765 21231	   	175.03	DCR|3DMG|1AART|1VULN|1CDMG	1MBVNT|2FEWX|3DMSP|46aDMG|5AART|7RCR|8CDMG|9VULN
151	35561 31441	   	174.98	DCR|3DMG|2VULN|2FLTHEA|1SELL	1MBVNT|2RCVC|38VULN|478DMG|58FLTHEA|6RCR|8BPWR|9SELL|aDUST
152	35561 31443	   	174.98	DCR|3DMG|2VULN|2FLTHEA|1SELL	1MBVNT|2RCVC|38VULN|478DMG|58FLTHEA|6RCR|8BPWR|9SELL|aLEGI
153	25355 21133	   	174.85	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|278VULN|3RCR|4CANHEL|5DMG|6LHND|9FEWX|aAART
154	32765 21431	 * 	174.76	DCR|2VULN|2AART|2DMG	1MBVNT|2BEXP|3DMSP|46DMG|58AART|7RCR|9aVULN
155	33765 21431	   	174.76	DCR|2VULN|2AART|2DMG	1MBVNT|2FEWX|3DMSP|46DMG|58AART|7RCR|9aVULN
156	25326 31124	   	174.75	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|278VULN|3RCR|4LEGI|5DMG|6AIRHEA|9RMIN|aAART
157	25326 31133	   	174.75	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|278VULN|3RCR|4LEGI|5DMG|6AIRHEA|9FEWX|aAART
158	25365 42214	   	174.75	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|278VULN|3RCR|4MBVNT|5DUST|6RPLT|9DMG|aAART
159	25367 31141	   	174.75	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|278VULN|3RCR|4MBVNT|5DMG|6AIRHEA|9RPLT|aAART
