0	Index      	 *	Score 	Summary	Detail	
1	23531 34215	 * 	204.55	ACR|3DMG|2VULN|1AART|2CDMG	1RCR|2BELT|3aLHND|46aDMG|56VULN|6aBPWR|7LIT|8aCDMG|9AART
63	42214 13314	   	188.59	ACR|3DMG|1AART|1VULN|3DUR|1ASPD	145DUR|2RCR|345DMG|45BPWR|6MLV|7AART|8ASPD|9VULN|aTLV
64	42214 13421	   	188.59	ACR|3DMG|1AART|1VULN|3DUR|1ASPD	145DUR|2RCR|345DMG|45BPWR|6MLV|7AART|8VULN|9LEGI|aASPD
65	42214 15133	   	188.34	ACR|3DMG|1VULN|3DUR|1CDMG|1ZMB|1ASPD	145DUR|2RCR|345DMG|45BPWR|6MLV|7ZMB|8CDMG|9ASPD|aVULN
66	42212 43163	   	187.98	ACR|3DMG|2VULN|3DUR|2ASPD	145DUR|2RCR|349DMG|49BPWR|6MLV|79VULN|89ASPD|aLIT
67	13234 21452	 * 	187.98	DCR|3DMG|1AART|1VULN|2ASPD|1CDMG	14ASPD|258DMG|3MBVNT|6RCR|7VULN|9CDMG|aAART
68	42212 11113	   	187.88	ACR|3DMG|2VULN|3DUR|1CDMG	145DUR|2RCR|347DMG|4BPWR|6aVULN|8CDMG|9DMSP
69	42212 11155	   	187.88	ACR|3DMG|2VULN|3DUR|1CDMG	145DUR|2RCR|347DMG|4BPWR|6aVULN|8CDMG|9LWND
70	42212 12245	   	187.88	ACR|3DMG|2VULN|3DUR|1CDMG	145DUR|2RCR|349DMG|4BPWR|6aVULN|7CDMG|8FEWX
71	42212 53163	   	187.88	ACR|3DMG|2VULN|3DUR|2ASPD	145DUR|2RCR|349DMG|49BPWR|6ERES|79VULN|89ASPD|aLIT
72	21351 31626	   	187.79	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2RCVC|3LIT|4aDMG|59VULN|6AART|7CDMG|8RPLT
73	42214 31353	   	187.74	ACR|3DMG|2VULN|3DUR|1CDMG|1SELL	145DUR|2RCR|345DMG|45BPWR|6SELL|7MLV|8aVULN|9CDMG
74	42213 36161	   	187.30	ACR|2VULN|2DMG|1AART|2DUR|1ASPD	14DUR|2RCR|34DMG|4BPWR|5BEXP|6AART|7aVULN|8CGEN|9ASPD
75	42435 23131	   	187.29	ACR|3DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2RCR|3BEXP|49aDMG|5AART|6CDMG|7VULN|8BELT
76	42214 31312	   	187.24	ACR|3DMG|1AART|1VULN|3DUR|1ASPD|1SELL	145DUR|2RCR|345DMG|45BPWR|6SELL|7MLV|8VULN|9AART|aASPD
77	42214 36312	   	187.14	ACR|3DMG|1AART|1VULN|3DUR|1ASPD|1SELL	145DUR|2RCR|345DMG|45BPWR|6SELL|7TLV|8VULN|9AART|aASPD
78	21351 35512	   	187.03	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2aRCVC|3LIT|4DMG|579VULN|6AART|8CDMG
79	42214 23224	   	186.89	ACR|3DMG|1AART|1VULN|3DUR|1ASPD	145DUR|2RCR|345DMG|45BPWR|6LHND|7VULN|8RMIN|9ASPD|aAART
80	24213 16126	   	186.58	ACR|2AART|2DMG|1VULN|1CDMG|1DUR	1RCR|2LIT|37AART|4CDMG|5MBVNT|6DUR|8VULN|9aDMG
81	24213 16236	   	186.58	ACR|2AART|2DMG|1VULN|1CDMG|1DUR	1RCR|2LIT|37AART|4CDMG|5MBVNT|6DUR|8aDMG|9VULN
82	42214 33136	 * 	186.54	ACR|3DMG|2AART|3DUR|1CDMG|1SELL	145DUR|2RCR|345DMG|45BPWR|6SELL|7aAART|8CDMG|9FEWX
83	42133 42253	 * 	186.48	ACR|2DMG|3CDMG|1AART|1VULN|2DUR	17DUR|2RCR|3FEWX|47DMG|567CDMG|7BPWR|8LHND|9VULN|aAART
84	42214 33116	 * 	186.44	ACR|3DMG|2AART|3DUR|1CDMG|1SELL	145DUR|2RCR|345DMG|45BPWR|6SELL|7aAART|8CDMG|9DUST
85	22336 36131	   	186.19	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2CGEN|3aVULN|48DMG|5BASICY|6AART|7RCVC|9CDMG
86	24213 77121	   	186.14	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1RCR|2LIT|3AART|4CDMG|5MBVNT|6ZMB|79DMG|8VULN|aDUR
87	42214 33121	 * 	186.09	ACR|3DMG|1AART|3DUR|1CDMG|1ZMB|1SELL	145DUR|2RCR|345DMG|45BPWR|6SELL|7AART|8CDMG|9ZMB|aFEWX
88	42214 33123	 * 	186.09	ACR|3DMG|1AART|3DUR|1CDMG|1ZMB|1SELL	145DUR|2RCR|345DMG|45BPWR|6SELL|7AART|8CDMG|9ZMB|aMGNLIT
89	42214 33124	 * 	186.09	ACR|3DMG|1AART|3DUR|1CDMG|1ZMB|1SELL	145DUR|2RCR|345DMG|45BPWR|6SELL|7AART|8CDMG|9ZMB|aBEXP
90	42214 33125	 * 	186.09	ACR|3DMG|1AART|3DUR|1CDMG|1ZMB|1SELL	145DUR|2RCR|345DMG|45BPWR|6SELL|7AART|8CDMG|9ZMB|aRPLT
91	13273 44854	 * 	186.01	DCR|2VULN|2DMG|1AART|2ASPD|1ZMB|1DUR	17ASPD|27DMG|3MBVNT|4MLV|5ZMB|67VULN|7BPWR|8AART|9DUR|aRCR
92	24213 34323	   	185.98	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2aLIT|3AART|4CDMG|5MBVNT|6aVULN|7CGEN|8MLV|9aDMG|aBPWR
93	13213 44854	   	185.91	DCR|2VULN|2DMG|1AART|2ASPD|1ZMB|1DUR	17ASPD|27DMG|3MBVNT|4TLV|5ZMB|67VULN|7BPWR|8AART|9DUR|aRCR
94	24211 16125	   	185.88	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2LIT|3AART|4CDMG|5CGEN|6FEWX|79DMG|8aVULN
95	24211 21125	   	185.88	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2LIT|3AART|4CDMG|5CGEN|69DMG|7LWND|8aVULN
96	24211 25125	   	185.88	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2LIT|3AART|4CDMG|5CGEN|69DMG|7LHND|8aVULN
97	24211 26125	   	185.88	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2LIT|3AART|4CDMG|5CGEN|69DMG|7FEWX|8aVULN
98	24215 21125	   	185.88	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2LIT|3AART|4CDMG|5RMIN|69DMG|7LWND|8aVULN
99	21351 31624	   	185.85	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2RCVC|3LIT|4DMG|59aVULN|6AART|7CDMG|8RPLT
100	21351 35513	   	185.85	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2RCVC|3LIT|4DMG|579VULN|6AART|8CDMG|aLWND
101	24213 31624	   	185.78	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2LIT|3AART|4CDMG|5MBVNT|68VULN|7LHND|9aDMG
102	24213 33624	   	185.78	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2LIT|3AART|4CDMG|5MBVNT|68VULN|7LWND|9aDMG
103	24226 21125	   	185.78	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2LIT|3AART|4TLV|5CDMG|69DMG|7LWND|8aVULN
104	13234 21615	   	185.33	DCR|3DMG|1AART|1VULN|2ASPD|1ZMB	14ASPD|259DMG|3MBVNT|6RCR|7VULN|8ZMB|aAART
105	23531 32542	   	185.24	ACR|3DMG|2VULN|1CDMG|1ZMB	1RCR|2BELT|37LHND|469DMG|56VULN|6BPWR|8ZMB|aCDMG
106	42212 11363	   	185.24	ACR|3DMG|2VULN|3DUR|1ZMB	145DUR|2RCR|347DMG|4BPWR|6aVULN|8FEWX|9ZMB
107	42212 61263	   	185.24	ACR|3DMG|2VULN|3DUR|1ZMB	145DUR|2RCR|347DMG|4BPWR|6BEXP|8aVULN|9ZMB
108	42212 61353	   	185.24	ACR|3DMG|2VULN|3DUR|1ZMB	145DUR|2RCR|347DMG|4BPWR|6BEXP|8ZMB|9aVULN
109	42213 32441	   	185.23	ACR|2DMG|2AART|1VULN|2DUR|1ZMB	14DUR|2RCR|34DMG|4BPWR|5BEXP|69AART|7DMSP|8ZMB|aVULN
110	42212 11663	   	185.14	ACR|3DMG|2VULN|3DUR|1ZMB	145DUR|2RCR|347DMG|4BPWR|6aVULN|8NUKE|9ZMB
111	42214 34221	   	185.09	ACR|3DMG|2VULN|3DUR|1ZMB|1SELL	145DUR|2RCR|345DMG|45BPWR|6SELL|7LIT|8aVULN|9ZMB
112	23531 33316	 * 	184.99	ACR|3VULN|2DMG|1CDMG|1ZMB|1SELL	1RCR|2BELT|3LHND|46DMG|569VULN|6BPWR|7SELL|8CDMG|aZMB
113	24531 21521	   	184.88	ACR|2VULN|2AART|1DMG|1CDMG|1DUR	1RCR|2LIT|38VULN|4CDMG|5DUR|6aAART|7LHND|9DMG
114	24531 23521	   	184.88	ACR|2VULN|2AART|1DMG|1CDMG|1DUR	1RCR|2LIT|38VULN|4CDMG|5DUR|6aAART|7LWND|9DMG
115	22336 33624	   	184.78	ACR|2VULN|2AART|1DMG|1CDMG|1DUR	1RCR|2CGEN|38VULN|4DMG|5BASICY|69AART|7DUR|aCDMG
116	22516 33613	 * 	184.75	ACR|3VULN|1AART|2CDMG|3DUR	1RCR|248CGEN|34aDUR|48BPWR|58CDMG|6AART|789VULN
117	22336 63132	 * 	184.39	ACR|3VULN|2DMG|1AART	1RCR|28CGEN|368VULN|4aDMG|5BASICY|78FEWX|8BPWR|9AART
118	13234 21463	 * 	184.37	DCR|3VULN|3DMG|2ASPD	14ASPD|258DMG|3MBVNT|6RCR|79aVULN
119	22336 33616	   	184.34	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1RCR|2CGEN|38VULN|4DMG|5BASICY|6AART|7DUR|9CDMG|aZMB
120	22336 36231	   	184.25	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2CGEN|38aVULN|4DMG|5BASICY|6AART|7RCVC|9CDMG
121	22336 62132	   	184.19	ACR|3VULN|2DMG|1AART	1RCR|28CGEN|368VULN|4aDMG|5BASICY|78DUST|8BPWR|9AART
122	24236 21125	   	183.85	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2LIT|3AART|4ERES|5CDMG|6DMG|7LWND|89aVULN
123	26336 32131	   	183.78	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|27ERES|3aVULN|48DMG|5BASICY|6AART|9CDMG
124	23231 33365	   	183.69	ACR|3DMG|2VULN|1AART	1RCR|2BELT|3FEWX|469DMG|56VULN|6BPWR|7DUST|8BEXP|aAART
125	22332 51245	 * 	183.60	ACR|4VULN|1AART|1DMG	1RCR|2CGEN|367aVULN|4DMG|5RCVC|8RPLT|9AART
126	23531 33434	   	183.54	ACR|3VULN|2DMG|1AART|1SELL	1RCR|2BELT|3LHND|46DMG|568VULN|6BPWR|7SELL|9CGEN|aAART
127	42214 13181	   	183.25	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|345DMG|45BPWR|6MLV|7AART|8MBVNT|9RCVC|aVULN
128	13234 21883	   	183.20	DCR|2VULN|2DMG|1AART|2ASPD|1DUR	14ASPD|25DMG|3MBVNT|6RCR|79VULN|8DUR|aAART
129	23231 31236	   	183.18	ACR|3VULN|3DMG|1ASPD	1RCR|2BELT|3FEWX|46aDMG|569VULN|6BPWR|7MLV|8ASPD
130	22332 51246	   	183.15	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2CGEN|367VULN|4DMG|5RCVC|8RPLT|9AART|aCDMG
131	42214 33234	   	183.11	ACR|3DMG|1AART|1VULN|3DUR|1SELL	145DUR|2RCR|345DMG|45BPWR|6SELL|7AART|8MLV|9RCVC|aVULN
132	23231 35236	   	183.08	ACR|3VULN|3DMG|1ASPD	1RCR|2BELT|3FEWX|46aDMG|569VULN|6BPWR|7ERES|8ASPD
133	23231 36236	   	183.08	ACR|3VULN|3DMG|1ASPD	1RCR|2BELT|3FEWX|46aDMG|569VULN|6BPWR|7TLV|8ASPD
134	42212 26623	   	182.88	ACR|2VULN|2DMG|1AART|3DUR	145DUR|2RCR|34DMG|4BPWR|6RMIN|7AIRHEA|8AART|9aVULN
135	13234 21363	 * 	182.78	DCR|2VULN|2DMG|1AART|3ASPD	149ASPD|25DMG|3MBVNT|6RCR|79VULN|89LWND|9BPWR|aAART
136	23531 34211	   	182.38	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2BELT|3aLHND|46DMG|56VULN|6BPWR|7LIT|8CDMG|9AART
137	23531 34213	   	182.38	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2BELT|3LHND|46DMG|56VULN|6BPWR|7LIT|8CDMG|9AART|aDMSP
138	23531 34216	   	182.28	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2BELT|3LHND|46DMG|56VULN|6BPWR|7LIT|8CDMG|9AART|aTLV
139	25121 34156	   	182.18	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2RMIN|3CDMG|4MBVNT|56DMG|7aVULN|8DMSP|9AART
140	22336 33623	   	182.13	ACR|2VULN|2AART|1DMG|1ZMB|1DUR	1RCR|2CGEN|38VULN|4DMG|5BASICY|69AART|7DUR|aZMB
141	24213 32816	   	182.07	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1RCR|2LIT|3AART|4CDMG|5MBVNT|68VULN|7ASPD|9DUR|aDMG
142	24213 32881	   	182.07	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1RCR|2LIT|3AART|4CDMG|5MBVNT|68VULN|7ASPD|9DMG|aDUR
143	13161 33232	 * 	181.92	ACR|2VULN|2DMG|1AART|2ASPD|1DUR	13ASPD|2aDMG|4RCR|5DUR|6LSRICY|78VULN|9AART
144	26336 32231	   	181.85	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|27ERES|38aVULN|4DMG|5BASICY|6AART|9CDMG
145	23231 34653	   	181.78	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2BELT|3FEWX|46DMG|56VULN|6BPWR|7LIT|8BEXP|9CDMG|aAART
146	23531 32434	   	181.78	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2BELT|37LHND|46DMG|56VULN|6BPWR|8CDMG|9CGEN|aAART
147	23531 33154	   	181.77	ACR|2VULN|2DMG|1AART|1DUR|1ASPD|1SELL	1RCR|2BELT|3LHND|46DMG|56VULN|6BPWR|7SELL|8DUR|9ASPD|aAART
148	42214 13411	   	181.75	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|345DMG|45BPWR|6MLV|7AART|8VULN|9CGEN|aFEWX
149	42214 13412	   	181.75	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|345DMG|45BPWR|6MLV|7AART|8VULN|9CGEN|aLIT
150	42214 13413	   	181.75	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|345DMG|45BPWR|6MLV|7AART|8VULN|9CGEN|aLHND
151	42214 13432	   	181.75	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|345DMG|45BPWR|6MLV|7AART|8VULN|9aFEWX
152	42214 13433	   	181.75	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|345DMG|45BPWR|6MLV|7AART|8VULN|9FEWX|aRPLT
153	42214 13531	   	181.75	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|345DMG|45BPWR|6MLV|7AART|8DMSP|9FEWX|aVULN
154	53332 36352	 * 	181.70	DCR|2VULN|2DMG|3DUR|2ZMB|1CDMG|1ASPD	18ZMB|28DMG|37VULN|4ASPD|568DUR|8BPWR|9CDMG|aRCR
155	23231 34253	   	181.68	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2BELT|3FEWX|46DMG|56VULN|6BPWR|7LIT|8CDMG|9DUST|aAART
156	42212 15413	   	181.68	ACR|2VULN|2DMG|1AART|3DUR	145DUR|2RCR|34DMG|4BPWR|68VULN|7RPLT|9TLV|aAART
157	42214 13112	   	181.65	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|345DMG|45BPWR|6MLV|7AART|8MBVNT|9CGEN|aVULN
158	42214 13142	   	181.65	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|345DMG|45BPWR|6MLV|7AART|8MBVNT|9RMIN|aVULN
159	42214 13172	   	181.65	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|345DMG|45BPWR|6MLV|7AART|8MBVNT|9VULN|aFEWX
160	42214 13174	   	181.65	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|345DMG|45BPWR|6aMLV|7AART|8MBVNT|9VULN
161	42214 13211	   	181.65	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|345DMG|45BPWR|6MLV|7AART|8TLV|9VULN|aFEWX
162	42214 13212	   	181.65	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|345DMG|45BPWR|6MLV|7AART|8TLV|9VULN|aLIT
163	42214 13213	   	181.65	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|345DMG|45BPWR|6MLV|7AART|8TLV|9VULN|aLHND
164	42214 13215	   	181.65	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|345DMG|45BPWR|6MLV|7AART|8TLV|9VULN|aCGEN
165	42214 13221	   	181.65	ACR|3DMG|1AART|1VULN|3DUR	145DUR|2RCR|345DMG|45BPWR|6MLV|7AART|8TLV|9RMIN|aVULN
