0	Index      	 *	Score 	Summary	Detail	Bounty	
1	12317 67412	 * 	293.61	橙4易伤3伤害2等级	156a易伤2赏金邻近35a伤害4加一5a序列升级7核8a等级9平台	1
44	12141 31263	   	272.14	橙3易伤2等级2时间1暴击	127易伤3雷电47时间5立即金币67等级7序列升级8金币生成9核a暴击	5
45	12163 31263	   	272.14	橙3易伤2等级2时间1暴击	127易伤3雷电4立即金币57时间67等级7序列升级8金币生成9核a暴击	5
46	11413 22334	   	271.90	橙3易伤3时间2伤害2攻速	16a易伤29攻速358时间46伤害6序列升级7核	1
47	14113 22334	   	271.90	橙3易伤3时间2伤害2攻速	16a易伤258时间39攻速46伤害6序列升级7核	1
48	14413 22334	   	271.90	橙3易伤3时间2伤害2攻速	16a易伤29攻速358时间46伤害6序列升级7核	2
49	12642 28431	   	271.83	橙3易伤3伤害2时间1暴击	127易伤378伤害4加一57时间6立即金币7序列升级9暴击a核	10
50	12642 48431	   	271.83	橙3易伤3伤害2时间1暴击	127易伤378伤害4加一57时间6双倍矿7序列升级9暴击a核	10
51	12643 38431	   	271.83	橙3易伤3伤害2时间1暴击	127易伤378伤害4加一5双倍矿67时间7序列升级9暴击a核	10
52	12512 82644	   	271.14	橙4易伤2等级2时间	1278易伤3矿等4加一57时间67等级7序列升级9额外掉落a核	10
53	12517 22427	   	271.14	橙4易伤2等级2时间	125a易伤3矿等4加一6a等级7核8随机矿9a时间a序列升级	6
54	12512 82436	   	270.15	橙3易伤2等级2时间1伤害	127易伤3矿等4加一57时间67等级7序列升级8平台9伤害a核	9
55	12642 22171	   	270.15	橙3易伤2等级2时间1伤害	12a易伤3伤害4加一5a时间6立即金币7核8双倍矿9a等级a序列升级	10
56	12642 42171	   	270.15	橙3易伤2等级2时间1伤害	12a易伤3伤害4加一5a时间68双倍矿7核9a等级a序列升级	10
57	12225 36332	   	270.15	橙3易伤2等级2时间1伤害	12a易伤3平台4伤害5a时间6核7a等级8赏金塔9双倍矿a序列升级	2
58	12614 36332	   	270.15	橙3易伤2等级2时间1伤害	12a易伤3伤害4平台5a时间6核7a等级8赏金塔9双倍矿a序列升级	5
59	12615 36332	   	270.15	橙3易伤2等级2时间1伤害	12a易伤3伤害4平台5a时间6核7a等级8赏金塔9双倍矿a序列升级	4
60	12643 21348	   	270.15	橙3易伤2等级2时间1伤害	12a易伤3伤害4加一5双倍矿6平台7a等级8a时间9核a序列升级	5
61	12643 23448	   	270.15	橙3易伤2等级2时间1伤害	12a易伤3伤害4加一5双倍矿6a等级7a时间8平台9核a序列升级	8
62	12643 32171	   	270.15	橙3易伤2等级2时间1伤害	12a易伤3伤害4加一58双倍矿6a时间7核9a等级a序列升级	10
63	12225 36325	   	270.05	橙3易伤2等级2时间1伤害	12a易伤3平台4伤害5a时间6核7a等级8赏金塔9赏金邻近a序列升级	2
64	12642 32446	 * 	268.95	橙4易伤2伤害2暴击1时间	129a易伤3a伤害4加一5时间6金币生成7核8a暴击a序列升级	10
65	12142 81246	   	268.77	橙4易伤3时间3雷电1全技能	1278易伤378雷电478时间5加一6赏金邻近78序列升级9全技能a核	4
66	12266 51212	   	268.47	橙4易伤2等级1伤害	124a易伤3掉矿56等级7雷电8核9伤害	7
67	12265 21213	   	268.47	橙4易伤2等级1伤害	1245易伤3掉矿6a等级7雷电8核9伤害	7
68	12266 11213	   	268.47	橙4易伤2等级1伤害	1247易伤3掉矿5a等级6雷电8核9伤害	5
69	12266 31213	   	268.47	橙4易伤2等级1伤害	1247易伤3掉矿5a等级6雷电8核9伤害	6
70	12266 36213	   	268.47	橙4易伤2等级1伤害	1247易伤3掉矿5a等级6雷电8核9伤害	7
71	12634 22225	 * 	268.38	橙3易伤2伤害2时间1等级1卖塔	125易伤3赏金邻近45伤害5序列升级68时间7核9卖塔a等级	2
72	12265 21212	 * 	267.80	橙5易伤1等级1伤害	1245a易伤3掉矿6等级7雷电8核9伤害	7
73	12266 11212	   	267.80	橙5易伤1等级1伤害	1247a易伤3掉矿5等级6雷电8核9伤害	5
74	12266 31212	   	267.80	橙5易伤1等级1伤害	1247a易伤3掉矿5等级6雷电8核9伤害	6
75	12266 36212	   	267.80	橙5易伤1等级1伤害	1247a易伤3掉矿5等级6雷电8核9伤害	7
76	12647 42443	   	267.59	橙3易伤2伤害1等级1时间1暴击	128易伤3a伤害4加一5暴击6核7时间9等级	9
77	12511 42215	   	267.23	橙5易伤2伤害1时间	12345易伤4序列升级6a伤害7核8时间9敌人爆炸	2
78	12511 42225	   	267.23	橙5易伤2伤害1时间	12345易伤4序列升级6a伤害7核8时间9基地爆炸	2
79	12511 42261	   	267.23	橙5易伤2伤害1时间	12345易伤4序列升级6a伤害7核8时间9金币生成	2
80	12135 21354	   	267.15	橙4易伤2伤害1等级	127a易伤3雷电49伤害5额外掉落6核8等级	5
81	12135 32154	   	267.15	橙4易伤2伤害1等级	128a易伤3雷电49伤害5额外掉落6等级7核	8
82	12615 32137	   	266.83	橙5易伤3伤害	12568易伤358伤害4平台58序列升级78最后敌人9加一a核	8
83	12615 31222	   	266.73	橙5易伤3伤害	12569易伤358伤害4平台5序列升级7策反a核	7
84	12615 33137	   	266.63	橙5易伤3伤害	12568易伤358伤害4平台58序列升级78挖尘9加一a核	8
85	12223 63246	   	266.57	橙3易伤2等级2伤害1全技能	125易伤3平台45伤害5序列升级6策反7a等级8全技能9核	2
86	14314 47248	   	266.24	橙3易伤2等级2时间2攻速	13a易伤28时间4加一5a攻速6平台7a等级9核a序列升级	1
87	14313 21623	   	266.16	橙3易伤3时间1等级1暴击	136易伤256时间4加一6序列升级7等级8攻速9暴击a核	1
88	12141 41213	   	265.81	橙4易伤1等级1伤害1时间	1267易伤3雷电4时间5立即金币8核9伤害a等级	5
89	12163 31213	   	265.81	橙4易伤1等级1伤害1时间	1257易伤3雷电4立即金币6时间8核9伤害a等级	4
90	12163 41213	   	265.81	橙4易伤1等级1伤害1时间	1267易伤3雷电4立即金币5时间8核9伤害a等级	5
91	12414 31213	   	265.81	橙4易伤1等级1伤害1时间	1247易伤3立即金币4序列升级5雷电6时间8核9伤害a等级	2
92	14333 11213	   	265.81	橙4易伤1等级1伤害1时间	1347易伤2时间5立即金币6雷电8核9伤害a等级	1
93	16514 31213	   	265.81	橙4易伤1等级1伤害1时间	1347易伤2立即金币4序列升级5雷电6时间8核9伤害a等级	1
94	12511 42235	   	265.79	橙5易伤1伤害2攻速1时间	12345易伤4序列升级6伤害7核8时间9a攻速	2
95	12346 52231	   	265.46	橙2易伤3时间2伤害1等级	16易伤2赏金邻近35伤害458时间5序列升级7核9攻速a等级	1
96	12363 21631	 * 	265.35	橙4易伤3时间1等级	1289易伤39低血量敌人459时间6核7赏金邻近9序列升级a等级	2
97	14353 21631	   	265.35	橙4易伤3时间1等级	1389易伤259时间49低血量敌人6核7赏金邻近9序列升级a等级	1
98	14431 21631	   	265.35	橙4易伤3时间1等级	1489易伤239时间59最后敌人6核7赏金邻近9序列升级a等级	1
99	32363 21631	   	265.35	橙4易伤3时间1等级	19低血量敌人2389易伤459时间6核7赏金邻近9序列升级a等级	2
100	14313 26742	   	265.25	橙4易伤3时间1等级	136a易伤256时间4加一6序列升级7平台8核9等级	1
101	12513 24773	   	265.21	橙3易伤2等级2伤害	128易伤3矿等4加一5双倍矿68等级78伤害8序列升级9核a攻速	10
102	12631 14241	   	265.21	橙3易伤2等级2伤害	128易伤3赏金邻近48伤害5雷电6a最后敌人78等级8序列升级9核	2
103	12631 14242	   	265.21	橙3易伤2等级2伤害	128易伤3赏金邻近48伤害5雷电6最后敌人78等级8序列升级9核a矿等	2
104	12631 14243	   	265.21	橙3易伤2等级2伤害	128易伤3赏金邻近48伤害5雷电6最后敌人78等级8序列升级9核a基地爆炸	2
105	12212 68227	   	265.15	橙4易伤3时间1等级	1278易伤37掉矿4加一579时间6核7序列升级a等级	5
106	12664 23123	 * 	265.06	橙2易伤3伤害1等级2暴击1时间	12易伤357伤害45暴击5序列升级6时间8额外掉落9等级a核	3
107	12141 41243	   	264.76	橙4易伤2等级1时间	1267易伤3雷电4时间5立即金币8核9a等级	5
108	12163 31243	   	264.76	橙4易伤2等级1时间	1257易伤3雷电4立即金币6时间8核9a等级	4
109	12163 41243	   	264.76	橙4易伤2等级1时间	1267易伤3雷电4立即金币5时间8核9a等级	5
110	12414 31243	   	264.76	橙4易伤2等级1时间	1247易伤3立即金币4序列升级5雷电6时间8核9a等级	2
111	14333 11243	   	264.76	橙4易伤2等级1时间	1347易伤2时间5立即金币6雷电8核9a等级	1
112	12634 12262	   	264.74	橙4易伤3伤害1时间	125a易伤3赏金邻近45a伤害5a序列升级6最后敌人7核8时间9a金币生成	2
113	12634 22352	   	264.74	橙4易伤3伤害1时间	125a易伤3赏金邻近45a伤害5a序列升级6时间7核8金币生成9a最后敌人	2
114	12647 42431	   	264.59	橙3易伤2时间1等级1伤害1暴击	128易伤3伤害4加一5暴击6核79时间a等级	10
115	12634 22322	   	264.54	橙4易伤3伤害1时间	125a易伤3赏金邻近45a伤害5a序列升级6时间7核8金币生成9a挖尘	2
116	12654 22322	   	264.54	橙4易伤3伤害1时间	125a易伤35a伤害4赏金邻近5a序列升级6时间7核8金币生成9a挖尘	3
117	14113 22213	   	264.25	橙3易伤3时间2伤害	16a易伤25a时间3攻速46伤害6a序列升级7核8a低血量敌人9双倍矿	1
118	14113 22263	   	264.25	橙3易伤3时间2伤害	16a易伤25a时间3攻速46伤害6a序列升级7核89a低血量敌人	1
119	12511 42253	   	264.23	橙5易伤2时间1伤害	12345易伤4序列升级6伤害7核89时间a矿等	2
120	12511 42251	   	264.13	橙5易伤2时间1伤害	12345易伤4序列升级6伤害7核89时间a掉矿	2
121	12141 41242	   	264.09	橙5易伤1等级1时间	1267a易伤3雷电4时间5立即金币8核9等级	5
122	12163 31242	   	264.09	橙5易伤1等级1时间	1257a易伤3雷电4立即金币6时间8核9等级	4
123	12163 41242	   	264.09	橙5易伤1等级1时间	1267a易伤3雷电4立即金币5时间8核9等级	5
124	12414 31242	   	264.09	橙5易伤1等级1时间	1247a易伤3立即金币4序列升级5雷电6时间8核9等级	2
125	14333 11242	   	264.09	橙5易伤1等级1时间	1347a易伤2时间5立即金币6雷电8核9等级	1
126	12143 62143	   	264.01	橙3易伤2等级1时间2雷电1暴击	12a易伤3a雷电4时间5随机矿6暴击7a等级8赏金邻近9核a序列升级	6
127	12143 62243	   	264.01	橙3易伤2等级1时间2雷电1暴击	12a易伤3a雷电4时间5随机矿6暴击7a等级8赏金塔9核a序列升级	6
128	14255 21312	 * 	263.87	橙3易伤2等级2暴击1时间	15a易伤2攻速3a基地爆炸45暴击5a序列升级6时间7a等级8赏金塔9核	6
129	14424 21213	   	263.81	橙3易伤3时间2伤害1卖塔	179易伤2攻速3卖塔4挖青578时间67伤害7序列升级a核	9
130	12641 24416	   	263.70	橙3易伤2伤害1等级1时间1全技能	128易伤38伤害4加一5全技能6核7额外掉落8序列升级9等级a时间	4
131	12615 22248	   	263.67	橙4易伤2伤害2时间	125a易伤35伤害4平台5a序列升级6a时间7加一8a金币生成9核	6
132	14331 26313	   	263.67	橙4易伤2伤害2时间	134a易伤2a时间5最后敌人6核7策反8a伤害9双倍矿a序列升级	1
133	14335 26313	   	263.67	橙4易伤2伤害2时间	134a易伤2a时间5低血量敌人6核7策反8a伤害9双倍矿a序列升级	1
