0	Index      	 *	Score 	Summary	Detail	
1	33215 13243	 * 	231.16	DCR|4VULN|2DMG|1AART|1CDMG	1459VULN|26DMG|3FEWX|7CDMG|8RCR|aAART
13	33515 13213	   	221.93	DCR|3VULN|2DMG|1ASPD|1CDMG|1ZMB	145VULN|26DMG|3LWND|7CDMG|8RCR|9ASPD|aZMB
14	33615 13213	   	221.93	DCR|3VULN|2DMG|1ASPD|1CDMG|1ZMB	135VULN|26DMG|4LWND|7CDMG|8RCR|9ASPD|aZMB
15	33645 13213	   	221.93	DCR|3VULN|2DMG|1ASPD|1CDMG|1ZMB	135VULN|26DMG|4FEWX|7CDMG|8RCR|9ASPD|aZMB
16	43615 13213	   	221.93	DCR|3VULN|2DMG|1ASPD|1CDMG|1ZMB	1FEWX|26DMG|345VULN|7CDMG|8RCR|9ASPD|aZMB
17	32433 71483	 * 	221.79	DCR|4VULN|3DMG|3DUR	1789VULN|249LIT|3MBVNT|578DMG|678DUR|789BPWR|aRCR
18	33215 63213	   	220.19	DCR|4VULN|1ASPD|1DMG|1CDMG|1ZMB	1456VULN|2DMG|3FEWX|7CDMG|8RCR|9ASPD|aZMB
19	33315 63216	   	220.19	DCR|4VULN|1ASPD|1DMG|1CDMG|1ZMB	1456VULN|2DMG|3LHND|7CDMG|8RCR|9ASPD|aZMB
20	33515 63213	   	220.19	DCR|4VULN|1ASPD|1DMG|1CDMG|1ZMB	1456VULN|2DMG|3LWND|7CDMG|8RCR|9ASPD|aZMB
21	33615 63213	   	220.19	DCR|4VULN|1ASPD|1DMG|1CDMG|1ZMB	1356VULN|2DMG|4LWND|7CDMG|8RCR|9ASPD|aZMB
22	33315 13213	   	219.90	DCR|3VULN|2DMG|1ASPD|1CDMG|1DUR	145VULN|26DMG|3LHND|7CDMG|8RCR|9ASPD|aDUR
23	32322 31224	   	219.88	DCR|4VULN|2DMG|1CDMG|1DUR	137aVULN|237LIT|37BPWR|4LEGI|57DMG|6RCR|8DUR|9CDMG
24	32333 31133	   	219.21	DCR|4VULN|2DMG|1AART	1378VULN|23LIT|37BPWR|47FEWX|57DMG|6RCR|9LHND|aAART
25	32362 31163	   	219.21	DCR|4VULN|2DMG|1AART	1378VULN|23LIT|37BPWR|47LHND|57DMG|6RCR|9BEXP|aAART
26	33315 63213	   	218.16	DCR|4VULN|1ASPD|1DMG|1CDMG|1DUR	1456VULN|2DMG|3LHND|7CDMG|8RCR|9ASPD|aDUR
27	32322 31411	   	217.70	DCR|3VULN|2DMG|1ASPD|1CDMG	137VULN|237LIT|37BPWR|4LEGI|57DMG|6RCR|8RCVC|9CDMG|aASPD
28	32362 31334	   	216.91	DCR|3VULN|2DMG|1AART|2DUR	137VULN|23LIT|37BPWR|47LHND|57DMG|6RCR|8aDUR|9AART
29	33315 16142	   	216.81	DCR|4VULN|2DMG|1AART	1459VULN|26DMG|3LHND|7RCR|8LEGI|aAART
30	33662 12332	 * 	216.49	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1ZMB|1DUR	13VULN|2DMG|4AAC|5DUR|6CDMG|7ZMB|8AART|9RCR|aASPD
31	33215 13415	   	215.90	DCR|3VULN|2DMG|1ASPD|1CDMG|1DUR	145VULN|26DMG|3FEWX|7CDMG|8DUR|9ASPD|aRCR
32	33315 13243	   	215.68	DCR|4VULN|2DMG|1CDMG|1DUR	1459VULN|26DMG|3LHND|7CDMG|8RCR|aDUR
33	33515 13243	   	215.68	DCR|4VULN|2DMG|1CDMG|1DUR	1459VULN|26DMG|3LWND|7CDMG|8RCR|aDUR
34	33615 13243	   	215.68	DCR|4VULN|2DMG|1CDMG|1DUR	1359VULN|26DMG|4LWND|7CDMG|8RCR|aDUR
35	32333 31142	   	215.49	DCR|4VULN|2DMG|1ASPD	1378VULN|23LIT|37BPWR|47FEWX|57DMG|6RCR|9RMIN|aASPD
36	32333 31152	   	215.49	DCR|4VULN|2DMG|1ASPD	1378VULN|23LIT|37BPWR|47FEWX|57DMG|6RCR|9AME|aASPD
37	32362 31142	   	215.49	DCR|4VULN|2DMG|1ASPD	1378VULN|23LIT|37BPWR|47LHND|57DMG|6RCR|9RMIN|aASPD
38	32362 31152	   	215.49	DCR|4VULN|2DMG|1ASPD	1378VULN|23LIT|37BPWR|47LHND|57DMG|6RCR|9AME|aASPD
39	33215 13252	   	215.31	DCR|3VULN|2DMG|1AART|1CDMG	145VULN|26DMG|3FEWX|7CDMG|8RCR|9BEXP|aAART
40	33315 13224	   	215.31	DCR|3VULN|2DMG|1AART|1CDMG	145VULN|26DMG|3LHND|7CDMG|8RCR|9CGEN|aAART
41	33515 13224	   	215.31	DCR|3VULN|2DMG|1AART|1CDMG	145VULN|26DMG|3LWND|7CDMG|8RCR|9CGEN|aAART
42	33615 13224	   	215.31	DCR|3VULN|2DMG|1AART|1CDMG	135VULN|26DMG|4LWND|7CDMG|8RCR|9CGEN|aAART
43	43312 21651	 * 	215.04	DCR|3DMG|2VULN|1AART|1ASPD	15FEWX|268DMG|3BEXP|45VULN|5BPWR|7AART|9RCR|aASPD
44	32322 31633	 * 	213.96	DCR|3VULN|3DMG|1MDPS	137VULN|237LIT|37BPWR|4LEGI|579DMG|6RCR|8BEXP|aMDPS
45	33215 63252	   	213.57	DCR|4VULN|1AART|1DMG|1CDMG	1456VULN|2DMG|3FEWX|7CDMG|8RCR|9BEXP|aAART
46	33315 63224	   	213.57	DCR|4VULN|1AART|1DMG|1CDMG	1456VULN|2DMG|3LHND|7CDMG|8RCR|9CGEN|aAART
47	32322 31416	   	213.48	DCR|4VULN|2DMG|1CDMG	137aVULN|237LIT|37BPWR|4LEGI|57DMG|6RCR|8RCVC|9CDMG
48	32362 31336	   	212.97	DCR|3VULN|2DMG|1AART|1DUR	137VULN|23LIT|37BPWR|47LHND|57DMG|6RCR|8DUR|9AART|aRCVC
49	32362 31332	   	211.66	DCR|3VULN|2DMG|1AART|1DUR	137VULN|23LIT|37BPWR|47LHND|57DMG|6RCR|8DUR|9AART|aRPLT
50	33215 13212	   	211.59	DCR|3VULN|2DMG|1ASPD|1CDMG	145VULN|26DMG|3FEWX|7CDMG|8RCR|9ASPD|aLHND
51	33315 13212	   	211.59	DCR|3VULN|2DMG|1ASPD|1CDMG	145VULN|26DMG|3aLHND|7CDMG|8RCR|9ASPD
52	33315 13214	   	211.59	DCR|3VULN|2DMG|1ASPD|1CDMG	145VULN|26DMG|3LHND|7CDMG|8RCR|9ASPD|aDMSP
53	33315 13215	   	211.59	DCR|3VULN|2DMG|1ASPD|1CDMG	145VULN|26DMG|3LHND|7CDMG|8RCR|9ASPD|aRMIN
54	33515 13212	   	211.59	DCR|3VULN|2DMG|1ASPD|1CDMG	145VULN|26DMG|3LWND|7CDMG|8RCR|9ASPD|aLHND
55	33515 13214	   	211.59	DCR|3VULN|2DMG|1ASPD|1CDMG	145VULN|26DMG|3LWND|7CDMG|8RCR|9ASPD|aDMSP
56	33515 13215	   	211.59	DCR|3VULN|2DMG|1ASPD|1CDMG	145VULN|26DMG|3LWND|7CDMG|8RCR|9ASPD|aRMIN
57	33615 13212	   	211.59	DCR|3VULN|2DMG|1ASPD|1CDMG	135VULN|26DMG|4LWND|7CDMG|8RCR|9ASPD|aLHND
58	33615 13214	   	211.59	DCR|3VULN|2DMG|1ASPD|1CDMG	135VULN|26DMG|4LWND|7CDMG|8RCR|9ASPD|aDMSP
59	33615 13215	   	211.59	DCR|3VULN|2DMG|1ASPD|1CDMG	135VULN|26DMG|4LWND|7CDMG|8RCR|9ASPD|aRMIN
60	33645 13212	   	211.59	DCR|3VULN|2DMG|1ASPD|1CDMG	135VULN|26DMG|4FEWX|7CDMG|8RCR|9ASPD|aLHND
61	43615 13212	   	211.59	DCR|3VULN|2DMG|1ASPD|1CDMG	1FEWX|26DMG|345VULN|7CDMG|8RCR|9ASPD|aLHND
62	32322 31624	   	211.58	DCR|4VULN|2DMG|1CDMG	137aVULN|237LIT|37BPWR|4LEGI|57DMG|6RCR|8BEXP|9CDMG
63	32362 31234	   	211.56	DCR|3VULN|2DMG|1AART|1DUR	137VULN|23LIT|37BPWR|47LHND|57DMG|6RCR|8DUST|9AART|aDUR
64	32362 31331	   	211.56	DCR|3VULN|2DMG|1AART|1DUR	137VULN|23LIT|37BPWR|47LHND|57DMG|6RCR|8DUR|9AART|aMBVNT
65	32362 31333	   	211.56	DCR|3VULN|2DMG|1AART|1DUR	137VULN|23LIT|37BPWR|47LHND|57DMG|6RCR|8DUR|9AART|aERES
66	32362 31335	   	211.56	DCR|3VULN|2DMG|1AART|1DUR	137VULN|23LIT|37BPWR|47LHND|57DMG|6RCR|8DUR|9AART|aDUST
67	33624 36223	   	211.50	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	13VULN|2aDMG|4RPLT|5DLOT|6DUR|7RCR|8AART|9ASPD
68	33215 13211	   	211.49	DCR|3VULN|2DMG|1ASPD|1CDMG|1MSE	145VULN|26DMG|3FEWX|7CDMG|8RCR|9ASPD|aMSE
69	33215 13214	   	211.49	DCR|3VULN|2DMG|1ASPD|1CDMG	145VULN|26DMG|3FEWX|7CDMG|8RCR|9ASPD|aLEGI
70	33315 13211	   	211.49	DCR|3VULN|2DMG|1ASPD|1CDMG|1MSE	145VULN|26DMG|3LHND|7CDMG|8RCR|9ASPD|aMSE
71	33515 13211	   	211.49	DCR|3VULN|2DMG|1ASPD|1CDMG|1MSE	145VULN|26DMG|3LWND|7CDMG|8RCR|9ASPD|aMSE
72	33615 13211	   	211.49	DCR|3VULN|2DMG|1ASPD|1CDMG|1MSE	135VULN|26DMG|4LWND|7CDMG|8RCR|9ASPD|aMSE
73	33645 13211	   	211.49	DCR|3VULN|2DMG|1ASPD|1CDMG|1MSE	135VULN|26DMG|4FEWX|7CDMG|8RCR|9ASPD|aMSE
74	43615 13211	   	211.49	DCR|3VULN|2DMG|1ASPD|1CDMG|1MSE	1FEWX|26DMG|345VULN|7CDMG|8RCR|9ASPD|aMSE
75	43312 21652	 * 	211.06	DCR|3DMG|2VULN|2AART	15FEWX|268DMG|3BEXP|45VULN|5BPWR|7aAART|9RCR
76	32321 16345	 * 	210.83	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1DUR	13VULN|23LIT|3BPWR|4LEGI|5AART|6ASPD|7DMG|8RCR|9DUR|aMDPS
77	33215 63241	 * 	210.82	DCR|5VULN|1DMG|1CDMG|1AAC	14569VULN|2DMG|3FEWX|7CDMG|8RCR|aAAC
78	33315 63241	   	210.82	DCR|5VULN|1DMG|1CDMG|1AAC	14569VULN|2DMG|3LHND|7CDMG|8RCR|aAAC
79	33425 13241	   	210.36	DCR|3VULN|1MDPS|2DMG|1CDMG	159VULN|26DMG|3MLV|4AME|7CDMG|8RCR|aMDPS
80	33515 13231	   	210.36	DCR|3VULN|2DMG|1MDPS|1CDMG	145VULN|26DMG|39LWND|7CDMG|8RCR|aMDPS
81	33615 13231	   	210.36	DCR|3VULN|2DMG|1MDPS|1CDMG	135VULN|26DMG|49LWND|7CDMG|8RCR|aMDPS
82	32361 16342	 * 	209.94	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	13aVULN|23LIT|3BPWR|4LHND|5AART|6ASPD|7DMG|8RCR|9DUR
83	31216 35326	 * 	209.93	DCR|3VULN|1MDPS|1AART|1DMG|1CDMG|1DUR	135VULN|2LWND|4MDPS|6RCR|7CDMG|8AART|9DUR|aDMG
84	31216 35331	   	209.93	DCR|3VULN|1MDPS|1AART|1DMG|1CDMG|1DUR	135VULN|2LWND|4MDPS|6RCR|7CDMG|8AART|9DMG|aDUR
85	35216 35331	   	209.93	DCR|3VULN|1MDPS|1AART|1DMG|1CDMG|1DUR	135VULN|2LHND|4MDPS|6RCR|7CDMG|8AART|9DMG|aDUR
86	33215 63212	   	209.85	DCR|4VULN|1ASPD|1DMG|1CDMG	1456VULN|2DMG|3FEWX|7CDMG|8RCR|9ASPD|aLHND
87	33315 63212	   	209.85	DCR|4VULN|1ASPD|1DMG|1CDMG	1456VULN|2DMG|3aLHND|7CDMG|8RCR|9ASPD
88	33315 63214	   	209.85	DCR|4VULN|1ASPD|1DMG|1CDMG	1456VULN|2DMG|3LHND|7CDMG|8RCR|9ASPD|aDMSP
89	33315 63215	   	209.85	DCR|4VULN|1ASPD|1DMG|1CDMG	1456VULN|2DMG|3LHND|7CDMG|8RCR|9ASPD|aRMIN
90	33515 63212	   	209.85	DCR|4VULN|1ASPD|1DMG|1CDMG	1456VULN|2DMG|3LWND|7CDMG|8RCR|9ASPD|aLHND
91	33615 63212	   	209.85	DCR|4VULN|1ASPD|1DMG|1CDMG	1356VULN|2DMG|4LWND|7CDMG|8RCR|9ASPD|aLHND
92	32321 16342	   	209.84	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	13aVULN|23LIT|3BPWR|4LEGI|5AART|6ASPD|7DMG|8RCR|9DUR
93	33215 63211	   	209.75	DCR|4VULN|1ASPD|1DMG|1CDMG|1MSE	1456VULN|2DMG|3FEWX|7CDMG|8RCR|9ASPD|aMSE
94	33215 63214	   	209.75	DCR|4VULN|1ASPD|1DMG|1CDMG	1456VULN|2DMG|3FEWX|7CDMG|8RCR|9ASPD|aLEGI
95	33315 63211	   	209.75	DCR|4VULN|1ASPD|1DMG|1CDMG|1MSE	1456VULN|2DMG|3LHND|7CDMG|8RCR|9ASPD|aMSE
96	33515 63211	   	209.75	DCR|4VULN|1ASPD|1DMG|1CDMG|1MSE	1456VULN|2DMG|3LWND|7CDMG|8RCR|9ASPD|aMSE
97	33615 63211	   	209.75	DCR|4VULN|1ASPD|1DMG|1CDMG|1MSE	1356VULN|2DMG|4LWND|7CDMG|8RCR|9ASPD|aMSE
98	32333 31143	 * 	209.69	DCR|5VULN|2DMG	1378aVULN|23LIT|37BPWR|47FEWX|57DMG|6RCR|9RMIN
99	32333 31153	   	209.69	DCR|5VULN|2DMG	1378aVULN|23LIT|37BPWR|47FEWX|57DMG|6RCR|9AME
100	32362 31143	   	209.69	DCR|5VULN|2DMG	1378aVULN|23LIT|37BPWR|47LHND|57DMG|6RCR|9RMIN
101	32362 31153	   	209.69	DCR|5VULN|2DMG	1378aVULN|23LIT|37BPWR|47LHND|57DMG|6RCR|9AME
102	32362 31116	   	209.59	DCR|5VULN|2DMG	1378aVULN|23LIT|37BPWR|47LHND|57DMG|6RCR|9DLOT
103	33315 16322	   	209.38	DCR|4VULN|2DMG|1CDMG	1459VULN|26DMG|3LHND|7RCR|8CGEN|aCDMG
104	33315 16242	   	209.36	DCR|3VULN|2DMG|1AART|1DUR	145VULN|26DMG|38LHND|7RCR|9DUR|aAART
105	32322 31245	   	208.88	DCR|4VULN|2DMG|2DUR	137aVULN|237LIT|37aBPWR|4LEGI|57DMG|6RCR|8aDUR|9aERES
106	32322 31255	   	208.88	DCR|4VULN|2DMG|2DUR	137aVULN|237LIT|37aBPWR|4LEGI|57DMG|6RCR|8aDUR|9aTLV
107	32322 31264	   	208.88	DCR|4VULN|2DMG|2DUR	137aVULN|237LIT|37BPWR|4LEGI|57DMG|6RCR|89DUR
108	32322 31233	   	208.68	DCR|3VULN|3DMG|2DUR	137VULN|237LIT|37BPWR|4LEGI|579DMG|6RCR|8aDUR
109	33515 63231	   	208.62	DCR|4VULN|1MDPS|1DMG|1CDMG	1456VULN|2DMG|39LWND|7CDMG|8RCR|aMDPS
110	33615 63231	   	208.62	DCR|4VULN|1MDPS|1DMG|1CDMG	1356VULN|2DMG|49LWND|7CDMG|8RCR|aMDPS
111	33215 13236	   	207.38	DCR|4VULN|2DMG|1CDMG	145aVULN|26DMG|3FEWX|7CDMG|8RCR|9LWND
112	33215 13244	   	207.38	DCR|4VULN|2DMG|1CDMG	1459VULN|26DMG|3FEWX|7CDMG|8RCR|aRPLT
113	33215 13245	   	207.38	DCR|4VULN|2DMG|1CDMG	1459VULN|26DMG|3FEWX|7CDMG|8RCR|aCGEN
114	33215 13246	   	207.38	DCR|4VULN|2DMG|1CDMG	1459VULN|26DMG|3FEWX|7CDMG|8RCR|aLIT
115	33215 63253	   	207.38	DCR|4VULN|2DMG|1CDMG	1456VULN|2aDMG|3FEWX|7CDMG|8RCR|9BEXP
116	33315 13226	   	207.38	DCR|4VULN|2DMG|1CDMG	145aVULN|26DMG|3LHND|7CDMG|8RCR|9CGEN
117	33315 13244	   	207.38	DCR|4VULN|2DMG|1CDMG	1459VULN|26DMG|3LHND|7CDMG|8RCR|aRPLT
118	33315 13245	   	207.38	DCR|4VULN|2DMG|1CDMG	1459VULN|26DMG|3LHND|7CDMG|8RCR|aCGEN
119	33315 13246	   	207.38	DCR|4VULN|2DMG|1CDMG	1459VULN|26DMG|3LHND|7CDMG|8RCR|aLIT
120	33515 13226	   	207.38	DCR|4VULN|2DMG|1CDMG	145aVULN|26DMG|3LWND|7CDMG|8RCR|9CGEN
121	33615 13226	   	207.38	DCR|4VULN|2DMG|1CDMG	135aVULN|26DMG|4LWND|7CDMG|8RCR|9CGEN
122	33515 16321	   	207.29	DCR|5VULN|2DMG|1AAC	1459aVULN|26DMG|3LWND|7RCR|8AAC
123	33615 16321	   	207.29	DCR|5VULN|2DMG|1AAC	1359aVULN|26DMG|4LWND|7RCR|8AAC
124	33215 13242	   	207.28	DCR|4VULN|2DMG|1CDMG	1459VULN|26DMG|3FEWX|7CDMG|8RCR|aERES
125	33315 13242	   	207.28	DCR|4VULN|2DMG|1CDMG	1459VULN|26DMG|3LHND|7CDMG|8RCR|aERES
126	33515 13242	   	207.28	DCR|4VULN|2DMG|1CDMG	1459VULN|26DMG|3LWND|7CDMG|8RCR|aERES
127	33615 13242	   	207.28	DCR|4VULN|2DMG|1CDMG	1359VULN|26DMG|4LWND|7CDMG|8RCR|aERES
128	33215 13253	   	207.18	DCR|3VULN|3DMG|1CDMG	145VULN|26aDMG|3FEWX|7CDMG|8RCR|9BEXP
129	32322 31436	   	206.99	DCR|3VULN|1MDPS|2DMG|1AAC	137VULN|237LIT|37BPWR|4LEGI|57DMG|6RCR|8RCVC|9MDPS|aAAC
130	32333 31326	   	206.61	DCR|3VULN|1MDPS|2DMG|1DUR	137VULN|23LIT|37BPWR|47FEWX|57DMG|6RCR|8DUR|9TLV|aMDPS
131	32322 31145	   	206.51	DCR|3VULN|2DMG|1MDPS|1DUR	137VULN|237LIT|37BPWR|4LEGI|57DMG|6RCR|8BASARM|9DUR|aMDPS
132	32322 31211	   	206.51	DCR|3VULN|1MDPS|2DMG|1DUR	137VULN|237LIT|37BPWR|4LEGI|57DMG|6RCR|8DUR|9MDPS|aLWND
133	32322 31212	   	206.51	DCR|3VULN|1MDPS|2DMG|1DUR	137VULN|237LIT|37BPWR|4LEGI|57DMG|6RCR|8DUR|9MDPS|aRCVC
134	32322 31213	   	206.51	DCR|3VULN|1MDPS|2DMG|2DUR	137VULN|237LIT|37BPWR|4LEGI|57DMG|6RCR|8aDUR|9MDPS
135	32322 31214	   	206.51	DCR|3VULN|1MDPS|2DMG|1DUR	137VULN|237LIT|37BPWR|4LEGI|57DMG|6RCR|8DUR|9MDPS|aFEWX
136	32322 31215	   	206.51	DCR|3VULN|1MDPS|2DMG|1DUR	137VULN|237LIT|37BPWR|4LEGI|57DMG|6RCR|8DUR|9MDPS|aTLV
137	32322 31216	   	206.51	DCR|3VULN|1MDPS|2DMG|1DUR	137VULN|237LIT|37BPWR|4LEGI|57DMG|6RCR|8DUR|9MDPS|aMBVNT
138	32315 21132	   	206.01	DCR|4VULN|1ASPD|1DMG|1DUR	1357VULN|23LIT|3BPWR|4MLV|6RCR|8DMG|9DUR|aASPD
139	32322 31412	   	205.94	DCR|3VULN|2DMG|1CDMG|1DUR	137VULN|237LIT|37BPWR|4LEGI|57DMG|6RCR|8RCVC|9CDMG|aDUR
140	32345 21132	   	205.91	DCR|4VULN|1DMG|1ASPD|1DUR	1357VULN|23LIT|3BPWR|4TLV|6RCR|8DMG|9DUR|aASPD
141	32433 71433	   	205.84	DCR|3VULN|3DMG|3DUR	178VULN|24LIT|3MBVNT|578DMG|678DUR|78BPWR|9CGEN|aRCR
142	33215 53331	 * 	205.76	DCR|5VULN|1MDPS|1ASPD|1DMG	1457aVULN|2DMG|3FEWX|6MDPS|8ASPD|9RCR
143	32322 31454	   	205.54	DCR|4VULN|2DMG|1DUR	137aVULN|237LIT|37BPWR|4LEGI|57DMG|6RCR|8RCVC|9DUR
144	31214 35324	 * 	205.43	DCR|3VULN|1MDPS|1AART|1ASPD|1DMG	13aVULN|2LWND|4MDPS|5FEWX|6RCR|7AART|8DMG|9ASPD
145	32322 31232	   	204.74	DCR|3VULN|3DMG|1DUR	137VULN|237LIT|37BPWR|4LEGI|579DMG|6RCR|8DUR|aRCVC
146	33513 31635	   	204.50	DCR|3VULN|1MDPS|1AART|1DMG	147VULN|2DMG|37LWND|57LIT|6RCR|7BPWR|8LHND|9AART|aMDPS
147	33613 31635	   	204.50	DCR|3VULN|1MDPS|1AART|1DMG	137VULN|2DMG|47LWND|57LIT|6RCR|7BPWR|8LHND|9AART|aMDPS
148	33313 31235	   	204.40	DCR|3VULN|1MDPS|1AART|1DMG	147VULN|2DMG|37LHND|57LIT|6RCR|7BPWR|8DUST|9AART|aMDPS
149	33513 31235	   	204.40	DCR|3VULN|1MDPS|1AART|1DMG	147VULN|2DMG|37LWND|57LIT|6RCR|7BPWR|8DUST|9AART|aMDPS
150	33613 31235	   	204.40	DCR|3VULN|1MDPS|1AART|1DMG	137VULN|2DMG|47LWND|57LIT|6RCR|7BPWR|8DUST|9AART|aMDPS
151	33425 63213	   	204.34	DCR|3VULN|1ASPD|1DMG|1CDMG|1ZMB	156VULN|2DMG|3MLV|4AME|7CDMG|8RCR|9ASPD|aZMB
152	33425 13213	   	204.09	DCR|2VULN|2DMG|1ASPD|1CDMG|1ZMB	15VULN|26DMG|3MLV|4AME|7CDMG|8RCR|9ASPD|aZMB
153	33215 63236	   	204.05	DCR|5VULN|1DMG|1CDMG	1456aVULN|2DMG|3FEWX|7CDMG|8RCR|9LWND
154	33215 63243	   	204.05	DCR|5VULN|1DMG|1CDMG	14569VULN|2DMG|3FEWX|7CDMG|8RCR|aRMIN
155	33315 63226	   	204.05	DCR|5VULN|1DMG|1CDMG	1456aVULN|2DMG|3LHND|7CDMG|8RCR|9CGEN
156	33315 63243	   	204.05	DCR|5VULN|1DMG|1CDMG	14569VULN|2DMG|3LHND|7CDMG|8RCR|aRMIN
157	32322 31221	   	204.04	DCR|3VULN|2DMG|1CDMG|1DUR	137VULN|237LIT|37BPWR|4LEGI|57DMG|6RCR|8DUR|9CDMG|aMLV
158	32322 31222	   	204.04	DCR|3VULN|2DMG|1CDMG|1DUR	137VULN|237LIT|37BPWR|4LEGI|57DMG|6RCR|8DUR|9CDMG|aBEXP
159	32322 31226	   	204.04	DCR|3VULN|2DMG|1CDMG|1DUR	137VULN|237LIT|37BPWR|4LEGI|57DMG|6RCR|8DUR|9CDMG|aLHND
160	32362 31326	   	204.04	DCR|3VULN|2DMG|1CDMG|1DUR	137VULN|23LIT|37BPWR|47LHND|57DMG|6RCR|8DUR|9TLV|aCDMG
161	33315 31323	   	204.03	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	145VULN|2DMG|3LHND|6DUR|7AART|8BEXP|9RCR|aCDMG
162	33515 31323	   	204.03	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	145VULN|2DMG|3LWND|6DUR|7AART|8BEXP|9RCR|aCDMG
163	33615 31323	   	204.03	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	135VULN|2DMG|4LWND|6DUR|7AART|8BEXP|9RCR|aCDMG
164	33215 63242	   	203.95	DCR|5VULN|1DMG|1CDMG	14569VULN|2DMG|3FEWX|7CDMG|8RCR|aERES
165	33315 63242	   	203.95	DCR|5VULN|1DMG|1CDMG	14569VULN|2DMG|3LHND|7CDMG|8RCR|aERES
166	32322 31142	   	203.94	DCR|3VULN|2DMG|1CDMG|1DUR	137VULN|237LIT|37BPWR|4LEGI|57DMG|6RCR|8BASARM|9DUR|aCDMG
167	32322 31223	   	203.94	DCR|3VULN|2DMG|1CDMG|1DUR|1MSE	137VULN|237LIT|37BPWR|4LEGI|57DMG|6RCR|8DUR|9CDMG|aMSE
168	32322 31225	   	203.94	DCR|3VULN|2DMG|1CDMG|1DUR	137VULN|237LIT|37BPWR|4LEGI|57DMG|6RCR|8DUR|9CDMG|aDUST
169	33662 12333	 * 	203.86	DCR|2VULN|1AART|2CDMG|1DMG|1AAC|1ZMB|1DUR	13VULN|2DMG|4AAC|5DUR|6aCDMG|7ZMB|8AART|9RCR
170	33215 34322	 * 	203.85	DCR|3VULN|2AART|1DMG|1DUR	145VULN|2DMG|3FEWX|6aAART|7DUR|8BEXP|9RCR
171	33315 31326	   	203.85	DCR|3VULN|2AART|1DMG|1DUR	145VULN|2DMG|3LHND|6DUR|7aAART|8BEXP|9RCR
172	33515 31326	   	203.85	DCR|3VULN|2AART|1DMG|1DUR	145VULN|2DMG|3LWND|6DUR|7aAART|8BEXP|9RCR
173	33615 31326	   	203.85	DCR|3VULN|2AART|1DMG|1DUR	135VULN|2DMG|4LWND|6DUR|7aAART|8BEXP|9RCR
174	32333 31324	   	203.73	DCR|4VULN|2DMG|1DUR	137aVULN|23LIT|37aBPWR|47aFEWX|57DMG|6RCR|8DUR|9aTLV
175	32362 31324	   	203.73	DCR|4VULN|2DMG|1DUR	137aVULN|23LIT|37aBPWR|47aLHND|57DMG|6RCR|8DUR|9aTLV
176	32322 31666	   	203.63	DCR|4VULN|2DMG|1DUR	137aVULN|237LIT|37BPWR|4LEGI|57DMG|6RCR|8BEXP|9DUR
177	32333 31116	   	203.63	DCR|4VULN|2DMG|1DUR	1378VULN|23LIT|37BPWR|47FEWX|57DMG|6RCR|9DLOT|aDUR
