0	Index      	 *	Score 	Summary	Detail	
1	36621 31136	 * 	205.80	ACR|4VULN|3DMG|2CDMG	17aFEWX|27aDMG|3RCR|4CGEN|58CDMG|679aVULN|7aBPWR
13	12621 33364	   	193.52	ACR|2VULN|2DMG|1AART|2ZMB|2DUR	1AART|29DUR|3DMSP|4RCR|59ZMB|6aVULN|7LWND|89DMG|9BPWR
14	14221 31355	   	191.68	ACR|2AART|2DMG|1VULN|1CDMG|1ZMB|1DUR	12AART|3DUR|4RCR|5ZMB|6VULN|7LHND|89DMG|aCDMG
15	14221 33355	   	191.68	ACR|2AART|2DMG|1VULN|1CDMG|1ZMB|1DUR	12AART|3DUR|4RCR|5ZMB|6VULN|7LWND|89DMG|aCDMG
16	23115 31416	 * 	191.66	DCR|2DMG|3ZMB|1AART|1VULN|3DUR	1RPLT|256DUR|3AART|459ZMB|59BPWR|7RCR|89DMG|aVULN
17	14221 33362	 * 	191.65	ACR|3AART|2DMG|1VULN|2ZMB|2DUR	12aAART|39DUR|4RCR|59ZMB|6VULN|7LWND|89DMG|9BPWR
18	14221 36362	   	191.55	ACR|3AART|2DMG|1VULN|2ZMB|2DUR	12aAART|39DUR|4RCR|59ZMB|6VULN|7DUST|89DMG|9BPWR
19	13146 33114	 * 	190.91	DCR|2AART|2VULN|2DMG|1CDMG	18AART|25VULN|3LSRICY|4LIT|6CDMG|7RCR|9aDMG
20	13651 33314	   	190.81	DCR|2AART|2VULN|2DMG|1CDMG	13AART|28VULN|4LIT|5VENICY|6CDMG|7RCR|9aDMG
21	14323 22662	 * 	190.41	DCR|3DMG|2AART|2VULN	12AART|359DMG|4ERES|69DUST|79VULN|8RCR|9BPWR|aRCVC
22	14323 22663	   	190.41	DCR|3DMG|2AART|2VULN	12AART|359DMG|4ERES|69DUST|79VULN|8RCR|9BPWR|aRMIN
23	14323 22661	   	190.31	DCR|3DMG|2AART|2VULN	12AART|359DMG|4ERES|69DUST|79VULN|8RCR|9BPWR|aLEGI
24	23213 63612	 * 	189.83	ACR|3VULN|3DMG|3DUR|1ASPD	1RPLT|29aDUR|3ERES|49aVULN|5RCR|6ASPD|7LIT|89aDMG|9aBPWR
25	12621 31365	   	189.58	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG|2DUR	1AART|29DUR|3DMSP|4RCR|59ZMB|6VULN|7LHND|89DMG|9BPWR|aCDMG
26	12621 33365	   	189.58	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG|2DUR	1AART|29DUR|3DMSP|4RCR|59ZMB|6VULN|7LWND|89DMG|9BPWR|aCDMG
27	14221 45224	 * 	189.37	ACR|2AART|2VULN|3CDMG|2DUR|1ZMB	12AART|3aDUR|4RCR|5ZMB|68aCDMG|7MBVNT|9aVULN|aBPWR
28	13163 23663	   	187.87	DCR|3VULN|2DMG|1AART|1ZMB	1AART|268VULN|378LSRICY|4RPLT|58DMG|8BPWR|9RCR|aZMB
29	12621 33362	   	187.38	ACR|2AART|2DMG|1VULN|2ZMB|2DUR	1aAART|29DUR|3DMSP|4RCR|59ZMB|6VULN|7LWND|89DMG|9BPWR
30	14221 31361	   	187.38	ACR|2AART|2DMG|1VULN|2ZMB|2DUR	12AART|39DUR|4RCR|59ZMB|6VULN|7aLHND|89DMG|9BPWR
31	14221 31362	   	187.38	ACR|2AART|2DMG|1VULN|2ZMB|2DUR	12AART|39DUR|4RCR|59ZMB|6VULN|7LHND|89DMG|9BPWR|aRCVC
32	14221 31366	   	187.38	ACR|2AART|2DMG|1VULN|2ZMB|2DUR	12AART|39DUR|4RCR|59ZMB|6VULN|7LHND|89DMG|9BPWR|aBEXP
33	14221 33361	   	187.38	ACR|2AART|2DMG|1VULN|2ZMB|2DUR	12AART|39DUR|4RCR|59ZMB|6VULN|7LWND|89DMG|9BPWR|aLHND
34	14221 33363	   	187.38	ACR|2AART|2DMG|1VULN|2ZMB|2DUR	12AART|39DUR|4RCR|59ZMB|6VULN|7LWND|89DMG|9BPWR|aCGEN
35	14221 33366	   	187.38	ACR|2AART|2DMG|1VULN|2ZMB|2DUR	12AART|39DUR|4RCR|59ZMB|6VULN|7LWND|89DMG|9BPWR|aBEXP
36	12621 36362	   	187.28	ACR|2AART|2DMG|1VULN|2ZMB|2DUR	1aAART|29DUR|3DMSP|4RCR|59ZMB|6VULN|7DUST|89DMG|9BPWR
37	14221 31363	   	187.28	ACR|2AART|2DMG|1VULN|2ZMB|2DUR	12AART|39DUR|4RCR|59ZMB|6VULN|7LHND|89DMG|9BPWR|aERES
38	14221 36361	   	187.28	ACR|2AART|2DMG|1VULN|2ZMB|2DUR	12AART|39DUR|4RCR|59ZMB|6VULN|7DUST|89DMG|9BPWR|aLHND
39	14221 36363	   	187.28	ACR|2AART|2DMG|1VULN|2ZMB|2DUR	12AART|39DUR|4RCR|59ZMB|6VULN|7DUST|89DMG|9BPWR|aCGEN
40	12621 41122	   	187.28	ACR|3VULN|2AART|1CDMG|1ZMB|1DUR	17AART|2DUR|3DMSP|4RCR|5ZMB|6CDMG|89aVULN
41	14221 34422	   	187.18	ACR|2AART|2VULN|1DMG|2ZMB|2DUR	12AART|37DUR|4RCR|59ZMB|6aVULN|8DMG
42	36621 31163	   	186.85	ACR|3VULN|2DMG|2CDMG|1ZMB	17FEWX|27DMG|3RCR|4CGEN|58CDMG|67aVULN|7BPWR|9ZMB
43	14213 36252	 * 	186.78	DCR|3DMG|2AART|1VULN|3DUR	12AART|348DUR|578DMG|68FEWX|8BPWR|9RCR|aVULN
44	13345 51331	 * 	185.89	5VULN|2DMG|1AART|1CDMG|2ASPD|1ZMB	1AART|25689VULN|3ZMB|49ASPD|79DMG|9BPWR|aCDMG
45	13341 56122	 * 	185.79	DCR|3VULN|2AART|3ZMB|1ASPD	1aAART|268VULN|357ZMB|4ASPD|9RCR
46	14323 36225	 * 	185.48	DCR|3DMG|2AART|1VULN|2ZMB	12AART|358DMG|4ERES|68FEWX|78ZMB|8BPWR|9RCR|aVULN
47	14323 26225	   	185.28	DCR|3DMG|2AART|1VULN|2ZMB	12AART|358DMG|4ERES|68DUST|78ZMB|8BPWR|9RCR|aVULN
48	14222 34422	 * 	184.67	ACR|2AART|2DMG|3ZMB|3DUR	12AART|37aDUR|4RCR|5BEXP|69aZMB|8aDMG|aBPWR
49	14221 25262	   	184.67	ACR|2AART|2DMG|3ZMB|3DUR	12AART|38aDUR|4RCR|58aZMB|6DMSP|7MBVNT|8aBPWR|9aDMG
50	14225 11126	   	184.52	ACR|2AART|2VULN|2DMG|1DUR	12AART|3DUR|4RCR|56VULN|7LIT|8TLV|9aDMG
51	13146 33322	 * 	184.40	DCR|5VULN|1AART|1CDMG	1AART|2589aVULN|3LSRICY|4LIT|6CDMG|7RCR
52	14362 36311	   	184.18	DCR|3DMG|2AART|1VULN|1CDMG	12AART|378DMG|45RCVC|6VULN|9RCR|aCDMG
53	12621 31354	   	184.17	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|2DUR|3DMSP|4RCR|5ZMB|6aVULN|7LHND|89DMG
54	12621 33354	   	184.17	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|2DUR|3DMSP|4RCR|5ZMB|6aVULN|7LWND|89DMG
55	13163 23661	   	183.81	DCR|3VULN|2DMG|1AART|1DUR	1AART|268VULN|378LSRICY|4RPLT|58DMG|8BPWR|9RCR|aDUR
56	13635 42131	 * 	183.73	DCR|3VULN|2AART|1DMG|1ZMB	13AART|25aVULN|4CANSTR|6ZMB|7ERES|8RCR|9DMG
57	14323 22626	   	183.73	DCR|3DMG|2AART|1VULN|1ZMB	12AART|35aDMG|4ERES|6DUST|7VULN|8RCR|9ZMB
58	36621 31633	   	183.54	ACR|4VULN|2DMG|1CDMG	17FEWX|27DMG|3RCR|4CGEN|5CDMG|679aVULN|7BPWR|8ERES
59	14221 25424	   	183.33	ACR|2AART|2VULN|2CDMG|2DUR|1ZMB	12AART|3aDUR|4RCR|5ZMB|6DMSP|7MBVNT|8aCDMG|9aVULN|aBPWR
60	14221 34432	   	183.33	ACR|2AART|2VULN|1DMG|2DUR|1ZMB	12AART|37DUR|4RCR|5ZMB|6aVULN|8DMG|9RCVC
61	14226 32312	   	183.33	ACR|2AART|2VULN|1DMG|2DUR|1ZMB	12AART|36DUR|4RCR|5RCVC|7aVULN|8DMG|9ZMB
62	14221 34423	   	183.24	ACR|2AART|1VULN|1DMG|2ZMB|1CDMG|2DUR	12AART|37DUR|4RCR|59ZMB|6VULN|8DMG|aCDMG
63	14225 12226	   	183.23	ACR|2AART|2VULN|1DMG|2DUR|1ZMB	12AART|38DUR|4RCR|56VULN|7DUST|9ZMB|aDMG
64	13146 33122	 * 	183.02	DCR|4VULN|2AART|1CDMG	18AART|259aVULN|3LSRICY|4LIT|6CDMG|7RCR
65	13651 33322	   	182.92	DCR|4VULN|2AART|1CDMG	13AART|289aVULN|4LIT|5VENICY|6CDMG|7RCR
66	14211 54312	   	182.91	DCR|2AART|2VULN|1DMG|2DUR|1ZMB	12AART|34DUR|5RCVC|6aVULN|7RCR|8DMG|9ZMB
67	36621 31143	   	182.79	ACR|3DMG|2VULN|2CDMG|1DUR	17FEWX|27aDMG|3RCR|4CGEN|58CDMG|67VULN|7BPWR|9DUR
68	36621 31134	   	182.79	ACR|3VULN|2DMG|2CDMG|1DUR	17FEWX|27DMG|3RCR|4CGEN|58CDMG|679VULN|7BPWR|aDUR
69	12625 11512	   	182.69	ACR|3VULN|2AART|1DMG|1DUR	18AART|2DUR|3DMSP|4RCR|569VULN|7LIT|aDMG
70	14225 11612	   	182.69	ACR|3VULN|2AART|1DMG|1DUR	12AART|3DUR|4RCR|569VULN|78LIT|aDMG
71	14225 12136	   	182.49	ACR|3VULN|2AART|1DMG|1DUR	12AART|3DUR|4RCR|568VULN|7DUST|9ERES|aDMG
72	14342 12324	   	182.39	DCR|2AART|2VULN|2DMG|2DUR	12AART|38DMG|46VULN|56DUR|6BPWR|7MLV|9LWND|aRCR
73	14221 33352	   	182.31	ACR|3AART|2DMG|1VULN|1ZMB|1DUR	12aAART|3DUR|4RCR|5ZMB|6VULN|7LWND|89DMG
74	14221 36352	   	182.21	ACR|3AART|2DMG|1VULN|1ZMB|1DUR	12aAART|3DUR|4RCR|5ZMB|6VULN|7DUST|89DMG
75	12625 12126	   	182.14	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3DMSP|4RCR|568VULN|7DUST|9ZMB|aDMG
76	14225 12152	 * 	181.92	ACR|4VULN|2AART|2DUR	12AART|39DUR|4RCR|568aVULN|7DUST
77	36621 31131	 * 	181.89	ACR|3VULN|2DMG|3CDMG	17FEWX|27DMG|3RCR|4CGEN|58aCDMG|679VULN|7BPWR
78	14321 22661	   	181.70	DCR|2AART|2VULN|2DMG|1DUR	12AART|39DMG|4ERES|5RCVC|69DUST|79VULN|8RCR|9BPWR|aDUR
79	14332 31121	   	181.66	DCR|2AART|2DMG|2VULN|1DUR|1SELL	12AART|3aDMG|4MBVNT|5DUR|6aVULN|7aLHND|8RCR|9SELL|aBPWR
80	14332 33121	   	181.66	DCR|2AART|2DMG|2VULN|1DUR|1SELL	12AART|3aDMG|4MBVNT|5DUR|6aVULN|7aLWND|8RCR|9SELL|aBPWR
81	14332 34121	   	181.66	DCR|2AART|2VULN|2DMG|1DUR|1SELL	12AART|3aDMG|4MBVNT|5DUR|6aVULN|7aFEWX|8RCR|9SELL|aBPWR
82	13635 53132	   	181.60	DCR|2AART|2VULN|2DMG|1DUR	13AART|25VULN|4CANSTR|6ERES|79DMG|8RCR|aDUR
83	13636 62132	   	181.60	DCR|2AART|2VULN|2DMG|1DUR	13AART|26VULN|4CANSTR|59DMG|7ERES|8RCR|aDUR
84	14323 22631	   	181.60	DCR|2AART|2VULN|2DMG|1DUR	12AART|35DMG|4ERES|6DUST|79VULN|8RCR|aDUR
85	14362 36313	   	181.53	DCR|3DMG|2AART|1VULN|1ZMB	12AART|378DMG|45RCVC|6VULN|9RCR|aZMB
86	13163 26532	   	181.47	DCR|3VULN|2DMG|1AART	1AART|268VULN|3LSRICY|4RPLT|5aDMG|7RCR|9LIT
87	14225 12153	   	181.47	ACR|3VULN|2AART|1CDMG|2DUR	12AART|39DUR|4RCR|568VULN|7DUST|aCDMG
88	14332 37121	   	181.46	DCR|2AART|2VULN|2DMG|1DUR|1SELL	12AART|3aDMG|4MBVNT|5DUR|6aVULN|7aDUST|8RCR|9SELL|aBPWR
89	14221 32364	   	181.42	ACR|2AART|2VULN|2DMG|2ZMB|2DUR|1MSE	12AART|39DUR|4RCR|59ZMB|6aVULN|7MSE|89DMG|9BPWR
90	14221 25362	   	180.75	ACR|2AART|2DMG|3ZMB|2DUR	12AART|3aDUR|4RCR|58aZMB|6DMSP|7MBVNT|9aDMG|aBPWR
91	14221 25522	   	180.75	ACR|2AART|2DMG|3ZMB|2DUR	12AART|3aDUR|4RCR|59aZMB|6DMSP|7MBVNT|8aDMG|aBPWR
92	36621 31363	   	180.54	ACR|3VULN|2DMG|1CDMG|1ZMB	17FEWX|27DMG|3RCR|48CGEN|5CDMG|67aVULN|7BPWR|9ZMB
93	36621 31511	   	180.54	ACR|3VULN|2DMG|1CDMG|1ZMB	17FEWX|27DMG|3RCR|4CGEN|5CDMG|67aVULN|7BPWR|8ZMB|9BEXP
94	36621 31531	   	180.54	ACR|3VULN|2DMG|1CDMG|1ZMB	17FEWX|27DMG|3RCR|4CGEN|5CDMG|679VULN|7BPWR|8ZMB|aMLV
95	14342 12622	   	180.51	DCR|2AART|2VULN|1DMG|2DUR|1ZMB	12AART|3DMG|46VULN|56DUR|6BPWR|7MLV|8RCR|9ZMB|aDUST
96	14342 12623	   	180.51	DCR|2AART|2VULN|1DMG|2DUR|1ZMB	12AART|3DMG|46VULN|56DUR|6BPWR|7MLV|8RCR|9ZMB|aERES
97	36621 31532	   	180.44	ACR|3VULN|2DMG|1CDMG|1ZMB	17FEWX|27DMG|3RCR|4CGEN|5CDMG|679VULN|7BPWR|8ZMB|aDUST
98	14213 15161	   	180.41	DCR|2AART|2DMG|1VULN|2DUR|1ZMB	12AART|34DUR|59DMG|6BASHEA|7ZMB|8RCR|aVULN
99	14342 12621	   	180.36	DCR|2AART|2VULN|1DMG|2DUR|1ZMB|1SELL	12AART|3DMG|46VULN|56DUR|6BPWR|7MLV|8RCR|9ZMB|aSELL
100	12621 31355	   	180.24	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1AART|2DUR|3DMSP|4RCR|5ZMB|6VULN|7LHND|89DMG|aCDMG
101	12621 33355	   	180.24	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1AART|2DUR|3DMSP|4RCR|5ZMB|6VULN|7LWND|89DMG|aCDMG
102	13146 33232	   	179.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|25VULN|3LSRICY|4LIT|6CDMG|7RCR|8DUR|9ZMB|aDMG
103	13635 53112	   	179.67	DCR|3VULN|2AART|1DMG|1DUR	13AART|259VULN|4CANSTR|6ERES|7DMG|8RCR|aDUR
104	13636 62112	   	179.67	DCR|3VULN|2AART|1DMG|1DUR	13AART|269VULN|4CANSTR|5DMG|7ERES|8RCR|aDUR
105	14221 34433	   	179.39	ACR|2AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	12AART|37DUR|4RCR|5ZMB|6VULN|8DMG|9RCVC|aCDMG
106	14226 32313	   	179.39	ACR|2AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	12AART|36DUR|4RCR|5RCVC|7VULN|8DMG|9ZMB|aCDMG
107	13345 51332	   	179.18	5VULN|2DMG|1AART|2ASPD|1ZMB|1DUR	1AART|25689VULN|3ZMB|49ASPD|79DMG|9BPWR|aDUR
108	14221 31221	   	179.12	ACR|3VULN|2AART|2DUR|1ZMB	12AART|3aDUR|4RCR|5ZMB|69aVULN|7aLHND|8RPLT|aBPWR
109	14221 33221	   	179.12	ACR|3VULN|2AART|2DUR|1ZMB	12AART|3aDUR|4RCR|5ZMB|69aVULN|7aLWND|8RPLT|aBPWR
110	13334 62126	   	179.12	DCR|2VULN|2DMG|1AART|1ZMB	1AART|27VULN|3ZMB|4LIT|5CGEN|6RCR|8TLV|9aDMG
111	14323 36222	   	179.07	DCR|3DMG|2AART|2ZMB|1CDMG	12AART|358DMG|4ERES|68FEWX|78ZMB|8BPWR|9RCR|aCDMG
112	14211 54313	   	178.97	DCR|2AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	12AART|34DUR|5RCVC|6VULN|7RCR|8DMG|9ZMB|aCDMG
113	13324 33453	   	178.97	DCR|3VULN|2AART|2ZMB|1CDMG	14AART|26aVULN|37ZMB|5LIT|8CDMG|9RCR
114	14221 36221	   	178.92	ACR|3VULN|2AART|2DUR|1ZMB	12AART|3aDUR|4RCR|5ZMB|69aVULN|7aDUST|8RPLT|aBPWR
115	14323 26222	   	178.87	DCR|3DMG|2AART|2ZMB|1CDMG	12AART|358DMG|4ERES|68DUST|78ZMB|8BPWR|9RCR|aCDMG
116	24411 42122	   	178.33	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1RPLT|2DMG|347VULN|5FEWX|6ZMB|8CDMG|9RCR|aAART
117	12621 33352	   	178.03	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	1aAART|2DUR|3DMSP|4RCR|5ZMB|6VULN|7LWND|89DMG
118	14221 31333	   	178.03	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	12AART|3DUR|4RCR|5ZMB|6VULN|7LHND|8aDMG|9CGEN
119	14221 31351	   	178.03	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	12AART|3DUR|4RCR|5ZMB|6VULN|7aLHND|89DMG
120	14221 31352	   	178.03	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	12AART|3DUR|4RCR|5ZMB|6VULN|7LHND|89DMG|aRCVC
121	14221 31356	   	178.03	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	12AART|3DUR|4RCR|5ZMB|6VULN|7LHND|89DMG|aBEXP
122	14221 31434	   	178.03	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	12AART|3DUR|4RCR|5ZMB|68VULN|7LHND|9LWND|aDMG
123	14221 33334	   	178.03	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	12AART|3DUR|4RCR|5ZMB|6VULN|7LWND|8aDMG|9CGEN
124	14221 33351	   	178.03	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	12AART|3DUR|4RCR|5ZMB|6VULN|7LWND|89DMG|aLHND
125	14221 33353	   	178.03	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	12AART|3DUR|4RCR|5ZMB|6VULN|7LWND|89DMG|aCGEN
126	14221 33356	   	178.03	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	12AART|3DUR|4RCR|5ZMB|6VULN|7LWND|89DMG|aBEXP
127	14221 33436	   	178.03	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	12AART|3DUR|4RCR|5ZMB|68VULN|79LWND|aDMG
128	14222 12126	   	178.03	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	12AART|3DUR|4RCR|5BEXP|68VULN|7RCVC|9ZMB|aDMG
129	14222 14126	   	178.03	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	12AART|3DUR|4RCR|57BEXP|68VULN|9ZMB|aDMG
130	14222 31354	   	178.03	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	12AART|3DUR|4RCR|5BEXP|6ZMB|7LWND|89DMG|aVULN
131	14222 33354	   	178.03	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	12AART|3DUR|4RCR|5BEXP|6ZMB|7LHND|89DMG|aVULN
132	14226 42312	   	178.03	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	12AART|3DUR|4RCR|56RCVC|7aVULN|8DMG|9ZMB
133	12621 36352	   	177.93	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	1aAART|2DUR|3DMSP|4RCR|5ZMB|6VULN|7DUST|89DMG
134	14221 31348	   	177.93	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	12AART|3DUR|4RCR|5ZMB|6aVULN|7LHND|8DMG|9MBVNT
135	14221 31353	   	177.93	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	12AART|3DUR|4RCR|5ZMB|6VULN|7LHND|89DMG|aERES
136	14221 31453	   	177.93	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	12AART|3DUR|4RCR|5ZMB|68VULN|7LHND|9LEGI|aDMG
137	14221 36334	   	177.93	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	12AART|3DUR|4RCR|5ZMB|6VULN|7DUST|8aDMG|9CGEN
138	14221 36351	   	177.93	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	12AART|3DUR|4RCR|5ZMB|6VULN|7DUST|89DMG|aLHND
139	14221 36353	   	177.93	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	12AART|3DUR|4RCR|5ZMB|6VULN|7DUST|89DMG|aCGEN
140	14223 15153	   	177.93	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	12AART|3DUR|4RCR|5LHND|6VULN|7NUKE|8ZMB|9aDMG
141	14225 13422	   	177.93	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	12AART|3DUR|4RCR|56VULN|7MLV|8DMG|9ZMB|aDUST
142	14225 13423	   	177.93	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	12AART|3DUR|4RCR|56VULN|7MLV|8DMG|9ZMB|aERES
143	12621 45224	   	177.92	ACR|2VULN|1AART|3CDMG|2DUR|1ZMB	1AART|2aDUR|3DMSP|4RCR|5ZMB|68aCDMG|7MBVNT|9aVULN|aBPWR
144	14221 14141	   	177.83	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	12AART|3DUR|4RCR|5ZMB|6LSRREG|7ERES|89DMG|aVULN
145	14225 13421	   	177.79	ACR|2AART|2VULN|1DMG|1ZMB|1DUR|1SELL	12AART|3DUR|4RCR|56VULN|7MLV|8DMG|9ZMB|aSELL
146	14323 31222	   	177.76	DCR|3DMG|2AART|2ASPD|1CDMG	12AART|358DMG|4ERES|68FEWX|78ASPD|8BPWR|9RCR|aCDMG
147	13625 24311	   	177.62	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	13AART|25VULN|4LWND|6DMSP|7RCR|8DMG|9ZMB|aDUR
148	14323 21222	   	177.56	DCR|3DMG|2AART|2ASPD|1CDMG	12AART|358DMG|4ERES|68DUST|78ASPD|8BPWR|9RCR|aCDMG
149	13146 33311	   	177.53	DCR|3VULN|1AART|1DMG|1CDMG	1AART|258VULN|3LSRICY|4LIT|6CDMG|7RCR|9DMG|aBEXP
150	13146 33313	   	177.53	DCR|3VULN|1AART|1DMG|1CDMG	1AART|258VULN|3LSRICY|4LIT|6CDMG|7RCR|9DMG|aCGEN
151	13146 33315	   	177.53	DCR|3VULN|1AART|1DMG|1CDMG	1AART|258VULN|3LSRICY|4LIT|6CDMG|7RCR|9DMG|aMLV
152	13146 33316	   	177.53	DCR|3VULN|1AART|1DMG|1CDMG	1AART|258VULN|3LSRICY|4LIT|6CDMG|7RCR|9DMG|aLHND
153	14221 32365	   	177.48	ACR|2AART|2DMG|1VULN|2ZMB|1CDMG|2DUR|1MSE	12AART|39DUR|4RCR|59ZMB|6VULN|7MSE|89DMG|9BPWR|aCDMG
154	14362 36312	   	177.47	DCR|3DMG|2AART|1VULN|1DUR	12AART|378DMG|45RCVC|6VULN|9RCR|aDUR
155	13146 33312	   	177.43	DCR|3VULN|1AART|1DMG|1CDMG	1AART|258VULN|3LSRICY|4LIT|6CDMG|7RCR|9DMG|aDUST
156	14323 16125	   	177.37	DCR|3DMG|2AART|1VULN|1DUR	12AART|357DMG|4ERES|6RMIN|8DUR|9RCR|aVULN
157	13633 16141	   	177.16	DCR|2AART|2VULN|2DMG	13AART|2aVULN|4CANSTR|5RCVC|6BEXP|7RCR|89DMG
158	14221 31621	   	177.12	ACR|2AART|2VULN|1CDMG|2DUR|1ZMB	12AART|3aDUR|4RCR|5ZMB|6aVULN|7LHND|8CDMG|9aLWND|aBPWR
159	13633 36141	   	177.06	DCR|2AART|2VULN|2DMG	13AART|2aVULN|4CANSTR|5RCVC|6LEGI|7RCR|89DMG
160	24651 22121	 * 	177.03	DCR|3DMG|1AART|3ASPD|3DUR	1RPLT|259DMG|3DMSP|459ASPD|59BPWR|6AART|7RCR|89aDUR
161	14221 36621	   	177.02	ACR|2AART|2VULN|1CDMG|2DUR|1ZMB	12AART|3aDUR|4RCR|5ZMB|6aVULN|7DUST|8CDMG|9aLWND|aBPWR
162	14323 51362	   	176.90	DCR|2AART|2VULN|2DMG|1ASPD	12AART|35DMG|4ERES|68VULN|7ASPD|9LWND|aRCR
163	13163 23662	   	176.87	DCR|3VULN|2DMG|1AART	1AART|268VULN|378LSRICY|4RPLT|58DMG|8BPWR|9RCR|aBEXP
164	14335 26422	 * 	176.83	DCR|3AART|2DMG|2VULN	126AART|3aDMG|4MBVNT|5LIT|7aVULN|8aCGEN|9RCR|aBPWR
165	13341 51334	 * 	176.80	4VULN|2DMG|1AART|3ZMB|2ASPD	1AART|2689VULN|35aZMB|49ASPD|79DMG|9BPWR
166	14226 32353	   	176.60	ACR|3AART|2DMG|1VULN|2DUR	129AART|36DUR|4RCR|5RCVC|7VULN|8aDMG
167	14225 13322	   	176.48	ACR|4VULN|2AART|1DUR|1SELL	12AART|3DUR|4RCR|569aVULN|7MLV|8SELL
168	36621 31343	   	176.47	ACR|3DMG|2VULN|1CDMG|1DUR	17FEWX|27aDMG|3RCR|48CGEN|5CDMG|67VULN|7BPWR|9DUR
