0	Index      	 *	Score 	Summary	Detail	
1	64212 11235	 * 	212.03	DCR|2VULN|2AART|1ASPD|1DMG|1CDMG	1LIT|2RPLT|3DMG|45AART|67VULN|8CDMG|9ASPD|aRCR
64	32335 11535	   	191.70	DCR|2VULN|2ASPD|1DMG|1CDMG	1MLV|2DMG|3LHND|4CDMG|59VULN|67ASPD|8RCR|aRCVC
65	64212 12235	   	191.64	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	17LIT|2RPLT|3DMG|45AART|6VULN|8CDMG|9ASPD|aRCR
66	64212 33235	   	191.64	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1LIT|2RPLT|3DMG|45AART|6AELBLL|7VULN|8CDMG|9ASPD|aRCR
67	33535 23427	   	191.29	DCR|4VULN|1ASPD|1CDMG	1MLV|256aVULN|3ASPD|4CDMG|7MBVNT|8RCR|9RCVC
68	32335 11533	   	190.39	DCR|2VULN|2ASPD|1DMG|1CDMG	1MLV|2DMG|3LHND|4CDMG|59VULN|67ASPD|8RCR|aBEXP
69	33531 23436	   	190.29	DCR|2VULN|2ASPD|1DMG|1CDMG	15MLV|26VULN|39ASPD|4CDMG|7MBVNT|8RCR|aDMG
70	42335 11533	   	190.29	DCR|2VULN|2ASPD|1DMG|1CDMG	1ERES|2DMG|3LHND|4CDMG|59VULN|67ASPD|8RCR|aBEXP
71	32335 11532	   	190.29	DCR|2VULN|2ASPD|1DMG|1CDMG	1MLV|2DMG|3LHND|4CDMG|59VULN|67ASPD|8RCR|aDUST
72	42335 11532	   	190.19	DCR|2VULN|2ASPD|1DMG|1CDMG	1ERES|2DMG|3LHND|4CDMG|59VULN|67ASPD|8RCR|aDUST
73	33521 11212	   	190.04	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1MLV|29VULN|3ASPD|4ZMB|5RMIN|6FEWX|7DMG|8AART|aRCR
74	33521 41212	   	190.04	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1MLV|29VULN|3ASPD|4ZMB|5RMIN|6DMG|7FEWX|8AART|aRCR
75	53314 62212	   	190.04	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1LHND|2ZMB|34FEWX|5DMG|69VULN|7ASPD|8AART|aRCR
76	32416 35212	 * 	189.94	DCR|2VULN|1AART|1ASPD|1DMG|1NUKE|1ZMB	1MLV|2DMG|3NUKE|4BEXP|5AART|6ZMB|79VULN|8ASPD|aRCR
77	33522 11212	   	189.94	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1ZMB	1MLV|29VULN|3ASPD|4ZMB|5AAC|6FEWX|7DMG|8AART|aRCR
78	33522 41212	   	189.94	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1ZMB	1MLV|29VULN|3ASPD|4ZMB|5AAC|6DMG|7FEWX|8AART|aRCR
79	33524 11212	   	189.94	DCR|2VULN|1AART|1ASPD|1DMG|1NUKE|1ZMB	1MLV|29VULN|3ASPD|4ZMB|5NUKE|6FEWX|7DMG|8AART|aRCR
80	33524 41212	   	189.94	DCR|2VULN|1AART|1ASPD|1DMG|1NUKE|1ZMB	1MLV|29VULN|3ASPD|4ZMB|5NUKE|6DMG|7FEWX|8AART|aRCR
81	43124 12212	   	189.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1ERES|29VULN|3MLV|4ZMB|5DMG|6FEWX|7ASPD|8AART|aRCR
82	43324 12212	   	189.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1ERES|29VULN|3AME|4ZMB|5DMG|6FEWX|7ASPD|8AART|aRCR
83	43521 11212	   	189.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1ERES|29VULN|3ASPD|4ZMB|5RMIN|6FEWX|7DMG|8AART|aRCR
84	43521 41212	   	189.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1ERES|29VULN|3ASPD|4ZMB|5RMIN|6DMG|7FEWX|8AART|aRCR
85	43522 11212	   	189.84	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1ZMB	1ERES|29VULN|3ASPD|4ZMB|5AAC|6FEWX|7DMG|8AART|aRCR
86	43522 41212	   	189.84	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1ZMB	1ERES|29VULN|3ASPD|4ZMB|5AAC|6DMG|7FEWX|8AART|aRCR
87	43524 11212	   	189.84	DCR|2VULN|1AART|1ASPD|1DMG|1NUKE|1ZMB	1ERES|29VULN|3ASPD|4ZMB|5NUKE|6FEWX|7DMG|8AART|aRCR
88	33535 22111	   	189.79	DCR|4VULN|1ASPD|1CDMG	1MLV|2567VULN|3ASPD|4CDMG|8RCR|9RPLT|aLHND
89	33535 22112	   	189.79	DCR|4VULN|1ASPD|1CDMG	1MLV|2567VULN|3ASPD|4CDMG|8RCR|9RPLT|aLWND
90	33535 22113	   	189.79	DCR|4VULN|1ASPD|1CDMG	1MLV|2567VULN|3ASPD|4CDMG|8RCR|9aRPLT
91	33535 22115	   	189.79	DCR|4VULN|1ASPD|1CDMG	1MLV|2567VULN|3ASPD|4CDMG|8RCR|9RPLT|aRMIN
92	33535 22116	   	189.79	DCR|4VULN|1ASPD|1CDMG	1aMLV|2567VULN|3ASPD|4CDMG|8RCR|9RPLT
93	33535 22141	   	189.79	DCR|4VULN|1ASPD|1CDMG	1MLV|2567VULN|3ASPD|4CDMG|8RCR|9LHND|aLIT
94	33535 22142	   	189.79	DCR|4VULN|1ASPD|1CDMG	1MLV|2567VULN|3ASPD|4CDMG|8RCR|9aLHND
95	33535 22152	   	189.79	DCR|4VULN|1ASPD|1CDMG	1MLV|2567VULN|3ASPD|4CDMG|8RCR|9DMSP|aFEWX
96	33535 22153	   	189.79	DCR|4VULN|1ASPD|1CDMG	1aMLV|2567VULN|3ASPD|4CDMG|8RCR|9DMSP
97	33531 22146	   	189.79	DCR|4VULN|1ASPD|1CDMG	15MLV|267aVULN|3ASPD|4CDMG|8RCR|9LHND
98	33535 22121	   	189.69	DCR|4VULN|1ASPD|1CDMG	1MLV|2567VULN|3ASPD|4CDMG|8RCR|9DUST|aLIT
99	33535 22122	   	189.69	DCR|4VULN|1ASPD|1CDMG	1MLV|2567VULN|3ASPD|4CDMG|8RCR|9DUST|aLHND
100	33535 22123	   	189.69	DCR|4VULN|1ASPD|1CDMG	1MLV|2567VULN|3ASPD|4CDMG|8RCR|9DUST|aCGEN
101	33535 22124	   	189.69	DCR|4VULN|1ASPD|1CDMG	1MLV|2567VULN|3ASPD|4CDMG|8RCR|9DUST|aAELBLL
102	33535 22134	   	189.69	DCR|4VULN|1ASPD|1CDMG	1MLV|2567VULN|3ASPD|4CDMG|8RCR|9ERES|aCGEN
103	33535 22136	   	189.69	DCR|4VULN|1ASPD|1CDMG	1MLV|2567VULN|3ASPD|4CDMG|8RCR|9ERES|aAME
104	33535 22143	   	189.69	DCR|4VULN|1ASPD|1CDMG	1MLV|2567VULN|3ASPD|4CDMG|8RCR|9LHND|aDUST
105	33535 22161	   	189.69	DCR|4VULN|1ASPD|1CDMG	1MLV|2567VULN|3ASPD|4CDMG|8RCR|9LEGI|aLIT
106	33535 22162	   	189.69	DCR|4VULN|1ASPD|1CDMG	1MLV|2567VULN|3ASPD|4CDMG|8RCR|9LEGI|aLHND
107	33535 22163	   	189.69	DCR|4VULN|1ASPD|1CDMG	1MLV|2567VULN|3ASPD|4CDMG|8RCR|9LEGI|aCGEN
108	33531 22126	   	189.69	DCR|4VULN|1ASPD|1CDMG	15MLV|267aVULN|3ASPD|4CDMG|8RCR|9DUST
109	33531 22166	   	189.69	DCR|4VULN|1ASPD|1CDMG	15MLV|267aVULN|3ASPD|4CDMG|8RCR|9LEGI
110	33535 21126	   	189.69	DCR|4VULN|1ASPD|1CDMG	1MLV|256aVULN|3ASPD|4CDMG|7AELBLL|8RCR|9DUST
111	33535 22131	   	189.59	DCR|4VULN|1ASPD|1CDMG	1MLV|2567VULN|3ASPD|4CDMG|8RCR|9ERES|aDUST
112	33535 22132	   	189.59	DCR|4VULN|1ASPD|1CDMG|1SELL	1MLV|2567VULN|3ASPD|4CDMG|8RCR|9ERES|aSELL
113	33535 23417	   	189.59	DCR|4VULN|1ASPD|1CDMG	1MLV|256aVULN|3ASPD|4CDMG|7MBVNT|8RCR|9DUST
114	33446 33122	 * 	189.40	DCR|3VULN|1SPLARM|1ASPD|1DMG	1MLV|269VULN|3BELT|4CGEN|5SPLARM|7RCR|8ASPD|aDMG
115	14542 33531	   	189.40	DCR|2VULN|2ASPD|1AART|1AAC|1ZMB	1DMSP|26ASPD|3MBVNT|4AAC|56VULN|6BPWR|7ZMB|8RCR|9AART|aRCVC
116	32125 16532	   	189.24	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB	1MLV|24DMG|3RPLT|5VULN|6ASPD|7ZMB|8BEXP|9RCR|aAART
117	32225 21632	   	189.24	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB	1MLV|28DMG|3BEXP|4ZMB|5RPLT|6VULN|7ASPD|9RCR|aAART
118	31463 25313	 * 	189.13	DCR|3DMG|1VULN|1ASPD|1CDMG	1MLV|24CGEN|34aDMG|4BPWR|5ASPD|6BELT|7VULN|8RCR|9CDMG
119	31443 25313	   	189.03	DCR|3DMG|1VULN|1ASPD|1CDMG	1MLV|2CGEN|34aDMG|5ASPD|6BELT|7VULN|8RCR|9CDMG
120	32334 14331	   	188.98	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1MLV|2DMG|3LHND|4CDMG|5ASPD|6RCVC|7RCR|89VULN|aDUR
121	33534 14231	   	188.98	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1MLV|29VULN|3ASPD|4CDMG|5DMG|6RCVC|7RCR|8LHND|aDUR
122	33534 14331	   	188.98	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1MLV|29VULN|3ASPD|4CDMG|5DMG|6RCVC|7RCR|8LWND|aDUR
123	42334 14331	   	188.88	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1ERES|2DMG|3LHND|4CDMG|5ASPD|6RCVC|7RCR|89VULN|aDUR
124	14342 33213	   	188.88	DCR|2VULN|2ASPD|1DMG|1ZMB|1DUR	1DMSP|26ASPD|3BEXP|4DMG|56VULN|6BPWR|7ZMB|8DUR|9CGEN|aRCR
125	15324 21521	 * 	188.81	DCR|2ASPD|1VULN|1AART|1CDMG|1AAC|1DUR	1DMSP|2CDMG|3BEXP|4DUR|57ASPD|6VULN|8RCR|9AART|aAAC
126	15325 11521	   	188.81	DCR|2ASPD|1VULN|1AART|1CDMG|1AAC|1DUR	1DMSP|2CDMG|3BEXP|4DUR|5VULN|67ASPD|8RCR|9AART|aAAC
127	33251 11643	   	188.78	DCR|2VULN|2ASPD|1DMG|1ZMB|1DUR	1MLV|26VULN|3BEXP|4ZMB|5DUR|7DMG|89ASPD|aRCR
128	32335 11356	   	188.39	DCR|2VULN|2ASPD|1DMG|1CDMG	1MLV|2DMG|3LHND|4CDMG|5aVULN|67ASPD|8CGEN|9RCR
129	32235 22525	   	188.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|2DMG|3BEXP|4CDMG|56VULN|7AME|8RCR|9DUR|aAART
130	34112 22135	   	188.15	DCR|3VULN|2CDMG|1DMG|1AAC	13MLV|23CDMG|3BPWR|467VULN|5DMG|8RCR|9ERES|aAAC
131	34134 22135	   	188.15	DCR|3VULN|2CDMG|1ASPD|1AAC	13MLV|23CDMG|3BPWR|4ASPD|567VULN|8RCR|9ERES|aAAC
132	14542 33533	   	188.09	DCR|2VULN|2ASPD|1AART|1AAC|1ZMB	1DMSP|26ASPD|3MBVNT|4AAC|56VULN|6BPWR|7ZMB|8RCR|9AART|aAME
133	14542 33534	   	188.09	DCR|2VULN|2ASPD|1AART|1AAC|1ZMB	1DMSP|26ASPD|3MBVNT|4AAC|56VULN|6BPWR|7ZMB|8RCR|9AART|aBELT
134	14342 31532	   	188.07	DCR|3VULN|2ASPD|1DMG	1DMSP|26ASPD|389BEXP|4DMG|567VULN|6BPWR|aRCR
135	14342 34332	   	188.07	DCR|3VULN|2ASPD|1DMG	1DMSP|26ASPD|379BEXP|4DMG|568VULN|6BPWR|aRCR
136	33531 23437	   	188.06	DCR|3VULN|2ASPD|1CDMG	15MLV|26aVULN|39ASPD|4CDMG|7MBVNT|8RCR
137	33535 23431	   	188.06	DCR|3VULN|2ASPD|1CDMG	1MLV|256VULN|39ASPD|4CDMG|7MBVNT|8RCR|aLIT
138	33535 23432	   	188.06	DCR|3VULN|2ASPD|1CDMG	1MLV|256VULN|39ASPD|4CDMG|7MBVNT|8RCR|aLHND
139	33535 23433	   	188.06	DCR|3VULN|2ASPD|1CDMG	1MLV|256VULN|39ASPD|4CDMG|7MBVNT|8RCR|aCGEN
140	33535 23434	   	188.06	DCR|3VULN|2ASPD|1CDMG	1MLV|256VULN|39ASPD|4CDMG|7MBVNT|8RCR|aAELBLL
141	33535 23438	   	188.06	DCR|3VULN|2ASPD|1CDMG	1MLV|256VULN|39ASPD|4CDMG|7MBVNT|8RCR|aAME
142	14342 31215	   	187.83	DCR|3VULN|2ASPD|1DMG|1SELL	1DMSP|26ASPD|3BEXP|4DMG|567VULN|6BPWR|8SELL|9RPLT|aRCR
143	33531 22256	   	187.79	DCR|4VULN|1ASPD|1CDMG	158MLV|267aVULN|3ASPD|4CDMG|9RCR
144	15412 22161	   	187.69	DCR|4VULN|2CDMG|1ZMB	13DMSP|29CDMG|4679VULN|59LWND|8RCR|9BPWR|aZMB
145	32335 11513	   	187.60	DCR|2DMG|2ASPD|1VULN|1CDMG	1MLV|2aDMG|3LHND|4CDMG|5VULN|67ASPD|8RCR|9BEXP
146	32335 11563	   	187.60	DCR|2DMG|2ASPD|1VULN|1CDMG	1MLV|2aDMG|3LHND|4CDMG|5VULN|67ASPD|8RCR|9LWND
147	14542 32147	 * 	187.58	4VULN|3ASPD|2DMG|1AART|1AAC	1DMSP|269ASPD|3MBVNT|4AAC|569aVULN|69BPWR|7AART|89DMG
148	32335 11523	   	187.50	DCR|2DMG|2ASPD|1VULN|1CDMG	1MLV|2aDMG|3LHND|4CDMG|5VULN|67ASPD|8RCR|9DUST
149	34134 23446	   	187.32	DCR|2VULN|1AART|2CDMG|1ASPD	13MLV|23CDMG|3BPWR|4ASPD|56VULN|7MBVNT|8RCR|9CGEN|aAART
150	32333 14533	   	186.93	DCR|2DMG|1VULN|1ASPD|1CDMG|2DUR	1MLV|2aDMG|3LHND|4CDMG|57DUR|6ASPD|8RCR|9VULN
151	32335 13531	   	186.68	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1MLV|2DMG|3LHND|4CDMG|59VULN|6ASPD|7RCVC|8RCR|aDUR
152	13433 13146	   	186.59	DCR|2VULN|2ASPD|1DMG|1CDMG	1DMSP|249LWND|3DMG|59ASPD|6LHND|7CDMG|89VULN|9BPWR|aRCR
153	42335 13531	   	186.58	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1ERES|2DMG|3LHND|4CDMG|59VULN|6ASPD|7RCVC|8RCR|aDUR
154	33535 53322	   	186.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1MLV|25VULN|3ASPD|4CDMG|6SNIFST|7AELBLL|8RCR|9DMG|aZMB
155	32334 24331	   	186.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1MLV|2DMG|3LHND|4CDMG|5ASPD|6AELBLL|7RCR|89VULN|aDUR
156	14542 33326	   	186.45	DCR|3VULN|2ASPD|1AAC|1ZMB|1DUR	1DMSP|26ASPD|3MBVNT|4AAC|568VULN|6BPWR|7ZMB|9DUR|aRCR
157	42334 24331	   	186.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1ERES|2DMG|3LHND|4CDMG|5ASPD|6AELBLL|7RCR|89VULN|aDUR
158	33143 32264	   	185.96	DCR|3VULN|1DMG|1ASPD|1DUR	13MLV|267VULN|4DMG|5ERES|8RCR|9ASPD|aDUR
159	15352 23421	   	185.90	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1DMSP|2CDMG|3BEXP|4ZMB|5DMG|6VULN|7FEWX|8AART|9ASPD|aRCR
160	32235 14162	   	185.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1MLV|2DMG|3BEXP|4CDMG|5VULN|6ASPD|7DUR|8RMIN|9RCR|aAART
161	32125 16236	   	185.84	DCR|2VULN|2DMG|1ASPD|1ZMB	1MLV|24DMG|3RPLT|5aVULN|6ASPD|7ZMB|8LWND|9RCR
162	32125 16533	   	185.84	DCR|2VULN|2DMG|1ASPD|1ZMB	1MLV|24DMG|3RPLT|5aVULN|6ASPD|7ZMB|8BEXP|9RCR
163	32225 21633	   	185.84	DCR|2VULN|2DMG|1ASPD|1ZMB	1MLV|28DMG|3BEXP|4ZMB|5RPLT|6aVULN|7ASPD|9RCR
164	32325 21636	   	185.84	DCR|2VULN|2DMG|1ASPD|1ZMB	1MLV|28DMG|3LHND|4ZMB|5RPLT|6aVULN|7ASPD|9RCR
165	15215 31421	   	185.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1DMSP|2CDMG|3DUST|4BEXP|5VULN|6ZMB|7ASPD|8AART|9DMG|aRCR
