0	Index      	 *	Score 	Summary	Detail	
1	11131 53615	 * 	198.03	DCR|2VULN|2DMG|1AART|2CDMG|3DUR	17aDUR|27LHND|3aCDMG|4AART|5FEWX|67DMG|7aBPWR|8RCR|9aVULN
46	31136 53531	   	175.61	ACR|2DMG|1AART|1VULN|2CDMG|1ZMB	17BEXP|2LHND|37CDMG|4AART|5RCR|67DMG|7BPWR|8ZMB|9VULN|aLWND
47	31136 18111	   	175.58	ACR|2VULN|2DMG|1AART|1CDMG	1BEXP|2LHND|3CDMG|4AART|5RCR|6MBVNT|79VULN|8aDMG
48	32626 21363	   	175.55	ACR|3VULN|2AART|1DMG	1BEXP|2ERES|3RCR|4DUST|58AART|6DMG|79aVULN
49	31136 53511	   	175.51	ACR|2DMG|1AART|1VULN|2CDMG|1ZMB	17BEXP|2LHND|37CDMG|4AART|5RCR|67DMG|7BPWR|8ZMB|9ERES|aVULN
50	14612 33341	 * 	175.44	ACR|2DMG|1AART|2CDMG|3DUR|2ASPD	169DUR|2CGEN|3RCR|49ASPD|56DMG|69BPWR|7LHND|89CDMG|aAART
51	22244 32743	 * 	175.26	ACR|4VULN|1AART|2CDMG|1SELL	1SELL|2MBVNT|379aVULN|4RCR|57aLWND|6AART|7aBPWR|8aCDMG
52	22244 38743	 * 	175.16	ACR|4VULN|1AART|2CDMG|1SELL	1SELL|2MBVNT|379aVULN|4RCR|5aLWND|6AART|8aCDMG|aBPWR
53	15232 14142	 * 	174.50	DCR|4VULN|2DMG|2DUR	17DUR|2LIT|3MBVNT|457aVULN|67DMG|7BPWR|8LWND|9RCR
54	15232 14542	   	174.50	DCR|4VULN|2DMG|2DUR	17DUR|2LIT|3MBVNT|457aVULN|67DMG|7BPWR|8FEWX|9RCR
55	15232 14662	   	174.50	DCR|4VULN|2DMG|2DUR	17DUR|2LIT|3MBVNT|457aVULN|67DMG|7BPWR|8CGEN|9RCR
56	15232 14862	   	174.50	DCR|4VULN|2DMG|2DUR	17DUR|2LIT|3MBVNT|457aVULN|67DMG|7BPWR|8MLV|9RCR
57	12626 21362	   	174.33	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1aDUR|2ERES|3RCR|4DUST|5AART|6DMG|79VULN|8CDMG
58	51223 31512	 * 	174.16	DCR|2VULN|2DMG|1AART|2ASPD	1aCGEN|2RCVC|39VULN|4aASPD|5aDMG|6AART|7RPLT|8RCR|aBPWR
59	12612 33215	 * 	174.16	ACR|2VULN|2DMG|2ZMB|2DUR|1ASPD	16DUR|2aERES|3RCR|4ASPD|56DMG|6aBPWR|7aZMB|8MLV|9aVULN
60	15232 14341	   	174.05	DCR|3VULN|2DMG|1CDMG|2DUR	17DUR|2LIT|3MBVNT|457VULN|67DMG|7BPWR|8CDMG|9RCR|aMLV
61	15232 14342	   	174.05	DCR|3VULN|2DMG|1CDMG|2DUR	17DUR|2LIT|3MBVNT|457VULN|67DMG|7BPWR|8CDMG|9RCR|aLHND
62	15232 14343	   	174.05	DCR|3VULN|2DMG|1CDMG|2DUR	17DUR|2LIT|3MBVNT|457VULN|67DMG|7BPWR|8CDMG|9RCR|aLSRICY
63	15232 14344	   	174.05	DCR|3VULN|2DMG|1CDMG|2DUR	17DUR|2LIT|3MBVNT|457VULN|67DMG|7BPWR|8CDMG|9RCR|aLWND
64	15232 14661	   	174.05	DCR|3VULN|2DMG|1CDMG|2DUR	17DUR|2LIT|3MBVNT|457VULN|67DMG|7BPWR|8CGEN|9RCR|aCDMG
65	15232 14861	   	174.05	DCR|3VULN|2DMG|1CDMG|2DUR	17DUR|2LIT|3MBVNT|457VULN|67DMG|7BPWR|8MLV|9RCR|aCDMG
66	26133 33615	   	174.00	DCR|2VULN|2DMG|1AART|2DUR|1SELL	1SELL|27aLHND|3aDUR|4AART|57DMG|67LWND|7aBPWR|8RCR|9aVULN
67	22244 34386	   	173.99	ACR|2VULN|2DMG|1AART|1ZMB|1SELL	1SELL|2MBVNT|3aVULN|4RCR|5aLWND|6AART|7CANSTR|8ZMB|9aDMG|aBPWR
68	11131 53614	   	173.93	DCR|2DMG|1AART|1VULN|3DUR|1CDMG	17aDUR|27LHND|3CDMG|4AART|5FEWX|67DMG|7BPWR|8RCR|9VULN
69	31136 53433	 * 	173.85	ACR|3DMG|1AART|2CDMG|1FLTHEA	17BEXP|2LHND|37CDMG|4AART|5RCR|678DMG|7BPWR|9RCVC|aFLTHEA
70	15273 15321	 * 	173.85	ACR|3DMG|1AART|1VULN|3DUR	149DUR|29LIT|3MBVNT|5RCR|679DMG|8AART|9BPWR|aVULN
71	22248 34386	   	173.79	ACR|2VULN|2DMG|1AART|1ZMB|1SELL	1SELL|2MBVNT|3aVULN|4RCR|5aDUST|6AART|7CANSTR|8ZMB|9aDMG|aBPWR
72	31136 51511	   	173.75	ACR|3VULN|1AART|1DMG|1CDMG	1BEXP|28LHND|3CDMG|4AART|5RCR|6DMG|79aVULN
73	31136 18118	   	173.65	ACR|3VULN|1AART|1DMG|1CDMG	1BEXP|2LHND|3CDMG|4AART|5RCR|6MBVNT|79aVULN|8DMG
74	32626 21362	   	173.54	ACR|2AART|2VULN|1DMG|1CDMG	1BEXP|2ERES|3RCR|4DUST|58AART|6DMG|79VULN|aCDMG
75	31131 53611	   	173.53	DCR|3DMG|1AART|1VULN|1CDMG	17BEXP|27LHND|3CDMG|4AART|5FEWX|67aDMG|7BPWR|8RCR|9VULN
76	32652 32412	   	172.94	ACR|2VULN|2AART|1DMG|1CDMG	1BEXP|2ERES|3RCR|4TLV|5DMG|6aAART|79VULN|8CDMG
77	32632 32414	   	172.60	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|2ERES|3RCR|4CGEN|5DMG|6AART|79VULN|8CDMG|aZMB
78	32652 32413	   	172.50	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|2ERES|3RCR|4TLV|5DMG|6AART|79VULN|8CDMG|aZMB
79	13633 35411	 * 	172.30	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	1DUR|2LSRICY|39AART|4ERES|57VULN|6RCR|8ZMB|aCDMG
80	12626 21233	   	172.13	ACR|2AART|2VULN|1DMG|2DUR	19DUR|2ERES|3RCR|4DUST|58AART|6DMG|7aVULN
81	11133 31153	   	171.62	DCR|2VULN|1AART|1DMG|2CDMG|2DUR	19DUR|2LHND|39CDMG|4AART|5DMG|68LWND|79VULN|9BPWR|aRCR
82	11133 31553	   	171.62	DCR|2VULN|1AART|1DMG|2CDMG|2DUR	19DUR|28LHND|39CDMG|4AART|5DMG|6LWND|79VULN|9BPWR|aRCR
83	31136 53112	   	171.55	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	17BEXP|2LHND|37CDMG|4AART|5RCR|67DMG|7BPWR|8DUR|9VULN|aMLV
84	31136 53131	   	171.55	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	17BEXP|2LHND|37CDMG|4AART|5RCR|67DMG|7BPWR|8DUR|9RCVC|aVULN
85	31136 53141	   	171.55	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	17BEXP|29LHND|37CDMG|4AART|5RCR|67DMG|7BPWR|8DUR|aVULN
86	31136 53214	   	171.55	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	17BEXP|2LHND|37CDMG|4AART|5RCR|67DMG|7BPWR|8LWND|9VULN|aDUR
87	31136 53632	   	171.55	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	17BEXP|2LHND|37CDMG|4AART|5RCR|67DMG|7BPWR|8RMIN|9VULN|aDUR
88	12611 31563	 * 	171.51	ACR|4VULN|1AART|1DUR|1ASPD	1DUR|2ERES|3RCR|4ASPD|5LHND|6AART|789aVULN
89	12642 31163	   	171.51	ACR|4VULN|1AART|1DUR|1ASPD	1DUR|2ERES|3RCR|479aVULN|5ASPD|6AART|8BEXP
90	12642 31263	   	171.51	ACR|4VULN|1AART|1DUR|1ASPD	1DUR|2ERES|3RCR|479aVULN|5ASPD|6AART|8LHND
91	12642 31513	   	171.51	ACR|4VULN|1AART|1DUR|1ASPD	1DUR|2ERES|3RCR|478aVULN|5ASPD|6AART|9LHND
92	31136 53113	   	171.45	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	17BEXP|2LHND|37CDMG|4AART|5RCR|67DMG|7BPWR|8DUR|9VULN|aTLV
93	15232 14146	   	171.40	DCR|3VULN|2DMG|2DUR|1ZMB	17DUR|2LIT|3MBVNT|457VULN|67DMG|7BPWR|8LWND|9RCR|aZMB
94	15232 14546	   	171.40	DCR|3VULN|2DMG|2DUR|1ZMB	17DUR|2LIT|3MBVNT|457VULN|67DMG|7BPWR|8FEWX|9RCR|aZMB
95	31136 53521	   	171.20	ACR|3DMG|1AART|2CDMG|1ZMB	17BEXP|2LHND|37CDMG|4AART|5RCR|679DMG|7BPWR|8ZMB|aCGEN
96	31136 53523	   	171.20	ACR|3DMG|1AART|2CDMG|1ZMB	17BEXP|2LHND|37CDMG|4AART|5RCR|679DMG|7BPWR|8ZMB|aLWND
97	12611 31562	   	171.06	ACR|3VULN|1AART|1CDMG|1DUR|1ASPD	1DUR|2ERES|3RCR|4ASPD|5LHND|6AART|789VULN|aCDMG
98	12642 31162	   	171.06	ACR|3VULN|1AART|1CDMG|1DUR|1ASPD	1DUR|2ERES|3RCR|479VULN|5ASPD|6AART|8BEXP|aCDMG
99	12642 31262	   	171.06	ACR|3VULN|1AART|1CDMG|1DUR|1ASPD	1DUR|2ERES|3RCR|479VULN|5ASPD|6AART|8LHND|aCDMG
100	12642 31512	   	171.06	ACR|3VULN|1AART|1CDMG|1DUR|1ASPD	1DUR|2ERES|3RCR|478VULN|5ASPD|6AART|9LHND|aCDMG
101	32626 21361	   	170.90	ACR|2AART|2VULN|1DMG|1ZMB	1BEXP|2ERES|3RCR|4DUST|58AART|6DMG|79VULN|aZMB
102	31136 53216	   	170.65	ACR|2DMG|1AART|3CDMG|1VULN	17BEXP|2LHND|37aCDMG|4AART|5RCR|67DMG|7BPWR|8LWND|9VULN
103	31136 51314	   	170.33	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1BEXP|2LHND|3CDMG|4AART|5RCR|6DMG|79VULN|8aDUR
104	12612 33621	   	170.20	ACR|2VULN|2DMG|2DUR|1ZMB|1ASPD	16DUR|2ERES|3RCR|4ASPD|56DMG|6BPWR|7ZMB|8FEWX|9aVULN
105	11343 22214	   	170.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2LHND|3ERES|49VULN|5AART|6DMG|7CDMG|8ZMB|aRCR
106	12443 22214	   	170.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2ERES|3LHND|49VULN|5AART|6DMG|7CDMG|8ZMB|aRCR
107	16343 22214	   	170.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2LWND|3ERES|49VULN|5AART|6DMG|7CDMG|8ZMB|aRCR
108	11131 53612	   	170.11	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	17DUR|27LHND|3CDMG|4AART|5FEWX|67DMG|7BPWR|8RCR|9VULN|aMLV
109	11131 53631	   	170.11	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	17DUR|27LHND|3CDMG|4AART|5FEWX|67DMG|7BPWR|8RCR|9RCVC|aVULN
110	11131 53641	   	170.11	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	17DUR|279LHND|3CDMG|4AART|5FEWX|67DMG|7BPWR|8RCR|aVULN
111	11135 53612	   	170.11	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	17DUR|27LHND|3CDMG|4AART|5BEXP|67DMG|7BPWR|8RCR|9VULN|aMLV
112	11135 53631	   	170.11	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	17DUR|27LHND|3CDMG|4AART|5BEXP|67DMG|7BPWR|8RCR|9RCVC|aVULN
113	11133 33611	   	170.11	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	17DUR|27LHND|3CDMG|4AART|5aDMG|67LWND|7BPWR|8RCR|9VULN
114	11133 33616	   	170.11	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	17DUR|27LHND|3CDMG|4AART|5DMG|67LWND|7BPWR|8RCR|9aVULN
115	11133 63611	   	170.11	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	17DUR|27LHND|3CDMG|4AART|5aDMG|67FEWX|7BPWR|8RCR|9VULN
116	11133 63616	   	170.11	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	17DUR|27LHND|3CDMG|4AART|5DMG|67FEWX|7BPWR|8RCR|9aVULN
117	11111 25614	   	170.01	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1DUR|2LHND|3CDMG|479VULN|5CGEN|6AART|8RCR|aZMB
118	11131 53613	   	170.01	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	17DUR|27LHND|3CDMG|4AART|5FEWX|67DMG|7BPWR|8RCR|9VULN|aTLV
119	11135 53613	   	170.01	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	17DUR|27LHND|3CDMG|4AART|5BEXP|67DMG|7BPWR|8RCR|9VULN|aTLV
120	12612 33516	 * 	170.00	ACR|2DMG|3ZMB|1VULN|2DUR|1ASPD	16DUR|2ERES|3RCR|4ASPD|56DMG|6BPWR|78aZMB|9VULN
121	12612 33551	   	170.00	ACR|2DMG|3ZMB|1VULN|2DUR|1ASPD	16DUR|2ERES|3RCR|4ASPD|56DMG|6BPWR|789ZMB|aVULN
122	11133 36611	   	169.91	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	17DUR|2LHND|3CDMG|4AART|5aDMG|6LWND|8RCR|9VULN
123	11133 36616	   	169.91	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	17DUR|2LHND|3CDMG|4AART|5DMG|6LWND|8RCR|9aVULN
124	31136 56211	   	169.54	ACR|2AART|2DMG|1VULN|1CDMG	1BEXP|2LHND|3CDMG|47AART|5RCR|6aDMG|8LWND|9VULN
125	31131 56611	   	169.12	DCR|2AART|2DMG|1VULN|1CDMG	1BEXP|2LHND|3CDMG|47AART|5FEWX|6aDMG|8RCR|9VULN
126	31133 66611	   	169.12	DCR|2AART|2DMG|1VULN|1CDMG	1BEXP|2LHND|3CDMG|47AART|5aDMG|6FEWX|8RCR|9VULN
127	12626 21361	   	169.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2ERES|3RCR|4DUST|5AART|6DMG|79VULN|8CDMG|aLWND
128	12626 21363	   	169.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2ERES|3RCR|4DUST|5AART|6DMG|79VULN|8CDMG|aLIT
129	12626 21513	   	169.03	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2ERES|3RCR|4DUST|5AART|6aDMG|7VULN|8LIT|9CDMG
130	12626 26113	   	169.03	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2ERES|3RCR|4DUST|5AART|6aDMG|7LIT|8VULN|9CDMG
131	61132 62215	 * 	169.03	DCR|2DMG|1AART|1VULN|2ASPD|1CDMG	1FEWX|2aLHND|3CDMG|4AART|5LSRICY|6aASPD|7VULN|8aDMG|9RCR|aBPWR
132	31136 18128	   	169.00	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BEXP|2LHND|3CDMG|4AART|5RCR|6MBVNT|7VULN|8aDMG|9ZMB
133	31136 55211	   	169.00	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BEXP|2LHND|3CDMG|4AART|5RCR|6aDMG|7ERES|8ZMB|9VULN
134	22241 41863	 * 	168.99	ACR|3VULN|3DMG|1SELL	1SELL|2MBVNT|39aVULN|4RCR|5CGEN|69aDMG|79aLIT|8RMIN|9aBPWR
135	12611 32563	   	168.86	ACR|3VULN|2AART|1DUR|1ASPD	1DUR|2ERES|3RCR|4ASPD|5LHND|67AART|89aVULN
136	12642 31313	   	168.86	ACR|3VULN|2AART|1DUR|1ASPD	1DUR|2ERES|3RCR|47aVULN|5ASPD|68AART|9LHND
137	12642 31351	   	168.86	ACR|3VULN|2AART|1DUR|1ASPD	1DUR|2ERES|3RCR|479VULN|5ASPD|68AART|aMLV
138	12642 31363	   	168.86	ACR|3VULN|2AART|1DUR|1ASPD	1DUR|2ERES|3RCR|47aVULN|5ASPD|68AART|9FEWX
139	32612 36241	   	168.84	ACR|3DMG|1AART|1VULN|1ASPD	16BEXP|2ERES|3RCR|4ASPD|567DMG|6BPWR|8VULN|9AART|aCGEN
140	32612 36243	   	168.84	ACR|3DMG|1AART|1VULN|1ASPD	16BEXP|2ERES|3RCR|4ASPD|567DMG|6BPWR|8VULN|9AART|aDMSP
141	22241 46347	 * 	168.79	ACR|3VULN|3DMG|1SELL	1SELL|2MBVNT|37aVULN|4RCR|5aCGEN|69aDMG|8RCVC|aBPWR
142	12642 32621	   	168.79	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2ERES|3RCR|4VULN|5ASPD|6AART|7CDMG|8MBVNT|9ZMB|aDMG
143	12622 31263	   	168.76	ACR|3VULN|2AART|1DUR|1ASPD	1DUR|2ERES|3RCR|4DUST|5ASPD|68AART|79aVULN
144	15283 64321	   	168.55	DCR|2VULN|2DMG|1AART|2DUR	18DUR|2LIT|3MBVNT|48DMG|5AART|6RMIN|78VULN|8BPWR|9LHND|aRCR
145	12632 31411	   	168.53	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2ERES|3RCR|4CGEN|5aDMG|6AART|7LHND|8CDMG|9VULN
146	12632 32412	   	168.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2ERES|3RCR|4CGEN|5DMG|6AART|79VULN|8CDMG|aLWND
147	12632 32413	   	168.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2ERES|3RCR|4CGEN|5DMG|6AART|79VULN|8CDMG|aLHND
148	12632 32416	   	168.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2ERES|3RCR|4CGEN|5DMG|6AART|79VULN|8CDMG|aMGNLIT
149	12632 32421	   	168.53	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2ERES|3RCR|4CGEN|5aDMG|6AART|7VULN|8CDMG|9FEWX
150	12632 36411	   	168.53	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2ERES|3RCR|4CGEN|58DMG|6AART|7CDMG|9LHND|aVULN
151	12632 36421	   	168.53	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2ERES|3RCR|4CGEN|58DMG|6AART|7CDMG|9FEWX|aVULN
152	12632 36432	   	168.53	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2ERES|3RCR|4CGEN|58DMG|6AART|7CDMG|9VULN|aLWND
153	12632 36433	   	168.53	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2ERES|3RCR|4CGEN|58DMG|6AART|7CDMG|9VULN|aLHND
154	32632 36111	   	168.53	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1BEXP|2ERES|3RCR|4CGEN|5aDMG|6AART|7CDMG|8DUR|9VULN
155	62632 36111	   	168.53	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1FEWX|2ERES|3RCR|4CGEN|5aDMG|6AART|7CDMG|8DUR|9VULN
156	31136 33215	   	168.53	ACR|2VULN|1AART|3CDMG|1ZMB|1DUR	1aBEXP|2LHND|36aCDMG|4AART|5RCR|7DUR|8ZMB|9aVULN|aBPWR
157	26133 33616	   	168.51	DCR|2VULN|2DMG|1AART|1DUR|1SELL	1SELL|27LHND|3DUR|4AART|57DMG|67LWND|7BPWR|8RCR|9aVULN
